Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
19:51,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
19:51,"BLOCK  by BASS,XAVIER",,,,,,,"BLOCK  by BASS,XAVIER",2
--,,,,,"REBOUND OFF by FOSTER,LANE",,,"REBOUND OFF by FOSTER,LANE",2
19:32,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
19:07,"GOOD JUMPER by WILLIAMS,CAMERON",37,,40 (+3),,MIL 37-40 (-3),,"GOOD JUMPER by WILLIAMS,CAMERON",2
18:48,,37,,43 (+6),"GOOD 3PTR by CHAMBERS,DIMETRI",OUM 37-43 (-6),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
18:37,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",2
18:25,"MISS LAYUP by MILLER,JOSHUA",,,,,,,"MISS LAYUP by MILLER,JOSHUA",2
--,,,,,"REBOUND DEF by CHAMBERS,DIMETRI",,,"REBOUND DEF by CHAMBERS,DIMETRI",2
18:18,,37,,45 (+8),"GOOD LAYUP by EZIGBO,UBA(in the paint)",OUM 37-45 (-8),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
--,,,,,"ASSIST  by CHAMBERS,DIMETRI",,,"ASSIST  by CHAMBERS,DIMETRI",2
18:09,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
18:09,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
18:09,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
18:00,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
17:37,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",39,,45 (+6),,MIL 39-45 (-6),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
17:20,,39,,48 (+9),"GOOD 3PTR by CHAMBERS,DIMETRI",OUM 39-48 (-9),,"GOOD 3PTR by CHAMBERS,DIMETRI",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
17:03,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
17:03,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
17:03,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
16:50,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:46,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
16:46,"SUB OUT by BASS,XAVIER",,,,,,,"SUB OUT by BASS,XAVIER",2
16:31,"MISS 3PTR by WATSON,DOUG",,,,,,,"MISS 3PTR by WATSON,DOUG",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
16:21,,39,,51 (+12),"GOOD 3PTR by SONE,CARLOS",OUM 39-51 (-12),,"GOOD 3PTR by SONE,CARLOS",2
16:14,"TURNOVER  by WILLIAMS,CAMERON",,,,,,,"TURNOVER  by WILLIAMS,CAMERON",2
16:13,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
16:12,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:06,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
16:06,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
16:06,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
16:06,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
15:53,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
15:47,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
15:45,"STEAL  by EVANS,CHRISTIAN",,,,,,,"STEAL  by EVANS,CHRISTIAN",2
15:43,"TURNOVER  by BURNETT,DREW",,,,,,,"TURNOVER  by BURNETT,DREW",2
15:41,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
15:36,,39,,53 (+14),"GOOD JUMPER by CHAMBERS,DIMETRI",OUM 39-53 (-14),,"GOOD JUMPER by CHAMBERS,DIMETRI",2
15:07,,,,,"FOUL  by FOSTER,LANE",,,"FOUL  by FOSTER,LANE",2
15:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:07,"SUB IN by BASS,XAVIER",,,,,,,"SUB IN by BASS,XAVIER",2
15:07,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
15:02,"GOOD JUMPER by EVANS,CHRISTIAN",41,,53 (+12),,MIL 41-53 (-12),,"GOOD JUMPER by EVANS,CHRISTIAN",2
--,"ASSIST  by WATSON,DOUG",,,,,,,"ASSIST  by WATSON,DOUG",2
14:41,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
14:35,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
14:35,"MISS LAYUP by RUCKER,CAM",,,,,,,"MISS LAYUP by RUCKER,CAM",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
14:35,,,,,"MISS LAYUP by CHAMBERS,DIMETRI",,,"MISS LAYUP by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by BASS,XAVIER",,,,,,,"REBOUND DEF by BASS,XAVIER",2
14:35,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
14:35,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
14:26,"GOOD LAYUP by WATSON,DOUG(in the paint)",43,,53 (+10),,MIL 43-53 (-10),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
14:12,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:51,,43,,56 (+13),"GOOD 3PTR by JENEI,RYAN",OUM 43-56 (-13),,"GOOD 3PTR by JENEI,RYAN",2
--,,,,,"ASSIST  by CHAMBERS,DIMETRI",,,"ASSIST  by CHAMBERS,DIMETRI",2
13:33,"MISS LAYUP by WATSON,DOUG",,,,,,,"MISS LAYUP by WATSON,DOUG",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
13:24,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND OFF by EZIGBO,UBA",,,"REBOUND OFF by EZIGBO,UBA",2
13:16,,43,,58 (+15),"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OUM 43-58 (-15),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
--,,,,,"ASSIST  by EZIGBO,UBA",,,"ASSIST  by EZIGBO,UBA",2
13:08,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
13:08,"GOOD FT by WATSON,DOUG",44,,58 (+14),,MIL 44-58 (-14),,"GOOD FT by WATSON,DOUG",2
13:08,"MISS FT by WATSON,DOUG",,,,,,,"MISS FT by WATSON,DOUG",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
13:08,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
13:08,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
12:57,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
12:57,,44,,59 (+15),"GOOD FT by EZIGBO,UBA",OUM 44-59 (-15),,"GOOD FT by EZIGBO,UBA",2
12:57,,44,,60 (+16),"GOOD FT by EZIGBO,UBA",OUM 44-60 (-16),,"GOOD FT by EZIGBO,UBA",2
12:57,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
12:57,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
12:57,"SUB IN by DIMITRIOS,DYLAN",,,,,,,"SUB IN by DIMITRIOS,DYLAN",2
12:57,"SUB IN by BURNETT,DREW",,,,,,,"SUB IN by BURNETT,DREW",2
12:57,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
12:57,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
12:57,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
12:57,"SUB OUT by BASS,XAVIER",,,,,,,"SUB OUT by BASS,XAVIER",2
12:57,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
12:57,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
12:57,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
12:57,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
12:34,"TURNOVER  by MILLER,JOSHUA",,,,,,,"TURNOVER  by MILLER,JOSHUA",2
12:34,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
12:30,,44,,62 (+18),"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",OUM 44-62 (-18),,"GOOD LAYUP by CHAMBERS,DIMETRI(in the paint)",2
12:08,"MISS 3PTR by BURNETT,DREW",,,,,,,"MISS 3PTR by BURNETT,DREW",2
--,,,,,"REBOUND DEF by SONE,CARLOS",,,"REBOUND DEF by SONE,CARLOS",2
11:59,,,,,"TURNOVER  by CHAMBERS,DIMETRI",,,"TURNOVER  by CHAMBERS,DIMETRI",2
11:58,"STEAL  by BUSH,RODREEKAS",,,,,,,"STEAL  by BUSH,RODREEKAS",2
11:54,"GOOD LAYUP by DIMITRIOS,DYLAN(in the paint)",46,,62 (+16),,MIL 46-62 (-16),,"GOOD LAYUP by DIMITRIOS,DYLAN(in the paint)",2
11:37,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
11:37,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:37,,46,,63 (+17),"GOOD FT by MURRAH,JACK",OUM 46-63 (-17),,"GOOD FT by MURRAH,JACK",2
11:37,,46,,64 (+18),"GOOD FT by MURRAH,JACK",OUM 46-64 (-18),,"GOOD FT by MURRAH,JACK",2
11:37,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
11:37,"SUB IN by BASS,XAVIER",,,,,,,"SUB IN by BASS,XAVIER",2
11:37,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
11:37,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
11:37,,,,,"SUB IN by SWILLING,BRETT",,,"SUB IN by SWILLING,BRETT",2
11:37,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
11:37,,,,,"SUB IN by KRIVITZKIN,TYLER",,,"SUB IN by KRIVITZKIN,TYLER",2
11:37,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
11:37,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
11:37,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
11:15,,,,,"FOUL  by SWILLING,BRETT",,,"FOUL  by SWILLING,BRETT",2
11:15,"MISS FT by WILLIAMS,CAMERON",,,,,,,"MISS FT by WILLIAMS,CAMERON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:15,"GOOD FT by WILLIAMS,CAMERON",47,,64 (+17),,MIL 47-64 (-17),,"GOOD FT by WILLIAMS,CAMERON",2
11:15,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
11:15,"SUB OUT by BURNETT,DREW",,,,,,,"SUB OUT by BURNETT,DREW",2
11:15,,,,,"SUB IN by PALMER,CHRISTIAN",,,"SUB IN by PALMER,CHRISTIAN",2
11:15,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
10:56,,47,,67 (+20),"GOOD 3PTR by SWILLING,BRETT",OUM 47-67 (-20),,"GOOD 3PTR by SWILLING,BRETT",2
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",2
10:27,,,,,"FOUL  by PALMER,CHRISTIAN",,,"FOUL  by PALMER,CHRISTIAN",2
10:27,"MISS FT by BASS,XAVIER",,,,,,,"MISS FT by BASS,XAVIER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:27,"MISS FT by BASS,XAVIER",,,,,,,"MISS FT by BASS,XAVIER",2
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",2
10:27,,,,,"SUB IN by GULLEY,TREVOR",,,"SUB IN by GULLEY,TREVOR",2
10:27,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
10:08,,,,,"MISS 3PTR by SWILLING,BRETT",,,"MISS 3PTR by SWILLING,BRETT",2
--,"REBOUND DEF by MILLER,JOSHUA",,,,,,,"REBOUND DEF by MILLER,JOSHUA",2
09:59,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,"REBOUND OFF by BASS,XAVIER",,,,,,,"REBOUND OFF by BASS,XAVIER",2
09:53,"GOOD LAYUP by BASS,XAVIER(in the paint)",49,,67 (+18),,MIL 49-67 (-18),,"GOOD LAYUP by BASS,XAVIER(in the paint)",2
09:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:52,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
09:52,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
09:30,,,,,"MISS 3PTR by KRIVITZKIN,TYLER",,,"MISS 3PTR by KRIVITZKIN,TYLER",2
--,"REBOUND DEF by BUSH,RODREEKAS",,,,,,,"REBOUND DEF by BUSH,RODREEKAS",2
09:14,"MISS 3PTR by WILLIAMS,CAMERON",,,,,,,"MISS 3PTR by WILLIAMS,CAMERON",2
--,"REBOUND OFF by DIMITRIOS,DYLAN",,,,,,,"REBOUND OFF by DIMITRIOS,DYLAN",2
09:12,"TURNOVER  by DIMITRIOS,DYLAN",,,,,,,"TURNOVER  by DIMITRIOS,DYLAN",2
09:12,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
09:12,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
09:12,"SUB OUT by DIMITRIOS,DYLAN",,,,,,,"SUB OUT by DIMITRIOS,DYLAN",2
09:12,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
09:12,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
09:12,,,,,"SUB OUT by SWILLING,BRETT",,,"SUB OUT by SWILLING,BRETT",2
09:04,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",2
--,"REBOUND DEF by BASS,XAVIER",,,,,,,"REBOUND DEF by BASS,XAVIER",2
08:35,"MISS JUMPER by WILLIAMS,CAMERON",,,,,,,"MISS JUMPER by WILLIAMS,CAMERON",2
--,"REBOUND OFF by BASS,XAVIER",,,,,,,"REBOUND OFF by BASS,XAVIER",2
08:29,"MISS LAYUP by BASS,XAVIER",,,,,,,"MISS LAYUP by BASS,XAVIER",2
--,"REBOUND OFF by EVANS,CHRISTIAN",,,,,,,"REBOUND OFF by EVANS,CHRISTIAN",2
08:26,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
--,"REBOUND OFF by BASS,XAVIER",,,,,,,"REBOUND OFF by BASS,XAVIER",2
08:18,,,,,"FOUL  by MURRAH,JACK",,,"FOUL  by MURRAH,JACK",2
08:18,"MISS FT by BUSH,RODREEKAS",,,,,,,"MISS FT by BUSH,RODREEKAS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:18,"GOOD FT by BUSH,RODREEKAS",50,,67 (+17),,MIL 50-67 (-17),,"GOOD FT by BUSH,RODREEKAS",2
08:18,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
08:18,"SUB OUT by WILLIAMS,CAMERON",,,,,,,"SUB OUT by WILLIAMS,CAMERON",2
07:52,,,,,"MISS JUMPER by KRIVITZKIN,TYLER",,,"MISS JUMPER by KRIVITZKIN,TYLER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:52,"FOUL  by EVANS,CHRISTIAN",,,,,,,"FOUL  by EVANS,CHRISTIAN",2
07:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:52,,,,,"SUB IN by SWILLING,BRETT",,,"SUB IN by SWILLING,BRETT",2
07:52,,,,,"SUB OUT by PALMER,CHRISTIAN",,,"SUB OUT by PALMER,CHRISTIAN",2
07:48,"FOUL  by BUSH,RODREEKAS",,,,,,,"FOUL  by BUSH,RODREEKAS",2
07:48,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
07:25,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",52,,67 (+15),,MIL 52-67 (-15),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
07:11,,,,,"MISS 3PTR by GULLEY,TREVOR",,,"MISS 3PTR by GULLEY,TREVOR",2
--,"REBOUND DEF by EVANS,CHRISTIAN",,,,,,,"REBOUND DEF by EVANS,CHRISTIAN",2
06:57,"MISS 3PTR by BUSH,RODREEKAS",,,,,,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND DEF by PALMER,CHRISTIAN",,,"REBOUND DEF by PALMER,CHRISTIAN",2
06:48,,52,,69 (+17),"GOOD LAYUP by EZIGBO,UBA(in the paint)",OUM 52-69 (-17),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
--,,,,,"ASSIST  by PALMER,CHRISTIAN",,,"ASSIST  by PALMER,CHRISTIAN",2
06:25,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",54,,69 (+15),,MIL 54-69 (-15),,"GOOD LAYUP by MILLER,JOSHUA(in the paint)",2
05:58,,,,,"MISS JUMPER by KRIVITZKIN,TYLER",,,"MISS JUMPER by KRIVITZKIN,TYLER",2
05:58,"BLOCK  by BASS,XAVIER",,,,,,,"BLOCK  by BASS,XAVIER",2
--,"REBOUND DEF by RUCKER,CAM",,,,,,,"REBOUND DEF by RUCKER,CAM",2
05:50,,,,,"FOUL  by MURRAH,JACK",,,"FOUL  by MURRAH,JACK",2
05:50,"MISS FT by EVANS,CHRISTIAN",,,,,,,"MISS FT by EVANS,CHRISTIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:50,"GOOD FT by EVANS,CHRISTIAN",55,,69 (+14),,MIL 55-69 (-14),,"GOOD FT by EVANS,CHRISTIAN",2
05:50,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
05:50,"SUB IN by WILLIAMS,CAMERON",,,,,,,"SUB IN by WILLIAMS,CAMERON",2
05:50,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
05:50,"SUB OUT by BASS,XAVIER",,,,,,,"SUB OUT by BASS,XAVIER",2
05:50,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
05:50,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
05:50,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
05:50,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
05:50,,,,,"SUB OUT by SWILLING,BRETT",,,"SUB OUT by SWILLING,BRETT",2
05:50,,,,,"SUB OUT by GULLEY,TREVOR",,,"SUB OUT by GULLEY,TREVOR",2
05:50,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
05:50,,,,,"SUB OUT by KRIVITZKIN,TYLER",,,"SUB OUT by KRIVITZKIN,TYLER",2
05:49,"SUB IN by WATSON,DOUG",,,,,,,"SUB IN by WATSON,DOUG",2
05:49,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
05:36,,,,,"MISS 3PTR by CHAMBERS,DIMETRI",,,"MISS 3PTR by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
05:30,"TURNOVER  by WATSON,DOUG",,,,,,,"TURNOVER  by WATSON,DOUG",2
05:17,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by WILLIAMS,CAMERON",,,,,,,"REBOUND DEF by WILLIAMS,CAMERON",2
05:09,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
05:09,"GOOD FT by WATSON,DOUG",56,,69 (+13),,MIL 56-69 (-13),,"GOOD FT by WATSON,DOUG",2
05:09,"GOOD FT by WATSON,DOUG",57,,69 (+12),,MIL 57-69 (-12),,"GOOD FT by WATSON,DOUG",2
05:09,"SUB IN by MILLER,JOSHUA",,,,,,,"SUB IN by MILLER,JOSHUA",2
05:09,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
05:09,"SUB IN by BASS,XAVIER",,,,,,,"SUB IN by BASS,XAVIER",2
05:09,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
05:09,"SUB OUT by RUCKER,CAM",,,,,,,"SUB OUT by RUCKER,CAM",2
05:09,"SUB OUT by STEPHEN,SETH",,,,,,,"SUB OUT by STEPHEN,SETH",2
04:49,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
04:42,"GOOD LAYUP by BASS,XAVIER(in the paint)",59,,69 (+10),,MIL 59-69 (-10),,"GOOD LAYUP by BASS,XAVIER(in the paint)",2
04:40,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
04:27,,59,,71 (+12),"GOOD LAYUP by SONE,CARLOS(in the paint)",OUM 59-71 (-12),,"GOOD LAYUP by SONE,CARLOS(in the paint)",2
--,,,,,"ASSIST  by CHAMBERS,DIMETRI",,,"ASSIST  by CHAMBERS,DIMETRI",2
04:05,"GOOD 3PTR by WATSON,DOUG",62,,71 (+9),,MIL 62-71 (-9),,"GOOD 3PTR by WATSON,DOUG",2
--,"ASSIST  by MILLER,JOSHUA",,,,,,,"ASSIST  by MILLER,JOSHUA",2
03:45,"FOUL  by MILLER,JOSHUA",,,,,,,"FOUL  by MILLER,JOSHUA",2
03:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:38,,62,,73 (+11),"GOOD JUMPER by FOSTER,LANE",OUM 62-73 (-11),,"GOOD JUMPER by FOSTER,LANE",2
03:21,"TURNOVER  by EVANS,CHRISTIAN",,,,,,,"TURNOVER  by EVANS,CHRISTIAN",2
03:20,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
03:11,"SUB IN by BUSH,RODREEKAS",,,,,,,"SUB IN by BUSH,RODREEKAS",2
03:11,"SUB OUT by EVANS,CHRISTIAN",,,,,,,"SUB OUT by EVANS,CHRISTIAN",2
02:57,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by WATSON,DOUG",,,,,,,"REBOUND DEF by WATSON,DOUG",2
02:48,"MISS LAYUP by WATSON,DOUG",,,,,,,"MISS LAYUP by WATSON,DOUG",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
02:40,"FOUL  by WATSON,DOUG",,,,,,,"FOUL  by WATSON,DOUG",2
02:40,,62,,74 (+12),"GOOD FT by FOSTER,LANE",OUM 62-74 (-12),,"GOOD FT by FOSTER,LANE",2
02:40,,62,,75 (+13),"GOOD FT by FOSTER,LANE",OUM 62-75 (-13),,"GOOD FT by FOSTER,LANE",2
02:26,"TURNOVER  by RUCKER,CAM",,,,,,,"TURNOVER  by RUCKER,CAM",2
02:26,"SUB IN by EVANS,CHRISTIAN",,,,,,,"SUB IN by EVANS,CHRISTIAN",2
02:26,"SUB OUT by WATSON,DOUG",,,,,,,"SUB OUT by WATSON,DOUG",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
02:13,,62,,77 (+15),"GOOD LAYUP by SWILLING,BRETT(in the paint)",OUM 62-77 (-15),,"GOOD LAYUP by SWILLING,BRETT(in the paint)",2
01:45,"MISS LAYUP by WILLIAMS,CAMERON",,,,,,,"MISS LAYUP by WILLIAMS,CAMERON",2
--,"REBOUND OFF by EVANS,CHRISTIAN",,,,,,,"REBOUND OFF by EVANS,CHRISTIAN",2
01:32,"MISS LAYUP by EVANS,CHRISTIAN",,,,,,,"MISS LAYUP by EVANS,CHRISTIAN",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
01:29,,,,,"TURNOVER  by EZIGBO,UBA",,,"TURNOVER  by EZIGBO,UBA",2
01:29,"SUB IN by DIMITRIOS,DYLAN",,,,,,,"SUB IN by DIMITRIOS,DYLAN",2
01:29,"SUB IN by STEPHEN,SETH",,,,,,,"SUB IN by STEPHEN,SETH",2
01:29,"SUB IN by SMITH,JAYLEN",,,,,,,"SUB IN by SMITH,JAYLEN",2
01:29,"SUB IN by RUCKER,CAM",,,,,,,"SUB IN by RUCKER,CAM",2
01:29,"SUB OUT by BUSH,RODREEKAS",,,,,,,"SUB OUT by BUSH,RODREEKAS",2
01:29,"SUB OUT by MILLER,JOSHUA",,,,,,,"SUB OUT by MILLER,JOSHUA",2
01:29,"SUB OUT by BASS,XAVIER",,,,,,,"SUB OUT by BASS,XAVIER",2
