Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Mill,Game Score,Team Indicator,Play,Period
16:31,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",1
16:29,"MISS 3PTR by JOHNSON,MICAH",,,,,,,"MISS 3PTR by JOHNSON,MICAH",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
16:02,"MISS 3PTR by COSTAS,RILEY",,,,,,,"MISS 3PTR by COSTAS,RILEY",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
15:49,"FOUL  by MBENOUN,ROB",,,,,,,"FOUL  by MBENOUN,ROB",1
15:49,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
15:49,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
15:49,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",1
15:49,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",1
15:49,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
15:49,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",1
15:49,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
15:49,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
15:46,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
15:24,"GOOD 3PTR by JONES,DREW",9 (+9),,0,,Berry 9-0 (-9),,"GOOD 3PTR by JONES,DREW",1
15:11,,,,,"TURNOVER  by WATSON,DOUG",,,"TURNOVER  by WATSON,DOUG",1
15:11,"STEAL  by JOHNSON,MICHAEL",,,,,,,"STEAL  by JOHNSON,MICHAEL",1
15:11,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
15:11,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
15:11,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
15:11,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",1
15:11,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",1
15:11,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
15:11,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",1
15:11,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
14:36,,,,,"FOUL  by WATSON,DOUG",,,"FOUL  by WATSON,DOUG",1
14:33,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
14:24,,,,,"FOUL  by WILLIAMS,CAMERON",,,"FOUL  by WILLIAMS,CAMERON",1
14:14,"GOOD 3PTR by HONROTH,OWEN",12 (+12),,0,,Berry 12-0 (-12),,"GOOD 3PTR by HONROTH,OWEN",1
14:03,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
14:03,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
14:03,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",1
14:03,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",1
14:03,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
14:01,,,,,"MISS 3PTR by WATSON,DOUG",,,"MISS 3PTR by WATSON,DOUG",1
14:01,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
--,,,,,"REBOUND OFF by EVANS,CHRISTIAN",,,"REBOUND OFF by EVANS,CHRISTIAN",1
13:49,,,,,"TURNOVER  by MILLER,JOSHUA",,,"TURNOVER  by MILLER,JOSHUA",1
13:34,"GOOD 3PTR by ELLIS,CHASE",15 (+15),,0,,Berry 15-0 (-15),,"GOOD 3PTR by ELLIS,CHASE",1
12:41,,,,,"MISS 3PTR by BASS,XAVIER",,,"MISS 3PTR by BASS,XAVIER",1
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",1
12:41,,15 (+13),,2,"GOOD JUMPER by BASS,XAVIER",Mill 15-2 (-13),,"GOOD JUMPER by BASS,XAVIER",1
12:41,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
12:41,,,,,"MISS FT by BASS,XAVIER",,,"MISS FT by BASS,XAVIER",1
--,"REBOUND DEF by JOHNSON,MICAH",,,,,,,"REBOUND DEF by JOHNSON,MICAH",1
12:41,,,,,"FOUL  by DIMITRIOS,DYLAN",,,"FOUL  by DIMITRIOS,DYLAN",1
12:41,"GOOD FT by BROOKS,AUSTIN",16 (+14),,2,,Berry 16-2 (-14),,"GOOD FT by BROOKS,AUSTIN",1
12:41,"MISS FT by BROOKS,AUSTIN",,,,,,,"MISS FT by BROOKS,AUSTIN",1
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",1
12:38,,,,,"MISS 3PTR by EVANS,CHRISTIAN",,,"MISS 3PTR by EVANS,CHRISTIAN",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
12:26,"MISS 3PTR by MBENOUN,ROB",,,,,,,"MISS 3PTR by MBENOUN,ROB",1
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",1
11:45,"MISS 3PTR by COSTAS,RILEY",,,,,,,"MISS 3PTR by COSTAS,RILEY",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
11:21,,16 (+11),,5,"GOOD 3PTR by BUSH,RODREEKAS",Mill 16-5 (-11),,"GOOD 3PTR by BUSH,RODREEKAS",1
--,,,,,"ASSIST  by BURNETT,DREW",,,"ASSIST  by BURNETT,DREW",1
11:08,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
11:06,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
11:06,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
11:06,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",1
11:06,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
11:06,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",1
11:06,,,,,"SUB IN by DIMITRIOS,DYLAN",,,"SUB IN by DIMITRIOS,DYLAN",1
11:06,"SUB OUT by MBENOUN,ROB",,,,,,,"SUB OUT by MBENOUN,ROB",1
11:06,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
11:06,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
11:06,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
11:06,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
11:06,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",1
11:06,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",1
11:06,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",1
11:06,,,,,"MISS FT by BASS,XAVIER",,,"MISS FT by BASS,XAVIER",1
--,"REBOUND DEF by JOHNSON,MICAH",,,,,,,"REBOUND DEF by JOHNSON,MICAH",1
10:41,"SUB OUT by JOHNSON,MICAH",,,,,,,"SUB OUT by JOHNSON,MICAH",1
10:41,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",1
10:41,"MISS JUMPER by JONES,DREW(in the paint)",,,,,,,"MISS JUMPER by JONES,DREW(in the paint)",1
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",1
10:37,,,,,"MISS 3PTR by DIMITRIOS,DYLAN",,,"MISS 3PTR by DIMITRIOS,DYLAN",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
10:11,"TURNOVER  by BROOKS,AUSTIN",,,,,,,"TURNOVER  by BROOKS,AUSTIN",1
10:01,,,,,"SUB OUT by DIMITRIOS,DYLAN",,,"SUB OUT by DIMITRIOS,DYLAN",1
10:01,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
09:57,,16 (+9),,7,"GOOD JUMPER by MILLER,JOSHUA(in the paint)",Mill 16-7 (-9),,"GOOD JUMPER by MILLER,JOSHUA(in the paint)",1
08:58,"GOOD JUMPER by JOHNSON,MICHAEL",18 (+11),,7,,Berry 18-7 (-11),,"GOOD JUMPER by JOHNSON,MICHAEL",1
08:41,,,,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",,,"MISS LAYUP by WILLIAMS,CAMERON(in the paint)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
08:39,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",1
08:39,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",1
08:39,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",1
08:39,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
08:39,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
08:39,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
08:39,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",1
08:39,"SUB IN by JOHNSON,MICAH",,,,,,,"SUB IN by JOHNSON,MICAH",1
08:39,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
08:37,,18 (+9),,9,"GOOD JUMPER by RUCKER,CAM",Mill 18-9 (-9),,"GOOD JUMPER by RUCKER,CAM",1
08:37,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",1
08:37,,,,,"BLOCK  by BURNETT,DREW",,,"BLOCK  by BURNETT,DREW",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
08:37,"MISS 3PTR by JONES,DREW",,,,,,,"MISS 3PTR by JONES,DREW",1
--,,,,,"REBOUND DEF by RUCKER,CAM",,,"REBOUND DEF by RUCKER,CAM",1
07:54,,18 (+7),,11,"GOOD JUMPER by BUSH,RODREEKAS",Mill 18-11 (-7),,"GOOD JUMPER by BUSH,RODREEKAS",1
06:59,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",1
06:59,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",1
06:59,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",1
06:59,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
06:59,,,,,"SUB IN by EVANS,CHRISTIAN",,,"SUB IN by EVANS,CHRISTIAN",1
06:59,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
06:59,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
06:58,"MISS JUMPER by WEHUNT,DAWSON",,,,,,,"MISS JUMPER by WEHUNT,DAWSON",1
--,,,,,"REBOUND DEF by WILLIAMS,CAMERON",,,"REBOUND DEF by WILLIAMS,CAMERON",1
06:45,,,,,"MISS JUMPER by WILLIAMS,CAMERON",,,"MISS JUMPER by WILLIAMS,CAMERON",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
06:40,"GOOD 3PTR by JOHNSON,MICHAEL",21 (+10),,11,,Berry 21-11 (-10),,"GOOD 3PTR by JOHNSON,MICHAEL",1
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",1
05:50,,21 (+7),,14,"GOOD 3PTR by MILLER,JOSHUA",Mill 21-14 (-7),,"GOOD 3PTR by MILLER,JOSHUA",1
05:23,"GOOD 3PTR by JOHNSON,MICHAEL",24 (+10),,14,,Berry 24-14 (-10),,"GOOD 3PTR by JOHNSON,MICHAEL",1
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",1
05:00,,24 (+8),,16,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",Mill 24-16 (-8),,"GOOD JUMPER by WILLIAMS,CAMERON(in the paint)",1
--,,,,,"ASSIST  by BURNETT,DREW",,,"ASSIST  by BURNETT,DREW",1
04:49,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
04:49,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",1
04:49,,,,,"SUB IN by WATSON,DOUG",,,"SUB IN by WATSON,DOUG",1
04:49,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",1
04:49,"SUB OUT by WEHUNT,DAWSON",,,,,,,"SUB OUT by WEHUNT,DAWSON",1
04:49,"SUB OUT by JONES,DREW",,,,,,,"SUB OUT by JONES,DREW",1
04:49,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
04:49,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
04:28,"GOOD JUMPER by JOHNSON,MICAH",26 (+10),,16,,Berry 26-16 (-10),,"GOOD JUMPER by JOHNSON,MICAH",1
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",1
04:12,,26 (+8),,18,"GOOD JUMPER by WATSON,DOUG",Mill 26-18 (-8),,"GOOD JUMPER by WATSON,DOUG",1
03:56,"MISS JUMPER by ELLIS,CHASE",,,,,,,"MISS JUMPER by ELLIS,CHASE",1
--,,,,,"REBOUND DEF by MILLER,JOSHUA",,,"REBOUND DEF by MILLER,JOSHUA",1
03:39,,,,,"MISS JUMPER by EVANS,CHRISTIAN",,,"MISS JUMPER by EVANS,CHRISTIAN",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
03:19,"GOOD JUMPER by COSTAS,RILEY(in the paint)",28 (+10),,18,,Berry 28-18 (-10),,"GOOD JUMPER by COSTAS,RILEY(in the paint)",1
03:03,,,,,"MISS JUMPER by MILLER,JOSHUA",,,"MISS JUMPER by MILLER,JOSHUA",1
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",1
02:51,"GOOD 3PTR by HONROTH,OWEN",31 (+13),,18,,Berry 31-18 (-13),,"GOOD 3PTR by HONROTH,OWEN",1
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",1
02:26,"FOUL  by ELLIS,CHASE",,,,,,,"FOUL  by ELLIS,CHASE",1
02:26,,31 (+12),,19,"GOOD FT by WATSON,DOUG",Mill 31-19 (-12),,"GOOD FT by WATSON,DOUG",1
02:26,,31 (+11),,20,"GOOD FT by WATSON,DOUG",Mill 31-20 (-11),,"GOOD FT by WATSON,DOUG",1
02:26,,,,,"SUB OUT by WILLIAMS,CAMERON",,,"SUB OUT by WILLIAMS,CAMERON",1
02:26,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",1
02:26,,,,,"SUB OUT by MILLER,JOSHUA",,,"SUB OUT by MILLER,JOSHUA",1
02:26,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",1
02:26,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",1
02:26,,,,,"SUB IN by BURNETT,DREW",,,"SUB IN by BURNETT,DREW",1
02:26,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
02:26,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
02:26,"SUB IN by MBENOUN,ROB",,,,,,,"SUB IN by MBENOUN,ROB",1
02:26,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
02:22,"TURNOVER  by CLARK,BRYCE",,,,,,,"TURNOVER  by CLARK,BRYCE",1
01:53,,31 (+8),,23,"GOOD 3PTR by BUSH,RODREEKAS",Mill 31-23 (-8),,"GOOD 3PTR by BUSH,RODREEKAS",1
--,,,,,"ASSIST  by WATSON,DOUG",,,"ASSIST  by WATSON,DOUG",1
01:38,"MISS JUMPER by CLARK,BRYCE",,,,,,,"MISS JUMPER by CLARK,BRYCE",1
--,,,,,"REBOUND DEF by BURNETT,DREW",,,"REBOUND DEF by BURNETT,DREW",1
01:28,,31 (+5),,26,"GOOD 3PTR by WATSON,DOUG",Mill 31-26 (-5),,"GOOD 3PTR by WATSON,DOUG",1
--,,,,,"ASSIST  by RUCKER,CAM",,,"ASSIST  by RUCKER,CAM",1
01:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
01:25,,,,,"SUB OUT by EVANS,CHRISTIAN",,,"SUB OUT by EVANS,CHRISTIAN",1
01:25,,,,,"SUB IN by WILLIAMS,CAMERON",,,"SUB IN by WILLIAMS,CAMERON",1
01:25,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
01:25,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
01:21,"GOOD JUMPER by ELLIS,CHASE",33 (+7),,26,,Berry 33-26 (-7),,"GOOD JUMPER by ELLIS,CHASE",1
00:55,,,,,"MISS 3PTR by BURNETT,DREW",,,"MISS 3PTR by BURNETT,DREW",1
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",1
00:27,"MISS JUMPER by MBENOUN,ROB(in the paint)",,,,,,,"MISS JUMPER by MBENOUN,ROB(in the paint)",1
--,"REBOUND OFF by JOHNSON,MICAH",,,,,,,"REBOUND OFF by JOHNSON,MICAH",1
00:06,"TURNOVER  by HONROTH,OWEN",,,,,,,"TURNOVER  by HONROTH,OWEN",1
00:06,,,,,"SUB OUT by RUCKER,CAM",,,"SUB OUT by RUCKER,CAM",1
00:06,,,,,"SUB IN by MILLER,JOSHUA",,,"SUB IN by MILLER,JOSHUA",1
00:06,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
00:06,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
00:01,,,,,"MISS 3PTR by WILLIAMS,CAMERON",,,"MISS 3PTR by WILLIAMS,CAMERON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by BUSH,RODREEKAS",,,"SUB OUT by BUSH,RODREEKAS",2
20:00,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
20:00,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",2
20:00,"SUB OUT by MBENOUN,ROB",,,,,,,"SUB OUT by MBENOUN,ROB",2
20:00,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",2
20:00,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",2
20:00,"SUB IN by WEHUNT,DAWSON",,,,,,,"SUB IN by WEHUNT,DAWSON",2
20:00,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",2
20:00,"SUB IN by JONES,DREW",,,,,,,"SUB IN by JONES,DREW",2
20:00,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
19:44,,,,,"SUB OUT by BASS,XAVIER",,,"SUB OUT by BASS,XAVIER",2
19:44,,,,,"SUB IN by STEPHEN,SETH",,,"SUB IN by STEPHEN,SETH",2
19:44,,33 (+4),,29,"GOOD 3PTR by WILLIAMS,CAMERON",Mill 33-29 (-4),,"GOOD 3PTR by WILLIAMS,CAMERON",2
--,,,,,"ASSIST  by MILLER,JOSHUA",,,"ASSIST  by MILLER,JOSHUA",2
19:44,"GOOD JUMPER by JONES,DREW",35 (+6),,29,,Berry 35-29 (-6),,"GOOD JUMPER by JONES,DREW",2
19:44,,,,,"TURNOVER  by WILLIAMS,CAMERON",,,"TURNOVER  by WILLIAMS,CAMERON",2
19:04,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
18:57,,,,,"FOUL  by STEPHEN,SETH",,,"FOUL  by STEPHEN,SETH",2
18:57,,,,,"SUB OUT by STEPHEN,SETH",,,"SUB OUT by STEPHEN,SETH",2
18:57,,,,,"SUB OUT by BURNETT,DREW",,,"SUB OUT by BURNETT,DREW",2
18:57,,,,,"SUB IN by BASS,XAVIER",,,"SUB IN by BASS,XAVIER",2
18:57,,,,,"SUB IN by BUSH,RODREEKAS",,,"SUB IN by BUSH,RODREEKAS",2
18:57,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
18:57,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",2
18:57,"GOOD FT by HONROTH,OWEN",36 (+7),,29,,Berry 36-29 (-7),,"GOOD FT by HONROTH,OWEN",2
18:57,"GOOD FT by HONROTH,OWEN",37 (+8),,29,,Berry 37-29 (-8),,"GOOD FT by HONROTH,OWEN",2
18:47,,,,,"MISS 3PTR by BUSH,RODREEKAS",,,"MISS 3PTR by BUSH,RODREEKAS",2
--,,,,,"REBOUND OFF by WILLIAMS,CAMERON",,,"REBOUND OFF by WILLIAMS,CAMERON",2
18:37,,37 (+6),,31,"GOOD JUMPER by WILLIAMS,CAMERON",Mill 37-31 (-6),,"GOOD JUMPER by WILLIAMS,CAMERON",2
18:25,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",39 (+8),,31,,Berry 39-31 (-8),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",2
18:03,,39 (+6),,33,"GOOD LAYUP by WATSON,DOUG(in the paint)",Mill 39-33 (-6),,"GOOD LAYUP by WATSON,DOUG(in the paint)",2
17:35,"GOOD 3PTR by WEHUNT,DAWSON",42 (+9),,33,,Berry 42-33 (-9),,"GOOD 3PTR by WEHUNT,DAWSON",2
--,"ASSIST  by HONROTH,OWEN",,,,,,,"ASSIST  by HONROTH,OWEN",2
17:20,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",2
17:20,,,,,"SUB OUT by WATSON,DOUG",,,"SUB OUT by WATSON,DOUG",2
17:20,,,,,"SUB IN by RUCKER,CAM",,,"SUB IN by RUCKER,CAM",2
17:20,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",2
