Time Remaining,SUM,Away Team Score,Play Team Indicator,Home Team Score,MC-M,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by HANLEY,ROBBIE",,,,,,,"REBOUND DEF by HANLEY,ROBBIE",2
13:16,"GOOD 3PTR by CANTU,MICHAEL",46,,51 (+5),,SUM 46-51 (+5),,"GOOD 3PTR by CANTU,MICHAEL",2
--,"ASSIST  by DAVENPORT,JAMES",,,,,,,"ASSIST  by DAVENPORT,JAMES",2
13:09,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:09,"SUB IN by KOCHER,CHASE",,,,,,,"SUB IN by KOCHER,CHASE",2
13:09,"SUB OUT by CANTU,MICHAEL",,,,,,,"SUB OUT by CANTU,MICHAEL",2
12:45,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
12:23,"GOOD LAYUP by DAVENPORT,JAMES(in the paint)",48,,51 (+3),,SUM 48-51 (+3),,"GOOD LAYUP by DAVENPORT,JAMES(in the paint)",2
--,"ASSIST  by CAPUTO,NICK",,,,,,,"ASSIST  by CAPUTO,NICK",2
11:55,,48,,54 (+6),"GOOD 3PTR by MERKEL,BRIAN",MC-M 48-54 (+6),,"GOOD 3PTR by MERKEL,BRIAN",2
--,,,,,"ASSIST  by WHITE,TIM",,,"ASSIST  by WHITE,TIM",2
11:42,"TURNOVER  by KOCHER,CHASE",,,,,,,"TURNOVER  by KOCHER,CHASE",2
11:39,,,,,"STEAL  by WHITE,TIM",,,"STEAL  by WHITE,TIM",2
11:37,"FOUL  by HANLEY,ROBBIE",,,,,,,"FOUL  by HANLEY,ROBBIE",2
11:37,,48,,55 (+7),"GOOD FT by MONTGOMERY,JAYSON",MC-M 48-55 (+7),,"GOOD FT by MONTGOMERY,JAYSON",2
11:37,,48,,56 (+8),"GOOD FT by MONTGOMERY,JAYSON",MC-M 48-56 (+8),,"GOOD FT by MONTGOMERY,JAYSON",2
11:37,"SUB IN by HURLEY,LOGAN",,,,,,,"SUB IN by HURLEY,LOGAN",2
11:37,"SUB OUT by HANLEY,ROBBIE",,,,,,,"SUB OUT by HANLEY,ROBBIE",2
11:17,"GOOD 3PTR by SPEARMAN,DEMETRICE",51,,56 (+5),,SUM 51-56 (+5),,"GOOD 3PTR by SPEARMAN,DEMETRICE",2
--,"ASSIST  by KOCHER,CHASE",,,,,,,"ASSIST  by KOCHER,CHASE",2
10:56,,51,,59 (+8),"GOOD 3PTR by CORTESE,NICK",MC-M 51-59 (+8),,"GOOD 3PTR by CORTESE,NICK",2
10:40,"MISS 3PTR by SPEARMAN,DEMETRICE",,,,,,,"MISS 3PTR by SPEARMAN,DEMETRICE",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
10:38,,,,,"FOUL  by SUMLER,LV",,,"FOUL  by SUMLER,LV",2
10:38,,,,,"SUB IN by KINNEAR,KYLE",,,"SUB IN by KINNEAR,KYLE",2
10:38,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
10:38,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
10:38,,,,,"SUB OUT by MONTGOMERY,JAYSON",,,"SUB OUT by MONTGOMERY,JAYSON",2
10:38,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
10:38,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
10:38,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
10:36,"MISS JUMPER by HURLEY,LOGAN",,,,,,,"MISS JUMPER by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by SUMLER,LV",,,"REBOUND DEF by SUMLER,LV",2
10:18,,,,,"MISS 3PTR by MEADES,TAYLOR",,,"MISS 3PTR by MEADES,TAYLOR",2
--,,,,,"REBOUND OFF by SUMLER,LV",,,"REBOUND OFF by SUMLER,LV",2
09:48,,,,,"MISS 3PTR by SUMLER,LV",,,"MISS 3PTR by SUMLER,LV",2
--,"REBOUND DEF by DAVENPORT,JAMES",,,,,,,"REBOUND DEF by DAVENPORT,JAMES",2
09:27,"GOOD LAYUP by HURLEY,LOGAN(in the paint)",53,,59 (+6),,SUM 53-59 (+6),,"GOOD LAYUP by HURLEY,LOGAN(in the paint)",2
--,"ASSIST  by KOCHER,CHASE",,,,,,,"ASSIST  by KOCHER,CHASE",2
09:02,,,,,"MISS LAYUP by KINNEAR,KYLE",,,"MISS LAYUP by KINNEAR,KYLE",2
--,,,,,"REBOUND OFF by KINNEAR,KYLE",,,"REBOUND OFF by KINNEAR,KYLE",2
08:58,"SUB IN by CANTU,MICHAEL",,,,,,,"SUB IN by CANTU,MICHAEL",2
08:58,"SUB IN by HANLEY,ROBBIE",,,,,,,"SUB IN by HANLEY,ROBBIE",2
08:58,"SUB OUT by DAVENPORT,JAMES",,,,,,,"SUB OUT by DAVENPORT,JAMES",2
08:58,"SUB OUT by SPEARMAN,DEMETRICE",,,,,,,"SUB OUT by SPEARMAN,DEMETRICE",2
08:58,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
08:57,"FOUL  by CAPUTO,NICK",,,,,,,"FOUL  by CAPUTO,NICK",2
08:32,,,,,"MISS 3PTR by WHITE,TIM",,,"MISS 3PTR by WHITE,TIM",2
--,,,,,"REBOUND OFF by KINNEAR,KYLE",,,"REBOUND OFF by KINNEAR,KYLE",2
08:30,,,,,"TURNOVER  by KINNEAR,KYLE",,,"TURNOVER  by KINNEAR,KYLE",2
08:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
08:25,,,,,"SUB IN by COOPER,BEN",,,"SUB IN by COOPER,BEN",2
08:25,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
08:07,"GOOD 3PTR by CAPUTO,NICK",56,,59 (+3),,SUM 56-59 (+3),,"GOOD 3PTR by CAPUTO,NICK",2
--,"ASSIST  by CANTU,MICHAEL",,,,,,,"ASSIST  by CANTU,MICHAEL",2
07:53,,,,,"TURNOVER  by GILLIGAN,TULLY",,,"TURNOVER  by GILLIGAN,TULLY",2
07:52,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
07:52,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
07:36,,,,,"FOUL  by MERKEL,BRIAN",,,"FOUL  by MERKEL,BRIAN",2
07:21,"MISS JUMPER by CANTU,MICHAEL",,,,,,,"MISS JUMPER by CANTU,MICHAEL",2
--,,,,,"REBOUND DEF by COOPER,BEN",,,"REBOUND DEF by COOPER,BEN",2
06:47,,56,,61 (+5),"GOOD LAYUP by MERKEL,BRIAN(in the paint)",MC-M 56-61 (+5),,"GOOD LAYUP by MERKEL,BRIAN(in the paint)",2
06:47,"FOUL  by KOCHER,CHASE",,,,,,,"FOUL  by KOCHER,CHASE",2
06:47,,,,,"MISS FT by MERKEL,BRIAN",,,"MISS FT by MERKEL,BRIAN",2
--,"REBOUND DEF by HURLEY,LOGAN",,,,,,,"REBOUND DEF by HURLEY,LOGAN",2
06:33,"GOOD JUMPER by HURLEY,LOGAN(in the paint)",58,,61 (+3),,SUM 58-61 (+3),,"GOOD JUMPER by HURLEY,LOGAN(in the paint)",2
06:04,,,,,"TURNOVER  by MEADES,TAYLOR",,,"TURNOVER  by MEADES,TAYLOR",2
06:02,"STEAL  by KOCHER,CHASE",,,,,,,"STEAL  by KOCHER,CHASE",2
05:58,,,,,"FOUL  by SUMLER,LV",,,"FOUL  by SUMLER,LV",2
05:58,"MISS FT by HANLEY,ROBBIE",,,,,,,"MISS FT by HANLEY,ROBBIE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:57,"GOOD FT by HANLEY,ROBBIE",59,,61 (+2),,SUM 59-61 (+2),,"GOOD FT by HANLEY,ROBBIE",2
05:57,"SUB IN by MATAYA,DANIEL",,,,,,,"SUB IN by MATAYA,DANIEL",2
05:57,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",2
05:57,,,,,"SUB IN by MEADES,TAYLOR",,,"SUB IN by MEADES,TAYLOR",2
05:45,,59,,64 (+5),"GOOD 3PTR by CORTESE,NICK",MC-M 59-64 (+5),,"GOOD 3PTR by CORTESE,NICK",2
--,,,,,"ASSIST  by MERKEL,BRIAN",,,"ASSIST  by MERKEL,BRIAN",2
05:17,"GOOD 3PTR by HURLEY,LOGAN",62,,64 (+2),,SUM 62-64 (+2),,"GOOD 3PTR by HURLEY,LOGAN",2
--,"ASSIST  by HANLEY,ROBBIE",,,,,,,"ASSIST  by HANLEY,ROBBIE",2
05:14,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:46,,,,,"TURNOVER  by WHITE,TIM",,,"TURNOVER  by WHITE,TIM",2
04:45,"STEAL  by HURLEY,LOGAN",,,,,,,"STEAL  by HURLEY,LOGAN",2
04:24,"MISS JUMPER by CAPUTO,NICK",,,,,,,"MISS JUMPER by CAPUTO,NICK",2
--,,,,,"REBOUND DEF by MERKEL,BRIAN",,,"REBOUND DEF by MERKEL,BRIAN",2
04:00,,62,,67 (+5),"GOOD 3PTR by MERKEL,BRIAN",MC-M 62-67 (+5),,"GOOD 3PTR by MERKEL,BRIAN",2
03:38,"GOOD 3PTR by MATAYA,DANIEL",65,,67 (+2),,SUM 65-67 (+2),,"GOOD 3PTR by MATAYA,DANIEL",2
--,"ASSIST  by HANLEY,ROBBIE",,,,,,,"ASSIST  by HANLEY,ROBBIE",2
03:05,"FOUL  by CANTU,MICHAEL",,,,,,,"FOUL  by CANTU,MICHAEL",2
03:05,,65,,68 (+3),"GOOD FT by MERKEL,BRIAN",MC-M 65-68 (+3),,"GOOD FT by MERKEL,BRIAN",2
03:05,,,,,"MISS FT by MERKEL,BRIAN",,,"MISS FT by MERKEL,BRIAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:05,,,,,"MISS FT by MERKEL,BRIAN",,,"MISS FT by MERKEL,BRIAN",2
--,,,,,"REBOUND OFF by MONTGOMERY,JAYSON",,,"REBOUND OFF by MONTGOMERY,JAYSON",2
03:05,,,,,"MISS LAYUP by MONTGOMERY,JAYSON",,,"MISS LAYUP by MONTGOMERY,JAYSON",2
--,"REBOUND DEF by HANLEY,ROBBIE",,,,,,,"REBOUND DEF by HANLEY,ROBBIE",2
03:05,,,,,"SUB IN by MONTGOMERY,JAYSON",,,"SUB IN by MONTGOMERY,JAYSON",2
03:05,,,,,"SUB OUT by COOPER,BEN",,,"SUB OUT by COOPER,BEN",2
03:05,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
03:03,"GOOD 3PTR by HANLEY,ROBBIE",68,,68,,SUM 68-68 (0),,"GOOD 3PTR by HANLEY,ROBBIE",2
--,"ASSIST  by MATAYA,DANIEL",,,,,,,"ASSIST  by MATAYA,DANIEL",2
02:27,,68,,71 (+3),"GOOD 3PTR by MEADES,TAYLOR",MC-M 68-71 (+3),,"GOOD 3PTR by MEADES,TAYLOR",2
--,,,,,"ASSIST  by MERKEL,BRIAN",,,"ASSIST  by MERKEL,BRIAN",2
02:13,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:57,"MISS LAYUP by HANLEY,ROBBIE",,,,,,,"MISS LAYUP by HANLEY,ROBBIE",2
--,"REBOUND OFF by CANTU,MICHAEL",,,,,,,"REBOUND OFF by CANTU,MICHAEL",2
01:56,,,,,"FOUL  by MONTGOMERY,JAYSON",,,"FOUL  by MONTGOMERY,JAYSON",2
01:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:48,,,,,"SUB IN by COOPER,BEN",,,"SUB IN by COOPER,BEN",2
01:48,,,,,"SUB OUT by MONTGOMERY,JAYSON",,,"SUB OUT by MONTGOMERY,JAYSON",2
01:39,,,,,"FOUL  by SUMLER,LV",,,"FOUL  by SUMLER,LV",2
01:39,"GOOD FT by MATAYA,DANIEL",69,,71 (+2),,SUM 69-71 (+2),,"GOOD FT by MATAYA,DANIEL",2
01:39,"GOOD FT by MATAYA,DANIEL",70,,71 (+1),,SUM 70-71 (+1),,"GOOD FT by MATAYA,DANIEL",2
01:24,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND DEF by HANLEY,ROBBIE",,,,,,,"REBOUND DEF by HANLEY,ROBBIE",2
01:21,"TURNOVER  by HANLEY,ROBBIE",,,,,,,"TURNOVER  by HANLEY,ROBBIE",2
01:19,,,,,"STEAL  by CORTESE,NICK",,,"STEAL  by CORTESE,NICK",2
01:19,,70,,73 (+3),"GOOD LAYUP by CORTESE,NICK(in the paint)",MC-M 70-73 (+3),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
01:19,"FOUL  by HANLEY,ROBBIE",,,,,,,"FOUL  by HANLEY,ROBBIE",2
01:19,,70,,74 (+4),"GOOD FT by CORTESE,NICK",MC-M 70-74 (+4),,"GOOD FT by CORTESE,NICK",2
01:19,,,,,"SUB IN by KINNEAR,KYLE",,,"SUB IN by KINNEAR,KYLE",2
01:19,,,,,"SUB OUT by COOPER,BEN",,,"SUB OUT by COOPER,BEN",2
01:10,"MISS 3PTR by CAPUTO,NICK",,,,,,,"MISS 3PTR by CAPUTO,NICK",2
--,"REBOUND OFF by CANTU,MICHAEL",,,,,,,"REBOUND OFF by CANTU,MICHAEL",2
01:05,,,,,"FOUL  by MERKEL,BRIAN",,,"FOUL  by MERKEL,BRIAN",2
01:05,"GOOD FT by CANTU,MICHAEL",71,,74 (+3),,SUM 71-74 (+3),,"GOOD FT by CANTU,MICHAEL",2
01:05,"GOOD FT by CANTU,MICHAEL",72,,74 (+2),,SUM 72-74 (+2),,"GOOD FT by CANTU,MICHAEL",2
01:05,,,,,"SUB IN by COOPER,BEN",,,"SUB IN by COOPER,BEN",2
01:05,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
01:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:58,"FOUL  by CANTU,MICHAEL",,,,,,,"FOUL  by CANTU,MICHAEL",2
00:58,,72,,75 (+3),"GOOD FT by MERKEL,BRIAN",MC-M 72-75 (+3),,"GOOD FT by MERKEL,BRIAN",2
00:58,,72,,76 (+4),"GOOD FT by MERKEL,BRIAN",MC-M 72-76 (+4),,"GOOD FT by MERKEL,BRIAN",2
00:49,"MISS 3PTR by HURLEY,LOGAN",,,,,,,"MISS 3PTR by HURLEY,LOGAN",2
--,,,,,"REBOUND DEF by CORTESE,NICK",,,"REBOUND DEF by CORTESE,NICK",2
00:46,"FOUL  by HANLEY,ROBBIE",,,,,,,"FOUL  by HANLEY,ROBBIE",2
00:46,,72,,77 (+5),"GOOD FT by CORTESE,NICK",MC-M 72-77 (+5),,"GOOD FT by CORTESE,NICK",2
00:46,,72,,78 (+6),"GOOD FT by CORTESE,NICK",MC-M 72-78 (+6),,"GOOD FT by CORTESE,NICK",2
00:46,"SUB IN by SPEARMAN,DEMETRICE",,,,,,,"SUB IN by SPEARMAN,DEMETRICE",2
00:46,"SUB OUT by HANLEY,ROBBIE",,,,,,,"SUB OUT by HANLEY,ROBBIE",2
00:35,"GOOD 3PTR by CAPUTO,NICK",75,,78 (+3),,SUM 75-78 (+3),,"GOOD 3PTR by CAPUTO,NICK",2
00:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:34,"SUB IN by KOCHER,CHASE",,,,,,,"SUB IN by KOCHER,CHASE",2
00:34,"SUB OUT by CANTU,MICHAEL",,,,,,,"SUB OUT by CANTU,MICHAEL",2
00:32,"FOUL  by CAPUTO,NICK",,,,,,,"FOUL  by CAPUTO,NICK",2
00:32,,75,,79 (+4),"GOOD FT by CORTESE,NICK",MC-M 75-79 (+4),,"GOOD FT by CORTESE,NICK",2
00:32,,75,,80 (+5),"GOOD FT by CORTESE,NICK",MC-M 75-80 (+5),,"GOOD FT by CORTESE,NICK",2
00:32,"SUB IN by CANTU,MICHAEL",,,,,,,"SUB IN by CANTU,MICHAEL",2
00:32,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",2
00:32,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
00:32,,,,,"SUB OUT by COOPER,BEN",,,"SUB OUT by COOPER,BEN",2
00:28,"SUB IN by KOCHER,CHASE",,,,,,,"SUB IN by KOCHER,CHASE",2
00:28,"SUB OUT by CANTU,MICHAEL",,,,,,,"SUB OUT by CANTU,MICHAEL",2
00:28,,,,,"SUB IN by COOPER,BEN",,,"SUB IN by COOPER,BEN",2
00:28,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
00:27,,,,,"FOUL  by MEADES,TAYLOR",,,"FOUL  by MEADES,TAYLOR",2
00:28,"MISS FT by CANTU,MICHAEL",,,,,,,"MISS FT by CANTU,MICHAEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:28,"GOOD FT by CANTU,MICHAEL",76,,80 (+4),,SUM 76-80 (+4),,"GOOD FT by CANTU,MICHAEL",2
00:26,"FOUL  by SPEARMAN,DEMETRICE",,,,,,,"FOUL  by SPEARMAN,DEMETRICE",2
00:26,,76,,81 (+5),"GOOD FT by MEADES,TAYLOR",MC-M 76-81 (+5),,"GOOD FT by MEADES,TAYLOR",2
00:26,,76,,82 (+6),"GOOD FT by MEADES,TAYLOR",MC-M 76-82 (+6),,"GOOD FT by MEADES,TAYLOR",2
00:26,"SUB IN by CANTU,MICHAEL",,,,,,,"SUB IN by CANTU,MICHAEL",2
00:26,"SUB OUT by KOCHER,CHASE",,,,,,,"SUB OUT by KOCHER,CHASE",2
00:26,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
00:26,,,,,"SUB OUT by COOPER,BEN",,,"SUB OUT by COOPER,BEN",2
00:18,"MISS 3PTR by MATAYA,DANIEL",,,,,,,"MISS 3PTR by MATAYA,DANIEL",2
--,,,,,"REBOUND DEF by CORTESE,NICK",,,"REBOUND DEF by CORTESE,NICK",2
00:14,"FOUL  by SPEARMAN,DEMETRICE",,,,,,,"FOUL  by SPEARMAN,DEMETRICE",2
00:14,,76,,83 (+7),"GOOD FT by CORTESE,NICK",MC-M 76-83 (+7),,"GOOD FT by CORTESE,NICK",2
00:14,,76,,84 (+8),"GOOD FT by CORTESE,NICK",MC-M 76-84 (+8),,"GOOD FT by CORTESE,NICK",2
00:09,"GOOD 3PTR by CAPUTO,NICK",79,,84 (+5),,SUM 79-84 (+5),,"GOOD 3PTR by CAPUTO,NICK",2
00:04,"FOUL  by MATAYA,DANIEL",,,,,,,"FOUL  by MATAYA,DANIEL",2
00:04,,79,,85 (+6),"GOOD FT by MERKEL,BRIAN",MC-M 79-85 (+6),,"GOOD FT by MERKEL,BRIAN",2
00:04,,,,,"MISS FT by MERKEL,BRIAN",,,"MISS FT by MERKEL,BRIAN",2
--,"REBOUND DEF by MATAYA,DANIEL",,,,,,,"REBOUND DEF by MATAYA,DANIEL",2
