Time Remaining,MUW,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
00:37,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",1
00:37,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:21,"TURNOVER  by CAUSEY,QUINTIYUS",,,,,,,"TURNOVER  by CAUSEY,QUINTIYUS",1
00:21,,,,,"STEAL  by MITCHELL,JIMMY",,,"STEAL  by MITCHELL,JIMMY",1
00:14,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:04,"FOUL  by JACKSON,TREY",,,,,,,"FOUL  by JACKSON,TREY",1
00:04,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:04,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",1
--,"REBOUND DEF by KENNICK,DAVON",,,,,,,"REBOUND DEF by KENNICK,DAVON",1
20:00,,,,,"SUB OUT by MITCHELL,JIMMY",,,"SUB OUT by MITCHELL,JIMMY",2
20:00,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
20:00,"SUB OUT by DAVISON,KENTERRIUS",,,,,,,"SUB OUT by DAVISON,KENTERRIUS",2
20:00,"SUB OUT by KENNICK,DAVON",,,,,,,"SUB OUT by KENNICK,DAVON",2
20:00,"SUB IN by ZERADJANIN,MILOS",,,,,,,"SUB IN by ZERADJANIN,MILOS",2
20:00,"SUB IN by HINES,JAQUAN",,,,,,,"SUB IN by HINES,JAQUAN",2
19:43,,31,,48 (+17),"GOOD 3PTR by MARR,RUSS",Sewan 31-48 (+17),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by KAHL,COLIN",,,"ASSIST  by KAHL,COLIN",2
19:27,"GOOD 3PTR by JACKSON,TREY",34,,48 (+14),,MUW 34-48 (+14),,"GOOD 3PTR by JACKSON,TREY",2
--,"ASSIST  by ZERADJANIN,MILOS",,,,,,,"ASSIST  by ZERADJANIN,MILOS",2
19:01,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
18:55,"GOOD JUMPER by ZERADJANIN,MILOS",36,,48 (+12),,MUW 36-48 (+12),,"GOOD JUMPER by ZERADJANIN,MILOS",2
18:42,"FOUL  by JACKSON,TREY",,,,,,,"FOUL  by JACKSON,TREY",2
18:42,,36,,49 (+13),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 36-49 (+13),,"GOOD FT by MARR,RUSS(fastbreak)",2
18:42,,36,,50 (+14),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 36-50 (+14),,"GOOD FT by MARR,RUSS(fastbreak)",2
18:27,"MISS 3PTR by JACKSON,TREY",,,,,,,"MISS 3PTR by JACKSON,TREY",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
18:05,,36,,52 (+16),"GOOD JUMPER by KAHL,COLIN",Sewan 36-52 (+16),,"GOOD JUMPER by KAHL,COLIN",2
17:50,"MISS JUMPER by CAUSEY,QUINTIYUS",,,,,,,"MISS JUMPER by CAUSEY,QUINTIYUS",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
17:33,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by JACKSON,TREY",,,,,,,"REBOUND DEF by JACKSON,TREY",2
17:16,"GOOD JUMPER by BAILEY,DDALLEN",38,,52 (+14),,MUW 38-52 (+14),,"GOOD JUMPER by BAILEY,DDALLEN",2
17:11,,,,,"TURNOVER  by BOULDIN,BLAKE",,,"TURNOVER  by BOULDIN,BLAKE",2
17:00,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
17:00,"GOOD FT by BAILEY,DDALLEN",39,,52 (+13),,MUW 39-52 (+13),,"GOOD FT by BAILEY,DDALLEN",2
17:00,"MISS FT by BAILEY,DDALLEN",,,,,,,"MISS FT by BAILEY,DDALLEN",2
--,"REBOUND OFF by HINES,JAQUAN",,,,,,,"REBOUND OFF by HINES,JAQUAN",2
16:45,"MISS 3PTR by JACKSON,TREY",,,,,,,"MISS 3PTR by JACKSON,TREY",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
16:22,,,,,"MISS JUMPER by KAHL,COLIN(in the paint)",,,"MISS JUMPER by KAHL,COLIN(in the paint)",2
16:22,"BLOCK  by HINES,JAQUAN",,,,,,,"BLOCK  by HINES,JAQUAN",2
16:18,"FOUL  by JACKSON,TREY",,,,,,,"FOUL  by JACKSON,TREY",2
16:18,,39,,53 (+14),"GOOD FT by MARR,RUSS",Sewan 39-53 (+14),,"GOOD FT by MARR,RUSS",2
16:18,,39,,54 (+15),"GOOD FT by MARR,RUSS",Sewan 39-54 (+15),,"GOOD FT by MARR,RUSS",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
15:59,"MISS 3PTR by CAUSEY,QUINTIYUS",,,,,,,"MISS 3PTR by CAUSEY,QUINTIYUS",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:58,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
15:58,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
15:58,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",2
15:58,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
15:42,,,,,"MISS JUMPER by AVALIANI,LUKA",,,"MISS JUMPER by AVALIANI,LUKA",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
15:29,,39,,57 (+18),"GOOD 3PTR by KAHL,COLIN",Sewan 39-57 (+18),,"GOOD 3PTR by KAHL,COLIN",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
15:14,"MISS 3PTR by CAUSEY,QUINTIYUS",,,,,,,"MISS 3PTR by CAUSEY,QUINTIYUS",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
15:02,"FOUL  by HINES,JAQUAN",,,,,,,"FOUL  by HINES,JAQUAN",2
15:02,"SUB OUT by HINES,JAQUAN",,,,,,,"SUB OUT by HINES,JAQUAN",2
15:02,"SUB IN by KENNICK,DAVON",,,,,,,"SUB IN by KENNICK,DAVON",2
15:02,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:02,,39,,58 (+19),"GOOD FT by AVALIANI,LUKA",Sewan 39-58 (+19),,"GOOD FT by AVALIANI,LUKA",2
14:39,"MISS JUMPER by BAILEY,DDALLEN(in the paint)",,,,,,,"MISS JUMPER by BAILEY,DDALLEN(in the paint)",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
14:29,,39,,60 (+21),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 39-60 (+21),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",2
14:13,"MISS LAYUP by JACKSON,TREY(in the paint)",,,,,,,"MISS LAYUP by JACKSON,TREY(in the paint)",2
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",2
14:02,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",2
14:02,"STEAL  by CAUSEY,QUINTIYUS",,,,,,,"STEAL  by CAUSEY,QUINTIYUS",2
13:44,"MISS JUMPER by CAUSEY,QUINTIYUS",,,,,,,"MISS JUMPER by CAUSEY,QUINTIYUS",2
--,"REBOUND OFF by BAILEY,DDALLEN",,,,,,,"REBOUND OFF by BAILEY,DDALLEN",2
13:35,"MISS JUMPER by BAILEY,DDALLEN",,,,,,,"MISS JUMPER by BAILEY,DDALLEN",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
13:35,"FOUL  by KENNICK,DAVON",,,,,,,"FOUL  by KENNICK,DAVON",2
13:35,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
13:35,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
13:35,"SUB OUT by JACKSON,TREY",,,,,,,"SUB OUT by JACKSON,TREY",2
13:35,"SUB IN by WRIGHT,SHON",,,,,,,"SUB IN by WRIGHT,SHON",2
13:35,,39,,61 (+22),"GOOD FT by KAHL,COLIN",Sewan 39-61 (+22),,"GOOD FT by KAHL,COLIN",2
13:35,,39,,62 (+23),"GOOD FT by KAHL,COLIN",Sewan 39-62 (+23),,"GOOD FT by KAHL,COLIN",2
13:24,"MISS JUMPER by CAUSEY,QUINTIYUS(in the paint)",,,,,,,"MISS JUMPER by CAUSEY,QUINTIYUS(in the paint)",2
--,"REBOUND OFF by CAUSEY,QUINTIYUS",,,,,,,"REBOUND OFF by CAUSEY,QUINTIYUS",2
13:19,"TURNOVER  by CAUSEY,QUINTIYUS",,,,,,,"TURNOVER  by CAUSEY,QUINTIYUS",2
13:19,,,,,"STEAL  by CORRIGAN,TRE",,,"STEAL  by CORRIGAN,TRE",2
13:04,,,,,"TURNOVER  by SMITH,GRAHAM",,,"TURNOVER  by SMITH,GRAHAM",2
13:04,"STEAL  by BAILEY,DDALLEN",,,,,,,"STEAL  by BAILEY,DDALLEN",2
12:57,"GOOD LAYUP by WRIGHT,SHON(fastbreak)(in the paint)",41,,62 (+21),,MUW 41-62 (+21),,"GOOD LAYUP by WRIGHT,SHON(fastbreak)(in the paint)",2
12:47,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
12:47,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
12:33,,41,,65 (+24),"GOOD 3PTR by CORRIGAN,TRE",Sewan 41-65 (+24),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by BOULDIN,BLAKE",,,"ASSIST  by BOULDIN,BLAKE",2
12:19,"GOOD 3PTR by BAILEY,DDALLEN",44,,65 (+21),,MUW 44-65 (+21),,"GOOD 3PTR by BAILEY,DDALLEN",2
--,"ASSIST  by KENNICK,DAVON",,,,,,,"ASSIST  by KENNICK,DAVON",2
12:01,,,,,"TURNOVER  by SMITH,GRAHAM",,,"TURNOVER  by SMITH,GRAHAM",2
12:01,"STEAL  by KENNICK,DAVON",,,,,,,"STEAL  by KENNICK,DAVON",2
11:55,"MISS LAYUP by WRIGHT,SHON(in the paint)",,,,,,,"MISS LAYUP by WRIGHT,SHON(in the paint)",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
11:42,,,,,"TURNOVER  by PERUSEK,COLE",,,"TURNOVER  by PERUSEK,COLE",2
11:42,"STEAL  by WRIGHT,SHON",,,,,,,"STEAL  by WRIGHT,SHON",2
11:27,"TURNOVER  by WRIGHT,SHON",,,,,,,"TURNOVER  by WRIGHT,SHON",2
11:27,,,,,"STEAL  by PERUSEK,COLE",,,"STEAL  by PERUSEK,COLE",2
11:14,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",2
--,"REBOUND DEF by BAILEY,DDALLEN",,,,,,,"REBOUND DEF by BAILEY,DDALLEN",2
11:04,"MISS 3PTR by CAUSEY,QUINTIYUS",,,,,,,"MISS 3PTR by CAUSEY,QUINTIYUS",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
10:40,,44,,67 (+23),"GOOD LAYUP by SMITH,GRAHAM(in the paint)",Sewan 44-67 (+23),,"GOOD LAYUP by SMITH,GRAHAM(in the paint)",2
10:39,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
10:39,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
10:39,,,,,"SUB OUT by PERUSEK,COLE",,,"SUB OUT by PERUSEK,COLE",2
10:39,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
10:39,,,,,"SUB IN by MITCHELL,JIMMY",,,"SUB IN by MITCHELL,JIMMY",2
10:39,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
10:39,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
10:39,"SUB OUT by CAUSEY,QUINTIYUS",,,,,,,"SUB OUT by CAUSEY,QUINTIYUS",2
10:39,"SUB IN by DAVISON,KENTERRIUS",,,,,,,"SUB IN by DAVISON,KENTERRIUS",2
10:29,"TURNOVER  by WRIGHT,SHON",,,,,,,"TURNOVER  by WRIGHT,SHON",2
10:29,,,,,"STEAL  by MITCHELL,JIMMY",,,"STEAL  by MITCHELL,JIMMY",2
10:01,,44,,70 (+26),"GOOD 3PTR by MARR,RUSS",Sewan 44-70 (+26),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
09:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
09:57,"SUB OUT by ZERADJANIN,MILOS",,,,,,,"SUB OUT by ZERADJANIN,MILOS",2
09:57,"SUB IN by BLANTON,CLAY",,,,,,,"SUB IN by BLANTON,CLAY",2
09:48,"MISS JUMPER by WRIGHT,SHON",,,,,,,"MISS JUMPER by WRIGHT,SHON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
09:20,,44,,72 (+28),"GOOD JUMPER by AVALIANI,LUKA(in the paint)",Sewan 44-72 (+28),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",2
--,,,,,"ASSIST  by BOULDIN,BLAKE",,,"ASSIST  by BOULDIN,BLAKE",2
08:54,"TURNOVER  by DAVISON,KENTERRIUS",,,,,,,"TURNOVER  by DAVISON,KENTERRIUS",2
08:54,,,,,"STEAL  by AVALIANI,LUKA",,,"STEAL  by AVALIANI,LUKA",2
08:34,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by BLANTON,CLAY",,,,,,,"REBOUND DEF by BLANTON,CLAY",2
08:26,"MISS 3PTR by WRIGHT,SHON",,,,,,,"MISS 3PTR by WRIGHT,SHON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:24,"FOUL  by BAILEY,DDALLEN",,,,,,,"FOUL  by BAILEY,DDALLEN",2
08:24,"FOUL TECH by BAILEY,DDALLEN",,,,,,,"FOUL TECH by BAILEY,DDALLEN",2
08:24,,44,,73 (+29),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 44-73 (+29),,"GOOD FT by MARR,RUSS(fastbreak)",2
08:24,,44,,74 (+30),"GOOD FT by MARR,RUSS(fastbreak)",Sewan 44-74 (+30),,"GOOD FT by MARR,RUSS(fastbreak)",2
08:24,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
08:24,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
08:24,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
08:24,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",2
08:24,"SUB OUT by BAILEY,DDALLEN",,,,,,,"SUB OUT by BAILEY,DDALLEN",2
08:24,"SUB IN by REED,NATHAN",,,,,,,"SUB IN by REED,NATHAN",2
08:16,"FOUL  by KENNICK,DAVON",,,,,,,"FOUL  by KENNICK,DAVON",2
08:16,,44,,75 (+31),"GOOD FT by PERUSEK,COLE",Sewan 44-75 (+31),,"GOOD FT by PERUSEK,COLE",2
08:16,,,,,"MISS FT by PERUSEK,COLE",,,"MISS FT by PERUSEK,COLE",2
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",2
07:58,,,,,"MISS 3PTR by MITCHELL,JIMMY",,,"MISS 3PTR by MITCHELL,JIMMY",2
07:55,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:55,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
07:55,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
07:55,"SUB OUT by WRIGHT,SHON",,,,,,,"SUB OUT by WRIGHT,SHON",2
07:55,"SUB IN by LONG,GRAYSON",,,,,,,"SUB IN by LONG,GRAYSON",2
--,,,,,"REBOUND OFF by PERUSEK,COLE",,,"REBOUND OFF by PERUSEK,COLE",2
07:52,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
07:36,,,,,"FOUL  by PERUSEK,COLE",,,"FOUL  by PERUSEK,COLE",2
07:36,"GOOD FT by REED,NATHAN",45,,75 (+30),,MUW 45-75 (+30),,"GOOD FT by REED,NATHAN",2
07:36,"GOOD FT by REED,NATHAN",46,,75 (+29),,MUW 46-75 (+29),,"GOOD FT by REED,NATHAN",2
07:08,,,,,"TURNOVER  by PERUSEK,COLE",,,"TURNOVER  by PERUSEK,COLE",2
07:08,"STEAL  by KENNICK,DAVON",,,,,,,"STEAL  by KENNICK,DAVON",2
07:01,,,,,"SUB OUT by MITCHELL,JIMMY",,,"SUB OUT by MITCHELL,JIMMY",2
07:01,,,,,"SUB IN by FOLK,BEN",,,"SUB IN by FOLK,BEN",2
06:59,"TURNOVER  by BLANTON,CLAY",,,,,,,"TURNOVER  by BLANTON,CLAY",2
06:59,,,,,"TURNOVER  by FOLK,BEN",,,"TURNOVER  by FOLK,BEN",2
06:50,"TURNOVER  by BLANTON,CLAY",,,,,,,"TURNOVER  by BLANTON,CLAY",2
06:50,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
06:50,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
06:34,,46,,78 (+32),"GOOD 3PTR by CORRIGAN,TRE",Sewan 46-78 (+32),,"GOOD 3PTR by CORRIGAN,TRE",2
--,,,,,"ASSIST  by BOULDIN,BLAKE",,,"ASSIST  by BOULDIN,BLAKE",2
06:21,"GOOD 3PTR by LONG,GRAYSON",49,,78 (+29),,MUW 49-78 (+29),,"GOOD 3PTR by LONG,GRAYSON",2
--,"ASSIST  by DAVISON,KENTERRIUS",,,,,,,"ASSIST  by DAVISON,KENTERRIUS",2
06:00,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
--,"REBOUND DEF by REED,NATHAN",,,,,,,"REBOUND DEF by REED,NATHAN",2
05:40,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
05:40,"GOOD FT by REED,NATHAN",50,,78 (+28),,MUW 50-78 (+28),,"GOOD FT by REED,NATHAN",2
05:40,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
05:40,,,,,"SUB IN by PRICE,CAL",,,"SUB IN by PRICE,CAL",2
05:40,"SUB OUT by DAVISON,KENTERRIUS",,,,,,,"SUB OUT by DAVISON,KENTERRIUS",2
05:40,"SUB OUT by BLANTON,CLAY",,,,,,,"SUB OUT by BLANTON,CLAY",2
05:40,"SUB IN by STEVENSON,ISAIAH",,,,,,,"SUB IN by STEVENSON,ISAIAH",2
05:40,"SUB IN by JONES,JAYLON",,,,,,,"SUB IN by JONES,JAYLON",2
05:40,"GOOD FT by REED,NATHAN",51,,78 (+27),,MUW 51-78 (+27),,"GOOD FT by REED,NATHAN",2
05:39,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
05:32,"MISS 3PTR by JONES,JAYLON",,,,,,,"MISS 3PTR by JONES,JAYLON",2
--,"REBOUND OFF by JONES,JAYLON",,,,,,,"REBOUND OFF by JONES,JAYLON",2
05:26,"MISS LAYUP by JONES,JAYLON(in the paint)",,,,,,,"MISS LAYUP by JONES,JAYLON(in the paint)",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
05:01,,,,,"MISS 3PTR by PRICE,CAL",,,"MISS 3PTR by PRICE,CAL",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
04:56,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
04:56,,,,,"SUB IN by MITCHELL,JIMMY",,,"SUB IN by MITCHELL,JIMMY",2
04:56,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
04:38,,,,,"MISS 3PTR by MITCHELL,JIMMY",,,"MISS 3PTR by MITCHELL,JIMMY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
04:19,"MISS 3PTR by STEVENSON,ISAIAH",,,,,,,"MISS 3PTR by STEVENSON,ISAIAH",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:05,"FOUL  by JONES,JAYLON",,,,,,,"FOUL  by JONES,JAYLON",2
04:05,,51,,79 (+28),"GOOD FT by BOULDIN,BLAKE",Sewan 51-79 (+28),,"GOOD FT by BOULDIN,BLAKE",2
04:05,,,,,"MISS FT by BOULDIN,BLAKE",,,"MISS FT by BOULDIN,BLAKE",2
--,"REBOUND DEF by REED,NATHAN",,,,,,,"REBOUND DEF by REED,NATHAN",2
03:49,"MISS LAYUP by JONES,JAYLON(in the paint)",,,,,,,"MISS LAYUP by JONES,JAYLON(in the paint)",2
--,,,,,"REBOUND DEF by FOLK,BEN",,,"REBOUND DEF by FOLK,BEN",2
03:41,,51,,82 (+31),"GOOD 3PTR by FOLK,BEN(fastbreak)",Sewan 51-82 (+31),,"GOOD 3PTR by FOLK,BEN(fastbreak)",2
--,,,,,"ASSIST  by PRICE,CAL",,,"ASSIST  by PRICE,CAL",2
03:23,"MISS 3PTR by STEVENSON,ISAIAH",,,,,,,"MISS 3PTR by STEVENSON,ISAIAH",2
--,"REBOUND OFF by KENNICK,DAVON",,,,,,,"REBOUND OFF by KENNICK,DAVON",2
03:13,"MISS 3PTR by LONG,GRAYSON",,,,,,,"MISS 3PTR by LONG,GRAYSON",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
03:03,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:03,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
03:03,,,,,"SUB OUT by PERUSEK,COLE",,,"SUB OUT by PERUSEK,COLE",2
03:03,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
03:03,,,,,"SUB IN by RODRIGUEZ,ALEXANDER",,,"SUB IN by RODRIGUEZ,ALEXANDER",2
02:41,,,,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",,,"MISS LAYUP by SMITH,GRAHAM(in the paint)",2
02:41,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:27,"GOOD LAYUP by REED,NATHAN(in the paint)",53,,82 (+29),,MUW 53-82 (+29),,"GOOD LAYUP by REED,NATHAN(in the paint)",2
02:11,,,,,"MISS 3PTR by FOLK,BEN",,,"MISS 3PTR by FOLK,BEN",2
--,"REBOUND DEF by REED,NATHAN",,,,,,,"REBOUND DEF by REED,NATHAN",2
01:58,"MISS 3PTR by STEVENSON,ISAIAH",,,,,,,"MISS 3PTR by STEVENSON,ISAIAH",2
--,"REBOUND OFF by REED,NATHAN",,,,,,,"REBOUND OFF by REED,NATHAN",2
01:52,"MISS LAYUP by REED,NATHAN(in the paint)",,,,,,,"MISS LAYUP by REED,NATHAN(in the paint)",2
--,,,,,"REBOUND DEF by FOLK,BEN",,,"REBOUND DEF by FOLK,BEN",2
01:40,,,,,"MISS 3PTR by MITCHELL,JIMMY",,,"MISS 3PTR by MITCHELL,JIMMY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
01:30,,,,,"MISS 3PTR by PRICE,CAL",,,"MISS 3PTR by PRICE,CAL",2
--,"REBOUND DEF by KENNICK,DAVON",,,,,,,"REBOUND DEF by KENNICK,DAVON",2
01:10,"GOOD JUMPER by KENNICK,DAVON",55,,82 (+27),,MUW 55-82 (+27),,"GOOD JUMPER by KENNICK,DAVON",2
--,"ASSIST  by JONES,JAYLON",,,,,,,"ASSIST  by JONES,JAYLON",2
00:44,,,,,"MISS 3PTR by SMITH,GRAHAM",,,"MISS 3PTR by SMITH,GRAHAM",2
--,"REBOUND DEF by JONES,JAYLON",,,,,,,"REBOUND DEF by JONES,JAYLON",2
00:40,,,,,"FOUL  by FOLK,BEN",,,"FOUL  by FOLK,BEN",2
00:32,"GOOD JUMPER by STEVENSON,ISAIAH(in the paint)",57,,82 (+25),,MUW 57-82 (+25),,"GOOD JUMPER by STEVENSON,ISAIAH(in the paint)",2
00:21,,,,,"MISS 3PTR by PRICE,CAL",,,"MISS 3PTR by PRICE,CAL",2
00:19,"TURNOVER  by JONES,JAYLON",,,,,,,"TURNOVER  by JONES,JAYLON",2
--,"REBOUND DEF by JONES,JAYLON",,,,,,,"REBOUND DEF by JONES,JAYLON",2
