Time Remaining,OU,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
00:59,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",2
00:59,"MISS FT by O'DONOGHUE,TYLER",,,,,,,"MISS FT by O'DONOGHUE,TYLER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:59,"GOOD FT by O'DONOGHUE,TYLER",70,,88 (+18),,OU 70-88 (+18),,"GOOD FT by O'DONOGHUE,TYLER",2
00:40,,,,,"TURNOVER  by HOLLAND,ELI",,,"TURNOVER  by HOLLAND,ELI",2
00:40,"STEAL  by CONROY,DREW",,,,,,,"STEAL  by CONROY,DREW",2
00:37,"GOOD JUMPER by CONROY,DREW(in the paint)",72,,88 (+16),,OU 72-88 (+16),,"GOOD JUMPER by CONROY,DREW(in the paint)",2
00:37,,,,,"FOUL  by MITCHELL,JIMMY",,,"FOUL  by MITCHELL,JIMMY",2
00:37,"MISS FT by CONROY,DREW",,,,,,,"MISS FT by CONROY,DREW",2
--,,,,,"REBOUND DEF by MITCHELL,JIMMY",,,"REBOUND DEF by MITCHELL,JIMMY",2
00:36,,,,,"TURNOVER  by FOLK,BEN",,,"TURNOVER  by FOLK,BEN",2
00:27,"MISS JUMPER by O'DONOGHUE,TYLER",,,,,,,"MISS JUMPER by O'DONOGHUE,TYLER",2
--,,,,,"REBOUND DEF by PRICE,CAL",,,"REBOUND DEF by PRICE,CAL",2
