Time Remaining,COV,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
00:26,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
00:24,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
00:24,"MISS FT by BARNETTE,CHRIS",,,,,,,"MISS FT by BARNETTE,CHRIS",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:24,,,,,"SUB OUT by FOLK,BEN",,,"SUB OUT by FOLK,BEN",2
00:24,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
00:24,"SUB OUT by JONES,MYLES",,,,,,,"SUB OUT by JONES,MYLES",2
00:24,"SUB IN by FITZGERALD,JACKSON",,,,,,,"SUB IN by FITZGERALD,JACKSON",2
00:24,"GOOD FT by BARNETTE,CHRIS",75 (+6),,69,,COV 75-69 (-6),,"GOOD FT by BARNETTE,CHRIS",2
00:19,,,,,"MISS LAYUP by MARR,RUSS(in the paint)",,,"MISS LAYUP by MARR,RUSS(in the paint)",2
--,"REBOUND DEF by CRUMLY,WILL",,,,,,,"REBOUND DEF by CRUMLY,WILL",2
00:18,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
00:18,"GOOD FT by CRUMLY,WILL(fastbreak)",76 (+7),,69,,COV 76-69 (-7),,"GOOD FT by CRUMLY,WILL(fastbreak)",2
00:18,"MISS FT by CRUMLY,WILL(fastbreak)",,,,,,,"MISS FT by CRUMLY,WILL(fastbreak)",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
00:12,,76 (+5),,71,"GOOD JUMPER by BOULDIN,BLAKE(fastbreak)(in the paint)",Sewan 76-71 (-5),,"GOOD JUMPER by BOULDIN,BLAKE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
00:10,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
00:10,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
00:10,,,,,"SUB IN by MITCHELL,JIMMY",,,"SUB IN by MITCHELL,JIMMY",2
00:10,"GOOD FT by BARNETTE,CHRIS(fastbreak)",77 (+6),,71,,COV 77-71 (-6),,"GOOD FT by BARNETTE,CHRIS(fastbreak)",2
00:10,"MISS FT by BARNETTE,CHRIS(fastbreak)",,,,,,,"MISS FT by BARNETTE,CHRIS(fastbreak)",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
00:05,,77 (+4),,73,"GOOD JUMPER by BOULDIN,BLAKE(fastbreak)(in the paint)",Sewan 77-73 (-4),,"GOOD JUMPER by BOULDIN,BLAKE(fastbreak)(in the paint)",2
