Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
17:32,,51 (+16),,35,"GOOD LAYUP by KAHL,COLIN(in the paint)",SEWANEE 51-35 (-16),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
17:32,"FOUL  by TONEY,CALEB",,,,,,,"FOUL  by TONEY,CALEB",2
17:32,,,,,"MISS FT by KAHL,COLIN",,,"MISS FT by KAHL,COLIN",2
--,"REBOUND DEF by GOOLESBY,TATE",,,,,,,"REBOUND DEF by GOOLESBY,TATE",2
17:32,"SUB IN by GOOLESBY,TATE",,,,,,,"SUB IN by GOOLESBY,TATE",2
17:32,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",2
17:21,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
17:21,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
17:21,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
17:11,"TURNOVER  by MADISON,DAMIEN",,,,,,,"TURNOVER  by MADISON,DAMIEN",2
17:01,,51 (+13),,38,"GOOD 3PTR by BOULDIN,BLAKE",SEWANEE 51-38 (-13),,"GOOD 3PTR by BOULDIN,BLAKE",2
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",2
16:48,"TURNOVER  by MADISON,DAMIEN",,,,,,,"TURNOVER  by MADISON,DAMIEN",2
16:48,"SUB IN by GARDNER,MAX",,,,,,,"SUB IN by GARDNER,MAX",2
16:48,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",2
16:37,"FOUL  by GARDNER,MAX",,,,,,,"FOUL  by GARDNER,MAX",2
16:33,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
16:20,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",2
16:20,"MISS FT by MADISON,DAMIEN",,,,,,,"MISS FT by MADISON,DAMIEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
16:20,"GOOD FT by MADISON,DAMIEN",52 (+14),,38,,HCM 52-38 (-14),,"GOOD FT by MADISON,DAMIEN",2
16:20,"SUB IN by TAYLOR,WILLIE",,,,,,,"SUB IN by TAYLOR,WILLIE",2
16:20,"SUB OUT by PAGE,SAM",,,,,,,"SUB OUT by PAGE,SAM",2
16:20,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
16:20,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
15:55,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by MADISON,DAMIEN",,,,,,,"REBOUND DEF by MADISON,DAMIEN",2
15:49,"GOOD LAYUP by GARDNER,MAX(in the paint)",54 (+16),,38,,HCM 54-38 (-16),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
--,"ASSIST  by MADISON,DAMIEN",,,,,,,"ASSIST  by MADISON,DAMIEN",2
15:37,,54 (+13),,41,"GOOD 3PTR by MARR,RUSS",SEWANEE 54-41 (-13),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
15:08,"MISS JUMPER by GARDNER,MAX",,,,,,,"MISS JUMPER by GARDNER,MAX",2
15:08,,,,,"BLOCK  by MARR,RUSS",,,"BLOCK  by MARR,RUSS",2
--,,,,,"REBOUND DEF by BOULDIN,BLAKE",,,"REBOUND DEF by BOULDIN,BLAKE",2
14:58,"FOUL  by GOOLESBY,TATE",,,,,,,"FOUL  by GOOLESBY,TATE",2
14:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:58,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:58,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,"REBOUND DEF by JOHNSON,HORACE",,,,,,,"REBOUND DEF by JOHNSON,HORACE",2
14:58,"SUB IN by JOHNSON,HORACE",,,,,,,"SUB IN by JOHNSON,HORACE",2
14:58,"SUB IN by JOHNS,NATE",,,,,,,"SUB IN by JOHNS,NATE",2
14:58,"SUB IN by DAVIS,KEONDRE",,,,,,,"SUB IN by DAVIS,KEONDRE",2
14:58,"SUB OUT by GOOLESBY,TATE",,,,,,,"SUB OUT by GOOLESBY,TATE",2
14:58,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",2
14:58,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",2
14:43,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",2
14:43,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
14:34,"GOOD LAYUP by DAVIS,KEONDRE(in the paint)",56 (+15),,41,,HCM 56-41 (-15),,"GOOD LAYUP by DAVIS,KEONDRE(in the paint)",2
14:17,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",2
14:17,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
14:11,,,,,"MISS LAYUP by MARR,RUSS",,,"MISS LAYUP by MARR,RUSS",2
14:11,"BLOCK  by TAYLOR,WILLIE",,,,,,,"BLOCK  by TAYLOR,WILLIE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:51,,,,,"MISS 3PTR by SMITH,GRAHAM",,,"MISS 3PTR by SMITH,GRAHAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:47,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
13:47,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
13:43,"MISS 3PTR by TAYLOR,WILLIE",,,,,,,"MISS 3PTR by TAYLOR,WILLIE",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
13:15,"FOUL  by JOHNS,NATE",,,,,,,"FOUL  by JOHNS,NATE",2
13:15,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
13:15,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
13:15,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
13:15,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",2
13:02,"FOUL  by JOHNSON,HORACE",,,,,,,"FOUL  by JOHNSON,HORACE",2
12:50,,,,,"MISS LAYUP by PERUSEK,COLE",,,"MISS LAYUP by PERUSEK,COLE",2
--,"REBOUND DEF by JOHNSON,HORACE",,,,,,,"REBOUND DEF by JOHNSON,HORACE",2
12:34,"MISS JUMPER by TAYLOR,WILLIE",,,,,,,"MISS JUMPER by TAYLOR,WILLIE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:33,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",2
12:33,"SUB IN by JOHNSON,JUSTIN",,,,,,,"SUB IN by JOHNSON,JUSTIN",2
12:33,"SUB IN by LINVILLE,AUSTIN",,,,,,,"SUB IN by LINVILLE,AUSTIN",2
12:33,"SUB OUT by JOHNS,NATE",,,,,,,"SUB OUT by JOHNS,NATE",2
12:33,"SUB OUT by JOHNSON,HORACE",,,,,,,"SUB OUT by JOHNSON,HORACE",2
12:33,"SUB OUT by TAYLOR,WILLIE",,,,,,,"SUB OUT by TAYLOR,WILLIE",2
12:18,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
11:51,"GOOD LAYUP by BOHLING,DYLAN(in the paint)",58 (+17),,41,,HCM 58-41 (-17),,"GOOD LAYUP by BOHLING,DYLAN(in the paint)",2
--,"ASSIST  by DAVIS,KEONDRE",,,,,,,"ASSIST  by DAVIS,KEONDRE",2
11:30,,58 (+15),,43,"GOOD LAYUP by KAHL,COLIN(in the paint)",SEWANEE 58-43 (-15),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
11:15,"TURNOVER  by DAVIS,KEONDRE",,,,,,,"TURNOVER  by DAVIS,KEONDRE",2
11:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:46,,58 (+12),,46,"GOOD 3PTR by CORRIGAN,TRE",SEWANEE 58-46 (-12),,"GOOD 3PTR by CORRIGAN,TRE",2
10:32,"TURNOVER  by JOHNSON,JUSTIN",,,,,,,"TURNOVER  by JOHNSON,JUSTIN",2
10:32,"FOUL  by JOHNSON,JUSTIN",,,,,,,"FOUL  by JOHNSON,JUSTIN",2
10:13,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,,,,,"REBOUND OFF by CRUMP,JOHN",,,"REBOUND OFF by CRUMP,JOHN",2
09:58,,,,,"MISS LAYUP by MARR,RUSS",,,"MISS LAYUP by MARR,RUSS",2
--,"REBOUND DEF by JOHNSON,JUSTIN",,,,,,,"REBOUND DEF by JOHNSON,JUSTIN",2
09:52,"MISS JUMPER by JOHNSON,JUSTIN",,,,,,,"MISS JUMPER by JOHNSON,JUSTIN",2
--,"REBOUND OFF by JOHNSON,JUSTIN",,,,,,,"REBOUND OFF by JOHNSON,JUSTIN",2
09:46,"GOOD LAYUP by GARDNER,MAX(in the paint)",60 (+14),,46,,HCM 60-46 (-14),,"GOOD LAYUP by GARDNER,MAX(in the paint)",2
--,"ASSIST  by JOHNSON,JUSTIN",,,,,,,"ASSIST  by JOHNSON,JUSTIN",2
09:31,"FOUL  by GARDNER,MAX",,,,,,,"FOUL  by GARDNER,MAX",2
09:31,,60 (+13),,47,"GOOD FT by MARR,RUSS",SEWANEE 60-47 (-13),,"GOOD FT by MARR,RUSS",2
09:31,,60 (+12),,48,"GOOD FT by MARR,RUSS",SEWANEE 60-48 (-12),,"GOOD FT by MARR,RUSS",2
09:31,"SUB IN by PAGE,SAM",,,,,,,"SUB IN by PAGE,SAM",2
09:31,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",2
09:31,"SUB OUT by GARDNER,MAX",,,,,,,"SUB OUT by GARDNER,MAX",2
09:31,"SUB OUT by LINVILLE,AUSTIN",,,,,,,"SUB OUT by LINVILLE,AUSTIN",2
09:31,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",2
09:31,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",2
09:08,"MISS LAYUP by MADISON,DAMIEN",,,,,,,"MISS LAYUP by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
09:00,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by PAGE,SAM",,,,,,,"REBOUND DEF by PAGE,SAM",2
08:54,"MISS JUMPER by MADISON,DAMIEN",,,,,,,"MISS JUMPER by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
08:36,,,,,"TURNOVER  by BOULDIN,BLAKE",,,"TURNOVER  by BOULDIN,BLAKE",2
08:34,"STEAL  by PAGE,SAM",,,,,,,"STEAL  by PAGE,SAM",2
08:23,"MISS LAYUP by BOHLING,DYLAN",,,,,,,"MISS LAYUP by BOHLING,DYLAN",2
--,,,,,"REBOUND DEF by CORRIGAN,TRE",,,"REBOUND DEF by CORRIGAN,TRE",2
08:18,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",2
08:18,"SUB OUT by DAVIS,KEONDRE",,,,,,,"SUB OUT by DAVIS,KEONDRE",2
08:08,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND OFF by BOULDIN,BLAKE",,,"REBOUND OFF by BOULDIN,BLAKE",2
07:55,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",2
07:53,"STEAL  by BOHLING,DYLAN",,,,,,,"STEAL  by BOHLING,DYLAN",2
07:27,"MISS 3PTR by MADISON,DAMIEN",,,,,,,"MISS 3PTR by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by CRUMP,JOHN",,,"REBOUND DEF by CRUMP,JOHN",2
07:23,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",2
07:20,"STEAL  by PAGE,SAM",,,,,,,"STEAL  by PAGE,SAM",2
07:04,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",62 (+14),,48,,HCM 62-48 (-14),,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",2
06:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:58,"SUB IN by JOHNSON,HORACE",,,,,,,"SUB IN by JOHNSON,HORACE",2
06:58,"SUB IN by GOOLESBY,TATE",,,,,,,"SUB IN by GOOLESBY,TATE",2
06:58,"SUB IN by DAVIS,KEONDRE",,,,,,,"SUB IN by DAVIS,KEONDRE",2
06:58,"SUB IN by TAYLOR,WILLIE",,,,,,,"SUB IN by TAYLOR,WILLIE",2
06:58,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",2
06:58,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",2
06:58,"SUB OUT by PAGE,SAM",,,,,,,"SUB OUT by PAGE,SAM",2
06:58,"SUB OUT by MADISON,DAMIEN",,,,,,,"SUB OUT by MADISON,DAMIEN",2
06:58,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",2
06:58,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
06:58,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
06:58,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
06:37,,62 (+11),,51,"GOOD 3PTR by CRUMP,JOHN",SEWANEE 62-51 (-11),,"GOOD 3PTR by CRUMP,JOHN",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
06:13,"MISS JUMPER by TONEY,CALEB",,,,,,,"MISS JUMPER by TONEY,CALEB",2
06:13,,,,,"BLOCK  by PERUSEK,COLE",,,"BLOCK  by PERUSEK,COLE",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
05:59,"FOUL  by TONEY,CALEB",,,,,,,"FOUL  by TONEY,CALEB",2
05:59,,,,,"MISS FT by CRUMP,JOHN",,,"MISS FT by CRUMP,JOHN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:59,,62 (+10),,52,"GOOD FT by CRUMP,JOHN",SEWANEE 62-52 (-10),,"GOOD FT by CRUMP,JOHN",2
05:38,"TURNOVER  by DAVIS,KEONDRE",,,,,,,"TURNOVER  by DAVIS,KEONDRE",2
05:10,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,,,,,"REBOUND OFF by CRUMP,JOHN",,,"REBOUND OFF by CRUMP,JOHN",2
04:54,,,,,"MISS 3PTR by PERUSEK,COLE",,,"MISS 3PTR by PERUSEK,COLE",2
--,"REBOUND DEF by DAVIS,KEONDRE",,,,,,,"REBOUND DEF by DAVIS,KEONDRE",2
04:24,"GOOD JUMPER by TAYLOR,WILLIE",64 (+12),,52,,HCM 64-52 (-12),,"GOOD JUMPER by TAYLOR,WILLIE",2
03:57,,64 (+9),,55,"GOOD 3PTR by MARR,RUSS",SEWANEE 64-55 (-9),,"GOOD 3PTR by MARR,RUSS",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
03:52,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:52,"SUB IN by MADISON,DAMIEN",,,,,,,"SUB IN by MADISON,DAMIEN",2
03:52,"SUB IN by PAGE,SAM",,,,,,,"SUB IN by PAGE,SAM",2
03:52,"SUB IN by BOHLING,DYLAN",,,,,,,"SUB IN by BOHLING,DYLAN",2
03:52,"SUB IN by JOHNSON,JUSTIN",,,,,,,"SUB IN by JOHNSON,JUSTIN",2
03:52,"SUB OUT by DAVIS,KEONDRE",,,,,,,"SUB OUT by DAVIS,KEONDRE",2
03:52,"SUB OUT by GOOLESBY,TATE",,,,,,,"SUB OUT by GOOLESBY,TATE",2
03:52,"SUB OUT by JOHNSON,HORACE",,,,,,,"SUB OUT by JOHNSON,HORACE",2
03:52,"SUB OUT by TAYLOR,WILLIE",,,,,,,"SUB OUT by TAYLOR,WILLIE",2
03:52,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",2
03:52,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
03:32,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",66 (+11),,55,,HCM 66-55 (-11),,"GOOD LAYUP by MADISON,DAMIEN(in the paint)",2
--,"ASSIST  by BOHLING,DYLAN",,,,,,,"ASSIST  by BOHLING,DYLAN",2
03:32,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
03:32,"GOOD FT by MADISON,DAMIEN",67 (+12),,55,,HCM 67-55 (-12),,"GOOD FT by MADISON,DAMIEN",2
03:32,"SUB IN by GARDNER,MAX",,,,,,,"SUB IN by GARDNER,MAX",2
03:32,"SUB OUT by TONEY,CALEB",,,,,,,"SUB OUT by TONEY,CALEB",2
03:15,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",2
02:47,"MISS 3PTR by PAGE,SAM",,,,,,,"MISS 3PTR by PAGE,SAM",2
--,"REBOUND OFF by JOHNSON,JUSTIN",,,,,,,"REBOUND OFF by JOHNSON,JUSTIN",2
02:32,,,,,"FOUL  by CRUMP,JOHN",,,"FOUL  by CRUMP,JOHN",2
02:32,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
02:32,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
02:32,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",2
02:20,"TURNOVER  by MADISON,DAMIEN",,,,,,,"TURNOVER  by MADISON,DAMIEN",2
02:20,"SUB IN by TONEY,CALEB",,,,,,,"SUB IN by TONEY,CALEB",2
02:20,"SUB OUT by JOHNSON,JUSTIN",,,,,,,"SUB OUT by JOHNSON,JUSTIN",2
01:54,,67 (+10),,57,"GOOD JUMPER by AVALIANI,LUKA",SEWANEE 67-57 (-10),,"GOOD JUMPER by AVALIANI,LUKA",2
01:48,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
01:48,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
01:48,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
01:47,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
01:35,,67 (+8),,59,"GOOD LAYUP by KAHL,COLIN(in the paint)",SEWANEE 67-59 (-8),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
01:14,,,,,"FOUL  by PERUSEK,COLE",,,"FOUL  by PERUSEK,COLE",2
01:14,"GOOD FT by TONEY,CALEB",68 (+9),,59,,HCM 68-59 (-9),,"GOOD FT by TONEY,CALEB",2
01:14,"MISS FT by TONEY,CALEB",,,,,,,"MISS FT by TONEY,CALEB",2
--,,,,,"REBOUND DEF by MARR,RUSS",,,"REBOUND DEF by MARR,RUSS",2
01:14,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
01:14,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
00:58,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",2
00:58,"STEAL  by BOHLING,DYLAN",,,,,,,"STEAL  by BOHLING,DYLAN",2
00:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:58,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
00:58,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
00:49,,,,,"FOUL  by SMITH,GRAHAM",,,"FOUL  by SMITH,GRAHAM",2
00:49,"MISS FT by MADISON,DAMIEN",,,,,,,"MISS FT by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
00:49,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
00:49,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
00:42,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",2
--,"REBOUND DEF by TONEY,CALEB",,,,,,,"REBOUND DEF by TONEY,CALEB",2
00:38,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
00:38,"MISS FT by MADISON,DAMIEN",,,,,,,"MISS FT by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by PERUSEK,COLE",,,"REBOUND DEF by PERUSEK,COLE",2
00:27,,,,,"MISS 3PTR by CORRIGAN,TRE",,,"MISS 3PTR by CORRIGAN,TRE",2
--,"REBOUND DEF by BOHLING,DYLAN",,,,,,,"REBOUND DEF by BOHLING,DYLAN",2
00:23,,,,,"FOUL  by AVALIANI,LUKA",,,"FOUL  by AVALIANI,LUKA",2
00:23,"MISS FT by GARDNER,MAX",,,,,,,"MISS FT by GARDNER,MAX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:23,"GOOD FT by GARDNER,MAX",69 (+10),,59,,HCM 69-59 (-10),,"GOOD FT by GARDNER,MAX",2
00:23,"SUB IN by JOHNSON,JUSTIN",,,,,,,"SUB IN by JOHNSON,JUSTIN",2
00:23,"SUB OUT by GARDNER,MAX",,,,,,,"SUB OUT by GARDNER,MAX",2
00:15,"FOUL  by BOHLING,DYLAN",,,,,,,"FOUL  by BOHLING,DYLAN",2
00:15,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",2
--,"REBOUND DEF by MADISON,DAMIEN",,,,,,,"REBOUND DEF by MADISON,DAMIEN",2
00:15,"SUB IN by JOHNS,NATE",,,,,,,"SUB IN by JOHNS,NATE",2
00:15,"SUB OUT by BOHLING,DYLAN",,,,,,,"SUB OUT by BOHLING,DYLAN",2
00:15,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
00:15,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
00:11,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",2
00:11,"GOOD FT by MADISON,DAMIEN",70 (+11),,59,,HCM 70-59 (-11),,"GOOD FT by MADISON,DAMIEN",2
00:11,"MISS FT by MADISON,DAMIEN",,,,,,,"MISS FT by MADISON,DAMIEN",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
00:11,"SUB IN by GOOLESBY,TATE",,,,,,,"SUB IN by GOOLESBY,TATE",2
00:11,"SUB OUT by JOHNS,NATE",,,,,,,"SUB OUT by JOHNS,NATE",2
00:11,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",2
00:11,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",2
00:06,,70 (+9),,61,"GOOD LAYUP by KAHL,COLIN(in the paint)",SEWANEE 70-61 (-9),,"GOOD LAYUP by KAHL,COLIN(in the paint)",2
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",2
