Time Remaining,Sewan,Away Team Score,Play Team Indicator,Home Team Score,BEREA,Game Score,Team Indicator,Play,Period
13:32,,,,,"SUB IN by HUDSON,KEVION",,,"SUB IN by HUDSON,KEVION",1
13:32,,,,,"SUB IN by CHARLTON,QUAE",,,"SUB IN by CHARLTON,QUAE",1
13:32,,,,,"SUB IN by MONTGOMERY,JAREL",,,"SUB IN by MONTGOMERY,JAREL",1
13:32,"SUB OUT by CORRIGAN,TRE",,,,,,,"SUB OUT by CORRIGAN,TRE",1
13:32,"SUB OUT by BOULDIN,BLAKE",,,,,,,"SUB OUT by BOULDIN,BLAKE",1
13:32,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",1
13:32,"SUB IN by MARR,RUSS",,,,,,,"SUB IN by MARR,RUSS",1
13:20,"FOUL  by KAHL,COLIN",,,,,,,"FOUL  by KAHL,COLIN",1
13:06,,12 (+1),,11,"GOOD JUMPER by MACKEY,MARQUIS(in the paint)",BEREA 12-11 (+1),,"GOOD JUMPER by MACKEY,MARQUIS(in the paint)",1
12:42,"GOOD JUMPER by KAHL,COLIN(in the paint)",14 (+3),,11,,Sewan 14-11 (+3),,"GOOD JUMPER by KAHL,COLIN(in the paint)",1
12:33,,,,,"FOUL  by HUDSON,KEVION",,,"FOUL  by HUDSON,KEVION",1
12:33,,,,,"TURNOVER  by HUDSON,KEVION",,,"TURNOVER  by HUDSON,KEVION",1
12:33,,,,,"SUB OUT by HUDSON,KEVION",,,"SUB OUT by HUDSON,KEVION",1
12:33,,,,,"SUB OUT by MACKEY,MARQUIS",,,"SUB OUT by MACKEY,MARQUIS",1
12:33,,,,,"SUB IN by MINTER,TREY",,,"SUB IN by MINTER,TREY",1
12:33,,,,,"SUB IN by CAUDILL,ISAAC",,,"SUB IN by CAUDILL,ISAAC",1
12:33,,,,,"SUB IN by SPENCER,THOMAS",,,"SUB IN by SPENCER,THOMAS",1
12:33,,,,,"SUB OUT by BOGGS,TYLER",,,"SUB OUT by BOGGS,TYLER",1
12:28,,,,,"FOUL  by MINTER,TREY",,,"FOUL  by MINTER,TREY",1
12:11,"GOOD 3PTR by KAHL,COLIN",17 (+6),,11,,Sewan 17-11 (+6),,"GOOD 3PTR by KAHL,COLIN",1
--,"ASSIST  by MARR,RUSS",,,,,,,"ASSIST  by MARR,RUSS",1
11:55,,17 (+3),,14,"GOOD 3PTR by CHARLTON,QUAE",BEREA 17-14 (+3),,"GOOD 3PTR by CHARLTON,QUAE",1
--,,,,,"ASSIST  by SPENCER,THOMAS",,,"ASSIST  by SPENCER,THOMAS",1
11:34,"GOOD 3PTR by MARR,RUSS",20 (+6),,14,,Sewan 20-14 (+6),,"GOOD 3PTR by MARR,RUSS",1
--,"ASSIST  by CRUMP,JOHN",,,,,,,"ASSIST  by CRUMP,JOHN",1
11:10,,,,,"TURNOVER  by SPENCER,THOMAS",,,"TURNOVER  by SPENCER,THOMAS",1
11:10,"STEAL  by PERUSEK,COLE",,,,,,,"STEAL  by PERUSEK,COLE",1
11:05,"FOUL  by PERUSEK,COLE",,,,,,,"FOUL  by PERUSEK,COLE",1
11:05,"TURNOVER  by PERUSEK,COLE",,,,,,,"TURNOVER  by PERUSEK,COLE",1
11:05,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:05,,,,,"SUB OUT by MONTGOMERY,JAREL",,,"SUB OUT by MONTGOMERY,JAREL",1
11:05,,,,,"SUB IN by BOGGS,TYLER",,,"SUB IN by BOGGS,TYLER",1
11:05,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",1
11:05,"SUB IN by CORRIGAN,TRE",,,,,,,"SUB IN by CORRIGAN,TRE",1
10:51,,,,,"MISS JUMPER by CHARLTON,QUAE",,,"MISS JUMPER by CHARLTON,QUAE",1
--,"REBOUND DEF by PERUSEK,COLE",,,,,,,"REBOUND DEF by PERUSEK,COLE",1
10:35,"MISS JUMPER by KAHL,COLIN",,,,,,,"MISS JUMPER by KAHL,COLIN",1
--,,,,,"REBOUND DEF by CHARLTON,QUAE",,,"REBOUND DEF by CHARLTON,QUAE",1
10:26,,,,,"MISS 3PTR by MINTER,TREY",,,"MISS 3PTR by MINTER,TREY",1
--,"REBOUND DEF by AVALIANI,LUKA",,,,,,,"REBOUND DEF by AVALIANI,LUKA",1
10:09,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",1
--,,,,,"REBOUND DEF by MINTER,TREY",,,"REBOUND DEF by MINTER,TREY",1
10:03,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",1
10:03,,,,,"SUB OUT by SPENCER,THOMAS",,,"SUB OUT by SPENCER,THOMAS",1
10:03,,,,,"SUB IN by MACKEY,MARQUIS",,,"SUB IN by MACKEY,MARQUIS",1
10:03,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",1
10:03,"SUB OUT by PERUSEK,COLE",,,,,,,"SUB OUT by PERUSEK,COLE",1
10:03,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",1
10:03,"SUB IN by SMITH,GRAHAM",,,,,,,"SUB IN by SMITH,GRAHAM",1
09:55,,20 (+4),,16,"GOOD JUMPER by MINTER,TREY(in the paint)",BEREA 20-16 (+4),,"GOOD JUMPER by MINTER,TREY(in the paint)",1
09:38,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",1
--,,,,,"REBOUND DEF by MINTER,TREY",,,"REBOUND DEF by MINTER,TREY",1
09:21,,,,,"TURNOVER  by MACKEY,MARQUIS",,,"TURNOVER  by MACKEY,MARQUIS",1
09:21,"STEAL  by CORRIGAN,TRE",,,,,,,"STEAL  by CORRIGAN,TRE",1
09:17,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",1
--,"REBOUND OFF by MARR,RUSS",,,,,,,"REBOUND OFF by MARR,RUSS",1
09:10,"GOOD 3PTR by MARR,RUSS",23 (+7),,16,,Sewan 23-16 (+7),,"GOOD 3PTR by MARR,RUSS",1
--,"ASSIST  by CRUMP,JOHN",,,,,,,"ASSIST  by CRUMP,JOHN",1
08:44,,,,,"TURNOVER  by CAUDILL,ISAAC",,,"TURNOVER  by CAUDILL,ISAAC",1
08:44,"STEAL  by CRUMP,JOHN",,,,,,,"STEAL  by CRUMP,JOHN",1
08:38,"TURNOVER  by CORRIGAN,TRE",,,,,,,"TURNOVER  by CORRIGAN,TRE",1
08:38,,,,,"STEAL  by MACKEY,MARQUIS",,,"STEAL  by MACKEY,MARQUIS",1
08:32,,,,,"MISS 3PTR by CHARLTON,QUAE",,,"MISS 3PTR by CHARLTON,QUAE",1
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",1
08:08,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",25 (+9),,16,,Sewan 25-16 (+9),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",1
08:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
08:01,,,,,"SUB OUT by MACKEY,MARQUIS",,,"SUB OUT by MACKEY,MARQUIS",1
08:01,,,,,"SUB OUT by BOGGS,TYLER",,,"SUB OUT by BOGGS,TYLER",1
08:01,,,,,"SUB IN by HUDSON,KEVION",,,"SUB IN by HUDSON,KEVION",1
08:01,,,,,"SUB IN by SPENCER,THOMAS",,,"SUB IN by SPENCER,THOMAS",1
08:01,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",1
08:01,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",1
07:56,,,,,"MISS LAYUP by MINTER,TREY(in the paint)",,,"MISS LAYUP by MINTER,TREY(in the paint)",1
--,"REBOUND DEF by CORRIGAN,TRE",,,,,,,"REBOUND DEF by CORRIGAN,TRE",1
07:32,,,,,"FOUL  by CAUDILL,ISAAC",,,"FOUL  by CAUDILL,ISAAC",1
07:17,"GOOD JUMPER by CRUMP,JOHN",27 (+11),,16,,Sewan 27-16 (+11),,"GOOD JUMPER by CRUMP,JOHN",1
07:05,,,,,"MISS LAYUP by SPENCER,THOMAS(in the paint)",,,"MISS LAYUP by SPENCER,THOMAS(in the paint)",1
--,,,,,"REBOUND OFF by CAUDILL,ISAAC",,,"REBOUND OFF by CAUDILL,ISAAC",1
06:59,,,,,"MISS LAYUP by CAUDILL,ISAAC(in the paint)",,,"MISS LAYUP by CAUDILL,ISAAC(in the paint)",1
--,"REBOUND DEF by MARR,RUSS",,,,,,,"REBOUND DEF by MARR,RUSS",1
06:53,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",29 (+13),,16,,Sewan 29-16 (+13),,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",1
06:43,,29 (+10),,19,"GOOD 3PTR by CAUDILL,ISAAC",BEREA 29-19 (+10),,"GOOD 3PTR by CAUDILL,ISAAC",1
--,,,,,"ASSIST  by MINTER,TREY",,,"ASSIST  by MINTER,TREY",1
06:19,"GOOD 3PTR by MARR,RUSS",32 (+13),,19,,Sewan 32-19 (+13),,"GOOD 3PTR by MARR,RUSS",1
--,"ASSIST  by CRUMP,JOHN",,,,,,,"ASSIST  by CRUMP,JOHN",1
06:05,,32 (+11),,21,"GOOD LAYUP by CHARLTON,QUAE(in the paint)",BEREA 32-21 (+11),,"GOOD LAYUP by CHARLTON,QUAE(in the paint)",1
05:59,"MISS 3PTR by MARR,RUSS",,,,,,,"MISS 3PTR by MARR,RUSS",1
--,,,,,"REBOUND DEF by HUDSON,KEVION",,,"REBOUND DEF by HUDSON,KEVION",1
05:45,,32 (+8),,24,"GOOD 3PTR by MINTER,TREY",BEREA 32-24 (+8),,"GOOD 3PTR by MINTER,TREY",1
--,,,,,"ASSIST  by HUDSON,KEVION",,,"ASSIST  by HUDSON,KEVION",1
05:24,"GOOD JUMPER by CRUMP,JOHN",34 (+10),,24,,Sewan 34-24 (+10),,"GOOD JUMPER by CRUMP,JOHN",1
05:09,,,,,"MISS LAYUP by SPENCER,THOMAS(in the paint)",,,"MISS LAYUP by SPENCER,THOMAS(in the paint)",1
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",1
05:01,"GOOD DUNK by KAHL,COLIN(fastbreak)(in the paint)",36 (+12),,24,,Sewan 36-24 (+12),,"GOOD DUNK by KAHL,COLIN(fastbreak)(in the paint)",1
--,"ASSIST  by MARR,RUSS",,,,,,,"ASSIST  by MARR,RUSS",1
05:00,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:00,,,,,"SUB OUT by CAUDILL,ISAAC",,,"SUB OUT by CAUDILL,ISAAC",1
05:00,,,,,"SUB OUT by SPENCER,THOMAS",,,"SUB OUT by SPENCER,THOMAS",1
05:00,,,,,"SUB IN by MONTGOMERY,JAREL",,,"SUB IN by MONTGOMERY,JAREL",1
05:00,,,,,"SUB IN by BOGGS,TYLER",,,"SUB IN by BOGGS,TYLER",1
05:00,"SUB OUT by CRUMP,JOHN",,,,,,,"SUB OUT by CRUMP,JOHN",1
05:00,"SUB IN by PERUSEK,COLE",,,,,,,"SUB IN by PERUSEK,COLE",1
04:43,,,,,"MISS 3PTR by MINTER,TREY",,,"MISS 3PTR by MINTER,TREY",1
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",1
04:31,"GOOD 3PTR by CORRIGAN,TRE",39 (+15),,24,,Sewan 39-24 (+15),,"GOOD 3PTR by CORRIGAN,TRE",1
--,"ASSIST  by MARR,RUSS",,,,,,,"ASSIST  by MARR,RUSS",1
04:14,,39 (+13),,26,"GOOD JUMPER by HUDSON,KEVION(in the paint)",BEREA 39-26 (+13),,"GOOD JUMPER by HUDSON,KEVION(in the paint)",1
03:57,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",1
--,,,,,"REBOUND DEF by CHARLTON,QUAE",,,"REBOUND DEF by CHARLTON,QUAE",1
03:50,,39 (+11),,28,"GOOD LAYUP by CHARLTON,QUAE(fastbreak)(in the paint)",BEREA 39-28 (+11),,"GOOD LAYUP by CHARLTON,QUAE(fastbreak)(in the paint)",1
03:25,"GOOD JUMPER by KAHL,COLIN(in the paint)",41 (+13),,28,,Sewan 41-28 (+13),,"GOOD JUMPER by KAHL,COLIN(in the paint)",1
03:15,,,,,"MISS 3PTR by MINTER,TREY",,,"MISS 3PTR by MINTER,TREY",1
--,"REBOUND DEF by KAHL,COLIN",,,,,,,"REBOUND DEF by KAHL,COLIN",1
03:07,"TURNOVER  by MARR,RUSS",,,,,,,"TURNOVER  by MARR,RUSS",1
03:03,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
03:03,,,,,"SUB OUT by HUDSON,KEVION",,,"SUB OUT by HUDSON,KEVION",1
03:03,,,,,"SUB OUT by MINTER,TREY",,,"SUB OUT by MINTER,TREY",1
03:03,,,,,"SUB IN by CAUDILL,ISAAC",,,"SUB IN by CAUDILL,ISAAC",1
03:03,,,,,"SUB IN by SPENCER,THOMAS",,,"SUB IN by SPENCER,THOMAS",1
03:03,"SUB OUT by KAHL,COLIN",,,,,,,"SUB OUT by KAHL,COLIN",1
03:03,"SUB OUT by MARR,RUSS",,,,,,,"SUB OUT by MARR,RUSS",1
03:03,"SUB IN by AVALIANI,LUKA",,,,,,,"SUB IN by AVALIANI,LUKA",1
03:03,"SUB IN by CRUMP,JOHN",,,,,,,"SUB IN by CRUMP,JOHN",1
02:48,,,,,"MISS LAYUP by CHARLTON,QUAE(in the paint)",,,"MISS LAYUP by CHARLTON,QUAE(in the paint)",1
--,,,,,"REBOUND OFF by BOGGS,TYLER",,,"REBOUND OFF by BOGGS,TYLER",1
02:42,,,,,"MISS LAYUP by BOGGS,TYLER(in the paint)",,,"MISS LAYUP by BOGGS,TYLER(in the paint)",1
--,,,,,"REBOUND OFF by CHARLTON,QUAE",,,"REBOUND OFF by CHARLTON,QUAE",1
02:38,,,,,"TURNOVER  by BOGGS,TYLER",,,"TURNOVER  by BOGGS,TYLER",1
02:22,"GOOD JUMPER by CRUMP,JOHN(in the paint)",43 (+15),,28,,Sewan 43-28 (+15),,"GOOD JUMPER by CRUMP,JOHN(in the paint)",1
02:11,,43 (+12),,31,"GOOD 3PTR by CHARLTON,QUAE",BEREA 43-31 (+12),,"GOOD 3PTR by CHARLTON,QUAE",1
--,,,,,"ASSIST  by MONTGOMERY,JAREL",,,"ASSIST  by MONTGOMERY,JAREL",1
01:49,"MISS LAYUP by CORRIGAN,TRE(in the paint)",,,,,,,"MISS LAYUP by CORRIGAN,TRE(in the paint)",1
--,,,,,"REBOUND DEF by BOGGS,TYLER",,,"REBOUND DEF by BOGGS,TYLER",1
01:42,,43 (+9),,34,"GOOD 3PTR by CAUDILL,ISAAC(fastbreak)",BEREA 43-34 (+9),,"GOOD 3PTR by CAUDILL,ISAAC(fastbreak)",1
--,,,,,"ASSIST  by CHARLTON,QUAE",,,"ASSIST  by CHARLTON,QUAE",1
01:14,"TURNOVER  by AVALIANI,LUKA",,,,,,,"TURNOVER  by AVALIANI,LUKA",1
01:14,,,,,"STEAL  by CAUDILL,ISAAC",,,"STEAL  by CAUDILL,ISAAC",1
01:13,,,,,"TURNOVER  by CAUDILL,ISAAC",,,"TURNOVER  by CAUDILL,ISAAC",1
01:13,,,,,"SUB OUT by MONTGOMERY,JAREL",,,"SUB OUT by MONTGOMERY,JAREL",1
01:13,,,,,"SUB OUT by BOGGS,TYLER",,,"SUB OUT by BOGGS,TYLER",1
01:13,,,,,"SUB IN by MINTER,TREY",,,"SUB IN by MINTER,TREY",1
01:13,,,,,"SUB IN by MACKEY,MARQUIS",,,"SUB IN by MACKEY,MARQUIS",1
01:13,"SUB OUT by SMITH,GRAHAM",,,,,,,"SUB OUT by SMITH,GRAHAM",1
01:13,"SUB IN by KAHL,COLIN",,,,,,,"SUB IN by KAHL,COLIN",1
01:04,"GOOD LAYUP by CRUMP,JOHN(in the paint)",45 (+11),,34,,Sewan 45-34 (+11),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",1
--,"ASSIST  by CORRIGAN,TRE",,,,,,,"ASSIST  by CORRIGAN,TRE",1
00:55,"FOUL  by AVALIANI,LUKA",,,,,,,"FOUL  by AVALIANI,LUKA",1
00:55,,,,,"SUB OUT by MACKEY,MARQUIS",,,"SUB OUT by MACKEY,MARQUIS",1
00:55,,,,,"SUB IN by TWIGGS,KAEDEN",,,"SUB IN by TWIGGS,KAEDEN",1
00:55,,45 (+10),,35,"GOOD FT by MINTER,TREY",BEREA 45-35 (+10),,"GOOD FT by MINTER,TREY",1
00:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:49,,45 (+9),,36,"GOOD FT by MINTER,TREY",BEREA 45-36 (+9),,"GOOD FT by MINTER,TREY",1
00:28,,,,,"FOUL  by CAUDILL,ISAAC",,,"FOUL  by CAUDILL,ISAAC",1
00:23,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",1
--,,,,,"REBOUND DEF by SPENCER,THOMAS",,,"REBOUND DEF by SPENCER,THOMAS",1
00:08,"FOUL  by CORRIGAN,TRE",,,,,,,"FOUL  by CORRIGAN,TRE",1
00:08,,45 (+8),,37,"GOOD FT by CHARLTON,QUAE",BEREA 45-37 (+8),,"GOOD FT by CHARLTON,QUAE",1
00:08,,,,,"SUB OUT by MINTER,TREY",,,"SUB OUT by MINTER,TREY",1
00:08,,,,,"SUB IN by BOGGS,TYLER",,,"SUB IN by BOGGS,TYLER",1
00:08,,,,,"SUB OUT by CAUDILL,ISAAC",,,"SUB OUT by CAUDILL,ISAAC",1
00:08,,,,,"SUB IN by MACKEY,MARQUIS",,,"SUB IN by MACKEY,MARQUIS",1
00:08,,45 (+7),,38,"GOOD FT by CHARLTON,QUAE",BEREA 45-38 (+7),,"GOOD FT by CHARLTON,QUAE",1
00:08,,,,,"SUB OUT by CHARLTON,QUAE",,,"SUB OUT by CHARLTON,QUAE",1
00:08,,,,,"SUB IN by MONTGOMERY,JAREL",,,"SUB IN by MONTGOMERY,JAREL",1
00:00,"MISS 3PTR by CRUMP,JOHN",,,,,,,"MISS 3PTR by CRUMP,JOHN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
20:00,,,,,"SUB OUT by MACKEY,MARQUIS",,,"SUB OUT by MACKEY,MARQUIS",2
20:00,,,,,"SUB OUT by MONTGOMERY,JAREL",,,"SUB OUT by MONTGOMERY,JAREL",2
20:00,,,,,"SUB OUT by TWIGGS,KAEDEN",,,"SUB OUT by TWIGGS,KAEDEN",2
20:00,,,,,"SUB OUT by BOGGS,TYLER",,,"SUB OUT by BOGGS,TYLER",2
20:00,,,,,"SUB IN by HUDSON,KEVION",,,"SUB IN by HUDSON,KEVION",2
20:00,,,,,"SUB IN by MINTER,TREY",,,"SUB IN by MINTER,TREY",2
20:00,,,,,"SUB IN by CAUDILL,ISAAC",,,"SUB IN by CAUDILL,ISAAC",2
20:00,,,,,"SUB IN by CHARLTON,QUAE",,,"SUB IN by CHARLTON,QUAE",2
20:00,"SUB OUT by AVALIANI,LUKA",,,,,,,"SUB OUT by AVALIANI,LUKA",2
20:00,"SUB IN by BOULDIN,BLAKE",,,,,,,"SUB IN by BOULDIN,BLAKE",2
19:50,"GOOD 3PTR by BOULDIN,BLAKE",48 (+10),,38,,Sewan 48-38 (+10),,"GOOD 3PTR by BOULDIN,BLAKE",2
--,"ASSIST  by CRUMP,JOHN",,,,,,,"ASSIST  by CRUMP,JOHN",2
19:39,,48 (+8),,40,"GOOD LAYUP by CHARLTON,QUAE(in the paint)",BEREA 48-40 (+8),,"GOOD LAYUP by CHARLTON,QUAE(in the paint)",2
19:14,"MISS 3PTR by CORRIGAN,TRE",,,,,,,"MISS 3PTR by CORRIGAN,TRE",2
--,,,,,"REBOUND DEF by CAUDILL,ISAAC",,,"REBOUND DEF by CAUDILL,ISAAC",2
19:06,,,,,"MISS LAYUP by MINTER,TREY(in the paint)",,,"MISS LAYUP by MINTER,TREY(in the paint)",2
--,"REBOUND DEF by CRUMP,JOHN",,,,,,,"REBOUND DEF by CRUMP,JOHN",2
