Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Sewan,Game Score,Team Indicator,Play,Period
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",1
17:04,,,,,"MISS LAYUP by BOULDIN,BLAKE(in the paint)",,,"MISS LAYUP by BOULDIN,BLAKE(in the paint)",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
16:57,"FOUL  by JOHNSON,MICHAEL",,,,,,,"FOUL  by JOHNSON,MICHAEL",1
16:57,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",1
16:57,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",1
16:57,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",1
16:57,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",1
16:57,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
16:32,,4,,7 (+3),"GOOD 3PTR by BOULDIN,BLAKE",Sewan 4-7 (+3),,"GOOD 3PTR by BOULDIN,BLAKE",1
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",1
16:10,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",1
15:55,"GOOD JUMPER by HONROTH,OWEN(in the paint)",6,,7 (+1),,Berry 6-7 (+1),,"GOOD JUMPER by HONROTH,OWEN(in the paint)",1
15:52,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
15:52,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",1
15:52,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",1
15:52,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",1
15:52,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",1
15:52,"SUB OUT by ELLIS,CHASE",,,,,,,"SUB OUT by ELLIS,CHASE",1
15:52,"SUB IN by KRUEGER,JORDAN",,,,,,,"SUB IN by KRUEGER,JORDAN",1
15:28,,6,,9 (+3),"GOOD JUMPER by AVALIANI,LUKA(in the paint)",Sewan 6-9 (+3),,"GOOD JUMPER by AVALIANI,LUKA(in the paint)",1
14:55,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",,,,,,,"MISS LAYUP by JOHNSON,MICHAEL(in the paint)",1
--,"REBOUND OFF by CLARK,BRYCE",,,,,,,"REBOUND OFF by CLARK,BRYCE",1
14:51,"GOOD LAYUP by CLARK,BRYCE(in the paint)",8,,9 (+1),,Berry 8-9 (+1),,"GOOD LAYUP by CLARK,BRYCE(in the paint)",1
14:36,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",1
14:36,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",1
14:36,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",1
14:36,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
14:36,"SUB OUT by COSTAS,RILEY",,,,,,,"SUB OUT by COSTAS,RILEY",1
14:36,"SUB IN by BENHAM,BRAXTON",,,,,,,"SUB IN by BENHAM,BRAXTON",1
14:36,"SUB IN by RUSCIANO,ROBBIE",,,,,,,"SUB IN by RUSCIANO,ROBBIE",1
14:23,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",1
--,"REBOUND OFF by BENHAM,BRAXTON",,,,,,,"REBOUND OFF by BENHAM,BRAXTON",1
14:19,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",1
14:19,,,,,"SUB IN by PERUSEK,COLE",,,"SUB IN by PERUSEK,COLE",1
14:03,"MISS 3PTR by RUSCIANO,ROBBIE",,,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",1
--,,,,,"REBOUND DEF by KAHL,COLIN",,,"REBOUND DEF by KAHL,COLIN",1
13:46,,8,,12 (+4),"GOOD 3PTR by KAHL,COLIN",Sewan 8-12 (+4),,"GOOD 3PTR by KAHL,COLIN",1
--,,,,,"ASSIST  by CORRIGAN,TRE",,,"ASSIST  by CORRIGAN,TRE",1
13:20,"TURNOVER  by BENHAM,BRAXTON",,,,,,,"TURNOVER  by BENHAM,BRAXTON",1
13:20,,,,,"STEAL  by PERUSEK,COLE",,,"STEAL  by PERUSEK,COLE",1
13:06,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",1
13:06,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
13:06,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",1
13:01,"TURNOVER  by HONROTH,OWEN",,,,,,,"TURNOVER  by HONROTH,OWEN",1
13:01,,,,,"STEAL  by SMITH,GRAHAM",,,"STEAL  by SMITH,GRAHAM",1
12:41,,8,,14 (+6),"GOOD LAYUP by CRUMP,JOHN(in the paint)",Sewan 8-14 (+6),,"GOOD LAYUP by CRUMP,JOHN(in the paint)",1
12:20,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",10,,14 (+4),,Berry 10-14 (+4),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"ASSIST  by HONROTH,OWEN",,,,,,,"ASSIST  by HONROTH,OWEN",1
12:00,,10,,17 (+7),"GOOD 3PTR by CORRIGAN,TRE",Sewan 10-17 (+7),,"GOOD 3PTR by CORRIGAN,TRE",1
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",1
11:41,"TURNOVER  by HONROTH,OWEN",,,,,,,"TURNOVER  by HONROTH,OWEN",1
11:41,,,,,"STEAL  by CRUMP,JOHN",,,"STEAL  by CRUMP,JOHN",1
11:37,,10,,19 (+9),"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",Sewan 10-19 (+9),,"GOOD LAYUP by CRUMP,JOHN(fastbreak)(in the paint)",1
11:34,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
11:34,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:34,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",1
11:34,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",1
11:34,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",1
11:34,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",1
11:34,"SUB OUT by HONROTH,OWEN",,,,,,,"SUB OUT by HONROTH,OWEN",1
11:34,"SUB IN by CAMPBELL,BLAKE",,,,,,,"SUB IN by CAMPBELL,BLAKE",1
11:07,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",12,,19 (+7),,Berry 12-19 (+7),,"GOOD LAYUP by CAMPBELL,BLAKE(in the paint)",1
11:07,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",1
11:07,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",1
11:07,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",1
11:07,"SUB OUT by KRUEGER,JORDAN",,,,,,,"SUB OUT by KRUEGER,JORDAN",1
11:07,"SUB OUT by BENHAM,BRAXTON",,,,,,,"SUB OUT by BENHAM,BRAXTON",1
11:07,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
11:07,"SUB IN by ELLIS,CHASE",,,,,,,"SUB IN by ELLIS,CHASE",1
11:07,"GOOD FT by CAMPBELL,BLAKE",13,,19 (+6),,Berry 13-19 (+6),,"GOOD FT by CAMPBELL,BLAKE",1
10:51,"FOUL  by BROOKS,AUSTIN",,,,,,,"FOUL  by BROOKS,AUSTIN",1
10:51,,,,,"MISS FT by MARR,RUSS",,,"MISS FT by MARR,RUSS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:51,,13,,20 (+7),"GOOD FT by MARR,RUSS",Sewan 13-20 (+7),,"GOOD FT by MARR,RUSS",1
10:34,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",1
--,"REBOUND OFF by BROOKS,AUSTIN",,,,,,,"REBOUND OFF by BROOKS,AUSTIN",1
10:29,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",,,,,,,"MISS LAYUP by BROOKS,AUSTIN(in the paint)",1
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",1
10:18,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",1
--,,,,,"REBOUND OFF by HOLLAND,ELI",,,"REBOUND OFF by HOLLAND,ELI",1
10:00,"FOUL  by CAMPBELL,BLAKE",,,,,,,"FOUL  by CAMPBELL,BLAKE",1
10:00,,,,,"MISS FT by HOLLAND,ELI",,,"MISS FT by HOLLAND,ELI",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
10:00,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",1
10:00,"SUB IN by COSTAS,RILEY",,,,,,,"SUB IN by COSTAS,RILEY",1
10:00,,,,,"MISS FT by HOLLAND,ELI",,,"MISS FT by HOLLAND,ELI",1
--,"REBOUND DEF by RUSCIANO,ROBBIE",,,,,,,"REBOUND DEF by RUSCIANO,ROBBIE",1
09:48,"MISS 3PTR by CAMPBELL,BLAKE",,,,,,,"MISS 3PTR by CAMPBELL,BLAKE",1
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",1
09:36,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",1
09:36,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",1
09:36,,,,,"SUB OUT by PERUSEK,COLE",,,"SUB OUT by PERUSEK,COLE",1
09:36,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",1
09:36,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",1
09:36,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",1
09:36,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",1
09:21,"MISS 3PTR by RUSCIANO,ROBBIE",,,,,,,"MISS 3PTR by RUSCIANO,ROBBIE",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
09:00,,13,,22 (+9),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 13-22 (+9),,"GOOD LAYUP by KAHL,COLIN(in the paint)",1
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",1
08:44,"GOOD JUMPER by CAMPBELL,BLAKE(in the paint)",15,,22 (+7),,Berry 15-22 (+7),,"GOOD JUMPER by CAMPBELL,BLAKE(in the paint)",1
08:26,"FOUL  by COSTAS,RILEY",,,,,,,"FOUL  by COSTAS,RILEY",1
08:26,,15,,23 (+8),"GOOD FT by AVALIANI,LUKA",Sewan 15-23 (+8),,"GOOD FT by AVALIANI,LUKA",1
08:26,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",1
08:26,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",1
08:26,"SUB OUT by RUSCIANO,ROBBIE",,,,,,,"SUB OUT by RUSCIANO,ROBBIE",1
08:26,"SUB IN by CLARK,BRYCE",,,,,,,"SUB IN by CLARK,BRYCE",1
08:26,,,,,"MISS FT by AVALIANI,LUKA",,,"MISS FT by AVALIANI,LUKA",1
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",1
08:14,"GOOD LAYUP by ELLIS,CHASE(in the paint)",17,,23 (+6),,Berry 17-23 (+6),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",1
07:58,,17,,25 (+8),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 17-25 (+8),,"GOOD LAYUP by KAHL,COLIN(in the paint)",1
07:37,"MISS LAYUP by ELLIS,CHASE(in the paint)",,,,,,,"MISS LAYUP by ELLIS,CHASE(in the paint)",1
--,"REBOUND OFF by ELLIS,CHASE",,,,,,,"REBOUND OFF by ELLIS,CHASE",1
07:34,"GOOD LAYUP by ELLIS,CHASE(in the paint)",19,,25 (+6),,Berry 19-25 (+6),,"GOOD LAYUP by ELLIS,CHASE(in the paint)",1
07:19,,,,,"TURNOVER  by KAHL,COLIN",,,"TURNOVER  by KAHL,COLIN",1
07:19,"STEAL  by COSTAS,RILEY",,,,,,,"STEAL  by COSTAS,RILEY",1
07:15,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",1
07:15,,,,,"STEAL  by SMITH,GRAHAM",,,"STEAL  by SMITH,GRAHAM",1
06:55,,19,,28 (+9),"GOOD 3PTR by SMITH,GRAHAM",Sewan 19-28 (+9),,"GOOD 3PTR by SMITH,GRAHAM",1
--,,,,,"ASSIST  by AVALIANI,LUKA",,,"ASSIST  by AVALIANI,LUKA",1
06:51,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
06:51,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",1
06:51,,,,,"SUB IN by HOLLAND,ELI",,,"SUB IN by HOLLAND,ELI",1
06:51,"SUB OUT by JOHNSON,MICHAEL",,,,,,,"SUB OUT by JOHNSON,MICHAEL",1
06:51,"SUB IN by MCEWEN,DEVAN",,,,,,,"SUB IN by MCEWEN,DEVAN",1
06:35,"SUB OUT by MCEWEN,DEVAN",,,,,,,"SUB OUT by MCEWEN,DEVAN",1
06:35,"SUB IN by JOHNSON,MICHAEL",,,,,,,"SUB IN by JOHNSON,MICHAEL",1
06:28,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",21,,28 (+7),,Berry 21-28 (+7),,"GOOD LAYUP by JOHNSON,MICHAEL(in the paint)",1
06:10,,,,,"MISS 3PTR by MARR,RUSS",,,"MISS 3PTR by MARR,RUSS",1
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",1
06:05,"FOUL  by ELLIS,CHASE",,,,,,,"FOUL  by ELLIS,CHASE",1
06:05,"TURNOVER  by ELLIS,CHASE",,,,,,,"TURNOVER  by ELLIS,CHASE",1
06:05,,,,,"SUB OUT by AVALIANI,LUKA",,,"SUB OUT by AVALIANI,LUKA",1
06:05,,,,,"SUB IN by BOULDIN,BLAKE",,,"SUB IN by BOULDIN,BLAKE",1
06:05,"SUB OUT by CLARK,BRYCE",,,,,,,"SUB OUT by CLARK,BRYCE",1
06:05,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",1
05:39,,,,,"MISS 3PTR by SMITH,GRAHAM",,,"MISS 3PTR by SMITH,GRAHAM",1
--,"REBOUND DEF by JOHNSON,MICHAEL",,,,,,,"REBOUND DEF by JOHNSON,MICHAEL",1
05:29,"MISS JUMPER by BROOKS,AUSTIN(in the paint)",,,,,,,"MISS JUMPER by BROOKS,AUSTIN(in the paint)",1
--,"REBOUND OFF by BROOKS,AUSTIN",,,,,,,"REBOUND OFF by BROOKS,AUSTIN",1
05:29,,,,,"FOUL  by HOLLAND,ELI",,,"FOUL  by HOLLAND,ELI",1
05:29,,,,,"SUB OUT by HOLLAND,ELI",,,"SUB OUT by HOLLAND,ELI",1
05:29,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",1
05:29,,,,,"SUB IN by CORRIGAN,TRE",,,"SUB IN by CORRIGAN,TRE",1
05:29,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",1
05:17,"GOOD JUMPER by COSTAS,RILEY(in the paint)",23,,28 (+5),,Berry 23-28 (+5),,"GOOD JUMPER by COSTAS,RILEY(in the paint)",1
04:51,,,,,"MISS 3PTR by CRUMP,JOHN",,,"MISS 3PTR by CRUMP,JOHN",1
--,,,,,"REBOUND OFF by SMITH,GRAHAM",,,"REBOUND OFF by SMITH,GRAHAM",1
04:46,,23,,31 (+8),"GOOD 3PTR by KAHL,COLIN",Sewan 23-31 (+8),,"GOOD 3PTR by KAHL,COLIN",1
--,,,,,"ASSIST  by SMITH,GRAHAM",,,"ASSIST  by SMITH,GRAHAM",1
04:22,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",25,,31 (+6),,Berry 25-31 (+6),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",1
04:08,,,,,"TURNOVER  by CRUMP,JOHN",,,"TURNOVER  by CRUMP,JOHN",1
04:08,"SUB OUT by CAMPBELL,BLAKE",,,,,,,"SUB OUT by CAMPBELL,BLAKE",1
04:08,"SUB IN by HONROTH,OWEN",,,,,,,"SUB IN by HONROTH,OWEN",1
04:08,,,,,"SUB OUT by CRUMP,JOHN",,,"SUB OUT by CRUMP,JOHN",1
04:08,,,,,"SUB IN by AVALIANI,LUKA",,,"SUB IN by AVALIANI,LUKA",1
04:01,"GOOD JUMPER by ELLIS,CHASE",27,,31 (+4),,Berry 27-31 (+4),,"GOOD JUMPER by ELLIS,CHASE",1
03:32,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",1
--,,,,,"REBOUND OFF by KAHL,COLIN",,,"REBOUND OFF by KAHL,COLIN",1
03:29,,27,,33 (+6),"GOOD LAYUP by KAHL,COLIN(in the paint)",Sewan 27-33 (+6),,"GOOD LAYUP by KAHL,COLIN(in the paint)",1
03:14,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",29,,33 (+4),,Berry 29-33 (+4),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",1
--,"ASSIST  by ELLIS,CHASE",,,,,,,"ASSIST  by ELLIS,CHASE",1
03:00,,,,,"TURNOVER  by AVALIANI,LUKA",,,"TURNOVER  by AVALIANI,LUKA",1
03:00,"STEAL  by COSTAS,RILEY",,,,,,,"STEAL  by COSTAS,RILEY",1
02:56,"GOOD LAYUP by COSTAS,RILEY(fastbreak)(in the paint)",31,,33 (+2),,Berry 31-33 (+2),,"GOOD LAYUP by COSTAS,RILEY(fastbreak)(in the paint)",1
02:34,,31,,36 (+5),"GOOD 3PTR by CORRIGAN,TRE",Sewan 31-36 (+5),,"GOOD 3PTR by CORRIGAN,TRE",1
02:11,"MISS 3PTR by JOHNSON,MICHAEL",,,,,,,"MISS 3PTR by JOHNSON,MICHAEL",1
--,"REBOUND OFF by COSTAS,RILEY",,,,,,,"REBOUND OFF by COSTAS,RILEY",1
02:09,,,,,"FOUL  by KAHL,COLIN",,,"FOUL  by KAHL,COLIN",1
02:09,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
02:09,,,,,"SUB OUT by KAHL,COLIN",,,"SUB OUT by KAHL,COLIN",1
02:09,,,,,"SUB OUT by SMITH,GRAHAM",,,"SUB OUT by SMITH,GRAHAM",1
02:09,,,,,"SUB IN by CRUMP,JOHN",,,"SUB IN by CRUMP,JOHN",1
02:09,,,,,"SUB IN by MARR,RUSS",,,"SUB IN by MARR,RUSS",1
02:08,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",33,,36 (+3),,Berry 33-36 (+3),,"GOOD JUMPER by JOHNSON,MICHAEL(in the paint)",1
01:47,,,,,"FOUL  by CORRIGAN,TRE",,,"FOUL  by CORRIGAN,TRE",1
01:47,,,,,"TURNOVER  by CORRIGAN,TRE",,,"TURNOVER  by CORRIGAN,TRE",1
01:19,"TURNOVER  by ELLIS,CHASE",,,,,,,"TURNOVER  by ELLIS,CHASE",1
01:00,,33,,38 (+5),"GOOD LAYUP by AVALIANI,LUKA(in the paint)",Sewan 33-38 (+5),,"GOOD LAYUP by AVALIANI,LUKA(in the paint)",1
--,,,,,"ASSIST  by CRUMP,JOHN",,,"ASSIST  by CRUMP,JOHN",1
00:42,"GOOD 3PTR by JOHNSON,MICHAEL",36,,38 (+2),,Berry 36-38 (+2),,"GOOD 3PTR by JOHNSON,MICHAEL",1
--,"ASSIST  by COSTAS,RILEY",,,,,,,"ASSIST  by COSTAS,RILEY",1
00:11,,,,,"MISS JUMPER by CRUMP,JOHN",,,"MISS JUMPER by CRUMP,JOHN",1
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",1
00:03,"GOOD 3PTR by JOHNSON,MICHAEL",39 (+1),,38,,Berry 39-38 (-1),,"GOOD 3PTR by JOHNSON,MICHAEL",1
20:00,,,,,"SUB OUT by CORRIGAN,TRE",,,"SUB OUT by CORRIGAN,TRE",2
20:00,,,,,"SUB IN by KAHL,COLIN",,,"SUB IN by KAHL,COLIN",2
19:48,,,,,"FOUL  by MARR,RUSS",,,"FOUL  by MARR,RUSS",2
19:48,,,,,"TURNOVER  by MARR,RUSS",,,"TURNOVER  by MARR,RUSS",2
19:32,"MISS 3PTR by ELLIS,CHASE",,,,,,,"MISS 3PTR by ELLIS,CHASE",2
--,,,,,"REBOUND DEF by AVALIANI,LUKA",,,"REBOUND DEF by AVALIANI,LUKA",2
19:11,,,,,"MISS JUMPER by KAHL,COLIN(in the paint)",,,"MISS JUMPER by KAHL,COLIN(in the paint)",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
18:59,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",41 (+3),,38,,Berry 41-38 (-3),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
--,"ASSIST  by JOHNSON,MICHAEL",,,,,,,"ASSIST  by JOHNSON,MICHAEL",2
18:37,,,,,"MISS 3PTR by KAHL,COLIN",,,"MISS 3PTR by KAHL,COLIN",2
--,"REBOUND DEF by ELLIS,CHASE",,,,,,,"REBOUND DEF by ELLIS,CHASE",2
18:36,,,,,"FOUL  by BOULDIN,BLAKE",,,"FOUL  by BOULDIN,BLAKE",2
18:36,,,,,"SUB OUT by BOULDIN,BLAKE",,,"SUB OUT by BOULDIN,BLAKE",2
18:36,,,,,"SUB IN by SMITH,GRAHAM",,,"SUB IN by SMITH,GRAHAM",2
18:11,"MISS 3PTR by HONROTH,OWEN",,,,,,,"MISS 3PTR by HONROTH,OWEN",2
--,,,,,"REBOUND DEF by SMITH,GRAHAM",,,"REBOUND DEF by SMITH,GRAHAM",2
17:58,,,,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",,,"MISS JUMPER by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
17:47,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",43 (+5),,38,,Berry 43-38 (-5),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
17:19,,,,,"MISS 3PTR by SMITH,GRAHAM",,,"MISS 3PTR by SMITH,GRAHAM",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
17:12,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
17:12,,,,,"STEAL  by MARR,RUSS",,,"STEAL  by MARR,RUSS",2
16:57,,,,,"MISS JUMPER by CRUMP,JOHN(in the paint)",,,"MISS JUMPER by CRUMP,JOHN(in the paint)",2
--,"REBOUND DEF by HONROTH,OWEN",,,,,,,"REBOUND DEF by HONROTH,OWEN",2
16:43,"TURNOVER  by HONROTH,OWEN",,,,,,,"TURNOVER  by HONROTH,OWEN",2
16:26,,,,,"TURNOVER  by SMITH,GRAHAM",,,"TURNOVER  by SMITH,GRAHAM",2
16:26,"STEAL  by JOHNSON,MICHAEL",,,,,,,"STEAL  by JOHNSON,MICHAEL",2
16:12,"TURNOVER  by JOHNSON,MICHAEL",,,,,,,"TURNOVER  by JOHNSON,MICHAEL",2
16:12,,,,,"STEAL  by AVALIANI,LUKA",,,"STEAL  by AVALIANI,LUKA",2
16:06,,,,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",,,"MISS LAYUP by AVALIANI,LUKA(in the paint)",2
--,"REBOUND DEF by COSTAS,RILEY",,,,,,,"REBOUND DEF by COSTAS,RILEY",2
15:50,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
15:50,,,,,"SUB OUT by MARR,RUSS",,,"SUB OUT by MARR,RUSS",2
