Time Remaining,BOYCE,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
--,"REBOUND DEF by ALEXAKOS,LEONIDAS",,,,,,,"REBOUND DEF by ALEXAKOS,LEONIDAS",2
18:48,"GOOD JUMPER by BENHAM,BAILEY",37,,49 (+12),,BOYCE 37-49 (+12),,"GOOD JUMPER by BENHAM,BAILEY",2
18:31,,37,,52 (+15),"GOOD 3PTR by SMITH,LUKE",SEWANEE 37-52 (+15),,"GOOD 3PTR by SMITH,LUKE",2
--,,,,,"ASSIST  by WARLICK,JORDAN",,,"ASSIST  by WARLICK,JORDAN",2
18:09,"MISS JUMPER by CALDWELL,AJ",,,,,,,"MISS JUMPER by CALDWELL,AJ",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
17:57,,37,,55 (+18),"GOOD 3PTR by SMITH,LUKE",SEWANEE 37-55 (+18),,"GOOD 3PTR by SMITH,LUKE",2
17:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
17:53,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
17:44,"GOOD 3PTR by BENHAM,BAILEY",40,,55 (+15),,BOYCE 40-55 (+15),,"GOOD 3PTR by BENHAM,BAILEY",2
--,"ASSIST  by CALDWELL,AJ",,,,,,,"ASSIST  by CALDWELL,AJ",2
17:27,,40,,58 (+18),"GOOD 3PTR by BUESCHER,HUNTER",SEWANEE 40-58 (+18),,"GOOD 3PTR by BUESCHER,HUNTER",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
17:09,"MISS JUMPER by CALDWELL,AJ",,,,,,,"MISS JUMPER by CALDWELL,AJ",2
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",2
17:04,,,,,"TURNOVER  by WARLICK,JORDAN",,,"TURNOVER  by WARLICK,JORDAN",2
17:02,"STEAL  by CALDWELL,AJ",,,,,,,"STEAL  by CALDWELL,AJ",2
16:49,"MISS JUMPER by BENHAM,BAILEY",,,,,,,"MISS JUMPER by BENHAM,BAILEY",2
16:49,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",2
--,"REBOUND OFF by WRIGHT,SCOTT",,,,,,,"REBOUND OFF by WRIGHT,SCOTT",2
16:38,"MISS JUMPER by WRIGHT,SCOTT",,,,,,,"MISS JUMPER by WRIGHT,SCOTT",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
16:25,,40,,60 (+20),"GOOD JUMPER by LEE,MATT(in the paint)",SEWANEE 40-60 (+20),,"GOOD JUMPER by LEE,MATT(in the paint)",2
16:08,"TURNOVER  by CALDWELL,AJ",,,,,,,"TURNOVER  by CALDWELL,AJ",2
16:06,,,,,"STEAL  by CALDWELL,CAM",,,"STEAL  by CALDWELL,CAM",2
16:05,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",2
16:05,"SUB IN by KIRBY,KEVIN",,,,,,,"SUB IN by KIRBY,KEVIN",2
16:05,"SUB IN by NAUERT,TYLER",,,,,,,"SUB IN by NAUERT,TYLER",2
16:05,"SUB IN by TURNER,NICKOLAS",,,,,,,"SUB IN by TURNER,NICKOLAS",2
16:05,"SUB OUT by ALEXAKOS,LEONIDAS",,,,,,,"SUB OUT by ALEXAKOS,LEONIDAS",2
16:05,"SUB OUT by MINNICK-TUCKER,D",,,,,,,"SUB OUT by MINNICK-TUCKER,D",2
16:05,"SUB OUT by CALDWELL,AJ",,,,,,,"SUB OUT by CALDWELL,AJ",2
16:05,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",2
16:05,,,,,"SUB IN by THOMAS,ADRIAN",,,"SUB IN by THOMAS,ADRIAN",2
16:05,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",2
16:05,,,,,"SUB OUT by LEE,MATT",,,"SUB OUT by LEE,MATT",2
15:59,"MISS 3PTR by NAUERT,TYLER",,,,,,,"MISS 3PTR by NAUERT,TYLER",2
--,"REBOUND OFF by KIRBY,KEVIN",,,,,,,"REBOUND OFF by KIRBY,KEVIN",2
15:55,"GOOD LAYUP by KIRBY,KEVIN(in the paint)",42,,60 (+18),,BOYCE 42-60 (+18),,"GOOD LAYUP by KIRBY,KEVIN(in the paint)",2
15:26,,,,,"MISS JUMPER by KNOX,JOEY",,,"MISS JUMPER by KNOX,JOEY",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
15:21,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:16,,,,,"MISS LAYUP by CALDWELL,CAM",,,"MISS LAYUP by CALDWELL,CAM",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:44,,42,,63 (+21),"GOOD 3PTR by SMITH,LUKE",SEWANEE 42-63 (+21),,"GOOD 3PTR by SMITH,LUKE",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
14:15,"MISS 3PTR by BENHAM,BAILEY",,,,,,,"MISS 3PTR by BENHAM,BAILEY",2
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",2
14:03,,42,,66 (+24),"GOOD 3PTR by SMITH,LUKE",SEWANEE 42-66 (+24),,"GOOD 3PTR by SMITH,LUKE",2
--,,,,,"ASSIST  by THOMAS,ADRIAN",,,"ASSIST  by THOMAS,ADRIAN",2
13:37,"MISS LAYUP by TURNER,NICKOLAS",,,,,,,"MISS LAYUP by TURNER,NICKOLAS",2
--,"REBOUND OFF by KIRBY,KEVIN",,,,,,,"REBOUND OFF by KIRBY,KEVIN",2
13:34,"MISS LAYUP by KIRBY,KEVIN",,,,,,,"MISS LAYUP by KIRBY,KEVIN",2
--,,,,,"REBOUND DEF by SMITH,LUKE",,,"REBOUND DEF by SMITH,LUKE",2
13:24,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",2
--,,,,,"REBOUND OFF by BUESCHER,HUNTER",,,"REBOUND OFF by BUESCHER,HUNTER",2
13:20,,,,,"MISS 3PTR by SMITH,LUKE",,,"MISS 3PTR by SMITH,LUKE",2
--,"REBOUND DEF by TURNER,NICKOLAS",,,,,,,"REBOUND DEF by TURNER,NICKOLAS",2
13:07,"GOOD 3PTR by BENHAM,BAILEY",45,,66 (+21),,BOYCE 45-66 (+21),,"GOOD 3PTR by BENHAM,BAILEY",2
--,"ASSIST  by TURNER,NICKOLAS",,,,,,,"ASSIST  by TURNER,NICKOLAS",2
12:42,,,,,"MISS LAYUP by THOMAS,ADRIAN",,,"MISS LAYUP by THOMAS,ADRIAN",2
12:42,"BLOCK  by KIRBY,KEVIN",,,,,,,"BLOCK  by KIRBY,KEVIN",2
--,"REBOUND DEF by BENHAM,BAILEY",,,,,,,"REBOUND DEF by BENHAM,BAILEY",2
12:25,"MISS 3PTR by BENHAM,BAILEY",,,,,,,"MISS 3PTR by BENHAM,BAILEY",2
--,,,,,"REBOUND DEF by THOMAS,ADRIAN",,,"REBOUND DEF by THOMAS,ADRIAN",2
12:12,,45,,68 (+23),"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",SEWANEE 45-68 (+23),,"GOOD LAYUP by THOMAS,ADRIAN(in the paint)",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
11:51,"MISS LAYUP by KIRBY,KEVIN",,,,,,,"MISS LAYUP by KIRBY,KEVIN",2
--,,,,,"REBOUND DEF by SMITH,LUKE",,,"REBOUND DEF by SMITH,LUKE",2
11:43,,45,,70 (+25),"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",SEWANEE 45-70 (+25),,"GOOD LAYUP by THOMAS,ADRIAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",2
11:21,"TURNOVER  by BENHAM,BAILEY",,,,,,,"TURNOVER  by BENHAM,BAILEY",2
11:21,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
11:21,"SUB IN by ALEXAKOS,LEONIDAS",,,,,,,"SUB IN by ALEXAKOS,LEONIDAS",2
11:21,"SUB IN by GULLEY,JAXSON",,,,,,,"SUB IN by GULLEY,JAXSON",2
11:21,"SUB IN by KAYS,SAM",,,,,,,"SUB IN by KAYS,SAM",2
11:21,"SUB IN by MINNICK-TUCKER,D",,,,,,,"SUB IN by MINNICK-TUCKER,D",2
11:21,"SUB IN by CALDWELL,AJ",,,,,,,"SUB IN by CALDWELL,AJ",2
11:21,"SUB OUT by KIRBY,KEVIN",,,,,,,"SUB OUT by KIRBY,KEVIN",2
11:21,"SUB OUT by WRIGHT,SCOTT",,,,,,,"SUB OUT by WRIGHT,SCOTT",2
11:21,"SUB OUT by NAUERT,TYLER",,,,,,,"SUB OUT by NAUERT,TYLER",2
11:21,"SUB OUT by TURNER,NICKOLAS",,,,,,,"SUB OUT by TURNER,NICKOLAS",2
11:21,"SUB OUT by BENHAM,BAILEY",,,,,,,"SUB OUT by BENHAM,BAILEY",2
11:21,,,,,"SUB IN by MCDONOUGH,SEAN",,,"SUB IN by MCDONOUGH,SEAN",2
11:21,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",2
11:21,,,,,"SUB IN by LEE,MATT",,,"SUB IN by LEE,MATT",2
11:21,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",2
11:21,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
11:21,,,,,"SUB OUT by THOMAS,ADRIAN",,,"SUB OUT by THOMAS,ADRIAN",2
11:09,,45,,72 (+27),"GOOD LAYUP by LEE,MATT(in the paint)",SEWANEE 45-72 (+27),,"GOOD LAYUP by LEE,MATT(in the paint)",2
--,,,,,"ASSIST  by STARR,RYAN",,,"ASSIST  by STARR,RYAN",2
10:50,"GOOD JUMPER by MINNICK-TUCKER,D(in the paint)",47,,72 (+25),,BOYCE 47-72 (+25),,"GOOD JUMPER by MINNICK-TUCKER,D(in the paint)",2
10:32,,,,,"MISS 3PTR by KNOX,JOEY",,,"MISS 3PTR by KNOX,JOEY",2
--,"REBOUND DEF by MINNICK-TUCKER,D",,,,,,,"REBOUND DEF by MINNICK-TUCKER,D",2
10:23,"GOOD LAYUP by MINNICK-TUCKER,D(fastbreak)(in the paint)",49,,72 (+23),,BOYCE 49-72 (+23),,"GOOD LAYUP by MINNICK-TUCKER,D(fastbreak)(in the paint)",2
10:07,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND OFF by LEE,MATT",,,"REBOUND OFF by LEE,MATT",2
10:01,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",2
10:01,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",2
09:42,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
09:41,"STEAL  by CALDWELL,AJ",,,,,,,"STEAL  by CALDWELL,AJ",2
09:23,"TURNOVER  by CALDWELL,AJ",,,,,,,"TURNOVER  by CALDWELL,AJ",2
09:22,,,,,"STEAL  by SMITH,LUKE",,,"STEAL  by SMITH,LUKE",2
09:18,,49,,74 (+25),"GOOD LAYUP by WARLICK,JORDAN(fastbreak)(in the paint)",SEWANEE 49-74 (+25),,"GOOD LAYUP by WARLICK,JORDAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",2
09:18,"FOUL  by MINNICK-TUCKER,D",,,,,,,"FOUL  by MINNICK-TUCKER,D",2
09:18,,49,,75 (+26),"GOOD FT by WARLICK,JORDAN",SEWANEE 49-75 (+26),,"GOOD FT by WARLICK,JORDAN",2
09:18,"SUB IN by NAUERT,TYLER",,,,,,,"SUB IN by NAUERT,TYLER",2
09:18,"SUB OUT by CALDWELL,AJ",,,,,,,"SUB OUT by CALDWELL,AJ",2
09:18,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",2
09:18,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",2
09:04,"FOUL  by KAYS,SAM",,,,,,,"FOUL  by KAYS,SAM",2
09:04,"TURNOVER  by KAYS,SAM",,,,,,,"TURNOVER  by KAYS,SAM",2
09:04,"SUB IN by KIRBY,KEVIN",,,,,,,"SUB IN by KIRBY,KEVIN",2
09:04,"SUB IN by BENHAM,BAILEY",,,,,,,"SUB IN by BENHAM,BAILEY",2
09:04,"SUB OUT by ALEXAKOS,LEONIDAS",,,,,,,"SUB OUT by ALEXAKOS,LEONIDAS",2
09:04,"SUB OUT by KAYS,SAM",,,,,,,"SUB OUT by KAYS,SAM",2
08:44,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by KIRBY,KEVIN",,,,,,,"REBOUND DEF by KIRBY,KEVIN",2
08:36,"MISS LAYUP by KIRBY,KEVIN",,,,,,,"MISS LAYUP by KIRBY,KEVIN",2
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",2
08:32,"FOUL  by GULLEY,JAXSON",,,,,,,"FOUL  by GULLEY,JAXSON",2
08:28,,,,,"MISS LAYUP by WARLICK,JORDAN",,,"MISS LAYUP by WARLICK,JORDAN",2
--,,,,,"REBOUND OFF by LEE,MATT",,,"REBOUND OFF by LEE,MATT",2
08:25,,49,,77 (+28),"GOOD LAYUP by LEE,MATT(in the paint)",SEWANEE 49-77 (+28),,"GOOD LAYUP by LEE,MATT(in the paint)",2
08:18,"GOOD LAYUP by BENHAM,BAILEY(in the paint)",51,,77 (+26),,BOYCE 51-77 (+26),,"GOOD LAYUP by BENHAM,BAILEY(in the paint)",2
08:01,,51,,79 (+28),"GOOD LAYUP by LEE,MATT(in the paint)",SEWANEE 51-79 (+28),,"GOOD LAYUP by LEE,MATT(in the paint)",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
07:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
07:58,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:44,,,,,"SUB IN by HEITZENRATER,ANDREW",,,"SUB IN by HEITZENRATER,ANDREW",2
07:44,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",2
07:41,"TURNOVER  by NAUERT,TYLER",,,,,,,"TURNOVER  by NAUERT,TYLER",2
07:39,,,,,"STEAL  by STARR,RYAN",,,"STEAL  by STARR,RYAN",2
07:33,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by KIRBY,KEVIN",,,,,,,"REBOUND DEF by KIRBY,KEVIN",2
07:17,,,,,"FOUL  by STARR,RYAN",,,"FOUL  by STARR,RYAN",2
07:17,"MISS FT by MINNICK-TUCKER,D",,,,,,,"MISS FT by MINNICK-TUCKER,D",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:17,"MISS FT by MINNICK-TUCKER,D",,,,,,,"MISS FT by MINNICK-TUCKER,D",2
--,"REBOUND OFF by COYLE,HUNTER",,,,,,,"REBOUND OFF by COYLE,HUNTER",2
07:17,,,,,"SUB IN by CRUMLY,JONNY",,,"SUB IN by CRUMLY,JONNY",2
07:17,,,,,"SUB OUT by LEE,MATT",,,"SUB OUT by LEE,MATT",2
07:13,"GOOD 3PTR by NAUERT,TYLER",54,,79 (+25),,BOYCE 54-79 (+25),,"GOOD 3PTR by NAUERT,TYLER",2
--,"ASSIST  by MINNICK-TUCKER,D",,,,,,,"ASSIST  by MINNICK-TUCKER,D",2
06:56,,,,,"TURNOVER  by MCDONOUGH,SEAN",,,"TURNOVER  by MCDONOUGH,SEAN",2
06:54,"STEAL  by MINNICK-TUCKER,D",,,,,,,"STEAL  by MINNICK-TUCKER,D",2
06:48,"TURNOVER  by KIRBY,KEVIN",,,,,,,"TURNOVER  by KIRBY,KEVIN",2
06:48,,,,,"STEAL  by STARR,RYAN",,,"STEAL  by STARR,RYAN",2
06:48,"FOUL  by MINNICK-TUCKER,D",,,,,,,"FOUL  by MINNICK-TUCKER,D",2
06:41,,,,,"MISS 3PTR by STARR,RYAN",,,"MISS 3PTR by STARR,RYAN",2
--,"REBOUND DEF by KIRBY,KEVIN",,,,,,,"REBOUND DEF by KIRBY,KEVIN",2
06:27,,,,,"FOUL  by WARLICK,JORDAN",,,"FOUL  by WARLICK,JORDAN",2
06:27,"GOOD FT by BENHAM,BAILEY",55,,79 (+24),,BOYCE 55-79 (+24),,"GOOD FT by BENHAM,BAILEY",2
06:27,"GOOD FT by BENHAM,BAILEY",56,,79 (+23),,BOYCE 56-79 (+23),,"GOOD FT by BENHAM,BAILEY",2
06:27,"SUB IN by TURNER,NICKOLAS",,,,,,,"SUB IN by TURNER,NICKOLAS",2
06:27,"SUB OUT by MINNICK-TUCKER,D",,,,,,,"SUB OUT by MINNICK-TUCKER,D",2
06:27,,,,,"SUB IN by JOHNSON,DAVID",,,"SUB IN by JOHNSON,DAVID",2
06:27,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",2
06:14,"FOUL  by COYLE,HUNTER",,,,,,,"FOUL  by COYLE,HUNTER",2
06:10,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
06:09,"STEAL  by KIRBY,KEVIN",,,,,,,"STEAL  by KIRBY,KEVIN",2
06:06,"SUB IN by WRIGHT,SCOTT",,,,,,,"SUB IN by WRIGHT,SCOTT",2
06:06,"SUB OUT by NAUERT,TYLER",,,,,,,"SUB OUT by NAUERT,TYLER",2
06:03,"MISS JUMPER by WRIGHT,SCOTT",,,,,,,"MISS JUMPER by WRIGHT,SCOTT",2
--,,,,,"REBOUND DEF by HEITZENRATER,ANDREW",,,"REBOUND DEF by HEITZENRATER,ANDREW",2
05:43,,,,,"MISS 3PTR by MCDONOUGH,SEAN",,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND DEF by TURNER,NICKOLAS",,,,,,,"REBOUND DEF by TURNER,NICKOLAS",2
05:33,"TURNOVER  by TURNER,NICKOLAS",,,,,,,"TURNOVER  by TURNER,NICKOLAS",2
05:20,,,,,"MISS LAYUP by CRUMLY,JONNY",,,"MISS LAYUP by CRUMLY,JONNY",2
05:20,"BLOCK  by KIRBY,KEVIN",,,,,,,"BLOCK  by KIRBY,KEVIN",2
--,"REBOUND DEF by WRIGHT,SCOTT",,,,,,,"REBOUND DEF by WRIGHT,SCOTT",2
05:04,"TURNOVER  by KIRBY,KEVIN",,,,,,,"TURNOVER  by KIRBY,KEVIN",2
05:03,,,,,"STEAL  by STARR,RYAN",,,"STEAL  by STARR,RYAN",2
04:57,,,,,"MISS 3PTR by HEITZENRATER,ANDREW",,,"MISS 3PTR by HEITZENRATER,ANDREW",2
--,,,,,"REBOUND OFF by CRUMLY,JONNY",,,"REBOUND OFF by CRUMLY,JONNY",2
04:53,,,,,"MISS LAYUP by CRUMLY,JONNY",,,"MISS LAYUP by CRUMLY,JONNY",2
04:53,"BLOCK  by BENHAM,BAILEY",,,,,,,"BLOCK  by BENHAM,BAILEY",2
--,"REBOUND DEF by BENHAM,BAILEY",,,,,,,"REBOUND DEF by BENHAM,BAILEY",2
04:46,,,,,"FOUL  by MCDONOUGH,SEAN",,,"FOUL  by MCDONOUGH,SEAN",2
04:46,"GOOD FT by BENHAM,BAILEY",57,,79 (+22),,BOYCE 57-79 (+22),,"GOOD FT by BENHAM,BAILEY",2
04:46,"MISS FT by BENHAM,BAILEY",,,,,,,"MISS FT by BENHAM,BAILEY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:46,"SUB IN by ALEXAKOS,LEONIDAS",,,,,,,"SUB IN by ALEXAKOS,LEONIDAS",2
04:46,"SUB IN by CALDWELL,AJ",,,,,,,"SUB IN by CALDWELL,AJ",2
04:46,"SUB OUT by GULLEY,JAXSON",,,,,,,"SUB OUT by GULLEY,JAXSON",2
04:46,"SUB OUT by BENHAM,BAILEY",,,,,,,"SUB OUT by BENHAM,BAILEY",2
04:46,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",2
04:46,,,,,"SUB IN by PERRY,GRANT",,,"SUB IN by PERRY,GRANT",2
04:46,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",2
04:46,,,,,"SUB OUT by MCDONOUGH,SEAN",,,"SUB OUT by MCDONOUGH,SEAN",2
04:35,,,,,"MISS 3PTR by PERRY,GRANT",,,"MISS 3PTR by PERRY,GRANT",2
--,"REBOUND DEF by KIRBY,KEVIN",,,,,,,"REBOUND DEF by KIRBY,KEVIN",2
04:09,"TURNOVER  by WRIGHT,SCOTT",,,,,,,"TURNOVER  by WRIGHT,SCOTT",2
04:07,,,,,"STEAL  by STARR,RYAN",,,"STEAL  by STARR,RYAN",2
03:52,,,,,"TURNOVER  by STARR,RYAN",,,"TURNOVER  by STARR,RYAN",2
03:50,"STEAL  by WRIGHT,SCOTT",,,,,,,"STEAL  by WRIGHT,SCOTT",2
03:46,"MISS LAYUP by WRIGHT,SCOTT",,,,,,,"MISS LAYUP by WRIGHT,SCOTT",2
--,"REBOUND OFF by ALEXAKOS,LEONIDAS",,,,,,,"REBOUND OFF by ALEXAKOS,LEONIDAS",2
03:43,"MISS JUMPER by ALEXAKOS,LEONIDAS",,,,,,,"MISS JUMPER by ALEXAKOS,LEONIDAS",2
--,"REBOUND OFF by TURNER,NICKOLAS",,,,,,,"REBOUND OFF by TURNER,NICKOLAS",2
03:40,"GOOD JUMPER by TURNER,NICKOLAS(in the paint)",59,,79 (+20),,BOYCE 59-79 (+20),,"GOOD JUMPER by TURNER,NICKOLAS(in the paint)",2
03:39,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:39,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
03:28,"FOUL  by TURNER,NICKOLAS",,,,,,,"FOUL  by TURNER,NICKOLAS",2
03:22,,,,,"MISS 3PTR by PERRY,GRANT",,,"MISS 3PTR by PERRY,GRANT",2
--,"REBOUND DEF by WRIGHT,SCOTT",,,,,,,"REBOUND DEF by WRIGHT,SCOTT",2
03:03,"FOUL  by ALEXAKOS,LEONIDAS",,,,,,,"FOUL  by ALEXAKOS,LEONIDAS",2
03:03,,,,,"MISS FT by JOHNSON,DAVID",,,"MISS FT by JOHNSON,DAVID",2
--,"REBOUND DEF by KIRBY,KEVIN",,,,,,,"REBOUND DEF by KIRBY,KEVIN",2
03:03,"SUB IN by ROSA,COLSON",,,,,,,"SUB IN by ROSA,COLSON",2
03:03,"SUB IN by KAYS,SAM",,,,,,,"SUB IN by KAYS,SAM",2
03:03,"SUB OUT by ALEXAKOS,LEONIDAS",,,,,,,"SUB OUT by ALEXAKOS,LEONIDAS",2
03:03,"SUB OUT by CALDWELL,AJ",,,,,,,"SUB OUT by CALDWELL,AJ",2
02:52,"GOOD 3PTR by WRIGHT,SCOTT",62,,79 (+17),,BOYCE 62-79 (+17),,"GOOD 3PTR by WRIGHT,SCOTT",2
--,"ASSIST  by KIRBY,KEVIN",,,,,,,"ASSIST  by KIRBY,KEVIN",2
02:28,,,,,"MISS 3PTR by PERRY,GRANT",,,"MISS 3PTR by PERRY,GRANT",2
--,,,,,"REBOUND OFF by HEITZENRATER,ANDREW",,,"REBOUND OFF by HEITZENRATER,ANDREW",2
02:11,"MISS 3PTR by COYLE,HUNTER",,,,,,,"MISS 3PTR by COYLE,HUNTER",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
01:47,,,,,"MISS JUMPER by JOHNSON,DAVID",,,"MISS JUMPER by JOHNSON,DAVID",2
--,"REBOUND DEF by ALEXAKOS,LEONIDAS",,,,,,,"REBOUND DEF by ALEXAKOS,LEONIDAS",2
01:28,,,,,"MISS 3PTR by PERRY,GRANT",,,"MISS 3PTR by PERRY,GRANT",2
--,"REBOUND DEF by KIRBY,KEVIN",,,,,,,"REBOUND DEF by KIRBY,KEVIN",2
01:23,,,,,"FOUL  by PERRY,GRANT",,,"FOUL  by PERRY,GRANT",2
01:23,"SUB IN by COYLE,HUNTER",,,,,,,"SUB IN by COYLE,HUNTER",2
01:23,"SUB OUT by KIRBY,KEVIN",,,,,,,"SUB OUT by KIRBY,KEVIN",2
01:21,"GOOD JUMPER by TURNER,NICKOLAS(in the paint)",64,,79 (+15),,BOYCE 64-79 (+15),,"GOOD JUMPER by TURNER,NICKOLAS(in the paint)",2
01:02,,,,,"MISS LAYUP by HOLLOWAY,JACK",,,"MISS LAYUP by HOLLOWAY,JACK",2
--,"REBOUND DEF by ROSA,COLSON",,,,,,,"REBOUND DEF by ROSA,COLSON",2
00:57,"MISS 3PTR by WRIGHT,SCOTT",,,,,,,"MISS 3PTR by WRIGHT,SCOTT",2
--,,,,,"REBOUND DEF by PERRY,GRANT",,,"REBOUND DEF by PERRY,GRANT",2
00:33,"FOUL  by ROSA,COLSON",,,,,,,"FOUL  by ROSA,COLSON",2
00:33,,64,,80 (+16),"GOOD FT by STARR,RYAN",SEWANEE 64-80 (+16),,"GOOD FT by STARR,RYAN",2
00:33,,64,,81 (+17),"GOOD FT by STARR,RYAN",SEWANEE 64-81 (+17),,"GOOD FT by STARR,RYAN",2
00:33,"SUB IN by GULLEY,JAXSON",,,,,,,"SUB IN by GULLEY,JAXSON",2
00:33,"SUB OUT by WRIGHT,SCOTT",,,,,,,"SUB OUT by WRIGHT,SCOTT",2
00:20,"GOOD JUMPER by ROSA,COLSON",66,,81 (+15),,BOYCE 66-81 (+15),,"GOOD JUMPER by ROSA,COLSON",2
--,"ASSIST  by KAYS,SAM",,,,,,,"ASSIST  by KAYS,SAM",2
