Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,JOHNSON,Game Score,Team Indicator,Play,Period
18:10,"GOOD JUMPER by KNOX,JOEY(in the paint)",58 (+19),,39,,SEWANEE 58-39 (+19),,"GOOD JUMPER by KNOX,JOEY(in the paint)",2
--,"ASSIST  by MCDONOUGH,SEAN",,,,,,,"ASSIST  by MCDONOUGH,SEAN",2
18:02,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
18:02,,,,,"MISS FT by MCCLAIN,CODY",,,"MISS FT by MCCLAIN,CODY",2
18:02,,58 (+18),,40,"GOOD FT by MCCLAIN,CODY",JOHNSON 58-40 (+18),,"GOOD FT by MCCLAIN,CODY",2
18:02,,58 (+17),,41,"GOOD FT by MCCLAIN,CODY",JOHNSON 58-41 (+17),,"GOOD FT by MCCLAIN,CODY",2
17:52,"GOOD 3PTR by MCDONOUGH,SEAN",61 (+20),,41,,SEWANEE 61-41 (+20),,"GOOD 3PTR by MCDONOUGH,SEAN",2
--,"ASSIST  by WARLICK,JORDAN",,,,,,,"ASSIST  by WARLICK,JORDAN",2
17:36,,,,,"MISS JUMPER by GRUBB,CAVIN",,,"MISS JUMPER by GRUBB,CAVIN",2
--,"REBOUND DEF by KNOX,JOEY",,,,,,,"REBOUND DEF by KNOX,JOEY",2
17:27,"GOOD JUMPER by WARLICK,JORDAN(in the paint)",63 (+22),,41,,SEWANEE 63-41 (+22),,"GOOD JUMPER by WARLICK,JORDAN(in the paint)",2
17:20,,63 (+20),,43,"GOOD JUMPER by GULLION,KENTON(in the paint)",JOHNSON 63-43 (+20),,"GOOD JUMPER by GULLION,KENTON(in the paint)",2
17:20,"GOOD JUMPER by LEE,MATT(in the paint)",65 (+22),,43,,SEWANEE 65-43 (+22),,"GOOD JUMPER by LEE,MATT(in the paint)",2
17:20,,,,,SUB IN by 0,,,SUB IN by 0,2
17:20,,,,,SUB OUT by 0,,,SUB OUT by 0,2
17:13,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
17:13,,65 (+21),,44,"GOOD FT by GILPIN,TAYLOR",JOHNSON 65-44 (+21),,"GOOD FT by GILPIN,TAYLOR",2
17:13,,65 (+20),,45,"GOOD FT by GILPIN,TAYLOR",JOHNSON 65-45 (+20),,"GOOD FT by GILPIN,TAYLOR",2
16:52,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,"REBOUND OFF by KNOX,JOEY",,,,,,,"REBOUND OFF by KNOX,JOEY",2
16:41,,,,,"FOUL  by MCCLAIN,CODY",,,"FOUL  by MCCLAIN,CODY",2
16:41,"GOOD FT by WARLICK,JORDAN",66 (+21),,45,,SEWANEE 66-45 (+21),,"GOOD FT by WARLICK,JORDAN",2
16:41,"MISS FT by WARLICK,JORDAN",,,,,,,"MISS FT by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by BLAYLOCK,JAKE",,,"REBOUND DEF by BLAYLOCK,JAKE",2
16:41,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
16:41,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
16:41,,,,,SUB IN by 0,,,SUB IN by 0,2
16:41,,,,,"SUB OUT by MCCLAIN,CODY",,,"SUB OUT by MCCLAIN,CODY",2
16:37,,66 (+19),,47,"GOOD JUMPER by GILPIN,TAYLOR(in the paint)",JOHNSON 66-47 (+19),,"GOOD JUMPER by GILPIN,TAYLOR(in the paint)",2
16:08,"MISS JUMPER by MCDONOUGH,SEAN",,,,,,,"MISS JUMPER by MCDONOUGH,SEAN",2
--,"REBOUND OFF by CRUMLY,JONNY",,,,,,,"REBOUND OFF by CRUMLY,JONNY",2
15:58,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,"REBOUND DEF by JONES,COBY",,,"REBOUND DEF by JONES,COBY",2
15:48,,,,,"TURNOVER  by JONES,COBY",,,"TURNOVER  by JONES,COBY",2
15:48,SUB IN by 0,,,,,,,SUB IN by 0,2
15:48,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
15:48,,,,,"SUB IN by FIELDER,DWAYNE",,,"SUB IN by FIELDER,DWAYNE",2
15:48,,,,,"SUB OUT by JONES,COBY",,,"SUB OUT by JONES,COBY",2
15:21,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,"REBOUND OFF by MCDONOUGH,SEAN",,,,,,,"REBOUND OFF by MCDONOUGH,SEAN",2
15:11,"GOOD 3PTR by WARLICK,JORDAN",69 (+22),,47,,SEWANEE 69-47 (+22),,"GOOD 3PTR by WARLICK,JORDAN",2
--,"ASSIST  by STARR,RYAN",,,,,,,"ASSIST  by STARR,RYAN",2
14:55,,,,,"MISS JUMPER by GRUBB,CAVIN",,,"MISS JUMPER by GRUBB,CAVIN",2
--,"REBOUND DEF by CRUMLY,JONNY",,,,,,,"REBOUND DEF by CRUMLY,JONNY",2
14:48,"GOOD JUMPER by SMITH,LUKE(in the paint)",71 (+24),,47,,SEWANEE 71-47 (+24),,"GOOD JUMPER by SMITH,LUKE(in the paint)",2
14:38,,,,,"MISS JUMPER by GILPIN,TAYLOR",,,"MISS JUMPER by GILPIN,TAYLOR",2
--,,,,,"REBOUND OFF by GULLION,KENTON",,,"REBOUND OFF by GULLION,KENTON",2
14:35,,,,,"MISS JUMPER by GULLION,KENTON",,,"MISS JUMPER by GULLION,KENTON",2
--,"REBOUND DEF by CRUMLY,JONNY",,,,,,,"REBOUND DEF by CRUMLY,JONNY",2
14:15,"GOOD 3PTR by MCDONOUGH,SEAN",74 (+27),,47,,SEWANEE 74-47 (+27),,"GOOD 3PTR by MCDONOUGH,SEAN",2
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",2
13:06,,,,,"SUB IN by MCCLAIN,CODY",,,"SUB IN by MCCLAIN,CODY",2
13:06,,,,,"SUB IN by ESTACIO,ESTIVEN",,,"SUB IN by ESTACIO,ESTIVEN",2
13:06,,,,,"SUB OUT by GILPIN,TAYLOR",,,"SUB OUT by GILPIN,TAYLOR",2
13:06,,,,,"SUB OUT by GULLION,KENTON",,,"SUB OUT by GULLION,KENTON",2
13:02,,,,,"MISS JUMPER by ESTACIO,ESTIVEN",,,"MISS JUMPER by ESTACIO,ESTIVEN",2
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",2
12:37,"TURNOVER  by MCDONOUGH,SEAN",,,,,,,"TURNOVER  by MCDONOUGH,SEAN",2
12:32,,,,,"SUB IN by JONES,COBY",,,"SUB IN by JONES,COBY",2
12:32,,,,,SUB OUT by 0,,,SUB OUT by 0,2
12:31,,,,,"MISS JUMPER by MCCLAIN,CODY",,,"MISS JUMPER by MCCLAIN,CODY",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
12:22,"SUB IN by CALDWELL,CAM",,,,,,,"SUB IN by CALDWELL,CAM",2
12:22,SUB OUT by 0,,,,,,,SUB OUT by 0,2
12:18,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
12:18,,,,,"MISS JUMPER by ESTACIO,ESTIVEN",,,"MISS JUMPER by ESTACIO,ESTIVEN",2
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",2
12:13,"MISS JUMPER by CRUMLY,JONNY",,,,,,,"MISS JUMPER by CRUMLY,JONNY",2
--,,,,,"REBOUND DEF by ESTACIO,ESTIVEN",,,"REBOUND DEF by ESTACIO,ESTIVEN",2
12:01,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
12:01,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
12:01,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
12:01,,,,,"SUB IN by GILPIN,TAYLOR",,,"SUB IN by GILPIN,TAYLOR",2
12:01,,,,,"SUB IN by GULLION,KENTON",,,"SUB IN by GULLION,KENTON",2
12:01,,,,,SUB OUT by 0,,,SUB OUT by 0,2
12:01,,,,,"SUB OUT by FIELDER,DWAYNE",,,"SUB OUT by FIELDER,DWAYNE",2
11:44,,,,,"MISS JUMPER by ESTACIO,ESTIVEN",,,"MISS JUMPER by ESTACIO,ESTIVEN",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
11:28,,,,,"FOUL  by GULLION,KENTON",,,"FOUL  by GULLION,KENTON",2
11:28,"GOOD FT by STARR,RYAN",75 (+28),,47,,SEWANEE 75-47 (+28),,"GOOD FT by STARR,RYAN",2
11:28,"GOOD FT by STARR,RYAN",76 (+29),,47,,SEWANEE 76-47 (+29),,"GOOD FT by STARR,RYAN",2
11:21,,76 (+27),,49,"GOOD JUMPER by JONES,COBY(in the paint)",JOHNSON 76-49 (+27),,"GOOD JUMPER by JONES,COBY(in the paint)",2
--,,,,,"ASSIST  by GILPIN,TAYLOR",,,"ASSIST  by GILPIN,TAYLOR",2
11:02,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND DEF by ESTACIO,ESTIVEN",,,"REBOUND DEF by ESTACIO,ESTIVEN",2
10:53,,,,,"MISS 3PTR by JONES,COBY",,,"MISS 3PTR by JONES,COBY",2
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",2
10:47,"FOUL  by STARR,RYAN",,,,,,,"FOUL  by STARR,RYAN",2
10:47,SUB IN by 0,,,,,,,SUB IN by 0,2
10:47,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",2
10:40,,76 (+25),,51,"GOOD JUMPER by JONES,COBY(in the paint)",JOHNSON 76-51 (+25),,"GOOD JUMPER by JONES,COBY(in the paint)",2
10:10,"MISS JUMPER by LEE,MATT",,,,,,,"MISS JUMPER by LEE,MATT",2
--,"REBOUND OFF by CRUMLY,JONNY",,,,,,,"REBOUND OFF by CRUMLY,JONNY",2
10:04,"GOOD JUMPER by SMITH,LUKE(in the paint)",78 (+27),,51,,SEWANEE 78-51 (+27),,"GOOD JUMPER by SMITH,LUKE(in the paint)",2
09:43,,,,,"TURNOVER  by GILPIN,TAYLOR",,,"TURNOVER  by GILPIN,TAYLOR",2
09:43,"STEAL  by STARR,RYAN",,,,,,,"STEAL  by STARR,RYAN",2
09:23,"MISS JUMPER by CALDWELL,CAM",,,,,,,"MISS JUMPER by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by GULLION,KENTON",,,"REBOUND DEF by GULLION,KENTON",2
09:16,,,,,"MISS 3PTR by GILPIN,TAYLOR",,,"MISS 3PTR by GILPIN,TAYLOR",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
08:47,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,"REBOUND OFF by CRUMLY,JONNY",,,,,,,"REBOUND OFF by CRUMLY,JONNY",2
08:44,,,,,"FOUL  by GULLION,KENTON",,,"FOUL  by GULLION,KENTON",2
08:44,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
08:44,"GOOD FT by CALDWELL,CAM",79 (+28),,51,,SEWANEE 79-51 (+28),,"GOOD FT by CALDWELL,CAM",2
08:44,,,,,"SUB IN by MASHBURN,ORION",,,"SUB IN by MASHBURN,ORION",2
08:44,,,,,SUB IN by 0,,,SUB IN by 0,2
08:44,,,,,"SUB IN by CRESSWELL,TAYLOR",,,"SUB IN by CRESSWELL,TAYLOR",2
08:44,,,,,"SUB IN by WILSON,MANCER",,,"SUB IN by WILSON,MANCER",2
08:44,,,,,SUB IN by 0,,,SUB IN by 0,2
08:44,,,,,"SUB OUT by GILPIN,TAYLOR",,,"SUB OUT by GILPIN,TAYLOR",2
08:44,,,,,"SUB OUT by GULLION,KENTON",,,"SUB OUT by GULLION,KENTON",2
08:44,,,,,"SUB OUT by JONES,COBY",,,"SUB OUT by JONES,COBY",2
08:44,,,,,"SUB OUT by MCCLAIN,CODY",,,"SUB OUT by MCCLAIN,CODY",2
08:44,,,,,"SUB OUT by ESTACIO,ESTIVEN",,,"SUB OUT by ESTACIO,ESTIVEN",2
08:37,,,,,"MISS JUMPER by WILSON,MANCER",,,"MISS JUMPER by WILSON,MANCER",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
08:05,"GOOD 3PTR by SMITH,LUKE",82 (+31),,51,,SEWANEE 82-51 (+31),,"GOOD 3PTR by SMITH,LUKE",2
07:54,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
07:54,SUB OUT by 0,,,,,,,SUB OUT by 0,2
07:52,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
07:52,,82 (+30),,52,"GOOD FT by MASHBURN,ORION",JOHNSON 82-52 (+30),,"GOOD FT by MASHBURN,ORION",2
07:52,,82 (+29),,53,"GOOD FT by MASHBURN,ORION",JOHNSON 82-53 (+29),,"GOOD FT by MASHBURN,ORION",2
07:52,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
07:52,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
07:52,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
07:52,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
07:22,"GOOD 3PTR by LEE,MATT",85 (+32),,53,,SEWANEE 85-53 (+32),,"GOOD 3PTR by LEE,MATT",2
07:11,,,,,"MISS JUMPER by CRESSWELL,TAYLOR",,,"MISS JUMPER by CRESSWELL,TAYLOR",2
--,"REBOUND DEF by HEITZENRATER,ANDREW",,,,,,,"REBOUND DEF by HEITZENRATER,ANDREW",2
06:52,"GOOD 3PTR by HEITZENRATER,ANDREW",88 (+35),,53,,SEWANEE 88-53 (+35),,"GOOD 3PTR by HEITZENRATER,ANDREW",2
--,"ASSIST  by STARR,RYAN",,,,,,,"ASSIST  by STARR,RYAN",2
06:40,,,,,"TURNOVER  by CODY,KURRY",,,"TURNOVER  by CODY,KURRY",2
06:40,SUB IN by 0,,,,,,,SUB IN by 0,2
06:40,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
06:40,SUB IN by 0,,,,,,,SUB IN by 0,2
06:40,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
06:40,SUB OUT by 0,,,,,,,SUB OUT by 0,2
06:40,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
06:40,,,,,SUB IN by 0,,,SUB IN by 0,2
06:40,,,,,SUB OUT by 0,,,SUB OUT by 0,2
06:27,"GOOD 3PTR by HEITZENRATER,ANDREW",91 (+38),,53,,SEWANEE 91-53 (+38),,"GOOD 3PTR by HEITZENRATER,ANDREW",2
--,"ASSIST  by STARR,RYAN",,,,,,,"ASSIST  by STARR,RYAN",2
06:14,,,,,"MISS JUMPER by LECROY,JOSH",,,"MISS JUMPER by LECROY,JOSH",2
--,"REBOUND DEF by HEITZENRATER,ANDREW",,,,,,,"REBOUND DEF by HEITZENRATER,ANDREW",2
06:02,"TURNOVER  by HOLLOWAY,JACK",,,,,,,"TURNOVER  by HOLLOWAY,JACK",2
06:02,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
06:02,"SUB OUT by MCDONOUGH,SEAN",,,,,,,"SUB OUT by MCDONOUGH,SEAN",2
05:51,,,,,"MISS JUMPER by CODY,KURRY",,,"MISS JUMPER by CODY,KURRY",2
--,"REBOUND DEF by STARR,RYAN",,,,,,,"REBOUND DEF by STARR,RYAN",2
05:51,"BLOCK  by HOLLOWAY,JACK",,,,,,,"BLOCK  by HOLLOWAY,JACK",2
05:33,"GOOD JUMPER by JOHNSON,DAVID(in the paint)",93 (+40),,53,,SEWANEE 93-53 (+40),,"GOOD JUMPER by JOHNSON,DAVID(in the paint)",2
05:30,,,,,"FOUL  by MASHBURN,ORION",,,"FOUL  by MASHBURN,ORION",2
05:28,"GOOD FT by JOHNSON,DAVID",94 (+41),,53,,SEWANEE 94-53 (+41),,"GOOD FT by JOHNSON,DAVID",2
05:28,,,,,"MISS JUMPER by CRESSWELL,TAYLOR",,,"MISS JUMPER by CRESSWELL,TAYLOR",2
--,"REBOUND DEF by HOLLOWAY,JACK",,,,,,,"REBOUND DEF by HOLLOWAY,JACK",2
05:25,"MISS 3PTR by STARR,RYAN",,,,,,,"MISS 3PTR by STARR,RYAN",2
--,,,,,"REBOUND DEF by CODY,KURRY",,,"REBOUND DEF by CODY,KURRY",2
05:16,,94 (+38),,56,"GOOD 3PTR by WILSON,MANCER",JOHNSON 94-56 (+38),,"GOOD 3PTR by WILSON,MANCER",2
--,,,,,"ASSIST  by CODY,KURRY",,,"ASSIST  by CODY,KURRY",2
04:51,"GOOD JUMPER by HOLLOWAY,JACK(in the paint)",96 (+40),,56,,SEWANEE 96-56 (+40),,"GOOD JUMPER by HOLLOWAY,JACK(in the paint)",2
04:35,,96 (+38),,58,"GOOD JUMPER by LECROY,JOSH(in the paint)",JOHNSON 96-58 (+38),,"GOOD JUMPER by LECROY,JOSH(in the paint)",2
04:21,"GOOD 3PTR by PERRY,GRANT",99 (+41),,58,,SEWANEE 99-58 (+41),,"GOOD 3PTR by PERRY,GRANT",2
--,"ASSIST  by HOLLOWAY,JACK",,,,,,,"ASSIST  by HOLLOWAY,JACK",2
04:05,SUB IN by 0,,,,,,,SUB IN by 0,2
04:05,SUB OUT by 0,,,,,,,SUB OUT by 0,2
03:49,,99 (+39),,60,"GOOD JUMPER by MASHBURN,ORION(in the paint)",JOHNSON 99-60 (+39),,"GOOD JUMPER by MASHBURN,ORION(in the paint)",2
03:49,"FOUL  by HEITZENRATER,ANDREW",,,,,,,"FOUL  by HEITZENRATER,ANDREW",2
03:49,,99 (+38),,61,"GOOD FT by MASHBURN,ORION",JOHNSON 99-61 (+38),,"GOOD FT by MASHBURN,ORION",2
03:34,"TURNOVER  by PERRY,GRANT",,,,,,,"TURNOVER  by PERRY,GRANT",2
03:34,,,,,"STEAL  by MASHBURN,ORION",,,"STEAL  by MASHBURN,ORION",2
03:28,,99 (+36),,63,"GOOD JUMPER by LECROY,JOSH(in the paint)",JOHNSON 99-63 (+36),,"GOOD JUMPER by LECROY,JOSH(in the paint)",2
03:04,"GOOD JUMPER by HEITZENRATER,ANDREW",101 (+38),,63,,SEWANEE 101-63 (+38),,"GOOD JUMPER by HEITZENRATER,ANDREW",2
--,"ASSIST  by HOLLOWAY,JACK",,,,,,,"ASSIST  by HOLLOWAY,JACK",2
02:55,,,,,"TURNOVER  by LECROY,JOSH",,,"TURNOVER  by LECROY,JOSH",2
02:55,SUB IN by 0,,,,,,,SUB IN by 0,2
02:55,"SUB IN by GARWOOD,MACKIE",,,,,,,"SUB IN by GARWOOD,MACKIE",2
02:55,"SUB OUT by HEITZENRATER,ANDREW",,,,,,,"SUB OUT by HEITZENRATER,ANDREW",2
02:55,"SUB OUT by JOHNSON,DAVID",,,,,,,"SUB OUT by JOHNSON,DAVID",2
02:41,"MISS 3PTR by PERRY,GRANT",,,,,,,"MISS 3PTR by PERRY,GRANT",2
--,,,,,"REBOUND DEF by LECROY,JOSH",,,"REBOUND DEF by LECROY,JOSH",2
02:34,,,,,"MISS JUMPER by WILSON,MANCER",,,"MISS JUMPER by WILSON,MANCER",2
--,"REBOUND DEF by STINSON,COLE",,,,,,,"REBOUND DEF by STINSON,COLE",2
02:25,"MISS 3PTR by STINSON,COLE",,,,,,,"MISS 3PTR by STINSON,COLE",2
--,,,,,"REBOUND DEF by MASHBURN,ORION",,,"REBOUND DEF by MASHBURN,ORION",2
02:18,,101 (+36),,65,"GOOD JUMPER by MASHBURN,ORION(in the paint)",JOHNSON 101-65 (+36),,"GOOD JUMPER by MASHBURN,ORION(in the paint)",2
01:59,"MISS 3PTR by PERRY,GRANT",,,,,,,"MISS 3PTR by PERRY,GRANT",2
--,,,,,"REBOUND DEF by LECROY,JOSH",,,"REBOUND DEF by LECROY,JOSH",2
01:52,"FOUL  by STINSON,COLE",,,,,,,"FOUL  by STINSON,COLE",2
01:52,,101 (+35),,66,"GOOD FT by LECROY,JOSH",JOHNSON 101-66 (+35),,"GOOD FT by LECROY,JOSH",2
01:52,,101 (+34),,67,"GOOD FT by LECROY,JOSH",JOHNSON 101-67 (+34),,"GOOD FT by LECROY,JOSH",2
01:52,,,,,"SUB IN by WILSON,MANCER",,,"SUB IN by WILSON,MANCER",2
01:52,,,,,SUB IN by 0,,,SUB IN by 0,2
01:52,,,,,SUB OUT by 0,,,SUB OUT by 0,2
01:52,,,,,"SUB OUT by WILSON,MANCER",,,"SUB OUT by WILSON,MANCER",2
01:40,"MISS 3PTR by KRAUS,HAYDEN",,,,,,,"MISS 3PTR by KRAUS,HAYDEN",2
--,"REBOUND OFF by PERRY,GRANT",,,,,,,"REBOUND OFF by PERRY,GRANT",2
01:33,"GOOD JUMPER by HOLLOWAY,JACK(in the paint)",103 (+36),,67,,SEWANEE 103-67 (+36),,"GOOD JUMPER by HOLLOWAY,JACK(in the paint)",2
--,"ASSIST  by KRAUS,HAYDEN",,,,,,,"ASSIST  by KRAUS,HAYDEN",2
01:21,,103 (+34),,69,"GOOD JUMPER by LECROY,JOSH(in the paint)",JOHNSON 103-69 (+34),,"GOOD JUMPER by LECROY,JOSH(in the paint)",2
01:11,,,,,"FOUL  by LECROY,JOSH",,,"FOUL  by LECROY,JOSH",2
01:04,"MISS JUMPER by PERRY,GRANT",,,,,,,"MISS JUMPER by PERRY,GRANT",2
--,"REBOUND OFF by HOLLOWAY,JACK",,,,,,,"REBOUND OFF by HOLLOWAY,JACK",2
01:02,"MISS JUMPER by HOLLOWAY,JACK",,,,,,,"MISS JUMPER by HOLLOWAY,JACK",2
--,,,,,"REBOUND DEF by CRESSWELL,TAYLOR",,,"REBOUND DEF by CRESSWELL,TAYLOR",2
00:57,,,,,"TURNOVER  by MASHBURN,ORION",,,"TURNOVER  by MASHBURN,ORION",2
00:57,"STEAL  by PERRY,GRANT",,,,,,,"STEAL  by PERRY,GRANT",2
00:20,"TURNOVER  by GARWOOD,MACKIE",,,,,,,"TURNOVER  by GARWOOD,MACKIE",2
00:06,,,,,"MISS JUMPER by LECROY,JOSH",,,"MISS JUMPER by LECROY,JOSH",2
--,,,,,"REBOUND OFF by CRESSWELL,TAYLOR",,,"REBOUND OFF by CRESSWELL,TAYLOR",2
00:04,,103 (+32),,71,"GOOD JUMPER by CRESSWELL,TAYLOR(in the paint)",JOHNSON 103-71 (+32),,"GOOD JUMPER by CRESSWELL,TAYLOR(in the paint)",2
