Time Remaining,CENTRE-M,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
14:28,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
14:28,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
14:28,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
14:28,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
14:17,"MISS 3PTR by WALKER,ART",,,,,,,"MISS 3PTR by WALKER,ART",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
14:15,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
14:15,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
14:15,,,,,"SUB IN by LEE,MATT",,,"SUB IN by LEE,MATT",1
14:15,,,,,"SUB OUT by CRUMLY,JONNY",,,"SUB OUT by CRUMLY,JONNY",1
14:05,,6,,9 (+3),"GOOD LAYUP by SMITH,LUKE(in the paint)",SEWANEE 6-9 (+3),,"GOOD LAYUP by SMITH,LUKE(in the paint)",1
--,,,,,"ASSIST  by BARRY,MICHAEL",,,"ASSIST  by BARRY,MICHAEL",1
13:48,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",1
13:34,,6,,12 (+6),"GOOD 3PTR by BARRY,MICHAEL",SEWANEE 6-12 (+6),,"GOOD 3PTR by BARRY,MICHAEL",1
--,,,,,"ASSIST  by SMITH,LUKE",,,"ASSIST  by SMITH,LUKE",1
13:17,"TURNOVER  by BATES,JACOB",,,,,,,"TURNOVER  by BATES,JACOB",1
13:17,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
13:17,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
13:17,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
13:03,,6,,14 (+8),"GOOD LAYUP by SMITH,LUKE(in the paint)",SEWANEE 6-14 (+8),,"GOOD LAYUP by SMITH,LUKE(in the paint)",1
--,,,,,"ASSIST  by BARRY,MICHAEL",,,"ASSIST  by BARRY,MICHAEL",1
12:32,"GOOD 3PTR by CRUMP,DAWSON",9,,14 (+5),,CENTRE-M 9-14 (+5),,"GOOD 3PTR by CRUMP,DAWSON",1
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",1
12:28,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
12:28,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
12:12,"FOUL  by CRUMP,DAWSON",,,,,,,"FOUL  by CRUMP,DAWSON",1
12:04,,9,,17 (+8),"GOOD 3PTR by SMITH,LUKE",SEWANEE 9-17 (+8),,"GOOD 3PTR by SMITH,LUKE",1
--,,,,,"ASSIST  by BARRY,MICHAEL",,,"ASSIST  by BARRY,MICHAEL",1
11:45,"MISS JUMPER by CRUMP,DAWSON",,,,,,,"MISS JUMPER by CRUMP,DAWSON",1
11:45,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",1
--,,,,,"REBOUND DEF by SMITH,LUKE",,,"REBOUND DEF by SMITH,LUKE",1
11:41,,,,,"TURNOVER  by WARLICK,JORDAN",,,"TURNOVER  by WARLICK,JORDAN",1
11:41,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
11:41,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",1
11:41,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
11:41,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
11:41,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
11:41,,,,,"SUB IN by KNOX,JOEY",,,"SUB IN by KNOX,JOEY",1
11:41,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
11:41,,,,,"SUB OUT by WARLICK,JORDAN",,,"SUB OUT by WARLICK,JORDAN",1
11:41,,,,,"SUB OUT by BARRY,MICHAEL",,,"SUB OUT by BARRY,MICHAEL",1
11:26,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",1
11:15,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",1
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",1
10:49,,,,,"TURNOVER  by BUESCHER,HUNTER",,,"TURNOVER  by BUESCHER,HUNTER",1
10:48,"STEAL  by AYERS,PERRY",,,,,,,"STEAL  by AYERS,PERRY",1
10:46,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",11,,17 (+6),,CENTRE-M 11-17 (+6),,"GOOD LAYUP by AYERS,PERRY(fastbreak)(in the paint)",1
10:20,,11,,20 (+9),"GOOD 3PTR by KNOX,JOEY",SEWANEE 11-20 (+9),,"GOOD 3PTR by KNOX,JOEY",1
--,,,,,"ASSIST  by LEE,MATT",,,"ASSIST  by LEE,MATT",1
10:03,"MISS JUMPER by SINE,TUCKER",,,,,,,"MISS JUMPER by SINE,TUCKER",1
10:03,,,,,"BLOCK  by SMITH,LUKE",,,"BLOCK  by SMITH,LUKE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
10:03,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
10:03,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
10:03,,,,,"SUB IN by HOLLOWAY,JACK",,,"SUB IN by HOLLOWAY,JACK",1
10:03,,,,,"SUB OUT by LEE,MATT",,,"SUB OUT by LEE,MATT",1
09:51,"GOOD JUMPER by SPITZER,JAKOB",13,,20 (+7),,CENTRE-M 13-20 (+7),,"GOOD JUMPER by SPITZER,JAKOB",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
09:23,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",1
09:16,"GOOD 3PTR by SINE,TUCKER",16,,20 (+4),,CENTRE-M 16-20 (+4),,"GOOD 3PTR by SINE,TUCKER",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
08:43,"FOUL  by SPITZER,JAKOB",,,,,,,"FOUL  by SPITZER,JAKOB",1
08:43,,16,,21 (+5),"GOOD FT by CALDWELL,CAM",SEWANEE 16-21 (+5),,"GOOD FT by CALDWELL,CAM",1
08:43,,,,,"MISS FT by CALDWELL,CAM",,,"MISS FT by CALDWELL,CAM",1
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",1
08:43,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
08:43,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
08:43,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
08:43,"SUB OUT by SPITZER,JAKOB",,,,,,,"SUB OUT by SPITZER,JAKOB",1
08:43,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",1
08:43,,,,,"SUB IN by LEE,MATT",,,"SUB IN by LEE,MATT",1
08:43,,,,,"SUB OUT by HOLLOWAY,JACK",,,"SUB OUT by HOLLOWAY,JACK",1
08:43,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",1
08:23,"MISS 3PTR by AYERS,PERRY",,,,,,,"MISS 3PTR by AYERS,PERRY",1
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",1
07:55,,,,,"MISS JUMPER by LEE,MATT",,,"MISS JUMPER by LEE,MATT",1
07:55,"BLOCK  by BATES,JACOB",,,,,,,"BLOCK  by BATES,JACOB",1
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",1
07:52,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",1
07:52,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,1
07:52,"SUB IN by WALKER,ART",,,,,,,"SUB IN by WALKER,ART",1
07:52,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
07:52,,,,,"SUB IN by SMITH,LUKE",,,"SUB IN by SMITH,LUKE",1
07:52,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
07:36,"GOOD JUMPER by AYERS,PERRY(in the paint)",18,,21 (+3),,CENTRE-M 18-21 (+3),,"GOOD JUMPER by AYERS,PERRY(in the paint)",1
07:26,"FOUL  by WALKER,ART",,,,,,,"FOUL  by WALKER,ART",1
07:26,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",1
07:26,"SUB OUT by WALKER,ART",,,,,,,"SUB OUT by WALKER,ART",1
07:09,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",1
07:08,"STEAL  by SINE,TUCKER",,,,,,,"STEAL  by SINE,TUCKER",1
06:51,"MISS JUMPER by GRIFFIN,JAROD",,,,,,,"MISS JUMPER by GRIFFIN,JAROD",1
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",1
06:31,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",1
06:31,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
06:31,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
06:20,,18,,23 (+5),"GOOD LAYUP by SMITH,LUKE(in the paint)",SEWANEE 18-23 (+5),,"GOOD LAYUP by SMITH,LUKE(in the paint)",1
06:03,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",1
--,"REBOUND OFF by GRIFFIN,JAROD",,,,,,,"REBOUND OFF by GRIFFIN,JAROD",1
05:41,"MISS 3PTR by BATES,JACOB",,,,,,,"MISS 3PTR by BATES,JACOB",1
--,"REBOUND OFF by RAKES,BAILEY",,,,,,,"REBOUND OFF by RAKES,BAILEY",1
05:33,,,,,"FOUL  by LEE,MATT",,,"FOUL  by LEE,MATT",1
05:33,"GOOD FT by BATES,JACOB",19,,23 (+4),,CENTRE-M 19-23 (+4),,"GOOD FT by BATES,JACOB",1
05:33,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",1
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",1
05:33,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
05:33,"SUB OUT by RAKES,BAILEY",,,,,,,"SUB OUT by RAKES,BAILEY",1
05:33,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",1
05:33,,,,,"SUB OUT by KNOX,JOEY",,,"SUB OUT by KNOX,JOEY",1
05:17,,,,,"MISS 3PTR by STARR,RYAN",,,"MISS 3PTR by STARR,RYAN",1
--,"REBOUND DEF by AYERS,PERRY",,,,,,,"REBOUND DEF by AYERS,PERRY",1
05:06,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",1
--,,,,,"REBOUND DEF by LEE,MATT",,,"REBOUND DEF by LEE,MATT",1
04:50,"FOUL  by AYERS,PERRY",,,,,,,"FOUL  by AYERS,PERRY",1
04:50,,19,,24 (+5),"GOOD FT by CALDWELL,CAM",SEWANEE 19-24 (+5),,"GOOD FT by CALDWELL,CAM",1
04:50,,19,,25 (+6),"GOOD FT by CALDWELL,CAM",SEWANEE 19-25 (+6),,"GOOD FT by CALDWELL,CAM",1
04:50,,,,,"SUB IN by BARRY,MICHAEL",,,"SUB IN by BARRY,MICHAEL",1
04:50,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",1
04:33,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",1
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",1
04:15,,,,,"MISS 3PTR by SMITH,LUKE",,,"MISS 3PTR by SMITH,LUKE",1
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",1
04:05,"GOOD 3PTR by CRUMP,DAWSON",22,,25 (+3),,CENTRE-M 22-25 (+3),,"GOOD 3PTR by CRUMP,DAWSON",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
03:40,,,,,"MISS JUMPER by LEE,MATT",,,"MISS JUMPER by LEE,MATT",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
03:30,"TURNOVER  by CRUMP,DAWSON",,,,,,,"TURNOVER  by CRUMP,DAWSON",1
03:29,,,,,"STEAL  by BARRY,MICHAEL",,,"STEAL  by BARRY,MICHAEL",1
03:27,,22,,27 (+5),"GOOD LAYUP by BARRY,MICHAEL(fastbreak)(in the paint)",SEWANEE 22-27 (+5),,"GOOD LAYUP by BARRY,MICHAEL(fastbreak)(in the paint)",1
03:08,"GOOD 3PTR by BATES,JACOB",25,,27 (+2),,CENTRE-M 25-27 (+2),,"GOOD 3PTR by BATES,JACOB",1
02:45,,,,,"TURNOVER  by CALDWELL,CAM",,,"TURNOVER  by CALDWELL,CAM",1
02:44,"STEAL  by CRUMP,DAWSON",,,,,,,"STEAL  by CRUMP,DAWSON",1
02:30,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",1
--,,,,,"REBOUND DEF by WARLICK,JORDAN",,,"REBOUND DEF by WARLICK,JORDAN",1
02:15,,,,,"MISS JUMPER by SMITH,LUKE",,,"MISS JUMPER by SMITH,LUKE",1
--,"REBOUND DEF by BATES,JACOB",,,,,,,"REBOUND DEF by BATES,JACOB",1
02:07,"GOOD 3PTR by GRIFFIN,JAROD",28 (+1),,27,,CENTRE-M 28-27 (-1),,"GOOD 3PTR by GRIFFIN,JAROD",1
--,"ASSIST  by AYERS,PERRY",,,,,,,"ASSIST  by AYERS,PERRY",1
01:56,"FOUL  by GRIFFIN,JAROD",,,,,,,"FOUL  by GRIFFIN,JAROD",1
01:56,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,1
01:56,,28,,28,"GOOD FT by BARRY,MICHAEL",SEWANEE 28-28 (0),,"GOOD FT by BARRY,MICHAEL",1
01:56,,28,,29 (+1),"GOOD FT by BARRY,MICHAEL",SEWANEE 28-29 (+1),,"GOOD FT by BARRY,MICHAEL",1
01:56,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",1
01:56,"SUB IN by RAKES,BAILEY",,,,,,,"SUB IN by RAKES,BAILEY",1
01:56,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
01:56,"SUB OUT by CRUMP,DAWSON",,,,,,,"SUB OUT by CRUMP,DAWSON",1
01:43,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",1
01:43,,,,,"BLOCK  by BARRY,MICHAEL",,,"BLOCK  by BARRY,MICHAEL",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:31,"GOOD JUMPER by AYERS,PERRY(in the paint)",30 (+1),,29,,CENTRE-M 30-29 (-1),,"GOOD JUMPER by AYERS,PERRY(in the paint)",1
--,"ASSIST  by GRIFFIN,JAROD",,,,,,,"ASSIST  by GRIFFIN,JAROD",1
01:04,,30,,32 (+2),"GOOD 3PTR by BARRY,MICHAEL",SEWANEE 30-32 (+2),,"GOOD 3PTR by BARRY,MICHAEL",1
--,,,,,"ASSIST  by LEE,MATT",,,"ASSIST  by LEE,MATT",1
00:47,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",1
00:47,,,,,"BLOCK  by CALDWELL,CAM",,,"BLOCK  by CALDWELL,CAM",1
--,,,,,"REBOUND DEF by SMITH,LUKE",,,"REBOUND DEF by SMITH,LUKE",1
00:41,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:41,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
00:41,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
00:41,"SUB IN by CRUMP,DAWSON",,,,,,,"SUB IN by CRUMP,DAWSON",1
00:41,"SUB OUT by AYERS,PERRY",,,,,,,"SUB OUT by AYERS,PERRY",1
00:41,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
00:41,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",1
00:23,"FOUL  by PURVIS,KC",,,,,,,"FOUL  by PURVIS,KC",1
00:23,,30,,33 (+3),"GOOD FT by SMITH,LUKE",SEWANEE 30-33 (+3),,"GOOD FT by SMITH,LUKE",1
00:23,,30,,34 (+4),"GOOD FT by SMITH,LUKE",SEWANEE 30-34 (+4),,"GOOD FT by SMITH,LUKE",1
00:23,"SUB IN by AYERS,PERRY",,,,,,,"SUB IN by AYERS,PERRY",1
00:23,"SUB IN by BATES,JACOB",,,,,,,"SUB IN by BATES,JACOB",1
00:23,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
00:23,"SUB OUT by PURVIS,KC",,,,,,,"SUB OUT by PURVIS,KC",1
00:23,,,,,"SUB IN by STARR,RYAN",,,"SUB IN by STARR,RYAN",1
00:23,,,,,"SUB OUT by SMITH,LUKE",,,"SUB OUT by SMITH,LUKE",1
00:05,,,,,"FOUL  by LEE,MATT",,,"FOUL  by LEE,MATT",1
00:05,"MISS FT by BATES,JACOB",,,,,,,"MISS FT by BATES,JACOB",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:05,"GOOD FT by BATES,JACOB",31,,34 (+3),,CENTRE-M 31-34 (+3),,"GOOD FT by BATES,JACOB",1
00:05,"SUB IN by PURVIS,KC",,,,,,,"SUB IN by PURVIS,KC",1
00:05,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",1
00:05,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",1
00:05,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",1
00:05,,,,,"SUB IN by SMITH,LUKE",,,"SUB IN by SMITH,LUKE",1
00:05,,,,,"SUB OUT by STARR,RYAN",,,"SUB OUT by STARR,RYAN",1
00:01,,,,,"MISS 3PTR by SMITH,LUKE",,,"MISS 3PTR by SMITH,LUKE",1
--,"REBOUND DEF by RAKES,BAILEY",,,,,,,"REBOUND DEF by RAKES,BAILEY",1
20:00,,,,,"SUB IN by WARLICK,JORDAN",,,"SUB IN by WARLICK,JORDAN",2
20:00,,,,,"SUB OUT by JOHNSON,DAVID",,,"SUB OUT by JOHNSON,DAVID",2
19:41,,31,,37 (+6),"GOOD 3PTR by WARLICK,JORDAN",SEWANEE 31-37 (+6),,"GOOD 3PTR by WARLICK,JORDAN",2
--,,,,,"ASSIST  by LEE,MATT",,,"ASSIST  by LEE,MATT",2
19:08,"MISS JUMPER by BATES,JACOB",,,,,,,"MISS JUMPER by BATES,JACOB",2
--,,,,,"REBOUND DEF by CALDWELL,CAM",,,"REBOUND DEF by CALDWELL,CAM",2
18:48,,31,,39 (+8),"GOOD JUMPER by CALDWELL,CAM(in the paint)",SEWANEE 31-39 (+8),,"GOOD JUMPER by CALDWELL,CAM(in the paint)",2
18:23,"MISS JUMPER by AYERS,PERRY",,,,,,,"MISS JUMPER by AYERS,PERRY",2
--,"REBOUND OFF by AYERS,PERRY",,,,,,,"REBOUND OFF by AYERS,PERRY",2
18:19,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",2
18:18,,,,,"STEAL  by CALDWELL,CAM",,,"STEAL  by CALDWELL,CAM",2
18:13,"FOUL  by SINE,TUCKER",,,,,,,"FOUL  by SINE,TUCKER",2
18:13,,31,,40 (+9),"GOOD FT by WARLICK,JORDAN",SEWANEE 31-40 (+9),,"GOOD FT by WARLICK,JORDAN",2
18:13,,31,,41 (+10),"GOOD FT by WARLICK,JORDAN",SEWANEE 31-41 (+10),,"GOOD FT by WARLICK,JORDAN",2
18:13,"SUB IN by SPITZER,JAKOB",,,,,,,"SUB IN by SPITZER,JAKOB",2
18:13,"SUB OUT by BATES,JACOB",,,,,,,"SUB OUT by BATES,JACOB",2
17:57,"GOOD JUMPER by WALKER,ART",33,,41 (+8),,CENTRE-M 33-41 (+8),,"GOOD JUMPER by WALKER,ART",2
17:40,,33,,44 (+11),"GOOD 3PTR by CALDWELL,CAM",SEWANEE 33-44 (+11),,"GOOD 3PTR by CALDWELL,CAM",2
17:18,"MISS JUMPER by RAKES,BAILEY",,,,,,,"MISS JUMPER by RAKES,BAILEY",2
--,"REBOUND OFF by SPITZER,JAKOB",,,,,,,"REBOUND OFF by SPITZER,JAKOB",2
17:16,,,,,"FOUL  by WARLICK,JORDAN",,,"FOUL  by WARLICK,JORDAN",2
17:00,"GOOD JUMPER by SPITZER,JAKOB",35,,44 (+9),,CENTRE-M 35-44 (+9),,"GOOD JUMPER by SPITZER,JAKOB",2
--,"ASSIST  by RAKES,BAILEY",,,,,,,"ASSIST  by RAKES,BAILEY",2
16:45,,35,,46 (+11),"GOOD LAYUP by SMITH,LUKE(in the paint)",SEWANEE 35-46 (+11),,"GOOD LAYUP by SMITH,LUKE(in the paint)",2
--,,,,,"ASSIST  by CALDWELL,CAM",,,"ASSIST  by CALDWELL,CAM",2
16:30,"TURNOVER  by AYERS,PERRY",,,,,,,"TURNOVER  by AYERS,PERRY",2
16:30,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
