Time Remaining,SEWANEE,Away Team Score,Play Team Indicator,Home Team Score,LIP,Game Score,Team Indicator,Play,Period
01:32,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",1
01:32,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",1
01:32,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",1
01:32,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",1
01:32,,,,,"SUB IN by ASADULLAH,AHSAN",,,"SUB IN by ASADULLAH,AHSAN",1
01:32,,,,,"SUB OUT by ROSE,MATT",,,"SUB OUT by ROSE,MATT",1
01:24,"GOOD 3PTR by HEITZENRATER,ANDREW",21,,39 (+18),,SEWANEE 21-39 (-18),,"GOOD 3PTR by HEITZENRATER,ANDREW",1
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",1
01:08,,21,,41 (+20),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",LIP 21-41 (-20),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",1
--,,,,,"ASSIST  by BUCKLAND,MICHAEL",,,"ASSIST  by BUCKLAND,MICHAEL",1
00:40,"TURNOVER  by HEITZENRATER,ANDREW",,,,,,,"TURNOVER  by HEITZENRATER,ANDREW",1
00:39,,,,,"STEAL  by FLEMING,ANDREW",,,"STEAL  by FLEMING,ANDREW",1
00:33,,21,,44 (+23),"GOOD 3PTR by WOLFE,JAKE",LIP 21-44 (-23),,"GOOD 3PTR by WOLFE,JAKE",1
--,,,,,"ASSIST  by FLEMING,ANDREW",,,"ASSIST  by FLEMING,ANDREW",1
00:04,"MISS LAYUP by SMITH,LUKE",,,,,,,"MISS LAYUP by SMITH,LUKE",1
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",1
19:52,"MISS 3PTR by LEE,MATT",,,,,,,"MISS 3PTR by LEE,MATT",2
--,,,,,"REBOUND DEF by COOPER,KENNY",,,"REBOUND DEF by COOPER,KENNY",2
19:41,"FOUL  by CRUMLY,JONNY",,,,,,,"FOUL  by CRUMLY,JONNY",2
19:40,,,,,"TURNOVER  by PEPPER,ELI",,,"TURNOVER  by PEPPER,ELI",2
19:39,"STEAL  by SMITH,LUKE",,,,,,,"STEAL  by SMITH,LUKE",2
19:36,"MISS LAYUP by SMITH,LUKE",,,,,,,"MISS LAYUP by SMITH,LUKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
19:35,,,,,"FOUL  by COOPER,KENNY",,,"FOUL  by COOPER,KENNY",2
19:34,"TURNOVER  by CRUMLY,JONNY",,,,,,,"TURNOVER  by CRUMLY,JONNY",2
19:33,,,,,"STEAL  by COOPER,KENNY",,,"STEAL  by COOPER,KENNY",2
19:32,,21,,46 (+25),"GOOD LAYUP by COOPER,KENNY(fastbreak)(in the paint)",LIP 21-46 (-25),,"GOOD LAYUP by COOPER,KENNY(fastbreak)(in the paint)",2
19:14,"GOOD LAYUP by CALDWELL,CAM(in the paint)",23,,46 (+23),,SEWANEE 23-46 (-23),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
19:00,,23,,48 (+25),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",LIP 23-48 (-25),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,,,,,"ASSIST  by PEPPER,ELI",,,"ASSIST  by PEPPER,ELI",2
18:26,"GOOD 3PTR by LEE,MATT",26,,48 (+22),,SEWANEE 26-48 (-22),,"GOOD 3PTR by LEE,MATT",2
--,"ASSIST  by SMITH,LUKE",,,,,,,"ASSIST  by SMITH,LUKE",2
18:13,,,,,"MISS 3PTR by BUCKLAND,MICHAEL",,,"MISS 3PTR by BUCKLAND,MICHAEL",2
--,,,,,"REBOUND OFF by ASADULLAH,AHSAN",,,"REBOUND OFF by ASADULLAH,AHSAN",2
18:09,,,,,"TURNOVER  by ASADULLAH,AHSAN",,,"TURNOVER  by ASADULLAH,AHSAN",2
17:51,"MISS JUMPER by LEE,MATT",,,,,,,"MISS JUMPER by LEE,MATT",2
--,,,,,"REBOUND DEF by COOPER,KENNY",,,"REBOUND DEF by COOPER,KENNY",2
17:37,,26,,50 (+24),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",LIP 26-50 (-24),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,,,,,"ASSIST  by BUCKLAND,MICHAEL",,,"ASSIST  by BUCKLAND,MICHAEL",2
17:25,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,"REBOUND OFF by CALDWELL,CAM",,,,,,,"REBOUND OFF by CALDWELL,CAM",2
17:20,,,,,"FOUL  by PEPPER,ELI",,,"FOUL  by PEPPER,ELI",2
17:20,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:20,"GOOD FT by CALDWELL,CAM",27,,50 (+23),,SEWANEE 27-50 (-23),,"GOOD FT by CALDWELL,CAM",2
17:20,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
17:20,"SUB OUT by CRUMLY,JONNY",,,,,,,"SUB OUT by CRUMLY,JONNY",2
17:20,,,,,"SUB IN by ROSE,MATT",,,"SUB IN by ROSE,MATT",2
17:20,,,,,"SUB IN by MORAN,NATHAN",,,"SUB IN by MORAN,NATHAN",2
17:20,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",2
17:20,,,,,"SUB OUT by ASADULLAH,AHSAN",,,"SUB OUT by ASADULLAH,AHSAN",2
17:11,"FOUL  by BUESCHER,HUNTER",,,,,,,"FOUL  by BUESCHER,HUNTER",2
17:10,,,,,"MISS 3PTR by MORAN,NATHAN",,,"MISS 3PTR by MORAN,NATHAN",2
--,"REBOUND DEF by CALDWELL,CAM",,,,,,,"REBOUND DEF by CALDWELL,CAM",2
16:58,"MISS 3PTR by BUESCHER,HUNTER",,,,,,,"MISS 3PTR by BUESCHER,HUNTER",2
--,,,,,"REBOUND DEF by PEPPER,ELI",,,"REBOUND DEF by PEPPER,ELI",2
16:47,,27,,52 (+25),"GOOD LAYUP by BUCKLAND,MICHAEL(in the paint)",LIP 27-52 (-25),,"GOOD LAYUP by BUCKLAND,MICHAEL(in the paint)",2
16:30,"MISS 3PTR by LEE,MATT",,,,,,,"MISS 3PTR by LEE,MATT",2
--,,,,,"REBOUND DEF by PEPPER,ELI",,,"REBOUND DEF by PEPPER,ELI",2
16:20,,27,,54 (+27),"GOOD JUMPER by COOPER,KENNY",LIP 27-54 (-27),,"GOOD JUMPER by COOPER,KENNY",2
16:01,,,,,"FOUL  by COOPER,KENNY",,,"FOUL  by COOPER,KENNY",2
16:01,,,,,"SUB IN by MATHEWS,GARRISON",,,"SUB IN by MATHEWS,GARRISON",2
16:01,,,,,"SUB IN by WOLFE,JAKE",,,"SUB IN by WOLFE,JAKE",2
16:01,,,,,"SUB IN by ASADULLAH,AHSAN",,,"SUB IN by ASADULLAH,AHSAN",2
16:01,,,,,"SUB IN by JONES,GREG",,,"SUB IN by JONES,GREG",2
16:01,,,,,"SUB OUT by PEPPER,ELI",,,"SUB OUT by PEPPER,ELI",2
16:01,,,,,"SUB OUT by COOPER,KENNY",,,"SUB OUT by COOPER,KENNY",2
16:01,,,,,"SUB OUT by ROSE,MATT",,,"SUB OUT by ROSE,MATT",2
16:01,,,,,"SUB OUT by BUCKLAND,MICHAEL",,,"SUB OUT by BUCKLAND,MICHAEL",2
15:52,"TURNOVER  by LEE,MATT",,,,,,,"TURNOVER  by LEE,MATT",2
15:52,,,,,"STEAL  by WOLFE,JAKE",,,"STEAL  by WOLFE,JAKE",2
15:52,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
15:52,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
15:44,,,,,"MISS 3PTR by JONES,GREG",,,"MISS 3PTR by JONES,GREG",2
--,"REBOUND DEF by SMITH,LUKE",,,,,,,"REBOUND DEF by SMITH,LUKE",2
15:28,"FOUL  by HOLLOWAY,JACK",,,,,,,"FOUL  by HOLLOWAY,JACK",2
15:28,"TURNOVER  by HOLLOWAY,JACK",,,,,,,"TURNOVER  by HOLLOWAY,JACK",2
15:18,,,,,"TURNOVER  by MORAN,NATHAN",,,"TURNOVER  by MORAN,NATHAN",2
15:18,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
15:18,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
15:04,"GOOD LAYUP by LEE,MATT(in the paint)",29,,54 (+25),,SEWANEE 29-54 (-25),,"GOOD LAYUP by LEE,MATT(in the paint)",2
--,"ASSIST  by HOLLOWAY,JACK",,,,,,,"ASSIST  by HOLLOWAY,JACK",2
14:57,"FOUL  by WARLICK,JORDAN",,,,,,,"FOUL  by WARLICK,JORDAN",2
14:57,,29,,55 (+26),"GOOD FT by MATHEWS,GARRISON",LIP 29-55 (-26),,"GOOD FT by MATHEWS,GARRISON",2
14:57,,29,,56 (+27),"GOOD FT by MATHEWS,GARRISON",LIP 29-56 (-27),,"GOOD FT by MATHEWS,GARRISON",2
14:57,,29,,57 (+28),"GOOD FT by MATHEWS,GARRISON",LIP 29-57 (-28),,"GOOD FT by MATHEWS,GARRISON",2
14:48,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by MATHEWS,GARRISON",,,"REBOUND DEF by MATHEWS,GARRISON",2
14:38,,29,,59 (+30),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",LIP 29-59 (-30),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,,,,,"ASSIST  by MATHEWS,GARRISON",,,"ASSIST  by MATHEWS,GARRISON",2
14:24,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",2
14:24,,,,,"SUB IN by FLEMING,ANDREW",,,"SUB IN by FLEMING,ANDREW",2
14:24,,,,,"SUB IN by BUCKLAND,MICHAEL",,,"SUB IN by BUCKLAND,MICHAEL",2
14:24,,,,,"SUB OUT by WOLFE,JAKE",,,"SUB OUT by WOLFE,JAKE",2
14:24,,,,,"SUB OUT by MORAN,NATHAN",,,"SUB OUT by MORAN,NATHAN",2
14:24,,,,,"SUB OUT by JONES,GREG",,,"SUB OUT by JONES,GREG",2
14:12,,,,,"FOUL  by COOPER,KENNY",,,"FOUL  by COOPER,KENNY",2
14:12,"MISS FT by LEE,MATT",,,,,,,"MISS FT by LEE,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:12,"MISS FT by LEE,MATT",,,,,,,"MISS FT by LEE,MATT",2
--,"REBOUND OFF by WARLICK,JORDAN",,,,,,,"REBOUND OFF by WARLICK,JORDAN",2
14:04,,,,,"FOUL  by COOPER,KENNY",,,"FOUL  by COOPER,KENNY",2
14:04,,,,,"SUB IN by PEPPER,ELI",,,"SUB IN by PEPPER,ELI",2
14:04,,,,,"SUB IN by JONES,ALEX",,,"SUB IN by JONES,ALEX",2
14:04,,,,,"SUB OUT by COOPER,KENNY",,,"SUB OUT by COOPER,KENNY",2
14:04,,,,,"SUB OUT by ASADULLAH,AHSAN",,,"SUB OUT by ASADULLAH,AHSAN",2
14:01,,,,,"FOUL  by JONES,ALEX",,,"FOUL  by JONES,ALEX",2
13:58,,,,,"FOUL  by FLEMING,ANDREW",,,"FOUL  by FLEMING,ANDREW",2
13:58,"GOOD FT by SMITH,LUKE",30,,59 (+29),,SEWANEE 30-59 (-29),,"GOOD FT by SMITH,LUKE",2
13:58,"GOOD FT by SMITH,LUKE",31,,59 (+28),,SEWANEE 31-59 (-28),,"GOOD FT by SMITH,LUKE",2
13:58,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
13:58,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
13:50,"FOUL  by HOLLOWAY,JACK",,,,,,,"FOUL  by HOLLOWAY,JACK",2
13:37,,31,,62 (+31),"GOOD 3PTR by MATHEWS,GARRISON",LIP 31-62 (-31),,"GOOD 3PTR by MATHEWS,GARRISON",2
--,,,,,"ASSIST  by BUCKLAND,MICHAEL",,,"ASSIST  by BUCKLAND,MICHAEL",2
13:19,"GOOD LAYUP by CALDWELL,CAM(in the paint)",33,,62 (+29),,SEWANEE 33-62 (-29),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,"ASSIST  by HOLLOWAY,JACK",,,,,,,"ASSIST  by HOLLOWAY,JACK",2
13:07,,,,,"TURNOVER  by FLEMING,ANDREW",,,"TURNOVER  by FLEMING,ANDREW",2
13:05,"STEAL  by CALDWELL,CAM",,,,,,,"STEAL  by CALDWELL,CAM",2
12:54,"MISS 3PTR by WARLICK,JORDAN",,,,,,,"MISS 3PTR by WARLICK,JORDAN",2
--,,,,,"REBOUND DEF by FLEMING,ANDREW",,,"REBOUND DEF by FLEMING,ANDREW",2
12:39,,,,,"TURNOVER  by JONES,ALEX",,,"TURNOVER  by JONES,ALEX",2
12:24,"GOOD 3PTR by SMITH,LUKE",36,,62 (+26),,SEWANEE 36-62 (-26),,"GOOD 3PTR by SMITH,LUKE",2
--,"ASSIST  by KNOX,JOEY",,,,,,,"ASSIST  by KNOX,JOEY",2
12:12,,36,,64 (+28),"GOOD LAYUP by PEPPER,ELI(in the paint)",LIP 36-64 (-28),,"GOOD LAYUP by PEPPER,ELI(in the paint)",2
11:59,,,,,"FOUL  by BUCKLAND,MICHAEL",,,"FOUL  by BUCKLAND,MICHAEL",2
11:59,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
11:59,"GOOD FT by SMITH,LUKE",37,,64 (+27),,SEWANEE 37-64 (-27),,"GOOD FT by SMITH,LUKE",2
11:59,"MISS FT by SMITH,LUKE",,,,,,,"MISS FT by SMITH,LUKE",2
--,,,,,"REBOUND DEF by WOLFE,JAKE",,,"REBOUND DEF by WOLFE,JAKE",2
11:59,"SUB IN by HEITZENRATER,ANDREW",,,,,,,"SUB IN by HEITZENRATER,ANDREW",2
11:59,"SUB IN by LEE,MATT",,,,,,,"SUB IN by LEE,MATT",2
11:59,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",2
11:59,"SUB OUT by KNOX,JOEY",,,,,,,"SUB OUT by KNOX,JOEY",2
11:59,,,,,"SUB IN by ROSE,MATT",,,"SUB IN by ROSE,MATT",2
11:59,,,,,"SUB IN by WOLFE,JAKE",,,"SUB IN by WOLFE,JAKE",2
11:59,,,,,"SUB IN by MORAN,NATHAN",,,"SUB IN by MORAN,NATHAN",2
11:59,,,,,"SUB IN by ASADULLAH,AHSAN",,,"SUB IN by ASADULLAH,AHSAN",2
11:59,,,,,"SUB IN by JONES,GREG",,,"SUB IN by JONES,GREG",2
11:59,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",2
11:59,,,,,"SUB OUT by PEPPER,ELI",,,"SUB OUT by PEPPER,ELI",2
11:59,,,,,"SUB OUT by FLEMING,ANDREW",,,"SUB OUT by FLEMING,ANDREW",2
11:59,,,,,"SUB OUT by JONES,ALEX",,,"SUB OUT by JONES,ALEX",2
11:59,,,,,"SUB OUT by BUCKLAND,MICHAEL",,,"SUB OUT by BUCKLAND,MICHAEL",2
11:44,,37,,66 (+29),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",LIP 37-66 (-29),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,,,,,"ASSIST  by MORAN,NATHAN",,,"ASSIST  by MORAN,NATHAN",2
11:44,"FOUL  by HEITZENRATER,ANDREW",,,,,,,"FOUL  by HEITZENRATER,ANDREW",2
11:44,,37,,67 (+30),"GOOD FT by ASADULLAH,AHSAN",LIP 37-67 (-30),,"GOOD FT by ASADULLAH,AHSAN",2
11:44,"SUB IN by BUESCHER,HUNTER",,,,,,,"SUB IN by BUESCHER,HUNTER",2
11:44,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
11:24,"TURNOVER  by WARLICK,JORDAN",,,,,,,"TURNOVER  by WARLICK,JORDAN",2
11:23,,,,,"STEAL  by ASADULLAH,AHSAN",,,"STEAL  by ASADULLAH,AHSAN",2
11:21,,37,,69 (+32),"GOOD LAYUP by JONES,GREG(fastbreak)(in the paint)",LIP 37-69 (-32),,"GOOD LAYUP by JONES,GREG(fastbreak)(in the paint)",2
11:04,"MISS 3PTR by CALDWELL,CAM",,,,,,,"MISS 3PTR by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
10:47,,37,,72 (+35),"GOOD 3PTR by MORAN,NATHAN",LIP 37-72 (-35),,"GOOD 3PTR by MORAN,NATHAN",2
--,,,,,"ASSIST  by WOLFE,JAKE",,,"ASSIST  by WOLFE,JAKE",2
10:31,"GOOD LAYUP by CALDWELL,CAM(in the paint)",39,,72 (+33),,SEWANEE 39-72 (-33),,"GOOD LAYUP by CALDWELL,CAM(in the paint)",2
--,"ASSIST  by BUESCHER,HUNTER",,,,,,,"ASSIST  by BUESCHER,HUNTER",2
10:20,,,,,"MISS JUMPER by ROSE,MATT",,,"MISS JUMPER by ROSE,MATT",2
--,,,,,"REBOUND OFF by ASADULLAH,AHSAN",,,"REBOUND OFF by ASADULLAH,AHSAN",2
10:06,,39,,74 (+35),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",LIP 39-74 (-35),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,,,,,"ASSIST  by JONES,GREG",,,"ASSIST  by JONES,GREG",2
09:52,,,,,"SUB IN by MATHEWS,GARRISON",,,"SUB IN by MATHEWS,GARRISON",2
09:52,,,,,"SUB IN by PEPPER,ELI",,,"SUB IN by PEPPER,ELI",2
09:52,,,,,"SUB OUT by ROSE,MATT",,,"SUB OUT by ROSE,MATT",2
09:52,,,,,"SUB OUT by ASADULLAH,AHSAN",,,"SUB OUT by ASADULLAH,AHSAN",2
09:46,,,,,"FOUL  by JONES,GREG",,,"FOUL  by JONES,GREG",2
09:46,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:46,"MISS FT by CALDWELL,CAM",,,,,,,"MISS FT by CALDWELL,CAM",2
--,,,,,"REBOUND DEF by PEPPER,ELI",,,"REBOUND DEF by PEPPER,ELI",2
09:46,"SUB IN by SMITH,LUKE",,,,,,,"SUB IN by SMITH,LUKE",2
09:46,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
09:46,,,,,"SUB IN by COOPER,KENNY",,,"SUB IN by COOPER,KENNY",2
09:46,,,,,"SUB IN by BUCKLAND,MICHAEL",,,"SUB IN by BUCKLAND,MICHAEL",2
09:46,,,,,"SUB OUT by MORAN,NATHAN",,,"SUB OUT by MORAN,NATHAN",2
09:46,,,,,"SUB OUT by JONES,GREG",,,"SUB OUT by JONES,GREG",2
09:36,"FOUL  by LEE,MATT",,,,,,,"FOUL  by LEE,MATT",2
09:36,,,,,"MISS FT by PEPPER,ELI",,,"MISS FT by PEPPER,ELI",2
--,"REBOUND DEF by BUESCHER,HUNTER",,,,,,,"REBOUND DEF by BUESCHER,HUNTER",2
09:36,"SUB IN by HOLLOWAY,JACK",,,,,,,"SUB IN by HOLLOWAY,JACK",2
09:36,"SUB OUT by LEE,MATT",,,,,,,"SUB OUT by LEE,MATT",2
09:30,"FOUL  by HOLLOWAY,JACK",,,,,,,"FOUL  by HOLLOWAY,JACK",2
09:30,"TURNOVER  by HOLLOWAY,JACK",,,,,,,"TURNOVER  by HOLLOWAY,JACK",2
09:30,,,,,"SUB IN by MERRITT,JOHN MATT",,,"SUB IN by MERRITT,JOHN MATT",2
09:30,,,,,"SUB OUT by WOLFE,JAKE",,,"SUB OUT by WOLFE,JAKE",2
09:22,,,,,"MISS JUMPER by BUCKLAND,MICHAEL",,,"MISS JUMPER by BUCKLAND,MICHAEL",2
--,,,,,"REBOUND OFF by PEPPER,ELI",,,"REBOUND OFF by PEPPER,ELI",2
09:17,,,,,"TURNOVER  by PEPPER,ELI",,,"TURNOVER  by PEPPER,ELI",2
09:15,"STEAL  by BUESCHER,HUNTER",,,,,,,"STEAL  by BUESCHER,HUNTER",2
08:52,"MISS 3PTR by SMITH,LUKE",,,,,,,"MISS 3PTR by SMITH,LUKE",2
--,,,,,"REBOUND DEF by COOPER,KENNY",,,"REBOUND DEF by COOPER,KENNY",2
08:34,,,,,"TURNOVER  by MATHEWS,GARRISON",,,"TURNOVER  by MATHEWS,GARRISON",2
08:32,"STEAL  by CALDWELL,CAM",,,,,,,"STEAL  by CALDWELL,CAM",2
08:29,"TURNOVER  by BUESCHER,HUNTER",,,,,,,"TURNOVER  by BUESCHER,HUNTER",2
08:28,,,,,"STEAL  by COOPER,KENNY",,,"STEAL  by COOPER,KENNY",2
08:23,,39,,76 (+37),"GOOD LAYUP by MERRITT,JOHN MATT(fastbreak)(in the paint)",LIP 39-76 (-37),,"GOOD LAYUP by MERRITT,JOHN MATT(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by BUCKLAND,MICHAEL",,,"ASSIST  by BUCKLAND,MICHAEL",2
07:52,"MISS 3PTR by HEITZENRATER,ANDREW",,,,,,,"MISS 3PTR by HEITZENRATER,ANDREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
07:49,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
07:49,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
07:49,"SUB IN by WARLICK,JORDAN",,,,,,,"SUB IN by WARLICK,JORDAN",2
07:49,"SUB OUT by BUESCHER,HUNTER",,,,,,,"SUB OUT by BUESCHER,HUNTER",2
07:49,,,,,"SUB IN by FLEMING,ANDREW",,,"SUB IN by FLEMING,ANDREW",2
07:49,,,,,"SUB IN by JONES,ALEX",,,"SUB IN by JONES,ALEX",2
07:49,,,,,"SUB IN by ASADULLAH,AHSAN",,,"SUB IN by ASADULLAH,AHSAN",2
07:49,,,,,"SUB OUT by PEPPER,ELI",,,"SUB OUT by PEPPER,ELI",2
07:49,,,,,"SUB OUT by COOPER,KENNY",,,"SUB OUT by COOPER,KENNY",2
07:49,,,,,"SUB OUT by BUCKLAND,MICHAEL",,,"SUB OUT by BUCKLAND,MICHAEL",2
07:38,,,,,"MISS 3PTR by MATHEWS,GARRISON",,,"MISS 3PTR by MATHEWS,GARRISON",2
--,,,,,"REBOUND OFF by ASADULLAH,AHSAN",,,"REBOUND OFF by ASADULLAH,AHSAN",2
07:33,"FOUL  by SMITH,LUKE",,,,,,,"FOUL  by SMITH,LUKE",2
07:33,,39,,77 (+38),"GOOD FT by ASADULLAH,AHSAN",LIP 39-77 (-38),,"GOOD FT by ASADULLAH,AHSAN",2
07:33,,39,,78 (+39),"GOOD FT by ASADULLAH,AHSAN",LIP 39-78 (-39),,"GOOD FT by ASADULLAH,AHSAN",2
07:24,"TURNOVER  by HOLLOWAY,JACK",,,,,,,"TURNOVER  by HOLLOWAY,JACK",2
07:12,,39,,80 (+41),"GOOD LAYUP by MATHEWS,GARRISON(in the paint)",LIP 39-80 (-41),,"GOOD LAYUP by MATHEWS,GARRISON(in the paint)",2
07:12,"FOUL  by HEITZENRATER,ANDREW",,,,,,,"FOUL  by HEITZENRATER,ANDREW",2
07:12,,39,,81 (+42),"GOOD FT by MATHEWS,GARRISON",LIP 39-81 (-42),,"GOOD FT by MATHEWS,GARRISON",2
07:12,"SUB IN by JOHNSON,DAVID",,,,,,,"SUB IN by JOHNSON,DAVID",2
07:12,"SUB IN by KNOX,JOEY",,,,,,,"SUB IN by KNOX,JOEY",2
07:12,"SUB IN by CRUMLY,JONNY",,,,,,,"SUB IN by CRUMLY,JONNY",2
07:12,"SUB IN by MCDONOUGH,SEAN",,,,,,,"SUB IN by MCDONOUGH,SEAN",2
07:12,"SUB IN by STARR,RYAN",,,,,,,"SUB IN by STARR,RYAN",2
07:12,"SUB OUT by HEITZENRATER,ANDREW",,,,,,,"SUB OUT by HEITZENRATER,ANDREW",2
07:12,"SUB OUT by HOLLOWAY,JACK",,,,,,,"SUB OUT by HOLLOWAY,JACK",2
07:12,"SUB OUT by WARLICK,JORDAN",,,,,,,"SUB OUT by WARLICK,JORDAN",2
07:12,"SUB OUT by CALDWELL,CAM",,,,,,,"SUB OUT by CALDWELL,CAM",2
07:12,"SUB OUT by SMITH,LUKE",,,,,,,"SUB OUT by SMITH,LUKE",2
07:12,,,,,"SUB IN by ROSE,MATT",,,"SUB IN by ROSE,MATT",2
07:12,,,,,"SUB OUT by MATHEWS,GARRISON",,,"SUB OUT by MATHEWS,GARRISON",2
07:02,"GOOD LAYUP by KNOX,JOEY(in the paint)",41,,81 (+40),,SEWANEE 41-81 (-40),,"GOOD LAYUP by KNOX,JOEY(in the paint)",2
--,"ASSIST  by CRUMLY,JONNY",,,,,,,"ASSIST  by CRUMLY,JONNY",2
06:51,,41,,83 (+42),"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",LIP 41-83 (-42),,"GOOD LAYUP by ASADULLAH,AHSAN(in the paint)",2
--,,,,,"ASSIST  by FLEMING,ANDREW",,,"ASSIST  by FLEMING,ANDREW",2
06:28,"MISS 3PTR by KNOX,JOEY",,,,,,,"MISS 3PTR by KNOX,JOEY",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
06:06,,,,,"MISS 3PTR by JONES,ALEX",,,"MISS 3PTR by JONES,ALEX",2
--,,,,,"REBOUND OFF by FLEMING,ANDREW",,,"REBOUND OFF by FLEMING,ANDREW",2
06:03,,41,,85 (+44),"GOOD JUMPER by FLEMING,ANDREW(in the paint)",LIP 41-85 (-44),,"GOOD JUMPER by FLEMING,ANDREW(in the paint)",2
05:50,"MISS 3PTR by MCDONOUGH,SEAN",,,,,,,"MISS 3PTR by MCDONOUGH,SEAN",2
--,,,,,"REBOUND DEF by ASADULLAH,AHSAN",,,"REBOUND DEF by ASADULLAH,AHSAN",2
05:26,,,,,"MISS 3PTR by MERRITT,JOHN MATT",,,"MISS 3PTR by MERRITT,JOHN MATT",2
--,,,,,"REBOUND OFF by ASADULLAH,AHSAN",,,"REBOUND OFF by ASADULLAH,AHSAN",2
05:23,"FOUL  by MCDONOUGH,SEAN",,,,,,,"FOUL  by MCDONOUGH,SEAN",2
05:23,,,,,"MISS FT by ASADULLAH,AHSAN",,,"MISS FT by ASADULLAH,AHSAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
05:23,,41,,86 (+45),"GOOD FT by ASADULLAH,AHSAN",LIP 41-86 (-45),,"GOOD FT by ASADULLAH,AHSAN",2
05:23,,,,,"SUB IN by WOLFE,JAKE",,,"SUB IN by WOLFE,JAKE",2
05:23,,,,,"SUB IN by JONES,GREG",,,"SUB IN by JONES,GREG",2
05:23,,,,,"SUB OUT by ASADULLAH,AHSAN",,,"SUB OUT by ASADULLAH,AHSAN",2
05:23,,,,,"SUB OUT by ROSE,MATT",,,"SUB OUT by ROSE,MATT",2
