Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
01:03,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",1
01:03,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",1
01:03,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",1
01:03,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",1
01:02,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",1
01:02,,31 (+11),,20,"GOOD FT by FERGUSON,TERON",CCM 31-20 (+11),,"GOOD FT by FERGUSON,TERON",1
01:02,,,,,"MISS FT by FERGUSON,TERON",,,"MISS FT by FERGUSON,TERON",1
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",1
00:43,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",1
00:42,,,,,"STEAL  by TURNER,MICAH",,,"STEAL  by TURNER,MICAH",1
00:37,,,,,"MISS LAYUP by TURNER,MICAH",,,"MISS LAYUP by TURNER,MICAH",1
--,,,,,"REBOUND OFF by FERGUSON,TERON",,,"REBOUND OFF by FERGUSON,TERON",1
00:32,,31 (+9),,22,"GOOD DUNK by FERGUSON,TERON(in the paint)",CCM 31-22 (+9),,"GOOD DUNK by FERGUSON,TERON(in the paint)",1
00:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:29,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
00:29,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",1
00:29,,,,,"SUB IN by DELANEY,JAKE",,,"SUB IN by DELANEY,JAKE",1
00:29,,,,,"SUB OUT by PHELPS,BEN",,,"SUB OUT by PHELPS,BEN",1
00:07,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",1
--,,,,,"REBOUND DEF by DELANEY,JAKE",,,"REBOUND DEF by DELANEY,JAKE",1
00:01,,,,,"TURNOVER  by DELANEY,JAKE",,,"TURNOVER  by DELANEY,JAKE",1
20:00,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
20:00,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
20:00,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
20:00,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
20:00,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
20:00,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
20:00,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
20:00,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
20:00,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
20:00,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
20:00,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",2
20:00,,,,,"SUB IN by BELL,ROBBY",,,"SUB IN by BELL,ROBBY",2
20:00,,,,,"SUB IN by FERGUSON,TERON",,,"SUB IN by FERGUSON,TERON",2
20:00,,,,,"SUB IN by TURNER,MICAH",,,"SUB IN by TURNER,MICAH",2
20:00,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",2
20:00,,,,,"SUB OUT by ENGBERS,BRYANT",,,"SUB OUT by ENGBERS,BRYANT",2
20:00,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",2
20:00,,,,,"SUB OUT by BELL,ROBBY",,,"SUB OUT by BELL,ROBBY",2
20:00,,,,,"SUB OUT by TURNER,MICAH",,,"SUB OUT by TURNER,MICAH",2
20:00,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",2
19:50,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
19:21,"MISS 3PTR by HOLLAND,JASON",,,,,,,"MISS 3PTR by HOLLAND,JASON",2
--,"REBOUND OFF by HENRY,COLIN",,,,,,,"REBOUND OFF by HENRY,COLIN",2
19:17,"TURNOVER  by HENRY,COLIN",,,,,,,"TURNOVER  by HENRY,COLIN",2
19:16,,,,,"STEAL  by BELL,ROBBY",,,"STEAL  by BELL,ROBBY",2
19:12,,31 (+7),,24,"GOOD LAYUP by TURNER,MICAH(in the paint)",CCM 31-24 (+7),,"GOOD LAYUP by TURNER,MICAH(in the paint)",2
18:57,"MISS LAYUP by HENRY,COLIN",,,,,,,"MISS LAYUP by HENRY,COLIN",2
--,,,,,"REBOUND DEF by FERGUSON,TERON",,,"REBOUND DEF by FERGUSON,TERON",2
18:50,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
18:50,,31 (+6),,25,"GOOD FT by MCGRIFF,COLTON",CCM 31-25 (+6),,"GOOD FT by MCGRIFF,COLTON",2
18:50,,,,,"MISS FT by MCGRIFF,COLTON",,,"MISS FT by MCGRIFF,COLTON",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
18:50,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
18:50,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
18:27,"GOOD 3PTR by WELCH,ROSS",34 (+9),,25,,BSCM 34-25 (+9),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by AVERY,ALEX",,,,,,,"ASSIST  by AVERY,ALEX",2
18:19,,,,,"MISS LAYUP by TURNER,MICAH",,,"MISS LAYUP by TURNER,MICAH",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
18:17,"FOUL  by WELCH,ROSS",,,,,,,"FOUL  by WELCH,ROSS",2
18:09,,34 (+7),,27,"GOOD JUMPER by MCGRIFF,COLTON",CCM 34-27 (+7),,"GOOD JUMPER by MCGRIFF,COLTON",2
--,,,,,"ASSIST  by FERGUSON,TERON",,,"ASSIST  by FERGUSON,TERON",2
17:44,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,,,,,"REBOUND DEF by FERGUSON,TERON",,,"REBOUND DEF by FERGUSON,TERON",2
17:34,,,,,"TURNOVER  by FERGUSON,TERON",,,"TURNOVER  by FERGUSON,TERON",2
17:33,"STEAL  by SCHAMP,GRIFFIN",,,,,,,"STEAL  by SCHAMP,GRIFFIN",2
17:25,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",36 (+9),,27,,BSCM 36-27 (+9),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,"ASSIST  by WELCH,ROSS",,,,,,,"ASSIST  by WELCH,ROSS",2
17:09,,,,,"MISS 3PTR by MCGRIFF,COLTON",,,"MISS 3PTR by MCGRIFF,COLTON",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
16:54,"GOOD LAYUP by THOMAS,LARRY(in the paint)",38 (+11),,27,,BSCM 38-27 (+11),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
16:54,,,,,"FOUL  by FERGUSON,TERON",,,"FOUL  by FERGUSON,TERON",2
16:54,"GOOD FT by THOMAS,LARRY",39 (+12),,27,,BSCM 39-27 (+12),,"GOOD FT by THOMAS,LARRY",2
16:54,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",2
16:54,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
16:54,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",2
16:54,,,,,"SUB OUT by FERGUSON,TERON",,,"SUB OUT by FERGUSON,TERON",2
16:39,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
16:18,,39 (+10),,29,"GOOD JUMPER by MCGRIFF,COLTON",CCM 39-29 (+10),,"GOOD JUMPER by MCGRIFF,COLTON",2
16:03,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
15:52,,,,,"TURNOVER  by BOYD,CHRIS",,,"TURNOVER  by BOYD,CHRIS",2
15:50,"STEAL  by HOLLE,MASON",,,,,,,"STEAL  by HOLLE,MASON",2
15:31,"MISS JUMPER by SCHAMP,GRIFFIN",,,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
15:26,,,,,"TURNOVER  by BOYD,CHRIS",,,"TURNOVER  by BOYD,CHRIS",2
15:25,"STEAL  by THOMAS,LARRY",,,,,,,"STEAL  by THOMAS,LARRY",2
15:23,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
15:13,,,,,"MISS 3PTR by BELL,ROBBY",,,"MISS 3PTR by BELL,ROBBY",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
15:09,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
15:09,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
15:09,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
15:09,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
15:09,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
15:09,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
15:09,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
15:09,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
15:09,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
15:09,"SUB OUT by HOLLE,MASON",,,,,,,"SUB OUT by HOLLE,MASON",2
15:09,,,,,"SUB IN by PHELPS,BEN",,,"SUB IN by PHELPS,BEN",2
15:09,,,,,"SUB IN by DELANEY,JAKE",,,"SUB IN by DELANEY,JAKE",2
15:09,,,,,"SUB IN by PORTLOCK,WILL",,,"SUB IN by PORTLOCK,WILL",2
15:09,,,,,"SUB OUT by BELL,ROBBY",,,"SUB OUT by BELL,ROBBY",2
15:09,,,,,"SUB OUT by TURNER,MICAH",,,"SUB OUT by TURNER,MICAH",2
15:09,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",2
14:51,,,,,"FOUL  by DELANEY,JAKE",,,"FOUL  by DELANEY,JAKE",2
14:42,"GOOD JUMPER by GALFSKY,ANDER",41 (+12),,29,,BSCM 41-29 (+12),,"GOOD JUMPER by GALFSKY,ANDER",2
14:30,,,,,"TURNOVER  by PHELPS,BEN",,,"TURNOVER  by PHELPS,BEN",2
14:29,"STEAL  by MARSCHNER,BRENDAN",,,,,,,"STEAL  by MARSCHNER,BRENDAN",2
14:27,"GOOD LAYUP by MARSCHNER,BRENDAN(fastbreak)(in the paint)",43 (+14),,29,,BSCM 43-29 (+14),,"GOOD LAYUP by MARSCHNER,BRENDAN(fastbreak)(in the paint)",2
14:06,,43 (+12),,31,"GOOD LAYUP by BOYD,CHRIS(in the paint)",CCM 43-31 (+12),,"GOOD LAYUP by BOYD,CHRIS(in the paint)",2
13:53,"MISS JUMPER by THOM,IAN",,,,,,,"MISS JUMPER by THOM,IAN",2
--,"REBOUND OFF by GALFSKY,ANDER",,,,,,,"REBOUND OFF by GALFSKY,ANDER",2
13:47,"MISS 3PTR by LEWIS,EVAN",,,,,,,"MISS 3PTR by LEWIS,EVAN",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
13:32,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
13:25,,,,,"FOUL  by PHELPS,BEN",,,"FOUL  by PHELPS,BEN",2
13:25,"GOOD FT by THOM,IAN",44 (+13),,31,,BSCM 44-31 (+13),,"GOOD FT by THOM,IAN",2
13:25,"GOOD FT by THOM,IAN",45 (+14),,31,,BSCM 45-31 (+14),,"GOOD FT by THOM,IAN",2
13:25,,,,,"SUB IN by FERGUSON,TERON",,,"SUB IN by FERGUSON,TERON",2
13:25,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
13:20,,,,,"TURNOVER  by PORTLOCK,WILL",,,"TURNOVER  by PORTLOCK,WILL",2
13:20,"STEAL  by LEWIS,EVAN",,,,,,,"STEAL  by LEWIS,EVAN",2
13:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:02,"GOOD LAYUP by GALFSKY,ANDER(in the paint)",47 (+16),,31,,BSCM 47-31 (+16),,"GOOD LAYUP by GALFSKY,ANDER(in the paint)",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
12:30,,,,,"MISS 3PTR by DELANEY,JAKE",,,"MISS 3PTR by DELANEY,JAKE",2
--,"REBOUND DEF by MARSCHNER,BRENDAN",,,,,,,"REBOUND DEF by MARSCHNER,BRENDAN",2
12:21,"MISS 3PTR by MARSCHNER,BRENDAN",,,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"REBOUND DEF by PORTLOCK,WILL",,,"REBOUND DEF by PORTLOCK,WILL",2
12:17,,,,,"SUB IN by BELL,ROBBY",,,"SUB IN by BELL,ROBBY",2
12:17,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",2
12:17,,,,,"SUB IN by TURNER,MICAH",,,"SUB IN by TURNER,MICAH",2
12:17,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",2
12:17,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",2
12:17,,,,,"SUB OUT by PHELPS,BEN",,,"SUB OUT by PHELPS,BEN",2
12:17,,,,,"SUB OUT by DELANEY,JAKE",,,"SUB OUT by DELANEY,JAKE",2
12:17,,,,,"SUB OUT by PORTLOCK,WILL",,,"SUB OUT by PORTLOCK,WILL",2
11:57,,,,,"MISS 3PTR by FRIERSON,NATE",,,"MISS 3PTR by FRIERSON,NATE",2
--,,,,,"REBOUND OFF by FERGUSON,TERON",,,"REBOUND OFF by FERGUSON,TERON",2
11:54,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
11:49,,,,,"MISS 3PTR by BELL,ROBBY",,,"MISS 3PTR by BELL,ROBBY",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
11:31,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
11:30,,,,,"STEAL  by FRIERSON,NATE",,,"STEAL  by FRIERSON,NATE",2
11:07,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,,,,,"REBOUND OFF by FERGUSON,TERON",,,"REBOUND OFF by FERGUSON,TERON",2
11:02,,47 (+14),,33,"GOOD LAYUP by FERGUSON,TERON(in the paint)",CCM 47-33 (+14),,"GOOD LAYUP by FERGUSON,TERON(in the paint)",2
10:51,,,,,"FOUL  by FERGUSON,TERON",,,"FOUL  by FERGUSON,TERON",2
10:51,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
10:51,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
10:51,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
10:51,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
10:51,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
10:51,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
10:51,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
10:51,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
10:51,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
10:51,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
10:48,"GOOD LAYUP by HENRY,COLIN(in the paint)",49 (+16),,33,,BSCM 49-33 (+16),,"GOOD LAYUP by HENRY,COLIN(in the paint)",2
10:27,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
10:27,,49 (+15),,34,"GOOD FT by FRIERSON,NATE",CCM 49-34 (+15),,"GOOD FT by FRIERSON,NATE",2
10:27,,49 (+14),,35,"GOOD FT by FRIERSON,NATE",CCM 49-35 (+14),,"GOOD FT by FRIERSON,NATE",2
10:09,"MISS JUMPER by SCHAMP,GRIFFIN",,,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,"REBOUND OFF by HENRY,COLIN",,,,,,,"REBOUND OFF by HENRY,COLIN",2
10:05,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by HOLLAND,JASON",,,,,,,"REBOUND OFF by HOLLAND,JASON",2
09:52,"GOOD 3PTR by WELCH,ROSS",52 (+17),,35,,BSCM 52-35 (+17),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
09:35,,52 (+15),,37,"GOOD LAYUP by TURNER,MICAH(in the paint)",CCM 52-37 (+15),,"GOOD LAYUP by TURNER,MICAH(in the paint)",2
09:19,"GOOD LAYUP by THOMAS,LARRY(in the paint)",54 (+17),,37,,BSCM 54-37 (+17),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
08:56,,,,,"MISS LAYUP by BOYD,CHRIS",,,"MISS LAYUP by BOYD,CHRIS",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
08:45,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
08:45,"GOOD FT by HENRY,COLIN",55 (+18),,37,,BSCM 55-37 (+18),,"GOOD FT by HENRY,COLIN",2
08:45,"GOOD FT by HENRY,COLIN",56 (+19),,37,,BSCM 56-37 (+19),,"GOOD FT by HENRY,COLIN",2
08:45,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",2
08:45,,,,,"SUB IN by PHELPS,BEN",,,"SUB IN by PHELPS,BEN",2
08:45,,,,,"SUB IN by PORTLOCK,WILL",,,"SUB IN by PORTLOCK,WILL",2
08:45,,,,,"SUB OUT by BELL,ROBBY",,,"SUB OUT by BELL,ROBBY",2
08:45,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
08:45,,,,,"SUB OUT by TURNER,MICAH",,,"SUB OUT by TURNER,MICAH",2
08:31,,56 (+17),,39,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",CCM 56-39 (+17),,"GOOD LAYUP by MCGRIFF,COLTON(in the paint)",2
08:19,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:11,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
08:04,,,,,"FOUL  by MCGRIFF,COLTON",,,"FOUL  by MCGRIFF,COLTON",2
08:04,,,,,"TURNOVER  by MCGRIFF,COLTON",,,"TURNOVER  by MCGRIFF,COLTON",2
07:43,,,,,"FOUL  by MCGRIFF,COLTON",,,"FOUL  by MCGRIFF,COLTON",2
07:43,"GOOD FT by SCHAMP,GRIFFIN",57 (+18),,39,,BSCM 57-39 (+18),,"GOOD FT by SCHAMP,GRIFFIN",2
07:43,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
07:40,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
07:22,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
07:22,,57 (+17),,40,"GOOD FT by PHELPS,BEN",CCM 57-40 (+17),,"GOOD FT by PHELPS,BEN",2
07:22,,57 (+16),,41,"GOOD FT by PHELPS,BEN",CCM 57-41 (+16),,"GOOD FT by PHELPS,BEN",2
07:22,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
07:22,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
07:22,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
07:22,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
07:09,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",2
07:08,,,,,"STEAL  by FERGUSON,TERON",,,"STEAL  by FERGUSON,TERON",2
07:06,,57 (+14),,43,"GOOD LAYUP by FERGUSON,TERON(fastbreak)(in the paint)",CCM 57-43 (+14),,"GOOD LAYUP by FERGUSON,TERON(fastbreak)(in the paint)",2
06:43,"GOOD 3PTR by WELCH,ROSS",60 (+17),,43,,BSCM 60-43 (+17),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by LEWIS,EVAN",,,,,,,"ASSIST  by LEWIS,EVAN",2
06:33,,60 (+15),,45,"GOOD JUMPER by FRIERSON,NATE",CCM 60-45 (+15),,"GOOD JUMPER by FRIERSON,NATE",2
06:32,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:32,"SUB IN by MARSCHNER,BRENDAN",,,,,,,"SUB IN by MARSCHNER,BRENDAN",2
06:32,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
06:32,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",2
06:32,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
06:32,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
06:32,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
06:32,,,,,"SUB IN by DELANEY,JAKE",,,"SUB IN by DELANEY,JAKE",2
06:32,,,,,"SUB IN by TURNER,MICAH",,,"SUB IN by TURNER,MICAH",2
06:32,,,,,"SUB OUT by PHELPS,BEN",,,"SUB OUT by PHELPS,BEN",2
06:32,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",2
05:59,"MISS JUMPER by FREEMAN,SCHYLAR",,,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by FERGUSON,TERON",,,"REBOUND DEF by FERGUSON,TERON",2
05:52,,,,,"MISS 3PTR by MCGRIFF,COLTON",,,"MISS 3PTR by MCGRIFF,COLTON",2
--,"REBOUND DEF by THOM,IAN",,,,,,,"REBOUND DEF by THOM,IAN",2
05:42,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
05:26,,60 (+12),,48,"GOOD 3PTR by DELANEY,JAKE",CCM 60-48 (+12),,"GOOD 3PTR by DELANEY,JAKE",2
--,,,,,"ASSIST  by PORTLOCK,WILL",,,"ASSIST  by PORTLOCK,WILL",2
05:16,,,,,"FOUL  by DELANEY,JAKE",,,"FOUL  by DELANEY,JAKE",2
05:16,"GOOD FT by GALFSKY,ANDER",61 (+13),,48,,BSCM 61-48 (+13),,"GOOD FT by GALFSKY,ANDER",2
05:16,"GOOD FT by GALFSKY,ANDER",62 (+14),,48,,BSCM 62-48 (+14),,"GOOD FT by GALFSKY,ANDER",2
05:01,,62 (+12),,50,"GOOD LAYUP by FERGUSON,TERON(in the paint)",CCM 62-50 (+12),,"GOOD LAYUP by FERGUSON,TERON(in the paint)",2
04:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:28,"MISS 3PTR by MARSCHNER,BRENDAN",,,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,,,,,"REBOUND DEF by FERGUSON,TERON",,,"REBOUND DEF by FERGUSON,TERON",2
04:09,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",2
04:09,,62 (+11),,51,"GOOD FT by MCGRIFF,COLTON",CCM 62-51 (+11),,"GOOD FT by MCGRIFF,COLTON",2
04:09,,62 (+10),,52,"GOOD FT by MCGRIFF,COLTON",CCM 62-52 (+10),,"GOOD FT by MCGRIFF,COLTON",2
04:09,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
04:09,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
04:09,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
04:09,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
04:09,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
04:09,"SUB OUT by MARSCHNER,BRENDAN",,,,,,,"SUB OUT by MARSCHNER,BRENDAN",2
04:09,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
04:09,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
04:09,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",2
04:09,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
04:09,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",2
04:09,,,,,"SUB OUT by PORTLOCK,WILL",,,"SUB OUT by PORTLOCK,WILL",2
03:46,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",64 (+12),,52,,BSCM 64-52 (+12),,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",2
03:27,,64 (+10),,54,"GOOD JUMPER by MCGRIFF,COLTON",CCM 64-54 (+10),,"GOOD JUMPER by MCGRIFF,COLTON",2
03:16,,,,,"FOUL  by DELANEY,JAKE",,,"FOUL  by DELANEY,JAKE",2
