Time Remaining,SAL,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
16:08,,,,,"SUB IN by THORN,IAN",,,"SUB IN by THORN,IAN",1
16:08,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
16:08,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
16:08,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
16:08,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
16:08,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
16:08,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
16:08,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
15:51,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by PORTER,CHARLES",,,,,,,"REBOUND DEF by PORTER,CHARLES",1
15:42,"GOOD LAYUP by WITMER,JUSTIN(fastbreak)(in the paint)",9,,9,,SAL 9-9 (0),,"GOOD LAYUP by WITMER,JUSTIN(fastbreak)(in the paint)",1
15:22,"FOUL  by MILBURN,DOMINIC",,,,,,,"FOUL  by MILBURN,DOMINIC",1
15:22,"SUB IN by JETER,GORDON",,,,,,,"SUB IN by JETER,GORDON",1
15:22,"SUB OUT by SAVERCOOL,KYLE",,,,,,,"SUB OUT by SAVERCOOL,KYLE",1
15:12,,,,,"TURNOVER  by LEWIS,EVAN",,,"TURNOVER  by LEWIS,EVAN",1
14:53,"GOOD JUMPER by MILBURN,DOMINIC(in the paint)",11 (+2),,9,,SAL 11-9 (-2),,"GOOD JUMPER by MILBURN,DOMINIC(in the paint)",1
14:44,"FOUL  by MILBURN,DOMINIC",,,,,,,"FOUL  by MILBURN,DOMINIC",1
14:44,"SUB IN by GILLUM,JACOY",,,,,,,"SUB IN by GILLUM,JACOY",1
14:44,"SUB OUT by MILBURN,DOMINIC",,,,,,,"SUB OUT by MILBURN,DOMINIC",1
14:44,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
14:44,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
14:33,"FOUL  by VIQUEIRA,CHRIS",,,,,,,"FOUL  by VIQUEIRA,CHRIS",1
14:29,,11,,11,"GOOD LAYUP by LEWIS,EVAN(in the paint)",BSC 11-11 (0),,"GOOD LAYUP by LEWIS,EVAN(in the paint)",1
--,,,,,"ASSIST  by HOLLE,MASON",,,"ASSIST  by HOLLE,MASON",1
14:22,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",1
14:22,"GOOD FT by PORTER,CHARLES",12 (+1),,11,,SAL 12-11 (-1),,"GOOD FT by PORTER,CHARLES",1
14:22,"GOOD FT by PORTER,CHARLES",13 (+2),,11,,SAL 13-11 (-2),,"GOOD FT by PORTER,CHARLES",1
14:17,,,,,"TURNOVER  by THORN,IAN",,,"TURNOVER  by THORN,IAN",1
14:16,"STEAL  by WITMER,JUSTIN",,,,,,,"STEAL  by WITMER,JUSTIN",1
13:59,"TURNOVER  by GILLUM,JACOY",,,,,,,"TURNOVER  by GILLUM,JACOY",1
13:59,"FOUL  by GILLUM,JACOY",,,,,,,"FOUL  by GILLUM,JACOY",1
13:59,"SUB IN by WILKERSON,BRANDYN",,,,,,,"SUB IN by WILKERSON,BRANDYN",1
13:59,"SUB OUT by PORTER,CHARLES",,,,,,,"SUB OUT by PORTER,CHARLES",1
13:45,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
13:43,"STEAL  by GILLUM,JACOY",,,,,,,"STEAL  by GILLUM,JACOY",1
13:33,"MISS JUMPER by VIQUEIRA,CHRIS",,,,,,,"MISS JUMPER by VIQUEIRA,CHRIS",1
--,,,,,"REBOUND DEF by THORN,IAN",,,"REBOUND DEF by THORN,IAN",1
13:21,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",1
--,"REBOUND DEF by JETER,GORDON",,,,,,,"REBOUND DEF by JETER,GORDON",1
13:06,"GOOD 3PTR by JETER,GORDON",16 (+5),,11,,SAL 16-11 (-5),,"GOOD 3PTR by JETER,GORDON",1
--,"ASSIST  by WILKERSON,BRANDYN",,,,,,,"ASSIST  by WILKERSON,BRANDYN",1
13:03,"FOUL  by GILLUM,JACOY",,,,,,,"FOUL  by GILLUM,JACOY",1
13:03,"SUB IN by RULAND,LUKE",,,,,,,"SUB IN by RULAND,LUKE",1
13:03,"SUB IN by HARWOOD,TIM",,,,,,,"SUB IN by HARWOOD,TIM",1
13:03,"SUB IN by STRICKLAND,CONOR",,,,,,,"SUB IN by STRICKLAND,CONOR",1
13:03,"SUB OUT by WITMER,JUSTIN",,,,,,,"SUB OUT by WITMER,JUSTIN",1
13:03,"SUB OUT by GILLUM,JACOY",,,,,,,"SUB OUT by GILLUM,JACOY",1
13:03,"SUB OUT by VIQUEIRA,CHRIS",,,,,,,"SUB OUT by VIQUEIRA,CHRIS",1
13:03,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
13:03,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
13:03,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
13:03,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
13:03,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
13:03,,,,,"SUB OUT by THORN,IAN",,,"SUB OUT by THORN,IAN",1
13:03,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
13:03,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
13:03,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
13:03,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
12:46,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",1
12:45,"STEAL  by STRICKLAND,CONOR",,,,,,,"STEAL  by STRICKLAND,CONOR",1
12:41,"MISS LAYUP by WILKERSON,BRANDYN",,,,,,,"MISS LAYUP by WILKERSON,BRANDYN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
12:12,"GOOD JUMPER by RULAND,LUKE(in the paint)",18 (+7),,11,,SAL 18-11 (-7),,"GOOD JUMPER by RULAND,LUKE(in the paint)",1
11:50,,18 (+5),,13,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",BSC 18-13 (-5),,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",1
11:40,"TURNOVER  by JETER,GORDON",,,,,,,"TURNOVER  by JETER,GORDON",1
11:40,"FOUL  by JETER,GORDON",,,,,,,"FOUL  by JETER,GORDON",1
11:40,"SUB IN by SAVERCOOL,KYLE",,,,,,,"SUB IN by SAVERCOOL,KYLE",1
11:40,"SUB OUT by JETER,GORDON",,,,,,,"SUB OUT by JETER,GORDON",1
11:28,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",1
11:25,"STEAL  by STRICKLAND,CONOR",,,,,,,"STEAL  by STRICKLAND,CONOR",1
11:10,"GOOD 3PTR by WILKERSON,BRANDYN",21 (+8),,13,,SAL 21-13 (-8),,"GOOD 3PTR by WILKERSON,BRANDYN",1
10:52,"FOUL  by SAVERCOOL,KYLE",,,,,,,"FOUL  by SAVERCOOL,KYLE",1
10:52,,21 (+7),,14,"GOOD FT by SCHAMP,GRIFFIN",BSC 21-14 (-7),,"GOOD FT by SCHAMP,GRIFFIN",1
10:52,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by RULAND,LUKE",,,,,,,"REBOUND DEF by RULAND,LUKE",1
10:34,"TURNOVER  by WILKERSON,BRANDYN",,,,,,,"TURNOVER  by WILKERSON,BRANDYN",1
10:34,"SUB IN by PORTER,CHARLES",,,,,,,"SUB IN by PORTER,CHARLES",1
10:34,"SUB IN by MILLER,RYAN",,,,,,,"SUB IN by MILLER,RYAN",1
10:34,"SUB IN by JETER,GORDON",,,,,,,"SUB IN by JETER,GORDON",1
10:34,"SUB OUT by RULAND,LUKE",,,,,,,"SUB OUT by RULAND,LUKE",1
10:34,"SUB OUT by SAVERCOOL,KYLE",,,,,,,"SUB OUT by SAVERCOOL,KYLE",1
10:34,"SUB OUT by STRICKLAND,CONOR",,,,,,,"SUB OUT by STRICKLAND,CONOR",1
10:21,,21 (+5),,16,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 21-16 (-5),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",1
09:43,"GOOD 3PTR by HARWOOD,TIM",24 (+8),,16,,SAL 24-16 (-8),,"GOOD 3PTR by HARWOOD,TIM",1
09:22,,24 (+6),,18,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 24-18 (-6),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
08:59,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
08:59,"SUB IN by VIQUEIRA,CHRIS",,,,,,,"SUB IN by VIQUEIRA,CHRIS",1
08:59,"SUB OUT by WILKERSON,BRANDYN",,,,,,,"SUB OUT by WILKERSON,BRANDYN",1
08:45,"MISS 3PTR by PORTER,CHARLES",,,,,,,"MISS 3PTR by PORTER,CHARLES",1
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",1
08:25,,24 (+4),,20,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 24-20 (-4),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
08:10,"SUB IN by RULAND,LUKE",,,,,,,"SUB IN by RULAND,LUKE",1
08:10,"SUB IN by STRICKLAND,CONOR",,,,,,,"SUB IN by STRICKLAND,CONOR",1
08:10,"SUB IN by WITMER,JUSTIN",,,,,,,"SUB IN by WITMER,JUSTIN",1
08:10,"SUB OUT by PORTER,CHARLES",,,,,,,"SUB OUT by PORTER,CHARLES",1
08:10,"SUB OUT by MILLER,RYAN",,,,,,,"SUB OUT by MILLER,RYAN",1
08:10,"SUB OUT by JETER,GORDON",,,,,,,"SUB OUT by JETER,GORDON",1
08:10,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",1
08:10,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",1
08:08,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",1
07:54,"MISS 3PTR by WITMER,JUSTIN",,,,,,,"MISS 3PTR by WITMER,JUSTIN",1
--,,,,,"REBOUND DEF by WELCH,ROSS",,,"REBOUND DEF by WELCH,ROSS",1
07:40,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
07:38,"STEAL  by HARWOOD,TIM",,,,,,,"STEAL  by HARWOOD,TIM",1
07:35,"GOOD LAYUP by VIQUEIRA,CHRIS(fastbreak)(in the paint)",26 (+6),,20,,SAL 26-20 (-6),,"GOOD LAYUP by VIQUEIRA,CHRIS(fastbreak)(in the paint)",1
07:27,,26 (+3),,23,"GOOD 3PTR by THOMAS,LARRY",BSC 26-23 (-3),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by HOLLAND,JASON",,,"ASSIST  by HOLLAND,JASON",1
07:11,"MISS 3PTR by HARWOOD,TIM",,,,,,,"MISS 3PTR by HARWOOD,TIM",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
07:08,"SUB IN by MILBURN,DOMINIC",,,,,,,"SUB IN by MILBURN,DOMINIC",1
07:08,"SUB OUT by HARWOOD,TIM",,,,,,,"SUB OUT by HARWOOD,TIM",1
07:08,,,,,"SUB IN by THORN,IAN",,,"SUB IN by THORN,IAN",1
07:08,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",1
07:08,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",1
07:08,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
07:08,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",1
07:08,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",1
07:08,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",1
07:08,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",1
06:48,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",1
06:48,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",1
06:48,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
06:37,"MISS 3PTR by MILBURN,DOMINIC",,,,,,,"MISS 3PTR by MILBURN,DOMINIC",1
--,"REBOUND OFF by RULAND,LUKE",,,,,,,"REBOUND OFF by RULAND,LUKE",1
06:34,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",1
06:15,"MISS LAYUP by RULAND,LUKE",,,,,,,"MISS LAYUP by RULAND,LUKE",1
--,,,,,"REBOUND DEF by THORN,IAN",,,"REBOUND DEF by THORN,IAN",1
06:04,,26 (+1),,25,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 26-25 (-1),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
05:51,,,,,"FOUL  by GALFSKY,ANDER",,,"FOUL  by GALFSKY,ANDER",1
05:51,"GOOD FT by RULAND,LUKE",27 (+2),,25,,SAL 27-25 (-2),,"GOOD FT by RULAND,LUKE",1
05:51,"MISS FT by RULAND,LUKE",,,,,,,"MISS FT by RULAND,LUKE",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
05:51,"SUB IN by JETER,GORDON",,,,,,,"SUB IN by JETER,GORDON",1
05:51,"SUB OUT by MILBURN,DOMINIC",,,,,,,"SUB OUT by MILBURN,DOMINIC",1
05:35,,,,,"TURNOVER  by THOMAS,LARRY",,,"TURNOVER  by THOMAS,LARRY",1
05:35,"SUB IN by GILLUM,JACOY",,,,,,,"SUB IN by GILLUM,JACOY",1
05:35,"SUB OUT by RULAND,LUKE",,,,,,,"SUB OUT by RULAND,LUKE",1
05:29,"GOOD 3PTR by STRICKLAND,CONOR",30 (+5),,25,,SAL 30-25 (-5),,"GOOD 3PTR by STRICKLAND,CONOR",1
--,"ASSIST  by WITMER,JUSTIN",,,,,,,"ASSIST  by WITMER,JUSTIN",1
05:18,"FOUL  by VIQUEIRA,CHRIS",,,,,,,"FOUL  by VIQUEIRA,CHRIS",1
05:18,,30 (+4),,26,"GOOD FT by THOMAS,LARRY",BSC 30-26 (-4),,"GOOD FT by THOMAS,LARRY",1
05:18,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",1
--,"REBOUND DEF by HARWOOD,TIM",,,,,,,"REBOUND DEF by HARWOOD,TIM",1
05:18,"SUB IN by HARWOOD,TIM",,,,,,,"SUB IN by HARWOOD,TIM",1
05:18,"SUB IN by WILKERSON,BRANDYN",,,,,,,"SUB IN by WILKERSON,BRANDYN",1
05:18,"SUB OUT by VIQUEIRA,CHRIS",,,,,,,"SUB OUT by VIQUEIRA,CHRIS",1
05:18,"SUB OUT by JETER,GORDON",,,,,,,"SUB OUT by JETER,GORDON",1
05:18,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",1
05:18,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",1
05:09,"GOOD 3PTR by WITMER,JUSTIN",33 (+7),,26,,SAL 33-26 (-7),,"GOOD 3PTR by WITMER,JUSTIN",1
--,"ASSIST  by HARWOOD,TIM",,,,,,,"ASSIST  by HARWOOD,TIM",1
04:50,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by STRICKLAND,CONOR",,,,,,,"REBOUND DEF by STRICKLAND,CONOR",1
04:43,"TURNOVER  by STRICKLAND,CONOR",,,,,,,"TURNOVER  by STRICKLAND,CONOR",1
04:42,,,,,"STEAL  by THOMAS,LARRY",,,"STEAL  by THOMAS,LARRY",1
04:41,,33 (+5),,28,"GOOD LAYUP by THOMAS,LARRY(in the paint)",BSC 33-28 (-5),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",1
04:35,"TURNOVER  by WILKERSON,BRANDYN",,,,,,,"TURNOVER  by WILKERSON,BRANDYN",1
04:35,"SUB IN by PORTER,CHARLES",,,,,,,"SUB IN by PORTER,CHARLES",1
04:35,"SUB OUT by STRICKLAND,CONOR",,,,,,,"SUB OUT by STRICKLAND,CONOR",1
04:17,,,,,"MISS LAYUP by AVERY,ALEX",,,"MISS LAYUP by AVERY,ALEX",1
04:17,"BLOCK  by HARWOOD,TIM",,,,,,,"BLOCK  by HARWOOD,TIM",1
--,"REBOUND DEF by WILKERSON,BRANDYN",,,,,,,"REBOUND DEF by WILKERSON,BRANDYN",1
04:07,"MISS 3PTR by WILKERSON,BRANDYN",,,,,,,"MISS 3PTR by WILKERSON,BRANDYN",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
03:54,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",1
--,"REBOUND DEF by GILLUM,JACOY",,,,,,,"REBOUND DEF by GILLUM,JACOY",1
03:45,"MISS 3PTR by WITMER,JUSTIN",,,,,,,"MISS 3PTR by WITMER,JUSTIN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:42,"SUB IN by JETER,GORDON",,,,,,,"SUB IN by JETER,GORDON",1
03:42,"SUB IN by VIQUEIRA,CHRIS",,,,,,,"SUB IN by VIQUEIRA,CHRIS",1
03:42,"SUB OUT by WILKERSON,BRANDYN",,,,,,,"SUB OUT by WILKERSON,BRANDYN",1
03:42,"SUB OUT by WITMER,JUSTIN",,,,,,,"SUB OUT by WITMER,JUSTIN",1
03:42,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",1
03:42,,,,,"SUB IN by FREEMAN,SCHYLAR",,,"SUB IN by FREEMAN,SCHYLAR",1
03:42,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",1
03:42,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",1
03:42,,,,,"SUB OUT by THORN,IAN",,,"SUB OUT by THORN,IAN",1
03:42,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",1
03:42,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",1
03:42,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",1
03:19,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",1
03:17,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",1
03:05,"MISS 3PTR by VIQUEIRA,CHRIS",,,,,,,"MISS 3PTR by VIQUEIRA,CHRIS",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
02:39,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
02:29,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",1
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",1
02:23,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",,,"MISS LAYUP by SCHAMP,GRIFFIN",1
02:23,"BLOCK  by GILLUM,JACOY",,,,,,,"BLOCK  by GILLUM,JACOY",1
--,,,,,"REBOUND OFF by WELCH,ROSS",,,"REBOUND OFF by WELCH,ROSS",1
02:14,,33 (+2),,31,"GOOD 3PTR by THOMAS,LARRY",BSC 33-31 (-2),,"GOOD 3PTR by THOMAS,LARRY",1
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",1
02:06,"MISS LAYUP by HARWOOD,TIM",,,,,,,"MISS LAYUP by HARWOOD,TIM",1
--,"REBOUND OFF by GILLUM,JACOY",,,,,,,"REBOUND OFF by GILLUM,JACOY",1
02:02,"GOOD LAYUP by GILLUM,JACOY(in the paint)",35 (+4),,31,,SAL 35-31 (-4),,"GOOD LAYUP by GILLUM,JACOY(in the paint)",1
01:42,,35 (+2),,33,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 35-33 (-2),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
01:19,"MISS LAYUP by HARWOOD,TIM",,,,,,,"MISS LAYUP by HARWOOD,TIM",1
--,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",,,"REBOUND DEF by FREEMAN,SCHYLAR",1
00:55,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",1
--,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",,,"REBOUND OFF by SCHAMP,GRIFFIN",1
00:51,,35,,35,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSC 35-35 (0),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
00:44,"GOOD LAYUP by JETER,GORDON(fastbreak)(in the paint)",37 (+2),,35,,SAL 37-35 (-2),,"GOOD LAYUP by JETER,GORDON(fastbreak)(in the paint)",1
--,"ASSIST  by PORTER,CHARLES",,,,,,,"ASSIST  by PORTER,CHARLES",1
00:13,,,,,"TURNOVER  by HOLLAND,JASON",,,"TURNOVER  by HOLLAND,JASON",1
00:11,"STEAL  by JETER,GORDON",,,,,,,"STEAL  by JETER,GORDON",1
00:03,"GOOD LAYUP by PORTER,CHARLES(in the paint)",39 (+4),,35,,SAL 39-35 (-4),,"GOOD LAYUP by PORTER,CHARLES(in the paint)",1
00:03,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",1
00:03,"GOOD FT by PORTER,CHARLES",40 (+5),,35,,SAL 40-35 (-5),,"GOOD FT by PORTER,CHARLES",1
00:03,"SUB IN by WILKERSON,BRANDYN",,,,,,,"SUB IN by WILKERSON,BRANDYN",1
00:03,"SUB IN by RULAND,LUKE",,,,,,,"SUB IN by RULAND,LUKE",1
00:03,"SUB OUT by GILLUM,JACOY",,,,,,,"SUB OUT by GILLUM,JACOY",1
00:03,"SUB OUT by VIQUEIRA,CHRIS",,,,,,,"SUB OUT by VIQUEIRA,CHRIS",1
00:01,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
