Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,BSCM,Game Score,Team Indicator,Play,Period
01:02,"MISS FT by ROHLFS,VICTOR",,,,,,,"MISS FT by ROHLFS,VICTOR",1
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",1
01:02,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",1
01:02,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",1
01:02,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",1
01:02,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",1
01:02,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",1
01:02,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",1
00:36,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",1
00:36,,30,,34 (+4),"GOOD FT by SCHAMP,GRIFFIN",BSCM 30-34 (+4),,"GOOD FT by SCHAMP,GRIFFIN",1
00:36,,,,,"MISS FT by SCHAMP,GRIFFIN",,,"MISS FT by SCHAMP,GRIFFIN",1
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",1
00:36,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",1
00:36,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",1
00:36,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",1
00:36,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",1
00:08,"GOOD LAYUP by DAVIS,ALEX(in the paint)",32,,34 (+2),,OUM 32-34 (+2),,"GOOD LAYUP by DAVIS,ALEX(in the paint)",1
19:46,,32,,36 (+4),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSCM 32-36 (+4),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
--,,,,,"ASSIST  by HENRY,COLIN",,,"ASSIST  by HENRY,COLIN",2
19:26,"MISS JUMPER by DAVIS,ALEX",,,,,,,"MISS JUMPER by DAVIS,ALEX",2
--,"REBOUND OFF by KINNEY,JORDAN",,,,,,,"REBOUND OFF by KINNEY,JORDAN",2
19:22,"MISS LAYUP by KINNEY,JORDAN",,,,,,,"MISS LAYUP by KINNEY,JORDAN",2
--,"REBOUND OFF by SMITH,CONNOR",,,,,,,"REBOUND OFF by SMITH,CONNOR",2
19:03,"MISS 3PTR by ROHLFS,VICTOR",,,,,,,"MISS 3PTR by ROHLFS,VICTOR",2
--,,,,,"REBOUND DEF by THOMAS,LARRY",,,"REBOUND DEF by THOMAS,LARRY",2
18:49,,32,,39 (+7),"GOOD 3PTR by HOLLAND,JASON",BSCM 32-39 (+7),,"GOOD 3PTR by HOLLAND,JASON",2
--,,,,,"ASSIST  by WELCH,ROSS",,,"ASSIST  by WELCH,ROSS",2
18:23,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",34,,39 (+5),,OUM 34-39 (+5),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
--,"ASSIST  by COURSON,TYLER",,,,,,,"ASSIST  by COURSON,TYLER",2
18:13,,34,,41 (+7),"GOOD LAYUP by HOLLAND,JASON(in the paint)",BSCM 34-41 (+7),,"GOOD LAYUP by HOLLAND,JASON(in the paint)",2
18:07,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
17:54,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
17:53,,,,,"STEAL  by HOLLAND,JASON",,,"STEAL  by HOLLAND,JASON",2
17:50,,,,,"MISS 3PTR by WELCH,ROSS",,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND OFF by HOLLAND,JASON",,,"REBOUND OFF by HOLLAND,JASON",2
17:36,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
17:18,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",36,,41 (+5),,OUM 36-41 (+5),,"GOOD LAYUP by KINNEY,JORDAN(in the paint)",2
--,"ASSIST  by DAVIS,ALEX",,,,,,,"ASSIST  by DAVIS,ALEX",2
16:52,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
16:52,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
16:52,,,,,"TURNOVER  by HENRY,COLIN",,,"TURNOVER  by HENRY,COLIN",2
16:52,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
16:52,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
16:52,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
16:52,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
16:33,"GOOD JUMPER by SMITH,CONNOR(in the paint)",38,,41 (+3),,OUM 38-41 (+3),,"GOOD JUMPER by SMITH,CONNOR(in the paint)",2
16:17,,,,,"MISS JUMPER by LEWIS,EVAN",,,"MISS JUMPER by LEWIS,EVAN",2
--,"REBOUND DEF by COURSON,TYLER",,,,,,,"REBOUND DEF by COURSON,TYLER",2
15:57,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
15:57,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
15:57,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
15:57,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
15:57,,,,,"SUB IN by GALFSKY,ANDER",,,"SUB IN by GALFSKY,ANDER",2
15:57,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
15:57,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
15:57,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
15:46,,,,,"TURNOVER  by AVERY,ALEX",,,"TURNOVER  by AVERY,ALEX",2
15:44,"STEAL  by COURSON,TYLER",,,,,,,"STEAL  by COURSON,TYLER",2
15:37,"TURNOVER  by COURSON,TYLER",,,,,,,"TURNOVER  by COURSON,TYLER",2
15:37,"SUB IN by SIGRIST,CONNOR",,,,,,,"SUB IN by SIGRIST,CONNOR",2
15:37,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
15:37,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
15:37,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
15:18,,38,,43 (+5),"GOOD LAYUP by AVERY,ALEX(in the paint)",BSCM 38-43 (+5),,"GOOD LAYUP by AVERY,ALEX(in the paint)",2
15:04,"GOOD 3PTR by ROHLFS,VICTOR",41,,43 (+2),,OUM 41-43 (+2),,"GOOD 3PTR by ROHLFS,VICTOR",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
14:31,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,,,,,"REBOUND OFF by THOM,IAN",,,"REBOUND OFF by THOM,IAN",2
14:16,,41,,46 (+5),"GOOD 3PTR by CRAIN,JOHN",BSCM 41-46 (+5),,"GOOD 3PTR by CRAIN,JOHN",2
--,,,,,"ASSIST  by THOM,IAN",,,"ASSIST  by THOM,IAN",2
13:58,"GOOD JUMPER by BATES,ROMELLO(in the paint)",43,,46 (+3),,OUM 43-46 (+3),,"GOOD JUMPER by BATES,ROMELLO(in the paint)",2
13:40,,43,,48 (+5),"GOOD JUMPER by AVERY,ALEX(in the paint)",BSCM 43-48 (+5),,"GOOD JUMPER by AVERY,ALEX(in the paint)",2
13:27,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
13:27,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
13:27,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
13:27,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
13:27,"SUB OUT by SIGRIST,CONNOR",,,,,,,"SUB OUT by SIGRIST,CONNOR",2
13:27,"SUB OUT by SMITH,CONNOR",,,,,,,"SUB OUT by SMITH,CONNOR",2
13:27,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
13:27,,,,,"SUB IN by MCKAY,COLLIN",,,"SUB IN by MCKAY,COLLIN",2
13:27,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
13:11,"MISS JUMPER by KINNEY,JORDAN",,,,,,,"MISS JUMPER by KINNEY,JORDAN",2
--,"REBOUND OFF by PERRY,WILL",,,,,,,"REBOUND OFF by PERRY,WILL",2
13:05,,,,,"FOUL  by CRAIN,JOHN",,,"FOUL  by CRAIN,JOHN",2
13:05,"GOOD FT by PERRY,WILL",44,,48 (+4),,OUM 44-48 (+4),,"GOOD FT by PERRY,WILL",2
13:05,"GOOD FT by PERRY,WILL",45,,48 (+3),,OUM 45-48 (+3),,"GOOD FT by PERRY,WILL",2
12:51,,,,,"MISS 3PTR by MCKAY,COLLIN",,,"MISS 3PTR by MCKAY,COLLIN",2
--,,,,,"REBOUND OFF by AVERY,ALEX",,,"REBOUND OFF by AVERY,ALEX",2
12:45,,,,,"MISS 3PTR by CRAIN,JOHN",,,"MISS 3PTR by CRAIN,JOHN",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
12:33,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
12:33,"TURNOVER  by KINNEY,JORDAN",,,,,,,"TURNOVER  by KINNEY,JORDAN",2
12:33,,,,,"SUB IN by PERKINS,ALEX",,,"SUB IN by PERKINS,ALEX",2
12:33,,,,,"SUB IN by MARSCHNER,BRENDAN",,,"SUB IN by MARSCHNER,BRENDAN",2
12:33,,,,,"SUB IN by MCLEAN,JAMES",,,"SUB IN by MCLEAN,JAMES",2
12:33,,,,,"SUB IN by DANIELS,ROB",,,"SUB IN by DANIELS,ROB",2
12:33,,,,,"SUB IN by HOLLE,MASON",,,"SUB IN by HOLLE,MASON",2
12:33,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
12:33,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
12:33,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
12:33,,,,,"SUB OUT by GALFSKY,ANDER",,,"SUB OUT by GALFSKY,ANDER",2
12:33,,,,,"SUB OUT by MCKAY,COLLIN",,,"SUB OUT by MCKAY,COLLIN",2
12:11,,,,,"MISS 3PTR by MARSCHNER,BRENDAN",,,"MISS 3PTR by MARSCHNER,BRENDAN",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
12:01,,,,,"FOUL  by PERKINS,ALEX",,,"FOUL  by PERKINS,ALEX",2
12:01,"SUB IN by COURSON,TYLER",,,,,,,"SUB IN by COURSON,TYLER",2
12:01,"SUB IN by SMITH,CONNOR",,,,,,,"SUB IN by SMITH,CONNOR",2
12:01,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
12:01,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
12:01,"SUB OUT by COURSON,TYLER",,,,,,,"SUB OUT by COURSON,TYLER",2
12:01,"SUB OUT by KINNEY,JORDAN",,,,,,,"SUB OUT by KINNEY,JORDAN",2
11:41,,,,,"FOUL  by PERKINS,ALEX",,,"FOUL  by PERKINS,ALEX",2
11:41,"GOOD FT by DAVIS,ALEX",46,,48 (+2),,OUM 46-48 (+2),,"GOOD FT by DAVIS,ALEX",2
11:41,"GOOD FT by DAVIS,ALEX",47,,48 (+1),,OUM 47-48 (+1),,"GOOD FT by DAVIS,ALEX",2
11:19,,,,,"MISS JUMPER by MARSCHNER,BRENDAN",,,"MISS JUMPER by MARSCHNER,BRENDAN",2
--,"REBOUND DEF by DAVIS,ALEX",,,,,,,"REBOUND DEF by DAVIS,ALEX",2
11:08,"MISS 3PTR by ROHLFS,VICTOR",,,,,,,"MISS 3PTR by ROHLFS,VICTOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:06,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
11:06,"SUB IN by KINNEY,JORDAN",,,,,,,"SUB IN by KINNEY,JORDAN",2
11:06,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
11:06,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
11:06,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
11:06,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
11:06,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
11:06,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
11:06,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
11:06,,,,,"SUB OUT by PERKINS,ALEX",,,"SUB OUT by PERKINS,ALEX",2
11:06,,,,,"SUB OUT by MARSCHNER,BRENDAN",,,"SUB OUT by MARSCHNER,BRENDAN",2
11:06,,,,,"SUB OUT by MCLEAN,JAMES",,,"SUB OUT by MCLEAN,JAMES",2
11:06,,,,,"SUB OUT by DANIELS,ROB",,,"SUB OUT by DANIELS,ROB",2
11:06,,,,,"SUB OUT by HOLLE,MASON",,,"SUB OUT by HOLLE,MASON",2
10:41,,47,,50 (+3),"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",BSCM 47-50 (+3),,"GOOD JUMPER by SCHAMP,GRIFFIN(in the paint)",2
10:27,,,,,"FOUL  by HENRY,COLIN",,,"FOUL  by HENRY,COLIN",2
10:06,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
09:52,"FOUL  by KINNEY,JORDAN",,,,,,,"FOUL  by KINNEY,JORDAN",2
09:52,,47,,51 (+4),"GOOD FT by SCHAMP,GRIFFIN",BSCM 47-51 (+4),,"GOOD FT by SCHAMP,GRIFFIN",2
09:52,,47,,52 (+5),"GOOD FT by SCHAMP,GRIFFIN",BSCM 47-52 (+5),,"GOOD FT by SCHAMP,GRIFFIN",2
09:52,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
09:52,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
09:50,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
09:26,,,,,"MISS 3PTR by HOLLAND,JASON",,,"MISS 3PTR by HOLLAND,JASON",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
09:01,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
09:01,"TURNOVER  by DAVIS,ALEX",,,,,,,"TURNOVER  by DAVIS,ALEX",2
09:01,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
09:01,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
08:45,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
08:45,"BLOCK  by BATES,ROMELLO",,,,,,,"BLOCK  by BATES,ROMELLO",2
--,"REBOUND DEF by BATES,ROMELLO",,,,,,,"REBOUND DEF by BATES,ROMELLO",2
08:38,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND OFF by ROHLFS,VICTOR",,,,,,,"REBOUND OFF by ROHLFS,VICTOR",2
08:34,"GOOD TIPIN by ROHLFS,VICTOR(in the paint)",49,,52 (+3),,OUM 49-52 (+3),,"GOOD TIPIN by ROHLFS,VICTOR(in the paint)",2
08:33,,,,,"FOUL  by SCHAMP,GRIFFIN",,,"FOUL  by SCHAMP,GRIFFIN",2
08:33,"GOOD FT by ROHLFS,VICTOR",50,,52 (+2),,OUM 50-52 (+2),,"GOOD FT by ROHLFS,VICTOR",2
08:08,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
08:08,,,,,"SUB IN by AVERY,ALEX",,,"SUB IN by AVERY,ALEX",2
08:08,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
08:08,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
08:08,,,,,"SUB OUT by SCHAMP,GRIFFIN",,,"SUB OUT by SCHAMP,GRIFFIN",2
07:50,"MISS LAYUP by ROHLFS,VICTOR",,,,,,,"MISS LAYUP by ROHLFS,VICTOR",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:46,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
07:20,,,,,"MISS JUMPER by THOMAS,LARRY",,,"MISS JUMPER by THOMAS,LARRY",2
07:20,"BLOCK  by KINNEY,JORDAN",,,,,,,"BLOCK  by KINNEY,JORDAN",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
07:00,"GOOD 3PTR by SMITH,CONNOR",53 (+1),,52,,OUM 53-52 (-1),,"GOOD 3PTR by SMITH,CONNOR",2
--,"ASSIST  by BATES,ROMELLO",,,,,,,"ASSIST  by BATES,ROMELLO",2
06:47,,,,,"FOUL  by WELCH,ROSS",,,"FOUL  by WELCH,ROSS",2
06:47,,,,,"TURNOVER  by WELCH,ROSS",,,"TURNOVER  by WELCH,ROSS",2
06:47,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
06:47,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
06:47,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
06:47,,,,,"SUB OUT by THOMAS,LARRY",,,"SUB OUT by THOMAS,LARRY",2
06:24,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",55 (+3),,52,,OUM 55-52 (-3),,"GOOD JUMPER by KINNEY,JORDAN(in the paint)",2
05:54,,55 (+1),,54,"GOOD LAYUP by WELCH,ROSS(in the paint)",BSCM 55-54 (-1),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
05:53,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:53,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
05:53,"SUB OUT by BATES,ROMELLO",,,,,,,"SUB OUT by BATES,ROMELLO",2
05:35,,,,,"FOUL  by LEWIS,EVAN",,,"FOUL  by LEWIS,EVAN",2
05:35,"GOOD FT by DAVIS,ALEX",56 (+2),,54,,OUM 56-54 (-2),,"GOOD FT by DAVIS,ALEX",2
05:35,"GOOD FT by DAVIS,ALEX",57 (+3),,54,,OUM 57-54 (-3),,"GOOD FT by DAVIS,ALEX",2
05:35,,,,,"SUB IN by THOM,IAN",,,"SUB IN by THOM,IAN",2
05:35,,,,,"SUB OUT by HOLLAND,JASON",,,"SUB OUT by HOLLAND,JASON",2
05:18,,,,,"MISS LAYUP by WELCH,ROSS",,,"MISS LAYUP by WELCH,ROSS",2
--,"REBOUND DEF by ROHLFS,VICTOR",,,,,,,"REBOUND DEF by ROHLFS,VICTOR",2
05:14,"TURNOVER  by ROHLFS,VICTOR",,,,,,,"TURNOVER  by ROHLFS,VICTOR",2
05:14,,,,,"STEAL  by AVERY,ALEX",,,"STEAL  by AVERY,ALEX",2
05:14,"FOUL  by ROHLFS,VICTOR",,,,,,,"FOUL  by ROHLFS,VICTOR",2
05:14,,,,,"MISS FT by AVERY,ALEX",,,"MISS FT by AVERY,ALEX",2
--,"REBOUND DEF by KINNEY,JORDAN",,,,,,,"REBOUND DEF by KINNEY,JORDAN",2
05:14,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
05:14,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
04:55,"GOOD JUMPER by DAVIS,ALEX(in the paint)",59 (+5),,54,,OUM 59-54 (-5),,"GOOD JUMPER by DAVIS,ALEX(in the paint)",2
04:38,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
04:38,,59 (+4),,55,"GOOD FT by THOM,IAN",BSCM 59-55 (-4),,"GOOD FT by THOM,IAN",2
04:38,,59 (+3),,56,"GOOD FT by THOM,IAN",BSCM 59-56 (-3),,"GOOD FT by THOM,IAN",2
04:38,"SUB IN by BATES,ROMELLO",,,,,,,"SUB IN by BATES,ROMELLO",2
04:38,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
04:38,,,,,"SUB IN by THOMAS,LARRY",,,"SUB IN by THOMAS,LARRY",2
04:38,,,,,"SUB IN by SCHAMP,GRIFFIN",,,"SUB IN by SCHAMP,GRIFFIN",2
04:38,,,,,"SUB OUT by AVERY,ALEX",,,"SUB OUT by AVERY,ALEX",2
04:38,,,,,"SUB OUT by WELCH,ROSS",,,"SUB OUT by WELCH,ROSS",2
04:32,"MISS 3PTR by SMITH,CONNOR",,,,,,,"MISS 3PTR by SMITH,CONNOR",2
--,,,,,"REBOUND DEF by THOM,IAN",,,"REBOUND DEF by THOM,IAN",2
04:06,,59 (+1),,58,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",BSCM 59-58 (-1),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
--,,,,,"ASSIST  by THOMAS,LARRY",,,"ASSIST  by THOMAS,LARRY",2
03:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:36,"SUB IN by DAVIS,ALEX",,,,,,,"SUB IN by DAVIS,ALEX",2
03:36,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
03:29,,,,,"SUB IN by HOLLAND,JASON",,,"SUB IN by HOLLAND,JASON",2
03:29,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
03:22,"GOOD LAYUP by BATES,ROMELLO(in the paint)",61 (+3),,58,,OUM 61-58 (-3),,"GOOD LAYUP by BATES,ROMELLO(in the paint)",2
03:09,"FOUL  by DAVIS,ALEX",,,,,,,"FOUL  by DAVIS,ALEX",2
03:09,,61 (+2),,59,"GOOD FT by SCHAMP,GRIFFIN",BSCM 61-59 (-2),,"GOOD FT by SCHAMP,GRIFFIN",2
03:09,,61 (+1),,60,"GOOD FT by SCHAMP,GRIFFIN",BSCM 61-60 (-1),,"GOOD FT by SCHAMP,GRIFFIN",2
03:09,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
03:09,"SUB OUT by DAVIS,ALEX",,,,,,,"SUB OUT by DAVIS,ALEX",2
03:09,,,,,"SUB IN by HENRY,COLIN",,,"SUB IN by HENRY,COLIN",2
03:09,,,,,"SUB IN by WELCH,ROSS",,,"SUB IN by WELCH,ROSS",2
03:09,,,,,"SUB OUT by HENRY,COLIN",,,"SUB OUT by HENRY,COLIN",2
03:09,,,,,"SUB OUT by THOM,IAN",,,"SUB OUT by THOM,IAN",2
03:06,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
03:06,"GOOD FT by BATES,ROMELLO",62 (+2),,60,,OUM 62-60 (-2),,"GOOD FT by BATES,ROMELLO",2
03:06,"GOOD FT by BATES,ROMELLO",63 (+3),,60,,OUM 63-60 (-3),,"GOOD FT by BATES,ROMELLO",2
03:06,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
03:06,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
03:06,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
03:06,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
02:56,"FOUL  by BATES,ROMELLO",,,,,,,"FOUL  by BATES,ROMELLO",2
02:56,,63 (+2),,61,"GOOD FT by LEWIS,EVAN",BSCM 63-61 (-2),,"GOOD FT by LEWIS,EVAN",2
02:56,,63 (+1),,62,"GOOD FT by LEWIS,EVAN",BSCM 63-62 (-1),,"GOOD FT by LEWIS,EVAN",2
02:56,"SUB IN by ROHLFS,VICTOR",,,,,,,"SUB IN by ROHLFS,VICTOR",2
02:56,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
02:39,"TURNOVER  by KINNEY,JORDAN",,,,,,,"TURNOVER  by KINNEY,JORDAN",2
02:37,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",2
02:37,"SUB OUT by ROHLFS,VICTOR",,,,,,,"SUB OUT by ROHLFS,VICTOR",2
02:37,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
02:37,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
02:22,,,,,"TURNOVER  by SCHAMP,GRIFFIN",,,"TURNOVER  by SCHAMP,GRIFFIN",2
02:21,"STEAL  by KINNEY,JORDAN",,,,,,,"STEAL  by KINNEY,JORDAN",2
02:20,"GOOD LAYUP by PERRY,WILL(in the paint)",65 (+3),,62,,OUM 65-62 (-3),,"GOOD LAYUP by PERRY,WILL(in the paint)",2
--,"ASSIST  by COURSON,TYLER",,,,,,,"ASSIST  by COURSON,TYLER",2
02:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:13,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",2
02:13,,,,,"SUB IN by LEWIS,EVAN",,,"SUB IN by LEWIS,EVAN",2
02:13,,,,,"SUB OUT by LEWIS,EVAN",,,"SUB OUT by LEWIS,EVAN",2
02:13,,,,,"SUB OUT by CRAIN,JOHN",,,"SUB OUT by CRAIN,JOHN",2
02:09,,65 (+1),,64,"GOOD JUMPER by THOMAS,LARRY",BSCM 65-64 (-1),,"GOOD JUMPER by THOMAS,LARRY",2
01:48,"MISS LAYUP by COURSON,TYLER",,,,,,,"MISS LAYUP by COURSON,TYLER",2
--,"REBOUND OFF by KINNEY,JORDAN",,,,,,,"REBOUND OFF by KINNEY,JORDAN",2
01:43,,,,,"FOUL  by THOMAS,LARRY",,,"FOUL  by THOMAS,LARRY",2
01:43,"GOOD FT by KINNEY,JORDAN",66 (+2),,64,,OUM 66-64 (-2),,"GOOD FT by KINNEY,JORDAN",2
01:43,"GOOD FT by KINNEY,JORDAN",67 (+3),,64,,OUM 67-64 (-3),,"GOOD FT by KINNEY,JORDAN",2
01:28,,,,,"MISS 3PTR by THOMAS,LARRY",,,"MISS 3PTR by THOMAS,LARRY",2
