Time Remaining,RHODESMB,Away Team Score,Play Team Indicator,Home Team Score,BSC,Game Score,Team Indicator,Play,Period
02:02,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",3
02:02,,,,,"SUB IN by CRAIN,JOHN",,,"SUB IN by CRAIN,JOHN",3
02:02,,,,,"SUB OUT by FREEMAN,SCHYLAR",,,"SUB OUT by FREEMAN,SCHYLAR",3
01:45,,,,,"FOUL  by HOLLAND,JASON",,,"FOUL  by HOLLAND,JASON",3
01:45,"GOOD FT by MILLER,DREW",79,,81 (+2),,RHODESMB 79-81 (+2),,"GOOD FT by MILLER,DREW",3
01:45,"GOOD FT by MILLER,DREW",80,,81 (+1),,RHODESMB 80-81 (+1),,"GOOD FT by MILLER,DREW",3
01:45,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",3
01:45,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",3
01:19,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",3
01:19,,,,,"MISS FT by HOLLAND,JASON",,,"MISS FT by HOLLAND,JASON",3
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,3
01:19,,80,,82 (+2),"GOOD FT by HOLLAND,JASON",BSC 80-82 (+2),,"GOOD FT by HOLLAND,JASON",3
01:19,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",3
01:19,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",3
00:47,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",3
00:47,,,,,"STEAL  by WELCH,ROSS",,,"STEAL  by WELCH,ROSS",3
00:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,3
00:11,,80,,84 (+4),"GOOD LAYUP by WELCH,ROSS(in the paint)",BSC 80-84 (+4),,"GOOD LAYUP by WELCH,ROSS(in the paint)",3
00:10,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,3
00:09,"TURNOVER  by MCGRAIL,PATRICK",,,,,,,"TURNOVER  by MCGRAIL,PATRICK",3
00:08,,,,,"STEAL  by WELCH,ROSS",,,"STEAL  by WELCH,ROSS",3
00:04,"FOUL  by SLEDGE,TATE",,,,,,,"FOUL  by SLEDGE,TATE",3
00:04,,80,,85 (+5),"GOOD FT by THOMAS,LARRY",BSC 80-85 (+5),,"GOOD FT by THOMAS,LARRY",3
00:04,,,,,"MISS FT by THOMAS,LARRY",,,"MISS FT by THOMAS,LARRY",3
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",3
00:04,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",3
00:04,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",3
00:01,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",3
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,3
