Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,HCM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by HILL,AUSTIN",,,"REBOUND DEF by HILL,AUSTIN",1
07:43,,16,,26 (+10),"GOOD LAYUP by DUDLEY,BYRON(in the paint)",HCM 16-26 (-10),,"GOOD LAYUP by DUDLEY,BYRON(in the paint)",1
07:23,"GOOD 3PTR by CRAIN,JOHN",19,,26 (+7),,BSC 19-26 (-7),,"GOOD 3PTR by CRAIN,JOHN",1
--,"ASSIST  by FREEMAN,SCHYLAR",,,,,,,"ASSIST  by FREEMAN,SCHYLAR",1
07:04,,19,,28 (+9),"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",HCM 19-28 (-9),,"GOOD LAYUP by WASHINGTON,DANTAVIUS(in the paint)",1
07:02,"FOUL  by HAYES,CONNER",,,,,,,"FOUL  by HAYES,CONNER",1
07:02,,19,,29 (+10),"GOOD FT by WASHINGTON,DANTAVIUS",HCM 19-29 (-10),,"GOOD FT by WASHINGTON,DANTAVIUS",1
07:02,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
07:02,"SUB IN by GALFSKY,ANDER",,,,,,,"SUB IN by GALFSKY,ANDER",1
07:02,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",1
07:02,"SUB OUT by HAYES,CONNER",,,,,,,"SUB OUT by HAYES,CONNER",1
07:02,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",1
07:02,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
07:02,,,,,"SUB IN by MOORER,TERRY",,,"SUB IN by MOORER,TERRY",1
07:02,,,,,"SUB OUT by HILL,AUSTIN",,,"SUB OUT by HILL,AUSTIN",1
06:53,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",1
--,"REBOUND OFF by SCHAMP,GRIFFIN",,,,,,,"REBOUND OFF by SCHAMP,GRIFFIN",1
06:48,,,,,"FOUL  by DUDLEY,BYRON",,,"FOUL  by DUDLEY,BYRON",1
06:48,"GOOD FT by SCHAMP,GRIFFIN",20,,29 (+9),,BSC 20-29 (-9),,"GOOD FT by SCHAMP,GRIFFIN",1
06:48,"GOOD FT by SCHAMP,GRIFFIN",21,,29 (+8),,BSC 21-29 (-8),,"GOOD FT by SCHAMP,GRIFFIN",1
06:48,,,,,"SUB IN by ELMORE,TC",,,"SUB IN by ELMORE,TC",1
06:48,,,,,"SUB OUT by DUDLEY,BYRON",,,"SUB OUT by DUDLEY,BYRON",1
06:40,,,,,"MISS LAYUP by WASHINGTON,DANTAVIUS",,,"MISS LAYUP by WASHINGTON,DANTAVIUS",1
--,"REBOUND DEF by GALFSKY,ANDER",,,,,,,"REBOUND DEF by GALFSKY,ANDER",1
06:36,"TURNOVER  by GALFSKY,ANDER",,,,,,,"TURNOVER  by GALFSKY,ANDER",1
06:36,,,,,"STEAL  by MOORER,TERRY",,,"STEAL  by MOORER,TERRY",1
06:32,"FOUL  by GALFSKY,ANDER",,,,,,,"FOUL  by GALFSKY,ANDER",1
06:32,,21,,30 (+9),"GOOD FT by WASHINGTON,DANTAVIUS",HCM 21-30 (-9),,"GOOD FT by WASHINGTON,DANTAVIUS",1
06:32,,,,,"MISS FT by WASHINGTON,DANTAVIUS",,,"MISS FT by WASHINGTON,DANTAVIUS",1
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",1
06:22,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",23,,30 (+7),,BSC 23-30 (-7),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",1
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",1
06:12,,,,,"TURNOVER  by DAVIS,JEROME",,,"TURNOVER  by DAVIS,JEROME",1
06:10,"STEAL  by GALFSKY,ANDER",,,,,,,"STEAL  by GALFSKY,ANDER",1
06:01,"TURNOVER  by WELCH,ROSS",,,,,,,"TURNOVER  by WELCH,ROSS",1
05:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
05:39,,23,,32 (+9),"GOOD JUMPER by WASHINGTON,DANTAVIUS(in the paint)",HCM 23-32 (-9),,"GOOD JUMPER by WASHINGTON,DANTAVIUS(in the paint)",1
05:20,"GOOD 3PTR by THOMAS,LARRY",26,,32 (+6),,BSC 26-32 (-6),,"GOOD 3PTR by THOMAS,LARRY",1
--,"ASSIST  by SCHAMP,GRIFFIN",,,,,,,"ASSIST  by SCHAMP,GRIFFIN",1
05:00,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",,,"TURNOVER  by WASHINGTON,DANTAVIUS",1
05:00,,,,,"FOUL  by WASHINGTON,DANTAVIUS",,,"FOUL  by WASHINGTON,DANTAVIUS",1
05:00,,,,,"SUB IN by HILL,AUSTIN",,,"SUB IN by HILL,AUSTIN",1
05:00,,,,,"SUB IN by ASHLEY,ANDRE",,,"SUB IN by ASHLEY,ANDRE",1
05:00,,,,,"SUB OUT by HUGHES,TAYLOR",,,"SUB OUT by HUGHES,TAYLOR",1
05:00,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",1
04:56,"GOOD 3PTR by HOLLAND,JASON",29,,32 (+3),,BSC 29-32 (-3),,"GOOD 3PTR by HOLLAND,JASON",1
--,"ASSIST  by GALFSKY,ANDER",,,,,,,"ASSIST  by GALFSKY,ANDER",1
04:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
04:40,,29,,34 (+5),"GOOD JUMPER by HILL,AUSTIN(in the paint)",HCM 29-34 (-5),,"GOOD JUMPER by HILL,AUSTIN(in the paint)",1
04:22,,,,,"FOUL  by HILL,AUSTIN",,,"FOUL  by HILL,AUSTIN",1
04:22,"GOOD FT by SCHAMP,GRIFFIN",30,,34 (+4),,BSC 30-34 (-4),,"GOOD FT by SCHAMP,GRIFFIN",1
04:22,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",1
--,,,,,"REBOUND DEF by DUDLEY,BYRON",,,"REBOUND DEF by DUDLEY,BYRON",1
04:22,,,,,"SUB IN by WASHINGTON,DANTAVIUS",,,"SUB IN by WASHINGTON,DANTAVIUS",1
04:22,,,,,"SUB OUT by HILL,AUSTIN",,,"SUB OUT by HILL,AUSTIN",1
04:04,,,,,"TURNOVER  by WASHINGTON,DANTAVIUS",,,"TURNOVER  by WASHINGTON,DANTAVIUS",1
04:04,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",1
04:04,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",1
04:04,"SUB IN by HOLLE,MASON",,,,,,,"SUB IN by HOLLE,MASON",1
04:04,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",1
04:04,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",1
04:04,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",1
04:04,,,,,"SUB IN by DUDLEY,BYRON",,,"SUB IN by DUDLEY,BYRON",1
04:04,,,,,"SUB OUT by ELMORE,TC",,,"SUB OUT by ELMORE,TC",1
03:48,,,,,"FOUL  by WASHINGTON,DANTAVIUS",,,"FOUL  by WASHINGTON,DANTAVIUS",1
03:48,"GOOD FT by HOLLE,MASON",31,,34 (+3),,BSC 31-34 (-3),,"GOOD FT by HOLLE,MASON",1
03:48,"GOOD FT by HOLLE,MASON",32,,34 (+2),,BSC 32-34 (-2),,"GOOD FT by HOLLE,MASON",1
03:48,,,,,"SUB IN by ELMORE,TC",,,"SUB IN by ELMORE,TC",1
03:48,,,,,"SUB OUT by WASHINGTON,DANTAVIUS",,,"SUB OUT by WASHINGTON,DANTAVIUS",1
03:26,,32,,36 (+4),"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",HCM 32-36 (-4),,"GOOD LAYUP by ASHLEY,ANDRE(in the paint)",1
--,,,,,"ASSIST  by DAVIS,JEROME",,,"ASSIST  by DAVIS,JEROME",1
03:12,"MISS JUMPER by FREEMAN,SCHYLAR",,,,,,,"MISS JUMPER by FREEMAN,SCHYLAR",1
--,"REBOUND OFF by GALFSKY,ANDER",,,,,,,"REBOUND OFF by GALFSKY,ANDER",1
03:03,"MISS LAYUP by GALFSKY,ANDER",,,,,,,"MISS LAYUP by GALFSKY,ANDER",1
--,"REBOUND OFF by CRAIN,JOHN",,,,,,,"REBOUND OFF by CRAIN,JOHN",1
02:58,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",1
--,,,,,"REBOUND DEF by ELMORE,TC",,,"REBOUND DEF by ELMORE,TC",1
02:31,,32,,38 (+6),"GOOD JUMPER by DAVIS,JEROME(in the paint)",HCM 32-38 (-6),,"GOOD JUMPER by DAVIS,JEROME(in the paint)",1
02:06,"MISS JUMPER by CRAIN,JOHN",,,,,,,"MISS JUMPER by CRAIN,JOHN",1
--,,,,,"REBOUND DEF by ELMORE,TC",,,"REBOUND DEF by ELMORE,TC",1
02:00,"FOUL  by HOLLE,MASON",,,,,,,"FOUL  by HOLLE,MASON",1
02:00,,32,,39 (+7),"GOOD FT by DUDLEY,BYRON",HCM 32-39 (-7),,"GOOD FT by DUDLEY,BYRON",1
02:00,,,,,"MISS FT by DUDLEY,BYRON",,,"MISS FT by DUDLEY,BYRON",1
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",1
02:00,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",1
02:00,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",1
02:00,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",1
02:00,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",1
02:00,"SUB OUT by GALFSKY,ANDER",,,,,,,"SUB OUT by GALFSKY,ANDER",1
02:00,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",1
