Time Remaining,BSCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
02:11,"TURNOVER  by HAYES,CONNER",,,,,,,"TURNOVER  by HAYES,CONNER",1
02:11,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",1
02:11,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",1
02:06,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",1
--,"REBOUND DEF by CRAIN,JOHN",,,,,,,"REBOUND DEF by CRAIN,JOHN",1
01:43,"GOOD JUMPER by SCHAMP,GRIFFIN",31,,46 (+15),,BSCM 31-46 (-15),,"GOOD JUMPER by SCHAMP,GRIFFIN",1
01:30,,,,,"TURNOVER  by MURRAY,RYAN",,,"TURNOVER  by MURRAY,RYAN",1
01:28,"STEAL  by HOLLAND,JASON",,,,,,,"STEAL  by HOLLAND,JASON",1
01:27,"GOOD LAYUP by HOLLAND,JASON(in the paint)",33,,46 (+13),,BSCM 33-46 (-13),,"GOOD LAYUP by HOLLAND,JASON(in the paint)",1
01:23,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",1
01:07,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",1
01:05,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",1
01:05,,33,,47 (+14),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 33-47 (-14),,"GOOD FT by WHITESIDE,DONOVAN",1
01:05,,33,,48 (+15),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 33-48 (-15),,"GOOD FT by WHITESIDE,DONOVAN",1
00:52,"MISS 3PTR by HAYES,CONNER",,,,,,,"MISS 3PTR by HAYES,CONNER",1
--,,,,,"REBOUND DEF by MURRAY,RYAN",,,"REBOUND DEF by MURRAY,RYAN",1
00:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
00:22,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",1
00:22,,33,,49 (+16),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 33-49 (-16),,"GOOD FT by WHITESIDE,DONOVAN",1
00:22,,33,,50 (+17),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 33-50 (-17),,"GOOD FT by WHITESIDE,DONOVAN",1
00:22,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",1
00:22,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",1
00:22,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",1
00:22,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",1
19:45,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
19:43,"STEAL  by WELCH,ROSS",,,,,,,"STEAL  by WELCH,ROSS",2
19:43,"MISS LAYUP by WELCH,ROSS",,,,,,,"MISS LAYUP by WELCH,ROSS",2
19:43,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
19:32,"GOOD 3PTR by HOLLAND,JASON",36,,50 (+14),,BSCM 36-50 (-14),,"GOOD 3PTR by HOLLAND,JASON",2
--,"ASSIST  by SCHAMP,GRIFFIN",,,,,,,"ASSIST  by SCHAMP,GRIFFIN",2
19:02,,,,,"MISS LAYUP by LOPEZ,COLLIN",,,"MISS LAYUP by LOPEZ,COLLIN",2
--,"REBOUND DEF by SCHAMP,GRIFFIN",,,,,,,"REBOUND DEF by SCHAMP,GRIFFIN",2
18:42,"GOOD 3PTR by THOMAS,LARRY",39,,50 (+11),,BSCM 39-50 (-11),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
18:27,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
18:27,,39,,51 (+12),"GOOD FT by WESLEY,TYLER",CENTRE_M 39-51 (-12),,"GOOD FT by WESLEY,TYLER",2
18:27,,39,,52 (+13),"GOOD FT by WESLEY,TYLER",CENTRE_M 39-52 (-13),,"GOOD FT by WESLEY,TYLER",2
18:11,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
18:11,"GOOD FT by SCHAMP,GRIFFIN",40,,52 (+12),,BSCM 40-52 (-12),,"GOOD FT by SCHAMP,GRIFFIN",2
18:11,"GOOD FT by SCHAMP,GRIFFIN",41,,52 (+11),,BSCM 41-52 (-11),,"GOOD FT by SCHAMP,GRIFFIN",2
18:05,,41,,54 (+13),"GOOD DUNK by WESLEY,TYLER(in the paint)",CENTRE_M 41-54 (-13),,"GOOD DUNK by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by MURRAY,RYAN",,,"ASSIST  by MURRAY,RYAN",2
18:05,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
18:05,,41,,55 (+14),"GOOD FT by WESLEY,TYLER",CENTRE_M 41-55 (-14),,"GOOD FT by WESLEY,TYLER",2
17:51,"MISS LAYUP by FREEMAN,SCHYLAR",,,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
17:37,,41,,57 (+16),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 41-57 (-16),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
17:19,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,"REBOUND OFF by HOLLAND,JASON",,,,,,,"REBOUND OFF by HOLLAND,JASON",2
17:13,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",43,,57 (+14),,BSCM 43-57 (-14),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
16:54,,43,,59 (+16),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 43-59 (-16),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
16:28,"TURNOVER  by FREEMAN,SCHYLAR",,,,,,,"TURNOVER  by FREEMAN,SCHYLAR",2
16:26,,,,,"STEAL  by LOPEZ,COLLIN",,,"STEAL  by LOPEZ,COLLIN",2
16:09,,43,,62 (+19),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 43-62 (-19),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",2
15:49,"MISS JUMPER by SCHAMP,GRIFFIN",,,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
15:40,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by THOMAS,LARRY",,,,,,,"REBOUND DEF by THOMAS,LARRY",2
15:21,"TURNOVER  by SCHAMP,GRIFFIN",,,,,,,"TURNOVER  by SCHAMP,GRIFFIN",2
15:21,"SUB IN by AVERY,ALEX",,,,,,,"SUB IN by AVERY,ALEX",2
15:21,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
15:21,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
15:21,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
15:21,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
15:21,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
15:21,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
15:21,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
15:02,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
14:57,,,,,"MISS LAYUP by WESLEY,TYLER",,,"MISS LAYUP by WESLEY,TYLER",2
--,,,,,"REBOUND OFF by KARSNER,JOSH",,,"REBOUND OFF by KARSNER,JOSH",2
14:54,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
14:54,"SUB IN by HAYES,CONNER",,,,,,,"SUB IN by HAYES,CONNER",2
14:54,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
14:54,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
14:54,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
14:53,,,,,"TURNOVER  by GUMP,MATT",,,"TURNOVER  by GUMP,MATT",2
14:40,"GOOD LAYUP by CRAIN,JOHN(in the paint)",45,,62 (+17),,BSCM 45-62 (-17),,"GOOD LAYUP by CRAIN,JOHN(in the paint)",2
14:19,"FOUL  by AVERY,ALEX",,,,,,,"FOUL  by AVERY,ALEX",2
14:19,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
14:19,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
14:18,"FOUL  by HAYES,CONNER",,,,,,,"FOUL  by HAYES,CONNER",2
13:54,,45,,64 (+19),"GOOD JUMPER by SCINTA,BLAKE",CENTRE_M 45-64 (-19),,"GOOD JUMPER by SCINTA,BLAKE",2
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",2
13:31,"GOOD LAYUP by THOMAS,LARRY(in the paint)",47,,64 (+17),,BSCM 47-64 (-17),,"GOOD LAYUP by THOMAS,LARRY(in the paint)",2
13:31,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
13:31,"GOOD FT by THOMAS,LARRY",48,,64 (+16),,BSCM 48-64 (-16),,"GOOD FT by THOMAS,LARRY",2
13:31,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
13:31,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
13:11,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",2
12:55,"TURNOVER  by HAYES,CONNER",,,,,,,"TURNOVER  by HAYES,CONNER",2
12:54,,,,,"STEAL  by KARSNER,JOSH",,,"STEAL  by KARSNER,JOSH",2
12:39,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",,,"MISS LAYUP by WHITESIDE,DONOVAN",2
12:39,"BLOCK  by THOMAS,LARRY",,,,,,,"BLOCK  by THOMAS,LARRY",2
--,"REBOUND DEF by AVERY,ALEX",,,,,,,"REBOUND DEF by AVERY,ALEX",2
12:25,"MISS 3PTR by THOMAS,LARRY",,,,,,,"MISS 3PTR by THOMAS,LARRY",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
12:22,"SUB IN by HENRY,COLIN",,,,,,,"SUB IN by HENRY,COLIN",2
12:22,"SUB IN by THOM,IAN",,,,,,,"SUB IN by THOM,IAN",2
12:22,"SUB OUT by HAYES,CONNER",,,,,,,"SUB OUT by HAYES,CONNER",2
12:22,"SUB OUT by HOLLAND,JASON",,,,,,,"SUB OUT by HOLLAND,JASON",2
11:58,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
11:58,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
11:58,"SUB OUT by AVERY,ALEX",,,,,,,"SUB OUT by AVERY,ALEX",2
11:52,,48,,66 (+18),"GOOD JUMPER by GUMP,MATT",CENTRE_M 48-66 (-18),,"GOOD JUMPER by GUMP,MATT",2
11:52,"FOUL  by CRAIN,JOHN",,,,,,,"FOUL  by CRAIN,JOHN",2
11:52,,48,,67 (+19),"GOOD FT by GUMP,MATT",CENTRE_M 48-67 (-19),,"GOOD FT by GUMP,MATT",2
11:52,"SUB IN by WELCH,ROSS",,,,,,,"SUB IN by WELCH,ROSS",2
11:52,"SUB OUT by CRAIN,JOHN",,,,,,,"SUB OUT by CRAIN,JOHN",2
11:38,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
11:38,"GOOD FT by THOMAS,LARRY",49,,67 (+18),,BSCM 49-67 (-18),,"GOOD FT by THOMAS,LARRY",2
11:38,"GOOD FT by THOMAS,LARRY",50,,67 (+17),,BSCM 50-67 (-17),,"GOOD FT by THOMAS,LARRY",2
11:33,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
11:26,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
11:26,"GOOD FT by SCHAMP,GRIFFIN",51,,67 (+16),,BSCM 51-67 (-16),,"GOOD FT by SCHAMP,GRIFFIN",2
11:26,"GOOD FT by SCHAMP,GRIFFIN",52,,67 (+15),,BSCM 52-67 (-15),,"GOOD FT by SCHAMP,GRIFFIN",2
11:26,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
11:26,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
11:23,,52,,69 (+17),"GOOD DUNK by WESLEY,TYLER(in the paint)",CENTRE_M 52-69 (-17),,"GOOD DUNK by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
11:04,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
11:04,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:04,"GOOD FT by SCHAMP,GRIFFIN",53,,69 (+16),,BSCM 53-69 (-16),,"GOOD FT by SCHAMP,GRIFFIN",2
10:46,,53,,71 (+18),"GOOD JUMPER by STEGGEMAN,ANDREW",CENTRE_M 53-71 (-18),,"GOOD JUMPER by STEGGEMAN,ANDREW",2
10:25,"TURNOVER  by THOM,IAN",,,,,,,"TURNOVER  by THOM,IAN",2
10:25,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
10:25,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
10:25,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",2
10:25,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
10:09,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
09:50,,53,,73 (+20),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 53-73 (-20),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
09:37,"MISS LAYUP by THOMAS,LARRY",,,,,,,"MISS LAYUP by THOMAS,LARRY",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
09:35,"FOUL  by HENRY,COLIN",,,,,,,"FOUL  by HENRY,COLIN",2
09:35,,,,,"MISS FT by WESLEY,TYLER",,,"MISS FT by WESLEY,TYLER",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
09:35,"SUB IN by HOLLAND,JASON",,,,,,,"SUB IN by HOLLAND,JASON",2
09:35,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
09:35,"SUB OUT by HENRY,COLIN",,,,,,,"SUB OUT by HENRY,COLIN",2
09:35,"SUB OUT by THOM,IAN",,,,,,,"SUB OUT by THOM,IAN",2
09:35,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
09:35,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
09:26,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",55,,73 (+18),,BSCM 55-73 (-18),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
09:26,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
09:26,"MISS FT by FREEMAN,SCHYLAR",,,,,,,"MISS FT by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
09:02,"FOUL  by THOMAS,LARRY",,,,,,,"FOUL  by THOMAS,LARRY",2
09:02,,55,,74 (+19),"GOOD FT by KARSNER,JOSH",CENTRE_M 55-74 (-19),,"GOOD FT by KARSNER,JOSH",2
09:02,,,,,"MISS FT by KARSNER,JOSH",,,"MISS FT by KARSNER,JOSH",2
--,"REBOUND DEF by FREEMAN,SCHYLAR",,,,,,,"REBOUND DEF by FREEMAN,SCHYLAR",2
08:48,"GOOD 3PTR by WELCH,ROSS",58,,74 (+16),,BSCM 58-74 (-16),,"GOOD 3PTR by WELCH,ROSS",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
08:25,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
08:09,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
07:53,,,,,"TURNOVER  by MURRAY,RYAN",,,"TURNOVER  by MURRAY,RYAN",2
07:53,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
07:53,"SUB OUT by THOMAS,LARRY",,,,,,,"SUB OUT by THOMAS,LARRY",2
07:53,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
07:53,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
07:37,"GOOD LAYUP by WELCH,ROSS(in the paint)",60,,74 (+14),,BSCM 60-74 (-14),,"GOOD LAYUP by WELCH,ROSS(in the paint)",2
07:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:19,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
07:19,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
07:10,,60,,76 (+16),"GOOD LAYUP by GUMP,MATT(in the paint)",CENTRE_M 60-76 (-16),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
06:51,"MISS 3PTR by SCHAMP,GRIFFIN",,,,,,,"MISS 3PTR by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by MURRAY,RYAN",,,"REBOUND DEF by MURRAY,RYAN",2
06:41,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
06:41,,60,,77 (+17),"GOOD FT by MURRAY,RYAN",CENTRE_M 60-77 (-17),,"GOOD FT by MURRAY,RYAN",2
06:41,,60,,78 (+18),"GOOD FT by MURRAY,RYAN",CENTRE_M 60-78 (-18),,"GOOD FT by MURRAY,RYAN",2
06:41,"SUB IN by THOMAS,LARRY",,,,,,,"SUB IN by THOMAS,LARRY",2
06:41,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
06:41,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
06:41,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
06:30,"MISS JUMPER by THOMAS,LARRY",,,,,,,"MISS JUMPER by THOMAS,LARRY",2
--,"REBOUND OFF by FREEMAN,SCHYLAR",,,,,,,"REBOUND OFF by FREEMAN,SCHYLAR",2
06:27,"MISS LAYUP by FREEMAN,SCHYLAR",,,,,,,"MISS LAYUP by FREEMAN,SCHYLAR",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
06:21,"FOUL  by SCHAMP,GRIFFIN",,,,,,,"FOUL  by SCHAMP,GRIFFIN",2
06:21,,,,,"MISS FT by KARSNER,JOSH",,,"MISS FT by KARSNER,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
06:21,,60,,79 (+19),"GOOD FT by KARSNER,JOSH",CENTRE_M 60-79 (-19),,"GOOD FT by KARSNER,JOSH",2
06:08,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",62,,79 (+17),,BSCM 62-79 (-17),,"GOOD LAYUP by FREEMAN,SCHYLAR(in the paint)",2
06:03,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
06:00,"STEAL  by SCHAMP,GRIFFIN",,,,,,,"STEAL  by SCHAMP,GRIFFIN",2
05:58,"MISS 3PTR by HOLLAND,JASON",,,,,,,"MISS 3PTR by HOLLAND,JASON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:50,"MISS LAYUP by SCHAMP,GRIFFIN",,,,,,,"MISS LAYUP by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
05:30,,,,,"MISS JUMPER by KARSNER,JOSH",,,"MISS JUMPER by KARSNER,JOSH",2
05:30,"BLOCK  by FREEMAN,SCHYLAR",,,,,,,"BLOCK  by FREEMAN,SCHYLAR",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:11,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",64,,79 (+15),,BSCM 64-79 (-15),,"GOOD LAYUP by SCHAMP,GRIFFIN(in the paint)",2
05:11,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
05:11,"MISS FT by SCHAMP,GRIFFIN",,,,,,,"MISS FT by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
04:53,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",2
04:51,"STEAL  by FREEMAN,SCHYLAR",,,,,,,"STEAL  by FREEMAN,SCHYLAR",2
04:48,"MISS 3PTR by WELCH,ROSS",,,,,,,"MISS 3PTR by WELCH,ROSS",2
--,"REBOUND OFF by HOLLAND,JASON",,,,,,,"REBOUND OFF by HOLLAND,JASON",2
04:29,"MISS JUMPER by SCHAMP,GRIFFIN",,,,,,,"MISS JUMPER by SCHAMP,GRIFFIN",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
03:58,,64,,82 (+18),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 64-82 (-18),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by MURRAY,RYAN",,,"ASSIST  by MURRAY,RYAN",2
03:55,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:51,"MISS 3PTR by HAYES,CONNER",,,,,,,"MISS 3PTR by HAYES,CONNER",2
--,"REBOUND OFF by THOMAS,LARRY",,,,,,,"REBOUND OFF by THOMAS,LARRY",2
03:43,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
03:43,"GOOD FT by HAYES,CONNER",65,,82 (+17),,BSCM 65-82 (-17),,"GOOD FT by HAYES,CONNER",2
03:43,"GOOD FT by HAYES,CONNER",66,,82 (+16),,BSCM 66-82 (-16),,"GOOD FT by HAYES,CONNER",2
03:43,"SUB IN by CRAIN,JOHN",,,,,,,"SUB IN by CRAIN,JOHN",2
03:43,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
03:43,"SUB OUT by SCHAMP,GRIFFIN",,,,,,,"SUB OUT by SCHAMP,GRIFFIN",2
03:43,"SUB OUT by WELCH,ROSS",,,,,,,"SUB OUT by WELCH,ROSS",2
03:15,"FOUL  by HOLLAND,JASON",,,,,,,"FOUL  by HOLLAND,JASON",2
03:15,,66,,83 (+17),"GOOD FT by GUMP,MATT",CENTRE_M 66-83 (-17),,"GOOD FT by GUMP,MATT",2
03:15,,,,,"MISS FT by GUMP,MATT",,,"MISS FT by GUMP,MATT",2
--,"REBOUND DEF by HOLLAND,JASON",,,,,,,"REBOUND DEF by HOLLAND,JASON",2
03:15,"SUB IN by HAYES,CONNER",,,,,,,"SUB IN by HAYES,CONNER",2
03:15,"SUB IN by SCHAMP,GRIFFIN",,,,,,,"SUB IN by SCHAMP,GRIFFIN",2
03:15,"SUB OUT by FREEMAN,SCHYLAR",,,,,,,"SUB OUT by FREEMAN,SCHYLAR",2
03:15,"SUB OUT by LEWIS,EVAN",,,,,,,"SUB OUT by LEWIS,EVAN",2
03:15,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
03:15,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
03:15,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
03:15,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
03:05,"MISS 3PTR by HAYES,CONNER",,,,,,,"MISS 3PTR by HAYES,CONNER",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
02:45,"FOUL  by HAYES,CONNER",,,,,,,"FOUL  by HAYES,CONNER",2
02:45,,,,,"MISS FT by KARSNER,JOSH",,,"MISS FT by KARSNER,JOSH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:45,,,,,"MISS FT by KARSNER,JOSH",,,"MISS FT by KARSNER,JOSH",2
--,"REBOUND DEF by HAYES,CONNER",,,,,,,"REBOUND DEF by HAYES,CONNER",2
02:45,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
02:45,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
02:30,"GOOD 3PTR by THOMAS,LARRY",69,,83 (+14),,BSCM 69-83 (-14),,"GOOD 3PTR by THOMAS,LARRY",2
--,"ASSIST  by HOLLAND,JASON",,,,,,,"ASSIST  by HOLLAND,JASON",2
02:24,"SUB IN by FREEMAN,SCHYLAR",,,,,,,"SUB IN by FREEMAN,SCHYLAR",2
02:24,"SUB IN by LEWIS,EVAN",,,,,,,"SUB IN by LEWIS,EVAN",2
