Time Remaining,OUM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
16:22,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",1
16:18,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",1
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",1
16:12,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
16:05,,4,,8 (+4),"GOOD LAYUP by FITCH,CARL(fastbreak)(in the paint)",HENDRIX 4-8 (+4),,"GOOD LAYUP by FITCH,CARL(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",1
15:44,"MISS LAYUP by KOCH,WILL",,,,,,,"MISS LAYUP by KOCH,WILL",1
--,"REBOUND OFF by KOCH,WILL",,,,,,,"REBOUND OFF by KOCH,WILL",1
15:41,"GOOD LAYUP by KOCH,WILL(in the paint)",6,,8 (+2),,OUM 6-8 (+2),,"GOOD LAYUP by KOCH,WILL(in the paint)",1
15:09,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
15:09,"BLOCK  by SONE,CARLOS",,,,,,,"BLOCK  by SONE,CARLOS",1
--,"REBOUND DEF by KOCH,WILL",,,,,,,"REBOUND DEF by KOCH,WILL",1
15:07,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",1
15:07,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
15:07,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",1
15:07,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",1
15:07,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",1
15:07,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
15:07,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",1
15:07,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",1
15:05,"MISS JUMPER by KOCH,WILL",,,,,,,"MISS JUMPER by KOCH,WILL",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
14:35,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND DEF by BREATHWAITE,ZACH",,,,,,,"REBOUND DEF by BREATHWAITE,ZACH",1
14:23,"TURNOVER  by BREATHWAITE,ZACH",,,,,,,"TURNOVER  by BREATHWAITE,ZACH",1
14:22,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",1
14:17,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",1
--,,,,,"REBOUND OFF by CONRAD,ALEX",,,"REBOUND OFF by CONRAD,ALEX",1
14:13,,6,,10 (+4),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 6-10 (+4),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",1
13:47,"TURNOVER  by FOSTER,LANE",,,,,,,"TURNOVER  by FOSTER,LANE",1
13:45,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",1
13:42,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND DEF by BREATHWAITE,ZACH",,,,,,,"REBOUND DEF by BREATHWAITE,ZACH",1
13:20,"MISS JUMPER by KOCH,WILL",,,,,,,"MISS JUMPER by KOCH,WILL",1
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",1
13:10,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",1
12:54,"MISS 3PTR by FOSTER,LANE",,,,,,,"MISS 3PTR by FOSTER,LANE",1
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",1
12:39,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",1
12:39,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",1
12:39,"SUB IN by INUNGU,TOM",,,,,,,"SUB IN by INUNGU,TOM",1
12:39,"SUB IN by PERRY,WILL",,,,,,,"SUB IN by PERRY,WILL",1
12:39,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",1
12:39,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",1
12:39,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",1
12:39,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",1
12:39,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",1
12:39,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",1
12:34,"GOOD JUMPER by INUNGU,TOM",8,,10 (+2),,OUM 8-10 (+2),,"GOOD JUMPER by INUNGU,TOM",1
12:15,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,"REBOUND DEF by INUNGU,TOM",,,,,,,"REBOUND DEF by INUNGU,TOM",1
11:49,"MISS LAYUP by BREATHWAITE,ZACH",,,,,,,"MISS LAYUP by BREATHWAITE,ZACH",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
11:40,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",1
11:40,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:10,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",1
11:10,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",1
11:10,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",1
11:10,"SUB OUT by BREATHWAITE,ZACH",,,,,,,"SUB OUT by BREATHWAITE,ZACH",1
11:10,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",1
11:10,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",1
10:59,,8,,12 (+4),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 8-12 (+4),,"GOOD LAYUP by LINK,JACOB(in the paint)",1
10:35,"GOOD 3PTR by PERRY,WILL",11,,12 (+1),,OUM 11-12 (+1),,"GOOD 3PTR by PERRY,WILL",1
--,"ASSIST  by KOCH,WILL",,,,,,,"ASSIST  by KOCH,WILL",1
10:19,,,,,"MISS LAYUP by ROUSE,TREY",,,"MISS LAYUP by ROUSE,TREY",1
10:19,"BLOCK  by INUNGU,TOM",,,,,,,"BLOCK  by INUNGU,TOM",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
09:42,"GOOD JUMPER by INUNGU,TOM",13 (+1),,12,,OUM 13-12 (-1),,"GOOD JUMPER by INUNGU,TOM",1
09:09,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",1
--,"REBOUND DEF by JENEI,RYAN",,,,,,,"REBOUND DEF by JENEI,RYAN",1
09:00,"GOOD LAYUP by PERRY,WILL(in the paint)",15 (+3),,12,,OUM 15-12 (-3),,"GOOD LAYUP by PERRY,WILL(in the paint)",1
09:00,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",1
09:00,"FOUL TECH by KOCH,WILL",,,,,,,"FOUL TECH by KOCH,WILL",1
09:00,,,,,"MISS FT by ROUSE,TREY",,,"MISS FT by ROUSE,TREY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:00,,15 (+2),,13,"GOOD FT by ROUSE,TREY",HENDRIX 15-13 (-2),,"GOOD FT by ROUSE,TREY",1
09:00,"GOOD FT by PERRY,WILL",16 (+3),,13,,OUM 16-13 (-3),,"GOOD FT by PERRY,WILL",1
08:39,,16 (+1),,15,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 16-15 (-1),,"GOOD LAYUP by FITCH,CARL(in the paint)",1
--,,,,,"ASSIST  by EATON,JACK",,,"ASSIST  by EATON,JACK",1
08:14,"MISS 3PTR by SONE,CARLOS",,,,,,,"MISS 3PTR by SONE,CARLOS",1
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",1
07:54,,16,,18 (+2),"GOOD 3PTR by EATON,JACK",HENDRIX 16-18 (+2),,"GOOD 3PTR by EATON,JACK",1
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",1
07:33,"GOOD JUMPER by KOCH,WILL(in the paint)",18,,18,,OUM 18-18 (0),,"GOOD JUMPER by KOCH,WILL(in the paint)",1
07:16,,18,,20 (+2),"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 18-20 (+2),,"GOOD LAYUP by FITCH,CARL(in the paint)",1
--,,,,,"ASSIST  by ROUSE,TREY",,,"ASSIST  by ROUSE,TREY",1
06:57,"GOOD 3PTR by PERRY,WILL",21 (+1),,20,,OUM 21-20 (-1),,"GOOD 3PTR by PERRY,WILL",1
--,"ASSIST  by SONE,CARLOS",,,,,,,"ASSIST  by SONE,CARLOS",1
06:28,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",1
06:28,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:28,"SUB IN by BROWN,MALIK",,,,,,,"SUB IN by BROWN,MALIK",1
06:28,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",1
06:28,"SUB OUT by FOSTER,LANE",,,,,,,"SUB OUT by FOSTER,LANE",1
06:28,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",1
06:28,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",1
06:28,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",1
06:28,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",1
06:28,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",1
06:28,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",1
06:28,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",1
06:28,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
06:16,"SUB IN by FOSTER,LANE",,,,,,,"SUB IN by FOSTER,LANE",1
06:15,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",1
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",1
05:58,"GOOD LAYUP by INUNGU,TOM(in the paint)",23 (+3),,20,,OUM 23-20 (-3),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
--,"ASSIST  by PERRY,WILL",,,,,,,"ASSIST  by PERRY,WILL",1
05:32,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",1
05:32,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",1
05:32,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",1
05:32,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",1
05:27,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",1
05:27,"SUB IN by SONE,CARLOS",,,,,,,"SUB IN by SONE,CARLOS",1
05:27,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",1
05:27,"SUB OUT by BROWN,MALIK",,,,,,,"SUB OUT by BROWN,MALIK",1
05:16,"MISS LAYUP by INUNGU,TOM",,,,,,,"MISS LAYUP by INUNGU,TOM",1
--,,,,,"REBOUND DEF by BRASFIELD,KAM",,,"REBOUND DEF by BRASFIELD,KAM",1
05:10,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",1
--,,,,,"REBOUND OFF by STANLEY,SETH",,,"REBOUND OFF by STANLEY,SETH",1
05:05,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",1
05:05,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",1
03:54,,,,,"MISS LAYUP by EATON,JACK",,,"MISS LAYUP by EATON,JACK",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
03:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
03:54,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",1
03:54,"SUB OUT by JENEI,RYAN",,,,,,,"SUB OUT by JENEI,RYAN",1
03:49,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",1
03:35,"TURNOVER  by BREATHWAITE,ZACH",,,,,,,"TURNOVER  by BREATHWAITE,ZACH",1
03:24,,23,,23,"GOOD 3PTR by STANLEY,SETH",HENDRIX 23-23 (0),,"GOOD 3PTR by STANLEY,SETH",1
--,,,,,"ASSIST  by EATON,JACK",,,"ASSIST  by EATON,JACK",1
03:09,"GOOD LAYUP by INUNGU,TOM(in the paint)",25 (+2),,23,,OUM 25-23 (-2),,"GOOD LAYUP by INUNGU,TOM(in the paint)",1
02:48,,25,,25,"GOOD JUMPER by STANLEY,SETH(in the paint)",HENDRIX 25-25 (0),,"GOOD JUMPER by STANLEY,SETH(in the paint)",1
02:25,"TURNOVER  by INUNGU,TOM",,,,,,,"TURNOVER  by INUNGU,TOM",1
02:23,,,,,"STEAL  by STANLEY,SETH",,,"STEAL  by STANLEY,SETH",1
02:09,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",1
02:09,,25,,26 (+1),"GOOD FT by RIDING,JAKE",HENDRIX 25-26 (+1),,"GOOD FT by RIDING,JAKE",1
02:09,,25,,27 (+2),"GOOD FT by RIDING,JAKE",HENDRIX 25-27 (+2),,"GOOD FT by RIDING,JAKE",1
02:09,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",1
02:09,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",1
02:09,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
02:09,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",1
01:54,"MISS LAYUP by INUNGU,TOM",,,,,,,"MISS LAYUP by INUNGU,TOM",1
01:54,,,,,"BLOCK  by RIDING,JAKE",,,"BLOCK  by RIDING,JAKE",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
01:52,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",1
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",1
01:33,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND OFF by RIDING,JAKE",,,"REBOUND OFF by RIDING,JAKE",1
01:23,,,,,"MISS LAYUP by RIDING,JAKE",,,"MISS LAYUP by RIDING,JAKE",1
01:23,"BLOCK  by INUNGU,TOM",,,,,,,"BLOCK  by INUNGU,TOM",1
--,"REBOUND DEF by SONE,CARLOS",,,,,,,"REBOUND DEF by SONE,CARLOS",1
01:11,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
01:08,"GOOD FT by INUNGU,TOM",26,,27 (+1),,OUM 26-27 (+1),,"GOOD FT by INUNGU,TOM",1
00:53,"GOOD FT by INUNGU,TOM",27,,27,,OUM 27-27 (0),,"GOOD FT by INUNGU,TOM",1
00:27,"FOUL  by SONE,CARLOS",,,,,,,"FOUL  by SONE,CARLOS",1
00:27,,27,,29 (+2),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 27-29 (+2),,"GOOD LAYUP by STANLEY,SETH(in the paint)",1
00:27,,27,,30 (+3),"GOOD FT by STANLEY,SETH",HENDRIX 27-30 (+3),,"GOOD FT by STANLEY,SETH",1
00:27,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",1
00:27,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",1
00:25,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:04,"MISS 3PTR by KOCH,WILL",,,,,,,"MISS 3PTR by KOCH,WILL",1
00:04,,,,,"BLOCK  by STANLEY,SETH",,,"BLOCK  by STANLEY,SETH",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
00:00,,27,,32 (+5),"GOOD DUNK by STANLEY,SETH(fastbreak)(in the paint)",HENDRIX 27-32 (+5),,"GOOD DUNK by STANLEY,SETH(fastbreak)(in the paint)",1
20:00,"SUB IN by JENEI,RYAN",,,,,,,"SUB IN by JENEI,RYAN",2
20:00,"SUB OUT by SONE,CARLOS",,,,,,,"SUB OUT by SONE,CARLOS",2
19:48,"FOUL  by PERRY,WILL",,,,,,,"FOUL  by PERRY,WILL",2
19:48,"TURNOVER  by PERRY,WILL",,,,,,,"TURNOVER  by PERRY,WILL",2
19:26,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",2
19:25,"STEAL  by PERRY,WILL",,,,,,,"STEAL  by PERRY,WILL",2
19:13,"TURNOVER  by INUNGU,TOM",,,,,,,"TURNOVER  by INUNGU,TOM",2
19:11,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",2
19:07,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
18:59,"GOOD 3PTR by FOSTER,LANE",30,,32 (+2),,OUM 30-32 (+2),,"GOOD 3PTR by FOSTER,LANE",2
18:37,,30,,34 (+4),"GOOD JUMPER by STANLEY,SETH",HENDRIX 30-34 (+4),,"GOOD JUMPER by STANLEY,SETH",2
18:13,"TURNOVER  by KOCH,WILL",,,,,,,"TURNOVER  by KOCH,WILL",2
18:13,,,,,"FOUL TECH by BRASFIELD,KAM",,,"FOUL TECH by BRASFIELD,KAM",2
18:13,"GOOD FT by KOCH,WILL",31,,34 (+3),,OUM 31-34 (+3),,"GOOD FT by KOCH,WILL",2
18:13,"GOOD FT by KOCH,WILL",32,,34 (+2),,OUM 32-34 (+2),,"GOOD FT by KOCH,WILL",2
18:13,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
18:13,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
17:59,,,,,"TURNOVER  by SMITH,PRESTON",,,"TURNOVER  by SMITH,PRESTON",2
17:57,"STEAL  by FOSTER,LANE",,,,,,,"STEAL  by FOSTER,LANE",2
17:56,"MISS LAYUP by FOSTER,LANE",,,,,,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
17:47,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by FOSTER,LANE",,,,,,,"REBOUND DEF by FOSTER,LANE",2
17:30,"MISS LAYUP by INUNGU,TOM",,,,,,,"MISS LAYUP by INUNGU,TOM",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
17:12,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
17:04,"MISS 3PTR by PERRY,WILL",,,,,,,"MISS 3PTR by PERRY,WILL",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
16:40,,32,,36 (+4),"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 32-36 (+4),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
16:20,"MISS LAYUP by KOCH,WILL",,,,,,,"MISS LAYUP by KOCH,WILL",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
16:10,,32,,39 (+7),"GOOD 3PTR by COMAN,SEAN",HENDRIX 32-39 (+7),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
15:40,"MISS LAYUP by FOSTER,LANE",,,,,,,"MISS LAYUP by FOSTER,LANE",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
15:30,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
15:22,"MISS LAYUP by PERRY,WILL",,,,,,,"MISS LAYUP by PERRY,WILL",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
14:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:58,"FOUL  by INUNGU,TOM",,,,,,,"FOUL  by INUNGU,TOM",2
14:58,,32,,40 (+8),"GOOD FT by COMAN,SEAN",HENDRIX 32-40 (+8),,"GOOD FT by COMAN,SEAN",2
14:58,,32,,41 (+9),"GOOD FT by COMAN,SEAN",HENDRIX 32-41 (+9),,"GOOD FT by COMAN,SEAN",2
14:31,"MISS JUMPER by SONE,CARLOS",,,,,,,"MISS JUMPER by SONE,CARLOS",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
14:09,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:53,"MISS LAYUP by INUNGU,TOM",,,,,,,"MISS LAYUP by INUNGU,TOM",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
13:27,,32,,43 (+11),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIX 32-43 (+11),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
13:27,"FOUL  by KOCH,WILL",,,,,,,"FOUL  by KOCH,WILL",2
13:27,,,,,"MISS FT by CONRAD,ALEX",,,"MISS FT by CONRAD,ALEX",2
--,"REBOUND DEF by BREATHWAITE,ZACH",,,,,,,"REBOUND DEF by BREATHWAITE,ZACH",2
13:27,"SUB IN by SONE,CARLOS",,,,,,,"SUB IN by SONE,CARLOS",2
13:27,"SUB IN by BREATHWAITE,ZACH",,,,,,,"SUB IN by BREATHWAITE,ZACH",2
13:27,"SUB OUT by INUNGU,TOM",,,,,,,"SUB OUT by INUNGU,TOM",2
13:27,"SUB OUT by KOCH,WILL",,,,,,,"SUB OUT by KOCH,WILL",2
13:13,"GOOD 3PTR by FOSTER,LANE",35,,43 (+8),,OUM 35-43 (+8),,"GOOD 3PTR by FOSTER,LANE",2
--,"ASSIST  by PERRY,WILL",,,,,,,"ASSIST  by PERRY,WILL",2
12:52,,,,,"MISS LAYUP by CONRAD,ALEX",,,"MISS LAYUP by CONRAD,ALEX",2
12:52,"BLOCK  by BREATHWAITE,ZACH",,,,,,,"BLOCK  by BREATHWAITE,ZACH",2
--,"REBOUND DEF by PERRY,WILL",,,,,,,"REBOUND DEF by PERRY,WILL",2
12:45,"MISS LAYUP by PERRY,WILL",,,,,,,"MISS LAYUP by PERRY,WILL",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
12:38,"FOUL  by JENEI,RYAN",,,,,,,"FOUL  by JENEI,RYAN",2
12:30,"SUB IN by KOCH,WILL",,,,,,,"SUB IN by KOCH,WILL",2
12:30,"SUB OUT by PERRY,WILL",,,,,,,"SUB OUT by PERRY,WILL",2
12:12,,35,,45 (+10),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 35-45 (+10),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
11:56,"MISS 3PTR by JENEI,RYAN",,,,,,,"MISS 3PTR by JENEI,RYAN",2
