Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,HENDRIX,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",1
14:24,,8,,8,"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 8-8 (0),,"GOOD LAYUP by FITCH,CARL(in the paint)",1
14:13,"TURNOVER  by HOGAN,KAM",,,,,,,"TURNOVER  by HOGAN,KAM",1
14:12,,,,,"STEAL  by FITCH,CARL",,,"STEAL  by FITCH,CARL",1
14:06,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
--,"REBOUND DEF by MERCADEL,JUSTICE",,,,,,,"REBOUND DEF by MERCADEL,JUSTICE",1
13:48,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",1
13:48,"MISS FT by HOLLAND,MICHAEL",,,,,,,"MISS FT by HOLLAND,MICHAEL",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
13:43,"GOOD FT by HOLLAND,MICHAEL",9 (+1),,8,,ACM 9-8 (-1),,"GOOD FT by HOLLAND,MICHAEL",1
13:39,"SUB IN by LOCKMAN,DEREK",,,,,,,"SUB IN by LOCKMAN,DEREK",1
13:39,"SUB IN by MCKENZIE,NATHAN",,,,,,,"SUB IN by MCKENZIE,NATHAN",1
13:39,"SUB OUT by MERCADEL,JUSTICE",,,,,,,"SUB OUT by MERCADEL,JUSTICE",1
13:39,"SUB OUT by FEIDER,JP",,,,,,,"SUB OUT by FEIDER,JP",1
13:32,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",1
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",1
13:27,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",1
--,"REBOUND DEF by HOGAN,KAM",,,,,,,"REBOUND DEF by HOGAN,KAM",1
13:22,"TURNOVER  by HOGAN,KAM",,,,,,,"TURNOVER  by HOGAN,KAM",1
13:20,,,,,"STEAL  by BRASFIELD,KAM",,,"STEAL  by BRASFIELD,KAM",1
13:09,,,,,"MISS LAYUP by EATON,JACK",,,"MISS LAYUP by EATON,JACK",1
13:09,"BLOCK  by HOLLAND,MICHAEL",,,,,,,"BLOCK  by HOLLAND,MICHAEL",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
13:05,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND DEF by HOGAN,KAM",,,,,,,"REBOUND DEF by HOGAN,KAM",1
13:05,"MISS LAYUP by HOLLAND,MICHAEL",,,,,,,"MISS LAYUP by HOLLAND,MICHAEL",1
--,"REBOUND OFF by HOLLAND,MICHAEL",,,,,,,"REBOUND OFF by HOLLAND,MICHAEL",1
13:05,"MISS JUMPER by HOLLAND,MICHAEL",,,,,,,"MISS JUMPER by HOLLAND,MICHAEL",1
--,"REBOUND OFF by HOLLAND,MICHAEL",,,,,,,"REBOUND OFF by HOLLAND,MICHAEL",1
13:05,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",1
13:05,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",1
13:05,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",1
13:05,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
13:05,,,,,"SUB OUT by CRAWFORD,TRACE",,,"SUB OUT by CRAWFORD,TRACE",1
13:05,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",1
13:00,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",1
12:52,"SUB IN by MERCADEL,JUSTICE",,,,,,,"SUB IN by MERCADEL,JUSTICE",1
12:52,"SUB OUT by HOLLAND,MICHAEL",,,,,,,"SUB OUT by HOLLAND,MICHAEL",1
12:52,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
12:52,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",1
12:40,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",1
--,"REBOUND DEF by FEIDER,JP",,,,,,,"REBOUND DEF by FEIDER,JP",1
12:26,"FOUL  by MCKENZIE,NATHAN",,,,,,,"FOUL  by MCKENZIE,NATHAN",1
12:26,,,,,"MISS LAYUP by EATON,JACK",,,"MISS LAYUP by EATON,JACK",1
12:26,"BLOCK  by MCKENZIE,NATHAN",,,,,,,"BLOCK  by MCKENZIE,NATHAN",1
--,"REBOUND OFF by FEIDER,JP",,,,,,,"REBOUND OFF by FEIDER,JP",1
11:49,"GOOD JUMPER by HOGAN,KAM",11 (+3),,8,,ACM 11-8 (-3),,"GOOD JUMPER by HOGAN,KAM",1
11:29,,,,,"TURNOVER  by COMAN,SEAN",,,"TURNOVER  by COMAN,SEAN",1
11:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:24,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",13 (+5),,8,,ACM 13-8 (-5),,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",1
11:19,,13 (+3),,10,"GOOD JUMPER by EATON,JACK(in the paint)",HENDRIX 13-10 (-3),,"GOOD JUMPER by EATON,JACK(in the paint)",1
11:19,,13 (+1),,12,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",HENDRIX 13-12 (-1),,"GOOD LAYUP by CALAMESE,MICHAEL(in the paint)",1
11:19,"GOOD LAYUP by HOGAN,KAM(in the paint)",15 (+3),,12,,ACM 15-12 (-3),,"GOOD LAYUP by HOGAN,KAM(in the paint)",1
11:19,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",1
--,,,,,"REBOUND OFF by STANLEY,SETH",,,"REBOUND OFF by STANLEY,SETH",1
10:32,"MISS LAYUP by MERCADEL,JUSTICE",,,,,,,"MISS LAYUP by MERCADEL,JUSTICE",1
10:32,,,,,"BLOCK  by EATON,JACK",,,"BLOCK  by EATON,JACK",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
10:32,,,,,"MISS LAYUP by COMAN,SEAN",,,"MISS LAYUP by COMAN,SEAN",1
10:32,"BLOCK  by LOCKMAN,DEREK",,,,,,,"BLOCK  by LOCKMAN,DEREK",1
--,"REBOUND DEF by ROLAND,DEVIN",,,,,,,"REBOUND DEF by ROLAND,DEVIN",1
10:32,,15 (+1),,14,"GOOD LAYUP by RIDING,JAKE(in the paint)",HENDRIX 15-14 (-1),,"GOOD LAYUP by RIDING,JAKE(in the paint)",1
10:32,"FOUL  by FEIDER,JP",,,,,,,"FOUL  by FEIDER,JP",1
10:32,,15,,15,"GOOD FT by RIDING,JAKE",HENDRIX 15-15 (0),,"GOOD FT by RIDING,JAKE",1
10:32,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",1
10:32,"STEAL  by HOLLAND,MICHAEL",,,,,,,"STEAL  by HOLLAND,MICHAEL",1
10:32,"MISS LAYUP by HOLLAND,MICHAEL",,,,,,,"MISS LAYUP by HOLLAND,MICHAEL",1
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",1
10:32,"GOOD 3PTR by HOGAN,KAM",18 (+3),,15,,ACM 18-15 (-3),,"GOOD 3PTR by HOGAN,KAM",1
10:32,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,,,,,"REBOUND OFF by EATON,JACK",,,"REBOUND OFF by EATON,JACK",1
10:32,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",1
10:21,"MISS JUMPER by ROLAND,DEVIN",,,,,,,"MISS JUMPER by ROLAND,DEVIN",1
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",1
10:05,,18,,18,"GOOD 3PTR by RIDING,JAKE",HENDRIX 18-18 (0),,"GOOD 3PTR by RIDING,JAKE",1
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",1
09:41,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",20 (+2),,18,,ACM 20-18 (-2),,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",1
09:27,,20,,21 (+1),"GOOD 3PTR by EATON,JACK",HENDRIX 20-21 (+1),,"GOOD 3PTR by EATON,JACK",1
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",1
08:49,"GOOD 3PTR by HOGAN,KAM",23 (+2),,21,,ACM 23-21 (-2),,"GOOD 3PTR by HOGAN,KAM",1
--,"ASSIST  by MERCADEL,JUSTICE",,,,,,,"ASSIST  by MERCADEL,JUSTICE",1
08:34,,23,,23,"GOOD JUMPER by RIDING,JAKE(in the paint)",HENDRIX 23-23 (0),,"GOOD JUMPER by RIDING,JAKE(in the paint)",1
08:09,"TURNOVER  by ROLAND,DEVIN",,,,,,,"TURNOVER  by ROLAND,DEVIN",1
08:06,,,,,"STEAL  by EATON,JACK",,,"STEAL  by EATON,JACK",1
07:56,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:49,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",1
--,"REBOUND DEF by MCKENZIE,NATHAN",,,,,,,"REBOUND DEF by MCKENZIE,NATHAN",1
06:44,,,,,"SUB IN by CRAWFORD,TRACE",,,"SUB IN by CRAWFORD,TRACE",1
06:44,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",1
06:44,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",1
06:44,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",1
06:44,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",1
06:44,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",1
06:44,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",1
06:44,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",1
06:26,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",1
06:26,"SUB IN by HOLLAND,MICHAEL",,,,,,,"SUB IN by HOLLAND,MICHAEL",1
06:26,"SUB IN by HILL,KAMERON",,,,,,,"SUB IN by HILL,KAMERON",1
06:26,"SUB OUT by ROLAND,DEVIN",,,,,,,"SUB OUT by ROLAND,DEVIN",1
06:26,"SUB OUT by LOCKMAN,DEREK",,,,,,,"SUB OUT by LOCKMAN,DEREK",1
06:23,"GOOD 3PTR by MERCADEL,JUSTICE",26 (+3),,23,,ACM 26-23 (-3),,"GOOD 3PTR by MERCADEL,JUSTICE",1
06:14,,,,,"TURNOVER  by BRASFIELD,KAM",,,"TURNOVER  by BRASFIELD,KAM",1
05:50,"TURNOVER  by MCKENZIE,NATHAN",,,,,,,"TURNOVER  by MCKENZIE,NATHAN",1
05:49,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",1
05:38,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",1
05:35,"FOUL  by MCKENZIE,NATHAN",,,,,,,"FOUL  by MCKENZIE,NATHAN",1
05:19,,26 (+2),,24,"GOOD FT by STANLEY,SETH",HENDRIX 26-24 (-2),,"GOOD FT by STANLEY,SETH",1
05:02,,26 (+1),,25,"GOOD FT by STANLEY,SETH",HENDRIX 26-25 (-1),,"GOOD FT by STANLEY,SETH",1
04:48,,,,,"MISS 3PTR by RIDING,JAKE",,,"MISS 3PTR by RIDING,JAKE",1
--,"REBOUND DEF by MERCADEL,JUSTICE",,,,,,,"REBOUND DEF by MERCADEL,JUSTICE",1
04:32,"MISS LAYUP by HOGAN,KAM",,,,,,,"MISS LAYUP by HOGAN,KAM",1
04:32,,,,,"BLOCK  by FITCH,CARL",,,"BLOCK  by FITCH,CARL",1
04:32,FOUL  by TEAM,,,,,,,FOUL  by TEAM,1
04:14,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",1
04:14,,,,,"TURNOVER  by CALAMESE,MICHAEL",,,"TURNOVER  by CALAMESE,MICHAEL",1
04:14,"TURNOVER  by HILL,KAMERON",,,,,,,"TURNOVER  by HILL,KAMERON",1
04:14,,,,,"STEAL  by RIDING,JAKE",,,"STEAL  by RIDING,JAKE",1
04:14,,26,,27 (+1),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIX 26-27 (+1),,"GOOD LAYUP by STANLEY,SETH(in the paint)",1
04:14,"FOUL  by MERCADEL,JUSTICE",,,,,,,"FOUL  by MERCADEL,JUSTICE",1
04:14,,26,,28 (+2),"GOOD FT by STANLEY,SETH",HENDRIX 26-28 (+2),,"GOOD FT by STANLEY,SETH",1
03:51,"GOOD 3PTR by HOGAN,KAM",29 (+1),,28,,ACM 29-28 (-1),,"GOOD 3PTR by HOGAN,KAM",1
03:35,,,,,"MISS LAYUP by CALAMESE,MICHAEL",,,"MISS LAYUP by CALAMESE,MICHAEL",1
--,"REBOUND DEF by MERCADEL,JUSTICE",,,,,,,"REBOUND DEF by MERCADEL,JUSTICE",1
03:25,"TURNOVER  by ROLAND,DEVIN",,,,,,,"TURNOVER  by ROLAND,DEVIN",1
03:21,,,,,"STEAL  by CRAWFORD,TRACE",,,"STEAL  by CRAWFORD,TRACE",1
03:17,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",1
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",1
03:15,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",1
03:15,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",1
02:59,"MISS 3PTR by HOGAN,KAM",,,,,,,"MISS 3PTR by HOGAN,KAM",1
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",1
02:48,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",1
--,"REBOUND DEF by HOGAN,KAM",,,,,,,"REBOUND DEF by HOGAN,KAM",1
02:34,"MISS 3PTR by HOGAN,KAM",,,,,,,"MISS 3PTR by HOGAN,KAM",1
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",1
02:13,,,,,"MISS 3PTR by EATON,JACK",,,"MISS 3PTR by EATON,JACK",1
--,"REBOUND DEF by HOLLAND,MICHAEL",,,,,,,"REBOUND DEF by HOLLAND,MICHAEL",1
01:47,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",1
01:39,"MISS FT by MERCADEL,JUSTICE",,,,,,,"MISS FT by MERCADEL,JUSTICE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:12,"MISS FT by MERCADEL,JUSTICE",,,,,,,"MISS FT by MERCADEL,JUSTICE",1
--,,,,,"REBOUND DEF by EATON,JACK",,,"REBOUND DEF by EATON,JACK",1
01:12,"SUB IN by ROLAND,DEVIN",,,,,,,"SUB IN by ROLAND,DEVIN",1
01:12,"SUB OUT by HOGAN,KAM",,,,,,,"SUB OUT by HOGAN,KAM",1
00:52,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
00:36,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
00:23,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",1
00:23,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",1
00:23,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",1
00:23,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",1
00:17,,29,,31 (+2),"GOOD 3PTR by CRAWFORD,TRACE",HENDRIX 29-31 (+2),,"GOOD 3PTR by CRAWFORD,TRACE",1
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",1
19:48,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",31,,31,,ACM 31-31 (0),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
19:33,,,,,"MISS 3PTR by CRAWFORD,TRACE",,,"MISS 3PTR by CRAWFORD,TRACE",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
19:24,,31,,33 (+2),"GOOD JUMPER by CRAWFORD,TRACE(in the paint)",HENDRIX 31-33 (+2),,"GOOD JUMPER by CRAWFORD,TRACE(in the paint)",2
--,,,,,"ASSIST  by BRASFIELD,KAM",,,"ASSIST  by BRASFIELD,KAM",2
19:05,"MISS LAYUP by FEIDER,JP",,,,,,,"MISS LAYUP by FEIDER,JP",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
18:58,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
18:58,"BLOCK  by FEIDER,JP",,,,,,,"BLOCK  by FEIDER,JP",2
--,,,,,"REBOUND OFF by CRAWFORD,TRACE",,,"REBOUND OFF by CRAWFORD,TRACE",2
18:44,,,,,"TURNOVER  by RIDING,JAKE",,,"TURNOVER  by RIDING,JAKE",2
18:43,"STEAL  by HOLLAND,MICHAEL",,,,,,,"STEAL  by HOLLAND,MICHAEL",2
18:40,"GOOD LAYUP by HOGAN,KAM(fastbreak)(in the paint)",33,,33,,ACM 33-33 (0),,"GOOD LAYUP by HOGAN,KAM(fastbreak)(in the paint)",2
18:18,,33,,35 (+2),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIX 33-35 (+2),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
17:56,,,,,"FOUL  by BRASFIELD,KAM",,,"FOUL  by BRASFIELD,KAM",2
17:56,"GOOD FT by FEIDER,JP",34,,35 (+1),,ACM 34-35 (+1),,"GOOD FT by FEIDER,JP",2
17:56,"MISS FT by FEIDER,JP",,,,,,,"MISS FT by FEIDER,JP",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
17:56,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
17:56,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
17:47,,,,,"MISS 3PTR by CRAWFORD,TRACE",,,"MISS 3PTR by CRAWFORD,TRACE",2
--,"REBOUND DEF by FEIDER,JP",,,,,,,"REBOUND DEF by FEIDER,JP",2
17:25,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
17:25,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
17:14,"MISS 3PTR by HOGAN,KAM",,,,,,,"MISS 3PTR by HOGAN,KAM",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
17:04,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
17:04,"MISS FT by FEIDER,JP",,,,,,,"MISS FT by FEIDER,JP",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
17:04,"GOOD FT by FEIDER,JP",35,,35,,ACM 35-35 (0),,"GOOD FT by FEIDER,JP",2
17:01,"TURNOVER  by HOLLAND,MICHAEL",,,,,,,"TURNOVER  by HOLLAND,MICHAEL",2
16:57,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
16:57,,35,,37 (+2),"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 35-37 (+2),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
16:57,"MISS 3PTR by ROLAND,DEVIN",,,,,,,"MISS 3PTR by ROLAND,DEVIN",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
16:57,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
16:55,"MISS JUMPER by HOGAN,KAM",,,,,,,"MISS JUMPER by HOGAN,KAM",2
--,,,,,"REBOUND DEF by CALAMESE,MICHAEL",,,"REBOUND DEF by CALAMESE,MICHAEL",2
16:52,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
16:37,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",37,,37,,ACM 37-37 (0),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
16:25,,37,,39 (+2),"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIX 37-39 (+2),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
15:54,"GOOD LAYUP by MERCADEL,JUSTICE(in the paint)",39,,39,,ACM 39-39 (0),,"GOOD LAYUP by MERCADEL,JUSTICE(in the paint)",2
15:37,,,,,"MISS LAYUP by CALAMESE,MICHAEL",,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,"REBOUND DEF by ROLAND,DEVIN",,,,,,,"REBOUND DEF by ROLAND,DEVIN",2
15:29,"TURNOVER  by HOGAN,KAM",,,,,,,"TURNOVER  by HOGAN,KAM",2
15:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:29,"SUB IN by MATTICH,BLAKE",,,,,,,"SUB IN by MATTICH,BLAKE",2
15:29,"SUB OUT by MERCADEL,JUSTICE",,,,,,,"SUB OUT by MERCADEL,JUSTICE",2
15:28,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
15:28,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
15:28,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
15:28,,,,,"SUB OUT by CRAWFORD,TRACE",,,"SUB OUT by CRAWFORD,TRACE",2
15:26,,39,,42 (+3),"GOOD 3PTR by COMAN,SEAN",HENDRIX 39-42 (+3),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
15:08,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",41,,42 (+1),,ACM 41-42 (+1),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
14:31,,41,,44 (+3),"GOOD LAYUP by COMAN,SEAN(in the paint)",HENDRIX 41-44 (+3),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
14:26,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
14:17,,41,,45 (+4),"GOOD FT by COMAN,SEAN",HENDRIX 41-45 (+4),,"GOOD FT by COMAN,SEAN",2
13:59,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
