Time Remaining,HENDRIX,Away Team Score,Play Team Indicator,Home Team Score,ACM,Game Score,Team Indicator,Play,Period
18:43,,46 (+4),,42,"GOOD FT by HOGAN,KAM",ACM 46-42 (+4),,"GOOD FT by HOGAN,KAM",2
18:43,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
18:43,"SUB OUT by FITCH,CARL",,,,,,,"SUB OUT by FITCH,CARL",2
18:16,"GOOD 3PTR by STANLEY,SETH",49 (+7),,42,,HENDRIX 49-42 (+7),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST ASSIST by LINK,JACOB",,,,,,,"ASSIST ASSIST by LINK,JACOB",2
17:55,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
17:55,,49 (+6),,43,"GOOD FT by MERCADEL,JUSTICE",ACM 49-43 (+6),,"GOOD FT by MERCADEL,JUSTICE",2
17:55,,,,,"MISS FT by MERCADEL,JUSTICE",,,"MISS FT by MERCADEL,JUSTICE",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
17:55,,,,,"SUB IN by FEIDER,JP",,,"SUB IN by FEIDER,JP",2
17:55,,,,,"SUB OUT by BRUMBAUGH,LUKE",,,"SUB OUT by BRUMBAUGH,LUKE",2
17:48,"GOOD 3PTR by SMITH,PRESTON",52 (+9),,43,,HENDRIX 52-43 (+9),,"GOOD 3PTR by SMITH,PRESTON",2
17:24,,,,,"TURNOVER  by HOLLAND,MICHAEL",,,"TURNOVER  by HOLLAND,MICHAEL",2
17:24,"STEAL  by BRASFIELD,KAM",,,,,,,"STEAL  by BRASFIELD,KAM",2
17:12,,,,,"FOUL  by MERCADEL,JUSTICE",,,"FOUL  by MERCADEL,JUSTICE",2
16:55,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
16:55,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
16:44,,52 (+7),,45,"GOOD JUMPER by HOGAN,KAM",ACM 52-45 (+7),,"GOOD JUMPER by HOGAN,KAM",2
16:30,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
16:27,,,,,"STEAL  by MERCADEL,JUSTICE",,,"STEAL  by MERCADEL,JUSTICE",2
16:26,,52 (+5),,47,"GOOD LAYUP by MERCADEL,JUSTICE(in the paint)",ACM 52-47 (+5),,"GOOD LAYUP by MERCADEL,JUSTICE(in the paint)",2
16:25,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
16:25,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
16:25,,52 (+4),,48,"GOOD FT by MERCADEL,JUSTICE",ACM 52-48 (+4),,"GOOD FT by MERCADEL,JUSTICE",2
16:13,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by BRASFIELD,KAM",,,,,,,"REBOUND OFF by BRASFIELD,KAM",2
16:05,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",54 (+6),,48,,HENDRIX 54-48 (+6),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
15:59,,,,,"FOUL  by FEIDER,JP",,,"FOUL  by FEIDER,JP",2
15:59,,,,,"TURNOVER  by FEIDER,JP",,,"TURNOVER  by FEIDER,JP",2
15:59,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
15:34,,,,,"FOUL  by FEIDER,JP",,,"FOUL  by FEIDER,JP",2
15:34,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:34,"MISS FT by CONRAD,ALEX",,,,,,,"MISS FT by CONRAD,ALEX",2
--,"REBOUND OFF by STANLEY,SETH",,,,,,,"REBOUND OFF by STANLEY,SETH",2
15:27,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by ROLAND,DEVIN",,,"REBOUND DEF by ROLAND,DEVIN",2
15:17,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
15:17,,54 (+5),,49,"GOOD FT by MERCADEL,JUSTICE",ACM 54-49 (+5),,"GOOD FT by MERCADEL,JUSTICE",2
15:17,,54 (+4),,50,"GOOD FT by MERCADEL,JUSTICE",ACM 54-50 (+4),,"GOOD FT by MERCADEL,JUSTICE",2
15:07,"GOOD LAYUP by STANLEY,SETH(in the paint)",56 (+6),,50,,HENDRIX 56-50 (+6),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
--,"ASSIST ASSIST by LINK,JACOB",,,,,,,"ASSIST ASSIST by LINK,JACOB",2
14:50,,56 (+4),,52,"GOOD JUMPER by HOGAN,KAM",ACM 56-52 (+4),,"GOOD JUMPER by HOGAN,KAM",2
14:32,"TURNOVER  by STANLEY,SETH",,,,,,,"TURNOVER  by STANLEY,SETH",2
14:31,,,,,"STEAL  by HOLLAND,MICHAEL",,,"STEAL  by HOLLAND,MICHAEL",2
14:25,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
14:25,,,,,"MISS FT by FEIDER,JP",,,"MISS FT by FEIDER,JP",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:25,,56 (+3),,53,"GOOD FT by FEIDER,JP",ACM 56-53 (+3),,"GOOD FT by FEIDER,JP",2
14:25,"SUB IN by RIDING,JAKE",,,,,,,"SUB IN by RIDING,JAKE",2
14:25,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
14:25,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
14:25,"SUB OUT by LINK,JACOB",,,,,,,"SUB OUT by LINK,JACOB",2
14:25,,,,,"SUB IN by BRUMBAUGH,LUKE",,,"SUB IN by BRUMBAUGH,LUKE",2
14:25,,,,,"SUB IN by HILL,KAMERON",,,"SUB IN by HILL,KAMERON",2
14:25,,,,,"SUB OUT by ROLAND,DEVIN",,,"SUB OUT by ROLAND,DEVIN",2
14:25,,,,,"SUB OUT by FEIDER,JP",,,"SUB OUT by FEIDER,JP",2
14:00,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",2
13:54,,,,,"MISS 3PTR by HOGAN,KAM",,,"MISS 3PTR by HOGAN,KAM",2
--,,,,,"REBOUND OFF by HOLLAND,MICHAEL",,,"REBOUND OFF by HOLLAND,MICHAEL",2
13:45,,,,,"MISS LAYUP by HOGAN,KAM",,,"MISS LAYUP by HOGAN,KAM",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
13:38,,,,,"FOUL  by MERCADEL,JUSTICE",,,"FOUL  by MERCADEL,JUSTICE",2
13:38,"MISS FT by ROUSE,TREY",,,,,,,"MISS FT by ROUSE,TREY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:38,"GOOD FT by ROUSE,TREY",57 (+4),,53,,HENDRIX 57-53 (+4),,"GOOD FT by ROUSE,TREY",2
13:14,,57 (+1),,56,"GOOD 3PTR by HOGAN,KAM",ACM 57-56 (+1),,"GOOD 3PTR by HOGAN,KAM",2
--,,,,,"ASSIST ASSIST by BRUMBAUGH,LUKE",,,"ASSIST ASSIST by BRUMBAUGH,LUKE",2
13:13,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
13:13,,57,,57,"GOOD FT by HOGAN,KAM",ACM 57-57 (0),,"GOOD FT by HOGAN,KAM",2
12:59,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",2
12:45,,57,,59 (+2),"GOOD JUMPER by HOLLAND,MICHAEL(in the paint)",ACM 57-59 (-2),,"GOOD JUMPER by HOLLAND,MICHAEL(in the paint)",2
12:19,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",59,,59,,HENDRIX 59-59 (0),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
12:16,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,2
11:58,,59,,62 (+3),"GOOD 3PTR by HILL,KAMERON",ACM 59-62 (-3),,"GOOD 3PTR by HILL,KAMERON",2
--,,,,,"ASSIST ASSIST by MERCADEL,JUSTICE",,,"ASSIST ASSIST by MERCADEL,JUSTICE",2
11:46,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",61,,62 (+1),,HENDRIX 61-62 (-1),,"GOOD LAYUP by BRASFIELD,KAM(in the paint)",2
11:31,,61,,65 (+4),"GOOD 3PTR by HOGAN,KAM",ACM 61-65 (-4),,"GOOD 3PTR by HOGAN,KAM",2
--,,,,,"ASSIST ASSIST by HOLLAND,MICHAEL",,,"ASSIST ASSIST by HOLLAND,MICHAEL",2
11:13,,,,,"FOUL  by HILL,KAMERON",,,"FOUL  by HILL,KAMERON",2
11:13,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:13,"GOOD FT by SMITH,PRESTON",62,,65 (+3),,HENDRIX 62-65 (-3),,"GOOD FT by SMITH,PRESTON",2
11:13,"SUB IN by LINK,JACOB",,,,,,,"SUB IN by LINK,JACOB",2
11:13,"SUB OUT by ROUSE,TREY",,,,,,,"SUB OUT by ROUSE,TREY",2
10:46,,,,,"MISS 3PTR by HOLLAND,MICHAEL",,,"MISS 3PTR by HOLLAND,MICHAEL",2
--,"REBOUND DEF by BRASFIELD,KAM",,,,,,,"REBOUND DEF by BRASFIELD,KAM",2
10:39,"GOOD LAYUP by STANLEY,SETH(in the paint)",64,,65 (+1),,HENDRIX 64-65 (-1),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
--,"ASSIST ASSIST by BRASFIELD,KAM",,,,,,,"ASSIST ASSIST by BRASFIELD,KAM",2
10:17,,64,,67 (+3),"GOOD LAYUP by BRUMBAUGH,LUKE(in the paint)",ACM 64-67 (-3),,"GOOD LAYUP by BRUMBAUGH,LUKE(in the paint)",2
--,,,,,"ASSIST ASSIST by HOLLAND,MICHAEL",,,"ASSIST ASSIST by HOLLAND,MICHAEL",2
10:02,,,,,"FOUL  by BRUMBAUGH,LUKE",,,"FOUL  by BRUMBAUGH,LUKE",2
10:02,"GOOD FT by RIDING,JAKE",65,,67 (+2),,HENDRIX 65-67 (-2),,"GOOD FT by RIDING,JAKE",2
10:02,"MISS FT by RIDING,JAKE",,,,,,,"MISS FT by RIDING,JAKE",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
09:52,,65,,69 (+4),"GOOD JUMPER by MERCADEL,JUSTICE",ACM 65-69 (-4),,"GOOD JUMPER by MERCADEL,JUSTICE",2
--,,,,,"ASSIST ASSIST by HOLLAND,MICHAEL",,,"ASSIST ASSIST by HOLLAND,MICHAEL",2
09:37,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
--,,,,,"REBOUND DEF by BRUMBAUGH,LUKE",,,"REBOUND DEF by BRUMBAUGH,LUKE",2
09:10,,,,,"MISS 3PTR by HOGAN,KAM",,,"MISS 3PTR by HOGAN,KAM",2
--,"REBOUND DEF by LINK,JACOB",,,,,,,"REBOUND DEF by LINK,JACOB",2
09:03,,,,,"FOUL  by HOGAN,KAM",,,"FOUL  by HOGAN,KAM",2
09:03,"GOOD FT by STANLEY,SETH",66,,69 (+3),,HENDRIX 66-69 (-3),,"GOOD FT by STANLEY,SETH",2
08:59,"GOOD FT by STANLEY,SETH",67,,69 (+2),,HENDRIX 67-69 (-2),,"GOOD FT by STANLEY,SETH",2
08:43,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
08:43,,67,,70 (+3),"GOOD FT by MERCADEL,JUSTICE",ACM 67-70 (-3),,"GOOD FT by MERCADEL,JUSTICE",2
08:43,,67,,71 (+4),"GOOD FT by MERCADEL,JUSTICE",ACM 67-71 (-4),,"GOOD FT by MERCADEL,JUSTICE",2
08:43,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
08:43,"SUB OUT by STANLEY,SETH",,,,,,,"SUB OUT by STANLEY,SETH",2
08:29,"TURNOVER  by BRASFIELD,KAM",,,,,,,"TURNOVER  by BRASFIELD,KAM",2
08:07,,,,,"TURNOVER  by BRUMBAUGH,LUKE",,,"TURNOVER  by BRUMBAUGH,LUKE",2
08:06,"STEAL  by RIDING,JAKE",,,,,,,"STEAL  by RIDING,JAKE",2
08:04,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",2
07:58,,67,,73 (+6),"GOOD LAYUP by HOGAN,KAM(in the paint)",ACM 67-73 (-6),,"GOOD LAYUP by HOGAN,KAM(in the paint)",2
07:42,"GOOD LAYUP by FITCH,CARL(in the paint)",69,,73 (+4),,HENDRIX 69-73 (-4),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,"ASSIST ASSIST by LINK,JACOB",,,,,,,"ASSIST ASSIST by LINK,JACOB",2
07:21,,69,,75 (+6),"GOOD JUMPER by HOLLAND,MICHAEL(in the paint)",ACM 69-75 (-6),,"GOOD JUMPER by HOLLAND,MICHAEL(in the paint)",2
07:09,"MISS 3PTR by BRASFIELD,KAM",,,,,,,"MISS 3PTR by BRASFIELD,KAM",2
--,,,,,"REBOUND DEF by BRUMBAUGH,LUKE",,,"REBOUND DEF by BRUMBAUGH,LUKE",2
06:50,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
06:50,,,,,"SUB IN by FEIDER,JP",,,"SUB IN by FEIDER,JP",2
06:50,,,,,"SUB OUT by BRUMBAUGH,LUKE",,,"SUB OUT by BRUMBAUGH,LUKE",2
06:35,,69,,78 (+9),"GOOD 3PTR by HOGAN,KAM",ACM 69-78 (-9),,"GOOD 3PTR by HOGAN,KAM",2
06:18,,,,,"FOUL  by HOLLAND,MICHAEL",,,"FOUL  by HOLLAND,MICHAEL",2
06:18,"GOOD FT by LINK,JACOB",70,,78 (+8),,HENDRIX 70-78 (-8),,"GOOD FT by LINK,JACOB",2
06:18,"GOOD FT by LINK,JACOB",71,,78 (+7),,HENDRIX 71-78 (-7),,"GOOD FT by LINK,JACOB",2
06:01,,,,,"MISS JUMPER by HOLLAND,MICHAEL",,,"MISS JUMPER by HOLLAND,MICHAEL",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
05:56,"MISS LAYUP by RIDING,JAKE",,,,,,,"MISS LAYUP by RIDING,JAKE",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
05:47,,71,,80 (+9),"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",ACM 71-80 (-9),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
05:46,"FOUL  by RIDING,JAKE",,,,,,,"FOUL  by RIDING,JAKE",2
05:46,,,,,"MISS FT by HOLLAND,MICHAEL",,,"MISS FT by HOLLAND,MICHAEL",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
05:30,,,,,"FOUL  by HILL,KAMERON",,,"FOUL  by HILL,KAMERON",2
05:30,"GOOD FT by SMITH,PRESTON",72,,80 (+8),,HENDRIX 72-80 (-8),,"GOOD FT by SMITH,PRESTON",2
05:30,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,,,,,"REBOUND DEF by MERCADEL,JUSTICE",,,"REBOUND DEF by MERCADEL,JUSTICE",2
05:30,"SUB IN by STANLEY,SETH",,,,,,,"SUB IN by STANLEY,SETH",2
05:30,"SUB OUT by RIDING,JAKE",,,,,,,"SUB OUT by RIDING,JAKE",2
05:07,,72,,82 (+10),"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",ACM 72-82 (-10),,"GOOD LAYUP by HOLLAND,MICHAEL(in the paint)",2
04:54,"MISS LAYUP by LINK,JACOB",,,,,,,"MISS LAYUP by LINK,JACOB",2
--,,,,,"REBOUND DEF by HOGAN,KAM",,,"REBOUND DEF by HOGAN,KAM",2
04:34,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
04:34,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
04:34,,,,,"MISS FT by FEIDER,JP",,,"MISS FT by FEIDER,JP",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:34,,72,,83 (+11),"GOOD FT by FEIDER,JP",ACM 72-83 (-11),,"GOOD FT by FEIDER,JP",2
04:34,,,,,"SUB IN by ROLAND,DEVIN",,,"SUB IN by ROLAND,DEVIN",2
04:34,,,,,"SUB OUT by HOLLAND,MICHAEL",,,"SUB OUT by HOLLAND,MICHAEL",2
04:23,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by FEIDER,JP",,,"REBOUND DEF by FEIDER,JP",2
03:59,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
03:59,,72,,84 (+12),"GOOD FT by MERCADEL,JUSTICE",ACM 72-84 (-12),,"GOOD FT by MERCADEL,JUSTICE",2
03:59,,72,,85 (+13),"GOOD FT by MERCADEL,JUSTICE",ACM 72-85 (-13),,"GOOD FT by MERCADEL,JUSTICE",2
03:47,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",2
--,,,,,"REBOUND DEF by HOGAN,KAM",,,"REBOUND DEF by HOGAN,KAM",2
03:16,,,,,"TURNOVER  by HOGAN,KAM",,,"TURNOVER  by HOGAN,KAM",2
03:16,"STEAL  by BRASFIELD,KAM",,,,,,,"STEAL  by BRASFIELD,KAM",2
03:13,"MISS LAYUP by BRASFIELD,KAM",,,,,,,"MISS LAYUP by BRASFIELD,KAM",2
03:13,,,,,"BLOCK  by ROLAND,DEVIN",,,"BLOCK  by ROLAND,DEVIN",2
--,"REBOUND OFF by STANLEY,SETH",,,,,,,"REBOUND OFF by STANLEY,SETH",2
03:09,,,,,"FOUL  by ROLAND,DEVIN",,,"FOUL  by ROLAND,DEVIN",2
03:09,"MISS FT by SMITH,PRESTON",,,,,,,"MISS FT by SMITH,PRESTON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:09,"GOOD FT by SMITH,PRESTON",73,,85 (+12),,HENDRIX 73-85 (-12),,"GOOD FT by SMITH,PRESTON",2
03:09,"GOOD FT by SMITH,PRESTON",74,,85 (+11),,HENDRIX 74-85 (-11),,"GOOD FT by SMITH,PRESTON",2
02:59,,74,,87 (+13),"GOOD LAYUP by ROLAND,DEVIN(in the paint)",ACM 74-87 (-13),,"GOOD LAYUP by ROLAND,DEVIN(in the paint)",2
--,,,,,"ASSIST ASSIST by HOGAN,KAM",,,"ASSIST ASSIST by HOGAN,KAM",2
02:44,,,,,"FOUL  by ROLAND,DEVIN",,,"FOUL  by ROLAND,DEVIN",2
02:44,"GOOD FT by STANLEY,SETH",75,,87 (+12),,HENDRIX 75-87 (-12),,"GOOD FT by STANLEY,SETH",2
02:44,"GOOD FT by STANLEY,SETH",76,,87 (+11),,HENDRIX 76-87 (-11),,"GOOD FT by STANLEY,SETH",2
02:44,,,,,"SUB IN by BRUMBAUGH,LUKE",,,"SUB IN by BRUMBAUGH,LUKE",2
02:44,,,,,"SUB IN by HOLLAND,MICHAEL",,,"SUB IN by HOLLAND,MICHAEL",2
02:44,,,,,"SUB OUT by FEIDER,JP",,,"SUB OUT by FEIDER,JP",2
02:44,,,,,"SUB OUT by ROLAND,DEVIN",,,"SUB OUT by ROLAND,DEVIN",2
02:18,,,,,"MISS 3PTR by HOGAN,KAM",,,"MISS 3PTR by HOGAN,KAM",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
02:11,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",78,,87 (+9),,HENDRIX 78-87 (-9),,"GOOD JUMPER by BRASFIELD,KAM(in the paint)",2
01:50,,,,,"MISS JUMPER by HOGAN,KAM",,,"MISS JUMPER by HOGAN,KAM",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
01:44,"TURNOVER  by FITCH,CARL",,,,,,,"TURNOVER  by FITCH,CARL",2
01:39,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:39,,,,,"SUB IN by ROLAND,DEVIN",,,"SUB IN by ROLAND,DEVIN",2
01:39,,,,,"SUB OUT by HOGAN,KAM",,,"SUB OUT by HOGAN,KAM",2
01:30,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
01:30,,,,,"MISS FT by ROLAND,DEVIN",,,"MISS FT by ROLAND,DEVIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:30,,78,,88 (+10),"GOOD FT by ROLAND,DEVIN",ACM 78-88 (-10),,"GOOD FT by ROLAND,DEVIN",2
01:24,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
01:21,"MISS LAYUP by FITCH,CARL",,,,,,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND OFF by STANLEY,SETH",,,,,,,"REBOUND OFF by STANLEY,SETH",2
01:14,"GOOD 3PTR by STANLEY,SETH",81,,88 (+7),,HENDRIX 81-88 (-7),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST ASSIST by SMITH,PRESTON",,,,,,,"ASSIST ASSIST by SMITH,PRESTON",2
01:13,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
01:02,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
01:02,,,,,"MISS FT by MERCADEL,JUSTICE",,,"MISS FT by MERCADEL,JUSTICE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:02,,81,,89 (+8),"GOOD FT by MERCADEL,JUSTICE",ACM 81-89 (-8),,"GOOD FT by MERCADEL,JUSTICE",2
00:55,"GOOD LAYUP by STANLEY,SETH(in the paint)",83,,89 (+6),,HENDRIX 83-89 (-6),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
00:54,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
00:54,,83,,90 (+7),"GOOD FT by ROLAND,DEVIN",ACM 83-90 (-7),,"GOOD FT by ROLAND,DEVIN",2
00:54,,83,,91 (+8),"GOOD FT by ROLAND,DEVIN",ACM 83-91 (-8),,"GOOD FT by ROLAND,DEVIN",2
00:48,,,,,"FOUL  by ROLAND,DEVIN",,,"FOUL  by ROLAND,DEVIN",2
00:48,"GOOD FT by LINK,JACOB",84,,91 (+7),,HENDRIX 84-91 (-7),,"GOOD FT by LINK,JACOB",2
00:48,"MISS FT by LINK,JACOB",,,,,,,"MISS FT by LINK,JACOB",2
--,,,,,"REBOUND DEF by HOLLAND,MICHAEL",,,"REBOUND DEF by HOLLAND,MICHAEL",2
00:46,"FOUL  by BRASFIELD,KAM",,,,,,,"FOUL  by BRASFIELD,KAM",2
00:46,,84,,92 (+8),"GOOD FT by HOLLAND,MICHAEL",ACM 84-92 (-8),,"GOOD FT by HOLLAND,MICHAEL",2
00:46,,84,,93 (+9),"GOOD FT by HOLLAND,MICHAEL",ACM 84-93 (-9),,"GOOD FT by HOLLAND,MICHAEL",2
00:46,"SUB IN by ROUSE,TREY",,,,,,,"SUB IN by ROUSE,TREY",2
00:46,"SUB OUT by BRASFIELD,KAM",,,,,,,"SUB OUT by BRASFIELD,KAM",2
00:40,"MISS LAYUP by ROUSE,TREY",,,,,,,"MISS LAYUP by ROUSE,TREY",2
00:40,,,,,"BLOCK  by BRUMBAUGH,LUKE",,,"BLOCK  by BRUMBAUGH,LUKE",2
--,,,,,"REBOUND DEF by ROLAND,DEVIN",,,"REBOUND DEF by ROLAND,DEVIN",2
00:37,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
00:37,,84,,94 (+10),"GOOD FT by ROLAND,DEVIN",ACM 84-94 (-10),,"GOOD FT by ROLAND,DEVIN",2
00:37,,84,,95 (+11),"GOOD FT by ROLAND,DEVIN",ACM 84-95 (-11),,"GOOD FT by ROLAND,DEVIN",2
00:31,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
00:28,"GOOD 3PTR by STANLEY,SETH",87,,95 (+8),,HENDRIX 87-95 (-8),,"GOOD 3PTR by STANLEY,SETH",2
--,"ASSIST ASSIST by SMITH,PRESTON",,,,,,,"ASSIST ASSIST by SMITH,PRESTON",2
00:25,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:16,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
00:16,,87,,96 (+9),"GOOD FT by BRUMBAUGH,LUKE",ACM 87-96 (-9),,"GOOD FT by BRUMBAUGH,LUKE",2
00:16,,,,,"MISS FT by BRUMBAUGH,LUKE",,,"MISS FT by BRUMBAUGH,LUKE",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
00:04,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by ROUSE,TREY",,,,,,,"REBOUND OFF by ROUSE,TREY",2
00:03,"GOOD LAYUP by ROUSE,TREY(in the paint)",89,,96 (+7),,HENDRIX 89-96 (-7),,"GOOD LAYUP by ROUSE,TREY(in the paint)",2
00:03,"FOUL  by ROUSE,TREY",,,,,,,"FOUL  by ROUSE,TREY",2
00:03,,89,,97 (+8),"GOOD FT by MERCADEL,JUSTICE",ACM 89-97 (-8),,"GOOD FT by MERCADEL,JUSTICE",2
00:03,,89,,98 (+9),"GOOD FT by MERCADEL,JUSTICE",ACM 89-98 (-9),,"GOOD FT by MERCADEL,JUSTICE",2
