Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
13:34,,62 (+33),,29,"GOOD JUMPER by MILLER,DREW",RHODES 62-29 (-33),,"GOOD JUMPER by MILLER,DREW",2
13:34,"FOUL  by KARSNER,JOSH",,,,,,,"FOUL  by KARSNER,JOSH",2
13:34,,62 (+32),,30,"GOOD FT by MILLER,DREW",RHODES 62-30 (-32),,"GOOD FT by MILLER,DREW",2
13:34,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
13:34,"SUB IN by STEGGEMAN,ANDREW",,,,,,,"SUB IN by STEGGEMAN,ANDREW",2
13:34,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
13:34,"SUB OUT by MURRAY,RYAN",,,,,,,"SUB OUT by MURRAY,RYAN",2
13:34,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
13:34,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
13:34,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
13:34,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
13:34,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
13:34,,,,,"SUB IN by SULLIVAN,BRENNAN",,,"SUB IN by SULLIVAN,BRENNAN",2
13:34,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
13:34,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
13:34,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
13:34,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
13:10,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",64 (+34),,30,,CENTRE 64-30 (-34),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
13:10,,,,,"FOUL  by WATSON,SHANE",,,"FOUL  by WATSON,SHANE",2
13:10,"GOOD FT by SCINTA,BLAKE",65 (+35),,30,,CENTRE 65-30 (-35),,"GOOD FT by SCINTA,BLAKE",2
12:54,,,,,"MISS JUMPER by WATSON,SHANE",,,"MISS JUMPER by WATSON,SHANE",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
12:41,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by SULLIVAN,BRENNAN",,,"REBOUND DEF by SULLIVAN,BRENNAN",2
12:27,"FOUL  by STEGGEMAN,ANDREW",,,,,,,"FOUL  by STEGGEMAN,ANDREW",2
12:10,,,,,"MISS JUMPER by SLEDGE,TATE",,,"MISS JUMPER by SLEDGE,TATE",2
--,"REBOUND DEF by GUMP,MATT",,,,,,,"REBOUND DEF by GUMP,MATT",2
11:44,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",67 (+37),,30,,CENTRE 67-30 (-37),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
11:34,,,,,"TURNOVER  by SLEDGE,TATE",,,"TURNOVER  by SLEDGE,TATE",2
11:34,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
11:34,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
11:34,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
11:34,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
11:34,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
11:34,,,,,"SUB OUT by DUNAVANT,JOHNNY",,,"SUB OUT by DUNAVANT,JOHNNY",2
11:05,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
11:05,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
10:55,,,,,"MISS 3PTR by MCGRAIL,PATRICK",,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND OFF by SLEDGE,TATE",,,"REBOUND OFF by SLEDGE,TATE",2
10:52,"FOUL  by ARNETT,MICHAEL",,,,,,,"FOUL  by ARNETT,MICHAEL",2
10:52,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
10:52,"SUB OUT by ARNETT,MICHAEL",,,,,,,"SUB OUT by ARNETT,MICHAEL",2
10:52,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
10:52,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
10:52,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
10:52,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
10:47,,67 (+35),,32,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 67-32 (-35),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
10:29,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",69 (+37),,32,,CENTRE 69-32 (-37),,"GOOD LAYUP by GEEGAN,MIKE(in the paint)",2
10:15,,,,,"MISS LAYUP by MCGRAIL,PATRICK",,,"MISS LAYUP by MCGRAIL,PATRICK",2
--,"REBOUND DEF by KARSNER,JOSH",,,,,,,"REBOUND DEF by KARSNER,JOSH",2
10:13,"TURNOVER  by KARSNER,JOSH",,,,,,,"TURNOVER  by KARSNER,JOSH",2
10:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:13,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
10:13,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
10:13,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
10:13,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
10:09,,69 (+35),,34,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RHODES 69-34 (-35),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
09:18,"GOOD 3PTR by GUMP,MATT",72 (+38),,34,,CENTRE 72-34 (-38),,"GOOD 3PTR by GUMP,MATT",2
09:16,,72 (+36),,36,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RHODES 72-36 (-36),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
09:16,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
09:16,,72 (+35),,37,"GOOD FT by LIVSEY,GEOFF",RHODES 72-37 (-35),,"GOOD FT by LIVSEY,GEOFF",2
09:16,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
09:16,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
08:46,"GOOD JUMPER by WHITESIDE,DONOVAN(in the paint)",74 (+37),,37,,CENTRE 74-37 (-37),,"GOOD JUMPER by WHITESIDE,DONOVAN(in the paint)",2
08:33,,74 (+35),,39,"GOOD LAYUP by MCGRAIL,PATRICK(in the paint)",RHODES 74-39 (-35),,"GOOD LAYUP by MCGRAIL,PATRICK(in the paint)",2
08:00,"SUB IN by LOHR,MATT",,,,,,,"SUB IN by LOHR,MATT",2
08:00,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
08:00,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
08:00,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
07:57,"MISS 3PTR by MURRAY,RYAN",,,,,,,"MISS 3PTR by MURRAY,RYAN",2
--,"REBOUND OFF by GUMP,MATT",,,,,,,"REBOUND OFF by GUMP,MATT",2
07:27,"GOOD 3PTR by GUMP,MATT",77 (+38),,39,,CENTRE 77-39 (-38),,"GOOD 3PTR by GUMP,MATT",2
07:15,,77 (+36),,41,"GOOD JUMPER by HOECK,RYAN VAN",RHODES 77-41 (-36),,"GOOD JUMPER by HOECK,RYAN VAN",2
07:04,,,,,"FOUL  by SULLIVAN,BRENNAN",,,"FOUL  by SULLIVAN,BRENNAN",2
07:04,"SUB IN by STEGGEMAN,ANDREW",,,,,,,"SUB IN by STEGGEMAN,ANDREW",2
07:04,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
07:04,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
07:04,"SUB OUT by MURRAY,RYAN",,,,,,,"SUB OUT by MURRAY,RYAN",2
07:04,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
07:04,,,,,"SUB IN by WATSON,SHANE",,,"SUB IN by WATSON,SHANE",2
07:04,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
07:04,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
07:00,,,,,"FOUL  by MCGRAIL,PATRICK",,,"FOUL  by MCGRAIL,PATRICK",2
07:00,"GOOD FT by STEGGEMAN,ANDREW",78 (+37),,41,,CENTRE 78-41 (-37),,"GOOD FT by STEGGEMAN,ANDREW",2
07:00,"GOOD FT by STEGGEMAN,ANDREW",79 (+38),,41,,CENTRE 79-41 (-38),,"GOOD FT by STEGGEMAN,ANDREW",2
06:48,,79 (+36),,43,"GOOD JUMPER by MCGRAIL,PATRICK(in the paint)",RHODES 79-43 (-36),,"GOOD JUMPER by MCGRAIL,PATRICK(in the paint)",2
06:21,"MISS JUMPER by GEEGAN,MIKE",,,,,,,"MISS JUMPER by GEEGAN,MIKE",2
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",2
06:09,,,,,"TURNOVER  by GALLAGHER,MICHAEL",,,"TURNOVER  by GALLAGHER,MICHAEL",2
06:08,"STEAL  by GRUBER,SAM",,,,,,,"STEAL  by GRUBER,SAM",2
06:07,"TURNOVER  by GRUBER,SAM",,,,,,,"TURNOVER  by GRUBER,SAM",2
05:49,,79 (+34),,45,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",RHODES 79-45 (-34),,"GOOD JUMPER by SULLIVAN,BRENNAN(in the paint)",2
05:14,"TURNOVER  by STEGGEMAN,ANDREW",,,,,,,"TURNOVER  by STEGGEMAN,ANDREW",2
05:13,,,,,"STEAL  by MCGRAIL,PATRICK",,,"STEAL  by MCGRAIL,PATRICK",2
05:05,"FOUL  by LOHR,MATT",,,,,,,"FOUL  by LOHR,MATT",2
05:05,,79 (+33),,46,"GOOD FT by WATSON,SHANE",RHODES 79-46 (-33),,"GOOD FT by WATSON,SHANE",2
05:05,,79 (+32),,47,"GOOD FT by WATSON,SHANE",RHODES 79-47 (-32),,"GOOD FT by WATSON,SHANE",2
05:05,,,,,"SUB IN by LOWRIE,ANDREW",,,"SUB IN by LOWRIE,ANDREW",2
05:05,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
04:41,"MISS JUMPER by LOHR,MATT",,,,,,,"MISS JUMPER by LOHR,MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
04:25,,79 (+30),,49,"GOOD JUMPER by WATSON,SHANE(in the paint)",RHODES 79-49 (-30),,"GOOD JUMPER by WATSON,SHANE(in the paint)",2
03:57,"MISS 3PTR by GRUBER,SAM",,,,,,,"MISS 3PTR by GRUBER,SAM",2
--,,,,,"REBOUND DEF by WATSON,SHANE",,,"REBOUND DEF by WATSON,SHANE",2
03:48,,,,,"TURNOVER  by WATSON,SHANE",,,"TURNOVER  by WATSON,SHANE",2
03:47,"STEAL  by STEGGEMAN,ANDREW",,,,,,,"STEAL  by STEGGEMAN,ANDREW",2
03:26,"GOOD 3PTR by GRUBER,SAM",82 (+33),,49,,CENTRE 82-49 (-33),,"GOOD 3PTR by GRUBER,SAM",2
03:25,"SUB IN by JONES,BRETT",,,,,,,"SUB IN by JONES,BRETT",2
03:25,"SUB IN by MILLER,GUNNAR",,,,,,,"SUB IN by MILLER,GUNNAR",2
03:25,"SUB IN by BABBITT,BARRY",,,,,,,"SUB IN by BABBITT,BARRY",2
03:25,"SUB OUT by GEEGAN,MIKE",,,,,,,"SUB OUT by GEEGAN,MIKE",2
03:25,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
03:25,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
03:25,,,,,"SUB IN by GEE,TYLER",,,"SUB IN by GEE,TYLER",2
03:25,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
03:10,,,,,"MISS JUMPER by GEE,TYLER",,,"MISS JUMPER by GEE,TYLER",2
--,"REBOUND DEF by MILLER,GUNNAR",,,,,,,"REBOUND DEF by MILLER,GUNNAR",2
03:06,"GOOD JUMPER by BABBITT,BARRY",84 (+35),,49,,CENTRE 84-49 (-35),,"GOOD JUMPER by BABBITT,BARRY",2
02:54,,84 (+33),,51,"GOOD JUMPER by WATSON,SHANE",RHODES 84-51 (-33),,"GOOD JUMPER by WATSON,SHANE",2
02:38,"GOOD JUMPER by BABBITT,BARRY(in the paint)",86 (+35),,51,,CENTRE 86-51 (-35),,"GOOD JUMPER by BABBITT,BARRY(in the paint)",2
02:05,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:05,,,,,"SUB IN by HECHINGER,GRANT",,,"SUB IN by HECHINGER,GRANT",2
02:05,,,,,"SUB IN by BLISS,DYLAN",,,"SUB IN by BLISS,DYLAN",2
02:05,,,,,"SUB IN by WEIR,JJ",,,"SUB IN by WEIR,JJ",2
02:05,,,,,"SUB IN by MUHAMMAD,AQUIL",,,"SUB IN by MUHAMMAD,AQUIL",2
02:05,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
02:05,,,,,"SUB OUT by WATSON,SHANE",,,"SUB OUT by WATSON,SHANE",2
02:05,,,,,"SUB OUT by LOWRIE,ANDREW",,,"SUB OUT by LOWRIE,ANDREW",2
02:05,,,,,"SUB OUT by SULLIVAN,BRENNAN",,,"SUB OUT by SULLIVAN,BRENNAN",2
02:02,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
02:01,"STEAL  by GRUBER,SAM",,,,,,,"STEAL  by GRUBER,SAM",2
01:54,"TURNOVER  by MILLER,GUNNAR",,,,,,,"TURNOVER  by MILLER,GUNNAR",2
01:53,,,,,"STEAL  by GEE,TYLER",,,"STEAL  by GEE,TYLER",2
01:45,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
01:45,"SUB OUT by ARNETT,MICHAEL",,,,,,,"SUB OUT by ARNETT,MICHAEL",2
01:42,,86 (+33),,53,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",RHODES 86-53 (-33),,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",2
01:37,"FOUL  by GRUBER,SAM",,,,,,,"FOUL  by GRUBER,SAM",2
01:29,,,,,"MISS FT by MUHAMMAD,AQUIL",,,"MISS FT by MUHAMMAD,AQUIL",2
--,,,,,"REBOUND OFF by HECHINGER,GRANT",,,"REBOUND OFF by HECHINGER,GRANT",2
01:03,,86 (+31),,55,"GOOD JUMPER by MUHAMMAD,AQUIL",RHODES 86-55 (-31),,"GOOD JUMPER by MUHAMMAD,AQUIL",2
00:58,"MISS LAYUP by BABBITT,BARRY",,,,,,,"MISS LAYUP by BABBITT,BARRY",2
--,,,,,"REBOUND DEF by BLISS,DYLAN",,,"REBOUND DEF by BLISS,DYLAN",2
00:52,,,,,"TURNOVER  by MUHAMMAD,AQUIL",,,"TURNOVER  by MUHAMMAD,AQUIL",2
00:34,,,,,"FOUL  by MUHAMMAD,AQUIL",,,"FOUL  by MUHAMMAD,AQUIL",2
00:16,"TURNOVER  by BABBITT,BARRY",,,,,,,"TURNOVER  by BABBITT,BARRY",2
00:14,,,,,"TURNOVER  by WEIR,JJ",,,"TURNOVER  by WEIR,JJ",2
00:00,,86 (+29),,57,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",RHODES 86-57 (-29),,"GOOD LAYUP by MUHAMMAD,AQUIL(in the paint)",2
--,,,,,"ASSIST  by WEIR,JJ",,,"ASSIST  by WEIR,JJ",2
00:00,"GOOD 3PTR by GRUBER,SAM",89 (+32),,57,,CENTRE 89-57 (-32),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by MILLER,GUNNAR",,,,,,,"ASSIST  by MILLER,GUNNAR",2
00:00,,,,,"MISS JUMPER by MUHAMMAD,AQUIL",,,"MISS JUMPER by MUHAMMAD,AQUIL",2
--,,,,,"REBOUND OFF by HECHINGER,GRANT",,,"REBOUND OFF by HECHINGER,GRANT",2
00:00,,,,,"MISS 3PTR by GEE,TYLER",,,"MISS 3PTR by GEE,TYLER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
