Time Remaining,RHODESMB,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
14:45,,,,,"MISS JUMPER by GERCHOW,ALEX",,,"MISS JUMPER by GERCHOW,ALEX",2
--,"REBOUND DEF by COLLINS,LUKE",,,,,,,"REBOUND DEF by COLLINS,LUKE",2
14:28,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",28 (+3),,25,,RHODESMB 28-25 (+3),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
13:50,,,,,"MISS 3PTR by BERGER,RYAN",,,"MISS 3PTR by BERGER,RYAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
13:45,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
13:45,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
13:45,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
13:45,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
13:45,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",2
13:45,,,,,"SUB OUT by AUBERT,DUSTIN",,,"SUB OUT by AUBERT,DUSTIN",2
13:19,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",2
13:18,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
13:14,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
13:14,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
12:54,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
12:54,"GOOD FT by GALLAGHER,MICHAEL",29 (+4),,25,,RHODESMB 29-25 (+4),,"GOOD FT by GALLAGHER,MICHAEL",2
12:54,"GOOD FT by GALLAGHER,MICHAEL",30 (+5),,25,,RHODESMB 30-25 (+5),,"GOOD FT by GALLAGHER,MICHAEL",2
12:54,,,,,"SUB IN by FREBIS,RONNIE",,,"SUB IN by FREBIS,RONNIE",2
12:54,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
12:40,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
12:10,"FOUL  by SLEDGE,TATE",,,,,,,"FOUL  by SLEDGE,TATE",2
12:10,,30 (+3),,27,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MILLSAPS 30-27 (+3),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
12:10,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
12:10,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",2
12:03,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
12:03,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
12:03,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
11:32,"GOOD JUMPER by MCGRAIL,PATRICK",32 (+5),,27,,RHODESMB 32-27 (+5),,"GOOD JUMPER by MCGRAIL,PATRICK",2
11:14,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
11:14,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",2
11:00,"MISS LAYUP by WATSON,SHANE",,,,,,,"MISS LAYUP by WATSON,SHANE",2
11:00,,,,,"BLOCK  by GILLIGAN,TULLY",,,"BLOCK  by GILLIGAN,TULLY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:56,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
10:56,,32 (+4),,28,"GOOD FT by BERGER,RYAN",MILLSAPS 32-28 (+4),,"GOOD FT by BERGER,RYAN",2
10:56,,32 (+3),,29,"GOOD FT by BERGER,RYAN",MILLSAPS 32-29 (+3),,"GOOD FT by BERGER,RYAN",2
10:56,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
10:56,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
10:56,,,,,"SUB IN by HARDING,WILLIAM",,,"SUB IN by HARDING,WILLIAM",2
10:56,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
10:56,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
10:20,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND DEF by FREBIS,RONNIE",,,"REBOUND DEF by FREBIS,RONNIE",2
10:12,,,,,"MISS LAYUP by FREBIS,RONNIE",,,"MISS LAYUP by FREBIS,RONNIE",2
--,,,,,"REBOUND OFF by MCELVEEN,MAC",,,"REBOUND OFF by MCELVEEN,MAC",2
10:05,,,,,"TURNOVER  by DEILLIEU,RYAN",,,"TURNOVER  by DEILLIEU,RYAN",2
10:04,"STEAL  by SLEDGE,TATE",,,,,,,"STEAL  by SLEDGE,TATE",2
09:53,"GOOD LAYUP by WAGNER,MATT(in the paint)",34 (+5),,29,,RHODESMB 34-29 (+5),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
09:53,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:53,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
09:53,,,,,"SUB IN by AUBERT,DUSTIN",,,"SUB IN by AUBERT,DUSTIN",2
09:53,,,,,"SUB OUT by DEILLIEU,RYAN",,,"SUB OUT by DEILLIEU,RYAN",2
09:53,,,,,"SUB OUT by HARDING,WILLIAM",,,"SUB OUT by HARDING,WILLIAM",2
09:41,"FOUL  by DUNAVANT,JOHNNY",,,,,,,"FOUL  by DUNAVANT,JOHNNY",2
09:41,,34 (+4),,30,"GOOD FT by ROBERTSON,MARC",MILLSAPS 34-30 (+4),,"GOOD FT by ROBERTSON,MARC",2
09:41,,34 (+3),,31,"GOOD FT by ROBERTSON,MARC",MILLSAPS 34-31 (+3),,"GOOD FT by ROBERTSON,MARC",2
09:41,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
09:41,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
09:06,"FOUL  by SLEDGE,TATE",,,,,,,"FOUL  by SLEDGE,TATE",2
09:06,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
09:06,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
08:33,,,,,"MISS 3PTR by MCELVEEN,MAC",,,"MISS 3PTR by MCELVEEN,MAC",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
08:29,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
08:29,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
08:22,"GOOD 3PTR by COLLINS,LUKE",37 (+6),,31,,RHODESMB 37-31 (+6),,"GOOD 3PTR by COLLINS,LUKE",2
07:54,,37 (+4),,33,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",MILLSAPS 37-33 (+4),,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",2
--,,,,,"ASSIST  by AUBERT,DUSTIN",,,"ASSIST  by AUBERT,DUSTIN",2
07:40,"MISS LAYUP by COLLINS,LUKE",,,,,,,"MISS LAYUP by COLLINS,LUKE",2
--,"REBOUND OFF by COLLINS,LUKE",,,,,,,"REBOUND OFF by COLLINS,LUKE",2
07:29,,,,,"FOUL  by MCELVEEN,MAC",,,"FOUL  by MCELVEEN,MAC",2
07:21,"MISS JUMPER by WATSON,SHANE",,,,,,,"MISS JUMPER by WATSON,SHANE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
07:18,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
07:18,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
07:18,,37 (+3),,34,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 37-34 (+3),,"GOOD FT by GILLIGAN,TULLY",2
06:44,"TURNOVER  by GALLAGHER,MICHAEL",,,,,,,"TURNOVER  by GALLAGHER,MICHAEL",2
06:43,,,,,"STEAL  by GILLIGAN,TULLY",,,"STEAL  by GILLIGAN,TULLY",2
06:40,,37 (+1),,36,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",MILLSAPS 37-36 (+1),,"GOOD LAYUP by MCELVEEN,MAC(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
06:32,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:32,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
06:32,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
06:32,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
06:32,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
06:32,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
06:32,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
06:10,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
06:10,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
06:10,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
06:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:53,"GOOD LAYUP by DUNAVANT,JOHNNY(in the paint)",39 (+3),,36,,RHODESMB 39-36 (+3),,"GOOD LAYUP by DUNAVANT,JOHNNY(in the paint)",2
05:33,,39 (+1),,38,"GOOD JUMPER by ROBERTSON,MARC",MILLSAPS 39-38 (+1),,"GOOD JUMPER by ROBERTSON,MARC",2
04:58,"GOOD 3PTR by LIVSEY,GEOFF",42 (+4),,38,,RHODESMB 42-38 (+4),,"GOOD 3PTR by LIVSEY,GEOFF",2
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",2
04:34,,42 (+2),,40,"GOOD JUMPER by ROBERTSON,MARC",MILLSAPS 42-40 (+2),,"GOOD JUMPER by ROBERTSON,MARC",2
04:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:22,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
04:22,"MISS FT by MCGRAIL,PATRICK",,,,,,,"MISS FT by MCGRAIL,PATRICK",2
--,,,,,"REBOUND DEF by FREBIS,RONNIE",,,"REBOUND DEF by FREBIS,RONNIE",2
03:57,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
03:50,,,,,"MISS LAYUP by FREBIS,RONNIE",,,"MISS LAYUP by FREBIS,RONNIE",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
03:29,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
03:29,,,,,"STEAL  by AUBERT,DUSTIN",,,"STEAL  by AUBERT,DUSTIN",2
03:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:11,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
03:11,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
03:01,,,,,"TURNOVER  by FREBIS,RONNIE",,,"TURNOVER  by FREBIS,RONNIE",2
02:43,"MISS 3PTR by LIVSEY,GEOFF",,,,,,,"MISS 3PTR by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by ROBERTSON,MARC",,,"REBOUND DEF by ROBERTSON,MARC",2
02:17,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by FREBIS,RONNIE",,,"REBOUND OFF by FREBIS,RONNIE",2
02:11,,,,,"TURNOVER  by FREBIS,RONNIE",,,"TURNOVER  by FREBIS,RONNIE",2
02:11,"STEAL  by LIVSEY,GEOFF",,,,,,,"STEAL  by LIVSEY,GEOFF",2
02:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:01,"GOOD 3PTR by DUNAVANT,JOHNNY",45 (+5),,40,,RHODESMB 45-40 (+5),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
01:42,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
01:42,,45 (+4),,41,"GOOD FT by GILLIGAN,TULLY",MILLSAPS 45-41 (+4),,"GOOD FT by GILLIGAN,TULLY",2
01:42,,,,,"MISS FT by GILLIGAN,TULLY",,,"MISS FT by GILLIGAN,TULLY",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
01:42,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
01:42,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
01:22,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
01:22,"MISS FT by MILLER,DREW",,,,,,,"MISS FT by MILLER,DREW",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
01:22,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
01:22,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
01:22,,,,,"SUB IN by MCELVEEN,MAC",,,"SUB IN by MCELVEEN,MAC",2
01:22,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
01:03,,,,,"MISS JUMPER by MCELVEEN,MAC",,,"MISS JUMPER by MCELVEEN,MAC",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
00:40,,,,,"FOUL  by FREBIS,RONNIE",,,"FOUL  by FREBIS,RONNIE",2
00:40,"GOOD FT by WAGNER,MATT",46 (+5),,41,,RHODESMB 46-41 (+5),,"GOOD FT by WAGNER,MATT",2
00:40,"MISS FT by WAGNER,MATT",,,,,,,"MISS FT by WAGNER,MATT",2
--,,,,,"REBOUND DEF by FREBIS,RONNIE",,,"REBOUND DEF by FREBIS,RONNIE",2
00:33,,46 (+3),,43,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",MILLSAPS 46-43 (+3),,"GOOD LAYUP by AUBERT,DUSTIN(in the paint)",2
00:33,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
00:33,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:33,,,,,"MISS FT by AUBERT,DUSTIN",,,"MISS FT by AUBERT,DUSTIN",2
--,"REBOUND DEF by MCGRAIL,PATRICK",,,,,,,"REBOUND DEF by MCGRAIL,PATRICK",2
00:33,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
00:33,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
00:25,,,,,"FOUL  by AUBERT,DUSTIN",,,"FOUL  by AUBERT,DUSTIN",2
00:25,"GOOD FT by COLLINS,LUKE",47 (+4),,43,,RHODESMB 47-43 (+4),,"GOOD FT by COLLINS,LUKE",2
00:25,"GOOD FT by COLLINS,LUKE",48 (+5),,43,,RHODESMB 48-43 (+5),,"GOOD FT by COLLINS,LUKE",2
00:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:25,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
00:25,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
00:25,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
00:25,,,,,"SUB OUT by FREBIS,RONNIE",,,"SUB OUT by FREBIS,RONNIE",2
00:19,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
00:17,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
00:17,"GOOD FT by COLLINS,LUKE",49 (+6),,43,,RHODESMB 49-43 (+6),,"GOOD FT by COLLINS,LUKE",2
00:17,"GOOD FT by COLLINS,LUKE",50 (+7),,43,,RHODESMB 50-43 (+7),,"GOOD FT by COLLINS,LUKE",2
00:08,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
00:08,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
00:08,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
00:08,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",2
00:08,,,,,"SUB IN by FILLINGIM,DANIEL",,,"SUB IN by FILLINGIM,DANIEL",2
00:08,,,,,"SUB IN by DEILLIEU,RYAN",,,"SUB IN by DEILLIEU,RYAN",2
00:08,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
00:08,,,,,"SUB OUT by MCELVEEN,MAC",,,"SUB OUT by MCELVEEN,MAC",2
00:06,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",2
00:06,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
00:06,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
00:06,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
00:06,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
00:06,,,,,"SUB IN by HANTSAD,RAJAN",,,"SUB IN by HANTSAD,RAJAN",2
00:06,,,,,"SUB OUT by FILLINGIM,DANIEL",,,"SUB OUT by FILLINGIM,DANIEL",2
00:06,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
00:05,,50 (+5),,45,"GOOD LAYUP by BERGER,RYAN(in the paint)",MILLSAPS 50-45 (+5),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
00:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:06,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
00:06,"GOOD FT by COLLINS,LUKE",51 (+6),,45,,RHODESMB 51-45 (+6),,"GOOD FT by COLLINS,LUKE",2
00:06,"GOOD FT by COLLINS,LUKE",52 (+7),,45,,RHODESMB 52-45 (+7),,"GOOD FT by COLLINS,LUKE",2
00:03,,,,,"TURNOVER  by BERGER,RYAN",,,"TURNOVER  by BERGER,RYAN",2
00:02,"STEAL  by SLEDGE,TATE",,,,,,,"STEAL  by SLEDGE,TATE",2
