Time Remaining,RHODESMB,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
19:28,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",43 (+12),,31,,RHODESMB 43-31 (+12),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",2
19:05,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
18:53,,43 (+10),,33,"GOOD LAYUP by SMOAK,HUNTER(in the paint)",BCM 43-33 (+10),,"GOOD LAYUP by SMOAK,HUNTER(in the paint)",2
18:32,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,"REBOUND OFF by HOECK,RYAN VAN",,,,,,,"REBOUND OFF by HOECK,RYAN VAN",2
18:30,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
18:30,"GOOD FT by HOECK,RYAN VAN",44 (+11),,33,,RHODESMB 44-33 (+11),,"GOOD FT by HOECK,RYAN VAN",2
18:30,"GOOD FT by HOECK,RYAN VAN",45 (+12),,33,,RHODESMB 45-33 (+12),,"GOOD FT by HOECK,RYAN VAN",2
18:30,,45 (+10),,35,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",BCM 45-35 (+10),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
--,,,,,"ASSIST  by MCCLOUD,LEE",,,"ASSIST  by MCCLOUD,LEE",2
18:30,"TURNOVER  by HOECK,RYAN VAN",,,,,,,"TURNOVER  by HOECK,RYAN VAN",2
18:30,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
18:23,"FOUL  by COLLINS,LUKE",,,,,,,"FOUL  by COLLINS,LUKE",2
18:11,,45 (+9),,36,"GOOD FT by MCCLOUD,LEE",BCM 45-36 (+9),,"GOOD FT by MCCLOUD,LEE",2
18:00,,45 (+8),,37,"GOOD FT by MCCLOUD,LEE",BCM 45-37 (+8),,"GOOD FT by MCCLOUD,LEE",2
17:47,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
17:47,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
17:40,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
17:39,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
17:37,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
17:37,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:37,,,,,"MISS FT by GRAHAM,LAKE",,,"MISS FT by GRAHAM,LAKE",2
--,"REBOUND DEF by WATSON,SHANE",,,,,,,"REBOUND DEF by WATSON,SHANE",2
17:17,"MISS 3PTR by WATSON,SHANE",,,,,,,"MISS 3PTR by WATSON,SHANE",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
17:15,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",47 (+10),,37,,RHODESMB 47-37 (+10),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
17:15,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
17:15,"GOOD FT by LIVSEY,GEOFF",48 (+11),,37,,RHODESMB 48-37 (+11),,"GOOD FT by LIVSEY,GEOFF",2
17:15,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
17:15,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
17:11,,,,,"TURNOVER  by SMOAK,HUNTER",,,"TURNOVER  by SMOAK,HUNTER",2
16:42,"MISS LAYUP by HOECK,RYAN VAN",,,,,,,"MISS LAYUP by HOECK,RYAN VAN",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
16:24,"MISS JUMPER by WATSON,SHANE",,,,,,,"MISS JUMPER by WATSON,SHANE",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
16:20,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
16:03,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
16:03,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:03,,48 (+10),,38,"GOOD FT by JACOBS,OWEN",BCM 48-38 (+10),,"GOOD FT by JACOBS,OWEN",2
16:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:03,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
16:03,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
16:03,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
16:03,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
15:45,"TURNOVER  by WATSON,SHANE",,,,,,,"TURNOVER  by WATSON,SHANE",2
15:45,"FOUL  by MCGRAIL,PATRICK",,,,,,,"FOUL  by MCGRAIL,PATRICK",2
15:45,,,,,"MISS JUMPER by MCCLOUD,LEE",,,"MISS JUMPER by MCCLOUD,LEE",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
15:39,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
15:12,"TURNOVER  by DUNAVANT,JOHNNY",,,,,,,"TURNOVER  by DUNAVANT,JOHNNY",2
15:10,,,,,"STEAL  by GRAHAM,LAKE",,,"STEAL  by GRAHAM,LAKE",2
15:07,,48 (+8),,40,"GOOD LAYUP by WHALEN,MAC(fastbreak)(in the paint)",BCM 48-40 (+8),,"GOOD LAYUP by WHALEN,MAC(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JACOBS,OWEN",,,"ASSIST  by JACOBS,OWEN",2
14:36,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
14:36,"GOOD FT by WATSON,SHANE",49 (+9),,40,,RHODESMB 49-40 (+9),,"GOOD FT by WATSON,SHANE",2
14:36,"GOOD FT by WATSON,SHANE",50 (+10),,40,,RHODESMB 50-40 (+10),,"GOOD FT by WATSON,SHANE",2
14:36,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
14:36,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
14:26,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND OFF by GRAHAM,LAKE",,,"REBOUND OFF by GRAHAM,LAKE",2
14:23,,,,,"MISS LAYUP by GRAHAM,LAKE",,,"MISS LAYUP by GRAHAM,LAKE",2
--,,,,,"REBOUND OFF by GRAHAM,LAKE",,,"REBOUND OFF by GRAHAM,LAKE",2
14:18,,50 (+8),,42,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",BCM 50-42 (+8),,"GOOD LAYUP by GRAHAM,LAKE(in the paint)",2
14:16,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
14:16,,50 (+7),,43,"GOOD FT by GRAHAM,LAKE",BCM 50-43 (+7),,"GOOD FT by GRAHAM,LAKE",2
14:16,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
14:16,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
14:04,"MISS 3PTR by COLLINS,LUKE",,,,,,,"MISS 3PTR by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by WHALEN,MAC",,,"REBOUND DEF by WHALEN,MAC",2
13:55,"FOUL  by COLLINS,LUKE",,,,,,,"FOUL  by COLLINS,LUKE",2
13:55,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
13:55,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
13:55,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
13:42,,,,,"FOUL  by GRAHAM,LAKE",,,"FOUL  by GRAHAM,LAKE",2
13:42,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
13:42,"MISS FT by WAGNER,MATT",,,,,,,"MISS FT by WAGNER,MATT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
13:42,"GOOD FT by WAGNER,MATT",51 (+8),,43,,RHODESMB 51-43 (+8),,"GOOD FT by WAGNER,MATT",2
13:42,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
13:42,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
13:42,,,,,"SUB IN by JONES,RON",,,"SUB IN by JONES,RON",2
13:42,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
13:32,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
13:32,,51 (+7),,44,"GOOD FT by WHALEN,MAC",BCM 51-44 (+7),,"GOOD FT by WHALEN,MAC",2
13:32,,,,,"MISS FT by WHALEN,MAC",,,"MISS FT by WHALEN,MAC",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
13:16,"TURNOVER  by MCGRAIL,PATRICK",,,,,,,"TURNOVER  by MCGRAIL,PATRICK",2
13:15,,,,,"STEAL  by SMOAK,HUNTER",,,"STEAL  by SMOAK,HUNTER",2
13:09,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
13:09,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:09,,,,,"MISS FT by JACOBS,OWEN",,,"MISS FT by JACOBS,OWEN",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
12:49,,,,,"FOUL  by JONES,RON",,,"FOUL  by JONES,RON",2
12:49,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
12:49,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
12:35,,,,,"FOUL  by WHALEN,MAC",,,"FOUL  by WHALEN,MAC",2
12:35,"MISS FT by HOECK,RYAN VAN",,,,,,,"MISS FT by HOECK,RYAN VAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:35,"GOOD FT by HOECK,RYAN VAN",52 (+8),,44,,RHODESMB 52-44 (+8),,"GOOD FT by HOECK,RYAN VAN",2
12:17,,,,,"FOUL  by JACOBS,OWEN",,,"FOUL  by JACOBS,OWEN",2
12:11,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:48,"GOOD JUMPER by DUNAVANT,JOHNNY",54 (+10),,44,,RHODESMB 54-44 (+10),,"GOOD JUMPER by DUNAVANT,JOHNNY",2
11:38,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
11:38,,54 (+9),,45,"GOOD FT by MCCLOUD,LEE",BCM 54-45 (+9),,"GOOD FT by MCCLOUD,LEE",2
11:38,,,,,"MISS FT by MCCLOUD,LEE",,,"MISS FT by MCCLOUD,LEE",2
--,"REBOUND DEF by WAGNER,MATT",,,,,,,"REBOUND DEF by WAGNER,MATT",2
11:38,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
11:38,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
11:31,,,,,"FOUL  by SMOAK,HUNTER",,,"FOUL  by SMOAK,HUNTER",2
11:31,"MISS FT by MILLER,DREW",,,,,,,"MISS FT by MILLER,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:31,"GOOD FT by MILLER,DREW",55 (+10),,45,,RHODESMB 55-45 (+10),,"GOOD FT by MILLER,DREW",2
11:31,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
11:31,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
11:31,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
11:31,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
11:31,,,,,"SUB IN by LEWIS,AJ",,,"SUB IN by LEWIS,AJ",2
11:31,,,,,"SUB IN by COTTER,DOUGLAS",,,"SUB IN by COTTER,DOUGLAS",2
11:31,,,,,"SUB IN by WEBBER,CONNOR",,,"SUB IN by WEBBER,CONNOR",2
11:31,,,,,"SUB OUT by MCCLOUD,LEE",,,"SUB OUT by MCCLOUD,LEE",2
11:31,,,,,"SUB OUT by WHALEN,MAC",,,"SUB OUT by WHALEN,MAC",2
11:31,,,,,"SUB OUT by JACOBS,OWEN",,,"SUB OUT by JACOBS,OWEN",2
11:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:20,,55 (+8),,47,"GOOD LAYUP by WEBBER,CONNOR(in the paint)",BCM 55-47 (+8),,"GOOD LAYUP by WEBBER,CONNOR(in the paint)",2
11:05,"TURNOVER  by WATSON,SHANE",,,,,,,"TURNOVER  by WATSON,SHANE",2
10:58,,55 (+6),,49,"GOOD JUMPER by COTTER,DOUGLAS",BCM 55-49 (+6),,"GOOD JUMPER by COTTER,DOUGLAS",2
--,,,,,"ASSIST  by LEWIS,AJ",,,"ASSIST  by LEWIS,AJ",2
10:28,,,,,"FOUL  by LEWIS,AJ",,,"FOUL  by LEWIS,AJ",2
10:28,"GOOD FT by DUNAVANT,JOHNNY",56 (+7),,49,,RHODESMB 56-49 (+7),,"GOOD FT by DUNAVANT,JOHNNY",2
10:28,"GOOD FT by DUNAVANT,JOHNNY",57 (+8),,49,,RHODESMB 57-49 (+8),,"GOOD FT by DUNAVANT,JOHNNY",2
10:15,,,,,"FOUL  by LEWIS,AJ",,,"FOUL  by LEWIS,AJ",2
10:15,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
10:15,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
10:15,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
10:15,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
10:15,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
10:15,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
09:50,,,,,"FOUL  by COTTER,DOUGLAS",,,"FOUL  by COTTER,DOUGLAS",2
09:50,"GOOD FT by MILLER,DREW",58 (+9),,49,,RHODESMB 58-49 (+9),,"GOOD FT by MILLER,DREW",2
09:50,"GOOD FT by MILLER,DREW",59 (+10),,49,,RHODESMB 59-49 (+10),,"GOOD FT by MILLER,DREW",2
09:31,,,,,"MISS LAYUP by LEWIS,AJ",,,"MISS LAYUP by LEWIS,AJ",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
09:22,"GOOD LAYUP by WAGNER,MATT(in the paint)",61 (+12),,49,,RHODESMB 61-49 (+12),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,"ASSIST  by LIVSEY,GEOFF",,,,,,,"ASSIST  by LIVSEY,GEOFF",2
09:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:52,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,,,,,"REBOUND OFF by JACOBS,OWEN",,,"REBOUND OFF by JACOBS,OWEN",2
08:51,,,,,"MISS LAYUP by JACOBS,OWEN",,,"MISS LAYUP by JACOBS,OWEN",2
--,"REBOUND DEF by MCGRAIL,PATRICK",,,,,,,"REBOUND DEF by MCGRAIL,PATRICK",2
08:44,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
08:40,,,,,"SUB IN by JACOBS,OWEN",,,"SUB IN by JACOBS,OWEN",2
08:40,,,,,"SUB IN by MCCLOUD,LEE",,,"SUB IN by MCCLOUD,LEE",2
08:40,,,,,"SUB IN by WHALEN,MAC",,,"SUB IN by WHALEN,MAC",2
08:40,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
08:40,,,,,"SUB OUT by LEWIS,AJ",,,"SUB OUT by LEWIS,AJ",2
08:40,,,,,"SUB OUT by COTTER,DOUGLAS",,,"SUB OUT by COTTER,DOUGLAS",2
08:40,,,,,"SUB OUT by WEBBER,CONNOR",,,"SUB OUT by WEBBER,CONNOR",2
08:40,,,,,"SUB OUT by JONES,RON",,,"SUB OUT by JONES,RON",2
08:35,,,,,"TURNOVER  by GRAHAM,LAKE",,,"TURNOVER  by GRAHAM,LAKE",2
08:28,"GOOD LAYUP by WATSON,SHANE(in the paint)",63 (+14),,49,,RHODESMB 63-49 (+14),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
--,"ASSIST  by MCGRAIL,PATRICK",,,,,,,"ASSIST  by MCGRAIL,PATRICK",2
08:17,,,,,"MISS 3PTR by SMOAK,HUNTER",,,"MISS 3PTR by SMOAK,HUNTER",2
--,,,,,"REBOUND OFF by SMOAK,HUNTER",,,"REBOUND OFF by SMOAK,HUNTER",2
08:05,,63 (+12),,51,"GOOD LAYUP by JACOBS,OWEN(in the paint)",BCM 63-51 (+12),,"GOOD LAYUP by JACOBS,OWEN(in the paint)",2
--,,,,,"ASSIST  by WHALEN,MAC",,,"ASSIST  by WHALEN,MAC",2
07:41,"GOOD LAYUP by WATSON,SHANE(in the paint)",65 (+14),,51,,RHODESMB 65-51 (+14),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
07:28,"FOUL  by DUNAVANT,JOHNNY",,,,,,,"FOUL  by DUNAVANT,JOHNNY",2
07:28,,65 (+13),,52,"GOOD FT by WHALEN,MAC",BCM 65-52 (+13),,"GOOD FT by WHALEN,MAC",2
07:28,,65 (+12),,53,"GOOD FT by WHALEN,MAC",BCM 65-53 (+12),,"GOOD FT by WHALEN,MAC",2
07:28,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
07:28,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
06:50,"MISS LAYUP by HOECK,RYAN VAN",,,,,,,"MISS LAYUP by HOECK,RYAN VAN",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
06:39,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
06:39,,65 (+11),,54,"GOOD FT by WHALEN,MAC",BCM 65-54 (+11),,"GOOD FT by WHALEN,MAC",2
06:39,,65 (+10),,55,"GOOD FT by WHALEN,MAC",BCM 65-55 (+10),,"GOOD FT by WHALEN,MAC",2
06:39,,,,,"SUB IN by JONES,RON",,,"SUB IN by JONES,RON",2
06:39,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
06:34,,,,,"TURNOVER  by GRAHAM,LAKE",,,"TURNOVER  by GRAHAM,LAKE",2
06:33,"STEAL  by GALLAGHER,MICHAEL",,,,,,,"STEAL  by GALLAGHER,MICHAEL",2
06:30,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
06:20,,,,,"FOUL  by JONES,RON",,,"FOUL  by JONES,RON",2
06:20,"GOOD FT by WATSON,SHANE",66 (+11),,55,,RHODESMB 66-55 (+11),,"GOOD FT by WATSON,SHANE",2
06:20,"GOOD FT by WATSON,SHANE",67 (+12),,55,,RHODESMB 67-55 (+12),,"GOOD FT by WATSON,SHANE",2
06:20,,,,,"SUB IN by GRAHAM,LAKE",,,"SUB IN by GRAHAM,LAKE",2
06:20,,,,,"SUB OUT by JONES,RON",,,"SUB OUT by JONES,RON",2
06:11,"MISS LAYUP by GALLAGHER,MICHAEL",,,,,,,"MISS LAYUP by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND DEF by JACOBS,OWEN",,,"REBOUND DEF by JACOBS,OWEN",2
05:53,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
05:37,,67 (+10),,57,"GOOD LAYUP by WHALEN,MAC(in the paint)",BCM 67-57 (+10),,"GOOD LAYUP by WHALEN,MAC(in the paint)",2
--,,,,,"ASSIST  by GRAHAM,LAKE",,,"ASSIST  by GRAHAM,LAKE",2
05:21,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",69 (+12),,57,,RHODESMB 69-57 (+12),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
05:07,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
05:07,,69 (+11),,58,"GOOD FT by SMOAK,HUNTER",BCM 69-58 (+11),,"GOOD FT by SMOAK,HUNTER",2
05:07,,69 (+10),,59,"GOOD FT by SMOAK,HUNTER",BCM 69-59 (+10),,"GOOD FT by SMOAK,HUNTER",2
05:07,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
05:07,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
05:07,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
05:07,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
05:07,,,,,"SUB IN by LEWIS,AJ",,,"SUB IN by LEWIS,AJ",2
05:07,,,,,"SUB OUT by GRAHAM,LAKE",,,"SUB OUT by GRAHAM,LAKE",2
04:58,,,,,"TURNOVER  by WRIGHT,JAKE",,,"TURNOVER  by WRIGHT,JAKE",2
04:57,"STEAL  by GALLAGHER,MICHAEL",,,,,,,"STEAL  by GALLAGHER,MICHAEL",2
04:49,"MISS JUMPER by COLLINS,LUKE",,,,,,,"MISS JUMPER by COLLINS,LUKE",2
--,,,,,"REBOUND DEF by GRAHAM,LAKE",,,"REBOUND DEF by GRAHAM,LAKE",2
04:11,"GOOD LAYUP by WAGNER,MATT(in the paint)",71 (+12),,59,,RHODESMB 71-59 (+12),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,"ASSIST  by LIVSEY,GEOFF",,,,,,,"ASSIST  by LIVSEY,GEOFF",2
04:08,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
04:08,,71 (+11),,60,"GOOD FT by MCCLOUD,LEE",BCM 71-60 (+11),,"GOOD FT by MCCLOUD,LEE",2
04:08,,71 (+10),,61,"GOOD FT by MCCLOUD,LEE",BCM 71-61 (+10),,"GOOD FT by MCCLOUD,LEE",2
04:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:08,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
04:08,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
04:08,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
04:08,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
03:57,"TURNOVER  by COLLINS,LUKE",,,,,,,"TURNOVER  by COLLINS,LUKE",2
03:56,,,,,"STEAL  by MCCLOUD,LEE",,,"STEAL  by MCCLOUD,LEE",2
03:49,,71 (+7),,64,"GOOD 3PTR by SMOAK,HUNTER",BCM 71-64 (+7),,"GOOD 3PTR by SMOAK,HUNTER",2
--,,,,,"ASSIST  by LEWIS,AJ",,,"ASSIST  by LEWIS,AJ",2
03:22,"GOOD LAYUP by WATSON,SHANE(in the paint)",73 (+9),,64,,RHODESMB 73-64 (+9),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
--,"ASSIST  by LIVSEY,GEOFF",,,,,,,"ASSIST  by LIVSEY,GEOFF",2
03:08,,,,,"MISS LAYUP by WHALEN,MAC",,,"MISS LAYUP by WHALEN,MAC",2
--,"REBOUND DEF by DUNAVANT,JOHNNY",,,,,,,"REBOUND DEF by DUNAVANT,JOHNNY",2
03:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:03,,,,,"SUB IN by WEBBER,CONNOR",,,"SUB IN by WEBBER,CONNOR",2
03:03,,,,,"SUB OUT by SMOAK,HUNTER",,,"SUB OUT by SMOAK,HUNTER",2
02:55,"GOOD 3PTR by MCGRAIL,PATRICK",76 (+12),,64,,RHODESMB 76-64 (+12),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",2
02:47,,,,,"TURNOVER  by LEWIS,AJ",,,"TURNOVER  by LEWIS,AJ",2
02:47,"GOOD 3PTR by MCGRAIL,PATRICK",79 (+15),,64,,RHODESMB 79-64 (+15),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,"ASSIST  by COLLINS,LUKE",,,,,,,"ASSIST  by COLLINS,LUKE",2
02:39,,,,,"FOUL  by MCCLOUD,LEE",,,"FOUL  by MCCLOUD,LEE",2
02:36,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
02:36,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
02:36,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
02:36,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
02:36,,,,,"SUB IN by SMOAK,HUNTER",,,"SUB IN by SMOAK,HUNTER",2
02:36,,,,,"SUB OUT by WEBBER,CONNOR",,,"SUB OUT by WEBBER,CONNOR",2
02:23,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
02:23,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
02:21,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",2
