Time Remaining,RCMBB13,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
12:15,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
12:15,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
12:15,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
12:06,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",2
--,,,,,"REBOUND DEF by CALDWELL,MARCELLUS",,,"REBOUND DEF by CALDWELL,MARCELLUS",2
11:42,,35,,50 (+15),"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 35-50 (-15),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,,,,,"ASSIST ASSIST by VEAL,ROBERT",,,"ASSIST ASSIST by VEAL,ROBERT",2
11:21,"GOOD LAYUP by GALOW,ANDREW(in the paint)",37,,50 (+13),,RCMBB13 37-50 (-13),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
10:58,,37,,53 (+16),"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 37-53 (-16),,"GOOD 3PTR by AFFRONTI,LEWIS",2
--,,,,,"ASSIST ASSIST by BROWN,TYLER",,,"ASSIST ASSIST by BROWN,TYLER",2
10:45,,,,,"FOUL  by BROWN,TYLER",,,"FOUL  by BROWN,TYLER",2
10:45,"GOOD FT by LIVSEY,GEOFF",38,,53 (+15),,RCMBB13 38-53 (-15),,"GOOD FT by LIVSEY,GEOFF",2
10:45,"GOOD FT by LIVSEY,GEOFF",39,,53 (+14),,RCMBB13 39-53 (-14),,"GOOD FT by LIVSEY,GEOFF",2
10:45,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",2
10:45,"SUB IN by CHIEN,KEVIN",,,,,,,"SUB IN by CHIEN,KEVIN",2
10:37,,,,,"SUB IN by BORN,LEO",,,"SUB IN by BORN,LEO",2
10:37,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
10:37,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
10:37,,,,,"SUB OUT by HODGE,NILAN",,,"SUB OUT by HODGE,NILAN",2
10:37,,,,,"SUB OUT by VEAL,ROBERT",,,"SUB OUT by VEAL,ROBERT",2
10:37,,,,,"SUB OUT by BRYANT,VALENTINO",,,"SUB OUT by BRYANT,VALENTINO",2
10:37,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
10:37,,,,,"SUB OUT by AFFRONTI,LEWIS",,,"SUB OUT by AFFRONTI,LEWIS",2
10:11,,,,,"MISS LAYUP by BRYANT,VALENTINO",,,"MISS LAYUP by BRYANT,VALENTINO",2
--,,,,,"REBOUND OFF by BORN,LEO",,,"REBOUND OFF by BORN,LEO",2
10:06,,,,,"MISS LAYUP by BORN,LEO",,,"MISS LAYUP by BORN,LEO",2
--,"REBOUND DEF by HARTWELL,THEO",,,,,,,"REBOUND DEF by HARTWELL,THEO",2
09:52,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
09:52,"GOOD FT by GALOW,ANDREW",40,,53 (+13),,RCMBB13 40-53 (-13),,"GOOD FT by GALOW,ANDREW",2
09:52,"GOOD FT by GALOW,ANDREW",41,,53 (+12),,RCMBB13 41-53 (-12),,"GOOD FT by GALOW,ANDREW",2
09:52,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
09:52,"SUB OUT by GALOW,ANDREW",,,,,,,"SUB OUT by GALOW,ANDREW",2
09:19,,41,,56 (+15),"GOOD 3PTR by AFFRONTI,LEWIS",SEWANEE 41-56 (-15),,"GOOD 3PTR by AFFRONTI,LEWIS",2
09:03,"GOOD LAYUP by GALLAGHER,MICHAEL(in the paint)",43,,56 (+13),,RCMBB13 43-56 (-13),,"GOOD LAYUP by GALLAGHER,MICHAEL(in the paint)",2
08:40,,,,,"MISS LAYUP by BOULDIN,BRETT",,,"MISS LAYUP by BOULDIN,BRETT",2
08:40,"BLOCK  by LIVSEY,GEOFF",,,,,,,"BLOCK  by LIVSEY,GEOFF",2
--,"REBOUND DEF by GALLAGHER,MICHAEL",,,,,,,"REBOUND DEF by GALLAGHER,MICHAEL",2
08:31,"SUB IN by GALOW,ANDREW",,,,,,,"SUB IN by GALOW,ANDREW",2
08:31,"SUB OUT by CHIEN,KEVIN",,,,,,,"SUB OUT by CHIEN,KEVIN",2
08:31,,,,,"SUB IN by HEATHERLY,GARRETT",,,"SUB IN by HEATHERLY,GARRETT",2
08:31,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
08:31,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
08:31,,,,,"SUB OUT by BOULDIN,BRETT",,,"SUB OUT by BOULDIN,BRETT",2
08:24,,,,,"FOUL  by HEATHERLY,GARRETT",,,"FOUL  by HEATHERLY,GARRETT",2
08:23,"GOOD FT by LIVSEY,GEOFF",44,,56 (+12),,RCMBB13 44-56 (-12),,"GOOD FT by LIVSEY,GEOFF",2
08:23,"GOOD FT by LIVSEY,GEOFF",45,,56 (+11),,RCMBB13 45-56 (-11),,"GOOD FT by LIVSEY,GEOFF",2
08:23,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
08:23,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
08:05,,,,,"MISS 3PTR by CALDWELL,MARCELLUS",,,"MISS 3PTR by CALDWELL,MARCELLUS",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
07:50,"TURNOVER  by HARTWELL,THEO",,,,,,,"TURNOVER  by HARTWELL,THEO",2
07:50,,,,,"STEAL  by BRYANT,VALENTINO",,,"STEAL  by BRYANT,VALENTINO",2
07:50,,,,,TIMEOUT TOUT by TEAM,,,TIMEOUT TOUT by TEAM,2
07:50,,,,,"SUB IN by BROWN,TYLER",,,"SUB IN by BROWN,TYLER",2
07:30,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
07:26,"STEAL  by LIVSEY,GEOFF",,,,,,,"STEAL  by LIVSEY,GEOFF",2
07:20,"MISS LAYUP by HARTWELL,THEO",,,,,,,"MISS LAYUP by HARTWELL,THEO",2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
07:00,,,,,"MISS 3PTR by BOULDIN,BRETT",,,"MISS 3PTR by BOULDIN,BRETT",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
06:50,"GOOD LAYUP by GALOW,ANDREW(in the paint)",47,,56 (+9),,RCMBB13 47-56 (-9),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
06:13,,,,,"TURNOVER  by HEATHERLY,GARRETT",,,"TURNOVER  by HEATHERLY,GARRETT",2
06:13,"STEAL  by GALOW,ANDREW",,,,,,,"STEAL  by GALOW,ANDREW",2
06:00,"MISS 3PTR by LIVSEY,GEOFF",,,,,,,"MISS 3PTR by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by BOULDIN,BRETT",,,"REBOUND DEF by BOULDIN,BRETT",2
05:38,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
05:38,,47,,57 (+10),"GOOD FT by BRYANT,VALENTINO",SEWANEE 47-57 (-10),,"GOOD FT by BRYANT,VALENTINO",2
05:38,,47,,58 (+11),"GOOD FT by BRYANT,VALENTINO",SEWANEE 47-58 (-11),,"GOOD FT by BRYANT,VALENTINO",2
05:38,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
05:38,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
05:38,,,,,"SUB IN by AFFRONTI,LEWIS",,,"SUB IN by AFFRONTI,LEWIS",2
05:38,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
05:38,,,,,"SUB OUT by HEATHERLY,GARRETT",,,"SUB OUT by HEATHERLY,GARRETT",2
05:38,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
05:00,"GOOD 3PTR by MCGRAIL,PATRICK",50,,58 (+8),,RCMBB13 50-58 (-8),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,"ASSIST ASSIST by GALOW,ANDREW",,,,,,,"ASSIST ASSIST by GALOW,ANDREW",2
04:25,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
04:25,"SUB IN by HARTWELL,THEO",,,,,,,"SUB IN by HARTWELL,THEO",2
04:25,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
03:54,,,,,"TURNOVER  by BRYANT,VALENTINO",,,"TURNOVER  by BRYANT,VALENTINO",2
03:52,"STEAL  by MILLER,DREW",,,,,,,"STEAL  by MILLER,DREW",2
03:48,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",2
03:48,"GOOD FT by GALOW,ANDREW",51,,58 (+7),,RCMBB13 51-58 (-7),,"GOOD FT by GALOW,ANDREW",2
03:48,"GOOD FT by GALOW,ANDREW",52,,58 (+6),,RCMBB13 52-58 (-6),,"GOOD FT by GALOW,ANDREW",2
03:48,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
03:48,"SUB OUT by GALOW,ANDREW",,,,,,,"SUB OUT by GALOW,ANDREW",2
03:20,,,,,"TURNOVER  by BROWN,TYLER",,,"TURNOVER  by BROWN,TYLER",2
03:20,"STEAL  by COLLINS,LUKE",,,,,,,"STEAL  by COLLINS,LUKE",2
03:08,"GOOD LAYUP by HARTWELL,THEO(in the paint)",54,,58 (+4),,RCMBB13 54-58 (-4),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
03:02,,,,,TIMEOUT TOUT by TEAM,,,TIMEOUT TOUT by TEAM,2
03:02,"SUB IN by GALOW,ANDREW",,,,,,,"SUB IN by GALOW,ANDREW",2
03:02,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
03:02,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
03:02,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
03:02,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
02:41,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
02:41,"BLOCK  by MILLER,DREW",,,,,,,"BLOCK  by MILLER,DREW",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
02:25,"MISS 3PTR by LIVSEY,GEOFF",,,,,,,"MISS 3PTR by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by BROWN,TYLER",,,"REBOUND DEF by BROWN,TYLER",2
01:51,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
01:51,"SUB IN by HARTWELL,THEO",,,,,,,"SUB IN by HARTWELL,THEO",2
01:51,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
01:25,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
01:06,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"REBOUND DEF by BRYANT,VALENTINO",,,"REBOUND DEF by BRYANT,VALENTINO",2
00:55,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",2
00:55,TIMEOUT TOUT by TEAM,,,,,,,TIMEOUT TOUT by TEAM,2
00:55,,,,,"SUB IN by CALDWELL,MARCELLUS",,,"SUB IN by CALDWELL,MARCELLUS",2
00:55,,,,,"SUB OUT by BROWN,TYLER",,,"SUB OUT by BROWN,TYLER",2
00:55,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",2
00:51,,,,,"TURNOVER  by BOULDIN,BRETT",,,"TURNOVER  by BOULDIN,BRETT",2
00:51,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
00:51,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
00:42,"GOOD LAYUP by GALOW,ANDREW(in the paint)",56,,58 (+2),,RCMBB13 56-58 (-2),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
00:40,TIMEOUT TOUT by TEAM,,,,,,,TIMEOUT TOUT by TEAM,2
00:40,,,,,"TURNOVER  by CALDWELL,MARCELLUS",,,"TURNOVER  by CALDWELL,MARCELLUS",2
00:40,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
00:40,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
00:40,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
00:40,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",2
00:29,"GOOD JUMPER by GALOW,ANDREW",58,,58,,RCMBB13 58-58 (0),,"GOOD JUMPER by GALOW,ANDREW",2
00:29,,,,,"FOUL  by CALDWELL,MARCELLUS",,,"FOUL  by CALDWELL,MARCELLUS",2
00:29,"GOOD FT by GALOW,ANDREW",59 (+1),,58,,RCMBB13 59-58 (+1),,"GOOD FT by GALOW,ANDREW",2
00:27,"FOUL  by COLLINS,LUKE",,,,,,,"FOUL  by COLLINS,LUKE",2
00:27,,59,,59,"GOOD FT by BRYANT,VALENTINO",SEWANEE 59-59 (0),,"GOOD FT by BRYANT,VALENTINO",2
00:27,,,,,"MISS FT by BRYANT,VALENTINO",,,"MISS FT by BRYANT,VALENTINO",2
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",2
00:27,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
00:27,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
00:10,"MISS 3PTR by MILLER,DREW",,,,,,,"MISS 3PTR by MILLER,DREW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:10,TIMEOUT TOUT by TEAM,,,,,,,TIMEOUT TOUT by TEAM,2
00:10,"TURNOVER  by GALLAGHER,MICHAEL",,,,,,,"TURNOVER  by GALLAGHER,MICHAEL",2
00:10,,,,,"STEAL  by BROWN,TYLER",,,"STEAL  by BROWN,TYLER",2
00:10,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
00:10,,,,,"MISS FT by BROWN,TYLER",,,"MISS FT by BROWN,TYLER",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
00:10,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",2
00:10,,,,,"SUB IN by BOULDIN,BRETT",,,"SUB IN by BOULDIN,BRETT",2
00:10,,,,,"SUB OUT by BORN,LEO",,,"SUB OUT by BORN,LEO",2
00:10,,,,,"SUB OUT by CALDWELL,MARCELLUS",,,"SUB OUT by CALDWELL,MARCELLUS",2
00:03,"MISS 3PTR by LIVSEY,GEOFF",,,,,,,"MISS 3PTR by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by CARTER,KESHONN",,,"REBOUND DEF by CARTER,KESHONN",2
00:01,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
00:01,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:01,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
00:01,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
