Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,RCMBB13,Game Score,Team Indicator,Play,Period
13:39,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,,,,,"REBOUND OFF by HARTWELL,THEO",,,"REBOUND OFF by HARTWELL,THEO",2
13:35,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",2
13:19,"MISS JUMPER by WHALEN,MAC",,,,,,,"MISS JUMPER by WHALEN,MAC",2
--,,,,,"REBOUND DEF by SLEDGE,TATE",,,"REBOUND DEF by SLEDGE,TATE",2
13:18,"FOUL  by MARSH,CODY",,,,,,,"FOUL  by MARSH,CODY",2
13:06,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,,,,,"REBOUND OFF by HARTWELL,THEO",,,"REBOUND OFF by HARTWELL,THEO",2
13:04,,,,,"MISS LAYUP by HARTWELL,THEO",,,"MISS LAYUP by HARTWELL,THEO",2
--,"REBOUND DEF by WRIGHT,JAKE",,,,,,,"REBOUND DEF by WRIGHT,JAKE",2
12:40,"MISS JUMPER by WRIGHT,JAKE",,,,,,,"MISS JUMPER by WRIGHT,JAKE",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
12:31,"FOUL  by WRIGHT,JAKE",,,,,,,"FOUL  by WRIGHT,JAKE",2
12:31,,29,,46 (+17),"GOOD FT by HARTWELL,THEO",RCMBB13 29-46 (+17),,"GOOD FT by HARTWELL,THEO",2
12:31,,29,,47 (+18),"GOOD FT by HARTWELL,THEO",RCMBB13 29-47 (+18),,"GOOD FT by HARTWELL,THEO",2
12:31,"SUB IN by BRUCE,DEVAN",,,,,,,"SUB IN by BRUCE,DEVAN",2
12:31,"SUB OUT by MARSH,CODY",,,,,,,"SUB OUT by MARSH,CODY",2
12:31,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
12:31,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
12:31,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
12:18,"GOOD LAYUP by WHALEN,MAC(in the paint)",31,,47 (+16),,BCM 31-47 (+16),,"GOOD LAYUP by WHALEN,MAC(in the paint)",2
11:53,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",2
11:43,"TURNOVER  by BRUCE,DEVAN",,,,,,,"TURNOVER  by BRUCE,DEVAN",2
11:42,,,,,"STEAL  by HARTWELL,THEO",,,"STEAL  by HARTWELL,THEO",2
11:29,,,,,"TURNOVER  by MILLER,DREW",,,"TURNOVER  by MILLER,DREW",2
11:29,"STEAL  by SMOAK,HUNTER",,,,,,,"STEAL  by SMOAK,HUNTER",2
11:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:20,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
11:20,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
11:20,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
11:06,"SUB IN by TEEMS,JORDAN",,,,,,,"SUB IN by TEEMS,JORDAN",2
11:06,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",2
11:01,"TURNOVER  by TEEMS,JORDAN",,,,,,,"TURNOVER  by TEEMS,JORDAN",2
10:47,,31,,49 (+18),"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB13 31-49 (+18),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
10:34,"GOOD JUMPER by WRIGHT,JAKE",33,,49 (+16),,BCM 33-49 (+16),,"GOOD JUMPER by WRIGHT,JAKE",2
10:07,"FOUL  by WRIGHT,JAKE",,,,,,,"FOUL  by WRIGHT,JAKE",2
10:07,"SUB IN by ABRAMS,JONATHAN",,,,,,,"SUB IN by ABRAMS,JONATHAN",2
10:07,"SUB IN by GRAHAM,LAKE",,,,,,,"SUB IN by GRAHAM,LAKE",2
10:07,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
10:07,"SUB OUT by WRIGHT,JAKE",,,,,,,"SUB OUT by WRIGHT,JAKE",2
10:07,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
10:07,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
10:07,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
09:49,,,,,"MISS 3PTR by COLLINS,LUKE",,,"MISS 3PTR by COLLINS,LUKE",2
--,"REBOUND DEF by ABRAMS,JONATHAN",,,,,,,"REBOUND DEF by ABRAMS,JONATHAN",2
09:38,"MISS LAYUP by BRUCE,DEVAN",,,,,,,"MISS LAYUP by BRUCE,DEVAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
09:29,,33,,51 (+18),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RCMBB13 33-51 (+18),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
09:28,"FOUL  by GRAHAM,LAKE",,,,,,,"FOUL  by GRAHAM,LAKE",2
09:28,,,,,"MISS FT by LIVSEY,GEOFF",,,"MISS FT by LIVSEY,GEOFF",2
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",2
09:28,"MISS LAYUP by MARSH,CODY",,,,,,,"MISS LAYUP by MARSH,CODY",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
09:28,"SUB IN by MARSH,CODY",,,,,,,"SUB IN by MARSH,CODY",2
09:28,"SUB OUT by BRUCE,DEVAN",,,,,,,"SUB OUT by BRUCE,DEVAN",2
09:25,"FOUL  by TEEMS,JORDAN",,,,,,,"FOUL  by TEEMS,JORDAN",2
09:05,,33,,52 (+19),"GOOD FT by COLLINS,LUKE",RCMBB13 33-52 (+19),,"GOOD FT by COLLINS,LUKE",2
09:05,,33,,53 (+20),"GOOD FT by COLLINS,LUKE",RCMBB13 33-53 (+20),,"GOOD FT by COLLINS,LUKE",2
09:05,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
09:05,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",2
08:50,"MISS LAYUP by MARSH,CODY",,,,,,,"MISS LAYUP by MARSH,CODY",2
08:50,,,,,"BLOCK  by LIVSEY,GEOFF",,,"BLOCK  by LIVSEY,GEOFF",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:46,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
08:39,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",35,,53 (+18),,BCM 35-53 (+18),,"GOOD LAYUP by ABRAMS,JONATHAN(in the paint)",2
08:09,,,,,"MISS JUMPER by GALLAGHER,MICHAEL",,,"MISS JUMPER by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by GRAHAM,LAKE",,,,,,,"REBOUND DEF by GRAHAM,LAKE",2
08:07,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
08:07,"GOOD FT by GRAHAM,LAKE",36,,53 (+17),,BCM 36-53 (+17),,"GOOD FT by GRAHAM,LAKE",2
08:07,"GOOD FT by GRAHAM,LAKE",37,,53 (+16),,BCM 37-53 (+16),,"GOOD FT by GRAHAM,LAKE",2
08:07,"SUB IN by WHALEN,MAC",,,,,,,"SUB IN by WHALEN,MAC",2
08:07,"SUB OUT by TEEMS,JORDAN",,,,,,,"SUB OUT by TEEMS,JORDAN",2
08:07,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
08:07,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
08:07,,,,,"SUB IN by CHIEN,KEVIN",,,"SUB IN by CHIEN,KEVIN",2
08:07,,,,,"SUB IN by GALOW,ANDREW",,,"SUB IN by GALOW,ANDREW",2
08:07,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
08:07,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
08:07,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
08:07,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
07:49,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
07:49,"BLOCK  by GRAHAM,LAKE",,,,,,,"BLOCK  by GRAHAM,LAKE",2
--,"REBOUND DEF by MARSH,CODY",,,,,,,"REBOUND DEF by MARSH,CODY",2
07:22,"GOOD 3PTR by ABRAMS,JONATHAN",40,,53 (+13),,BCM 40-53 (+13),,"GOOD 3PTR by ABRAMS,JONATHAN",2
--,"ASSIST  by MARSH,CODY",,,,,,,"ASSIST  by MARSH,CODY",2
07:12,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:12,"SUB IN by HOWARD,MAC",,,,,,,"SUB IN by HOWARD,MAC",2
07:12,"SUB OUT by MARSH,CODY",,,,,,,"SUB OUT by MARSH,CODY",2
07:04,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",2
06:39,"MISS 3PTR by ABRAMS,JONATHAN",,,,,,,"MISS 3PTR by ABRAMS,JONATHAN",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
06:30,,40,,55 (+15),"GOOD LAYUP by HARTWELL,THEO(in the paint)",RCMBB13 40-55 (+15),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
06:19,"TURNOVER  by WHALEN,MAC",,,,,,,"TURNOVER  by WHALEN,MAC",2
06:11,,,,,"STEAL  by GALOW,ANDREW",,,"STEAL  by GALOW,ANDREW",2
06:11,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
06:11,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
06:05,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
06:04,"STEAL  by ABRAMS,JONATHAN",,,,,,,"STEAL  by ABRAMS,JONATHAN",2
05:58,,,,,"FOUL  by CHIEN,KEVIN",,,"FOUL  by CHIEN,KEVIN",2
05:58,"GOOD FT by ABRAMS,JONATHAN",41,,55 (+14),,BCM 41-55 (+14),,"GOOD FT by ABRAMS,JONATHAN",2
05:58,"GOOD FT by ABRAMS,JONATHAN",42,,55 (+13),,BCM 42-55 (+13),,"GOOD FT by ABRAMS,JONATHAN",2
05:58,"SUB IN by SMOAK,HUNTER",,,,,,,"SUB IN by SMOAK,HUNTER",2
05:58,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
05:58,,,,,"SUB IN by MCGRAIL,PATRICK",,,"SUB IN by MCGRAIL,PATRICK",2
05:58,,,,,"SUB OUT by CHIEN,KEVIN",,,"SUB OUT by CHIEN,KEVIN",2
05:46,,42,,57 (+15),"GOOD DUNK by HOECK,RYAN VAN(fastbreak)(in the paint)",RCMBB13 42-57 (+15),,"GOOD DUNK by HOECK,RYAN VAN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
05:22,"TURNOVER  by ABRAMS,JONATHAN",,,,,,,"TURNOVER  by ABRAMS,JONATHAN",2
05:22,,,,,"STEAL  by GALOW,ANDREW",,,"STEAL  by GALOW,ANDREW",2
05:22,"SUB IN by BRUCE,DEVAN",,,,,,,"SUB IN by BRUCE,DEVAN",2
05:22,"SUB OUT by GRAHAM,LAKE",,,,,,,"SUB OUT by GRAHAM,LAKE",2
05:22,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
05:22,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
05:02,,,,,"MISS LAYUP by LIVSEY,GEOFF",,,"MISS LAYUP by LIVSEY,GEOFF",2
05:02,"BLOCK  by BRUCE,DEVAN",,,,,,,"BLOCK  by BRUCE,DEVAN",2
--,,,,,"REBOUND OFF by HOECK,RYAN VAN",,,"REBOUND OFF by HOECK,RYAN VAN",2
05:00,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
04:55,"MISS LAYUP by BRUCE,DEVAN",,,,,,,"MISS LAYUP by BRUCE,DEVAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
04:43,,,,,"TURNOVER  by GALOW,ANDREW",,,"TURNOVER  by GALOW,ANDREW",2
04:42,"STEAL  by SMOAK,HUNTER",,,,,,,"STEAL  by SMOAK,HUNTER",2
04:39,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
04:39,"MISS FT by WHALEN,MAC",,,,,,,"MISS FT by WHALEN,MAC",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:39,"GOOD FT by WHALEN,MAC",43,,57 (+14),,BCM 43-57 (+14),,"GOOD FT by WHALEN,MAC",2
04:17,,43,,60 (+17),"GOOD 3PTR by MCGRAIL,PATRICK",RCMBB13 43-60 (+17),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
03:58,"GOOD JUMPER by ABRAMS,JONATHAN",45,,60 (+15),,BCM 45-60 (+15),,"GOOD JUMPER by ABRAMS,JONATHAN",2
03:38,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
03:38,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
03:38,,,,,"SUB IN by CHIEN,KEVIN",,,"SUB IN by CHIEN,KEVIN",2
03:38,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
03:12,"MISS JUMPER by ABRAMS,JONATHAN",,,,,,,"MISS JUMPER by ABRAMS,JONATHAN",2
--,,,,,"REBOUND DEF by LIVSEY,GEOFF",,,"REBOUND DEF by LIVSEY,GEOFF",2
02:55,,45,,62 (+17),"GOOD LAYUP by MCGRAIL,PATRICK(in the paint)",RCMBB13 45-62 (+17),,"GOOD LAYUP by MCGRAIL,PATRICK(in the paint)",2
02:55,"FOUL  by SMOAK,HUNTER",,,,,,,"FOUL  by SMOAK,HUNTER",2
02:55,,45,,63 (+18),"GOOD FT by MCGRAIL,PATRICK",RCMBB13 45-63 (+18),,"GOOD FT by MCGRAIL,PATRICK",2
02:55,"SUB IN by MARSH,CODY",,,,,,,"SUB IN by MARSH,CODY",2
02:55,"SUB IN by MCCLOUD,LEE",,,,,,,"SUB IN by MCCLOUD,LEE",2
02:55,"SUB OUT by ABRAMS,JONATHAN",,,,,,,"SUB OUT by ABRAMS,JONATHAN",2
02:55,"SUB OUT by BRUCE,DEVAN",,,,,,,"SUB OUT by BRUCE,DEVAN",2
02:55,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
02:55,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
02:37,"MISS 3PTR by WHALEN,MAC",,,,,,,"MISS 3PTR by WHALEN,MAC",2
--,,,,,"REBOUND DEF by COLLINS,LUKE",,,"REBOUND DEF by COLLINS,LUKE",2
02:25,,45,,65 (+20),"GOOD JUMPER by HOECK,RYAN VAN",RCMBB13 45-65 (+20),,"GOOD JUMPER by HOECK,RYAN VAN",2
02:24,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:24,"SUB IN by TUTEN,WALKER",,,,,,,"SUB IN by TUTEN,WALKER",2
02:24,"SUB IN by RANDOLPH,ZACH",,,,,,,"SUB IN by RANDOLPH,ZACH",2
02:24,"SUB OUT by SMOAK,HUNTER",,,,,,,"SUB OUT by SMOAK,HUNTER",2
02:24,"SUB OUT by MCCLOUD,LEE",,,,,,,"SUB OUT by MCCLOUD,LEE",2
02:24,,,,,"SUB IN by BELVEAL,KAI",,,"SUB IN by BELVEAL,KAI",2
02:24,,,,,"SUB IN by CATES,REID",,,"SUB IN by CATES,REID",2
02:24,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
02:24,,,,,"SUB OUT by CHIEN,KEVIN",,,"SUB OUT by CHIEN,KEVIN",2
02:10,"TURNOVER  by HOWARD,MAC",,,,,,,"TURNOVER  by HOWARD,MAC",2
02:09,,,,,"STEAL  by BELVEAL,KAI",,,"STEAL  by BELVEAL,KAI",2
01:52,,45,,67 (+22),"GOOD JUMPER by HOECK,RYAN VAN",RCMBB13 45-67 (+22),,"GOOD JUMPER by HOECK,RYAN VAN",2
01:39,"GOOD JUMPER by HOWARD,MAC",47,,67 (+20),,BCM 47-67 (+20),,"GOOD JUMPER by HOWARD,MAC",2
--,"ASSIST  by TUTEN,WALKER",,,,,,,"ASSIST  by TUTEN,WALKER",2
01:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:30,"SUB IN by LONDON,ANDREW",,,,,,,"SUB IN by LONDON,ANDREW",2
01:30,"SUB OUT by WHALEN,MAC",,,,,,,"SUB OUT by WHALEN,MAC",2
01:30,,,,,"SUB IN by VICARISI,ALEX",,,"SUB IN by VICARISI,ALEX",2
01:30,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
01:30,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
01:30,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
01:05,,,,,"TURNOVER  by BELVEAL,KAI",,,"TURNOVER  by BELVEAL,KAI",2
01:04,"STEAL  by RANDOLPH,ZACH",,,,,,,"STEAL  by RANDOLPH,ZACH",2
00:59,"MISS 3PTR by MARSH,CODY",,,,,,,"MISS 3PTR by MARSH,CODY",2
--,,,,,"REBOUND DEF by CATES,REID",,,"REBOUND DEF by CATES,REID",2
00:33,"FOUL  by RANDOLPH,ZACH",,,,,,,"FOUL  by RANDOLPH,ZACH",2
00:32,,,,,"MISS FT by BELVEAL,KAI",,,"MISS FT by BELVEAL,KAI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:33,,,,,"MISS FT by BELVEAL,KAI",,,"MISS FT by BELVEAL,KAI",2
--,"REBOUND DEF by RANDOLPH,ZACH",,,,,,,"REBOUND DEF by RANDOLPH,ZACH",2
00:22,"TURNOVER  by TUTEN,WALKER",,,,,,,"TURNOVER  by TUTEN,WALKER",2
00:21,,,,,"STEAL  by CATES,REID",,,"STEAL  by CATES,REID",2
