Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
17:02,,,,,"FOUL  by DEVRIES,JON",,,"FOUL  by DEVRIES,JON",1
17:02,"GOOD FT by LIVSEY,GEOFF",8 (+4),,4,,RHODES 8-4 (+4),,"GOOD FT by LIVSEY,GEOFF",1
17:02,"GOOD FT by LIVSEY,GEOFF",9 (+5),,4,,RHODES 9-4 (+5),,"GOOD FT by LIVSEY,GEOFF",1
16:32,,9 (+2),,7,"GOOD 3PTR by DELANEY,JAKE",CCM 9-7 (+2),,"GOOD 3PTR by DELANEY,JAKE",1
--,,,,,"ASSIST  by COX,TJ",,,"ASSIST  by COX,TJ",1
16:06,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",1
--,,,,,"REBOUND DEF by BOWMAN,SAM",,,"REBOUND DEF by BOWMAN,SAM",1
15:59,,,,,"FOUL  by DEVRIES,JON",,,"FOUL  by DEVRIES,JON",1
15:59,,,,,"TURNOVER  by DEVRIES,JON",,,"TURNOVER  by DEVRIES,JON",1
15:50,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
15:50,,,,,"SUB IN by DANEK,JOEY",,,"SUB IN by DANEK,JOEY",1
15:50,,,,,"SUB IN by MUTCHERSON,ROSBIE",,,"SUB IN by MUTCHERSON,ROSBIE",1
15:50,,,,,"SUB IN by CHANEY,DAMIEN",,,"SUB IN by CHANEY,DAMIEN",1
15:50,,,,,"SUB OUT by DELANEY,JAKE",,,"SUB OUT by DELANEY,JAKE",1
15:50,,,,,"SUB OUT by DEVRIES,JON",,,"SUB OUT by DEVRIES,JON",1
15:50,,,,,"SUB OUT by BOWMAN,SAM",,,"SUB OUT by BOWMAN,SAM",1
15:40,,9,,10 (+1),"GOOD 3PTR by MCGRIFF,COLTON",CCM 9-10 (-1),,"GOOD 3PTR by MCGRIFF,COLTON",1
--,,,,,"ASSIST  by DANEK,JOEY",,,"ASSIST  by DANEK,JOEY",1
15:07,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
15:04,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",1
14:47,,,,,"MISS JUMPER by MCGRIFF,COLTON",,,"MISS JUMPER by MCGRIFF,COLTON",1
--,,,,,"REBOUND OFF by CHANEY,DAMIEN",,,"REBOUND OFF by CHANEY,DAMIEN",1
14:43,,9,,12 (+3),"GOOD LAYUP by CHANEY,DAMIEN(in the paint)",CCM 9-12 (-3),,"GOOD LAYUP by CHANEY,DAMIEN(in the paint)",1
14:31,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",1
14:30,,,,,"STEAL  by DANEK,JOEY",,,"STEAL  by DANEK,JOEY",1
14:02,"FOUL  by MCGRAIL,PATRICK",,,,,,,"FOUL  by MCGRAIL,PATRICK",1
14:02,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",1
14:02,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",1
14:02,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",1
14:02,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",1
14:02,,,,,"SUB IN by SEARS,CALLUM",,,"SUB IN by SEARS,CALLUM",1
14:02,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",1
14:02,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",1
14:02,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",1
13:52,,9,,15 (+6),"GOOD 3PTR by SEARS,CALLUM",CCM 9-15 (-6),,"GOOD 3PTR by SEARS,CALLUM",1
--,,,,,"ASSIST  by MUTCHERSON,ROSBIE",,,"ASSIST  by MUTCHERSON,ROSBIE",1
13:33,"TURNOVER  by GALLAGHER,MICHAEL",,,,,,,"TURNOVER  by GALLAGHER,MICHAEL",1
13:31,,,,,"STEAL  by DANEK,JOEY",,,"STEAL  by DANEK,JOEY",1
13:25,,,,,"MISS LAYUP by DANEK,JOEY",,,"MISS LAYUP by DANEK,JOEY",1
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",1
13:15,"GOOD 3PTR by GALLAGHER,MICHAEL",12,,15 (+3),,RHODES 12-15 (-3),,"GOOD 3PTR by GALLAGHER,MICHAEL",1
--,"ASSIST  by DUNAVANT,JOHN",,,,,,,"ASSIST  by DUNAVANT,JOHN",1
12:51,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",1
12:51,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",1
12:51,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",1
12:46,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",1
12:46,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",1
12:46,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
12:45,,,,,"FOUL  by SEARS,CALLUM",,,"FOUL  by SEARS,CALLUM",1
12:45,,,,,"TURNOVER  by SEARS,CALLUM",,,"TURNOVER  by SEARS,CALLUM",1
12:36,"TURNOVER  by GALOW,ANDREW",,,,,,,"TURNOVER  by GALOW,ANDREW",1
12:35,,,,,"STEAL  by DANEK,JOEY",,,"STEAL  by DANEK,JOEY",1
12:16,,,,,"MISS JUMPER by SEARS,CALLUM",,,"MISS JUMPER by SEARS,CALLUM",1
--,,,,,"REBOUND OFF by CHANEY,DAMIEN",,,"REBOUND OFF by CHANEY,DAMIEN",1
12:13,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",1
12:13,"SUB OUT by GALOW,ANDREW",,,,,,,"SUB OUT by GALOW,ANDREW",1
12:05,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",1
11:34,,,,,"MISS LAYUP by CHANEY,DAMIEN",,,"MISS LAYUP by CHANEY,DAMIEN",1
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",1
11:15,"MISS 3PTR by GALLAGHER,MICHAEL",,,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",1
--,,,,,"REBOUND DEF by DANEK,JOEY",,,"REBOUND DEF by DANEK,JOEY",1
10:50,,12,,17 (+5),"GOOD LAYUP by DANEK,JOEY(in the paint)",CCM 12-17 (-5),,"GOOD LAYUP by DANEK,JOEY(in the paint)",1
--,,,,,"ASSIST  by CHANEY,DAMIEN",,,"ASSIST  by CHANEY,DAMIEN",1
10:32,,,,,"FOUL  by DANEK,JOEY",,,"FOUL  by DANEK,JOEY",1
10:32,"MISS FT by SLEDGE,TATE",,,,,,,"MISS FT by SLEDGE,TATE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:32,"GOOD FT by SLEDGE,TATE",13,,17 (+4),,RHODES 13-17 (-4),,"GOOD FT by SLEDGE,TATE",1
10:32,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",1
10:32,"SUB OUT by GALLAGHER,MICHAEL",,,,,,,"SUB OUT by GALLAGHER,MICHAEL",1
10:32,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",1
10:32,,,,,"SUB IN by DEVRIES,JON",,,"SUB IN by DEVRIES,JON",1
10:32,,,,,"SUB IN by BOWMAN,SAM",,,"SUB IN by BOWMAN,SAM",1
10:32,,,,,"SUB OUT by DANEK,JOEY",,,"SUB OUT by DANEK,JOEY",1
10:32,,,,,"SUB OUT by MUTCHERSON,ROSBIE",,,"SUB OUT by MUTCHERSON,ROSBIE",1
10:32,,,,,"SUB OUT by CHANEY,DAMIEN",,,"SUB OUT by CHANEY,DAMIEN",1
10:14,,,,,"FOUL  by SEARS,CALLUM",,,"FOUL  by SEARS,CALLUM",1
10:14,,,,,"TURNOVER  by SEARS,CALLUM",,,"TURNOVER  by SEARS,CALLUM",1
10:14,,,,,"SUB IN by COX,TJ",,,"SUB IN by COX,TJ",1
10:14,,,,,"SUB OUT by FRIERSON,NATE",,,"SUB OUT by FRIERSON,NATE",1
09:58,"MISS 3PTR by DUNAVANT,JOHN",,,,,,,"MISS 3PTR by DUNAVANT,JOHN",1
--,,,,,"REBOUND DEF by BOWMAN,SAM",,,"REBOUND DEF by BOWMAN,SAM",1
09:42,,,,,"MISS 3PTR by MCGRIFF,COLTON",,,"MISS 3PTR by MCGRIFF,COLTON",1
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",1
09:25,"MISS LAYUP by SLEDGE,TATE",,,,,,,"MISS LAYUP by SLEDGE,TATE",1
--,"REBOUND OFF by HOECK,RYAN VAN",,,,,,,"REBOUND OFF by HOECK,RYAN VAN",1
09:13,"GOOD LAYUP by DUNAVANT,JOHN(in the paint)",15,,17 (+2),,RHODES 15-17 (-2),,"GOOD LAYUP by DUNAVANT,JOHN(in the paint)",1
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",1
09:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
09:06,,,,,"SUB IN by DELANEY,JAKE",,,"SUB IN by DELANEY,JAKE",1
09:06,,,,,"SUB OUT by SEARS,CALLUM",,,"SUB OUT by SEARS,CALLUM",1
08:58,"SUB IN by HARTWELL,THEO",,,,,,,"SUB IN by HARTWELL,THEO",1
08:58,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",1
08:42,"FOUL  by SLEDGE,TATE",,,,,,,"FOUL  by SLEDGE,TATE",1
08:42,,15,,18 (+3),"GOOD FT by DEVRIES,JON",CCM 15-18 (-3),,"GOOD FT by DEVRIES,JON",1
08:42,,15,,19 (+4),"GOOD FT by DEVRIES,JON",CCM 15-19 (-4),,"GOOD FT by DEVRIES,JON",1
08:30,,,,,"FOUL  by BOWMAN,SAM",,,"FOUL  by BOWMAN,SAM",1
08:30,"MISS FT by SLEDGE,TATE",,,,,,,"MISS FT by SLEDGE,TATE",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
08:30,"MISS FT by SLEDGE,TATE",,,,,,,"MISS FT by SLEDGE,TATE",1
--,,,,,"REBOUND DEF by BOWMAN,SAM",,,"REBOUND DEF by BOWMAN,SAM",1
08:12,,,,,"MISS JUMPER by BOWMAN,SAM",,,"MISS JUMPER by BOWMAN,SAM",1
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",1
07:52,"MISS LAYUP by HARTWELL,THEO",,,,,,,"MISS LAYUP by HARTWELL,THEO",1
--,,,,,"REBOUND DEF by BOWMAN,SAM",,,"REBOUND DEF by BOWMAN,SAM",1
07:43,,15,,21 (+6),"GOOD LAYUP by COX,TJ(in the paint)",CCM 15-21 (-6),,"GOOD LAYUP by COX,TJ(in the paint)",1
07:14,"GOOD LAYUP by DUNAVANT,JOHN(in the paint)",17,,21 (+4),,RHODES 17-21 (-4),,"GOOD LAYUP by DUNAVANT,JOHN(in the paint)",1
07:11,,,,,"FOUL  by DEVRIES,JON",,,"FOUL  by DEVRIES,JON",1
07:11,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",1
07:11,"SUB IN by GALLAGHER,MICHAEL",,,,,,,"SUB IN by GALLAGHER,MICHAEL",1
07:11,"SUB IN by GALOW,ANDREW",,,,,,,"SUB IN by GALOW,ANDREW",1
07:11,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",1
07:11,"SUB OUT by DUNAVANT,JOHN",,,,,,,"SUB OUT by DUNAVANT,JOHN",1
07:11,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",1
07:11,"SUB OUT by SLEDGE,TATE",,,,,,,"SUB OUT by SLEDGE,TATE",1
07:05,,,,,"MISS JUMPER by MUTCHERSON,ROSBIE",,,"MISS JUMPER by MUTCHERSON,ROSBIE",1
--,"REBOUND DEF by HARTWELL,THEO",,,,,,,"REBOUND DEF by HARTWELL,THEO",1
06:29,"MISS JUMPER by COLLINS,LUKE",,,,,,,"MISS JUMPER by COLLINS,LUKE",1
06:29,,,,,"BLOCK  by BOWMAN,SAM",,,"BLOCK  by BOWMAN,SAM",1
--,"REBOUND OFF by GALLAGHER,MICHAEL",,,,,,,"REBOUND OFF by GALLAGHER,MICHAEL",1
06:24,,,,,"FOUL  by MCGRIFF,COLTON",,,"FOUL  by MCGRIFF,COLTON",1
06:24,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",1
--,"REBOUND OFF by LIVSEY,GEOFF",,,,,,,"REBOUND OFF by LIVSEY,GEOFF",1
06:24,,,,,"FOUL  by MCGRIFF,COLTON",,,"FOUL  by MCGRIFF,COLTON",1
06:24,,,,,"FOUL TECH by MCGRIFF,COLTON",,,"FOUL TECH by MCGRIFF,COLTON",1
06:24,"MISS FT by LIVSEY,GEOFF",,,,,,,"MISS FT by LIVSEY,GEOFF",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:24,"MISS FT by GALOW,ANDREW",,,,,,,"MISS FT by GALOW,ANDREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
06:24,"GOOD FT by GALOW,ANDREW",18,,21 (+3),,RHODES 18-21 (-3),,"GOOD FT by GALOW,ANDREW",1
06:24,,,,,"SUB IN by CHANEY,DAMIEN",,,"SUB IN by CHANEY,DAMIEN",1
06:24,,,,,"SUB IN by MUTCHERSON,ROSBIE",,,"SUB IN by MUTCHERSON,ROSBIE",1
06:24,,,,,"SUB OUT by MCGRIFF,COLTON",,,"SUB OUT by MCGRIFF,COLTON",1
06:24,,,,,"SUB OUT by DEVRIES,JON",,,"SUB OUT by DEVRIES,JON",1
06:14,"GOOD LAYUP by COLLINS,LUKE(in the paint)",20,,21 (+1),,RHODES 20-21 (-1),,"GOOD LAYUP by COLLINS,LUKE(in the paint)",1
05:59,,,,,"TURNOVER  by CHANEY,DAMIEN",,,"TURNOVER  by CHANEY,DAMIEN",1
05:58,"STEAL  by GALOW,ANDREW",,,,,,,"STEAL  by GALOW,ANDREW",1
05:48,,,,,"FOUL  by CHANEY,DAMIEN",,,"FOUL  by CHANEY,DAMIEN",1
05:48,"GOOD FT by GALOW,ANDREW",21,,21,,RHODES 21-21 (0),,"GOOD FT by GALOW,ANDREW",1
05:48,"GOOD FT by GALOW,ANDREW",22 (+1),,21,,RHODES 22-21 (+1),,"GOOD FT by GALOW,ANDREW",1
05:48,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
05:35,"FOUL  by GALLAGHER,MICHAEL",,,,,,,"FOUL  by GALLAGHER,MICHAEL",1
05:35,,22,,22,"GOOD FT by MUTCHERSON,ROSBIE",CCM 22-22 (0),,"GOOD FT by MUTCHERSON,ROSBIE",1
05:35,,22,,23 (+1),"GOOD FT by MUTCHERSON,ROSBIE",CCM 22-23 (-1),,"GOOD FT by MUTCHERSON,ROSBIE",1
05:35,"SUB IN by DUNAVANT,JOHN",,,,,,,"SUB IN by DUNAVANT,JOHN",1
05:35,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",1
05:35,,,,,"SUB IN by SEARS,CALLUM",,,"SUB IN by SEARS,CALLUM",1
05:35,,,,,"SUB OUT by DELANEY,JAKE",,,"SUB OUT by DELANEY,JAKE",1
05:20,"GOOD LAYUP by GALOW,ANDREW(in the paint)",24 (+1),,23,,RHODES 24-23 (+1),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",1
05:01,,,,,"MISS LAYUP by COX,TJ",,,"MISS LAYUP by COX,TJ",1
05:01,"BLOCK  by LIVSEY,GEOFF",,,,,,,"BLOCK  by LIVSEY,GEOFF",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
04:46,,,,,"TURNOVER  by SEARS,CALLUM",,,"TURNOVER  by SEARS,CALLUM",1
04:44,"STEAL  by HARTWELL,THEO",,,,,,,"STEAL  by HARTWELL,THEO",1
04:36,"GOOD LAYUP by HARTWELL,THEO(in the paint)",26 (+3),,23,,RHODES 26-23 (+3),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",1
--,"ASSIST  by LIVSEY,GEOFF",,,,,,,"ASSIST  by LIVSEY,GEOFF",1
04:05,,26 (+1),,25,"GOOD JUMPER by COX,TJ",CCM 26-25 (+1),,"GOOD JUMPER by COX,TJ",1
03:27,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
03:27,,,,,"SUB IN by FRIERSON,NATE",,,"SUB IN by FRIERSON,NATE",1
03:27,,,,,"SUB IN by DANEK,JOEY",,,"SUB IN by DANEK,JOEY",1
03:27,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",1
03:27,,,,,"SUB OUT by CHANEY,DAMIEN",,,"SUB OUT by CHANEY,DAMIEN",1
03:27,,,,,"SUB OUT by MUTCHERSON,ROSBIE",,,"SUB OUT by MUTCHERSON,ROSBIE",1
03:27,,,,,"SUB OUT by BOWMAN,SAM",,,"SUB OUT by BOWMAN,SAM",1
03:16,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",1
03:16,,,,,"MISS FT by BOYD,CHRIS",,,"MISS FT by BOYD,CHRIS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:16,,26,,26,"GOOD FT by BOYD,CHRIS",CCM 26-26 (0),,"GOOD FT by BOYD,CHRIS",1
03:16,"SUB IN by SLEDGE,TATE",,,,,,,"SUB IN by SLEDGE,TATE",1
03:16,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",1
03:01,"GOOD LAYUP by HARTWELL,THEO(in the paint)",28 (+2),,26,,RHODES 28-26 (+2),,"GOOD LAYUP by HARTWELL,THEO(in the paint)",1
--,"ASSIST  by GALLAGHER,MICHAEL",,,,,,,"ASSIST  by GALLAGHER,MICHAEL",1
02:38,,,,,"MISS LAYUP by DELANEY,JAKE",,,"MISS LAYUP by DELANEY,JAKE",1
--,"REBOUND DEF by DUNAVANT,JOHN",,,,,,,"REBOUND DEF by DUNAVANT,JOHN",1
02:33,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",1
--,,,,,"REBOUND DEF by SEARS,CALLUM",,,"REBOUND DEF by SEARS,CALLUM",1
02:18,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",1
--,"REBOUND DEF by SLEDGE,TATE",,,,,,,"REBOUND DEF by SLEDGE,TATE",1
02:03,"MISS 3PTR by DUNAVANT,JOHN",,,,,,,"MISS 3PTR by DUNAVANT,JOHN",1
--,,,,,"REBOUND DEF by COX,TJ",,,"REBOUND DEF by COX,TJ",1
01:37,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",1
--,"REBOUND DEF by HARTWELL,THEO",,,,,,,"REBOUND DEF by HARTWELL,THEO",1
01:25,"TURNOVER  by HARTWELL,THEO",,,,,,,"TURNOVER  by HARTWELL,THEO",1
01:25,,,,,"SUB IN by MCGRIFF,COLTON",,,"SUB IN by MCGRIFF,COLTON",1
01:25,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",1
01:09,,,,,"MISS LAYUP by BOYD,CHRIS",,,"MISS LAYUP by BOYD,CHRIS",1
01:09,"BLOCK  by SLEDGE,TATE",,,,,,,"BLOCK  by SLEDGE,TATE",1
--,"REBOUND DEF by GALOW,ANDREW",,,,,,,"REBOUND DEF by GALOW,ANDREW",1
00:49,"MISS LAYUP by HARTWELL,THEO",,,,,,,"MISS LAYUP by HARTWELL,THEO",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
00:15,,,,,"MISS JUMPER by FRIERSON,NATE",,,"MISS JUMPER by FRIERSON,NATE",1
--,,,,,"REBOUND OFF by DANEK,JOEY",,,"REBOUND OFF by DANEK,JOEY",1
00:09,,28,,28,"GOOD JUMPER by DANEK,JOEY",CCM 28-28 (0),,"GOOD JUMPER by DANEK,JOEY",1
00:03,"GOOD LAYUP by GALOW,ANDREW(in the paint)",30 (+2),,28,,RHODES 30-28 (+2),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",1
19:49,,,,,"MISS LAYUP by BOWMAN,SAM",,,"MISS LAYUP by BOWMAN,SAM",2
--,"REBOUND DEF by HARTWELL,THEO",,,,,,,"REBOUND DEF by HARTWELL,THEO",2
19:37,,,,,"FOUL  by DELANEY,JAKE",,,"FOUL  by DELANEY,JAKE",2
19:25,"MISS JUMPER by LIVSEY,GEOFF",,,,,,,"MISS JUMPER by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by MCGRIFF,COLTON",,,"REBOUND DEF by MCGRIFF,COLTON",2
19:15,,,,,"MISS 3PTR by DELANEY,JAKE",,,"MISS 3PTR by DELANEY,JAKE",2
--,"REBOUND DEF by LIVSEY,GEOFF",,,,,,,"REBOUND DEF by LIVSEY,GEOFF",2
19:03,"MISS JUMPER by GALOW,ANDREW",,,,,,,"MISS JUMPER by GALOW,ANDREW",2
--,,,,,"REBOUND DEF by BOWMAN,SAM",,,"REBOUND DEF by BOWMAN,SAM",2
19:03,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",2
18:47,,30,,30,"GOOD LAYUP by BOWMAN,SAM(in the paint)",CCM 30-30 (0),,"GOOD LAYUP by BOWMAN,SAM(in the paint)",2
18:34,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",2
--,,,,,"REBOUND DEF by BOWMAN,SAM",,,"REBOUND DEF by BOWMAN,SAM",2
18:26,,30,,32 (+2),"GOOD LAYUP by COX,TJ(in the paint)",CCM 30-32 (-2),,"GOOD LAYUP by COX,TJ(in the paint)",2
18:15,,30,,33 (+3),"GOOD FT by COX,TJ",CCM 30-33 (-3),,"GOOD FT by COX,TJ",2
18:02,"TURNOVER  by HARTWELL,THEO",,,,,,,"TURNOVER  by HARTWELL,THEO",2
17:40,,,,,"TURNOVER  by DEVRIES,JON",,,"TURNOVER  by DEVRIES,JON",2
17:18,"MISS 3PTR by DUNAVANT,JOHN",,,,,,,"MISS 3PTR by DUNAVANT,JOHN",2
--,,,,,"REBOUND DEF by DEVRIES,JON",,,"REBOUND DEF by DEVRIES,JON",2
17:06,,,,,"MISS JUMPER by BOWMAN,SAM",,,"MISS JUMPER by BOWMAN,SAM",2
--,"REBOUND DEF by HARTWELL,THEO",,,,,,,"REBOUND DEF by HARTWELL,THEO",2
16:56,"TURNOVER  by HARTWELL,THEO",,,,,,,"TURNOVER  by HARTWELL,THEO",2
16:55,,,,,"STEAL  by MCGRIFF,COLTON",,,"STEAL  by MCGRIFF,COLTON",2
16:55,,,,,"TURNOVER  by MCGRIFF,COLTON",,,"TURNOVER  by MCGRIFF,COLTON",2
16:55,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:55,,,,,"SUB IN by DANEK,JOEY",,,"SUB IN by DANEK,JOEY",2
16:55,,,,,"SUB OUT by BOWMAN,SAM",,,"SUB OUT by BOWMAN,SAM",2
16:46,"MISS 3PTR by GALOW,ANDREW",,,,,,,"MISS 3PTR by GALOW,ANDREW",2
--,,,,,"REBOUND DEF by DANEK,JOEY",,,"REBOUND DEF by DANEK,JOEY",2
16:39,"FOUL  by GALOW,ANDREW",,,,,,,"FOUL  by GALOW,ANDREW",2
16:30,,30,,35 (+5),"GOOD JUMPER by MCGRIFF,COLTON",CCM 30-35 (-5),,"GOOD JUMPER by MCGRIFF,COLTON",2
16:03,"MISS 3PTR by MCGRAIL,PATRICK",,,,,,,"MISS 3PTR by MCGRAIL,PATRICK",2
16:03,,,,,"BLOCK  by DEVRIES,JON",,,"BLOCK  by DEVRIES,JON",2
--,,,,,"REBOUND DEF by DELANEY,JAKE",,,"REBOUND DEF by DELANEY,JAKE",2
15:54,"FOUL  by HARTWELL,THEO",,,,,,,"FOUL  by HARTWELL,THEO",2
15:54,,,,,"MISS FT by DANEK,JOEY",,,"MISS FT by DANEK,JOEY",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
15:54,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
15:54,"SUB OUT by HARTWELL,THEO",,,,,,,"SUB OUT by HARTWELL,THEO",2
15:54,,,,,"SUB IN by MUTCHERSON,ROSBIE",,,"SUB IN by MUTCHERSON,ROSBIE",2
