Time Remaining,KZOO-M,Away Team Score,Play Team Indicator,Home Team Score,RCMBB13,Game Score,Team Indicator,Play,Period
18:06,"MISS LAYUP by GHAFARI,MARK",,,,,,,"MISS LAYUP by GHAFARI,MARK",2
--,"REBOUND OFF by GHAFARI,MARK",,,,,,,"REBOUND OFF by GHAFARI,MARK",2
18:05,,,,,"FOUL  by DUNAVANT,JOHN",,,"FOUL  by DUNAVANT,JOHN",2
18:05,"GOOD FT by GHAFARI,MARK",30,,44 (+14),,KZOO-M 30-44 (+14),,"GOOD FT by GHAFARI,MARK",2
18:05,"MISS FT by GHAFARI,MARK",,,,,,,"MISS FT by GHAFARI,MARK",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHN",,,"REBOUND DEF by DUNAVANT,JOHN",2
17:44,,30,,46 (+16),"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",RCMBB13 30-46 (+16),,"GOOD LAYUP by LIVSEY,GEOFF(in the paint)",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
17:29,"MISS JUMPER by GOETZ,CARTER",,,,,,,"MISS JUMPER by GOETZ,CARTER",2
--,,,,,"REBOUND DEF by MCGRAIL,PATRICK",,,"REBOUND DEF by MCGRAIL,PATRICK",2
17:16,,30,,49 (+19),"GOOD 3PTR by DUNAVANT,JOHN",RCMBB13 30-49 (+19),,"GOOD 3PTR by DUNAVANT,JOHN",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
17:01,"SUB IN by CAREY,GRANT",,,,,,,"SUB IN by CAREY,GRANT",2
17:01,"SUB OUT by GHAFARI,CARL",,,,,,,"SUB OUT by GHAFARI,CARL",2
16:48,"GOOD JUMPER by CAREY,GRANT",32,,49 (+17),,KZOO-M 32-49 (+17),,"GOOD JUMPER by CAREY,GRANT",2
16:18,,,,,"TURNOVER  by MCGRAIL,PATRICK",,,"TURNOVER  by MCGRAIL,PATRICK",2
16:04,"GOOD LAYUP by CAREY,GRANT(in the paint)",34,,49 (+15),,KZOO-M 34-49 (+15),,"GOOD LAYUP by CAREY,GRANT(in the paint)",2
--,"ASSIST  by SCHOENFELDT,AARON",,,,,,,"ASSIST  by SCHOENFELDT,AARON",2
16:04,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
16:04,"MISS FT by CAREY,GRANT",,,,,,,"MISS FT by CAREY,GRANT",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
15:44,,34,,51 (+17),"GOOD JUMPER by LIVSEY,GEOFF",RCMBB13 34-51 (+17),,"GOOD JUMPER by LIVSEY,GEOFF",2
--,,,,,"ASSIST  by DUNAVANT,JOHN",,,"ASSIST  by DUNAVANT,JOHN",2
15:32,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
15:23,"TURNOVER  by GHAFARI,MARK",,,,,,,"TURNOVER  by GHAFARI,MARK",2
15:23,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
15:23,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
15:15,,34,,54 (+20),"GOOD 3PTR by MCGRAIL,PATRICK",RCMBB13 34-54 (+20),,"GOOD 3PTR by MCGRAIL,PATRICK",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
15:06,"FOUL  by GHAFARI,MARK",,,,,,,"FOUL  by GHAFARI,MARK",2
15:06,"TURNOVER  by GHAFARI,MARK",,,,,,,"TURNOVER  by GHAFARI,MARK",2
15:06,"SUB IN by GARBER,KEITH",,,,,,,"SUB IN by GARBER,KEITH",2
15:06,"SUB IN by ORAVETZ,MIKE",,,,,,,"SUB IN by ORAVETZ,MIKE",2
15:06,"SUB OUT by CAREY,GRANT",,,,,,,"SUB OUT by CAREY,GRANT",2
15:06,"SUB OUT by GOETZ,CARTER",,,,,,,"SUB OUT by GOETZ,CARTER",2
15:06,,,,,"SUB IN by GALLAGHER,MICHAEL",,,"SUB IN by GALLAGHER,MICHAEL",2
15:06,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
15:06,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
15:06,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
14:52,"FOUL  by ORAVETZ,MIKE",,,,,,,"FOUL  by ORAVETZ,MIKE",2
14:43,,34,,56 (+22),"GOOD JUMPER by HARTWELL,THEO",RCMBB13 34-56 (+22),,"GOOD JUMPER by HARTWELL,THEO",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
14:29,"MISS JUMPER by GARBER,KEITH",,,,,,,"MISS JUMPER by GARBER,KEITH",2
14:29,,,,,"BLOCK  by HARTWELL,THEO",,,"BLOCK  by HARTWELL,THEO",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
14:02,,34,,58 (+24),"GOOD LAYUP by GALOW,ANDREW(in the paint)",RCMBB13 34-58 (+24),,"GOOD LAYUP by GALOW,ANDREW(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
13:53,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
13:45,"FOUL  by GHAFARI,MARK",,,,,,,"FOUL  by GHAFARI,MARK",2
13:45,"MISS JUMPER by GHAFARI,MARK",,,,,,,"MISS JUMPER by GHAFARI,MARK",2
--,,,,,"REBOUND DEF by MILLER,DREW",,,"REBOUND DEF by MILLER,DREW",2
13:45,,,,,"FOUL TECH by BELVEAL,KAI",,,"FOUL TECH by BELVEAL,KAI",2
13:45,,34,,59 (+25),"GOOD FT by GALOW,ANDREW",RCMBB13 34-59 (+25),,"GOOD FT by GALOW,ANDREW",2
13:45,,34,,60 (+26),"GOOD FT by GALOW,ANDREW",RCMBB13 34-60 (+26),,"GOOD FT by GALOW,ANDREW",2
13:45,"SUB IN by CAREY,GRANT",,,,,,,"SUB IN by CAREY,GRANT",2
13:45,"SUB IN by PETERS,ADAM",,,,,,,"SUB IN by PETERS,ADAM",2
13:45,"SUB OUT by GHAFARI,MARK",,,,,,,"SUB OUT by GHAFARI,MARK",2
13:45,"SUB OUT by SCHOENFELDT,AARON",,,,,,,"SUB OUT by SCHOENFELDT,AARON",2
13:38,"FOUL  by PETERS,ADAM",,,,,,,"FOUL  by PETERS,ADAM",2
13:38,,34,,61 (+27),"GOOD FT by GALOW,ANDREW",RCMBB13 34-61 (+27),,"GOOD FT by GALOW,ANDREW",2
13:38,,34,,62 (+28),"GOOD FT by GALOW,ANDREW",RCMBB13 34-62 (+28),,"GOOD FT by GALOW,ANDREW",2
13:38,"SUB IN by GOETZ,CARTER",,,,,,,"SUB IN by GOETZ,CARTER",2
13:38,"SUB OUT by GARBER,KEITH",,,,,,,"SUB OUT by GARBER,KEITH",2
13:38,,,,,"SUB IN by COLLINS,LUKE",,,"SUB IN by COLLINS,LUKE",2
13:38,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
13:38,,,,,"SUB IN by LIVSEY,GEOFF",,,"SUB IN by LIVSEY,GEOFF",2
13:38,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
13:38,,,,,"SUB OUT by MCGRAIL,PATRICK",,,"SUB OUT by MCGRAIL,PATRICK",2
13:38,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
13:21,"GOOD JUMPER by CAREY,GRANT",36,,62 (+26),,KZOO-M 36-62 (+26),,"GOOD JUMPER by CAREY,GRANT",2
12:59,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
12:58,"STEAL  by FISHMAN,ERIC",,,,,,,"STEAL  by FISHMAN,ERIC",2
12:54,"TURNOVER  by FISHMAN,ERIC",,,,,,,"TURNOVER  by FISHMAN,ERIC",2
12:54,,,,,"STEAL  by MILLER,DREW",,,"STEAL  by MILLER,DREW",2
12:53,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
12:46,"MISS JUMPER by FISHMAN,ERIC",,,,,,,"MISS JUMPER by FISHMAN,ERIC",2
--,"REBOUND OFF by PETERS,ADAM",,,,,,,"REBOUND OFF by PETERS,ADAM",2
12:42,"GOOD JUMPER by PETERS,ADAM(in the paint)",38,,62 (+24),,KZOO-M 38-62 (+24),,"GOOD JUMPER by PETERS,ADAM(in the paint)",2
12:28,,38,,64 (+26),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RCMBB13 38-64 (+26),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by LIVSEY,GEOFF",,,"ASSIST  by LIVSEY,GEOFF",2
12:25,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
--,,,,,"REBOUND OFF by GALLAGHER,MICHAEL",,,"REBOUND OFF by GALLAGHER,MICHAEL",2
12:25,"SUB IN by SCHWARTZ,CAM",,,,,,,"SUB IN by SCHWARTZ,CAM",2
12:25,"SUB OUT by FISHMAN,ERIC",,,,,,,"SUB OUT by FISHMAN,ERIC",2
12:10,,,,,"TURNOVER  by HOECK,RYAN VAN",,,"TURNOVER  by HOECK,RYAN VAN",2
12:10,"STEAL  by OLIPHANT,STEPHEN",,,,,,,"STEAL  by OLIPHANT,STEPHEN",2
11:45,,38,,67 (+29),"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB13 38-67 (+29),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
11:38,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
11:38,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
11:36,,,,,"FOUL  by HOECK,RYAN VAN",,,"FOUL  by HOECK,RYAN VAN",2
11:36,"MISS FT by ORAVETZ,MIKE",,,,,,,"MISS FT by ORAVETZ,MIKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:36,"MISS FT by ORAVETZ,MIKE",,,,,,,"MISS FT by ORAVETZ,MIKE",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
11:23,,38,,70 (+32),"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB13 38-70 (+32),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by COLLINS,LUKE",,,"ASSIST  by COLLINS,LUKE",2
11:04,"MISS 3PTR by GOETZ,CARTER",,,,,,,"MISS 3PTR by GOETZ,CARTER",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
10:49,,,,,"FOUL  by LIVSEY,GEOFF",,,"FOUL  by LIVSEY,GEOFF",2
10:49,,,,,"TURNOVER  by LIVSEY,GEOFF",,,"TURNOVER  by LIVSEY,GEOFF",2
10:49,"SUB IN by GHAFARI,MARK",,,,,,,"SUB IN by GHAFARI,MARK",2
10:49,"SUB OUT by CAREY,GRANT",,,,,,,"SUB OUT by CAREY,GRANT",2
10:49,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
10:49,,,,,"SUB OUT by LIVSEY,GEOFF",,,"SUB OUT by LIVSEY,GEOFF",2
10:35,"GOOD JUMPER by PETERS,ADAM",40,,70 (+30),,KZOO-M 40-70 (+30),,"GOOD JUMPER by PETERS,ADAM",2
--,"ASSIST  by SCHWARTZ,CAM",,,,,,,"ASSIST  by SCHWARTZ,CAM",2
10:11,,40,,72 (+32),"GOOD JUMPER by HOECK,RYAN VAN(in the paint)",RCMBB13 40-72 (+32),,"GOOD JUMPER by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by MILLER,DREW",,,"ASSIST  by MILLER,DREW",2
09:49,"GOOD 3PTR by GHAFARI,MARK",43,,72 (+29),,KZOO-M 43-72 (+29),,"GOOD 3PTR by GHAFARI,MARK",2
--,"ASSIST  by SCHWARTZ,CAM",,,,,,,"ASSIST  by SCHWARTZ,CAM",2
09:33,,,,,"TURNOVER  by COLLINS,LUKE",,,"TURNOVER  by COLLINS,LUKE",2
09:32,"STEAL  by SCHWARTZ,CAM",,,,,,,"STEAL  by SCHWARTZ,CAM",2
09:31,,,,,"FOUL  by COLLINS,LUKE",,,"FOUL  by COLLINS,LUKE",2
09:31,"GOOD FT by SCHWARTZ,CAM",44,,72 (+28),,KZOO-M 44-72 (+28),,"GOOD FT by SCHWARTZ,CAM",2
09:31,"GOOD FT by SCHWARTZ,CAM",45,,72 (+27),,KZOO-M 45-72 (+27),,"GOOD FT by SCHWARTZ,CAM",2
09:17,,,,,"MISS 3PTR by MILLER,DREW",,,"MISS 3PTR by MILLER,DREW",2
--,"REBOUND DEF by GHAFARI,MARK",,,,,,,"REBOUND DEF by GHAFARI,MARK",2
09:11,,,,,"FOUL  by GALLAGHER,MICHAEL",,,"FOUL  by GALLAGHER,MICHAEL",2
09:11,"GOOD FT by GHAFARI,MARK",46,,72 (+26),,KZOO-M 46-72 (+26),,"GOOD FT by GHAFARI,MARK",2
09:11,"MISS FT by GHAFARI,MARK",,,,,,,"MISS FT by GHAFARI,MARK",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHN",,,"REBOUND DEF by DUNAVANT,JOHN",2
09:11,,,,,"SUB IN by DUNAVANT,JOHN",,,"SUB IN by DUNAVANT,JOHN",2
09:11,,,,,"SUB IN by WAGNER,MATT",,,"SUB IN by WAGNER,MATT",2
09:11,,,,,"SUB OUT by HOECK,RYAN VAN",,,"SUB OUT by HOECK,RYAN VAN",2
09:11,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
08:43,,,,,"MISS JUMPER by SLEDGE,TATE",,,"MISS JUMPER by SLEDGE,TATE",2
08:43,"BLOCK  by PETERS,ADAM",,,,,,,"BLOCK  by PETERS,ADAM",2
--,"REBOUND DEF by GHAFARI,MARK",,,,,,,"REBOUND DEF by GHAFARI,MARK",2
08:37,"GOOD LAYUP by PETERS,ADAM(fastbreak)(in the paint)",48,,72 (+24),,KZOO-M 48-72 (+24),,"GOOD LAYUP by PETERS,ADAM(fastbreak)(in the paint)",2
--,"ASSIST  by GHAFARI,MARK",,,,,,,"ASSIST  by GHAFARI,MARK",2
08:05,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by GOETZ,CARTER",,,,,,,"REBOUND DEF by GOETZ,CARTER",2
08:02,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
08:02,"GOOD FT by SCHWARTZ,CAM",49,,72 (+23),,KZOO-M 49-72 (+23),,"GOOD FT by SCHWARTZ,CAM",2
08:02,"MISS FT by SCHWARTZ,CAM",,,,,,,"MISS FT by SCHWARTZ,CAM",2
--,,,,,"REBOUND DEF by HARTWELL,THEO",,,"REBOUND DEF by HARTWELL,THEO",2
08:02,"SUB IN by CAREY,GRANT",,,,,,,"SUB IN by CAREY,GRANT",2
08:02,"SUB OUT by ORAVETZ,MIKE",,,,,,,"SUB OUT by ORAVETZ,MIKE",2
08:02,,,,,"SUB IN by HARTWELL,THEO",,,"SUB IN by HARTWELL,THEO",2
08:02,,,,,"SUB OUT by SLEDGE,TATE",,,"SUB OUT by SLEDGE,TATE",2
07:32,,,,,"MISS 3PTR by DUNAVANT,JOHN",,,"MISS 3PTR by DUNAVANT,JOHN",2
--,,,,,"REBOUND OFF by WAGNER,MATT",,,"REBOUND OFF by WAGNER,MATT",2
07:27,"SUB IN by GHAFARI,CARL",,,,,,,"SUB IN by GHAFARI,CARL",2
07:27,"SUB OUT by SCHWARTZ,CAM",,,,,,,"SUB OUT by SCHWARTZ,CAM",2
07:27,,,,,"SUB IN by GALOW,ANDREW",,,"SUB IN by GALOW,ANDREW",2
07:27,,,,,"SUB OUT by COLLINS,LUKE",,,"SUB OUT by COLLINS,LUKE",2
07:07,,49,,75 (+26),"GOOD 3PTR by GALLAGHER,MICHAEL",RCMBB13 49-75 (+26),,"GOOD 3PTR by GALLAGHER,MICHAEL",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
06:47,"GOOD JUMPER by CAREY,GRANT",51,,75 (+24),,KZOO-M 51-75 (+24),,"GOOD JUMPER by CAREY,GRANT",2
06:34,,51,,77 (+26),"GOOD LAYUP by HARTWELL,THEO(fastbreak)(in the paint)",RCMBB13 51-77 (+26),,"GOOD LAYUP by HARTWELL,THEO(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by GALOW,ANDREW",,,"ASSIST  by GALOW,ANDREW",2
06:13,"MISS JUMPER by PETERS,ADAM",,,,,,,"MISS JUMPER by PETERS,ADAM",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
06:05,"GOOD 3PTR by GHAFARI,CARL",54,,77 (+23),,KZOO-M 54-77 (+23),,"GOOD 3PTR by GHAFARI,CARL",2
--,"ASSIST  by PETERS,ADAM",,,,,,,"ASSIST  by PETERS,ADAM",2
05:38,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
05:38,,,,,"TURNOVER  by HARTWELL,THEO",,,"TURNOVER  by HARTWELL,THEO",2
05:38,"SUB IN by GARBER,KEITH",,,,,,,"SUB IN by GARBER,KEITH",2
05:38,"SUB OUT by GOETZ,CARTER",,,,,,,"SUB OUT by GOETZ,CARTER",2
05:24,"GOOD JUMPER by PETERS,ADAM",56,,77 (+21),,KZOO-M 56-77 (+21),,"GOOD JUMPER by PETERS,ADAM",2
--,"ASSIST  by GHAFARI,CARL",,,,,,,"ASSIST  by GHAFARI,CARL",2
05:08,"FOUL  by GARBER,KEITH",,,,,,,"FOUL  by GARBER,KEITH",2
04:45,,56,,79 (+23),"GOOD LAYUP by DUNAVANT,JOHN(in the paint)",RCMBB13 56-79 (+23),,"GOOD LAYUP by DUNAVANT,JOHN(in the paint)",2
--,,,,,"ASSIST  by HARTWELL,THEO",,,"ASSIST  by HARTWELL,THEO",2
04:34,"MISS JUMPER by GARBER,KEITH",,,,,,,"MISS JUMPER by GARBER,KEITH",2
--,,,,,"REBOUND DEF by DUNAVANT,JOHN",,,"REBOUND DEF by DUNAVANT,JOHN",2
04:18,"FOUL  by GHAFARI,CARL",,,,,,,"FOUL  by GHAFARI,CARL",2
04:18,,56,,80 (+24),"GOOD FT by HARTWELL,THEO",RCMBB13 56-80 (+24),,"GOOD FT by HARTWELL,THEO",2
04:18,,,,,"MISS FT by HARTWELL,THEO",,,"MISS FT by HARTWELL,THEO",2
--,"REBOUND DEF by GARBER,KEITH",,,,,,,"REBOUND DEF by GARBER,KEITH",2
04:18,"SUB IN by WHARAM,SCOTT",,,,,,,"SUB IN by WHARAM,SCOTT",2
04:18,"SUB IN by SCHWARTZ,CAM",,,,,,,"SUB IN by SCHWARTZ,CAM",2
04:18,"SUB OUT by GHAFARI,CARL",,,,,,,"SUB OUT by GHAFARI,CARL",2
04:18,"SUB OUT by CAREY,GRANT",,,,,,,"SUB OUT by CAREY,GRANT",2
04:18,,,,,"SUB IN by MILLER,DREW",,,"SUB IN by MILLER,DREW",2
04:18,,,,,"SUB IN by SLEDGE,TATE",,,"SUB IN by SLEDGE,TATE",2
04:18,,,,,"SUB IN by CHIEN,KEVIN",,,"SUB IN by CHIEN,KEVIN",2
04:18,,,,,"SUB OUT by DUNAVANT,JOHN",,,"SUB OUT by DUNAVANT,JOHN",2
04:18,,,,,"SUB OUT by GALOW,ANDREW",,,"SUB OUT by GALOW,ANDREW",2
04:18,,,,,"SUB OUT by WAGNER,MATT",,,"SUB OUT by WAGNER,MATT",2
04:02,"GOOD LAYUP by GHAFARI,MARK(in the paint)",58,,80 (+22),,KZOO-M 58-80 (+22),,"GOOD LAYUP by GHAFARI,MARK(in the paint)",2
04:02,,,,,"FOUL  by HARTWELL,THEO",,,"FOUL  by HARTWELL,THEO",2
04:02,"GOOD FT by GHAFARI,MARK",59,,80 (+21),,KZOO-M 59-80 (+21),,"GOOD FT by GHAFARI,MARK",2
04:02,,,,,"SUB IN by HOECK,RYAN VAN",,,"SUB IN by HOECK,RYAN VAN",2
04:02,,,,,"SUB OUT by HARTWELL,THEO",,,"SUB OUT by HARTWELL,THEO",2
03:45,,59,,82 (+23),"GOOD JUMPER by GALLAGHER,MICHAEL",RCMBB13 59-82 (+23),,"GOOD JUMPER by GALLAGHER,MICHAEL",2
03:26,"MISS 3PTR by GHAFARI,MARK",,,,,,,"MISS 3PTR by GHAFARI,MARK",2
--,,,,,"REBOUND DEF by HOECK,RYAN VAN",,,"REBOUND DEF by HOECK,RYAN VAN",2
03:05,,,,,"MISS 3PTR by GALLAGHER,MICHAEL",,,"MISS 3PTR by GALLAGHER,MICHAEL",2
--,"REBOUND DEF by GHAFARI,MARK",,,,,,,"REBOUND DEF by GHAFARI,MARK",2
02:59,"GOOD LAYUP by GHAFARI,MARK(fastbreak)(in the paint)",61,,82 (+21),,KZOO-M 61-82 (+21),,"GOOD LAYUP by GHAFARI,MARK(fastbreak)(in the paint)",2
02:59,,,,,"FOUL  by MILLER,DREW",,,"FOUL  by MILLER,DREW",2
02:59,"GOOD FT by GHAFARI,MARK",62,,82 (+20),,KZOO-M 62-82 (+20),,"GOOD FT by GHAFARI,MARK",2
02:59,"SUB IN by ORAVETZ,MIKE",,,,,,,"SUB IN by ORAVETZ,MIKE",2
02:59,"SUB IN by ADAMS,KEATON",,,,,,,"SUB IN by ADAMS,KEATON",2
02:59,"SUB IN by HANEY,JOSHUA",,,,,,,"SUB IN by HANEY,JOSHUA",2
02:59,"SUB OUT by GHAFARI,MARK",,,,,,,"SUB OUT by GHAFARI,MARK",2
02:59,"SUB OUT by PETERS,ADAM",,,,,,,"SUB OUT by PETERS,ADAM",2
02:59,"SUB OUT by GARBER,KEITH",,,,,,,"SUB OUT by GARBER,KEITH",2
02:59,,,,,"SUB IN by CATES,REID",,,"SUB IN by CATES,REID",2
02:59,,,,,"SUB IN by BELVEAL,KAI",,,"SUB IN by BELVEAL,KAI",2
02:59,,,,,"SUB OUT by MILLER,DREW",,,"SUB OUT by MILLER,DREW",2
02:59,,,,,"SUB OUT by GALLAGHER,MICHAEL",,,"SUB OUT by GALLAGHER,MICHAEL",2
02:26,,62,,85 (+23),"GOOD 3PTR by CHIEN,KEVIN",RCMBB13 62-85 (+23),,"GOOD 3PTR by CHIEN,KEVIN",2
02:16,,,,,"FOUL  by SLEDGE,TATE",,,"FOUL  by SLEDGE,TATE",2
02:16,"MISS FT by WHARAM,SCOTT",,,,,,,"MISS FT by WHARAM,SCOTT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:16,"GOOD FT by WHARAM,SCOTT",63,,85 (+22),,KZOO-M 63-85 (+22),,"GOOD FT by WHARAM,SCOTT",2
02:16,,,,,"MISS FT by CATES,REID",,,"MISS FT by CATES,REID",2
--,"REBOUND DEF by WHARAM,SCOTT",,,,,,,"REBOUND DEF by WHARAM,SCOTT",2
02:16,"SUB IN by OLIPHANT,STEPHEN",,,,,,,"SUB IN by OLIPHANT,STEPHEN",2
02:16,"SUB IN by JONG,MATT",,,,,,,"SUB IN by JONG,MATT",2
02:16,"SUB OUT by ORAVETZ,MIKE",,,,,,,"SUB OUT by ORAVETZ,MIKE",2
02:16,"SUB OUT by SCHWARTZ,CAM",,,,,,,"SUB OUT by SCHWARTZ,CAM",2
01:36,"GOOD 3PTR by WHARAM,SCOTT",66,,85 (+19),,KZOO-M 66-85 (+19),,"GOOD 3PTR by WHARAM,SCOTT",2
--,"ASSIST  by OLIPHANT,STEPHEN",,,,,,,"ASSIST  by OLIPHANT,STEPHEN",2
01:24,"FOUL  by JONG,MATT",,,,,,,"FOUL  by JONG,MATT",2
01:24,,66,,86 (+20),"GOOD FT by HOECK,RYAN VAN",RCMBB13 66-86 (+20),,"GOOD FT by HOECK,RYAN VAN",2
01:24,,66,,87 (+21),"GOOD FT by HOECK,RYAN VAN",RCMBB13 66-87 (+21),,"GOOD FT by HOECK,RYAN VAN",2
01:02,"MISS LAYUP by WHARAM,SCOTT",,,,,,,"MISS LAYUP by WHARAM,SCOTT",2
01:01,,,,,"BLOCK  by HOECK,RYAN VAN",,,"BLOCK  by HOECK,RYAN VAN",2
--,"REBOUND OFF by WHARAM,SCOTT",,,,,,,"REBOUND OFF by WHARAM,SCOTT",2
00:44,"MISS JUMPER by ADAMS,KEATON",,,,,,,"MISS JUMPER by ADAMS,KEATON",2
--,"REBOUND OFF by HANEY,JOSHUA",,,,,,,"REBOUND OFF by HANEY,JOSHUA",2
00:40,"GOOD JUMPER by HANEY,JOSHUA(in the paint)",68,,87 (+19),,KZOO-M 68-87 (+19),,"GOOD JUMPER by HANEY,JOSHUA(in the paint)",2
00:17,,68,,89 (+21),"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",RCMBB13 68-89 (+21),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,,,,,"ASSIST  by BELVEAL,KAI",,,"ASSIST  by BELVEAL,KAI",2
00:00,"MISS LAYUP by OLIPHANT,STEPHEN",,,,,,,"MISS LAYUP by OLIPHANT,STEPHEN",2
--,,,,,"REBOUND DEF by CHIEN,KEVIN",,,"REBOUND DEF by CHIEN,KEVIN",2
