Time Remaining,HENDRIXM,Away Team Score,Play Team Indicator,Home Team Score,UDM,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND OFF by CARTWRIGHT,BROOKS",2
17:16,"MISS TIPIN by CARTWRIGHT,BROOKS",,,,,,,"MISS TIPIN by CARTWRIGHT,BROOKS",2
--,"REBOUND OFF by II,ROD CUMMINGS",,,,,,,"REBOUND OFF by II,ROD CUMMINGS",2
17:09,"TURNOVER  by II,ROD CUMMINGS",,,,,,,"TURNOVER  by II,ROD CUMMINGS",2
16:54,,,,,"MISS LAYUP by RUSSELL,JOHN",,,"MISS LAYUP by RUSSELL,JOHN",2
16:54,"BLOCK  by STANLEY,SETH",,,,,,,"BLOCK  by STANLEY,SETH",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
16:47,"GOOD LAYUP by CONRAD,ALEX(fastbreak)(in the paint)",30,,39 (+9),,HENDRIXM 30-39 (-9),,"GOOD LAYUP by CONRAD,ALEX(fastbreak)(in the paint)",2
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
16:35,,,,,"TURNOVER  by MATHIS,DUSTIN",,,"TURNOVER  by MATHIS,DUSTIN",2
16:34,"STEAL  by II,ROD CUMMINGS",,,,,,,"STEAL  by II,ROD CUMMINGS",2
16:32,"GOOD LAYUP by II,ROD CUMMINGS(fastbreak)(in the paint)",32,,39 (+7),,HENDRIXM 32-39 (-7),,"GOOD LAYUP by II,ROD CUMMINGS(fastbreak)(in the paint)",2
16:08,,32,,42 (+10),"GOOD 3PTR by WAMBSGANSS,MICHAEL",UDM 32-42 (-10),,"GOOD 3PTR by WAMBSGANSS,MICHAEL",2
--,,,,,"ASSIST  by GIUNTA,JACOB",,,"ASSIST  by GIUNTA,JACOB",2
15:41,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
15:35,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:21,"MISS JUMPER by II,ROD CUMMINGS",,,,,,,"MISS JUMPER by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by MATHIS,DUSTIN",,,"REBOUND DEF by MATHIS,DUSTIN",2
15:16,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
14:59,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
14:59,,,,,TIMEOUT 20SEC by TEAM,,,TIMEOUT 20SEC by TEAM,2
14:56,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
14:56,"SUB IN by CRAWFORD,TRACE",,,,,,,"SUB IN by CRAWFORD,TRACE",2
14:56,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
14:53,,,,,"TURNOVER  by LOVE,JAI",,,"TURNOVER  by LOVE,JAI",2
14:29,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
14:29,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
14:15,,,,,"MISS 3PTR by MATHIS,DUSTIN",,,"MISS 3PTR by MATHIS,DUSTIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
14:10,,,,,"SUB IN by HYDE,CAMERAN",,,"SUB IN by HYDE,CAMERAN",2
14:10,,,,,"SUB OUT by GIUNTA,JACOB",,,"SUB OUT by GIUNTA,JACOB",2
14:02,,,,,"MISS 3PTR by WAMBSGANSS,MICHAEL",,,"MISS 3PTR by WAMBSGANSS,MICHAEL",2
--,"REBOUND DEF by CONRAD,ALEX",,,,,,,"REBOUND DEF by CONRAD,ALEX",2
13:53,"GOOD 3PTR by COMAN,SEAN(fastbreak)",35,,42 (+7),,HENDRIXM 35-42 (-7),,"GOOD 3PTR by COMAN,SEAN(fastbreak)",2
--,"ASSIST  by CRAWFORD,TRACE",,,,,,,"ASSIST  by CRAWFORD,TRACE",2
13:28,,,,,"MISS JUMPER by HYDE,CAMERAN",,,"MISS JUMPER by HYDE,CAMERAN",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
13:15,"TURNOVER  by COMAN,SEAN",,,,,,,"TURNOVER  by COMAN,SEAN",2
13:14,,,,,"STEAL  by LOVE,JAI",,,"STEAL  by LOVE,JAI",2
13:02,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
13:02,,,,,"MISS FT by LOVE,JAI",,,"MISS FT by LOVE,JAI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:02,,,,,"MISS FT by LOVE,JAI",,,"MISS FT by LOVE,JAI",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
13:02,"SUB IN by FITCH,CARL",,,,,,,"SUB IN by FITCH,CARL",2
13:02,"SUB IN by MOORE,AUSTIN",,,,,,,"SUB IN by MOORE,AUSTIN",2
13:02,"SUB OUT by CONRAD,ALEX",,,,,,,"SUB OUT by CONRAD,ALEX",2
13:02,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
13:02,,,,,"SUB IN by TOUSSAINT,LETRELL",,,"SUB IN by TOUSSAINT,LETRELL",2
13:02,,,,,"SUB OUT by RUSSELL,JOHN",,,"SUB OUT by RUSSELL,JOHN",2
12:53,,,,,"FOUL  by TOUSSAINT,LETRELL",,,"FOUL  by TOUSSAINT,LETRELL",2
12:53,"GOOD FT by MOORE,AUSTIN",36,,42 (+6),,HENDRIXM 36-42 (-6),,"GOOD FT by MOORE,AUSTIN",2
12:53,"GOOD FT by MOORE,AUSTIN",37,,42 (+5),,HENDRIXM 37-42 (-5),,"GOOD FT by MOORE,AUSTIN",2
12:53,,,,,"SUB IN by RUSSELL,JOHN",,,"SUB IN by RUSSELL,JOHN",2
12:53,,,,,"SUB OUT by TOUSSAINT,LETRELL",,,"SUB OUT by TOUSSAINT,LETRELL",2
12:42,,,,,"MISS 3PTR by WAMBSGANSS,MICHAEL",,,"MISS 3PTR by WAMBSGANSS,MICHAEL",2
--,,,,,"REBOUND OFF by LOVE,JAI",,,"REBOUND OFF by LOVE,JAI",2
12:21,,37,,44 (+7),"GOOD LAYUP by HYDE,CAMERAN(in the paint)",UDM 37-44 (-7),,"GOOD LAYUP by HYDE,CAMERAN(in the paint)",2
11:58,"MISS 3PTR by FITCH,CARL",,,,,,,"MISS 3PTR by FITCH,CARL",2
--,"REBOUND OFF by COMAN,SEAN",,,,,,,"REBOUND OFF by COMAN,SEAN",2
11:52,,,,,"FOUL  by LOVE,JAI",,,"FOUL  by LOVE,JAI",2
11:51,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
11:49,,,,,"FOUL  by LOVE,JAI",,,"FOUL  by LOVE,JAI",2
11:46,"MISS JUMPER by FITCH,CARL",,,,,,,"MISS JUMPER by FITCH,CARL",2
11:46,,,,,"BLOCK  by WAMBSGANSS,MICHAEL",,,"BLOCK  by WAMBSGANSS,MICHAEL",2
--,,,,,"REBOUND DEF by WAMBSGANSS,MICHAEL",,,"REBOUND DEF by WAMBSGANSS,MICHAEL",2
11:31,,,,,"MISS LAYUP by LOVE,JAI",,,"MISS LAYUP by LOVE,JAI",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
11:23,"GOOD LAYUP by MOORE,AUSTIN(fastbreak)(in the paint)",39,,44 (+5),,HENDRIXM 39-44 (-5),,"GOOD LAYUP by MOORE,AUSTIN(fastbreak)(in the paint)",2
--,"ASSIST  by COMAN,SEAN",,,,,,,"ASSIST  by COMAN,SEAN",2
11:03,"FOUL  by CRAWFORD,TRACE",,,,,,,"FOUL  by CRAWFORD,TRACE",2
11:03,,,,,"MISS FT by RUSSELL,JOHN",,,"MISS FT by RUSSELL,JOHN",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
10:49,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by HYDE,CAMERAN",,,"REBOUND DEF by HYDE,CAMERAN",2
10:34,,,,,"MISS 3PTR by HYDE,CAMERAN",,,"MISS 3PTR by HYDE,CAMERAN",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
10:13,"MISS JUMPER by FITCH,CARL",,,,,,,"MISS JUMPER by FITCH,CARL",2
--,,,,,"REBOUND DEF by RUSSELL,JOHN",,,"REBOUND DEF by RUSSELL,JOHN",2
10:01,,,,,"MISS 3PTR by WAMBSGANSS,MICHAEL",,,"MISS 3PTR by WAMBSGANSS,MICHAEL",2
--,"REBOUND DEF by COMAN,SEAN",,,,,,,"REBOUND DEF by COMAN,SEAN",2
09:52,,,,,"FOUL  by WAMBSGANSS,MICHAEL",,,"FOUL  by WAMBSGANSS,MICHAEL",2
09:52,"GOOD FT by STANLEY,SETH",40,,44 (+4),,HENDRIXM 40-44 (-4),,"GOOD FT by STANLEY,SETH",2
09:52,"GOOD FT by STANLEY,SETH",41,,44 (+3),,HENDRIXM 41-44 (-3),,"GOOD FT by STANLEY,SETH",2
09:41,,,,,"FOUL  by RUSSELL,JOHN",,,"FOUL  by RUSSELL,JOHN",2
09:41,,,,,"TURNOVER  by RUSSELL,JOHN",,,"TURNOVER  by RUSSELL,JOHN",2
09:15,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,,,,,"REBOUND DEF by RUSSELL,JOHN",,,"REBOUND DEF by RUSSELL,JOHN",2
09:02,,41,,47 (+6),"GOOD 3PTR by HYDE,CAMERAN",UDM 41-47 (-6),,"GOOD 3PTR by HYDE,CAMERAN",2
--,,,,,"ASSIST  by RUSSELL,JOHN",,,"ASSIST  by RUSSELL,JOHN",2
08:41,"MISS 3PTR by MOORE,AUSTIN",,,,,,,"MISS 3PTR by MOORE,AUSTIN",2
--,"REBOUND OFF by MOORE,AUSTIN",,,,,,,"REBOUND OFF by MOORE,AUSTIN",2
08:32,"FOUL  by MOORE,AUSTIN",,,,,,,"FOUL  by MOORE,AUSTIN",2
08:32,"TURNOVER  by MOORE,AUSTIN",,,,,,,"TURNOVER  by MOORE,AUSTIN",2
08:18,,,,,"TURNOVER  by RUSSELL,JOHN",,,"TURNOVER  by RUSSELL,JOHN",2
08:17,"STEAL  by CRAWFORD,TRACE",,,,,,,"STEAL  by CRAWFORD,TRACE",2
08:03,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by LOVE,JAI",,,"REBOUND DEF by LOVE,JAI",2
07:43,,41,,49 (+8),"GOOD JUMPER by HYDE,CAMERAN(in the paint)",UDM 41-49 (-8),,"GOOD JUMPER by HYDE,CAMERAN(in the paint)",2
07:33,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
07:33,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
07:33,"SUB OUT by COMAN,SEAN",,,,,,,"SUB OUT by COMAN,SEAN",2
07:19,"TURNOVER  by CRAWFORD,TRACE",,,,,,,"TURNOVER  by CRAWFORD,TRACE",2
07:19,,,,,"STEAL  by LOVE,JAI",,,"STEAL  by LOVE,JAI",2
07:06,,41,,51 (+10),"GOOD JUMPER by WAMBSGANSS,MICHAEL",UDM 41-51 (-10),,"GOOD JUMPER by WAMBSGANSS,MICHAEL",2
06:43,,,,,"FOUL  by HYDE,CAMERAN",,,"FOUL  by HYDE,CAMERAN",2
06:35,"GOOD JUMPER by STANLEY,SETH",43,,51 (+8),,HENDRIXM 43-51 (-8),,"GOOD JUMPER by STANLEY,SETH",2
06:07,,43,,53 (+10),"GOOD LAYUP by WAMBSGANSS,MICHAEL(in the paint)",UDM 43-53 (-10),,"GOOD LAYUP by WAMBSGANSS,MICHAEL(in the paint)",2
06:07,"FOUL  by STANLEY,SETH",,,,,,,"FOUL  by STANLEY,SETH",2
06:07,,43,,54 (+11),"GOOD FT by WAMBSGANSS,MICHAEL",UDM 43-54 (-11),,"GOOD FT by WAMBSGANSS,MICHAEL",2
06:07,"SUB IN by CONRAD,ALEX",,,,,,,"SUB IN by CONRAD,ALEX",2
06:07,"SUB IN by COMAN,SEAN",,,,,,,"SUB IN by COMAN,SEAN",2
06:07,"SUB OUT by CRAWFORD,TRACE",,,,,,,"SUB OUT by CRAWFORD,TRACE",2
06:07,"SUB OUT by MOORE,AUSTIN",,,,,,,"SUB OUT by MOORE,AUSTIN",2
05:50,,,,,"FOUL  by RUSSELL,JOHN",,,"FOUL  by RUSSELL,JOHN",2
05:50,"GOOD FT by CARTWRIGHT,BROOKS",44,,54 (+10),,HENDRIXM 44-54 (-10),,"GOOD FT by CARTWRIGHT,BROOKS",2
05:50,"MISS FT by CARTWRIGHT,BROOKS",,,,,,,"MISS FT by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by WAMBSGANSS,MICHAEL",,,"REBOUND DEF by WAMBSGANSS,MICHAEL",2
05:27,,44,,56 (+12),"GOOD LAYUP by MATHIS,DUSTIN(in the paint)",UDM 44-56 (-12),,"GOOD LAYUP by MATHIS,DUSTIN(in the paint)",2
--,,,,,"ASSIST  by RUSSELL,JOHN",,,"ASSIST  by RUSSELL,JOHN",2
05:13,"MISS JUMPER by STANLEY,SETH",,,,,,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
05:07,"TURNOVER  by CONRAD,ALEX",,,,,,,"TURNOVER  by CONRAD,ALEX",2
05:07,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:58,,44,,59 (+15),"GOOD 3PTR by WAMBSGANSS,MICHAEL",UDM 44-59 (-15),,"GOOD 3PTR by WAMBSGANSS,MICHAEL",2
--,,,,,"ASSIST  by MATHIS,DUSTIN",,,"ASSIST  by MATHIS,DUSTIN",2
04:41,"MISS JUMPER by COMAN,SEAN",,,,,,,"MISS JUMPER by COMAN,SEAN",2
--,,,,,"REBOUND DEF by HYDE,CAMERAN",,,"REBOUND DEF by HYDE,CAMERAN",2
04:33,"FOUL  by CARTWRIGHT,BROOKS",,,,,,,"FOUL  by CARTWRIGHT,BROOKS",2
04:33,,,,,"MISS FT by LOVE,JAI",,,"MISS FT by LOVE,JAI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:33,,44,,60 (+16),"GOOD FT by LOVE,JAI",UDM 44-60 (-16),,"GOOD FT by LOVE,JAI",2
04:33,"SUB IN by II,ROD CUMMINGS",,,,,,,"SUB IN by II,ROD CUMMINGS",2
04:33,"SUB OUT by CARTWRIGHT,BROOKS",,,,,,,"SUB OUT by CARTWRIGHT,BROOKS",2
04:25,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
04:19,"GOOD LAYUP by FITCH,CARL(in the paint)",46,,60 (+14),,HENDRIXM 46-60 (-14),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
04:06,,,,,"MISS 3PTR by HYDE,CAMERAN",,,"MISS 3PTR by HYDE,CAMERAN",2
--,"REBOUND DEF by STANLEY,SETH",,,,,,,"REBOUND DEF by STANLEY,SETH",2
03:55,"MISS 3PTR by II,ROD CUMMINGS",,,,,,,"MISS 3PTR by II,ROD CUMMINGS",2
--,,,,,"REBOUND DEF by WAMBSGANSS,MICHAEL",,,"REBOUND DEF by WAMBSGANSS,MICHAEL",2
03:51,,,,,"FOUL TECH by WAMBSGANSS,MICHAEL",,,"FOUL TECH by WAMBSGANSS,MICHAEL",2
03:51,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:51,"GOOD FT by STANLEY,SETH",47,,60 (+13),,HENDRIXM 47-60 (-13),,"GOOD FT by STANLEY,SETH",2
03:51,,,,,"SUB IN by TOUSSAINT,LETRELL",,,"SUB IN by TOUSSAINT,LETRELL",2
03:51,,,,,"SUB OUT by RUSSELL,JOHN",,,"SUB OUT by RUSSELL,JOHN",2
03:28,,47,,63 (+16),"GOOD 3PTR by WAMBSGANSS,MICHAEL",UDM 47-63 (-16),,"GOOD 3PTR by WAMBSGANSS,MICHAEL",2
--,,,,,"ASSIST  by LOVE,JAI",,,"ASSIST  by LOVE,JAI",2
03:06,"GOOD LAYUP by CONRAD,ALEX(in the paint)",49,,63 (+14),,HENDRIXM 49-63 (-14),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
03:03,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
02:45,"FOUL  by II,ROD CUMMINGS",,,,,,,"FOUL  by II,ROD CUMMINGS",2
02:45,,49,,64 (+15),"GOOD FT by TOUSSAINT,LETRELL",UDM 49-64 (-15),,"GOOD FT by TOUSSAINT,LETRELL",2
02:45,,49,,65 (+16),"GOOD FT by TOUSSAINT,LETRELL",UDM 49-65 (-16),,"GOOD FT by TOUSSAINT,LETRELL",2
02:45,"SUB IN by CARTWRIGHT,BROOKS",,,,,,,"SUB IN by CARTWRIGHT,BROOKS",2
02:45,"SUB OUT by II,ROD CUMMINGS",,,,,,,"SUB OUT by II,ROD CUMMINGS",2
02:34,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND OFF by CONRAD,ALEX",,,,,,,"REBOUND OFF by CONRAD,ALEX",2
02:29,,,,,"FOUL  by TOUSSAINT,LETRELL",,,"FOUL  by TOUSSAINT,LETRELL",2
02:29,"GOOD FT by CONRAD,ALEX",50,,65 (+15),,HENDRIXM 50-65 (-15),,"GOOD FT by CONRAD,ALEX",2
02:29,"GOOD FT by CONRAD,ALEX",51,,65 (+14),,HENDRIXM 51-65 (-14),,"GOOD FT by CONRAD,ALEX",2
02:29,,,,,"SUB IN by RUSSELL,JOHN",,,"SUB IN by RUSSELL,JOHN",2
02:29,,,,,"SUB OUT by TOUSSAINT,LETRELL",,,"SUB OUT by TOUSSAINT,LETRELL",2
02:19,,,,,"MISS LAYUP by HYDE,CAMERAN",,,"MISS LAYUP by HYDE,CAMERAN",2
02:19,"BLOCK  by CONRAD,ALEX",,,,,,,"BLOCK  by CONRAD,ALEX",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
02:15,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",53,,65 (+12),,HENDRIXM 53-65 (-12),,"GOOD LAYUP by STANLEY,SETH(fastbreak)(in the paint)",2
--,"ASSIST  by FITCH,CARL",,,,,,,"ASSIST  by FITCH,CARL",2
02:08,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
02:08,,,,,"MISS FT by LOVE,JAI",,,"MISS FT by LOVE,JAI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:08,,53,,66 (+13),"GOOD FT by LOVE,JAI",UDM 53-66 (-13),,"GOOD FT by LOVE,JAI",2
02:01,"MISS 3PTR by STANLEY,SETH",,,,,,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:59,"FOUL  by FITCH,CARL",,,,,,,"FOUL  by FITCH,CARL",2
01:59,,53,,67 (+14),"GOOD FT by WAMBSGANSS,MICHAEL",UDM 53-67 (-14),,"GOOD FT by WAMBSGANSS,MICHAEL",2
01:59,,53,,68 (+15),"GOOD FT by WAMBSGANSS,MICHAEL",UDM 53-68 (-15),,"GOOD FT by WAMBSGANSS,MICHAEL",2
01:41,"MISS 3PTR by COMAN,SEAN",,,,,,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND DEF by RUSSELL,JOHN",,,"REBOUND DEF by RUSSELL,JOHN",2
01:38,"FOUL  by CONRAD,ALEX",,,,,,,"FOUL  by CONRAD,ALEX",2
01:38,,53,,69 (+16),"GOOD FT by RUSSELL,JOHN",UDM 53-69 (-16),,"GOOD FT by RUSSELL,JOHN",2
01:38,,,,,"MISS FT by RUSSELL,JOHN",,,"MISS FT by RUSSELL,JOHN",2
--,"REBOUND DEF by FITCH,CARL",,,,,,,"REBOUND DEF by FITCH,CARL",2
01:17,"MISS 3PTR by CARTWRIGHT,BROOKS",,,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,"REBOUND OFF by FITCH,CARL",,,,,,,"REBOUND OFF by FITCH,CARL",2
01:14,,,,,"FOUL  by MATHIS,DUSTIN",,,"FOUL  by MATHIS,DUSTIN",2
01:14,"GOOD FT by FITCH,CARL",54,,69 (+15),,HENDRIXM 54-69 (-15),,"GOOD FT by FITCH,CARL",2
01:14,"GOOD FT by FITCH,CARL",55,,69 (+14),,HENDRIXM 55-69 (-14),,"GOOD FT by FITCH,CARL",2
01:05,"FOUL  by COMAN,SEAN",,,,,,,"FOUL  by COMAN,SEAN",2
01:05,,55,,70 (+15),"GOOD FT by WAMBSGANSS,MICHAEL",UDM 55-70 (-15),,"GOOD FT by WAMBSGANSS,MICHAEL",2
01:05,,55,,71 (+16),"GOOD FT by WAMBSGANSS,MICHAEL",UDM 55-71 (-16),,"GOOD FT by WAMBSGANSS,MICHAEL",2
00:57,"GOOD LAYUP by COMAN,SEAN(in the paint)",57,,71 (+14),,HENDRIXM 57-71 (-14),,"GOOD LAYUP by COMAN,SEAN(in the paint)",2
--,"ASSIST  by FITCH,CARL",,,,,,,"ASSIST  by FITCH,CARL",2
00:50,,,,,"MISS LAYUP by RUSSELL,JOHN",,,"MISS LAYUP by RUSSELL,JOHN",2
--,"REBOUND DEF by CARTWRIGHT,BROOKS",,,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
00:40,"MISS 3PTR by CARTWRIGHT,BROOKS",,,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by MATHIS,DUSTIN",,,"REBOUND DEF by MATHIS,DUSTIN",2
00:05,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
