Time Remaining,Berry,Away Team Score,Play Team Indicator,Home Team Score,Hend,Game Score,Team Indicator,Play,Period
13:31,,,,,"MISS LAYUP by CARTWRIGHT,BROOKS",,,"MISS LAYUP by CARTWRIGHT,BROOKS",2
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",2
13:15,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",40 (+7),,33,,Berry 40-33 (-7),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
13:01,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
13:00,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
12:49,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",42 (+9),,33,,Berry 42-33 (-9),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
12:46,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
12:46,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",2
12:46,"SUB OUT by MBENOUN,ROB",,,,,,,"SUB OUT by MBENOUN,ROB",2
12:46,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
12:46,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
12:26,,42 (+7),,35,"GOOD LAYUP by FITCH,CARL(in the paint)",Hend 42-35 (-7),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by CARTWRIGHT,BROOKS",,,"ASSIST  by CARTWRIGHT,BROOKS",2
12:07,"MISS LAYUP by HASLAM,ETHAN",,,,,,,"MISS LAYUP by HASLAM,ETHAN",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
12:02,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
12:02,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
12:02,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
11:44,"MISS JUMPER by JOHNSON,MICAH",,,,,,,"MISS JUMPER by JOHNSON,MICAH",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
11:34,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
11:29,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,"REBOUND DEF by HASLAM,ETHAN",,,,,,,"REBOUND DEF by HASLAM,ETHAN",2
11:05,"MISS 3PTR by HASLAM,ETHAN",,,,,,,"MISS 3PTR by HASLAM,ETHAN",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
10:54,"FOUL  by HASLAM,ETHAN",,,,,,,"FOUL  by HASLAM,ETHAN",2
10:54,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
10:54,,42 (+6),,36,"GOOD FT by LINK,JACOB",Hend 42-36 (-6),,"GOOD FT by LINK,JACOB",2
10:54,,42 (+5),,37,"GOOD FT by LINK,JACOB",Hend 42-37 (-5),,"GOOD FT by LINK,JACOB",2
10:40,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
10:40,"SUB IN by MBENOUN,ROB",,,,,,,"SUB IN by MBENOUN,ROB",2
10:40,"SUB OUT by HASLAM,ETHAN",,,,,,,"SUB OUT by HASLAM,ETHAN",2
10:40,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
10:40,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
10:30,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
10:30,"GOOD FT by HAYNES,CALEB",43 (+6),,37,,Berry 43-37 (-6),,"GOOD FT by HAYNES,CALEB",2
10:30,"GOOD FT by HAYNES,CALEB",44 (+7),,37,,Berry 44-37 (-7),,"GOOD FT by HAYNES,CALEB",2
10:19,"FOUL  by MBENOUN,ROB",,,,,,,"FOUL  by MBENOUN,ROB",2
10:17,,44 (+4),,40,"GOOD 3PTR by STANLEY,SETH",Hend 44-40 (-4),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
09:57,"MISS LAYUP by JOHNSON,MICAH",,,,,,,"MISS LAYUP by JOHNSON,MICAH",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
09:46,,,,,"TURNOVER  by LINK,JACOB",,,"TURNOVER  by LINK,JACOB",2
09:46,"STEAL  by JOHNSON,MICAH",,,,,,,"STEAL  by JOHNSON,MICAH",2
09:42,"MISS LAYUP by JOHNSON,MICAH",,,,,,,"MISS LAYUP by JOHNSON,MICAH",2
--,"REBOUND OFF by MBENOUN,ROB",,,,,,,"REBOUND OFF by MBENOUN,ROB",2
09:39,"GOOD LAYUP by MBENOUN,ROB(in the paint)",46 (+6),,40,,Berry 46-40 (-6),,"GOOD LAYUP by MBENOUN,ROB(in the paint)",2
09:39,"FOUL TECH by MBENOUN,ROB",,,,,,,"FOUL TECH by MBENOUN,ROB",2
09:39,,46 (+5),,41,"GOOD FT by STANLEY,SETH",Hend 46-41 (-5),,"GOOD FT by STANLEY,SETH",2
09:25,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",2
09:25,"SUB OUT by MBENOUN,ROB",,,,,,,"SUB OUT by MBENOUN,ROB",2
09:21,,46 (+3),,43,"GOOD LAYUP by CONRAD,ALEX(in the paint)",Hend 46-43 (-3),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,,,,,"ASSIST  by CARTWRIGHT,BROOKS",,,"ASSIST  by CARTWRIGHT,BROOKS",2
09:00,"GOOD 3PTR by HASLAM,ETHAN",49 (+6),,43,,Berry 49-43 (-6),,"GOOD 3PTR by HASLAM,ETHAN",2
--,"ASSIST  by JONES,DREW",,,,,,,"ASSIST  by JONES,DREW",2
08:44,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",2
08:15,"MISS 3PTR by ESTES,DJ",,,,,,,"MISS 3PTR by ESTES,DJ",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
07:49,,49 (+4),,45,"GOOD LAYUP by CONRAD,ALEX(in the paint)",Hend 49-45 (-4),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
07:22,"GOOD JUMPER by HAYNES,CALEB",51 (+6),,45,,Berry 51-45 (-6),,"GOOD JUMPER by HAYNES,CALEB",2
--,"ASSIST  by JONES,DREW",,,,,,,"ASSIST  by JONES,DREW",2
06:58,,51 (+3),,48,"GOOD 3PTR by LINK,JACOB",Hend 51-48 (-3),,"GOOD 3PTR by LINK,JACOB",2
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",2
06:31,"GOOD JUMPER by HAYNES,CALEB",53 (+5),,48,,Berry 53-48 (-5),,"GOOD JUMPER by HAYNES,CALEB",2
--,"ASSIST  by HASLAM,ETHAN",,,,,,,"ASSIST  by HASLAM,ETHAN",2
06:10,,53 (+3),,50,"GOOD JUMPER by CONRAD,ALEX(in the paint)",Hend 53-50 (-3),,"GOOD JUMPER by CONRAD,ALEX(in the paint)",2
05:58,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:53,"SUB IN by BROOKS,AUSTIN",,,,,,,"SUB IN by BROOKS,AUSTIN",2
05:53,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",2
05:45,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
05:45,"GOOD FT by JOHNSON,MICAH",54 (+4),,50,,Berry 54-50 (-4),,"GOOD FT by JOHNSON,MICAH",2
05:45,"GOOD FT by JOHNSON,MICAH",55 (+5),,50,,Berry 55-50 (-5),,"GOOD FT by JOHNSON,MICAH",2
05:33,"FOUL  by ESTES,DJ",,,,,,,"FOUL  by ESTES,DJ",2
05:33,,55 (+4),,51,"GOOD FT by STANLEY,SETH",Hend 55-51 (-4),,"GOOD FT by STANLEY,SETH",2
05:33,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,"REBOUND DEF by JOHNSON,MICAH",,,,,,,"REBOUND DEF by JOHNSON,MICAH",2
05:19,"MISS 3PTR by JOHNSON,MICAH",,,,,,,"MISS 3PTR by JOHNSON,MICAH",2
--,,,,,"REBOUND DEF by CARTWRIGHT,BROOKS",,,"REBOUND DEF by CARTWRIGHT,BROOKS",2
05:04,,55 (+1),,54,"GOOD 3PTR by STANLEY,SETH",Hend 55-54 (-1),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by CARTWRIGHT,BROOKS",,,"ASSIST  by CARTWRIGHT,BROOKS",2
04:42,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",57 (+3),,54,,Berry 57-54 (-3),,"GOOD LAYUP by BROOKS,AUSTIN(in the paint)",2
04:42,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
04:42,"MISS FT by BROOKS,AUSTIN",,,,,,,"MISS FT by BROOKS,AUSTIN",2
04:42,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
04:42,,,,,"SUB OUT by CARTWRIGHT,BROOKS",,,"SUB OUT by CARTWRIGHT,BROOKS",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
04:30,,57 (+1),,56,"GOOD JUMPER by LINK,JACOB(in the paint)",Hend 57-56 (-1),,"GOOD JUMPER by LINK,JACOB(in the paint)",2
04:11,"GOOD 3PTR by JONES,DREW",60 (+4),,56,,Berry 60-56 (-4),,"GOOD 3PTR by JONES,DREW",2
--,"ASSIST  by HASLAM,ETHAN",,,,,,,"ASSIST  by HASLAM,ETHAN",2
03:46,,,,,"TURNOVER  by CONRAD,ALEX",,,"TURNOVER  by CONRAD,ALEX",2
03:45,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:45,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
03:45,"SUB OUT by HASLAM,ETHAN",,,,,,,"SUB OUT by HASLAM,ETHAN",2
03:45,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
03:45,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
03:32,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
03:32,"GOOD FT by BROOKS,AUSTIN",61 (+5),,56,,Berry 61-56 (-5),,"GOOD FT by BROOKS,AUSTIN",2
03:32,"MISS FT by BROOKS,AUSTIN",,,,,,,"MISS FT by BROOKS,AUSTIN",2
03:32,"SUB IN by HASLAM,ETHAN",,,,,,,"SUB IN by HASLAM,ETHAN",2
03:32,"SUB OUT by HAYNES,CALEB",,,,,,,"SUB OUT by HAYNES,CALEB",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
03:17,,,,,"MISS 3PTR by EATON,JACK",,,"MISS 3PTR by EATON,JACK",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
02:46,"GOOD 3PTR by HASLAM,ETHAN",64 (+8),,56,,Berry 64-56 (-8),,"GOOD 3PTR by HASLAM,ETHAN",2
--,"ASSIST  by JOHNSON,MICAH",,,,,,,"ASSIST  by JOHNSON,MICAH",2
02:30,,,,,"MISS JUMPER by LINK,JACOB",,,"MISS JUMPER by LINK,JACOB",2
--,"REBOUND DEF by BROOKS,AUSTIN",,,,,,,"REBOUND DEF by BROOKS,AUSTIN",2
02:27,"SUB IN by HAYNES,CALEB",,,,,,,"SUB IN by HAYNES,CALEB",2
02:27,"SUB OUT by BROOKS,AUSTIN",,,,,,,"SUB OUT by BROOKS,AUSTIN",2
02:15,"MISS 3PTR by JOHNSON,MICAH",,,,,,,"MISS 3PTR by JOHNSON,MICAH",2
--,"REBOUND OFF by HASLAM,ETHAN",,,,,,,"REBOUND OFF by HASLAM,ETHAN",2
02:10,"GOOD LAYUP by HASLAM,ETHAN(in the paint)",66 (+10),,56,,Berry 66-56 (-10),,"GOOD LAYUP by HASLAM,ETHAN(in the paint)",2
01:56,"FOUL  by JOHNSON,MICAH",,,,,,,"FOUL  by JOHNSON,MICAH",2
01:55,,,,,"MISS FT by STANLEY,SETH",,,"MISS FT by STANLEY,SETH",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:55,,66 (+9),,57,"GOOD FT by STANLEY,SETH",Hend 66-57 (-9),,"GOOD FT by STANLEY,SETH",2
01:55,,66 (+8),,58,"GOOD FT by STANLEY,SETH",Hend 66-58 (-8),,"GOOD FT by STANLEY,SETH",2
01:37,"GOOD JUMPER by JOHNSON,MICAH",68 (+10),,58,,Berry 68-58 (-10),,"GOOD JUMPER by JOHNSON,MICAH",2
01:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:25,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by JONES,DREW",,,,,,,"REBOUND DEF by JONES,DREW",2
01:10,"MISS JUMPER by JONES,DREW",,,,,,,"MISS JUMPER by JONES,DREW",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
01:00,,,,,"MISS 3PTR by LINK,JACOB",,,"MISS 3PTR by LINK,JACOB",2
--,"REBOUND DEF by JOHNSON,MICAH",,,,,,,"REBOUND DEF by JOHNSON,MICAH",2
00:56,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
00:56,"GOOD FT by JOHNSON,MICAH",69 (+11),,58,,Berry 69-58 (-11),,"GOOD FT by JOHNSON,MICAH",2
00:56,"GOOD FT by JOHNSON,MICAH",70 (+12),,58,,Berry 70-58 (-12),,"GOOD FT by JOHNSON,MICAH",2
00:47,"FOUL  by HAYNES,CALEB",,,,,,,"FOUL  by HAYNES,CALEB",2
00:47,,70 (+11),,59,"GOOD FT by COMAN,SEAN",Hend 70-59 (-11),,"GOOD FT by COMAN,SEAN",2
00:47,,,,,"MISS FT by COMAN,SEAN",,,"MISS FT by COMAN,SEAN",2
--,"REBOUND DEF by HAYNES,CALEB",,,,,,,"REBOUND DEF by HAYNES,CALEB",2
00:37,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
00:36,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:29,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,,,,,"REBOUND OFF by COMAN,SEAN",,,"REBOUND OFF by COMAN,SEAN",2
00:23,,70 (+9),,61,"GOOD LAYUP by LINK,JACOB(in the paint)",Hend 70-61 (-9),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
00:22,,,,,"FOUL  by COMAN,SEAN",,,"FOUL  by COMAN,SEAN",2
00:22,"GOOD FT by HASLAM,ETHAN",71 (+10),,61,,Berry 71-61 (-10),,"GOOD FT by HASLAM,ETHAN",2
00:22,"GOOD FT by HASLAM,ETHAN",72 (+11),,61,,Berry 72-61 (-11),,"GOOD FT by HASLAM,ETHAN",2
00:17,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND OFF by STANLEY,SETH",,,"REBOUND OFF by STANLEY,SETH",2
00:12,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by HASLAM,ETHAN",,,,,,,"REBOUND DEF by HASLAM,ETHAN",2
