Time Remaining,UO,Away Team Score,Play Team Indicator,Home Team Score,HENDRIXM,Game Score,Team Indicator,Play,Period
17:24,"SUB IN by DUKE,SETH",,,,,,,"SUB IN by DUKE,SETH",2
17:24,"SUB IN by WINSTON,CORDY",,,,,,,"SUB IN by WINSTON,CORDY",2
17:24,"SUB OUT by WILHELM,CORY",,,,,,,"SUB OUT by WILHELM,CORY",2
17:24,"SUB OUT by RENELIQUE,DARNEL",,,,,,,"SUB OUT by RENELIQUE,DARNEL",2
17:20,,,,,"MISS JUMPER by COMAN,SEAN",,,"MISS JUMPER by COMAN,SEAN",2
--,"REBOUND DEF by JOHNSON,BRYSON",,,,,,,"REBOUND DEF by JOHNSON,BRYSON",2
17:13,"TURNOVER  by DAVIS,JACOBE",,,,,,,"TURNOVER  by DAVIS,JACOBE",2
17:01,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
17:01,"BLOCK  by DAVIS,JACOBE",,,,,,,"BLOCK  by DAVIS,JACOBE",2
--,"REBOUND DEF by WINSTON,CORDY",,,,,,,"REBOUND DEF by WINSTON,CORDY",2
16:50,"MISS LAYUP by JOHNSON,BRYSON",,,,,,,"MISS LAYUP by JOHNSON,BRYSON",2
16:50,,,,,"BLOCK  by LINK,JACOB",,,"BLOCK  by LINK,JACOB",2
--,,,,,"REBOUND DEF by II,ROD CUMMINGS",,,"REBOUND DEF by II,ROD CUMMINGS",2
16:40,,28,,51 (+23),"GOOD 3PTR by STANLEY,SETH",HENDRIXM 28-51 (+23),,"GOOD 3PTR by STANLEY,SETH",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
16:24,"TURNOVER  by DAVIS,JACOBE",,,,,,,"TURNOVER  by DAVIS,JACOBE",2
16:24,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
16:07,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
16:05,"STEAL  by JOHNSON,BRYSON",,,,,,,"STEAL  by JOHNSON,BRYSON",2
15:57,"GOOD LAYUP by DAVIS,JACOBE(in the paint)",30,,51 (+21),,UO 30-51 (+21),,"GOOD LAYUP by DAVIS,JACOBE(in the paint)",2
--,"ASSIST  by WINSTON,CORDY",,,,,,,"ASSIST  by WINSTON,CORDY",2
15:44,,30,,53 (+23),"GOOD LAYUP by LINK,JACOB(in the paint)",HENDRIXM 30-53 (+23),,"GOOD LAYUP by LINK,JACOB(in the paint)",2
15:28,"MISS 3PTR by WINSTON,CORDY",,,,,,,"MISS 3PTR by WINSTON,CORDY",2
--,,,,,"REBOUND DEF by II,ROD CUMMINGS",,,"REBOUND DEF by II,ROD CUMMINGS",2
15:16,,,,,"TURNOVER  by II,ROD CUMMINGS",,,"TURNOVER  by II,ROD CUMMINGS",2
15:15,"STEAL  by JOHNSON,BRYSON",,,,,,,"STEAL  by JOHNSON,BRYSON",2
15:13,"GOOD LAYUP by DAVIS,JACOBE(fastbreak)(in the paint)",32,,53 (+21),,UO 32-53 (+21),,"GOOD LAYUP by DAVIS,JACOBE(fastbreak)(in the paint)",2
--,"ASSIST  by DUKE,SETH",,,,,,,"ASSIST  by DUKE,SETH",2
14:59,,,,,"MISS JUMPER by II,ROD CUMMINGS",,,"MISS JUMPER by II,ROD CUMMINGS",2
--,"REBOUND DEF by JOHNSON,BRYSON",,,,,,,"REBOUND DEF by JOHNSON,BRYSON",2
14:54,"TURNOVER  by DUKE,SETH",,,,,,,"TURNOVER  by DUKE,SETH",2
14:54,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
14:54,"SUB IN by KNIGHT,KELVIN",,,,,,,"SUB IN by KNIGHT,KELVIN",2
14:54,"SUB IN by RENELIQUE,DARNEL",,,,,,,"SUB IN by RENELIQUE,DARNEL",2
14:54,"SUB OUT by HELZER,JAMES",,,,,,,"SUB OUT by HELZER,JAMES",2
14:54,"SUB OUT by DAVIS,JACOBE",,,,,,,"SUB OUT by DAVIS,JACOBE",2
14:54,,,,,"SUB IN by CARTWRIGHT,BROOKS",,,"SUB IN by CARTWRIGHT,BROOKS",2
14:54,,,,,"SUB OUT by II,ROD CUMMINGS",,,"SUB OUT by II,ROD CUMMINGS",2
14:41,,32,,55 (+23),"GOOD LAYUP by CONRAD,ALEX(in the paint)",HENDRIXM 32-55 (+23),,"GOOD LAYUP by CONRAD,ALEX(in the paint)",2
14:24,"TURNOVER  by JOHNSON,BRYSON",,,,,,,"TURNOVER  by JOHNSON,BRYSON",2
14:22,,,,,"STEAL  by CONRAD,ALEX",,,"STEAL  by CONRAD,ALEX",2
14:14,"FOUL  by KNIGHT,KELVIN",,,,,,,"FOUL  by KNIGHT,KELVIN",2
14:14,,32,,56 (+24),"GOOD FT by CONRAD,ALEX",HENDRIXM 32-56 (+24),,"GOOD FT by CONRAD,ALEX",2
14:14,,32,,57 (+25),"GOOD FT by CONRAD,ALEX",HENDRIXM 32-57 (+25),,"GOOD FT by CONRAD,ALEX",2
14:14,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
14:14,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
14:03,"MISS 3PTR by RENELIQUE,DARNEL",,,,,,,"MISS 3PTR by RENELIQUE,DARNEL",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
13:52,,32,,59 (+27),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIXM 32-59 (+27),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
--,,,,,"ASSIST  by CARTWRIGHT,BROOKS",,,"ASSIST  by CARTWRIGHT,BROOKS",2
13:39,"GOOD 3PTR by KNIGHT,KELVIN",35,,59 (+24),,UO 35-59 (+24),,"GOOD 3PTR by KNIGHT,KELVIN",2
--,"ASSIST  by WINSTON,CORDY",,,,,,,"ASSIST  by WINSTON,CORDY",2
13:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
13:33,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",2
13:33,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
13:10,,,,,"MISS LAYUP by COMAN,SEAN",,,"MISS LAYUP by COMAN,SEAN",2
--,"REBOUND DEF by DUKE,SETH",,,,,,,"REBOUND DEF by DUKE,SETH",2
13:01,"MISS 3PTR by WINSTON,CORDY",,,,,,,"MISS 3PTR by WINSTON,CORDY",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
12:49,,35,,62 (+27),"GOOD 3PTR by CARTWRIGHT,BROOKS",HENDRIXM 35-62 (+27),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
12:28,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
12:28,,,,,"SUB IN by CRAWFORD,TRACE",,,"SUB IN by CRAWFORD,TRACE",2
12:28,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
12:25,"MISS 3PTR by KNIGHT,KELVIN",,,,,,,"MISS 3PTR by KNIGHT,KELVIN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
12:06,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
12:06,,,,,"TURNOVER  by CONRAD,ALEX",,,"TURNOVER  by CONRAD,ALEX",2
11:57,"MISS JUMPER by KNIGHT,KELVIN",,,,,,,"MISS JUMPER by KNIGHT,KELVIN",2
11:57,,,,,"BLOCK  by CONRAD,ALEX",,,"BLOCK  by CONRAD,ALEX",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
11:49,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:49,"SUB IN by WHEELER,COLEMAN",,,,,,,"SUB IN by WHEELER,COLEMAN",2
11:49,"SUB IN by DAVIS,JACOBE",,,,,,,"SUB IN by DAVIS,JACOBE",2
11:49,"SUB OUT by KNIGHT,KELVIN",,,,,,,"SUB OUT by KNIGHT,KELVIN",2
11:49,"SUB OUT by DUKE,SETH",,,,,,,"SUB OUT by DUKE,SETH",2
11:34,,,,,"MISS LAYUP by EATON,JACK",,,"MISS LAYUP by EATON,JACK",2
--,"REBOUND DEF by DAVIS,JACOBE",,,,,,,"REBOUND DEF by DAVIS,JACOBE",2
11:28,"MISS LAYUP by DAVIS,JACOBE",,,,,,,"MISS LAYUP by DAVIS,JACOBE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:14,,,,,"MISS JUMPER by CONRAD,ALEX",,,"MISS JUMPER by CONRAD,ALEX",2
--,,,,,"REBOUND OFF by EATON,JACK",,,"REBOUND OFF by EATON,JACK",2
11:06,,35,,65 (+30),"GOOD 3PTR by CARTWRIGHT,BROOKS",HENDRIXM 35-65 (+30),,"GOOD 3PTR by CARTWRIGHT,BROOKS",2
--,,,,,"ASSIST  by EATON,JACK",,,"ASSIST  by EATON,JACK",2
10:52,"GOOD JUMPER by WINSTON,CORDY(in the paint)",37,,65 (+28),,UO 37-65 (+28),,"GOOD JUMPER by WINSTON,CORDY(in the paint)",2
10:29,,,,,"TURNOVER  by EATON,JACK",,,"TURNOVER  by EATON,JACK",2
10:26,"STEAL  by DAVIS,JACOBE",,,,,,,"STEAL  by DAVIS,JACOBE",2
10:22,"TURNOVER  by DAVIS,JACOBE",,,,,,,"TURNOVER  by DAVIS,JACOBE",2
10:21,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
10:21,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
10:21,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
10:21,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
10:09,,,,,"MISS 3PTR by CARTWRIGHT,BROOKS",,,"MISS 3PTR by CARTWRIGHT,BROOKS",2
--,"REBOUND DEF by RENELIQUE,DARNEL",,,,,,,"REBOUND DEF by RENELIQUE,DARNEL",2
09:58,"GOOD LAYUP by WINSTON,CORDY(in the paint)",39,,65 (+26),,UO 39-65 (+26),,"GOOD LAYUP by WINSTON,CORDY(in the paint)",2
09:56,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:23,,,,,"MISS 3PTR by PHILLIP,ADAM",,,"MISS 3PTR by PHILLIP,ADAM",2
--,"REBOUND DEF by WINSTON,CORDY",,,,,,,"REBOUND DEF by WINSTON,CORDY",2
09:08,"TURNOVER  by RENELIQUE,DARNEL",,,,,,,"TURNOVER  by RENELIQUE,DARNEL",2
09:07,,,,,"STEAL  by JOHNSON,DAMECKO",,,"STEAL  by JOHNSON,DAMECKO",2
08:59,,,,,"MISS 3PTR by FITCH,CARL",,,"MISS 3PTR by FITCH,CARL",2
--,"REBOUND DEF by JOHNSON,BRYSON",,,,,,,"REBOUND DEF by JOHNSON,BRYSON",2
08:54,,,,,"FOUL  by JOHNSON,DAMECKO",,,"FOUL  by JOHNSON,DAMECKO",2
08:44,"MISS JUMPER by WINSTON,CORDY",,,,,,,"MISS JUMPER by WINSTON,CORDY",2
--,"REBOUND OFF by RENELIQUE,DARNEL",,,,,,,"REBOUND OFF by RENELIQUE,DARNEL",2
08:37,"GOOD LAYUP by RENELIQUE,DARNEL(in the paint)",41,,65 (+24),,UO 41-65 (+24),,"GOOD LAYUP by RENELIQUE,DARNEL(in the paint)",2
08:16,,,,,"MISS JUMPER by JOHNSON,DAMECKO",,,"MISS JUMPER by JOHNSON,DAMECKO",2
--,"REBOUND DEF by WHEELER,COLEMAN",,,,,,,"REBOUND DEF by WHEELER,COLEMAN",2
08:07,"GOOD 3PTR by WHEELER,COLEMAN",44,,65 (+21),,UO 44-65 (+21),,"GOOD 3PTR by WHEELER,COLEMAN",2
--,"ASSIST  by WINSTON,CORDY",,,,,,,"ASSIST  by WINSTON,CORDY",2
07:51,"FOUL  by JOHNSON,BRYSON",,,,,,,"FOUL  by JOHNSON,BRYSON",2
07:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:45,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by TURPIN,TIM",,,,,,,"REBOUND DEF by TURPIN,TIM",2
07:34,"GOOD 3PTR by JOHNSON,BRYSON",47,,65 (+18),,UO 47-65 (+18),,"GOOD 3PTR by JOHNSON,BRYSON",2
--,"ASSIST  by DUKE,SETH",,,,,,,"ASSIST  by DUKE,SETH",2
07:15,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
--,"REBOUND DEF by DAVIS,JACOBE",,,,,,,"REBOUND DEF by DAVIS,JACOBE",2
07:10,"TURNOVER  by DUKE,SETH",,,,,,,"TURNOVER  by DUKE,SETH",2
07:07,,,,,"STEAL  by FITCH,CARL",,,"STEAL  by FITCH,CARL",2
06:54,,47,,67 (+20),"GOOD LAYUP by FITCH,CARL(in the paint)",HENDRIXM 47-67 (+20),,"GOOD LAYUP by FITCH,CARL(in the paint)",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
06:42,"MISS 3PTR by JOHNSON,BRYSON",,,,,,,"MISS 3PTR by JOHNSON,BRYSON",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
06:23,,47,,69 (+22),"GOOD JUMPER by II,ROD CUMMINGS",HENDRIXM 47-69 (+22),,"GOOD JUMPER by II,ROD CUMMINGS",2
--,,,,,"ASSIST  by COMAN,SEAN",,,"ASSIST  by COMAN,SEAN",2
06:10,"TURNOVER  by RENELIQUE,DARNEL",,,,,,,"TURNOVER  by RENELIQUE,DARNEL",2
06:10,"SUB IN by TURPIN,TIM",,,,,,,"SUB IN by TURPIN,TIM",2
06:10,"SUB IN by DUKE,SETH",,,,,,,"SUB IN by DUKE,SETH",2
06:10,"SUB OUT by WHEELER,COLEMAN",,,,,,,"SUB OUT by WHEELER,COLEMAN",2
06:10,"SUB OUT by JOHNSON,BRYSON",,,,,,,"SUB OUT by JOHNSON,BRYSON",2
05:59,"FOUL  by RENELIQUE,DARNEL",,,,,,,"FOUL  by RENELIQUE,DARNEL",2
05:58,,47,,71 (+24),"GOOD LAYUP by STANLEY,SETH(in the paint)",HENDRIXM 47-71 (+24),,"GOOD LAYUP by STANLEY,SETH(in the paint)",2
05:46,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
05:46,"GOOD FT by DAVIS,JACOBE",48,,71 (+23),,UO 48-71 (+23),,"GOOD FT by DAVIS,JACOBE",2
05:46,"GOOD FT by DAVIS,JACOBE",49,,71 (+22),,UO 49-71 (+22),,"GOOD FT by DAVIS,JACOBE",2
05:33,,,,,"MISS JUMPER by II,ROD CUMMINGS",,,"MISS JUMPER by II,ROD CUMMINGS",2
--,"REBOUND DEF by WINSTON,CORDY",,,,,,,"REBOUND DEF by WINSTON,CORDY",2
05:29,"TURNOVER  by WINSTON,CORDY",,,,,,,"TURNOVER  by WINSTON,CORDY",2
05:27,,,,,"STEAL  by II,ROD CUMMINGS",,,"STEAL  by II,ROD CUMMINGS",2
05:25,,,,,"TURNOVER  by II,ROD CUMMINGS",,,"TURNOVER  by II,ROD CUMMINGS",2
05:24,"STEAL  by DAVIS,JACOBE",,,,,,,"STEAL  by DAVIS,JACOBE",2
05:23,"GOOD 3PTR by RENELIQUE,DARNEL",52,,71 (+19),,UO 52-71 (+19),,"GOOD 3PTR by RENELIQUE,DARNEL",2
--,"ASSIST  by DAVIS,JACOBE",,,,,,,"ASSIST  by DAVIS,JACOBE",2
04:58,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
--,"REBOUND DEF by RENELIQUE,DARNEL",,,,,,,"REBOUND DEF by RENELIQUE,DARNEL",2
04:49,"MISS LAYUP by WINSTON,CORDY",,,,,,,"MISS LAYUP by WINSTON,CORDY",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
04:35,,52,,74 (+22),"GOOD 3PTR by COMAN,SEAN",HENDRIXM 52-74 (+22),,"GOOD 3PTR by COMAN,SEAN",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
04:15,,,,,"FOUL  by FITCH,CARL",,,"FOUL  by FITCH,CARL",2
04:14,"MISS FT by RENELIQUE,DARNEL",,,,,,,"MISS FT by RENELIQUE,DARNEL",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:14,"MISS FT by RENELIQUE,DARNEL",,,,,,,"MISS FT by RENELIQUE,DARNEL",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
04:14,"SUB IN by WHEELER,COLEMAN",,,,,,,"SUB IN by WHEELER,COLEMAN",2
04:14,"SUB IN by JOHNSON,BRYSON",,,,,,,"SUB IN by JOHNSON,BRYSON",2
04:14,"SUB OUT by TURPIN,TIM",,,,,,,"SUB OUT by TURPIN,TIM",2
04:14,"SUB OUT by DUKE,SETH",,,,,,,"SUB OUT by DUKE,SETH",2
04:05,,52,,76 (+24),"GOOD LAYUP by II,ROD CUMMINGS(in the paint)",HENDRIXM 52-76 (+24),,"GOOD LAYUP by II,ROD CUMMINGS(in the paint)",2
03:46,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
03:44,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
03:44,"GOOD FT by RENELIQUE,DARNEL",53,,76 (+23),,UO 53-76 (+23),,"GOOD FT by RENELIQUE,DARNEL",2
03:44,"MISS FT by RENELIQUE,DARNEL",,,,,,,"MISS FT by RENELIQUE,DARNEL",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
03:21,,,,,"MISS JUMPER by II,ROD CUMMINGS",,,"MISS JUMPER by II,ROD CUMMINGS",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
03:01,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
--,"REBOUND DEF by JOHNSON,BRYSON",,,,,,,"REBOUND DEF by JOHNSON,BRYSON",2
02:40,"MISS JUMPER by DAVIS,JACOBE",,,,,,,"MISS JUMPER by DAVIS,JACOBE",2
--,,,,,"REBOUND DEF by COMAN,SEAN",,,"REBOUND DEF by COMAN,SEAN",2
02:13,,,,,"MISS JUMPER by STANLEY,SETH",,,"MISS JUMPER by STANLEY,SETH",2
--,"REBOUND DEF by WINSTON,CORDY",,,,,,,"REBOUND DEF by WINSTON,CORDY",2
01:59,"MISS JUMPER by JOHNSON,BRYSON",,,,,,,"MISS JUMPER by JOHNSON,BRYSON",2
01:59,,,,,"BLOCK  by COMAN,SEAN",,,"BLOCK  by COMAN,SEAN",2
--,,,,,"REBOUND DEF by II,ROD CUMMINGS",,,"REBOUND DEF by II,ROD CUMMINGS",2
01:39,,,,,"MISS LAYUP by LINK,JACOB",,,"MISS LAYUP by LINK,JACOB",2
--,"REBOUND DEF by WINSTON,CORDY",,,,,,,"REBOUND DEF by WINSTON,CORDY",2
01:33,"MISS LAYUP by WINSTON,CORDY",,,,,,,"MISS LAYUP by WINSTON,CORDY",2
--,,,,,"REBOUND DEF by LINK,JACOB",,,"REBOUND DEF by LINK,JACOB",2
01:25,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
01:25,,53,,79 (+26),"GOOD 3PTR by PRINS,ZACHARY",HENDRIXM 53-79 (+26),,"GOOD 3PTR by PRINS,ZACHARY",2
--,,,,,"ASSIST  by MAXWELL,PEYTON",,,"ASSIST  by MAXWELL,PEYTON",2
01:25,"TURNOVER  by DUKE,SETH",,,,,,,"TURNOVER  by DUKE,SETH",2
01:25,,,,,"STEAL  by PRINS,ZACHARY",,,"STEAL  by PRINS,ZACHARY",2
01:25,,,,,"TURNOVER  by WEAKLEY,CARTER",,,"TURNOVER  by WEAKLEY,CARTER",2
01:25,"STEAL  by HELZER,JAMES",,,,,,,"STEAL  by HELZER,JAMES",2
01:25,"MISS LAYUP by WINSTON,CORDY",,,,,,,"MISS LAYUP by WINSTON,CORDY",2
--,,,,,"REBOUND DEF by WARREN,JOSH",,,"REBOUND DEF by WARREN,JOSH",2
01:25,,,,,"SUB IN by GIBSON,JASON",,,"SUB IN by GIBSON,JASON",2
01:25,,,,,"SUB IN by PRINS,ZACHARY",,,"SUB IN by PRINS,ZACHARY",2
01:25,,,,,"SUB IN by ALLEN,GRAYSON",,,"SUB IN by ALLEN,GRAYSON",2
01:25,,,,,"SUB IN by MAXWELL,PEYTON",,,"SUB IN by MAXWELL,PEYTON",2
01:25,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",2
01:25,,,,,"SUB IN by WARREN,JOSH",,,"SUB IN by WARREN,JOSH",2
01:25,,,,,"SUB OUT by ALLEN,GRAYSON",,,"SUB OUT by ALLEN,GRAYSON",2
01:25,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
01:25,,,,,"SUB OUT by PHILLIP,ADAM",,,"SUB OUT by PHILLIP,ADAM",2
01:25,,,,,"SUB OUT by CRAWFORD,TRACE",,,"SUB OUT by CRAWFORD,TRACE",2
01:25,,,,,"SUB OUT by JOHNSON,DAMECKO",,,"SUB OUT by JOHNSON,DAMECKO",2
01:25,,,,,"SUB OUT by CARTWRIGHT,BROOKS",,,"SUB OUT by CARTWRIGHT,BROOKS",2
00:34,,,,,"MISS LAYUP by GIBSON,JASON",,,"MISS LAYUP by GIBSON,JASON",2
--,"REBOUND DEF by HELZER,JAMES",,,,,,,"REBOUND DEF by HELZER,JAMES",2
00:26,"GOOD 3PTR by DUKE,SETH",56,,79 (+23),,UO 56-79 (+23),,"GOOD 3PTR by DUKE,SETH",2
