Time Remaining,CEN,Away Team Score,Play Team Indicator,Home Team Score,NCC,Game Score,Team Indicator,Play,Period
01:01,,,,,"SUB OUT by EPSTEIN,ALEC",,,"SUB OUT by EPSTEIN,ALEC",1
01:01,,,,,"SUB OUT by PHIPPS,JAQUAN",,,"SUB OUT by PHIPPS,JAQUAN",1
01:01,,,,,"SUB OUT by JENKINS,CHRIS",,,"SUB OUT by JENKINS,CHRIS",1
01:01,,,,,"SUB OUT by GODWIN,GEOFFREY",,,"SUB OUT by GODWIN,GEOFFREY",1
00:39,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",1
--,,,,,"REBOUND DEF by ANDERSON,JAGGER",,,"REBOUND DEF by ANDERSON,JAGGER",1
00:12,,25,,40 (+15),"GOOD 3PTR by RARIDON,CONNOR",NCC 25-40 (-15),,"GOOD 3PTR by RARIDON,CONNOR",1
--,,,,,"ASSIST  by ANDERSON,JAGGER",,,"ASSIST  by ANDERSON,JAGGER",1
00:03,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",1
19:45,,,,,"MISS JUMPER by SORENSON,ALEX",,,"MISS JUMPER by SORENSON,ALEX",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
19:22,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
19:20,,,,,"STEAL  by RARIDON,CONNOR",,,"STEAL  by RARIDON,CONNOR",2
19:13,,,,,"MISS LAYUP by ANDERSON,JAGGER",,,"MISS LAYUP by ANDERSON,JAGGER",2
--,,,,,"REBOUND OFF by SORENSON,ALEX",,,"REBOUND OFF by SORENSON,ALEX",2
19:10,,25,,42 (+17),"GOOD LAYUP by SORENSON,ALEX(in the paint)",NCC 25-42 (-17),,"GOOD LAYUP by SORENSON,ALEX(in the paint)",2
18:57,"GOOD LAYUP by GUMP,MATT(in the paint)",27,,42 (+15),,CEN 27-42 (-15),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
--,"ASSIST  by WESLEY,TYLER",,,,,,,"ASSIST  by WESLEY,TYLER",2
18:57,,,,,"FOUL  by HENRY,ERWIN",,,"FOUL  by HENRY,ERWIN",2
18:57,"GOOD FT by GUMP,MATT",28,,42 (+14),,CEN 28-42 (-14),,"GOOD FT by GUMP,MATT",2
18:54,,28,,45 (+17),"GOOD 3PTR by MOTEN,JAYME",NCC 28-45 (-17),,"GOOD 3PTR by MOTEN,JAYME",2
--,,,,,"ASSIST  by ANDERSON,JAGGER",,,"ASSIST  by ANDERSON,JAGGER",2
18:40,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
18:25,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
18:25,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
18:12,,,,,"TURNOVER  by HENRY,ERWIN",,,"TURNOVER  by HENRY,ERWIN",2
18:12,"STEAL  by GRIFFIN,JAROD",,,,,,,"STEAL  by GRIFFIN,JAROD",2
18:01,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
17:59,,,,,"STEAL  by HENRY,ERWIN",,,"STEAL  by HENRY,ERWIN",2
17:42,,,,,"MISS JUMPER by HENRY,ERWIN",,,"MISS JUMPER by HENRY,ERWIN",2
--,,,,,"REBOUND OFF by HENRY,ERWIN",,,"REBOUND OFF by HENRY,ERWIN",2
17:37,,28,,47 (+19),"GOOD JUMPER by ANDERSON,JAGGER(in the paint)",NCC 28-47 (-19),,"GOOD JUMPER by ANDERSON,JAGGER(in the paint)",2
17:35,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
17:35,,,,,"SUB IN by HONN,KEVIN",,,"SUB IN by HONN,KEVIN",2
17:35,,,,,"SUB OUT by HENRY,ERWIN",,,"SUB OUT by HENRY,ERWIN",2
17:16,"MISS 3PTR by GRIFFIN,JAROD",,,,,,,"MISS 3PTR by GRIFFIN,JAROD",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
17:11,"SUB IN by GRUBER,SAM",,,,,,,"SUB IN by GRUBER,SAM",2
17:11,"SUB OUT by GRIFFIN,JAROD",,,,,,,"SUB OUT by GRIFFIN,JAROD",2
16:49,"MISS 3PTR by REPISHTI,BRYAN",,,,,,,"MISS 3PTR by REPISHTI,BRYAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:44,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
16:44,"SUB OUT by REPISHTI,BRYAN",,,,,,,"SUB OUT by REPISHTI,BRYAN",2
16:29,,,,,"MISS JUMPER by RARIDON,CONNOR",,,"MISS JUMPER by RARIDON,CONNOR",2
--,,,,,"REBOUND OFF by SORENSON,ALEX",,,"REBOUND OFF by SORENSON,ALEX",2
16:26,,28,,49 (+21),"GOOD LAYUP by SORENSON,ALEX(in the paint)",NCC 28-49 (-21),,"GOOD LAYUP by SORENSON,ALEX(in the paint)",2
16:14,"MISS LAYUP by WESLEY,TYLER",,,,,,,"MISS LAYUP by WESLEY,TYLER",2
--,"REBOUND OFF by WESLEY,TYLER",,,,,,,"REBOUND OFF by WESLEY,TYLER",2
16:09,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
16:09,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
16:09,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
15:55,,,,,"MISS JUMPER by SORENSON,ALEX",,,"MISS JUMPER by SORENSON,ALEX",2
--,,,,,"REBOUND OFF by ANDERSON,JAGGER",,,"REBOUND OFF by ANDERSON,JAGGER",2
15:53,,28,,51 (+23),"GOOD LAYUP by ANDERSON,JAGGER(in the paint)",NCC 28-51 (-23),,"GOOD LAYUP by ANDERSON,JAGGER(in the paint)",2
15:36,"MISS LAYUP by SINE,TUCKER",,,,,,,"MISS LAYUP by SINE,TUCKER",2
--,,,,,"REBOUND DEF by HONN,KEVIN",,,"REBOUND DEF by HONN,KEVIN",2
15:17,,,,,"MISS JUMPER by SORENSON,ALEX",,,"MISS JUMPER by SORENSON,ALEX",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
15:08,"TURNOVER  by GUMP,MATT",,,,,,,"TURNOVER  by GUMP,MATT",2
15:07,,,,,"STEAL  by HONN,KEVIN",,,"STEAL  by HONN,KEVIN",2
15:00,,,,,"MISS LAYUP by HONN,KEVIN",,,"MISS LAYUP by HONN,KEVIN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
14:56,,,,,"FOUL  by MOTEN,JAYME",,,"FOUL  by MOTEN,JAYME",2
14:56,"GOOD FT by SINE,TUCKER",29,,51 (+22),,CEN 29-51 (-22),,"GOOD FT by SINE,TUCKER",2
14:56,"GOOD FT by SINE,TUCKER",30,,51 (+21),,CEN 30-51 (-21),,"GOOD FT by SINE,TUCKER",2
14:56,,,,,"MISS JUMPER by SORENSON,ALEX",,,"MISS JUMPER by SORENSON,ALEX",2
--,,,,,"REBOUND OFF by HONN,KEVIN",,,"REBOUND OFF by HONN,KEVIN",2
14:56,,,,,"TURNOVER  by MOTEN,JAYME",,,"TURNOVER  by MOTEN,JAYME",2
14:56,,,,,"SUB IN by SORENSON,ALEX",,,"SUB IN by SORENSON,ALEX",2
14:56,,,,,"SUB IN by HONN,KEVIN",,,"SUB IN by HONN,KEVIN",2
14:56,,,,,"SUB IN by PHIPPS,JAQUAN",,,"SUB IN by PHIPPS,JAQUAN",2
14:56,,,,,"SUB IN by CHANG,AIDEN",,,"SUB IN by CHANG,AIDEN",2
14:56,,,,,"SUB IN by MOTEN,JAYME",,,"SUB IN by MOTEN,JAYME",2
14:56,,,,,"SUB OUT by WALSH,THOMAS",,,"SUB OUT by WALSH,THOMAS",2
14:56,,,,,"SUB OUT by EPSTEIN,ALEC",,,"SUB OUT by EPSTEIN,ALEC",2
14:56,,,,,"SUB OUT by PHIPPS,JAQUAN",,,"SUB OUT by PHIPPS,JAQUAN",2
14:56,,,,,"SUB OUT by JENKINS,CHRIS",,,"SUB OUT by JENKINS,CHRIS",2
14:56,,,,,"SUB OUT by GODWIN,GEOFFREY",,,"SUB OUT by GODWIN,GEOFFREY",2
14:45,,,,,"SUB IN by RARIDON,CONNOR",,,"SUB IN by RARIDON,CONNOR",2
14:45,,,,,"SUB OUT by HONN,KEVIN",,,"SUB OUT by HONN,KEVIN",2
14:28,"GOOD 3PTR by GRUBER,SAM",33,,51 (+18),,CEN 33-51 (-18),,"GOOD 3PTR by GRUBER,SAM",2
--,"ASSIST  by SINE,TUCKER",,,,,,,"ASSIST  by SINE,TUCKER",2
13:54,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
13:54,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
13:54,"SUB OUT by EBERT,CARSON",,,,,,,"SUB OUT by EBERT,CARSON",2
13:54,,,,,"SUB IN by SORENSON,ALEX",,,"SUB IN by SORENSON,ALEX",2
13:54,,,,,"SUB IN by HONN,KEVIN",,,"SUB IN by HONN,KEVIN",2
13:54,,,,,"SUB OUT by HONN,KEVIN",,,"SUB OUT by HONN,KEVIN",2
13:54,,,,,"SUB OUT by SORENSON,ALEX",,,"SUB OUT by SORENSON,ALEX",2
13:43,"MISS JUMPER by SCINTA,BLAKE",,,,,,,"MISS JUMPER by SCINTA,BLAKE",2
--,,,,,"REBOUND DEF by MOTEN,JAYME",,,"REBOUND DEF by MOTEN,JAYME",2
13:40,,,,,"SUB IN by ANDERSON,JAGGER",,,"SUB IN by ANDERSON,JAGGER",2
13:40,,,,,"SUB OUT by MOTEN,JAYME",,,"SUB OUT by MOTEN,JAYME",2
13:35,,33,,53 (+20),"GOOD LAYUP by PHIPPS,JAQUAN(in the paint)",NCC 33-53 (-20),,"GOOD LAYUP by PHIPPS,JAQUAN(in the paint)",2
--,,,,,"ASSIST  by RARIDON,CONNOR",,,"ASSIST  by RARIDON,CONNOR",2
13:11,"GOOD 3PTR by SINE,TUCKER",36,,53 (+17),,CEN 36-53 (-17),,"GOOD 3PTR by SINE,TUCKER",2
--,"ASSIST  by SCINTA,BLAKE",,,,,,,"ASSIST  by SCINTA,BLAKE",2
13:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
12:26,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
12:26,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
11:54,,,,,"MISS LAYUP by ANDERSON,JAGGER",,,"MISS LAYUP by ANDERSON,JAGGER",2
--,"REBOUND DEF by GRIFFIN,JAROD",,,,,,,"REBOUND DEF by GRIFFIN,JAROD",2
11:45,"GOOD LAYUP by WESLEY,TYLER(in the paint)",38,,53 (+15),,CEN 38-53 (-15),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
11:23,,,,,"MISS LAYUP by CHANG,AIDEN",,,"MISS LAYUP by CHANG,AIDEN",2
--,,,,,"REBOUND OFF by PHIPPS,JAQUAN",,,"REBOUND OFF by PHIPPS,JAQUAN",2
11:21,,38,,55 (+17),"GOOD LAYUP by PHIPPS,JAQUAN(in the paint)",NCC 38-55 (-17),,"GOOD LAYUP by PHIPPS,JAQUAN(in the paint)",2
10:58,,,,,"FOUL  by RARIDON,CONNOR",,,"FOUL  by RARIDON,CONNOR",2
10:58,"MISS FT by SCINTA,BLAKE",,,,,,,"MISS FT by SCINTA,BLAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:58,"GOOD FT by SCINTA,BLAKE",39,,55 (+16),,CEN 39-55 (-16),,"GOOD FT by SCINTA,BLAKE",2
10:58,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
10:58,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
10:33,,,,,"MISS LAYUP by ANDERSON,JAGGER",,,"MISS LAYUP by ANDERSON,JAGGER",2
--,,,,,"REBOUND OFF by SORENSON,ALEX",,,"REBOUND OFF by SORENSON,ALEX",2
10:30,,39,,57 (+18),"GOOD LAYUP by SORENSON,ALEX(in the paint)",NCC 39-57 (-18),,"GOOD LAYUP by SORENSON,ALEX(in the paint)",2
10:14,"MISS LAYUP by GRUBER,SAM",,,,,,,"MISS LAYUP by GRUBER,SAM",2
--,,,,,"REBOUND DEF by SORENSON,ALEX",,,"REBOUND DEF by SORENSON,ALEX",2
09:55,,,,,"MISS 3PTR by PHIPPS,JAQUAN",,,"MISS 3PTR by PHIPPS,JAQUAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
09:55,"SUB IN by KIDWELL,BRENT",,,,,,,"SUB IN by KIDWELL,BRENT",2
09:55,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
09:55,,,,,"SUB IN by HONN,KEVIN",,,"SUB IN by HONN,KEVIN",2
09:55,,,,,"SUB OUT by SORENSON,ALEX",,,"SUB OUT by SORENSON,ALEX",2
09:31,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
09:31,,,,,"BLOCK  by RARIDON,CONNOR",,,"BLOCK  by RARIDON,CONNOR",2
--,,,,,"REBOUND DEF by HONN,KEVIN",,,"REBOUND DEF by HONN,KEVIN",2
09:06,,,,,"TURNOVER  by ANDERSON,JAGGER",,,"TURNOVER  by ANDERSON,JAGGER",2
09:06,,,,,"FOUL  by ANDERSON,JAGGER",,,"FOUL  by ANDERSON,JAGGER",2
08:55,"MISS LAYUP by SCINTA,BLAKE",,,,,,,"MISS LAYUP by SCINTA,BLAKE",2
--,"REBOUND OFF by SCINTA,BLAKE",,,,,,,"REBOUND OFF by SCINTA,BLAKE",2
08:52,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",41,,57 (+16),,CEN 41-57 (-16),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
08:31,"FOUL  by KIDWELL,BRENT",,,,,,,"FOUL  by KIDWELL,BRENT",2
08:31,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
08:31,"SUB OUT by GRUBER,SAM",,,,,,,"SUB OUT by GRUBER,SAM",2
08:16,,,,,"MISS LAYUP by HONN,KEVIN",,,"MISS LAYUP by HONN,KEVIN",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
08:07,"MISS LAYUP by GUMP,MATT",,,,,,,"MISS LAYUP by GUMP,MATT",2
08:07,,,,,"BLOCK  by HONN,KEVIN",,,"BLOCK  by HONN,KEVIN",2
--,,,,,"REBOUND DEF by RARIDON,CONNOR",,,"REBOUND DEF by RARIDON,CONNOR",2
07:39,,41,,60 (+19),"GOOD 3PTR by HONN,KEVIN",NCC 41-60 (-19),,"GOOD 3PTR by HONN,KEVIN",2
--,,,,,"ASSIST  by RARIDON,CONNOR",,,"ASSIST  by RARIDON,CONNOR",2
07:19,,,,,"FOUL  by HONN,KEVIN",,,"FOUL  by HONN,KEVIN",2
07:19,"GOOD FT by GUMP,MATT",42,,60 (+18),,CEN 42-60 (-18),,"GOOD FT by GUMP,MATT",2
07:19,"GOOD FT by GUMP,MATT",43,,60 (+17),,CEN 43-60 (-17),,"GOOD FT by GUMP,MATT",2
07:19,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
07:19,"SUB IN by GRIFFIN,JAROD",,,,,,,"SUB IN by GRIFFIN,JAROD",2
07:19,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
07:19,"SUB IN by EBERT,CARSON",,,,,,,"SUB IN by EBERT,CARSON",2
07:19,"SUB IN by KIDWELL,BRENT",,,,,,,"SUB IN by KIDWELL,BRENT",2
07:19,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
07:19,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
07:19,"SUB OUT by MAGUIRE,WILL",,,,,,,"SUB OUT by MAGUIRE,WILL",2
07:19,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
07:19,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
07:19,"SUB OUT by SPRICK,PAUL",,,,,,,"SUB OUT by SPRICK,PAUL",2
07:19,"SUB OUT by KIDWELL,BRENT",,,,,,,"SUB OUT by KIDWELL,BRENT",2
07:19,,,,,"SUB IN by HENRY,ERWIN",,,"SUB IN by HENRY,ERWIN",2
07:19,,,,,"SUB IN by SORENSON,ALEX",,,"SUB IN by SORENSON,ALEX",2
07:19,,,,,"SUB OUT by RARIDON,CONNOR",,,"SUB OUT by RARIDON,CONNOR",2
07:19,,,,,"SUB OUT by PHIPPS,JAQUAN",,,"SUB OUT by PHIPPS,JAQUAN",2
07:05,,,,,"MISS LAYUP by HENRY,ERWIN",,,"MISS LAYUP by HENRY,ERWIN",2
07:05,"BLOCK  by WESLEY,TYLER",,,,,,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND DEF by EBERT,CARSON",,,,,,,"REBOUND DEF by EBERT,CARSON",2
06:51,"GOOD 3PTR by SINE,TUCKER",46,,60 (+14),,CEN 46-60 (-14),,"GOOD 3PTR by SINE,TUCKER",2
--,"ASSIST  by EBERT,CARSON",,,,,,,"ASSIST  by EBERT,CARSON",2
06:28,,,,,"MISS LAYUP by HONN,KEVIN",,,"MISS LAYUP by HONN,KEVIN",2
--,"REBOUND DEF by SINE,TUCKER",,,,,,,"REBOUND DEF by SINE,TUCKER",2
06:11,"MISS 3PTR by KIDWELL,BRENT",,,,,,,"MISS 3PTR by KIDWELL,BRENT",2
--,,,,,"REBOUND DEF by SORENSON,ALEX",,,"REBOUND DEF by SORENSON,ALEX",2
06:06,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:06,"SUB OUT by KIDWELL,BRENT",,,,,,,"SUB OUT by KIDWELL,BRENT",2
06:06,,,,,"SUB IN by MOTEN,JAYME",,,"SUB IN by MOTEN,JAYME",2
06:06,,,,,"SUB OUT by CHANG,AIDEN",,,"SUB OUT by CHANG,AIDEN",2
05:45,,46,,62 (+16),"GOOD LAYUP by HENRY,ERWIN(in the paint)",NCC 46-62 (-16),,"GOOD LAYUP by HENRY,ERWIN(in the paint)",2
--,,,,,"ASSIST  by SORENSON,ALEX",,,"ASSIST  by SORENSON,ALEX",2
05:21,,,,,"FOUL  by HENRY,ERWIN",,,"FOUL  by HENRY,ERWIN",2
05:12,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",48,,62 (+14),,CEN 48-62 (-14),,"GOOD LAYUP by GRIFFIN,JAROD(in the paint)",2
04:47,,48,,64 (+16),"GOOD LAYUP by ANDERSON,JAGGER(in the paint)",NCC 48-64 (-16),,"GOOD LAYUP by ANDERSON,JAGGER(in the paint)",2
04:35,,,,,"FOUL  by SORENSON,ALEX",,,"FOUL  by SORENSON,ALEX",2
04:35,"MISS FT by SINE,TUCKER",,,,,,,"MISS FT by SINE,TUCKER",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:35,"GOOD FT by SINE,TUCKER",49,,64 (+15),,CEN 49-64 (-15),,"GOOD FT by SINE,TUCKER",2
04:19,,49,,66 (+17),"GOOD JUMPER by RARIDON,CONNOR(in the paint)",NCC 49-66 (-17),,"GOOD JUMPER by RARIDON,CONNOR(in the paint)",2
03:58,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by HENRY,ERWIN",,,"REBOUND DEF by HENRY,ERWIN",2
03:44,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
03:44,,,,,"MISS FT by ANDERSON,JAGGER",,,"MISS FT by ANDERSON,JAGGER",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:44,,,,,"MISS FT by ANDERSON,JAGGER",,,"MISS FT by ANDERSON,JAGGER",2
--,"REBOUND DEF by KIDWELL,BRENT",,,,,,,"REBOUND DEF by KIDWELL,BRENT",2
03:44,"MISS LAYUP by SCHMUCKER,ZACH",,,,,,,"MISS LAYUP by SCHMUCKER,ZACH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:44,"MISS LAYUP by SPRICK,PAUL",,,,,,,"MISS LAYUP by SPRICK,PAUL",2
--,,,,,"REBOUND DEF by HENRY,ERWIN",,,"REBOUND DEF by HENRY,ERWIN",2
03:44,"SUB IN by BURNS,DREW",,,,,,,"SUB IN by BURNS,DREW",2
03:44,"SUB IN by SCHMUCKER,ZACH",,,,,,,"SUB IN by SCHMUCKER,ZACH",2
03:44,"SUB IN by MAGUIRE,WILL",,,,,,,"SUB IN by MAGUIRE,WILL",2
03:44,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
03:44,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
03:44,"SUB IN by SPRICK,PAUL",,,,,,,"SUB IN by SPRICK,PAUL",2
03:44,"SUB IN by KIDWELL,BRENT",,,,,,,"SUB IN by KIDWELL,BRENT",2
03:44,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
03:44,"SUB IN by SINE,TUCKER",,,,,,,"SUB IN by SINE,TUCKER",2
03:44,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
03:44,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
03:44,"SUB OUT by MAGUIRE,WILL",,,,,,,"SUB OUT by MAGUIRE,WILL",2
03:44,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
03:44,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
03:44,"SUB OUT by SPRICK,PAUL",,,,,,,"SUB OUT by SPRICK,PAUL",2
03:44,"SUB OUT by KIDWELL,BRENT",,,,,,,"SUB OUT by KIDWELL,BRENT",2
03:44,"SUB OUT by BURNS,DREW",,,,,,,"SUB OUT by BURNS,DREW",2
03:44,"SUB OUT by SCHMUCKER,ZACH",,,,,,,"SUB OUT by SCHMUCKER,ZACH",2
03:44,"SUB OUT by MAGUIRE,WILL",,,,,,,"SUB OUT by MAGUIRE,WILL",2
03:44,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
03:44,"SUB OUT by SINE,TUCKER",,,,,,,"SUB OUT by SINE,TUCKER",2
03:44,"SUB OUT by SPRICK,PAUL",,,,,,,"SUB OUT by SPRICK,PAUL",2
03:44,"SUB OUT by KIDWELL,BRENT",,,,,,,"SUB OUT by KIDWELL,BRENT",2
03:44,,,,,"SUB IN by IRELAND,JEREMY",,,"SUB IN by IRELAND,JEREMY",2
03:44,,,,,"SUB IN by RARIDON,CONNOR",,,"SUB IN by RARIDON,CONNOR",2
03:44,,,,,"SUB IN by PHIPPS,JAQUAN",,,"SUB IN by PHIPPS,JAQUAN",2
03:44,,,,,"SUB IN by CHANG,AIDEN",,,"SUB IN by CHANG,AIDEN",2
03:44,,,,,"SUB IN by GODWIN,GEOFFREY",,,"SUB IN by GODWIN,GEOFFREY",2
03:44,,,,,"SUB OUT by WALSH,THOMAS",,,"SUB OUT by WALSH,THOMAS",2
03:44,,,,,"SUB OUT by EPSTEIN,ALEC",,,"SUB OUT by EPSTEIN,ALEC",2
03:44,,,,,"SUB OUT by PHIPPS,JAQUAN",,,"SUB OUT by PHIPPS,JAQUAN",2
03:44,,,,,"SUB OUT by JENKINS,CHRIS",,,"SUB OUT by JENKINS,CHRIS",2
03:44,,,,,"SUB OUT by GODWIN,GEOFFREY",,,"SUB OUT by GODWIN,GEOFFREY",2
02:12,,49,,68 (+19),"GOOD LAYUP by CHANG,AIDEN(in the paint)",NCC 49-68 (-19),,"GOOD LAYUP by CHANG,AIDEN(in the paint)",2
02:08,"GOOD LAYUP by BURNS,DREW(in the paint)",51,,68 (+17),,CEN 51-68 (-17),,"GOOD LAYUP by BURNS,DREW(in the paint)",2
02:08,,51,,71 (+20),"GOOD 3PTR by GODWIN,GEOFFREY",NCC 51-71 (-20),,"GOOD 3PTR by GODWIN,GEOFFREY",2
--,,,,,"ASSIST  by RARIDON,CONNOR",,,"ASSIST  by RARIDON,CONNOR",2
02:08,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",53,,71 (+18),,CEN 53-71 (-18),,"GOOD LAYUP by SCHMUCKER,ZACH(in the paint)",2
--,"ASSIST  by KIDWELL,BRENT",,,,,,,"ASSIST  by KIDWELL,BRENT",2
01:00,,,,,"SUB IN by WALSH,THOMAS",,,"SUB IN by WALSH,THOMAS",2
01:00,,,,,"SUB IN by EPSTEIN,ALEC",,,"SUB IN by EPSTEIN,ALEC",2
01:00,,,,,"SUB IN by PHIPPS,JAQUAN",,,"SUB IN by PHIPPS,JAQUAN",2
01:00,,,,,"SUB IN by JENKINS,CHRIS",,,"SUB IN by JENKINS,CHRIS",2
01:00,,,,,"SUB IN by GODWIN,GEOFFREY",,,"SUB IN by GODWIN,GEOFFREY",2
01:00,,,,,"SUB OUT by WALSH,THOMAS",,,"SUB OUT by WALSH,THOMAS",2
01:00,,,,,"SUB OUT by EPSTEIN,ALEC",,,"SUB OUT by EPSTEIN,ALEC",2
01:00,,,,,"SUB OUT by PHIPPS,JAQUAN",,,"SUB OUT by PHIPPS,JAQUAN",2
01:00,,,,,"SUB OUT by JENKINS,CHRIS",,,"SUB OUT by JENKINS,CHRIS",2
01:00,,,,,"SUB OUT by GODWIN,GEOFFREY",,,"SUB OUT by GODWIN,GEOFFREY",2
00:50,,,,,"MISS LAYUP by GODWIN,GEOFFREY",,,"MISS LAYUP by GODWIN,GEOFFREY",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:34,"GOOD 3PTR by MAGUIRE,WILL",56,,71 (+15),,CEN 56-71 (-15),,"GOOD 3PTR by MAGUIRE,WILL",2
--,"ASSIST  by SPRICK,PAUL",,,,,,,"ASSIST  by SPRICK,PAUL",2
00:16,,56,,73 (+17),"GOOD LAYUP by EPSTEIN,ALEC(in the paint)",NCC 56-73 (-17),,"GOOD LAYUP by EPSTEIN,ALEC(in the paint)",2
00:07,"GOOD 3PTR by MAGUIRE,WILL",59,,73 (+14),,CEN 59-73 (-14),,"GOOD 3PTR by MAGUIRE,WILL",2
--,"ASSIST  by KIDWELL,BRENT",,,,,,,"ASSIST  by KIDWELL,BRENT",2
