Time Remaining,CENTRE,Away Team Score,Play Team Indicator,Home Team Score,OTT,Game Score,Team Indicator,Play,Period
19:16,,,,,"MISS JUMPER by BISCHOFF,JAKE",,,"MISS JUMPER by BISCHOFF,JAKE",2
--,,,,,"REBOUND OFF by JUERGENS,JON",,,"REBOUND OFF by JUERGENS,JON",2
19:10,,,,,"TURNOVER  by JUERGENS,JON",,,"TURNOVER  by JUERGENS,JON",2
18:48,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",52 (+24),,28,,CENTRE 52-28 (+24),,"GOOD JUMPER by SCINTA,BLAKE(in the paint)",2
18:33,,,,,"MISS JUMPER by DAVIS,JASON",,,"MISS JUMPER by DAVIS,JASON",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
18:14,"GOOD 3PTR by WHITESIDE,DONOVAN",55 (+27),,28,,CENTRE 55-28 (+27),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
18:00,,55 (+25),,30,"GOOD LAYUP by CRUM,MARSHALL(in the paint)",OTT 55-30 (+25),,"GOOD LAYUP by CRUM,MARSHALL(in the paint)",2
--,,,,,"ASSIST  by DAVIS,JASON",,,"ASSIST  by DAVIS,JASON",2
17:25,"GOOD 3PTR by WHITESIDE,DONOVAN",58 (+28),,30,,CENTRE 58-30 (+28),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
17:12,,,,,"MISS LAYUP by CRUM,MARSHALL",,,"MISS LAYUP by CRUM,MARSHALL",2
17:12,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
17:12,,,,,"SUB IN by PHILLIS,JAKE",,,"SUB IN by PHILLIS,JAKE",2
17:12,,,,,"SUB OUT by DAVIS,JASON",,,"SUB OUT by DAVIS,JASON",2
17:03,,58 (+26),,32,"GOOD JUMPER by JUERGENS,JON(in the paint)",OTT 58-32 (+26),,"GOOD JUMPER by JUERGENS,JON(in the paint)",2
17:03,"FOUL  by WESLEY,TYLER",,,,,,,"FOUL  by WESLEY,TYLER",2
17:03,,,,,"MISS FT by JUERGENS,JON",,,"MISS FT by JUERGENS,JON",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
17:03,"SUB IN by KARSNER,JOSH",,,,,,,"SUB IN by KARSNER,JOSH",2
17:03,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
17:03,,,,,"SUB IN by RHODES,MATT",,,"SUB IN by RHODES,MATT",2
17:03,,,,,"SUB IN by DAVIS,JASON",,,"SUB IN by DAVIS,JASON",2
17:03,,,,,"SUB OUT by BISCHOFF,JAKE",,,"SUB OUT by BISCHOFF,JAKE",2
17:03,,,,,"SUB OUT by YAZROMBEK,ANDY",,,"SUB OUT by YAZROMBEK,ANDY",2
16:45,,,,,"SUB IN by FENNER,GRANT",,,"SUB IN by FENNER,GRANT",2
16:45,,,,,"SUB OUT by CRUM,MARSHALL",,,"SUB OUT by CRUM,MARSHALL",2
16:38,,,,,"FOUL  by PHILLIS,JAKE",,,"FOUL  by PHILLIS,JAKE",2
16:38,"GOOD FT by TAYLOR,CHRIS",59 (+27),,32,,CENTRE 59-32 (+27),,"GOOD FT by TAYLOR,CHRIS",2
16:38,"MISS FT by TAYLOR,CHRIS",,,,,,,"MISS FT by TAYLOR,CHRIS",2
--,,,,,"REBOUND DEF by JUERGENS,JON",,,"REBOUND DEF by JUERGENS,JON",2
16:36,,,,,"TURNOVER  by JUERGENS,JON",,,"TURNOVER  by JUERGENS,JON",2
16:13,"MISS 3PTR by LOPEZ,COLLIN",,,,,,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND DEF by JUERGENS,JON",,,"REBOUND DEF by JUERGENS,JON",2
15:52,,,,,"MISS LAYUP by FENNER,GRANT",,,"MISS LAYUP by FENNER,GRANT",2
15:52,"BLOCK  by SCINTA,BLAKE",,,,,,,"BLOCK  by SCINTA,BLAKE",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
15:32,"GOOD 3PTR by WHITESIDE,DONOVAN",62 (+30),,32,,CENTRE 62-32 (+30),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
--,"ASSIST  by LOPEZ,COLLIN",,,,,,,"ASSIST  by LOPEZ,COLLIN",2
15:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:29,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
15:29,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
15:29,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
15:29,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
15:13,,62 (+28),,34,"GOOD JUMPER by PHILLIS,JAKE",OTT 62-34 (+28),,"GOOD JUMPER by PHILLIS,JAKE",2
15:05,,,,,"FOUL  by PHILLIS,JAKE",,,"FOUL  by PHILLIS,JAKE",2
14:42,"GOOD JUMPER by WHITESIDE,DONOVAN",64 (+30),,34,,CENTRE 64-34 (+30),,"GOOD JUMPER by WHITESIDE,DONOVAN",2
14:13,,64 (+28),,36,"GOOD JUMPER by FENNER,GRANT(in the paint)",OTT 64-36 (+28),,"GOOD JUMPER by FENNER,GRANT(in the paint)",2
--,,,,,"ASSIST  by JUERGENS,JON",,,"ASSIST  by JUERGENS,JON",2
13:47,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",66 (+30),,36,,CENTRE 66-36 (+30),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,"ASSIST  by GUMP,MATT",,,,,,,"ASSIST  by GUMP,MATT",2
13:38,,,,,"MISS LAYUP by JUERGENS,JON",,,"MISS LAYUP by JUERGENS,JON",2
--,"REBOUND DEF by SCINTA,BLAKE",,,,,,,"REBOUND DEF by SCINTA,BLAKE",2
13:22,"FOUL  by SCINTA,BLAKE",,,,,,,"FOUL  by SCINTA,BLAKE",2
13:22,"SUB IN by WESLEY,TYLER",,,,,,,"SUB IN by WESLEY,TYLER",2
13:22,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
13:22,,,,,"SUB IN by LUCIEN,BILLY",,,"SUB IN by LUCIEN,BILLY",2
13:22,,,,,"SUB IN by MCCOLLISTER,MATT",,,"SUB IN by MCCOLLISTER,MATT",2
13:22,,,,,"SUB IN by YAZROMBEK,ANDY",,,"SUB IN by YAZROMBEK,ANDY",2
13:22,,,,,"SUB OUT by JUERGENS,JON",,,"SUB OUT by JUERGENS,JON",2
13:22,,,,,"SUB OUT by RHODES,MATT",,,"SUB OUT by RHODES,MATT",2
13:22,,,,,"SUB OUT by DAVIS,JASON",,,"SUB OUT by DAVIS,JASON",2
13:11,,66 (+28),,38,"GOOD LAYUP by LUCIEN,BILLY(in the paint)",OTT 66-38 (+28),,"GOOD LAYUP by LUCIEN,BILLY(in the paint)",2
--,,,,,"ASSIST  by FENNER,GRANT",,,"ASSIST  by FENNER,GRANT",2
12:59,"TURNOVER  by MURRAY,RYAN",,,,,,,"TURNOVER  by MURRAY,RYAN",2
12:50,,66 (+26),,40,"GOOD JUMPER by FENNER,GRANT",OTT 66-40 (+26),,"GOOD JUMPER by FENNER,GRANT",2
--,,,,,"ASSIST  by YAZROMBEK,ANDY",,,"ASSIST  by YAZROMBEK,ANDY",2
12:26,"SUB IN by STEGGEMAN,ANDREW",,,,,,,"SUB IN by STEGGEMAN,ANDREW",2
12:26,"SUB OUT by MURRAY,RYAN",,,,,,,"SUB OUT by MURRAY,RYAN",2
12:12,"GOOD JUMPER by WHITESIDE,DONOVAN",68 (+28),,40,,CENTRE 68-40 (+28),,"GOOD JUMPER by WHITESIDE,DONOVAN",2
12:00,,,,,"MISS JUMPER by FENNER,GRANT",,,"MISS JUMPER by FENNER,GRANT",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
11:46,"MISS 3PTR by WHITESIDE,DONOVAN",,,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND DEF by LUCIEN,BILLY",,,"REBOUND DEF by LUCIEN,BILLY",2
11:38,,,,,"MISS 3PTR by PHILLIS,JAKE",,,"MISS 3PTR by PHILLIS,JAKE",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
11:26,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:26,"SUB IN by LOPEZ,COLLIN",,,,,,,"SUB IN by LOPEZ,COLLIN",2
11:26,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
11:26,,,,,"SUB IN by CRUM,MARSHALL",,,"SUB IN by CRUM,MARSHALL",2
11:26,,,,,"SUB IN by JUERGENS,JON",,,"SUB IN by JUERGENS,JON",2
11:26,,,,,"SUB IN by BISCHOFF,JAKE",,,"SUB IN by BISCHOFF,JAKE",2
11:26,,,,,"SUB IN by RHODES,MATT",,,"SUB IN by RHODES,MATT",2
11:26,,,,,"SUB IN by DAVIS,JASON",,,"SUB IN by DAVIS,JASON",2
11:26,,,,,"SUB OUT by LUCIEN,BILLY",,,"SUB OUT by LUCIEN,BILLY",2
11:26,,,,,"SUB OUT by FENNER,GRANT",,,"SUB OUT by FENNER,GRANT",2
11:26,,,,,"SUB OUT by MCCOLLISTER,MATT",,,"SUB OUT by MCCOLLISTER,MATT",2
11:26,,,,,"SUB OUT by PHILLIS,JAKE",,,"SUB OUT by PHILLIS,JAKE",2
11:26,,,,,"SUB OUT by YAZROMBEK,ANDY",,,"SUB OUT by YAZROMBEK,ANDY",2
11:10,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by DAVIS,JASON",,,"REBOUND DEF by DAVIS,JASON",2
11:00,,68 (+25),,43,"GOOD 3PTR by BISCHOFF,JAKE",OTT 68-43 (+25),,"GOOD 3PTR by BISCHOFF,JAKE",2
--,,,,,"ASSIST  by RHODES,MATT",,,"ASSIST  by RHODES,MATT",2
10:26,"MISS 3PTR by STEGGEMAN,ANDREW",,,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND DEF by JUERGENS,JON",,,"REBOUND DEF by JUERGENS,JON",2
10:15,,,,,"MISS LAYUP by CRUM,MARSHALL",,,"MISS LAYUP by CRUM,MARSHALL",2
--,,,,,"REBOUND OFF by JUERGENS,JON",,,"REBOUND OFF by JUERGENS,JON",2
10:13,,68 (+23),,45,"GOOD LAYUP by JUERGENS,JON(in the paint)",OTT 68-45 (+23),,"GOOD LAYUP by JUERGENS,JON(in the paint)",2
09:53,,,,,"FOUL  by DAVIS,JASON",,,"FOUL  by DAVIS,JASON",2
09:53,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
09:53,"SUB IN by TAYLOR,CHRIS",,,,,,,"SUB IN by TAYLOR,CHRIS",2
09:53,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
09:43,"TURNOVER  by WESLEY,TYLER",,,,,,,"TURNOVER  by WESLEY,TYLER",2
09:31,,68 (+20),,48,"GOOD 3PTR by DAVIS,JASON",OTT 68-48 (+20),,"GOOD 3PTR by DAVIS,JASON",2
--,,,,,"ASSIST  by BISCHOFF,JAKE",,,"ASSIST  by BISCHOFF,JAKE",2
09:24,"SUB IN by WHITESIDE,DONOVAN",,,,,,,"SUB IN by WHITESIDE,DONOVAN",2
09:24,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
09:08,"GOOD LAYUP by KARSNER,JOSH(in the paint)",70 (+22),,48,,CENTRE 70-48 (+22),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
08:58,,70 (+20),,50,"GOOD JUMPER by JUERGENS,JON",OTT 70-50 (+20),,"GOOD JUMPER by JUERGENS,JON",2
08:48,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",72 (+22),,50,,CENTRE 72-50 (+22),,"GOOD LAYUP by WESLEY,TYLER(fastbreak)(in the paint)",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
08:47,,,,,"FOUL  by RHODES,MATT",,,"FOUL  by RHODES,MATT",2
08:47,"GOOD FT by WESLEY,TYLER",73 (+23),,50,,CENTRE 73-50 (+23),,"GOOD FT by WESLEY,TYLER",2
08:47,,,,,"SUB IN by LUCIEN,BILLY",,,"SUB IN by LUCIEN,BILLY",2
08:47,,,,,"SUB IN by FENNER,GRANT",,,"SUB IN by FENNER,GRANT",2
08:47,,,,,"SUB IN by MCCOLLISTER,MATT",,,"SUB IN by MCCOLLISTER,MATT",2
08:47,,,,,"SUB IN by PHILLIS,JAKE",,,"SUB IN by PHILLIS,JAKE",2
08:47,,,,,"SUB IN by YAZROMBEK,ANDY",,,"SUB IN by YAZROMBEK,ANDY",2
08:47,,,,,"SUB OUT by CRUM,MARSHALL",,,"SUB OUT by CRUM,MARSHALL",2
08:47,,,,,"SUB OUT by JUERGENS,JON",,,"SUB OUT by JUERGENS,JON",2
08:47,,,,,"SUB OUT by BISCHOFF,JAKE",,,"SUB OUT by BISCHOFF,JAKE",2
08:47,,,,,"SUB OUT by RHODES,MATT",,,"SUB OUT by RHODES,MATT",2
08:47,,,,,"SUB OUT by DAVIS,JASON",,,"SUB OUT by DAVIS,JASON",2
08:31,"FOUL  by LOPEZ,COLLIN",,,,,,,"FOUL  by LOPEZ,COLLIN",2
08:31,,73 (+22),,51,"GOOD FT by LUCIEN,BILLY",OTT 73-51 (+22),,"GOOD FT by LUCIEN,BILLY",2
08:31,,,,,"MISS FT by LUCIEN,BILLY",,,"MISS FT by LUCIEN,BILLY",2
--,,,,,"REBOUND OFF by MCCOLLISTER,MATT",,,"REBOUND OFF by MCCOLLISTER,MATT",2
08:31,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
08:31,"SUB OUT by KARSNER,JOSH",,,,,,,"SUB OUT by KARSNER,JOSH",2
08:21,,,,,"TURNOVER  by YAZROMBEK,ANDY",,,"TURNOVER  by YAZROMBEK,ANDY",2
08:20,"STEAL  by WHITESIDE,DONOVAN",,,,,,,"STEAL  by WHITESIDE,DONOVAN",2
08:16,,,,,"FOUL  by PHILLIS,JAKE",,,"FOUL  by PHILLIS,JAKE",2
08:16,"GOOD FT by WESLEY,TYLER",74 (+23),,51,,CENTRE 74-51 (+23),,"GOOD FT by WESLEY,TYLER",2
08:16,"GOOD FT by WESLEY,TYLER",75 (+24),,51,,CENTRE 75-51 (+24),,"GOOD FT by WESLEY,TYLER",2
08:05,,,,,"MISS JUMPER by FENNER,GRANT",,,"MISS JUMPER by FENNER,GRANT",2
--,,,,,"REBOUND OFF by YAZROMBEK,ANDY",,,"REBOUND OFF by YAZROMBEK,ANDY",2
07:56,,75 (+21),,54,"GOOD 3PTR by PHILLIS,JAKE",OTT 75-54 (+21),,"GOOD 3PTR by PHILLIS,JAKE",2
--,,,,,"ASSIST  by MCCOLLISTER,MATT",,,"ASSIST  by MCCOLLISTER,MATT",2
07:19,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
07:18,,,,,"STEAL  by YAZROMBEK,ANDY",,,"STEAL  by YAZROMBEK,ANDY",2
07:17,,75 (+19),,56,"GOOD LAYUP by FENNER,GRANT(fastbreak)(in the paint)",OTT 75-56 (+19),,"GOOD LAYUP by FENNER,GRANT(fastbreak)(in the paint)",2
07:15,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:15,"SUB IN by GUMP,MATT",,,,,,,"SUB IN by GUMP,MATT",2
07:15,"SUB OUT by LOPEZ,COLLIN",,,,,,,"SUB OUT by LOPEZ,COLLIN",2
07:15,,,,,"SUB IN by CRUM,MARSHALL",,,"SUB IN by CRUM,MARSHALL",2
07:15,,,,,"SUB IN by JUERGENS,JON",,,"SUB IN by JUERGENS,JON",2
07:15,,,,,"SUB IN by BISCHOFF,JAKE",,,"SUB IN by BISCHOFF,JAKE",2
07:15,,,,,"SUB IN by RHODES,MATT",,,"SUB IN by RHODES,MATT",2
07:15,,,,,"SUB IN by DAVIS,JASON",,,"SUB IN by DAVIS,JASON",2
07:15,,,,,"SUB OUT by LUCIEN,BILLY",,,"SUB OUT by LUCIEN,BILLY",2
07:15,,,,,"SUB OUT by FENNER,GRANT",,,"SUB OUT by FENNER,GRANT",2
07:15,,,,,"SUB OUT by MCCOLLISTER,MATT",,,"SUB OUT by MCCOLLISTER,MATT",2
07:15,,,,,"SUB OUT by PHILLIS,JAKE",,,"SUB OUT by PHILLIS,JAKE",2
07:15,,,,,"SUB OUT by YAZROMBEK,ANDY",,,"SUB OUT by YAZROMBEK,ANDY",2
06:46,,,,,"FOUL  by CRUM,MARSHALL",,,"FOUL  by CRUM,MARSHALL",2
06:46,"GOOD FT by WESLEY,TYLER",76 (+20),,56,,CENTRE 76-56 (+20),,"GOOD FT by WESLEY,TYLER",2
06:46,"GOOD FT by WESLEY,TYLER",77 (+21),,56,,CENTRE 77-56 (+21),,"GOOD FT by WESLEY,TYLER",2
06:33,,,,,"MISS LAYUP by JUERGENS,JON",,,"MISS LAYUP by JUERGENS,JON",2
--,"REBOUND DEF by TAYLOR,CHRIS",,,,,,,"REBOUND DEF by TAYLOR,CHRIS",2
06:23,,,,,"FOUL  by CRUM,MARSHALL",,,"FOUL  by CRUM,MARSHALL",2
06:23,"GOOD FT by WESLEY,TYLER",78 (+22),,56,,CENTRE 78-56 (+22),,"GOOD FT by WESLEY,TYLER",2
06:23,"GOOD FT by WESLEY,TYLER",79 (+23),,56,,CENTRE 79-56 (+23),,"GOOD FT by WESLEY,TYLER",2
06:13,,,,,"MISS 3PTR by RHODES,MATT",,,"MISS 3PTR by RHODES,MATT",2
--,,,,,"REBOUND OFF by RHODES,MATT",,,"REBOUND OFF by RHODES,MATT",2
06:01,,,,,"MISS LAYUP by JUERGENS,JON",,,"MISS LAYUP by JUERGENS,JON",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
05:41,,,,,"FOUL  by JUERGENS,JON",,,"FOUL  by JUERGENS,JON",2
05:41,"GOOD FT by SCINTA,BLAKE",80 (+24),,56,,CENTRE 80-56 (+24),,"GOOD FT by SCINTA,BLAKE",2
05:41,"GOOD FT by SCINTA,BLAKE",81 (+25),,56,,CENTRE 81-56 (+25),,"GOOD FT by SCINTA,BLAKE",2
05:41,,,,,"SUB IN by LUCIEN,BILLY",,,"SUB IN by LUCIEN,BILLY",2
05:41,,,,,"SUB IN by FENNER,GRANT",,,"SUB IN by FENNER,GRANT",2
05:41,,,,,"SUB IN by MCCOLLISTER,MATT",,,"SUB IN by MCCOLLISTER,MATT",2
05:41,,,,,"SUB IN by PHILLIS,JAKE",,,"SUB IN by PHILLIS,JAKE",2
05:41,,,,,"SUB IN by YAZROMBEK,ANDY",,,"SUB IN by YAZROMBEK,ANDY",2
05:41,,,,,"SUB OUT by CRUM,MARSHALL",,,"SUB OUT by CRUM,MARSHALL",2
05:41,,,,,"SUB OUT by JUERGENS,JON",,,"SUB OUT by JUERGENS,JON",2
05:41,,,,,"SUB OUT by BISCHOFF,JAKE",,,"SUB OUT by BISCHOFF,JAKE",2
05:41,,,,,"SUB OUT by RHODES,MATT",,,"SUB OUT by RHODES,MATT",2
05:41,,,,,"SUB OUT by DAVIS,JASON",,,"SUB OUT by DAVIS,JASON",2
05:27,,81 (+23),,58,"GOOD JUMPER by LUCIEN,BILLY(in the paint)",OTT 81-58 (+23),,"GOOD JUMPER by LUCIEN,BILLY(in the paint)",2
05:10,"MISS 3PTR by GUMP,MATT",,,,,,,"MISS 3PTR by GUMP,MATT",2
--,,,,,"REBOUND DEF by PHILLIS,JAKE",,,"REBOUND DEF by PHILLIS,JAKE",2
04:55,,,,,"MISS LAYUP by LUCIEN,BILLY",,,"MISS LAYUP by LUCIEN,BILLY",2
--,"REBOUND DEF by TAYLOR,CHRIS",,,,,,,"REBOUND DEF by TAYLOR,CHRIS",2
04:30,"MISS LAYUP by TAYLOR,CHRIS",,,,,,,"MISS LAYUP by TAYLOR,CHRIS",2
--,,,,,"REBOUND DEF by PHILLIS,JAKE",,,"REBOUND DEF by PHILLIS,JAKE",2
04:23,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
04:19,,,,,"MISS 3PTR by PHILLIS,JAKE",,,"MISS 3PTR by PHILLIS,JAKE",2
--,,,,,"REBOUND OFF by YAZROMBEK,ANDY",,,"REBOUND OFF by YAZROMBEK,ANDY",2
04:08,,81 (+21),,60,"GOOD JUMPER by LUCIEN,BILLY(in the paint)",OTT 81-60 (+21),,"GOOD JUMPER by LUCIEN,BILLY(in the paint)",2
--,,,,,"ASSIST  by MCCOLLISTER,MATT",,,"ASSIST  by MCCOLLISTER,MATT",2
03:34,"GOOD LAYUP by GUMP,MATT(in the paint)",83 (+23),,60,,CENTRE 83-60 (+23),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
--,"ASSIST  by WHITESIDE,DONOVAN",,,,,,,"ASSIST  by WHITESIDE,DONOVAN",2
03:22,,,,,"MISS 3PTR by FENNER,GRANT",,,"MISS 3PTR by FENNER,GRANT",2
--,"REBOUND DEF by WESLEY,TYLER",,,,,,,"REBOUND DEF by WESLEY,TYLER",2
02:54,"GOOD LAYUP by GUMP,MATT(in the paint)",85 (+25),,60,,CENTRE 85-60 (+25),,"GOOD LAYUP by GUMP,MATT(in the paint)",2
02:54,,,,,"FOUL  by LUCIEN,BILLY",,,"FOUL  by LUCIEN,BILLY",2
02:54,"MISS FT by GUMP,MATT",,,,,,,"MISS FT by GUMP,MATT",2
--,,,,,"REBOUND DEF by JUERGENS,JON",,,"REBOUND DEF by JUERGENS,JON",2
02:54,"SUB IN by LOHR,MATT",,,,,,,"SUB IN by LOHR,MATT",2
02:54,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
02:54,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
02:54,"SUB OUT by SCINTA,BLAKE",,,,,,,"SUB OUT by SCINTA,BLAKE",2
02:54,,,,,"SUB IN by CRUM,MARSHALL",,,"SUB IN by CRUM,MARSHALL",2
02:54,,,,,"SUB IN by JUERGENS,JON",,,"SUB IN by JUERGENS,JON",2
02:54,,,,,"SUB IN by BISCHOFF,JAKE",,,"SUB IN by BISCHOFF,JAKE",2
02:54,,,,,"SUB IN by RHODES,MATT",,,"SUB IN by RHODES,MATT",2
02:54,,,,,"SUB IN by DAVIS,JASON",,,"SUB IN by DAVIS,JASON",2
02:54,,,,,"SUB OUT by LUCIEN,BILLY",,,"SUB OUT by LUCIEN,BILLY",2
02:54,,,,,"SUB OUT by FENNER,GRANT",,,"SUB OUT by FENNER,GRANT",2
02:54,,,,,"SUB OUT by MCCOLLISTER,MATT",,,"SUB OUT by MCCOLLISTER,MATT",2
02:54,,,,,"SUB OUT by PHILLIS,JAKE",,,"SUB OUT by PHILLIS,JAKE",2
02:54,,,,,"SUB OUT by YAZROMBEK,ANDY",,,"SUB OUT by YAZROMBEK,ANDY",2
02:39,,,,,"MISS LAYUP by DAVIS,JASON",,,"MISS LAYUP by DAVIS,JASON",2
--,"REBOUND DEF by ARNETT,MICHAEL",,,,,,,"REBOUND DEF by ARNETT,MICHAEL",2
02:38,,,,,"FOUL  by JUERGENS,JON",,,"FOUL  by JUERGENS,JON",2
02:38,"GOOD FT by ARNETT,MICHAEL",86 (+26),,60,,CENTRE 86-60 (+26),,"GOOD FT by ARNETT,MICHAEL",2
02:38,"GOOD FT by ARNETT,MICHAEL",87 (+27),,60,,CENTRE 87-60 (+27),,"GOOD FT by ARNETT,MICHAEL",2
02:38,"SUB IN by STEGGEMAN,ANDREW",,,,,,,"SUB IN by STEGGEMAN,ANDREW",2
02:38,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
02:38,"SUB IN by GEEGAN,MIKE",,,,,,,"SUB IN by GEEGAN,MIKE",2
02:38,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
02:38,"SUB OUT by TAYLOR,CHRIS",,,,,,,"SUB OUT by TAYLOR,CHRIS",2
02:38,"SUB OUT by WHITESIDE,DONOVAN",,,,,,,"SUB OUT by WHITESIDE,DONOVAN",2
02:31,,87 (+25),,62,"GOOD JUMPER by DAVIS,JASON",OTT 87-62 (+25),,"GOOD JUMPER by DAVIS,JASON",2
02:19,,,,,"FOUL  by DAVIS,JASON",,,"FOUL  by DAVIS,JASON",2
02:19,"MISS FT by MURRAY,RYAN",,,,,,,"MISS FT by MURRAY,RYAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:19,"GOOD FT by MURRAY,RYAN",88 (+26),,62,,CENTRE 88-62 (+26),,"GOOD FT by MURRAY,RYAN",2
02:06,,88 (+24),,64,"GOOD JUMPER by BISCHOFF,JAKE(in the paint)",OTT 88-64 (+24),,"GOOD JUMPER by BISCHOFF,JAKE(in the paint)",2
01:28,"MISS 3PTR by MURRAY,RYAN",,,,,,,"MISS 3PTR by MURRAY,RYAN",2
--,,,,,"REBOUND DEF by RHODES,MATT",,,"REBOUND DEF by RHODES,MATT",2
01:17,,,,,"MISS 3PTR by BISCHOFF,JAKE",,,"MISS 3PTR by BISCHOFF,JAKE",2
--,,,,,"REBOUND OFF by CRUM,MARSHALL",,,"REBOUND OFF by CRUM,MARSHALL",2
01:12,,,,,"MISS LAYUP by CRUM,MARSHALL",,,"MISS LAYUP by CRUM,MARSHALL",2
--,"REBOUND DEF by LOHR,MATT",,,,,,,"REBOUND DEF by LOHR,MATT",2
00:52,"TURNOVER  by STEGGEMAN,ANDREW",,,,,,,"TURNOVER  by STEGGEMAN,ANDREW",2
00:49,"FOUL  by ARNETT,MICHAEL",,,,,,,"FOUL  by ARNETT,MICHAEL",2
00:49,,,,,"MISS FT by BISCHOFF,JAKE",,,"MISS FT by BISCHOFF,JAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:49,,,,,"MISS FT by BISCHOFF,JAKE",,,"MISS FT by BISCHOFF,JAKE",2
--,"REBOUND DEF by MURRAY,RYAN",,,,,,,"REBOUND DEF by MURRAY,RYAN",2
00:44,,,,,"FOUL  by BISCHOFF,JAKE",,,"FOUL  by BISCHOFF,JAKE",2
00:44,"GOOD FT by MURRAY,RYAN",89 (+25),,64,,CENTRE 89-64 (+25),,"GOOD FT by MURRAY,RYAN",2
00:44,"MISS FT by MURRAY,RYAN",,,,,,,"MISS FT by MURRAY,RYAN",2
--,,,,,"REBOUND DEF by CRUM,MARSHALL",,,"REBOUND DEF by CRUM,MARSHALL",2
00:44,"SUB IN by ARNETT,MICHAEL",,,,,,,"SUB IN by ARNETT,MICHAEL",2
00:44,"SUB IN by SANDOVAL,MARK",,,,,,,"SUB IN by SANDOVAL,MARK",2
00:44,"SUB IN by CLARK,TANNER",,,,,,,"SUB IN by CLARK,TANNER",2
