Time Remaining,RHODESMB,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
16:41,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
16:41,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
16:41,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
16:41,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
16:41,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
16:41,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
16:41,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
16:28,"GOOD LAYUP by WAGNER,MATT(in the paint)",28 (+2),,26,,RHODESMB 28-26 (-2),,"GOOD LAYUP by WAGNER,MATT(in the paint)",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
16:16,,28,,29 (+1),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 28-29 (+1),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by GUMP,MATT",,,"ASSIST  by GUMP,MATT",2
15:45,"MISS JUMPER by WATSON,SHANE",,,,,,,"MISS JUMPER by WATSON,SHANE",2
--,,,,,"REBOUND DEF by MURRAY,RYAN",,,"REBOUND DEF by MURRAY,RYAN",2
15:25,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
15:23,"STEAL  by WAGNER,MATT",,,,,,,"STEAL  by WAGNER,MATT",2
15:21,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
15:15,"TURNOVER  by DUNAVANT,JOHNNY",,,,,,,"TURNOVER  by DUNAVANT,JOHNNY",2
15:12,,,,,"STEAL  by KARSNER,JOSH",,,"STEAL  by KARSNER,JOSH",2
15:11,,28,,31 (+3),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 28-31 (+3),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
14:55,"GOOD LAYUP by WATSON,SHANE(in the paint)",30,,31 (+1),,RHODESMB 30-31 (+1),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
14:34,"FOUL  by DUNAVANT,JOHNNY",,,,,,,"FOUL  by DUNAVANT,JOHNNY",2
14:34,,30,,32 (+2),"GOOD FT by WESLEY,TYLER",CENTRE_M 30-32 (+2),,"GOOD FT by WESLEY,TYLER",2
14:34,,30,,33 (+3),"GOOD FT by WESLEY,TYLER",CENTRE_M 30-33 (+3),,"GOOD FT by WESLEY,TYLER",2
14:34,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
14:34,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
14:34,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
14:34,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
14:34,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
14:34,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
14:34,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
14:34,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
14:27,"GOOD LAYUP by WATSON,SHANE(in the paint)",32,,33 (+1),,RHODESMB 32-33 (+1),,"GOOD LAYUP by WATSON,SHANE(in the paint)",2
14:27,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
14:27,"MISS FT by WATSON,SHANE",,,,,,,"MISS FT by WATSON,SHANE",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
14:27,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
14:27,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
13:48,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
13:48,,32,,34 (+2),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 32-34 (+2),,"GOOD FT by WHITESIDE,DONOVAN",2
13:48,,32,,35 (+3),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 32-35 (+3),,"GOOD FT by WHITESIDE,DONOVAN",2
13:48,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
13:48,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
13:37,"GOOD JUMPER by MCGRAIL,PATRICK",34,,35 (+1),,RHODESMB 34-35 (+1),,"GOOD JUMPER by MCGRAIL,PATRICK",2
13:04,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by MILLER,DREW",,,,,,,"REBOUND DEF by MILLER,DREW",2
12:50,"MISS LAYUP by MILLER,DREW",,,,,,,"MISS LAYUP by MILLER,DREW",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
12:33,,,,,"TURNOVER  by SCINTA,BLAKE",,,"TURNOVER  by SCINTA,BLAKE",2
12:31,"STEAL  by MCGRAIL,PATRICK",,,,,,,"STEAL  by MCGRAIL,PATRICK",2
12:22,"MISS LAYUP by MCGRAIL,PATRICK",,,,,,,"MISS LAYUP by MCGRAIL,PATRICK",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
12:06,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
12:06,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
12:06,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
12:06,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
12:06,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
12:06,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
12:06,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
12:06,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
12:06,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
12:06,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
12:06,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
12:06,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
12:06,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
11:58,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
11:58,,34,,36 (+2),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 34-36 (+2),,"GOOD FT by WHITESIDE,DONOVAN",2
11:58,,34,,37 (+3),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 34-37 (+3),,"GOOD FT by WHITESIDE,DONOVAN",2
11:58,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",2
11:58,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
11:43,"GOOD JUMPER by DUNAVANT,JOHNNY",36,,37 (+1),,RHODESMB 36-37 (+1),,"GOOD JUMPER by DUNAVANT,JOHNNY",2
11:16,,36,,40 (+4),"GOOD 3PTR by WHITESIDE,DONOVAN",CENTRE_M 36-40 (+4),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
10:44,"TURNOVER  by HOECK,RYAN VAN",,,,,,,"TURNOVER  by HOECK,RYAN VAN",2
10:44,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
10:44,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
10:44,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
10:44,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
10:44,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
10:44,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
10:44,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
10:44,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
10:28,,,,,"MISS 3PTR by MURRAY,RYAN",,,"MISS 3PTR by MURRAY,RYAN",2
--,,,,,"REBOUND OFF by MURRAY,RYAN",,,"REBOUND OFF by MURRAY,RYAN",2
10:23,,,,,"FOUL  by MURRAY,RYAN",,,"FOUL  by MURRAY,RYAN",2
10:23,,,,,"TURNOVER  by MURRAY,RYAN",,,"TURNOVER  by MURRAY,RYAN",2
10:03,"FOUL  by MILLER,DREW",,,,,,,"FOUL  by MILLER,DREW",2
10:03,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",2
10:03,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
10:03,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
09:50,,36,,43 (+7),"GOOD 3PTR by WHITESIDE,DONOVAN",CENTRE_M 36-43 (+7),,"GOOD 3PTR by WHITESIDE,DONOVAN",2
09:17,"FOUL  by LIVSEY,GEOFF",,,,,,,"FOUL  by LIVSEY,GEOFF",2
09:17,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
09:17,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
09:17,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
09:17,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
09:17,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
09:00,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by MCGRAIL,PATRICK",,,,,,,"REBOUND DEF by MCGRAIL,PATRICK",2
08:47,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",38,,43 (+5),,RHODESMB 38-43 (+5),,"GOOD LAYUP by HOECK,RYAN VAN(in the paint)",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
08:32,"FOUL  by HOECK,RYAN VAN",,,,,,,"FOUL  by HOECK,RYAN VAN",2
08:32,,38,,44 (+6),"GOOD FT by WESLEY,TYLER",CENTRE_M 38-44 (+6),,"GOOD FT by WESLEY,TYLER",2
08:32,,38,,45 (+7),"GOOD FT by WESLEY,TYLER",CENTRE_M 38-45 (+7),,"GOOD FT by WESLEY,TYLER",2
08:32,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
08:32,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
08:32,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
08:32,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
08:18,"MISS LAYUP by WATSON,SHANE",,,,,,,"MISS LAYUP by WATSON,SHANE",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
08:07,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:53,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
07:52,"STEAL  by WAGNER,MATT",,,,,,,"STEAL  by WAGNER,MATT",2
07:44,,,,,"FOUL  by MURRAY,RYAN",,,"FOUL  by MURRAY,RYAN",2
07:44,"GOOD FT by SULLIVAN,BRENNAN",39,,45 (+6),,RHODESMB 39-45 (+6),,"GOOD FT by SULLIVAN,BRENNAN",2
07:44,"GOOD FT by SULLIVAN,BRENNAN",40,,45 (+5),,RHODESMB 40-45 (+5),,"GOOD FT by SULLIVAN,BRENNAN",2
07:24,"FOUL  by MCGRAIL,PATRICK",,,,,,,"FOUL  by MCGRAIL,PATRICK",2
07:24,,40,,46 (+6),"GOOD FT by SCINTA,BLAKE",CENTRE_M 40-46 (+6),,"GOOD FT by SCINTA,BLAKE",2
07:24,,40,,47 (+7),"GOOD FT by SCINTA,BLAKE",CENTRE_M 40-47 (+7),,"GOOD FT by SCINTA,BLAKE",2
07:24,"SUB IN by HOECK,RYAN VAN",,,,,,,"SUB IN by HOECK,RYAN VAN",2
07:24,"SUB OUT by MCGRAIL,PATRICK",,,,,,,"SUB OUT by MCGRAIL,PATRICK",2
07:24,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
07:24,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
07:08,"MISS JUMPER by SULLIVAN,BRENNAN",,,,,,,"MISS JUMPER by SULLIVAN,BRENNAN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
06:55,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by WATSON,SHANE",,,,,,,"REBOUND DEF by WATSON,SHANE",2
06:49,"MISS LAYUP by WATSON,SHANE",,,,,,,"MISS LAYUP by WATSON,SHANE",2
06:49,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND OFF by HOECK,RYAN VAN",,,,,,,"REBOUND OFF by HOECK,RYAN VAN",2
06:48,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
06:48,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
06:39,"GOOD 3PTR by WATSON,SHANE",43,,47 (+4),,RHODESMB 43-47 (+4),,"GOOD 3PTR by WATSON,SHANE",2
--,"ASSIST  by DUNAVANT,JOHNNY",,,,,,,"ASSIST  by DUNAVANT,JOHNNY",2
06:12,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
06:09,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
06:09,,43,,48 (+5),"GOOD FT by SCINTA,BLAKE",CENTRE_M 43-48 (+5),,"GOOD FT by SCINTA,BLAKE",2
06:09,,43,,49 (+6),"GOOD FT by SCINTA,BLAKE",CENTRE_M 43-49 (+6),,"GOOD FT by SCINTA,BLAKE",2
06:09,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
06:09,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
05:51,"TURNOVER  by SULLIVAN,BRENNAN",,,,,,,"TURNOVER  by SULLIVAN,BRENNAN",2
05:49,,,,,"STEAL  by SCINTA,BLAKE",,,"STEAL  by SCINTA,BLAKE",2
05:34,,43,,51 (+8),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 43-51 (+8),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
05:15,"TURNOVER  by LIVSEY,GEOFF",,,,,,,"TURNOVER  by LIVSEY,GEOFF",2
05:13,,,,,"STEAL  by STEGGEMAN,ANDREW",,,"STEAL  by STEGGEMAN,ANDREW",2
05:07,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
05:05,"STEAL  by SULLIVAN,BRENNAN",,,,,,,"STEAL  by SULLIVAN,BRENNAN",2
05:05,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",45,,51 (+6),,RHODESMB 45-51 (+6),,"GOOD LAYUP by SULLIVAN,BRENNAN(in the paint)",2
05:05,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:05,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
05:05,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
05:05,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
05:05,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
05:05,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
05:05,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
04:49,"FOUL  by WATSON,SHANE",,,,,,,"FOUL  by WATSON,SHANE",2
04:49,,45,,52 (+7),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 45-52 (+7),,"GOOD FT by WHITESIDE,DONOVAN",2
04:49,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
04:49,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
04:49,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
04:49,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
04:49,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
04:49,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
04:48,,45,,53 (+8),"GOOD FT by WHITESIDE,DONOVAN",CENTRE_M 45-53 (+8),,"GOOD FT by WHITESIDE,DONOVAN",2
04:39,"TURNOVER  by MILLER,DREW",,,,,,,"TURNOVER  by MILLER,DREW",2
04:39,,,,,"STEAL  by STEGGEMAN,ANDREW",,,"STEAL  by STEGGEMAN,ANDREW",2
04:39,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:39,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
04:39,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
04:39,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
04:39,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",2
04:39,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
04:39,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
04:31,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
04:31,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
04:29,,45,,55 (+10),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 45-55 (+10),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
04:01,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:01,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
04:01,"SUB IN by MCGRAIL,PATRICK",,,,,,,"SUB IN by MCGRAIL,PATRICK",2
04:01,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
04:01,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
04:01,"SUB OUT by WATSON,SHANE",,,,,,,"SUB OUT by WATSON,SHANE",2
04:01,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
04:01,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
04:01,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
03:55,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
03:32,,45,,57 (+12),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 45-57 (+12),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
03:14,"MISS LAYUP by LIVSEY,GEOFF",,,,,,,"MISS LAYUP by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
02:42,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by MCGRAIL,PATRICK",,,,,,,"REBOUND DEF by MCGRAIL,PATRICK",2
02:33,"MISS 3PTR by LIVSEY,GEOFF",,,,,,,"MISS 3PTR by LIVSEY,GEOFF",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
02:25,"FOUL  by DUNAVANT,JOHNNY",,,,,,,"FOUL  by DUNAVANT,JOHNNY",2
02:25,,45,,58 (+13),"GOOD FT by SCINTA,BLAKE",CENTRE_M 45-58 (+13),,"GOOD FT by SCINTA,BLAKE",2
02:25,,45,,59 (+14),"GOOD FT by SCINTA,BLAKE",CENTRE_M 45-59 (+14),,"GOOD FT by SCINTA,BLAKE",2
02:25,"SUB IN by WATSON,SHANE",,,,,,,"SUB IN by WATSON,SHANE",2
02:25,"SUB OUT by HOECK,RYAN VAN",,,,,,,"SUB OUT by HOECK,RYAN VAN",2
02:25,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
02:25,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
02:19,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
02:19,"MISS FT by MILLER,DREW",,,,,,,"MISS FT by MILLER,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:19,"GOOD FT by MILLER,DREW",46,,59 (+13),,RHODESMB 46-59 (+13),,"GOOD FT by MILLER,DREW",2
02:19,"SUB IN by SULLIVAN,BRENNAN",,,,,,,"SUB IN by SULLIVAN,BRENNAN",2
02:19,"SUB IN by WAGNER,MATT",,,,,,,"SUB IN by WAGNER,MATT",2
02:19,"SUB IN by COLLINS,LUKE",,,,,,,"SUB IN by COLLINS,LUKE",2
02:19,"SUB OUT by MILLER,DREW",,,,,,,"SUB OUT by MILLER,DREW",2
02:19,"SUB OUT by LIVSEY,GEOFF",,,,,,,"SUB OUT by LIVSEY,GEOFF",2
02:19,"SUB OUT by DUNAVANT,JOHNNY",,,,,,,"SUB OUT by DUNAVANT,JOHNNY",2
02:19,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
02:19,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
02:19,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
02:19,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
02:19,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
02:19,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
02:14,"FOUL  by SULLIVAN,BRENNAN",,,,,,,"FOUL  by SULLIVAN,BRENNAN",2
02:14,,46,,60 (+14),"GOOD FT by STEGGEMAN,ANDREW",CENTRE_M 46-60 (+14),,"GOOD FT by STEGGEMAN,ANDREW",2
02:14,,46,,61 (+15),"GOOD FT by STEGGEMAN,ANDREW",CENTRE_M 46-61 (+15),,"GOOD FT by STEGGEMAN,ANDREW",2
02:14,"SUB IN by LIVSEY,GEOFF",,,,,,,"SUB IN by LIVSEY,GEOFF",2
02:14,"SUB IN by DUNAVANT,JOHNNY",,,,,,,"SUB IN by DUNAVANT,JOHNNY",2
02:14,"SUB IN by MILLER,DREW",,,,,,,"SUB IN by MILLER,DREW",2
02:14,"SUB OUT by WAGNER,MATT",,,,,,,"SUB OUT by WAGNER,MATT",2
02:14,"SUB OUT by SULLIVAN,BRENNAN",,,,,,,"SUB OUT by SULLIVAN,BRENNAN",2
02:14,"SUB OUT by COLLINS,LUKE",,,,,,,"SUB OUT by COLLINS,LUKE",2
02:14,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
02:14,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
02:14,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",2
02:14,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
02:14,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
02:14,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
02:07,"GOOD 3PTR by DUNAVANT,JOHNNY",49,,61 (+12),,RHODESMB 49-61 (+12),,"GOOD 3PTR by DUNAVANT,JOHNNY",2
--,"ASSIST  by MILLER,DREW",,,,,,,"ASSIST  by MILLER,DREW",2
01:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:59,"FOUL  by WAGNER,MATT",,,,,,,"FOUL  by WAGNER,MATT",2
01:59,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:59,,49,,62 (+13),"GOOD FT by SCINTA,BLAKE",CENTRE_M 49-62 (+13),,"GOOD FT by SCINTA,BLAKE",2
01:59,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
01:59,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
01:59,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
01:59,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
01:59,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
01:59,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
01:51,"MISS LAYUP by MILLER,DREW",,,,,,,"MISS LAYUP by MILLER,DREW",2
01:51,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,,,,,"REBOUND DEF by GUMP,MATT",,,"REBOUND DEF by GUMP,MATT",2
