Time Remaining,TMC,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
01:09,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",1
00:54,"GOOD LAYUP by HOUSLEY,BRANDON(in the paint)",32,,33 (+1),,TMC 32-33 (+1),,"GOOD LAYUP by HOUSLEY,BRANDON(in the paint)",1
00:34,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
00:07,"TURNOVER  by CLARK,JALEN",,,,,,,"TURNOVER  by CLARK,JALEN",1
00:06,,,,,"STEAL  by GEEGAN,MIKE",,,"STEAL  by GEEGAN,MIKE",1
00:04,,,,,"MISS LAYUP by GEEGAN,MIKE",,,"MISS LAYUP by GEEGAN,MIKE",1
00:04,"BLOCK  by CLARK,JALEN",,,,,,,"BLOCK  by CLARK,JALEN",1
--,,,,,"REBOUND OFF by STEGGEMAN,ANDREW",,,"REBOUND OFF by STEGGEMAN,ANDREW",1
00:01,,32,,35 (+3),"GOOD LAYUP by STEGGEMAN,ANDREW(in the paint)",CENTRE_M 32-35 (+3),,"GOOD LAYUP by STEGGEMAN,ANDREW(in the paint)",1
19:50,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
19:44,,,,,"MISS JUMPER by SCINTA,BLAKE",,,"MISS JUMPER by SCINTA,BLAKE",2
--,"REBOUND DEF by MUMFORD,DREW",,,,,,,"REBOUND DEF by MUMFORD,DREW",2
19:35,"MISS 3PTR by MAYS,DREW",,,,,,,"MISS 3PTR by MAYS,DREW",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
19:26,,32,,37 (+5),"GOOD JUMPER by WHITESIDE,DONOVAN",CENTRE_M 32-37 (+5),,"GOOD JUMPER by WHITESIDE,DONOVAN",2
19:13,"GOOD 3PTR by HAYES,D'CARLO",35,,37 (+2),,TMC 35-37 (+2),,"GOOD 3PTR by HAYES,D'CARLO",2
--,"ASSIST  by MAYS,DREW",,,,,,,"ASSIST  by MAYS,DREW",2
18:48,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND DEF by PIPES,ELIOT",,,,,,,"REBOUND DEF by PIPES,ELIOT",2
18:29,"MISS 3PTR by MAYS,DREW",,,,,,,"MISS 3PTR by MAYS,DREW",2
--,"REBOUND OFF by HAYES,D'CARLO",,,,,,,"REBOUND OFF by HAYES,D'CARLO",2
18:26,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
18:18,"GOOD 3PTR by HAYES,D'CARLO",38 (+1),,37,,TMC 38-37 (-1),,"GOOD 3PTR by HAYES,D'CARLO",2
--,"ASSIST  by BERLEKAMP,SPENCER",,,,,,,"ASSIST  by BERLEKAMP,SPENCER",2
17:56,"FOUL  by PIPES,ELIOT",,,,,,,"FOUL  by PIPES,ELIOT",2
17:56,"SUB IN by RICHARD,CHRIS",,,,,,,"SUB IN by RICHARD,CHRIS",2
17:56,"SUB OUT by PIPES,ELIOT",,,,,,,"SUB OUT by PIPES,ELIOT",2
17:50,"FOUL  by MUMFORD,DREW",,,,,,,"FOUL  by MUMFORD,DREW",2
17:50,"SUB IN by MCGOVNEY,NATE",,,,,,,"SUB IN by MCGOVNEY,NATE",2
17:50,"SUB OUT by MUMFORD,DREW",,,,,,,"SUB OUT by MUMFORD,DREW",2
17:37,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,"REBOUND DEF by RICHARD,CHRIS",,,,,,,"REBOUND DEF by RICHARD,CHRIS",2
17:28,"MISS LAYUP by HAYES,D'CARLO",,,,,,,"MISS LAYUP by HAYES,D'CARLO",2
--,"REBOUND OFF by RICHARD,CHRIS",,,,,,,"REBOUND OFF by RICHARD,CHRIS",2
17:23,"GOOD LAYUP by RICHARD,CHRIS(in the paint)",40 (+3),,37,,TMC 40-37 (-3),,"GOOD LAYUP by RICHARD,CHRIS(in the paint)",2
17:10,,,,,"MISS LAYUP by STEGGEMAN,ANDREW",,,"MISS LAYUP by STEGGEMAN,ANDREW",2
--,"REBOUND DEF by RICHARD,CHRIS",,,,,,,"REBOUND DEF by RICHARD,CHRIS",2
16:57,"MISS 3PTR by HAYES,D'CARLO",,,,,,,"MISS 3PTR by HAYES,D'CARLO",2
--,,,,,"REBOUND DEF by STEGGEMAN,ANDREW",,,"REBOUND DEF by STEGGEMAN,ANDREW",2
16:47,,40,,40,"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 40-40 (0),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
16:33,"MISS JUMPER by RICHARD,CHRIS",,,,,,,"MISS JUMPER by RICHARD,CHRIS",2
--,"REBOUND OFF by MCGOVNEY,NATE",,,,,,,"REBOUND OFF by MCGOVNEY,NATE",2
16:29,"GOOD LAYUP by MCGOVNEY,NATE(in the paint)",42 (+2),,40,,TMC 42-40 (-2),,"GOOD LAYUP by MCGOVNEY,NATE(in the paint)",2
16:29,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
16:29,"GOOD FT by MCGOVNEY,NATE",43 (+3),,40,,TMC 43-40 (-3),,"GOOD FT by MCGOVNEY,NATE",2
16:29,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
16:29,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
16:29,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
16:29,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
16:10,,,,,"TURNOVER  by STEGGEMAN,ANDREW",,,"TURNOVER  by STEGGEMAN,ANDREW",2
16:08,"STEAL  by CLARK,JALEN",,,,,,,"STEAL  by CLARK,JALEN",2
16:04,"GOOD 3PTR by RICHARD,CHRIS",46 (+6),,40,,TMC 46-40 (-6),,"GOOD 3PTR by RICHARD,CHRIS",2
--,"ASSIST  by MAYS,DREW",,,,,,,"ASSIST  by MAYS,DREW",2
16:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:00,"SUB IN by CLARK,JALEN",,,,,,,"SUB IN by CLARK,JALEN",2
16:00,"SUB IN by DAVIS,TRAVIS",,,,,,,"SUB IN by DAVIS,TRAVIS",2
16:00,"SUB OUT by HAYES,D'CARLO",,,,,,,"SUB OUT by HAYES,D'CARLO",2
16:00,"SUB OUT by MAYS,DREW",,,,,,,"SUB OUT by MAYS,DREW",2
16:00,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",2
16:00,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
15:55,"FOUL  by DAVIS,TRAVIS",,,,,,,"FOUL  by DAVIS,TRAVIS",2
15:23,"FOUL  by CLARK,JALEN",,,,,,,"FOUL  by CLARK,JALEN",2
15:23,"SUB IN by MARSHALL,JOSEF",,,,,,,"SUB IN by MARSHALL,JOSEF",2
15:23,"SUB OUT by DAVIS,TRAVIS",,,,,,,"SUB OUT by DAVIS,TRAVIS",2
15:13,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND DEF by MCGOVNEY,NATE",,,,,,,"REBOUND DEF by MCGOVNEY,NATE",2
15:01,"TURNOVER  by BERLEKAMP,SPENCER",,,,,,,"TURNOVER  by BERLEKAMP,SPENCER",2
15:00,,,,,"STEAL  by MURRAY,RYAN",,,"STEAL  by MURRAY,RYAN",2
14:54,,46 (+3),,43,"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 46-43 (-3),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by MURRAY,RYAN",,,"ASSIST  by MURRAY,RYAN",2
14:20,,,,,"FOUL  by MURRAY,RYAN",,,"FOUL  by MURRAY,RYAN",2
14:20,"SUB IN by HAYES,D'CARLO",,,,,,,"SUB IN by HAYES,D'CARLO",2
14:20,"SUB OUT by RICHARD,CHRIS",,,,,,,"SUB OUT by RICHARD,CHRIS",2
14:20,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
14:20,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
14:03,"MISS LAYUP by MARSHALL,JOSEF",,,,,,,"MISS LAYUP by MARSHALL,JOSEF",2
--,"REBOUND OFF by MCGOVNEY,NATE",,,,,,,"REBOUND OFF by MCGOVNEY,NATE",2
13:58,"GOOD LAYUP by MCGOVNEY,NATE(in the paint)",48 (+5),,43,,TMC 48-43 (-5),,"GOOD LAYUP by MCGOVNEY,NATE(in the paint)",2
13:35,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,"REBOUND DEF by MCGOVNEY,NATE",,,,,,,"REBOUND DEF by MCGOVNEY,NATE",2
13:09,"MISS LAYUP by HAYES,D'CARLO",,,,,,,"MISS LAYUP by HAYES,D'CARLO",2
--,"REBOUND OFF by CLARK,JALEN",,,,,,,"REBOUND OFF by CLARK,JALEN",2
13:05,"GOOD LAYUP by CLARK,JALEN(in the paint)",50 (+7),,43,,TMC 50-43 (-7),,"GOOD LAYUP by CLARK,JALEN(in the paint)",2
12:37,,50 (+5),,45,"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 50-45 (-5),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
12:27,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
12:27,"TURNOVER  by HOUSLEY,BRANDON",,,,,,,"TURNOVER  by HOUSLEY,BRANDON",2
12:27,"SUB IN by HOUSLEY,BRANDON",,,,,,,"SUB IN by HOUSLEY,BRANDON",2
12:27,"SUB IN by HARGETT,MATT",,,,,,,"SUB IN by HARGETT,MATT",2
12:27,"SUB OUT by CLARK,JALEN",,,,,,,"SUB OUT by CLARK,JALEN",2
12:27,"SUB OUT by MARSHALL,JOSEF",,,,,,,"SUB OUT by MARSHALL,JOSEF",2
12:27,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
12:27,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
12:23,"SUB IN by MAYS,DREW",,,,,,,"SUB IN by MAYS,DREW",2
12:23,"SUB OUT by BERLEKAMP,SPENCER",,,,,,,"SUB OUT by BERLEKAMP,SPENCER",2
12:08,,50 (+2),,48,"GOOD 3PTR by MURRAY,RYAN",CENTRE_M 50-48 (-2),,"GOOD 3PTR by MURRAY,RYAN",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
11:57,"TURNOVER  by MAYS,DREW",,,,,,,"TURNOVER  by MAYS,DREW",2
11:56,,,,,"STEAL  by MURRAY,RYAN",,,"STEAL  by MURRAY,RYAN",2
11:55,,50,,50,"GOOD LAYUP by MURRAY,RYAN(in the paint)",CENTRE_M 50-50 (0),,"GOOD LAYUP by MURRAY,RYAN(in the paint)",2
11:51,"SUB IN by MUMFORD,DREW",,,,,,,"SUB IN by MUMFORD,DREW",2
11:51,"SUB OUT by MAYS,DREW",,,,,,,"SUB OUT by MAYS,DREW",2
11:44,"GOOD LAYUP by MCGOVNEY,NATE(in the paint)",52 (+2),,50,,TMC 52-50 (-2),,"GOOD LAYUP by MCGOVNEY,NATE(in the paint)",2
11:28,,52,,52,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 52-52 (0),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
11:17,"MISS 3PTR by HARGETT,MATT",,,,,,,"MISS 3PTR by HARGETT,MATT",2
--,,,,,"REBOUND DEF by MURRAY,RYAN",,,"REBOUND DEF by MURRAY,RYAN",2
11:09,,52,,54 (+2),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 52-54 (+2),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by MURRAY,RYAN",,,"ASSIST  by MURRAY,RYAN",2
11:08,"FOUL  by HARGETT,MATT",,,,,,,"FOUL  by HARGETT,MATT",2
11:08,,52,,55 (+3),"GOOD FT by SCINTA,BLAKE",CENTRE_M 52-55 (+3),,"GOOD FT by SCINTA,BLAKE",2
11:08,"SUB IN by RICHARD,CHRIS",,,,,,,"SUB IN by RICHARD,CHRIS",2
11:08,"SUB OUT by HARGETT,MATT",,,,,,,"SUB OUT by HARGETT,MATT",2
11:08,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
11:08,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
10:51,,,,,"FOUL  by MURRAY,RYAN",,,"FOUL  by MURRAY,RYAN",2
10:43,"MISS JUMPER by HOUSLEY,BRANDON",,,,,,,"MISS JUMPER by HOUSLEY,BRANDON",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:28,"FOUL  by MCGOVNEY,NATE",,,,,,,"FOUL  by MCGOVNEY,NATE",2
10:28,"SUB IN by BERLEKAMP,SPENCER",,,,,,,"SUB IN by BERLEKAMP,SPENCER",2
10:28,"SUB OUT by HOUSLEY,BRANDON",,,,,,,"SUB OUT by HOUSLEY,BRANDON",2
10:25,,,,,"TURNOVER  by MURRAY,RYAN",,,"TURNOVER  by MURRAY,RYAN",2
10:25,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
10:25,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
10:11,"FOUL  by RICHARD,CHRIS",,,,,,,"FOUL  by RICHARD,CHRIS",2
10:11,"TURNOVER  by RICHARD,CHRIS",,,,,,,"TURNOVER  by RICHARD,CHRIS",2
10:11,"SUB IN by PIPES,ELIOT",,,,,,,"SUB IN by PIPES,ELIOT",2
10:11,"SUB OUT by MCGOVNEY,NATE",,,,,,,"SUB OUT by MCGOVNEY,NATE",2
09:54,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
09:54,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
09:51,,52,,57 (+5),"GOOD JUMPER by SCINTA,BLAKE",CENTRE_M 52-57 (+5),,"GOOD JUMPER by SCINTA,BLAKE",2
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",2
09:48,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
09:40,"MISS JUMPER by RICHARD,CHRIS",,,,,,,"MISS JUMPER by RICHARD,CHRIS",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
09:24,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
09:19,,52,,59 (+7),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 52-59 (+7),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
08:56,"MISS LAYUP by RICHARD,CHRIS",,,,,,,"MISS LAYUP by RICHARD,CHRIS",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
08:38,,,,,"MISS LAYUP by STEGGEMAN,ANDREW",,,"MISS LAYUP by STEGGEMAN,ANDREW",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
08:36,,52,,61 (+9),"GOOD JUMPER by LOPEZ,COLLIN",CENTRE_M 52-61 (+9),,"GOOD JUMPER by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
08:18,"GOOD LAYUP by MUMFORD,DREW(in the paint)",54,,61 (+7),,TMC 54-61 (+7),,"GOOD LAYUP by MUMFORD,DREW(in the paint)",2
08:02,"FOUL  by RICHARD,CHRIS",,,,,,,"FOUL  by RICHARD,CHRIS",2
08:02,,54,,62 (+8),"GOOD FT by STEGGEMAN,ANDREW",CENTRE_M 54-62 (+8),,"GOOD FT by STEGGEMAN,ANDREW",2
08:02,,54,,63 (+9),"GOOD FT by STEGGEMAN,ANDREW",CENTRE_M 54-63 (+9),,"GOOD FT by STEGGEMAN,ANDREW",2
08:02,"SUB IN by MCGOVNEY,NATE",,,,,,,"SUB IN by MCGOVNEY,NATE",2
08:02,"SUB IN by CLARK,JALEN",,,,,,,"SUB IN by CLARK,JALEN",2
08:02,"SUB OUT by RICHARD,CHRIS",,,,,,,"SUB OUT by RICHARD,CHRIS",2
08:02,"SUB OUT by PIPES,ELIOT",,,,,,,"SUB OUT by PIPES,ELIOT",2
07:52,"TURNOVER  by MCGOVNEY,NATE",,,,,,,"TURNOVER  by MCGOVNEY,NATE",2
07:36,,54,,65 (+11),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 54-65 (+11),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by LOPEZ,COLLIN",,,"ASSIST  by LOPEZ,COLLIN",2
07:26,"MISS LAYUP by HAYES,D'CARLO",,,,,,,"MISS LAYUP by HAYES,D'CARLO",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
06:51,,54,,67 (+13),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 54-67 (+13),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
06:46,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:46,"SUB IN by RICHARD,CHRIS",,,,,,,"SUB IN by RICHARD,CHRIS",2
06:46,"SUB OUT by BERLEKAMP,SPENCER",,,,,,,"SUB OUT by BERLEKAMP,SPENCER",2
06:46,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
06:46,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
06:33,"GOOD JUMPER by RICHARD,CHRIS",56,,67 (+11),,TMC 56-67 (+11),,"GOOD JUMPER by RICHARD,CHRIS",2
06:10,,,,,"MISS 3PTR by WHITESIDE,DONOVAN",,,"MISS 3PTR by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by HAYES,D'CARLO",,,,,,,"REBOUND DEF by HAYES,D'CARLO",2
06:00,"TURNOVER  by MUMFORD,DREW",,,,,,,"TURNOVER  by MUMFORD,DREW",2
05:58,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
05:55,,56,,69 (+13),"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 56-69 (+13),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
05:47,"GOOD JUMPER by MUMFORD,DREW",58,,69 (+11),,TMC 58-69 (+11),,"GOOD JUMPER by MUMFORD,DREW",2
05:28,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by WESLEY,TYLER",,,"REBOUND OFF by WESLEY,TYLER",2
05:20,,58,,71 (+13),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 58-71 (+13),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
05:06,"TURNOVER  by HAYES,D'CARLO",,,,,,,"TURNOVER  by HAYES,D'CARLO",2
05:06,"SUB IN by PIPES,ELIOT",,,,,,,"SUB IN by PIPES,ELIOT",2
05:06,"SUB OUT by HAYES,D'CARLO",,,,,,,"SUB OUT by HAYES,D'CARLO",2
04:38,,58,,73 (+15),"GOOD LAYUP by WESLEY,TYLER(in the paint)",CENTRE_M 58-73 (+15),,"GOOD LAYUP by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by KARSNER,JOSH",,,"ASSIST  by KARSNER,JOSH",2
04:25,"MISS 3PTR by CLARK,JALEN",,,,,,,"MISS 3PTR by CLARK,JALEN",2
--,"REBOUND OFF by MUMFORD,DREW",,,,,,,"REBOUND OFF by MUMFORD,DREW",2
04:20,"MISS 3PTR by PIPES,ELIOT",,,,,,,"MISS 3PTR by PIPES,ELIOT",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
04:17,"FOUL  by CLARK,JALEN",,,,,,,"FOUL  by CLARK,JALEN",2
04:17,,58,,74 (+16),"GOOD FT by WESLEY,TYLER",CENTRE_M 58-74 (+16),,"GOOD FT by WESLEY,TYLER",2
04:17,,58,,75 (+17),"GOOD FT by WESLEY,TYLER",CENTRE_M 58-75 (+17),,"GOOD FT by WESLEY,TYLER",2
04:17,"SUB IN by BERLEKAMP,SPENCER",,,,,,,"SUB IN by BERLEKAMP,SPENCER",2
04:17,"SUB IN by HAYES,D'CARLO",,,,,,,"SUB IN by HAYES,D'CARLO",2
04:17,"SUB OUT by PIPES,ELIOT",,,,,,,"SUB OUT by PIPES,ELIOT",2
04:17,"SUB OUT by CLARK,JALEN",,,,,,,"SUB OUT by CLARK,JALEN",2
04:17,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
04:17,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
04:03,,,,,"FOUL  by WESLEY,TYLER",,,"FOUL  by WESLEY,TYLER",2
04:03,"GOOD FT by MCGOVNEY,NATE",59,,75 (+16),,TMC 59-75 (+16),,"GOOD FT by MCGOVNEY,NATE",2
04:03,"GOOD FT by MCGOVNEY,NATE",60,,75 (+15),,TMC 60-75 (+15),,"GOOD FT by MCGOVNEY,NATE",2
04:03,"SUB IN by III,LOUIS WALKER",,,,,,,"SUB IN by III,LOUIS WALKER",2
04:03,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
04:03,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
03:38,,60,,78 (+18),"GOOD 3PTR by GUMP,MATT",CENTRE_M 60-78 (+18),,"GOOD 3PTR by GUMP,MATT",2
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",2
03:29,,,,,"FOUL  by GUMP,MATT",,,"FOUL  by GUMP,MATT",2
03:29,"GOOD FT by MUMFORD,DREW",61,,78 (+17),,TMC 61-78 (+17),,"GOOD FT by MUMFORD,DREW",2
03:29,"GOOD FT by MUMFORD,DREW",62,,78 (+16),,TMC 62-78 (+16),,"GOOD FT by MUMFORD,DREW",2
03:29,"SUB IN by HOUSLEY,BRANDON",,,,,,,"SUB IN by HOUSLEY,BRANDON",2
03:29,"SUB IN by PIPES,ELIOT",,,,,,,"SUB IN by PIPES,ELIOT",2
03:29,"SUB IN by CLARK,JALEN",,,,,,,"SUB IN by CLARK,JALEN",2
03:29,"SUB OUT by MUMFORD,DREW",,,,,,,"SUB OUT by MUMFORD,DREW",2
03:29,"SUB OUT by HAYES,D'CARLO",,,,,,,"SUB OUT by HAYES,D'CARLO",2
03:29,"SUB OUT by RICHARD,CHRIS",,,,,,,"SUB OUT by RICHARD,CHRIS",2
03:16,"FOUL  by CLARK,JALEN",,,,,,,"FOUL  by CLARK,JALEN",2
03:16,,62,,79 (+17),"GOOD FT by GUMP,MATT",CENTRE_M 62-79 (+17),,"GOOD FT by GUMP,MATT",2
03:16,,62,,80 (+18),"GOOD FT by GUMP,MATT",CENTRE_M 62-80 (+18),,"GOOD FT by GUMP,MATT",2
03:16,"SUB IN by MUMFORD,DREW",,,,,,,"SUB IN by MUMFORD,DREW",2
03:16,"SUB IN by MAYS,DREW",,,,,,,"SUB IN by MAYS,DREW",2
03:16,"SUB IN by RICHARD,CHRIS",,,,,,,"SUB IN by RICHARD,CHRIS",2
03:16,"SUB IN by HAYES,D'CARLO",,,,,,,"SUB IN by HAYES,D'CARLO",2
03:16,"SUB OUT by BERLEKAMP,SPENCER",,,,,,,"SUB OUT by BERLEKAMP,SPENCER",2
03:16,"SUB OUT by HOUSLEY,BRANDON",,,,,,,"SUB OUT by HOUSLEY,BRANDON",2
03:16,"SUB OUT by PIPES,ELIOT",,,,,,,"SUB OUT by PIPES,ELIOT",2
03:16,"SUB OUT by CLARK,JALEN",,,,,,,"SUB OUT by CLARK,JALEN",2
03:16,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
03:16,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
03:16,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
03:16,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
03:10,,,,,"FOUL  by KARSNER,JOSH",,,"FOUL  by KARSNER,JOSH",2
03:10,"GOOD FT by HAYES,D'CARLO",63,,80 (+17),,TMC 63-80 (+17),,"GOOD FT by HAYES,D'CARLO",2
03:10,"GOOD FT by HAYES,D'CARLO",64,,80 (+16),,TMC 64-80 (+16),,"GOOD FT by HAYES,D'CARLO",2
03:10,"SUB IN by BERLEKAMP,SPENCER",,,,,,,"SUB IN by BERLEKAMP,SPENCER",2
03:10,"SUB IN by PIPES,ELIOT",,,,,,,"SUB IN by PIPES,ELIOT",2
03:10,"SUB IN by HOUSLEY,BRANDON",,,,,,,"SUB IN by HOUSLEY,BRANDON",2
03:10,"SUB IN by CLARK,JALEN",,,,,,,"SUB IN by CLARK,JALEN",2
03:10,"SUB IN by DAVIS,TRAVIS",,,,,,,"SUB IN by DAVIS,TRAVIS",2
03:10,"SUB OUT by MUMFORD,DREW",,,,,,,"SUB OUT by MUMFORD,DREW",2
03:10,"SUB OUT by MAYS,DREW",,,,,,,"SUB OUT by MAYS,DREW",2
03:10,"SUB OUT by RICHARD,CHRIS",,,,,,,"SUB OUT by RICHARD,CHRIS",2
03:10,"SUB OUT by MCGOVNEY,NATE",,,,,,,"SUB OUT by MCGOVNEY,NATE",2
03:10,"SUB OUT by HAYES,D'CARLO",,,,,,,"SUB OUT by HAYES,D'CARLO",2
03:10,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
03:10,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
03:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:36,,,,,"MISS JUMPER by WHITESIDE,DONOVAN",,,"MISS JUMPER by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by DAVIS,TRAVIS",,,,,,,"REBOUND DEF by DAVIS,TRAVIS",2
02:25,"TURNOVER  by CLARK,JALEN",,,,,,,"TURNOVER  by CLARK,JALEN",2
02:23,,,,,"STEAL  by STEGGEMAN,ANDREW",,,"STEAL  by STEGGEMAN,ANDREW",2
02:20,"FOUL  by CLARK,JALEN",,,,,,,"FOUL  by CLARK,JALEN",2
