Time Remaining,PPU,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
16:45,"MISS FT by HETER,ALAN",,,,,,,"MISS FT by HETER,ALAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
16:44,"FOUL  by BROWN,NICK",,,,,,,"FOUL  by BROWN,NICK",2
16:22,,45,,47 (+2),"GOOD JUMPER by KARSNER,JOSH",CENTRE_M 45-47 (+2),,"GOOD JUMPER by KARSNER,JOSH",2
16:11,"TURNOVER  by HEATHERINGTON,ROB",,,,,,,"TURNOVER  by HEATHERINGTON,ROB",2
16:10,,,,,"STEAL  by TAYLOR,CHRIS",,,"STEAL  by TAYLOR,CHRIS",2
16:04,,,,,"TURNOVER  by WHITESIDE,DONOVAN",,,"TURNOVER  by WHITESIDE,DONOVAN",2
16:03,"STEAL  by MCNEAL,GABE",,,,,,,"STEAL  by MCNEAL,GABE",2
16:01,"GOOD JUMPER by MCNEAL,GABE(fastbreak)",47,,47,,PPU 47-47 (0),,"GOOD JUMPER by MCNEAL,GABE(fastbreak)",2
15:43,,47,,49 (+2),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 47-49 (+2),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
15:28,"MISS LAYUP by HETER,ALAN",,,,,,,"MISS LAYUP by HETER,ALAN",2
--,,,,,"REBOUND DEF by LOPEZ,COLLIN",,,"REBOUND DEF by LOPEZ,COLLIN",2
15:16,,47,,51 (+4),"GOOD LAYUP by SCINTA,BLAKE(in the paint)",CENTRE_M 47-51 (+4),,"GOOD LAYUP by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by LOPEZ,COLLIN",,,"ASSIST  by LOPEZ,COLLIN",2
15:02,"MISS 3PTR by MCNEAL,GABE",,,,,,,"MISS 3PTR by MCNEAL,GABE",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
14:58,"FOUL  by NOSZKA,MATT",,,,,,,"FOUL  by NOSZKA,MATT",2
14:58,"SUB IN by POHLOT,JOSH",,,,,,,"SUB IN by POHLOT,JOSH",2
14:58,"SUB OUT by NOSZKA,MATT",,,,,,,"SUB OUT by NOSZKA,MATT",2
14:58,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
14:58,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
14:58,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",2
14:58,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
14:58,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
14:58,,,,,"SUB OUT by TAYLOR,CHRIS",,,"SUB OUT by TAYLOR,CHRIS",2
14:37,"FOUL  by MCNEAL,GABE",,,,,,,"FOUL  by MCNEAL,GABE",2
14:17,,47,,54 (+7),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 47-54 (+7),,"GOOD 3PTR by KARSNER,JOSH",2
--,,,,,"ASSIST  by STEGGEMAN,ANDREW",,,"ASSIST  by STEGGEMAN,ANDREW",2
14:07,"GOOD LAYUP by HEATHERINGTON,ROB(in the paint)",49,,54 (+5),,PPU 49-54 (+5),,"GOOD LAYUP by HEATHERINGTON,ROB(in the paint)",2
13:58,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,"REBOUND OFF by SCINTA,BLAKE",,,"REBOUND OFF by SCINTA,BLAKE",2
13:53,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
13:53,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
13:52,,,,,"MISS 3PTR by KARSNER,JOSH",,,"MISS 3PTR by KARSNER,JOSH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
13:50,"FOUL  by POHLOT,JOSH",,,,,,,"FOUL  by POHLOT,JOSH",2
13:32,,49,,56 (+7),"GOOD LAYUP by MURRAY,RYAN(in the paint)",CENTRE_M 49-56 (+7),,"GOOD LAYUP by MURRAY,RYAN(in the paint)",2
13:20,"GOOD JUMPER by HETER,ALAN",51,,56 (+5),,PPU 51-56 (+5),,"GOOD JUMPER by HETER,ALAN",2
13:03,,,,,"MISS 3PTR by MURRAY,RYAN",,,"MISS 3PTR by MURRAY,RYAN",2
--,"REBOUND DEF by HETER,ALAN",,,,,,,"REBOUND DEF by HETER,ALAN",2
12:55,"MISS 3PTR by HEATHERINGTON,ROB",,,,,,,"MISS 3PTR by HEATHERINGTON,ROB",2
--,"REBOUND OFF by BROWN,NICK",,,,,,,"REBOUND OFF by BROWN,NICK",2
12:43,"MISS 3PTR by HEATHERINGTON,ROB",,,,,,,"MISS 3PTR by HEATHERINGTON,ROB",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
12:20,,51,,58 (+7),"GOOD JUMPER by GUMP,MATT",CENTRE_M 51-58 (+7),,"GOOD JUMPER by GUMP,MATT",2
12:00,"MISS LAYUP by MCNEAL,GABE",,,,,,,"MISS LAYUP by MCNEAL,GABE",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
11:51,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND DEF by BROWN,NICK",,,,,,,"REBOUND DEF by BROWN,NICK",2
11:43,,,,,"FOUL  by STEGGEMAN,ANDREW",,,"FOUL  by STEGGEMAN,ANDREW",2
11:43,"MISS FT by BROWN,NICK",,,,,,,"MISS FT by BROWN,NICK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:43,"GOOD FT by BROWN,NICK",52,,58 (+6),,PPU 52-58 (+6),,"GOOD FT by BROWN,NICK",2
11:43,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
11:43,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
11:28,,,,,"MISS 3PTR by STEGGEMAN,ANDREW",,,"MISS 3PTR by STEGGEMAN,ANDREW",2
--,"REBOUND DEF by BROWN,NICK",,,,,,,"REBOUND DEF by BROWN,NICK",2
11:20,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
11:09,"MISS 3PTR by POHLOT,JOSH",,,,,,,"MISS 3PTR by POHLOT,JOSH",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
11:01,"TURNOVER  by MCNEAL,GABE",,,,,,,"TURNOVER  by MCNEAL,GABE",2
11:00,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",2
10:46,,,,,"TURNOVER  by MURRAY,RYAN",,,"TURNOVER  by MURRAY,RYAN",2
10:45,"STEAL  by POHLOT,JOSH",,,,,,,"STEAL  by POHLOT,JOSH",2
10:42,"MISS LAYUP by MCNEAL,GABE",,,,,,,"MISS LAYUP by MCNEAL,GABE",2
--,,,,,"REBOUND DEF by MURRAY,RYAN",,,"REBOUND DEF by MURRAY,RYAN",2
10:37,"FOUL  by MCNEAL,GABE",,,,,,,"FOUL  by MCNEAL,GABE",2
10:37,"SUB IN by NOSZKA,MATT",,,,,,,"SUB IN by NOSZKA,MATT",2
10:37,"SUB OUT by POHLOT,JOSH",,,,,,,"SUB OUT by POHLOT,JOSH",2
10:28,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,,,,,"REBOUND OFF by MURRAY,RYAN",,,"REBOUND OFF by MURRAY,RYAN",2
10:11,,52,,61 (+9),"GOOD 3PTR by MURRAY,RYAN",CENTRE_M 52-61 (+9),,"GOOD 3PTR by MURRAY,RYAN",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
09:54,"GOOD LAYUP by HEATHERINGTON,ROB(in the paint)",54,,61 (+7),,PPU 54-61 (+7),,"GOOD LAYUP by HEATHERINGTON,ROB(in the paint)",2
09:23,,,,,"TURNOVER  by LOPEZ,COLLIN",,,"TURNOVER  by LOPEZ,COLLIN",2
09:22,"STEAL  by NOSZKA,MATT",,,,,,,"STEAL  by NOSZKA,MATT",2
09:18,"MISS LAYUP by NOSZKA,MATT",,,,,,,"MISS LAYUP by NOSZKA,MATT",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
09:02,,54,,64 (+10),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 54-64 (+10),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by MURRAY,RYAN",,,"ASSIST  by MURRAY,RYAN",2
08:47,"GOOD 3PTR by MCNEAL,GABE",57,,64 (+7),,PPU 57-64 (+7),,"GOOD 3PTR by MCNEAL,GABE",2
08:33,,57,,67 (+10),"GOOD 3PTR by MURRAY,RYAN",CENTRE_M 57-67 (+10),,"GOOD 3PTR by MURRAY,RYAN",2
--,,,,,"ASSIST  by LOPEZ,COLLIN",,,"ASSIST  by LOPEZ,COLLIN",2
08:18,"GOOD 3PTR by HEATHERINGTON,ROB",60,,67 (+7),,PPU 60-67 (+7),,"GOOD 3PTR by HEATHERINGTON,ROB",2
08:08,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:08,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
08:08,,,,,"SUB IN by WHITESIDE,DONOVAN",,,"SUB IN by WHITESIDE,DONOVAN",2
08:08,,,,,"SUB IN by LOPEZ,COLLIN",,,"SUB IN by LOPEZ,COLLIN",2
08:08,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
08:08,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
08:08,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
07:47,,60,,69 (+9),"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",CENTRE_M 60-69 (+9),,"GOOD LAYUP by LOPEZ,COLLIN(in the paint)",2
07:36,"MISS 3PTR by MCNEAL,GABE",,,,,,,"MISS 3PTR by MCNEAL,GABE",2
--,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",,,"REBOUND DEF by WHITESIDE,DONOVAN",2
07:18,,,,,"TURNOVER  by MURRAY,RYAN",,,"TURNOVER  by MURRAY,RYAN",2
07:17,"STEAL  by BROWN,NICK",,,,,,,"STEAL  by BROWN,NICK",2
07:16,"GOOD LAYUP by BROWN,NICK(fastbreak)(in the paint)",62,,69 (+7),,PPU 62-69 (+7),,"GOOD LAYUP by BROWN,NICK(fastbreak)(in the paint)",2
06:59,,,,,"FOUL  by SCINTA,BLAKE",,,"FOUL  by SCINTA,BLAKE",2
06:59,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
06:59,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
06:46,"TURNOVER  by HEATHERINGTON,ROB",,,,,,,"TURNOVER  by HEATHERINGTON,ROB",2
06:45,,,,,"STEAL  by MURRAY,RYAN",,,"STEAL  by MURRAY,RYAN",2
06:29,,62,,71 (+9),"GOOD LAYUP by KARSNER,JOSH(in the paint)",CENTRE_M 62-71 (+9),,"GOOD LAYUP by KARSNER,JOSH(in the paint)",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
06:11,"MISS 3PTR by NOSZKA,MATT",,,,,,,"MISS 3PTR by NOSZKA,MATT",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
06:10,"FOUL  by HETER,ALAN",,,,,,,"FOUL  by HETER,ALAN",2
06:07,,,,,"SUB IN by PERISIC,HARI",,,"SUB IN by PERISIC,HARI",2
06:07,,,,,"SUB OUT by PERISIC,HARI",,,"SUB OUT by PERISIC,HARI",2
05:36,,,,,"MISS 3PTR by LOPEZ,COLLIN",,,"MISS 3PTR by LOPEZ,COLLIN",2
--,"REBOUND DEF by MCNEAL,GABE",,,,,,,"REBOUND DEF by MCNEAL,GABE",2
05:31,"GOOD 3PTR by BROWN,NICK",65,,71 (+6),,PPU 65-71 (+6),,"GOOD 3PTR by BROWN,NICK",2
--,"ASSIST  by MCNEAL,GABE",,,,,,,"ASSIST  by MCNEAL,GABE",2
05:04,,65,,73 (+8),"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 65-73 (+8),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
--,,,,,"ASSIST  by WESLEY,TYLER",,,"ASSIST  by WESLEY,TYLER",2
04:45,"GOOD LAYUP by MCNEAL,GABE(in the paint)",67,,73 (+6),,PPU 67-73 (+6),,"GOOD LAYUP by MCNEAL,GABE(in the paint)",2
04:35,,,,,"TURNOVER  by MURRAY,RYAN",,,"TURNOVER  by MURRAY,RYAN",2
04:34,"STEAL  by HEATHERINGTON,ROB",,,,,,,"STEAL  by HEATHERINGTON,ROB",2
04:28,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
04:25,,,,,"STEAL  by WHITESIDE,DONOVAN",,,"STEAL  by WHITESIDE,DONOVAN",2
04:24,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",,,"MISS LAYUP by WHITESIDE,DONOVAN",2
--,"REBOUND DEF by BROWN,NICK",,,,,,,"REBOUND DEF by BROWN,NICK",2
04:17,,,,,"FOUL  by MURRAY,RYAN",,,"FOUL  by MURRAY,RYAN",2
04:17,"MISS FT by MCNEAL,GABE",,,,,,,"MISS FT by MCNEAL,GABE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
04:17,"GOOD FT by MCNEAL,GABE",68,,73 (+5),,PPU 68-73 (+5),,"GOOD FT by MCNEAL,GABE",2
04:17,,,,,"SUB IN by SCINTA,BLAKE",,,"SUB IN by SCINTA,BLAKE",2
04:17,,,,,"SUB IN by STEGGEMAN,ANDREW",,,"SUB IN by STEGGEMAN,ANDREW",2
04:17,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
04:17,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
04:00,,68,,76 (+8),"GOOD 3PTR by LOPEZ,COLLIN",CENTRE_M 68-76 (+8),,"GOOD 3PTR by LOPEZ,COLLIN",2
--,,,,,"ASSIST  by SCINTA,BLAKE",,,"ASSIST  by SCINTA,BLAKE",2
03:49,,,,,"FOUL  by STEGGEMAN,ANDREW",,,"FOUL  by STEGGEMAN,ANDREW",2
03:43,"MISS 3PTR by HEATHERINGTON,ROB",,,,,,,"MISS 3PTR by HEATHERINGTON,ROB",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
03:23,"FOUL  by BROWN,NICK",,,,,,,"FOUL  by BROWN,NICK",2
03:23,,,,,"MISS FT by SCINTA,BLAKE",,,"MISS FT by SCINTA,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:23,,68,,77 (+9),"GOOD FT by SCINTA,BLAKE",CENTRE_M 68-77 (+9),,"GOOD FT by SCINTA,BLAKE",2
03:08,"GOOD JUMPER by HETER,ALAN(in the paint)",70,,77 (+7),,PPU 70-77 (+7),,"GOOD JUMPER by HETER,ALAN(in the paint)",2
--,"ASSIST  by HEATHERINGTON,ROB",,,,,,,"ASSIST  by HEATHERINGTON,ROB",2
02:42,,70,,79 (+9),"GOOD DUNK by WESLEY,TYLER(in the paint)",CENTRE_M 70-79 (+9),,"GOOD DUNK by WESLEY,TYLER(in the paint)",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
02:35,"MISS LAYUP by HEATHERINGTON,ROB",,,,,,,"MISS LAYUP by HEATHERINGTON,ROB",2
--,"REBOUND OFF by HETER,ALAN",,,,,,,"REBOUND OFF by HETER,ALAN",2
02:32,,,,,"FOUL  by WHITESIDE,DONOVAN",,,"FOUL  by WHITESIDE,DONOVAN",2
02:32,"GOOD FT by HETER,ALAN",71,,79 (+8),,PPU 71-79 (+8),,"GOOD FT by HETER,ALAN",2
02:32,"GOOD FT by HETER,ALAN",72,,79 (+7),,PPU 72-79 (+7),,"GOOD FT by HETER,ALAN",2
02:20,,,,,"TURNOVER  by STEGGEMAN,ANDREW",,,"TURNOVER  by STEGGEMAN,ANDREW",2
02:10,"MISS LAYUP by BROWN,NICK",,,,,,,"MISS LAYUP by BROWN,NICK",2
--,"REBOUND OFF by NOSZKA,MATT",,,,,,,"REBOUND OFF by NOSZKA,MATT",2
02:07,,,,,"FOUL  by LOPEZ,COLLIN",,,"FOUL  by LOPEZ,COLLIN",2
02:07,"GOOD FT by NOSZKA,MATT",73,,79 (+6),,PPU 73-79 (+6),,"GOOD FT by NOSZKA,MATT",2
02:07,"GOOD FT by NOSZKA,MATT",74,,79 (+5),,PPU 74-79 (+5),,"GOOD FT by NOSZKA,MATT",2
02:07,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
02:07,,,,,"SUB OUT by LOPEZ,COLLIN",,,"SUB OUT by LOPEZ,COLLIN",2
01:36,,,,,"TURNOVER  by STEGGEMAN,ANDREW",,,"TURNOVER  by STEGGEMAN,ANDREW",2
01:34,"STEAL  by MCNEAL,GABE",,,,,,,"STEAL  by MCNEAL,GABE",2
01:33,"GOOD JUMPER by MCNEAL,GABE(fastbreak)",76,,79 (+3),,PPU 76-79 (+3),,"GOOD JUMPER by MCNEAL,GABE(fastbreak)",2
01:20,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:20,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",2
01:20,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
00:58,,,,,"TURNOVER  by WESLEY,TYLER",,,"TURNOVER  by WESLEY,TYLER",2
00:57,"STEAL  by HETER,ALAN",,,,,,,"STEAL  by HETER,ALAN",2
00:48,"MISS 3PTR by MCNEAL,GABE",,,,,,,"MISS 3PTR by MCNEAL,GABE",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
00:13,,,,,"MISS 3PTR by GUMP,MATT",,,"MISS 3PTR by GUMP,MATT",2
--,"REBOUND DEF by HEATHERINGTON,ROB",,,,,,,"REBOUND DEF by HEATHERINGTON,ROB",2
00:09,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:09,,,,,"SUB IN by TAYLOR,CHRIS",,,"SUB IN by TAYLOR,CHRIS",2
00:09,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
00:06,,,,,"FOUL  by TAYLOR,CHRIS",,,"FOUL  by TAYLOR,CHRIS",2
00:06,"MISS FT by HEATHERINGTON,ROB",,,,,,,"MISS FT by HEATHERINGTON,ROB",2
--,"REBOUND OFF by MCNEAL,GABE",,,,,,,"REBOUND OFF by MCNEAL,GABE",2
00:06,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
00:06,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
00:01,"TURNOVER  by MCNEAL,GABE",,,,,,,"TURNOVER  by MCNEAL,GABE",2
00:01,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",2
00:01,"FOUL  by HEATHERINGTON,ROB",,,,,,,"FOUL  by HEATHERINGTON,ROB",2
00:01,,76,,80 (+4),"GOOD FT by GUMP,MATT",CENTRE_M 76-80 (+4),,"GOOD FT by GUMP,MATT",2
00:01,,,,,"MISS FT by GUMP,MATT",,,"MISS FT by GUMP,MATT",2
--,"REBOUND DEF by HETER,ALAN",,,,,,,"REBOUND DEF by HETER,ALAN",2
