Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,CENTRE_M,Game Score,Team Indicator,Play,Period
12:18,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
11:59,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",2
11:54,,25,,48 (+23),"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",CENTRE_M 25-48 (+23),,"GOOD LAYUP by WHITESIDE,DONOVAN(in the paint)",2
11:40,"GOOD LAYUP by VANCE,LUKE(in the paint)",27,,48 (+21),,HCM 27-48 (+21),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
11:19,"FOUL  by VANCE,LUKE",,,,,,,"FOUL  by VANCE,LUKE",2
11:19,,27,,49 (+22),"GOOD FT by SCINTA,BLAKE",CENTRE_M 27-49 (+22),,"GOOD FT by SCINTA,BLAKE",2
11:19,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
11:19,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
11:19,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
11:19,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
11:19,,,,,"SUB IN by GEEGAN,MIKE",,,"SUB IN by GEEGAN,MIKE",2
11:19,,,,,"SUB IN by MURRAY,RYAN",,,"SUB IN by MURRAY,RYAN",2
11:19,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
11:19,,,,,"SUB OUT by STEGGEMAN,ANDREW",,,"SUB OUT by STEGGEMAN,ANDREW",2
11:03,,27,,50 (+23),"GOOD FT by SCINTA,BLAKE",CENTRE_M 27-50 (+23),,"GOOD FT by SCINTA,BLAKE",2
10:57,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,"REBOUND DEF by WESLEY,TYLER",,,"REBOUND DEF by WESLEY,TYLER",2
10:47,,27,,53 (+26),"GOOD 3PTR by GEEGAN,MIKE",CENTRE_M 27-53 (+26),,"GOOD 3PTR by GEEGAN,MIKE",2
--,,,,,"ASSIST  by WHITESIDE,DONOVAN",,,"ASSIST  by WHITESIDE,DONOVAN",2
10:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
10:27,"MISS LAYUP by PRIMM,COLTON",,,,,,,"MISS LAYUP by PRIMM,COLTON",2
--,,,,,"REBOUND DEF by SCINTA,BLAKE",,,"REBOUND DEF by SCINTA,BLAKE",2
10:13,,,,,"MISS 3PTR by MURRAY,RYAN",,,"MISS 3PTR by MURRAY,RYAN",2
--,"REBOUND DEF by PRIMM,COLTON",,,,,,,"REBOUND DEF by PRIMM,COLTON",2
09:55,"GOOD LAYUP by PRIMM,COLTON(in the paint)",29,,53 (+24),,HCM 29-53 (+24),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,"ASSIST  by TAULTON,JORDAN",,,,,,,"ASSIST  by TAULTON,JORDAN",2
09:37,"SUB IN by CONARD,ALEC",,,,,,,"SUB IN by CONARD,ALEC",2
09:37,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
09:37,,,,,"SUB IN by KARSNER,JOSH",,,"SUB IN by KARSNER,JOSH",2
09:37,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
09:28,,29,,55 (+26),"GOOD JUMPER by GEEGAN,MIKE",CENTRE_M 29-55 (+26),,"GOOD JUMPER by GEEGAN,MIKE",2
09:16,"MISS 3PTR by CONARD,ALEC",,,,,,,"MISS 3PTR by CONARD,ALEC",2
--,,,,,"REBOUND DEF by KARSNER,JOSH",,,"REBOUND DEF by KARSNER,JOSH",2
08:55,,29,,58 (+29),"GOOD 3PTR by SCINTA,BLAKE",CENTRE_M 29-58 (+29),,"GOOD 3PTR by SCINTA,BLAKE",2
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",2
08:37,"GOOD LAYUP by PRIMM,COLTON(in the paint)",31,,58 (+27),,HCM 31-58 (+27),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
08:35,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:35,,,,,"SUB IN by GUMP,MATT",,,"SUB IN by GUMP,MATT",2
08:35,,,,,"SUB OUT by WHITESIDE,DONOVAN",,,"SUB OUT by WHITESIDE,DONOVAN",2
08:17,,31,,60 (+29),"GOOD DUNK by SCINTA,BLAKE(in the paint)",CENTRE_M 31-60 (+29),,"GOOD DUNK by SCINTA,BLAKE(in the paint)",2
--,,,,,"ASSIST  by GEEGAN,MIKE",,,"ASSIST  by GEEGAN,MIKE",2
08:05,"GOOD LAYUP by VANCE,LUKE(in the paint)",33,,60 (+27),,HCM 33-60 (+27),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
07:49,,,,,"MISS LAYUP by GEEGAN,MIKE",,,"MISS LAYUP by GEEGAN,MIKE",2
07:49,"BLOCK  by VANCE,LUKE",,,,,,,"BLOCK  by VANCE,LUKE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
07:49,,,,,"SUB IN by WESLEY,TYLER",,,"SUB IN by WESLEY,TYLER",2
07:49,,,,,"SUB OUT by SCINTA,BLAKE",,,"SUB OUT by SCINTA,BLAKE",2
07:41,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
07:17,,33,,62 (+29),"GOOD JUMPER by MURRAY,RYAN",CENTRE_M 33-62 (+29),,"GOOD JUMPER by MURRAY,RYAN",2
07:02,"MISS LAYUP by PRIMM,COLTON",,,,,,,"MISS LAYUP by PRIMM,COLTON",2
07:02,,,,,"BLOCK  by WESLEY,TYLER",,,"BLOCK  by WESLEY,TYLER",2
--,"REBOUND OFF by PRIMM,COLTON",,,,,,,"REBOUND OFF by PRIMM,COLTON",2
06:57,"MISS LAYUP by PRIMM,COLTON",,,,,,,"MISS LAYUP by PRIMM,COLTON",2
--,"REBOUND OFF by VANCE,LUKE",,,,,,,"REBOUND OFF by VANCE,LUKE",2
06:50,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",2
06:49,,,,,"STEAL  by GUMP,MATT",,,"STEAL  by GUMP,MATT",2
06:25,,,,,"MISS 3PTR by GEEGAN,MIKE",,,"MISS 3PTR by GEEGAN,MIKE",2
--,"REBOUND DEF by VANCE,LUKE",,,,,,,"REBOUND DEF by VANCE,LUKE",2
06:14,"MISS LAYUP by GARRETT,TRAVIS",,,,,,,"MISS LAYUP by GARRETT,TRAVIS",2
--,"REBOUND OFF by PRIMM,COLTON",,,,,,,"REBOUND OFF by PRIMM,COLTON",2
06:11,"GOOD LAYUP by PRIMM,COLTON(in the paint)",35,,62 (+27),,HCM 35-62 (+27),,"GOOD LAYUP by PRIMM,COLTON(in the paint)",2
05:37,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
05:37,,35,,63 (+28),"GOOD FT by GUMP,MATT",CENTRE_M 35-63 (+28),,"GOOD FT by GUMP,MATT",2
05:37,,35,,64 (+29),"GOOD FT by GUMP,MATT",CENTRE_M 35-64 (+29),,"GOOD FT by GUMP,MATT",2
05:37,,,,,"SUB IN by ARNETT,MICHAEL",,,"SUB IN by ARNETT,MICHAEL",2
05:37,,,,,"SUB OUT by WESLEY,TYLER",,,"SUB OUT by WESLEY,TYLER",2
05:24,"GOOD LAYUP by VANCE,LUKE(in the paint)",37,,64 (+27),,HCM 37-64 (+27),,"GOOD LAYUP by VANCE,LUKE(in the paint)",2
04:52,,,,,"MISS LAYUP by MURRAY,RYAN",,,"MISS LAYUP by MURRAY,RYAN",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
04:42,"GOOD 3PTR by GARRETT,TRAVIS",40,,64 (+24),,HCM 40-64 (+24),,"GOOD 3PTR by GARRETT,TRAVIS",2
--,"ASSIST  by NIKOLOVSKI,DREW",,,,,,,"ASSIST  by NIKOLOVSKI,DREW",2
04:17,,40,,67 (+27),"GOOD 3PTR by KARSNER,JOSH",CENTRE_M 40-67 (+27),,"GOOD 3PTR by KARSNER,JOSH",2
04:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
04:15,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
04:15,"SUB OUT by CONARD,ALEC",,,,,,,"SUB OUT by CONARD,ALEC",2
04:15,,,,,"SUB IN by LOHR,MATT",,,"SUB IN by LOHR,MATT",2
04:15,,,,,"SUB IN by BABBITT,BARRY",,,"SUB IN by BABBITT,BARRY",2
04:15,,,,,"SUB IN by GRUBER,SAM",,,"SUB IN by GRUBER,SAM",2
04:15,,,,,"SUB OUT by GUMP,MATT",,,"SUB OUT by GUMP,MATT",2
04:15,,,,,"SUB OUT by KARSNER,JOSH",,,"SUB OUT by KARSNER,JOSH",2
04:15,,,,,"SUB OUT by MURRAY,RYAN",,,"SUB OUT by MURRAY,RYAN",2
04:06,"MISS JUMPER by TAULTON,JORDAN",,,,,,,"MISS JUMPER by TAULTON,JORDAN",2
--,,,,,"REBOUND DEF by ARNETT,MICHAEL",,,"REBOUND DEF by ARNETT,MICHAEL",2
03:51,,,,,"MISS LAYUP by ARNETT,MICHAEL",,,"MISS LAYUP by ARNETT,MICHAEL",2
03:51,"BLOCK  by PRIMM,COLTON",,,,,,,"BLOCK  by PRIMM,COLTON",2
--,,,,,"REBOUND OFF by GEEGAN,MIKE",,,"REBOUND OFF by GEEGAN,MIKE",2
03:42,,,,,"MISS 3PTR by GRUBER,SAM",,,"MISS 3PTR by GRUBER,SAM",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
03:42,"SUB IN by PURSCELL,COLTON",,,,,,,"SUB IN by PURSCELL,COLTON",2
03:42,"SUB OUT by TAULTON,JORDAN",,,,,,,"SUB OUT by TAULTON,JORDAN",2
03:38,,,,,"FOUL  by LOHR,MATT",,,"FOUL  by LOHR,MATT",2
03:38,"GOOD FT by VANCE,LUKE",41,,67 (+26),,HCM 41-67 (+26),,"GOOD FT by VANCE,LUKE",2
03:38,"MISS FT by VANCE,LUKE",,,,,,,"MISS FT by VANCE,LUKE",2
--,,,,,"REBOUND DEF by GRUBER,SAM",,,"REBOUND DEF by GRUBER,SAM",2
03:32,"FOUL  by PRIMM,COLTON",,,,,,,"FOUL  by PRIMM,COLTON",2
03:32,,41,,68 (+27),"GOOD FT by GEEGAN,MIKE",CENTRE_M 41-68 (+27),,"GOOD FT by GEEGAN,MIKE",2
03:32,,41,,69 (+28),"GOOD FT by GEEGAN,MIKE",CENTRE_M 41-69 (+28),,"GOOD FT by GEEGAN,MIKE",2
03:32,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
03:32,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
03:32,"SUB OUT by PRIMM,COLTON",,,,,,,"SUB OUT by PRIMM,COLTON",2
03:32,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
03:29,,,,,"SUB IN by MILLER,GUNNAR",,,"SUB IN by MILLER,GUNNAR",2
03:29,,,,,"SUB OUT by GEEGAN,MIKE",,,"SUB OUT by GEEGAN,MIKE",2
03:18,,,,,"FOUL  by LOHR,MATT",,,"FOUL  by LOHR,MATT",2
03:18,"GOOD FT by VANCE,LUKE",42,,69 (+27),,HCM 42-69 (+27),,"GOOD FT by VANCE,LUKE",2
03:18,"GOOD FT by VANCE,LUKE",43,,69 (+26),,HCM 43-69 (+26),,"GOOD FT by VANCE,LUKE",2
03:18,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
03:18,"SUB OUT by VANCE,LUKE",,,,,,,"SUB OUT by VANCE,LUKE",2
03:00,,43,,71 (+28),"GOOD JUMPER by ARNETT,MICHAEL",CENTRE_M 43-71 (+28),,"GOOD JUMPER by ARNETT,MICHAEL",2
--,,,,,"ASSIST  by BABBITT,BARRY",,,"ASSIST  by BABBITT,BARRY",2
02:45,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",45,,71 (+26),,HCM 45-71 (+26),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
02:22,,,,,"FOUL  by BABBITT,BARRY",,,"FOUL  by BABBITT,BARRY",2
02:22,,,,,"TURNOVER  by BABBITT,BARRY",,,"TURNOVER  by BABBITT,BARRY",2
02:12,,,,,"FOUL  by GRUBER,SAM",,,"FOUL  by GRUBER,SAM",2
02:12,"MISS FT by LITTLEFIELD,GEAREN",,,,,,,"MISS FT by LITTLEFIELD,GEAREN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:12,"GOOD FT by LITTLEFIELD,GEAREN",46,,71 (+25),,HCM 46-71 (+25),,"GOOD FT by LITTLEFIELD,GEAREN",2
01:58,,,,,"TURNOVER  by BABBITT,BARRY",,,"TURNOVER  by BABBITT,BARRY",2
01:56,"STEAL  by OGLE,JOHN",,,,,,,"STEAL  by OGLE,JOHN",2
01:50,"GOOD JUMPER by LITTLEFIELD,GEAREN",48,,71 (+23),,HCM 48-71 (+23),,"GOOD JUMPER by LITTLEFIELD,GEAREN",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
01:35,,,,,"FOUL  by LOHR,MATT",,,"FOUL  by LOHR,MATT",2
01:35,,,,,"TURNOVER  by KARSNER,JOSH",,,"TURNOVER  by KARSNER,JOSH",2
01:35,,,,,"SUB IN by SANDOVAL,MARK",,,"SUB IN by SANDOVAL,MARK",2
01:35,,,,,"SUB IN by CLARK,TANNER",,,"SUB IN by CLARK,TANNER",2
01:35,,,,,"SUB OUT by ARNETT,MICHAEL",,,"SUB OUT by ARNETT,MICHAEL",2
01:35,,,,,"SUB OUT by GRUBER,SAM",,,"SUB OUT by GRUBER,SAM",2
01:25,,,,,"FOUL  by GEEGAN,MIKE",,,"FOUL  by GEEGAN,MIKE",2
01:25,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",2
01:25,"GOOD FT by STEELE,AARON",49,,71 (+22),,HCM 49-71 (+22),,"GOOD FT by STEELE,AARON",2
01:25,"MISS FT by STEELE,AARON",,,,,,,"MISS FT by STEELE,AARON",2
--,,,,,"REBOUND DEF by MILLER,GUNNAR",,,"REBOUND DEF by MILLER,GUNNAR",2
01:05,,,,,"MISS JUMPER by SANDOVAL,MARK",,,"MISS JUMPER by SANDOVAL,MARK",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
01:03,"GOOD JUMPER by STEELE,AARON",51,,71 (+20),,HCM 51-71 (+20),,"GOOD JUMPER by STEELE,AARON",2
00:55,,,,,"MISS 3PTR by CLARK,TANNER",,,"MISS 3PTR by CLARK,TANNER",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:37,,,,,"FOUL  by MILLER,GUNNAR",,,"FOUL  by MILLER,GUNNAR",2
00:37,"GOOD FT by PURSCELL,COLTON",52,,71 (+19),,HCM 52-71 (+19),,"GOOD FT by PURSCELL,COLTON",2
00:37,"GOOD FT by PURSCELL,COLTON",53,,71 (+18),,HCM 53-71 (+18),,"GOOD FT by PURSCELL,COLTON",2
00:36,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",2
00:36,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
00:23,,,,,"TURNOVER  by MILLER,GUNNAR",,,"TURNOVER  by MILLER,GUNNAR",2
00:22,"STEAL  by STEELE,AARON",,,,,,,"STEAL  by STEELE,AARON",2
00:17,,,,,"FOUL  by MILLER,GUNNAR",,,"FOUL  by MILLER,GUNNAR",2
00:15,"GOOD FT by STEELE,AARON",54,,71 (+17),,HCM 54-71 (+17),,"GOOD FT by STEELE,AARON",2
00:15,"GOOD FT by STEELE,AARON",55,,71 (+16),,HCM 55-71 (+16),,"GOOD FT by STEELE,AARON",2
