Time Remaining,CENTRE_M,Away Team Score,Play Team Indicator,Home Team Score,HOPEMBB,Game Score,Team Indicator,Play,Period
00:43,"SUB OUT by WESLEY,TYLER",,,,,,,"SUB OUT by WESLEY,TYLER",2
00:43,,,,,"SUB IN by EIDSON,ALEX",,,"SUB IN by EIDSON,ALEX",2
00:43,,,,,"SUB OUT by BYERS,CALEB",,,"SUB OUT by BYERS,CALEB",2
00:42,"FOUL  by STEGGEMAN,ANDREW",,,,,,,"FOUL  by STEGGEMAN,ANDREW",2
00:42,,68,,73 (+5),"GOOD FT by GARDNER,BEN",HOPEMBB 68-73 (-5),,"GOOD FT by GARDNER,BEN",2
00:42,,,,,"MISS FT by GARDNER,BEN",,,"MISS FT by GARDNER,BEN",2
--,"REBOUND DEF by WHITESIDE,DONOVAN",,,,,,,"REBOUND DEF by WHITESIDE,DONOVAN",2
00:42,"SUB IN by SCINTA,BLAKE",,,,,,,"SUB IN by SCINTA,BLAKE",2
00:42,"SUB OUT by STEGGEMAN,ANDREW",,,,,,,"SUB OUT by STEGGEMAN,ANDREW",2
00:36,"MISS LAYUP by WHITESIDE,DONOVAN",,,,,,,"MISS LAYUP by WHITESIDE,DONOVAN",2
00:36,,,,,"BLOCK  by VANARENDONK,NATE",,,"BLOCK  by VANARENDONK,NATE",2
--,"REBOUND OFF by WHITESIDE,DONOVAN",,,,,,,"REBOUND OFF by WHITESIDE,DONOVAN",2
00:30,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
00:29,,,,,"STEAL  by GARDNER,BEN",,,"STEAL  by GARDNER,BEN",2
00:29,"FOUL  by GUMP,MATT",,,,,,,"FOUL  by GUMP,MATT",2
00:29,,68,,74 (+6),"GOOD FT by GARDNER,BEN",HOPEMBB 68-74 (-6),,"GOOD FT by GARDNER,BEN",2
00:29,,68,,75 (+7),"GOOD FT by GARDNER,BEN",HOPEMBB 68-75 (-7),,"GOOD FT by GARDNER,BEN",2
00:29,"SUB IN by MURRAY,RYAN",,,,,,,"SUB IN by MURRAY,RYAN",2
00:29,"SUB OUT by GUMP,MATT",,,,,,,"SUB OUT by GUMP,MATT",2
00:29,,,,,"SUB IN by BYERS,CALEB",,,"SUB IN by BYERS,CALEB",2
00:29,,,,,"SUB OUT by VANARENDONK,NATE",,,"SUB OUT by VANARENDONK,NATE",2
00:23,"TURNOVER  by WHITESIDE,DONOVAN",,,,,,,"TURNOVER  by WHITESIDE,DONOVAN",2
00:21,,,,,"STEAL  by CARLSON,CHAD",,,"STEAL  by CARLSON,CHAD",2
