Time Remaining,BSC,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
17:33,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",1
17:33,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
17:28,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",1
17:28,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",1
17:28,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",1
17:20,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",7,,8 (+1),,BSC 7-8 (+1),,"GOOD JUMPER by STEWART,CHRISTIAN(in the paint)",1
17:10,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",1
17:10,"STEAL  by GLOVER,CAMERON",,,,,,,"STEAL  by GLOVER,CAMERON",1
17:06,"GOOD JUMPER by GLOVER,CAMERON(fastbreak)(in the paint)",9 (+1),,8,,BSC 9-8 (-1),,"GOOD JUMPER by GLOVER,CAMERON(fastbreak)(in the paint)",1
16:54,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",1
16:54,"STEAL  by SIGLER,EVAN",,,,,,,"STEAL  by SIGLER,EVAN",1
16:40,"GOOD JUMPER by SPENCE,BEN(in the paint)",11 (+3),,8,,BSC 11-8 (-3),,"GOOD JUMPER by SPENCE,BEN(in the paint)",1
16:27,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",1
16:27,"STEAL  by SPENCE,BEN",,,,,,,"STEAL  by SPENCE,BEN",1
16:26,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",1
16:13,,11 (+1),,10,"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 11-10 (-1),,"GOOD JUMPER by WILEY,KOKI(in the paint)",1
15:56,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",1
15:56,"GOOD FT by GLOVER,CAMERON",12 (+2),,10,,BSC 12-10 (-2),,"GOOD FT by GLOVER,CAMERON",1
15:56,"GOOD FT by GLOVER,CAMERON",13 (+3),,10,,BSC 13-10 (-3),,"GOOD FT by GLOVER,CAMERON",1
15:56,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
15:56,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
15:56,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
15:56,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
15:56,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",1
15:56,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
15:56,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",1
15:56,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
15:52,,13 (+1),,12,"GOOD JUMPER by WILEY,KOKI(in the paint)",Rhodes 13-12 (-1),,"GOOD JUMPER by WILEY,KOKI(in the paint)",1
15:33,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",15 (+3),,12,,BSC 15-12 (-3),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",1
15:22,,,,,"MISS 3PTR by JAMES,MAC",,,"MISS 3PTR by JAMES,MAC",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
15:09,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",17 (+5),,12,,BSC 17-12 (-5),,"GOOD JUMPER by CHILDERS,JOSH(in the paint)",1
14:51,,,,,"MISS JUMPER by SHEN,KEVIN(in the paint)",,,"MISS JUMPER by SHEN,KEVIN(in the paint)",1
--,"REBOUND DEF by STEPHENS,TROY",,,,,,,"REBOUND DEF by STEPHENS,TROY",1
14:37,"MISS 3PTR by O'SULLIVAN,CONOR",,,,,,,"MISS 3PTR by O'SULLIVAN,CONOR",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
14:27,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
14:19,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",1
14:19,"MISS FT by CHILDERS,JOSH(fastbreak)",,,,,,,"MISS FT by CHILDERS,JOSH(fastbreak)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
14:19,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
14:19,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
14:19,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",1
14:19,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",1
14:19,,,,,"SUB IN by HIESTER,JACKSON",,,"SUB IN by HIESTER,JACKSON",1
14:19,,,,,"SUB IN by YOUNG,DEON",,,"SUB IN by YOUNG,DEON",1
14:19,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",1
14:19,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
14:19,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
14:19,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
14:19,"GOOD FT by CHILDERS,JOSH(fastbreak)",18 (+6),,12,,BSC 18-12 (-6),,"GOOD FT by CHILDERS,JOSH(fastbreak)",1
14:06,,,,,"MISS 3PTR by HIESTER,JACKSON",,,"MISS 3PTR by HIESTER,JACKSON",1
--,"REBOUND DEF by GONDA,MATT",,,,,,,"REBOUND DEF by GONDA,MATT",1
13:56,"TURNOVER  by SPENCE,BEN",,,,,,,"TURNOVER  by SPENCE,BEN",1
13:56,,,,,"STEAL  by HIESTER,JACKSON",,,"STEAL  by HIESTER,JACKSON",1
13:51,,18 (+4),,14,"GOOD JUMPER by WILEY,KOKI(fastbreak)(in the paint)",Rhodes 18-14 (-4),,"GOOD JUMPER by WILEY,KOKI(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by HIESTER,JACKSON",,,"ASSIST  by HIESTER,JACKSON",1
13:25,"MISS 3PTR by SPENCE,BEN",,,,,,,"MISS 3PTR by SPENCE,BEN",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
13:16,,,,,"MISS 3PTR by HIESTER,JACKSON",,,"MISS 3PTR by HIESTER,JACKSON",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
12:55,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
--,"REBOUND OFF by CHILDERS,JOSH",,,,,,,"REBOUND OFF by CHILDERS,JOSH",1
12:48,"MISS LAYUP by CHILDERS,JOSH(in the paint)",,,,,,,"MISS LAYUP by CHILDERS,JOSH(in the paint)",1
--,,,,,"REBOUND DEF by YOUNG,DEON",,,"REBOUND DEF by YOUNG,DEON",1
12:33,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
12:33,,,,,"MISS FT by YOUNG,DEON",,,"MISS FT by YOUNG,DEON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
12:33,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
12:33,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
12:33,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",1
12:33,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",1
12:33,,18 (+3),,15,"GOOD FT by YOUNG,DEON",Rhodes 18-15 (-3),,"GOOD FT by YOUNG,DEON",1
12:33,,,,,"SUB OUT by YOUNG,DEON",,,"SUB OUT by YOUNG,DEON",1
12:33,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",1
12:15,"MISS JUMPER by GONDA,MATT(in the paint)",,,,,,,"MISS JUMPER by GONDA,MATT(in the paint)",1
--,,,,,"REBOUND DEF by HIESTER,JACKSON",,,"REBOUND DEF by HIESTER,JACKSON",1
12:02,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
12:02,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
11:46,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
11:46,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
11:46,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",1
11:46,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",1
11:46,,,,,"SUB OUT by HIESTER,JACKSON",,,"SUB OUT by HIESTER,JACKSON",1
11:46,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",1
11:46,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",1
11:46,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
11:46,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
11:46,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",1
11:46,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",1
11:46,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",1
11:46,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
11:46,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
11:23,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",20 (+5),,15,,BSC 20-15 (-5),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
--,"ASSIST  by GONDA,MATT",,,,,,,"ASSIST  by GONDA,MATT",1
10:57,,,,,"MISS JUMPER by JAMES,MAC(in the paint)",,,"MISS JUMPER by JAMES,MAC(in the paint)",1
--,"REBOUND DEF by GLOVER,CAMERON",,,,,,,"REBOUND DEF by GLOVER,CAMERON",1
10:53,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",1
--,"REBOUND OFF by STEWART,CHRISTIAN",,,,,,,"REBOUND OFF by STEWART,CHRISTIAN",1
10:46,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",1
10:46,,,,,"STEAL  by SHEN,KEVIN",,,"STEAL  by SHEN,KEVIN",1
10:40,,20 (+3),,17,"GOOD JUMPER by CLAYTON,TJ(fastbreak)(in the paint)",Rhodes 20-17 (-3),,"GOOD JUMPER by CLAYTON,TJ(fastbreak)(in the paint)",1
10:13,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",1
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",1
10:05,"MISS 3PTR by GONDA,MATT",,,,,,,"MISS 3PTR by GONDA,MATT",1
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",1
09:46,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",1
09:46,,,,,"MISS FT by CLAYTON,TJ",,,"MISS FT by CLAYTON,TJ",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
09:46,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
09:46,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
09:46,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",1
09:46,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",1
09:46,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
09:46,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
09:46,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
09:46,"SUB IN by BRIGHT JR.,BRUCE",,,,,,,"SUB IN by BRIGHT JR.,BRUCE",1
09:46,,,,,"MISS FT by CLAYTON,TJ",,,"MISS FT by CLAYTON,TJ",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
09:31,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",22 (+5),,17,,BSC 22-17 (-5),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
09:16,,,,,"MISS 3PTR by WALKER,JEFFERSON",,,"MISS 3PTR by WALKER,JEFFERSON",1
--,"REBOUND DEF by SIGLER,EVAN",,,,,,,"REBOUND DEF by SIGLER,EVAN",1
09:09,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",1
09:09,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",1
09:05,"TURNOVER  by STEWART,CHRISTIAN",,,,,,,"TURNOVER  by STEWART,CHRISTIAN",1
08:37,,22 (+2),,20,"GOOD 3PTR by SHEN,KEVIN",Rhodes 22-20 (-2),,"GOOD 3PTR by SHEN,KEVIN",1
--,,,,,"ASSIST  by COOK,JEREMIAH",,,"ASSIST  by COOK,JEREMIAH",1
08:16,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",24 (+4),,20,,BSC 24-20 (-4),,"GOOD LAYUP by STEWART,CHRISTIAN(in the paint)",1
08:06,,24 (+1),,23,"GOOD 3PTR by WILEY,KOKI",Rhodes 24-23 (-1),,"GOOD 3PTR by WILEY,KOKI",1
--,,,,,"ASSIST  by WALKER,JEFFERSON",,,"ASSIST  by WALKER,JEFFERSON",1
07:44,"GOOD 3PTR by SIGLER,EVAN",27 (+4),,23,,BSC 27-23 (-4),,"GOOD 3PTR by SIGLER,EVAN",1
--,"ASSIST  by STEWART,CHRISTIAN",,,,,,,"ASSIST  by STEWART,CHRISTIAN",1
07:32,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,1
07:32,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",1
07:32,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",1
07:32,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",1
07:32,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",1
07:32,"SUB OUT by GLOVER,CAMERON",,,,,,,"SUB OUT by GLOVER,CAMERON",1
07:32,"SUB OUT by STEWART,CHRISTIAN",,,,,,,"SUB OUT by STEWART,CHRISTIAN",1
07:32,"SUB OUT by BRIGHT JR.,BRUCE",,,,,,,"SUB OUT by BRIGHT JR.,BRUCE",1
07:32,"SUB OUT by SIGLER,EVAN",,,,,,,"SUB OUT by SIGLER,EVAN",1
07:32,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
07:32,"SUB IN by STEPHENS,TROY",,,,,,,"SUB IN by STEPHENS,TROY",1
07:32,"SUB IN by CHILDERS,JOSH",,,,,,,"SUB IN by CHILDERS,JOSH",1
07:32,"SUB IN by SPENCE,BEN",,,,,,,"SUB IN by SPENCE,BEN",1
07:15,,27 (+2),,25,"GOOD JUMPER by GEORGETOWN II,ARNESS(in the paint)",Rhodes 27-25 (-2),,"GOOD JUMPER by GEORGETOWN II,ARNESS(in the paint)",1
--,,,,,"ASSIST  by COOK,JEREMIAH",,,"ASSIST  by COOK,JEREMIAH",1
07:01,"MISS JUMPER by STEPHENS,TROY(in the paint)",,,,,,,"MISS JUMPER by STEPHENS,TROY(in the paint)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
07:00,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
06:44,,27,,27,"GOOD JUMPER by ESSICK,JALEN(in the paint)",Rhodes 27-27 (0),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",1
06:26,"GOOD JUMPER by SPENCE,BEN(in the paint)",29 (+2),,27,,BSC 29-27 (-2),,"GOOD JUMPER by SPENCE,BEN(in the paint)",1
05:50,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
05:50,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
05:50,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
05:50,"SUB OUT by GONDA,MATT",,,,,,,"SUB OUT by GONDA,MATT",1
05:50,"SUB OUT by O'SULLIVAN,CONOR",,,,,,,"SUB OUT by O'SULLIVAN,CONOR",1
05:50,"SUB IN by KANE,DENMAN",,,,,,,"SUB IN by KANE,DENMAN",1
05:50,"SUB IN by GLOVER,CAMERON",,,,,,,"SUB IN by GLOVER,CAMERON",1
05:36,"TURNOVER  by KANE,DENMAN",,,,,,,"TURNOVER  by KANE,DENMAN",1
05:25,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,"MISS JUMPER by ESSICK,JALEN(in the paint)",1
--,"REBOUND DEF by KANE,DENMAN",,,,,,,"REBOUND DEF by KANE,DENMAN",1
05:12,"MISS JUMPER by CHILDERS,JOSH(in the paint)",,,,,,,"MISS JUMPER by CHILDERS,JOSH(in the paint)",1
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
05:01,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
05:01,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",1
05:00,"FOUL  by GLOVER,CAMERON",,,,,,,"FOUL  by GLOVER,CAMERON",1
04:56,,,,,"TURNOVER  by HIESTER,JACKSON",,,"TURNOVER  by HIESTER,JACKSON",1
04:56,"STEAL  by KANE,DENMAN",,,,,,,"STEAL  by KANE,DENMAN",1
04:52,"GOOD LAYUP by GLOVER,CAMERON(fastbreak)(in the paint)",31 (+4),,27,,BSC 31-27 (-4),,"GOOD LAYUP by GLOVER,CAMERON(fastbreak)(in the paint)",1
--,"ASSIST  by KANE,DENMAN",,,,,,,"ASSIST  by KANE,DENMAN",1
04:32,,,,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",,,"MISS JUMPER by WALKER,JEFFERSON(in the paint)",1
--,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
04:24,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",1
04:24,,31 (+2),,29,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",Rhodes 31-29 (-2),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",1
--,"REBOUND OFF by SPENCE,BEN",,,,,,,"REBOUND OFF by SPENCE,BEN",1
04:20,"MISS 3PTR by KANE,DENMAN",,,,,,,"MISS 3PTR by KANE,DENMAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
04:20,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",1
04:19,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
04:19,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",1
04:19,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",1
04:19,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",1
04:18,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",1
04:12,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",1
04:12,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
04:12,"MISS FT by STEPHENS,TROY(fastbreak)",,,,,,,"MISS FT by STEPHENS,TROY(fastbreak)",1
--,,,,,"REBOUND DEF by HIESTER,JACKSON",,,"REBOUND DEF by HIESTER,JACKSON",1
04:12,"FOUL  by CHILDERS,JOSH",,,,,,,"FOUL  by CHILDERS,JOSH",1
04:12,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",1
04:12,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",1
03:52,,31,,31,"GOOD JUMPER by ESSICK,JALEN",Rhodes 31-31 (0),,"GOOD JUMPER by ESSICK,JALEN",1
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",1
03:37,"GOOD JUMPER by STEPHENS,TROY(in the paint)",33 (+2),,31,,BSC 33-31 (-2),,"GOOD JUMPER by STEPHENS,TROY(in the paint)",1
03:26,,33,,33,"GOOD JUMPER by JAMES,MAC(in the paint)",Rhodes 33-33 (0),,"GOOD JUMPER by JAMES,MAC(in the paint)",1
03:13,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",1
03:13,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
03:13,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",1
03:13,"GOOD FT by STEPHENS,TROY",34 (+1),,33,,BSC 34-33 (-1),,"GOOD FT by STEPHENS,TROY",1
03:13,"GOOD FT by STEPHENS,TROY",35 (+2),,33,,BSC 35-33 (-2),,"GOOD FT by STEPHENS,TROY",1
03:13,"SUB OUT by KANE,DENMAN",,,,,,,"SUB OUT by KANE,DENMAN",1
03:13,"SUB OUT by STEPHENS,TROY",,,,,,,"SUB OUT by STEPHENS,TROY",1
03:13,"SUB OUT by CHILDERS,JOSH",,,,,,,"SUB OUT by CHILDERS,JOSH",1
03:13,"SUB OUT by SPENCE,BEN",,,,,,,"SUB OUT by SPENCE,BEN",1
03:13,"SUB IN by GONDA,MATT",,,,,,,"SUB IN by GONDA,MATT",1
03:13,"SUB IN by O'SULLIVAN,CONOR",,,,,,,"SUB IN by O'SULLIVAN,CONOR",1
03:13,"SUB IN by STEWART,CHRISTIAN",,,,,,,"SUB IN by STEWART,CHRISTIAN",1
03:13,"SUB IN by SIGLER,EVAN",,,,,,,"SUB IN by SIGLER,EVAN",1
03:13,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",1
03:13,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",1
02:51,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,"MISS JUMPER by ESSICK,JALEN(in the paint)",1
--,,,,,"REBOUND OFF by HIESTER,JACKSON",,,"REBOUND OFF by HIESTER,JACKSON",1
02:48,,35,,35,"GOOD LAYUP by HIESTER,JACKSON(in the paint)",Rhodes 35-35 (0),,"GOOD LAYUP by HIESTER,JACKSON(in the paint)",1
02:33,"TURNOVER  by GONDA,MATT",,,,,,,"TURNOVER  by GONDA,MATT",1
02:33,,,,,"STEAL  by HIESTER,JACKSON",,,"STEAL  by HIESTER,JACKSON",1
02:25,,,,,"MISS LAYUP by HIESTER,JACKSON(in the paint)",,,"MISS LAYUP by HIESTER,JACKSON(in the paint)",1
--,,,,,"REBOUND OFF by ESSICK,JALEN",,,"REBOUND OFF by ESSICK,JALEN",1
02:21,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",1
--,"REBOUND DEF by GLOVER,CAMERON",,,,,,,"REBOUND DEF by GLOVER,CAMERON",1
02:16,"GOOD JUMPER by GLOVER,CAMERON(fastbreak)(in the paint)",37 (+2),,35,,BSC 37-35 (-2),,"GOOD JUMPER by GLOVER,CAMERON(fastbreak)(in the paint)",1
02:07,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",1
--,"REBOUND DEF by STEWART,CHRISTIAN",,,,,,,"REBOUND DEF by STEWART,CHRISTIAN",1
02:02,"MISS 3PTR by SIGLER,EVAN",,,,,,,"MISS 3PTR by SIGLER,EVAN",1
--,,,,,"REBOUND DEF by HIESTER,JACKSON",,,"REBOUND DEF by HIESTER,JACKSON",1
01:37,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",,,"MISS JUMPER by GEORGETOWN II,ARNESS",1
--,"REBOUND DEF by O'SULLIVAN,CONOR",,,,,,,"REBOUND DEF by O'SULLIVAN,CONOR",1
