Time Remaining,RHOM,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
16:02,,33,,44 (+11),"GOOD LAYUP by JENEI,RYAN(in the paint)",OUM 33-44 (-11),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
16:02,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
16:02,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:43,"MISS 3PTR by ESSICK,JALEN",,,,,,,"MISS 3PTR by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
15:29,,,,,"TURNOVER  by MURRAH,JACK",,,"TURNOVER  by MURRAH,JACK",2
15:28,"STEAL  by WALKER,JEFFERSON",,,,,,,"STEAL  by WALKER,JEFFERSON",2
15:25,"GOOD 3PTR by JAMES,MAC",36,,44 (+8),,RHOM 36-44 (-8),,"GOOD 3PTR by JAMES,MAC",2
--,"ASSIST  by SHEN,KEVIN",,,,,,,"ASSIST  by SHEN,KEVIN",2
15:04,"FOUL  by HIESTER,JACKSON",,,,,,,"FOUL  by HIESTER,JACKSON",2
15:04,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:04,"SUB IN by TEAL,AARON",,,,,,,"SUB IN by TEAL,AARON",2
15:04,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
14:53,,36,,47 (+11),"GOOD 3PTR by JENEI,RYAN",OUM 36-47 (-11),,"GOOD 3PTR by JENEI,RYAN",2
--,,,,,"ASSIST  by SONE,CARLOS",,,"ASSIST  by SONE,CARLOS",2
14:36,,,,,"FOUL  by MURRAH,JACK",,,"FOUL  by MURRAH,JACK",2
14:36,"MISS FT by WALKER,JEFFERSON",,,,,,,"MISS FT by WALKER,JEFFERSON",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:36,"GOOD FT by WALKER,JEFFERSON",37,,47 (+10),,RHOM 37-47 (-10),,"GOOD FT by WALKER,JEFFERSON",2
14:36,,,,,"SUB IN by PALMER,CHRISTIAN",,,"SUB IN by PALMER,CHRISTIAN",2
14:36,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
14:10,,,,,"MISS LAYUP by SONE,CARLOS",,,"MISS LAYUP by SONE,CARLOS",2
--,"REBOUND DEF by HIESTER,JACKSON",,,,,,,"REBOUND DEF by HIESTER,JACKSON",2
14:04,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",2
14:04,,,,,"STEAL  by SONE,CARLOS",,,"STEAL  by SONE,CARLOS",2
14:00,,37,,50 (+13),"GOOD 3PTR by JENEI,RYAN",OUM 37-50 (-13),,"GOOD 3PTR by JENEI,RYAN",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
13:42,"MISS LAYUP by JAMES,MAC",,,,,,,"MISS LAYUP by JAMES,MAC",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
13:36,,,,,"FOUL  by SWILLING,BRETT",,,"FOUL  by SWILLING,BRETT",2
13:36,,,,,"TURNOVER  by SWILLING,BRETT",,,"TURNOVER  by SWILLING,BRETT",2
13:36,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
13:36,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
13:36,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
13:36,"SUB IN by LAMEY,HAYDEN",,,,,,,"SUB IN by LAMEY,HAYDEN",2
13:36,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
13:36,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
13:36,"SUB OUT by TEAL,AARON",,,,,,,"SUB OUT by TEAL,AARON",2
13:36,"SUB OUT by HIESTER,JACKSON",,,,,,,"SUB OUT by HIESTER,JACKSON",2
13:36,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
13:36,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
13:20,"MISS 3PTR by LAMEY,HAYDEN",,,,,,,"MISS 3PTR by LAMEY,HAYDEN",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
13:06,,,,,"MISS 3PTR by SONE,CARLOS",,,"MISS 3PTR by SONE,CARLOS",2
--,"REBOUND DEF by LAMEY,HAYDEN",,,,,,,"REBOUND DEF by LAMEY,HAYDEN",2
12:52,"GOOD LAYUP by SHEN,KEVIN(in the paint)",39,,50 (+11),,RHOM 39-50 (-11),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
12:30,,,,,"TURNOVER  by PALMER,CHRISTIAN",,,"TURNOVER  by PALMER,CHRISTIAN",2
12:29,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
12:29,,,,,"SUB OUT by SONE,CARLOS",,,"SUB OUT by SONE,CARLOS",2
12:13,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
12:13,"MISS FT by WILEY,KOKI",,,,,,,"MISS FT by WILEY,KOKI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
12:13,"GOOD FT by WILEY,KOKI",40,,50 (+10),,RHOM 40-50 (-10),,"GOOD FT by WILEY,KOKI",2
12:06,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
12:05,"STEAL  by WILEY,KOKI",,,,,,,"STEAL  by WILEY,KOKI",2
12:01,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",42,,50 (+8),,RHOM 42-50 (-8),,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",2
11:59,,,,,"FOUL  by PALMER,CHRISTIAN",,,"FOUL  by PALMER,CHRISTIAN",2
11:59,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:59,"GOOD FT by WILEY,KOKI",43,,50 (+7),,RHOM 43-50 (-7),,"GOOD FT by WILEY,KOKI",2
11:59,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
11:59,,,,,"SUB OUT by SWILLING,BRETT",,,"SUB OUT by SWILLING,BRETT",2
11:42,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
11:35,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",45,,50 (+5),,RHOM 45-50 (-5),,"GOOD LAYUP by WILEY,KOKI(fastbreak)(in the paint)",2
11:23,,,,,"MISS LAYUP by JENEI,RYAN",,,"MISS LAYUP by JENEI,RYAN",2
11:23,"BLOCK  by CLAYTON,TJ",,,,,,,"BLOCK  by CLAYTON,TJ",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
11:09,,,,,"SUB IN by SONE,CARLOS",,,"SUB IN by SONE,CARLOS",2
11:09,,,,,"SUB OUT by PALMER,CHRISTIAN",,,"SUB OUT by PALMER,CHRISTIAN",2
10:55,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
10:55,"GOOD FT by SHEN,KEVIN",46,,50 (+4),,RHOM 46-50 (-4),,"GOOD FT by SHEN,KEVIN",2
10:55,"GOOD FT by SHEN,KEVIN",47,,50 (+3),,RHOM 47-50 (-3),,"GOOD FT by SHEN,KEVIN",2
10:43,,47,,53 (+6),"GOOD 3PTR by FOSTER,LANE",OUM 47-53 (-6),,"GOOD 3PTR by FOSTER,LANE",2
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",2
10:29,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
10:24,"FOUL  by LAMEY,HAYDEN",,,,,,,"FOUL  by LAMEY,HAYDEN",2
10:24,,,,,"MISS FT by EZIGBO,UBA",,,"MISS FT by EZIGBO,UBA",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
10:24,,,,,"MISS FT by EZIGBO,UBA",,,"MISS FT by EZIGBO,UBA",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
10:24,"SUB IN by TEAL,AARON",,,,,,,"SUB IN by TEAL,AARON",2
10:24,"SUB OUT by LAMEY,HAYDEN",,,,,,,"SUB OUT by LAMEY,HAYDEN",2
10:10,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",49,,53 (+4),,RHOM 49-53 (-4),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
09:33,,,,,"MISS JUMPER by EZIGBO,UBA",,,"MISS JUMPER by EZIGBO,UBA",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
09:17,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",51,,53 (+2),,RHOM 51-53 (-2),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
09:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
08:57,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
08:55,,51,,55 (+4),"GOOD LAYUP by EZIGBO,UBA(in the paint)",OUM 51-55 (-4),,"GOOD LAYUP by EZIGBO,UBA(in the paint)",2
--,,,,,"ASSIST  by FOSTER,LANE",,,"ASSIST  by FOSTER,LANE",2
08:42,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",2
08:41,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",2
08:38,,51,,57 (+6),"GOOD LAYUP by EZIGBO,UBA(fastbreak)(in the paint)",OUM 51-57 (-6),,"GOOD LAYUP by EZIGBO,UBA(fastbreak)(in the paint)",2
08:26,"MISS 3PTR by TEAL,AARON",,,,,,,"MISS 3PTR by TEAL,AARON",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
08:14,,51,,60 (+9),"GOOD 3PTR by JENEI,RYAN(fastbreak)",OUM 51-60 (-9),,"GOOD 3PTR by JENEI,RYAN(fastbreak)",2
--,,,,,"ASSIST  by MURRAH,JACK",,,"ASSIST  by MURRAH,JACK",2
07:57,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",2
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
07:46,,,,,"FOUL  by EZIGBO,UBA",,,"FOUL  by EZIGBO,UBA",2
07:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:46,"GOOD FT by GEORGETOWN II,ARNESS",52,,60 (+8),,RHOM 52-60 (-8),,"GOOD FT by GEORGETOWN II,ARNESS",2
07:46,"GOOD FT by GEORGETOWN II,ARNESS",53,,60 (+7),,RHOM 53-60 (-7),,"GOOD FT by GEORGETOWN II,ARNESS",2
07:46,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
07:46,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
07:46,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
07:46,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
07:46,,,,,"SUB IN by SWILLING,BRETT",,,"SUB IN by SWILLING,BRETT",2
07:46,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
07:36,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by TEAL,AARON",,,,,,,"REBOUND DEF by TEAL,AARON",2
07:19,,,,,"FOUL  by SWILLING,BRETT",,,"FOUL  by SWILLING,BRETT",2
07:19,"GOOD FT by JAMES,MAC",54,,60 (+6),,RHOM 54-60 (-6),,"GOOD FT by JAMES,MAC",2
07:19,"GOOD FT by JAMES,MAC",55,,60 (+5),,RHOM 55-60 (-5),,"GOOD FT by JAMES,MAC",2
06:58,,55,,63 (+8),"GOOD 3PTR by MURRAH,JACK",OUM 55-63 (-8),,"GOOD 3PTR by MURRAH,JACK",2
--,,,,,"ASSIST  by JENEI,RYAN",,,"ASSIST  by JENEI,RYAN",2
06:56,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
06:56,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
06:56,"SUB OUT by TEAL,AARON",,,,,,,"SUB OUT by TEAL,AARON",2
06:29,"GOOD JUMPER by ESSICK,JALEN",57,,63 (+6),,RHOM 57-63 (-6),,"GOOD JUMPER by ESSICK,JALEN",2
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",2
06:06,,57,,65 (+8),"GOOD LAYUP by FOSTER,LANE(in the paint)",OUM 57-65 (-8),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
05:42,"TURNOVER  by ESSICK,JALEN",,,,,,,"TURNOVER  by ESSICK,JALEN",2
05:41,,,,,"STEAL  by SWILLING,BRETT",,,"STEAL  by SWILLING,BRETT",2
05:33,,57,,67 (+10),"GOOD LAYUP by SONE,CARLOS(in the paint)",OUM 57-67 (-10),,"GOOD LAYUP by SONE,CARLOS(in the paint)",2
05:18,"GOOD 3PTR by WILEY,KOKI",60,,67 (+7),,RHOM 60-67 (-7),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by GEORGETOWN II,ARNESS",,,,,,,"ASSIST  by GEORGETOWN II,ARNESS",2
04:48,,60,,69 (+9),"GOOD JUMPER by FOSTER,LANE",OUM 60-69 (-9),,"GOOD JUMPER by FOSTER,LANE",2
04:28,"MISS LAYUP by GEORGETOWN II,ARNESS",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
04:24,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
04:24,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
04:24,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
04:24,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
04:24,,,,,"SUB OUT by SWILLING,BRETT",,,"SUB OUT by SWILLING,BRETT",2
04:17,"MISS LAYUP by SHEN,KEVIN",,,,,,,"MISS LAYUP by SHEN,KEVIN",2
04:17,,,,,"BLOCK  by MURRAH,JACK",,,"BLOCK  by MURRAH,JACK",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
04:06,,,,,"MISS LAYUP by EZIGBO,UBA",,,"MISS LAYUP by EZIGBO,UBA",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:56,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",2
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",2
03:52,,60,,71 (+11),"GOOD LAYUP by JENEI,RYAN(in the paint)",OUM 60-71 (-11),,"GOOD LAYUP by JENEI,RYAN(in the paint)",2
03:44,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",62,,71 (+9),,RHOM 62-71 (-9),,"GOOD LAYUP by WALKER,JEFFERSON(in the paint)",2
03:15,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
03:15,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:15,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
03:15,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
03:15,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
03:15,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
03:10,,,,,"MISS JUMPER by FOSTER,LANE",,,"MISS JUMPER by FOSTER,LANE",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
02:50,"MISS LAYUP by WALKER,JEFFERSON",,,,,,,"MISS LAYUP by WALKER,JEFFERSON",2
02:38,,,,,"BLOCK  by JENEI,RYAN",,,"BLOCK  by JENEI,RYAN",2
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",2
02:23,,,,,"MISS 3PTR by FOSTER,LANE",,,"MISS 3PTR by FOSTER,LANE",2
--,,,,,"REBOUND OFF by SONE,CARLOS",,,"REBOUND OFF by SONE,CARLOS",2
02:20,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",2
02:16,,,,,"FOUL  by SONE,CARLOS",,,"FOUL  by SONE,CARLOS",2
02:16,"GOOD FT by JAMES,MAC",63,,71 (+8),,RHOM 63-71 (-8),,"GOOD FT by JAMES,MAC",2
02:16,"GOOD FT by JAMES,MAC",64,,71 (+7),,RHOM 64-71 (-7),,"GOOD FT by JAMES,MAC",2
02:16,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
02:16,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
02:09,,,,,"TURNOVER  by FOSTER,LANE",,,"TURNOVER  by FOSTER,LANE",2
02:09,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
02:09,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
02:09,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
02:09,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
01:57,"MISS LAYUP by GEORGETOWN II,ARNESS",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
01:53,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
01:53,,64,,72 (+8),"GOOD FT by FOSTER,LANE",OUM 64-72 (-8),,"GOOD FT by FOSTER,LANE",2
01:53,,64,,73 (+9),"GOOD FT by FOSTER,LANE",OUM 64-73 (-9),,"GOOD FT by FOSTER,LANE",2
01:24,"GOOD 3PTR by WILEY,KOKI",67,,73 (+6),,RHOM 67-73 (-6),,"GOOD 3PTR by WILEY,KOKI",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
01:14,"FOUL  by ESSICK,JALEN",,,,,,,"FOUL  by ESSICK,JALEN",2
01:14,,67,,74 (+7),"GOOD FT by FOSTER,LANE",OUM 67-74 (-7),,"GOOD FT by FOSTER,LANE",2
01:14,,67,,75 (+8),"GOOD FT by FOSTER,LANE",OUM 67-75 (-8),,"GOOD FT by FOSTER,LANE",2
01:06,"GOOD LAYUP by WILEY,KOKI(in the paint)",69,,75 (+6),,RHOM 69-75 (-6),,"GOOD LAYUP by WILEY,KOKI(in the paint)",2
01:06,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
01:06,"GOOD FT by WILEY,KOKI",70,,75 (+5),,RHOM 70-75 (-5),,"GOOD FT by WILEY,KOKI",2
01:06,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
01:06,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
01:06,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",2
01:06,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
01:06,,,,,"SUB IN by SWILLING,BRETT",,,"SUB IN by SWILLING,BRETT",2
01:06,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
01:01,,,,,"FOUL  by JENEI,RYAN",,,"FOUL  by JENEI,RYAN",2
01:01,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",2
01:01,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
01:01,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
00:49,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
00:46,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",72,,75 (+3),,RHOM 72-75 (-3),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
00:45,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
00:39,,,,,"SUB IN by PALMER,CHRISTIAN",,,"SUB IN by PALMER,CHRISTIAN",2
00:39,,,,,"SUB OUT by SWILLING,BRETT",,,"SUB OUT by SWILLING,BRETT",2
00:28,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
00:28,,72,,76 (+4),"GOOD FT by MURRAH,JACK",OUM 72-76 (-4),,"GOOD FT by MURRAH,JACK",2
00:28,,,,,"MISS FT by MURRAH,JACK",,,"MISS FT by MURRAH,JACK",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
00:28,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",2
00:28,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
00:28,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
00:28,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",2
00:10,"MISS LAYUP by SHEN,KEVIN",,,,,,,"MISS LAYUP by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
00:07,"FOUL  by WILEY,KOKI",,,,,,,"FOUL  by WILEY,KOKI",2
00:07,,72,,77 (+5),"GOOD FT by FOSTER,LANE",OUM 72-77 (-5),,"GOOD FT by FOSTER,LANE",2
00:07,,72,,78 (+6),"GOOD FT by FOSTER,LANE",OUM 72-78 (-6),,"GOOD FT by FOSTER,LANE",2
00:07,"SUB IN by TEAL,AARON",,,,,,,"SUB IN by TEAL,AARON",2
00:07,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
00:07,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
00:07,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
00:01,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,"REBOUND OFF by WALKER,JEFFERSON",,,,,,,"REBOUND OFF by WALKER,JEFFERSON",2
