Time Remaining,Sal,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
01:20,,,,,"TURNOVER  by COOK,JEREMIAH",,,"TURNOVER  by COOK,JEREMIAH",1
01:20,"STEAL  by CRAIG,BRANDON",,,,,,,"STEAL  by CRAIG,BRANDON",1
01:03,"MISS 3PTR by BRIDDELL,GARY",,,,,,,"MISS 3PTR by BRIDDELL,GARY",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
00:36,,,,,"TURNOVER  by COOK,JEREMIAH",,,"TURNOVER  by COOK,JEREMIAH",1
00:36,"STEAL  by BRIDDELL,GARY",,,,,,,"STEAL  by BRIDDELL,GARY",1
00:36,,,,,"FOUL  by FITZGERALD,DAVID",,,"FOUL  by FITZGERALD,DAVID",1
00:36,"GOOD FT by BRIDDELL,GARY",29 (+3),,26,,Sal 29-26 (-3),,"GOOD FT by BRIDDELL,GARY",1
00:36,,,,,"SUB OUT by FITZGERALD,DAVID",,,"SUB OUT by FITZGERALD,DAVID",1
00:36,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",1
00:36,"MISS FT by BRIDDELL,GARY",,,,,,,"MISS FT by BRIDDELL,GARY",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
00:20,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",1
--,,,,,"REBOUND OFF by WILLIAMS,ZAVIEN",,,"REBOUND OFF by WILLIAMS,ZAVIEN",1
00:17,"SUB OUT by OATES,JORDAN",,,,,,,"SUB OUT by OATES,JORDAN",1
00:17,"SUB IN by CARR,SEAN",,,,,,,"SUB IN by CARR,SEAN",1
00:16,"SUB OUT by BRIDDELL,GARY",,,,,,,"SUB OUT by BRIDDELL,GARY",1
00:16,"SUB IN by HEARD,CAMERON",,,,,,,"SUB IN by HEARD,CAMERON",1
00:02,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",1
--,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
00:00,"FOUL  by CRAIG,BRANDON",,,,,,,"FOUL  by CRAIG,BRANDON",1
00:00,,,,,"MISS FT by GEORGETOWN II,ARNESS",,,"MISS FT by GEORGETOWN II,ARNESS",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
00:00,,29 (+2),,27,"GOOD FT by GEORGETOWN II,ARNESS",Rhodes 29-27 (-2),,"GOOD FT by GEORGETOWN II,ARNESS",1
20:00,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
20:00,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
20:00,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
20:00,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
20:00,"SUB OUT by HEARD,CAMERON",,,,,,,"SUB OUT by HEARD,CAMERON",2
20:00,"SUB OUT by GOYENA,ROB",,,,,,,"SUB OUT by GOYENA,ROB",2
20:00,"SUB IN by BRIDDELL,GARY",,,,,,,"SUB IN by BRIDDELL,GARY",2
20:00,"SUB IN by FIERSTEIN,JOHNNY",,,,,,,"SUB IN by FIERSTEIN,JOHNNY",2
19:48,"GOOD JUMPER by BRIDDELL,GARY(in the paint)",31 (+4),,27,,Sal 31-27 (-4),,"GOOD JUMPER by BRIDDELL,GARY(in the paint)",2
19:29,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",2
--,"REBOUND DEF by FIERSTEIN,JOHNNY",,,,,,,"REBOUND DEF by FIERSTEIN,JOHNNY",2
19:15,"GOOD 3PTR by BLOODSWOTH,GREG",34 (+7),,27,,Sal 34-27 (-7),,"GOOD 3PTR by BLOODSWOTH,GREG",2
--,"ASSIST  by CARR,SEAN",,,,,,,"ASSIST  by CARR,SEAN",2
19:03,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",2
19:03,"STEAL  by BLOODSWOTH,GREG",,,,,,,"STEAL  by BLOODSWOTH,GREG",2
18:58,"GOOD LAYUP by CRAIG,BRANDON(fastbreak)(in the paint)",36 (+9),,27,,Sal 36-27 (-9),,"GOOD LAYUP by CRAIG,BRANDON(fastbreak)(in the paint)",2
--,"ASSIST  by BLOODSWOTH,GREG",,,,,,,"ASSIST  by BLOODSWOTH,GREG",2
18:49,"FOUL  by BRIDDELL,GARY",,,,,,,"FOUL  by BRIDDELL,GARY",2
18:49,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
18:49,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
18:49,"SUB OUT by BRIDDELL,GARY",,,,,,,"SUB OUT by BRIDDELL,GARY",2
18:49,"SUB IN by HEARD,CAMERON",,,,,,,"SUB IN by HEARD,CAMERON",2
18:31,,,,,"TURNOVER  by WALKER,JEFFERSON",,,"TURNOVER  by WALKER,JEFFERSON",2
18:13,"TURNOVER  by CARR,SEAN",,,,,,,"TURNOVER  by CARR,SEAN",2
18:13,,,,,"STEAL  by WILLIAMS,ZAVIEN",,,"STEAL  by WILLIAMS,ZAVIEN",2
18:13,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
18:13,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
17:58,,36 (+7),,29,"GOOD JUMPER by GEORGETOWN II,ARNESS",Rhodes 36-29 (-7),,"GOOD JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"ASSIST  by WILEY,KOKI",,,"ASSIST  by WILEY,KOKI",2
17:52,"MISS JUMPER by BLOODSWOTH,GREG",,,,,,,"MISS JUMPER by BLOODSWOTH,GREG",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
17:51,"FOUL  by CARR,SEAN",,,,,,,"FOUL  by CARR,SEAN",2
17:40,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
17:18,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by CRAIG,BRANDON",,,,,,,"REBOUND DEF by CRAIG,BRANDON",2
17:06,"MISS LAYUP by CARR,SEAN(in the paint)",,,,,,,"MISS LAYUP by CARR,SEAN(in the paint)",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
17:01,"FOUL  by HEARD,CAMERON",,,,,,,"FOUL  by HEARD,CAMERON",2
17:01,,36 (+6),,30,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 36-30 (-6),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
17:01,"SUB OUT by HEARD,CAMERON",,,,,,,"SUB OUT by HEARD,CAMERON",2
17:01,"SUB IN by LEBONZO,SIDNEY",,,,,,,"SUB IN by LEBONZO,SIDNEY",2
17:01,,,,,"MISS FT by WILLIAMS,ZAVIEN(fastbreak)",,,"MISS FT by WILLIAMS,ZAVIEN(fastbreak)",2
--,"REBOUND DEF by LEBONZO,SIDNEY",,,,,,,"REBOUND DEF by LEBONZO,SIDNEY",2
16:39,"GOOD LAYUP by CRAIG,BRANDON(in the paint)",38 (+8),,30,,Sal 38-30 (-8),,"GOOD LAYUP by CRAIG,BRANDON(in the paint)",2
16:27,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND DEF by BLOODSWOTH,GREG",,,,,,,"REBOUND DEF by BLOODSWOTH,GREG",2
16:17,"GOOD JUMPER by FIERSTEIN,JOHNNY",40 (+10),,30,,Sal 40-30 (-10),,"GOOD JUMPER by FIERSTEIN,JOHNNY",2
16:01,,,,,"MISS JUMPER by SHEN,KEVIN(in the paint)",,,"MISS JUMPER by SHEN,KEVIN(in the paint)",2
16:01,"BLOCK  by CARR,SEAN",,,,,,,"BLOCK  by CARR,SEAN",2
--,,,,,"REBOUND OFF by SHEN,KEVIN",,,"REBOUND OFF by SHEN,KEVIN",2
15:59,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
15:59,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
15:59,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
15:59,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
15:59,"SUB OUT by CRAIG,BRANDON",,,,,,,"SUB OUT by CRAIG,BRANDON",2
15:59,"SUB IN by GARCIA,PAUL",,,,,,,"SUB IN by GARCIA,PAUL",2
15:46,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,"REBOUND DEF by FIERSTEIN,JOHNNY",,,,,,,"REBOUND DEF by FIERSTEIN,JOHNNY",2
15:25,"GOOD JUMPER by BLOODSWOTH,GREG(in the paint)",42 (+12),,30,,Sal 42-30 (-12),,"GOOD JUMPER by BLOODSWOTH,GREG(in the paint)",2
15:16,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
15:16,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
15:16,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
15:16,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",2
15:16,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
15:16,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
15:16,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
15:16,,,,,"SUB IN by FITZGERALD,DAVID",,,"SUB IN by FITZGERALD,DAVID",2
15:16,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
15:03,,42 (+10),,32,"GOOD JUMPER by WHITE,ELIJAH",Rhodes 42-32 (-10),,"GOOD JUMPER by WHITE,ELIJAH",2
14:43,,,,,"FOUL  by FITZGERALD,DAVID",,,"FOUL  by FITZGERALD,DAVID",2
14:43,"GOOD FT by GARCIA,PAUL",43 (+11),,32,,Sal 43-32 (-11),,"GOOD FT by GARCIA,PAUL",2
14:43,"GOOD FT by GARCIA,PAUL",44 (+12),,32,,Sal 44-32 (-12),,"GOOD FT by GARCIA,PAUL",2
14:43,,,,,FOUL TECH by TEAM,,,FOUL TECH by TEAM,2
14:43,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
14:43,"MISS FT by BLOODSWOTH,GREG",,,,,,,"MISS FT by BLOODSWOTH,GREG",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
14:43,"GOOD FT by BLOODSWOTH,GREG",45 (+13),,32,,Sal 45-32 (-13),,"GOOD FT by BLOODSWOTH,GREG",2
14:19,,,,,"TURNOVER  by FITZGERALD,DAVID",,,"TURNOVER  by FITZGERALD,DAVID",2
14:19,"STEAL  by CARR,SEAN",,,,,,,"STEAL  by CARR,SEAN",2
14:05,"MISS JUMPER by CARR,SEAN",,,,,,,"MISS JUMPER by CARR,SEAN",2
--,,,,,"REBOUND DEF by FITZGERALD,DAVID",,,"REBOUND DEF by FITZGERALD,DAVID",2
13:54,,,,,"MISS JUMPER by ESSICK,JALEN(in the paint)",,,"MISS JUMPER by ESSICK,JALEN(in the paint)",2
--,"REBOUND DEF by FIERSTEIN,JOHNNY",,,,,,,"REBOUND DEF by FIERSTEIN,JOHNNY",2
13:47,"GOOD LAYUP by CARR,SEAN(fastbreak)(in the paint)",47 (+15),,32,,Sal 47-32 (-15),,"GOOD LAYUP by CARR,SEAN(fastbreak)(in the paint)",2
--,"ASSIST  by FIERSTEIN,JOHNNY",,,,,,,"ASSIST  by FIERSTEIN,JOHNNY",2
13:32,,47 (+12),,35,"GOOD 3PTR by ESSICK,JALEN",Rhodes 47-35 (-12),,"GOOD 3PTR by ESSICK,JALEN",2
--,,,,,"ASSIST  by COOK,JEREMIAH",,,"ASSIST  by COOK,JEREMIAH",2
13:05,"GOOD JUMPER by BLOODSWOTH,GREG",49 (+14),,35,,Sal 49-35 (-14),,"GOOD JUMPER by BLOODSWOTH,GREG",2
12:50,,,,,"MISS 3PTR by ESSICK,JALEN",,,"MISS 3PTR by ESSICK,JALEN",2
--,,,,,"REBOUND OFF by WHITE,ELIJAH",,,"REBOUND OFF by WHITE,ELIJAH",2
12:44,,49 (+11),,38,"GOOD 3PTR by COOK,JEREMIAH",Rhodes 49-38 (-11),,"GOOD 3PTR by COOK,JEREMIAH",2
--,,,,,"ASSIST  by WHITE,ELIJAH",,,"ASSIST  by WHITE,ELIJAH",2
12:22,"MISS JUMPER by LEBONZO,SIDNEY",,,,,,,"MISS JUMPER by LEBONZO,SIDNEY",2
12:22,,,,,"BLOCK  by FITZGERALD,DAVID",,,"BLOCK  by FITZGERALD,DAVID",2
--,,,,,"REBOUND DEF by WHITE,ELIJAH",,,"REBOUND DEF by WHITE,ELIJAH",2
12:02,,49 (+8),,41,"GOOD 3PTR by ESSICK,JALEN",Rhodes 49-41 (-8),,"GOOD 3PTR by ESSICK,JALEN",2
--,,,,,"ASSIST  by FITZGERALD,DAVID",,,"ASSIST  by FITZGERALD,DAVID",2
11:59,"FOUL TECH by GARCIA,PAUL",,,,,,,"FOUL TECH by GARCIA,PAUL",2
11:59,"TURNOVER  by GARCIA,PAUL",,,,,,,"TURNOVER  by GARCIA,PAUL",2
11:59,"SUB OUT by GARCIA,PAUL",,,,,,,"SUB OUT by GARCIA,PAUL",2
11:59,"SUB OUT by LEBONZO,SIDNEY",,,,,,,"SUB OUT by LEBONZO,SIDNEY",2
11:59,"SUB OUT by CARR,SEAN",,,,,,,"SUB OUT by CARR,SEAN",2
11:59,"SUB IN by CRAIG,BRANDON",,,,,,,"SUB IN by CRAIG,BRANDON",2
11:59,"SUB IN by GOYENA,ROB",,,,,,,"SUB IN by GOYENA,ROB",2
11:59,"SUB IN by BRIDDELL,GARY",,,,,,,"SUB IN by BRIDDELL,GARY",2
11:59,,,,,"MISS FT by ESSICK,JALEN",,,"MISS FT by ESSICK,JALEN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:59,,,,,"SUB OUT by WHITE,ELIJAH",,,"SUB OUT by WHITE,ELIJAH",2
11:59,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
11:59,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
11:59,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",2
11:44,"GOOD 3PTR by GOYENA,ROB",52 (+11),,41,,Sal 52-41 (-11),,"GOOD 3PTR by GOYENA,ROB",2
11:40,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",2
11:03,"MISS FT by GOYENA,ROB",,,,,,,"MISS FT by GOYENA,ROB",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
10:30,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,"REBOUND DEF by BRIDDELL,GARY",,,,,,,"REBOUND DEF by BRIDDELL,GARY",2
10:29,"GOOD 3PTR by GOYENA,ROB",55 (+14),,41,,Sal 55-41 (-14),,"GOOD 3PTR by GOYENA,ROB",2
10:16,,,,,"MISS 3PTR by COOK,JEREMIAH",,,"MISS 3PTR by COOK,JEREMIAH",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
10:14,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",2
10:14,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
09:53,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",2
--,"REBOUND DEF by FIERSTEIN,JOHNNY",,,,,,,"REBOUND DEF by FIERSTEIN,JOHNNY",2
09:45,"GOOD JUMPER by BLOODSWOTH,GREG(fastbreak)",57 (+16),,41,,Sal 57-41 (-16),,"GOOD JUMPER by BLOODSWOTH,GREG(fastbreak)",2
09:44,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND DEF by FIERSTEIN,JOHNNY",,,,,,,"REBOUND DEF by FIERSTEIN,JOHNNY",2
09:41,"GOOD LAYUP by CRAIG,BRANDON(in the paint)",59 (+18),,41,,Sal 59-41 (-18),,"GOOD LAYUP by CRAIG,BRANDON(in the paint)",2
09:40,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
09:40,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",2
09:40,,,,,"SUB OUT by FITZGERALD,DAVID",,,"SUB OUT by FITZGERALD,DAVID",2
09:40,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
09:40,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
09:40,"SUB OUT by BLOODSWOTH,GREG",,,,,,,"SUB OUT by BLOODSWOTH,GREG",2
09:40,"SUB IN by HEARD,CAMERON",,,,,,,"SUB IN by HEARD,CAMERON",2
09:28,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",,,"MISS LAYUP by WILEY,KOKI(in the paint)",2
--,"REBOUND DEF by CRAIG,BRANDON",,,,,,,"REBOUND DEF by CRAIG,BRANDON",2
09:12,"MISS LAYUP by CRAIG,BRANDON(in the paint)",,,,,,,"MISS LAYUP by CRAIG,BRANDON(in the paint)",2
--,"REBOUND OFF by CRAIG,BRANDON",,,,,,,"REBOUND OFF by CRAIG,BRANDON",2
09:07,"MISS LAYUP by CRAIG,BRANDON(in the paint)",,,,,,,"MISS LAYUP by CRAIG,BRANDON(in the paint)",2
--,,,,,"REBOUND DEF by CLAYTON,TJ",,,"REBOUND DEF by CLAYTON,TJ",2
08:54,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND DEF by FIERSTEIN,JOHNNY",,,,,,,"REBOUND DEF by FIERSTEIN,JOHNNY",2
08:46,"MISS 3PTR by HEARD,CAMERON",,,,,,,"MISS 3PTR by HEARD,CAMERON",2
--,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",,,"REBOUND DEF by WILLIAMS,ZAVIEN",2
08:39,,,,,"MISS LAYUP by WILLIAMS,ZAVIEN(in the paint)",,,"MISS LAYUP by WILLIAMS,ZAVIEN(in the paint)",2
08:39,"BLOCK  by FIERSTEIN,JOHNNY",,,,,,,"BLOCK  by FIERSTEIN,JOHNNY",2
--,,,,,"REBOUND OFF by SHEN,KEVIN",,,"REBOUND OFF by SHEN,KEVIN",2
08:33,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND DEF by FIERSTEIN,JOHNNY",,,,,,,"REBOUND DEF by FIERSTEIN,JOHNNY",2
08:24,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:24,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",2
08:24,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
08:24,,,,,"SUB IN by WHITE,ELIJAH",,,"SUB IN by WHITE,ELIJAH",2
08:24,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",2
08:24,"SUB OUT by CRAIG,BRANDON",,,,,,,"SUB OUT by CRAIG,BRANDON",2
08:24,"SUB IN by LEBONZO,SIDNEY",,,,,,,"SUB IN by LEBONZO,SIDNEY",2
08:08,"TURNOVER  by GOYENA,ROB",,,,,,,"TURNOVER  by GOYENA,ROB",2
07:50,,59 (+16),,43,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",Rhodes 59-43 (-16),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
07:36,"MISS JUMPER by FIERSTEIN,JOHNNY(in the paint)",,,,,,,"MISS JUMPER by FIERSTEIN,JOHNNY(in the paint)",2
--,"REBOUND OFF by LEBONZO,SIDNEY",,,,,,,"REBOUND OFF by LEBONZO,SIDNEY",2
07:30,"MISS 3PTR by BRIDDELL,GARY",,,,,,,"MISS 3PTR by BRIDDELL,GARY",2
--,"REBOUND OFF by LEBONZO,SIDNEY",,,,,,,"REBOUND OFF by LEBONZO,SIDNEY",2
07:24,"GOOD LAYUP by LEBONZO,SIDNEY(in the paint)",61 (+18),,43,,Sal 61-43 (-18),,"GOOD LAYUP by LEBONZO,SIDNEY(in the paint)",2
07:14,"FOUL  by HEARD,CAMERON",,,,,,,"FOUL  by HEARD,CAMERON",2
07:14,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
07:14,,,,,"SUB IN by FITZGERALD,DAVID",,,"SUB IN by FITZGERALD,DAVID",2
07:02,,61 (+16),,45,"GOOD JUMPER by FITZGERALD,DAVID",Rhodes 61-45 (-16),,"GOOD JUMPER by FITZGERALD,DAVID",2
06:47,"GOOD 3PTR by LEBONZO,SIDNEY",64 (+19),,45,,Sal 64-45 (-19),,"GOOD 3PTR by LEBONZO,SIDNEY",2
--,"ASSIST  by FIERSTEIN,JOHNNY",,,,,,,"ASSIST  by FIERSTEIN,JOHNNY",2
06:12,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",,,"MISS JUMPER by GEORGETOWN II,ARNESS",2
--,,,,,"REBOUND OFF by COOK,JEREMIAH",,,"REBOUND OFF by COOK,JEREMIAH",2
05:55,,,,,"TURNOVER  by COOK,JEREMIAH",,,"TURNOVER  by COOK,JEREMIAH",2
05:55,"STEAL  by BRIDDELL,GARY",,,,,,,"STEAL  by BRIDDELL,GARY",2
05:51,"GOOD LAYUP by BRIDDELL,GARY(fastbreak)(in the paint)",66 (+21),,45,,Sal 66-45 (-21),,"GOOD LAYUP by BRIDDELL,GARY(fastbreak)(in the paint)",2
05:41,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND DEF by HEARD,CAMERON",,,,,,,"REBOUND DEF by HEARD,CAMERON",2
05:32,"MISS 3PTR by GOYENA,ROB",,,,,,,"MISS 3PTR by GOYENA,ROB",2
--,"REBOUND OFF by LEBONZO,SIDNEY",,,,,,,"REBOUND OFF by LEBONZO,SIDNEY",2
05:27,"GOOD LAYUP by LEBONZO,SIDNEY(in the paint)",68 (+23),,45,,Sal 68-45 (-23),,"GOOD LAYUP by LEBONZO,SIDNEY(in the paint)",2
05:07,,,,,"MISS 3PTR by FITZGERALD,DAVID",,,"MISS 3PTR by FITZGERALD,DAVID",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
05:05,,,,,"SUB OUT by FITZGERALD,DAVID",,,"SUB OUT by FITZGERALD,DAVID",2
05:05,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",2
05:05,"SUB OUT by HEARD,CAMERON",,,,,,,"SUB OUT by HEARD,CAMERON",2
05:05,"SUB OUT by FIERSTEIN,JOHNNY",,,,,,,"SUB OUT by FIERSTEIN,JOHNNY",2
05:05,"SUB IN by CRAIG,BRANDON",,,,,,,"SUB IN by CRAIG,BRANDON",2
05:05,"SUB IN by BLOODSWOTH,GREG",,,,,,,"SUB IN by BLOODSWOTH,GREG",2
04:58,"MISS LAYUP by LEBONZO,SIDNEY(in the paint)",,,,,,,"MISS LAYUP by LEBONZO,SIDNEY(in the paint)",2
--,"REBOUND OFF by LEBONZO,SIDNEY",,,,,,,"REBOUND OFF by LEBONZO,SIDNEY",2
04:58,"GOOD LAYUP by LEBONZO,SIDNEY(in the paint)",70 (+25),,45,,Sal 70-45 (-25),,"GOOD LAYUP by LEBONZO,SIDNEY(in the paint)",2
04:56,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",2
04:55,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",2
04:55,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",2
04:28,,,,,"FOUL  by WHITE,ELIJAH",,,"FOUL  by WHITE,ELIJAH",2
04:26,"MISS 3PTR by BRIDDELL,GARY",,,,,,,"MISS 3PTR by BRIDDELL,GARY",2
--,,,,,"REBOUND DEF by CLAYTON,TJ",,,"REBOUND DEF by CLAYTON,TJ",2
04:09,,,,,"MISS LAYUP by WHITE,ELIJAH(in the paint)",,,"MISS LAYUP by WHITE,ELIJAH(in the paint)",2
04:09,"BLOCK  by CRAIG,BRANDON",,,,,,,"BLOCK  by CRAIG,BRANDON",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
03:54,,,,,"MISS JUMPER by WALKER,JEFFERSON",,,"MISS JUMPER by WALKER,JEFFERSON",2
--,,,,,"REBOUND OFF by COOK,JEREMIAH",,,"REBOUND OFF by COOK,JEREMIAH",2
03:49,,70 (+23),,47,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",Rhodes 70-47 (-23),,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",2
03:38,"FOUL  by LEBONZO,SIDNEY",,,,,,,"FOUL  by LEBONZO,SIDNEY",2
03:38,"TURNOVER  by LEBONZO,SIDNEY",,,,,,,"TURNOVER  by LEBONZO,SIDNEY",2
03:20,,,,,"MISS 3PTR by WHITE,ELIJAH",,,"MISS 3PTR by WHITE,ELIJAH",2
--,,,,,"REBOUND OFF by COOK,JEREMIAH",,,"REBOUND OFF by COOK,JEREMIAH",2
03:15,,70 (+21),,49,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",Rhodes 70-49 (-21),,"GOOD LAYUP by COOK,JEREMIAH(in the paint)",2
02:54,"TURNOVER  by CRAIG,BRANDON",,,,,,,"TURNOVER  by CRAIG,BRANDON",2
02:54,,,,,"STEAL  by CLAYTON,TJ",,,"STEAL  by CLAYTON,TJ",2
02:54,"FOUL  by LEBONZO,SIDNEY",,,,,,,"FOUL  by LEBONZO,SIDNEY",2
02:54,"SUB OUT by GOYENA,ROB",,,,,,,"SUB OUT by GOYENA,ROB",2
02:54,"SUB IN by FIERSTEIN,JOHNNY",,,,,,,"SUB IN by FIERSTEIN,JOHNNY",2
02:39,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
--,"REBOUND DEF by FIERSTEIN,JOHNNY",,,,,,,"REBOUND DEF by FIERSTEIN,JOHNNY",2
02:28,"GOOD LAYUP by BLOODSWOTH,GREG(in the paint)",72 (+23),,49,,Sal 72-49 (-23),,"GOOD LAYUP by BLOODSWOTH,GREG(in the paint)",2
