Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,OUMBB,Game Score,Team Indicator,Play,Period
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:43,,34,,49 (+15),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 34-49 (-15),,"GOOD FT by CHAMBERS,DIMETRI",2
13:43,"SUB IN by II,ARNESS GEORGETOWN",,,,,,,"SUB IN by II,ARNESS GEORGETOWN",2
13:43,"SUB IN by COOK,JEREMIAH",,,,,,,"SUB IN by COOK,JEREMIAH",2
13:43,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
13:43,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",2
13:43,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
13:43,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
13:35,"MISS JUMPER by COOK,JEREMIAH",,,,,,,"MISS JUMPER by COOK,JEREMIAH",2
--,,,,,"REBOUND DEF by FOSTER,LANE",,,"REBOUND DEF by FOSTER,LANE",2
13:28,,,,,"MISS LAYUP by ETIWE,TOJU",,,"MISS LAYUP by ETIWE,TOJU",2
--,,,,,"REBOUND OFF by KOCH,WILL",,,"REBOUND OFF by KOCH,WILL",2
13:25,,34,,51 (+17),"GOOD DUNK by KOCH,WILL(in the paint)",OUMBB 34-51 (-17),,"GOOD DUNK by KOCH,WILL(in the paint)",2
13:19,"TURNOVER  by COOK,JEREMIAH",,,,,,,"TURNOVER  by COOK,JEREMIAH",2
13:18,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
13:15,,,,,"MISS LAYUP by ETIWE,TOJU",,,"MISS LAYUP by ETIWE,TOJU",2
--,,,,,"REBOUND OFF by KOCH,WILL",,,"REBOUND OFF by KOCH,WILL",2
13:12,,34,,53 (+19),"GOOD LAYUP by KOCH,WILL(in the paint)",OUMBB 34-53 (-19),,"GOOD LAYUP by KOCH,WILL(in the paint)",2
12:51,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
12:39,,34,,55 (+21),"GOOD JUMPER by CHAMBERS,DIMETRI",OUMBB 34-55 (-21),,"GOOD JUMPER by CHAMBERS,DIMETRI",2
12:13,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
12:13,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
12:13,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
12:13,"SUB OUT by COOK,JEREMIAH",,,,,,,"SUB OUT by COOK,JEREMIAH",2
12:13,,,,,"SUB IN by BENNEFIELD,DYLAN",,,"SUB IN by BENNEFIELD,DYLAN",2
12:13,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
12:13,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
12:13,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
12:08,"MISS LAYUP by CLAYTON,TJ",,,,,,,"MISS LAYUP by CLAYTON,TJ",2
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",2
12:01,,,,,"MISS LAYUP by BENNEFIELD,DYLAN",,,"MISS LAYUP by BENNEFIELD,DYLAN",2
--,"REBOUND DEF by ESSICK,JALEN",,,,,,,"REBOUND DEF by ESSICK,JALEN",2
11:54,"MISS LAYUP by ESSICK,JALEN",,,,,,,"MISS LAYUP by ESSICK,JALEN",2
--,,,,,"REBOUND DEF by ETIWE,TOJU",,,"REBOUND DEF by ETIWE,TOJU",2
11:33,,,,,"MISS JUMPER by KOCH,WILL",,,"MISS JUMPER by KOCH,WILL",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
11:18,"MISS LAYUP by II,ARNESS GEORGETOWN",,,,,,,"MISS LAYUP by II,ARNESS GEORGETOWN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
11:13,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
11:13,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
11:13,"SUB IN by AESCHLIMAN,SETH",,,,,,,"SUB IN by AESCHLIMAN,SETH",2
11:13,"SUB OUT by II,ARNESS GEORGETOWN",,,,,,,"SUB OUT by II,ARNESS GEORGETOWN",2
11:13,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
11:13,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
11:13,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
10:47,,34,,58 (+24),"GOOD 3PTR by JENEI,RYAN",OUMBB 34-58 (-24),,"GOOD 3PTR by JENEI,RYAN",2
10:31,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",36,,58 (+22),,Rhodes 36-58 (-22),,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",2
10:16,,,,,"TURNOVER  by BENNEFIELD,DYLAN",,,"TURNOVER  by BENNEFIELD,DYLAN",2
10:16,,,,,"SUB IN by KOCH,WILL",,,"SUB IN by KOCH,WILL",2
10:16,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
10:16,,,,,"SUB IN by FOSTER,LANE",,,"SUB IN by FOSTER,LANE",2
10:16,,,,,"SUB OUT by BENNEFIELD,DYLAN",,,"SUB OUT by BENNEFIELD,DYLAN",2
10:16,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
10:16,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
10:00,,,,,"FOUL  by CHAMBERS,DIMETRI",,,"FOUL  by CHAMBERS,DIMETRI",2
09:49,"MISS LAYUP by AESCHLIMAN,SETH",,,,,,,"MISS LAYUP by AESCHLIMAN,SETH",2
--,,,,,"REBOUND DEF by MURRAH,JACK",,,"REBOUND DEF by MURRAH,JACK",2
09:42,,,,,"MISS 3PTR by MURRAH,JACK",,,"MISS 3PTR by MURRAH,JACK",2
--,"REBOUND DEF by AESCHLIMAN,SETH",,,,,,,"REBOUND DEF by AESCHLIMAN,SETH",2
09:18,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",38,,58 (+20),,Rhodes 38-58 (-20),,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
09:00,,,,,"MISS JUMPER by MURRAH,JACK",,,"MISS JUMPER by MURRAH,JACK",2
--,"REBOUND DEF by CLAYTON,TJ",,,,,,,"REBOUND DEF by CLAYTON,TJ",2
08:39,"MISS LAYUP by AESCHLIMAN,SETH",,,,,,,"MISS LAYUP by AESCHLIMAN,SETH",2
--,,,,,"REBOUND DEF by JENEI,RYAN",,,"REBOUND DEF by JENEI,RYAN",2
08:28,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
08:28,,38,,59 (+21),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 38-59 (-21),,"GOOD FT by CHAMBERS,DIMETRI",2
08:28,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
08:28,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by AESCHLIMAN,SETH",,,,,,,"REBOUND DEF by AESCHLIMAN,SETH",2
08:28,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",2
08:28,"SUB IN by ESSICK,JALEN",,,,,,,"SUB IN by ESSICK,JALEN",2
08:28,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",2
08:28,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",2
08:28,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
08:28,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",2
08:28,,,,,"SUB IN by REISMAN,ROBERT",,,"SUB IN by REISMAN,ROBERT",2
08:28,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
08:10,,,,,"FOUL  by REISMAN,ROBERT",,,"FOUL  by REISMAN,ROBERT",2
08:10,"GOOD FT by ESSICK,JALEN",39,,59 (+20),,Rhodes 39-59 (-20),,"GOOD FT by ESSICK,JALEN",2
08:10,"GOOD FT by ESSICK,JALEN",40,,59 (+19),,Rhodes 40-59 (-19),,"GOOD FT by ESSICK,JALEN",2
07:58,,40,,61 (+21),"GOOD LAYUP by FOSTER,LANE(in the paint)",OUMBB 40-61 (-21),,"GOOD LAYUP by FOSTER,LANE(in the paint)",2
07:44,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",42,,61 (+19),,Rhodes 42-61 (-19),,"GOOD LAYUP by AESCHLIMAN,SETH(in the paint)",2
07:27,,,,,"MISS LAYUP by REISMAN,ROBERT",,,"MISS LAYUP by REISMAN,ROBERT",2
07:27,"BLOCK  by AESCHLIMAN,SETH",,,,,,,"BLOCK  by AESCHLIMAN,SETH",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
07:20,"MISS LAYUP by WILEY,KOKI",,,,,,,"MISS LAYUP by WILEY,KOKI",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
07:16,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
07:16,,,,,"SUB IN by EZIGBO,UBA",,,"SUB IN by EZIGBO,UBA",2
07:16,,,,,"SUB IN by JENEI,RYAN",,,"SUB IN by JENEI,RYAN",2
07:16,,,,,"SUB OUT by REISMAN,ROBERT",,,"SUB OUT by REISMAN,ROBERT",2
07:16,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
06:59,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",2
--,"REBOUND OFF by AESCHLIMAN,SETH",,,,,,,"REBOUND OFF by AESCHLIMAN,SETH",2
06:55,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
06:42,,,,,"MISS LAYUP by FOSTER,LANE",,,"MISS LAYUP by FOSTER,LANE",2
--,"REBOUND DEF by AESCHLIMAN,SETH",,,,,,,"REBOUND DEF by AESCHLIMAN,SETH",2
06:28,"TURNOVER  by WHITE,ELIJAH",,,,,,,"TURNOVER  by WHITE,ELIJAH",2
06:27,,,,,"STEAL  by EZIGBO,UBA",,,"STEAL  by EZIGBO,UBA",2
06:13,,,,,"MISS JUMPER by CHAMBERS,DIMETRI",,,"MISS JUMPER by CHAMBERS,DIMETRI",2
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",2
06:01,"MISS LAYUP by AESCHLIMAN,SETH",,,,,,,"MISS LAYUP by AESCHLIMAN,SETH",2
--,,,,,"REBOUND DEF by EZIGBO,UBA",,,"REBOUND DEF by EZIGBO,UBA",2
05:43,,,,,"MISS 3PTR by JENEI,RYAN",,,"MISS 3PTR by JENEI,RYAN",2
--,,,,,"REBOUND OFF by JENEI,RYAN",,,"REBOUND OFF by JENEI,RYAN",2
05:39,,,,,"MISS LAYUP by JENEI,RYAN",,,"MISS LAYUP by JENEI,RYAN",2
--,"REBOUND DEF by JAMES,MAC",,,,,,,"REBOUND DEF by JAMES,MAC",2
05:18,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",2
05:18,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",2
05:18,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
05:18,"SUB OUT by ESSICK,JALEN",,,,,,,"SUB OUT by ESSICK,JALEN",2
05:18,,,,,"SUB IN by MURRAH,JACK",,,"SUB IN by MURRAH,JACK",2
05:18,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
05:13,"GOOD JUMPER by AESCHLIMAN,SETH",44,,61 (+17),,Rhodes 44-61 (-17),,"GOOD JUMPER by AESCHLIMAN,SETH",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
04:48,,44,,63 (+19),"GOOD JUMPER by FOSTER,LANE",OUMBB 44-63 (-19),,"GOOD JUMPER by FOSTER,LANE",2
04:21,"GOOD JUMPER by JAMES,MAC",46,,63 (+17),,Rhodes 46-63 (-17),,"GOOD JUMPER by JAMES,MAC",2
04:19,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
04:19,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
04:19,"SUB IN by O'BRIEN,KRIS",,,,,,,"SUB IN by O'BRIEN,KRIS",2
04:19,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
04:19,,,,,"SUB IN by CHAMBERS,DIMETRI",,,"SUB IN by CHAMBERS,DIMETRI",2
04:19,,,,,"SUB OUT by MURRAH,JACK",,,"SUB OUT by MURRAH,JACK",2
04:00,,46,,65 (+19),"GOOD JUMPER by EZIGBO,UBA",OUMBB 46-65 (-19),,"GOOD JUMPER by EZIGBO,UBA",2
03:44,"TURNOVER  by O'BRIEN,KRIS",,,,,,,"TURNOVER  by O'BRIEN,KRIS",2
03:42,,,,,"STEAL  by CHAMBERS,DIMETRI",,,"STEAL  by CHAMBERS,DIMETRI",2
03:40,"FOUL  by WILLIAMS,ZAVIEN",,,,,,,"FOUL  by WILLIAMS,ZAVIEN",2
03:40,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:40,,,,,"MISS FT by CHAMBERS,DIMETRI",,,"MISS FT by CHAMBERS,DIMETRI",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
03:40,,46,,66 (+20),"GOOD FT by CHAMBERS,DIMETRI",OUMBB 46-66 (-20),,"GOOD FT by CHAMBERS,DIMETRI",2
03:20,"MISS 3PTR by WHITE,ELIJAH",,,,,,,"MISS 3PTR by WHITE,ELIJAH",2
--,,,,,"REBOUND DEF by KOCH,WILL",,,"REBOUND DEF by KOCH,WILL",2
02:56,"FOUL  by CLAYTON,TJ",,,,,,,"FOUL  by CLAYTON,TJ",2
02:56,,46,,67 (+21),"GOOD FT by FOSTER,LANE",OUMBB 46-67 (-21),,"GOOD FT by FOSTER,LANE",2
02:56,,46,,68 (+22),"GOOD FT by FOSTER,LANE",OUMBB 46-68 (-22),,"GOOD FT by FOSTER,LANE",2
02:56,,46,,69 (+23),"GOOD FT by FOSTER,LANE",OUMBB 46-69 (-23),,"GOOD FT by FOSTER,LANE",2
02:56,,,,,"SUB IN by ETIWE,TOJU",,,"SUB IN by ETIWE,TOJU",2
02:56,,,,,"SUB IN by CONROY,DREW",,,"SUB IN by CONROY,DREW",2
02:56,,,,,"SUB IN by BENNEFIELD,DYLAN",,,"SUB IN by BENNEFIELD,DYLAN",2
02:56,,,,,"SUB OUT by KOCH,WILL",,,"SUB OUT by KOCH,WILL",2
02:56,,,,,"SUB OUT by EZIGBO,UBA",,,"SUB OUT by EZIGBO,UBA",2
02:56,,,,,"SUB OUT by FOSTER,LANE",,,"SUB OUT by FOSTER,LANE",2
02:39,"GOOD JUMPER by O'BRIEN,KRIS",48,,69 (+21),,Rhodes 48-69 (-21),,"GOOD JUMPER by O'BRIEN,KRIS",2
02:23,,,,,"TURNOVER  by BENNEFIELD,DYLAN",,,"TURNOVER  by BENNEFIELD,DYLAN",2
02:22,"STEAL  by WILLIAMS,ZAVIEN",,,,,,,"STEAL  by WILLIAMS,ZAVIEN",2
02:05,"TURNOVER  by WHITE,ELIJAH",,,,,,,"TURNOVER  by WHITE,ELIJAH",2
02:04,,,,,"STEAL  by JENEI,RYAN",,,"STEAL  by JENEI,RYAN",2
01:56,,,,,"TURNOVER  by JENEI,RYAN",,,"TURNOVER  by JENEI,RYAN",2
01:56,,,,,"SUB IN by BAILEY,FRANKLIN",,,"SUB IN by BAILEY,FRANKLIN",2
01:56,,,,,"SUB OUT by CHAMBERS,DIMETRI",,,"SUB OUT by CHAMBERS,DIMETRI",2
01:41,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",2
--,,,,,"REBOUND DEF by BENNEFIELD,DYLAN",,,"REBOUND DEF by BENNEFIELD,DYLAN",2
01:17,"FOUL  by O'BRIEN,KRIS",,,,,,,"FOUL  by O'BRIEN,KRIS",2
01:17,,48,,70 (+22),"GOOD FT by BENNEFIELD,DYLAN",OUMBB 48-70 (-22),,"GOOD FT by BENNEFIELD,DYLAN",2
01:17,,,,,"MISS FT by BENNEFIELD,DYLAN",,,"MISS FT by BENNEFIELD,DYLAN",2
--,"REBOUND DEF by AESCHLIMAN,SETH",,,,,,,"REBOUND DEF by AESCHLIMAN,SETH",2
01:17,,,,,"SUB IN by EZE,STANLEY",,,"SUB IN by EZE,STANLEY",2
01:17,,,,,"SUB IN by JAMES,JORDAN",,,"SUB IN by JAMES,JORDAN",2
01:17,,,,,"SUB IN by FISCHER,DAVID",,,"SUB IN by FISCHER,DAVID",2
01:17,,,,,"SUB IN by NORTHCUTT,TERRENCE",,,"SUB IN by NORTHCUTT,TERRENCE",2
01:17,,,,,"SUB OUT by ETIWE,TOJU",,,"SUB OUT by ETIWE,TOJU",2
01:17,,,,,"SUB OUT by BAILEY,FRANKLIN",,,"SUB OUT by BAILEY,FRANKLIN",2
01:17,,,,,"SUB OUT by CONROY,DREW",,,"SUB OUT by CONROY,DREW",2
01:17,,,,,"SUB OUT by JENEI,RYAN",,,"SUB OUT by JENEI,RYAN",2
01:03,"GOOD JUMPER by O'BRIEN,KRIS",50,,70 (+20),,Rhodes 50-70 (-20),,"GOOD JUMPER by O'BRIEN,KRIS",2
01:03,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:03,,,,,"SUB IN by O'DONOGHUE,TYLER",,,"SUB IN by O'DONOGHUE,TYLER",2
01:03,,,,,"SUB OUT by BENNEFIELD,DYLAN",,,"SUB OUT by BENNEFIELD,DYLAN",2
00:54,,,,,"TURNOVER  by NORTHCUTT,TERRENCE",,,"TURNOVER  by NORTHCUTT,TERRENCE",2
00:52,"STEAL  by WHITE,ELIJAH",,,,,,,"STEAL  by WHITE,ELIJAH",2
00:49,,,,,"FOUL  by JAMES,JORDAN",,,"FOUL  by JAMES,JORDAN",2
00:49,"GOOD FT by CLAYTON,TJ",51,,70 (+19),,Rhodes 51-70 (-19),,"GOOD FT by CLAYTON,TJ",2
00:49,"GOOD FT by CLAYTON,TJ",52,,70 (+18),,Rhodes 52-70 (-18),,"GOOD FT by CLAYTON,TJ",2
00:41,,,,,"MISS 3PTR by EZE,STANLEY",,,"MISS 3PTR by EZE,STANLEY",2
--,,,,,"REBOUND OFF by FISCHER,DAVID",,,"REBOUND OFF by FISCHER,DAVID",2
00:29,,,,,"MISS 3PTR by FISCHER,DAVID",,,"MISS 3PTR by FISCHER,DAVID",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
00:16,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",2
--,,,,,"REBOUND DEF by FISCHER,DAVID",,,"REBOUND DEF by FISCHER,DAVID",2
