Time Remaining,AUG,Away Team Score,Play Team Indicator,Home Team Score,Rhodes,Game Score,Team Indicator,Play,Period
16:32,"MISS 3PTR by KNOEPFLE,CONNER",,,,,,,"MISS 3PTR by KNOEPFLE,CONNER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
16:29,"SUB OUT by KNOEPFLE,CONNER",,,,,,,"SUB OUT by KNOEPFLE,CONNER",1
16:29,"SUB IN by MOORE,RAYQUAN",,,,,,,"SUB IN by MOORE,RAYQUAN",1
16:19,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",1
16:09,"GOOD JUMPER by PALMER,JOE",9 (+5),,4,,AUG 9-4 (-5),,"GOOD JUMPER by PALMER,JOE",1
15:58,"FOUL  by MOORE,RAYQUAN",,,,,,,"FOUL  by MOORE,RAYQUAN",1
15:39,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",1
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",1
15:25,"MISS 3PTR by CARIK,MATT",,,,,,,"MISS 3PTR by CARIK,MATT",1
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
15:11,"FOUL  by MOORE,RAYQUAN",,,,,,,"FOUL  by MOORE,RAYQUAN",1
15:11,,10 (+6),,4,"GOOD FT by WALKER,JEFFERSON",Rhodes 10-4 (-6),,"GOOD FT by WALKER,JEFFERSON",1
15:11,"SUB OUT by MOORE,RAYQUAN",,,,,,,"SUB OUT by MOORE,RAYQUAN",1
15:11,"SUB OUT by WINTER,BRADLEY",,,,,,,"SUB OUT by WINTER,BRADLEY",1
15:11,"SUB IN by KNOEPFLE,CONNER",,,,,,,"SUB IN by KNOEPFLE,CONNER",1
15:11,"SUB IN by SCHMIDT,WILL",,,,,,,"SUB IN by SCHMIDT,WILL",1
15:11,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",1
15:11,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",1
15:11,,11 (+7),,4,"GOOD FT by WALKER,JEFFERSON",Rhodes 11-4 (-7),,"GOOD FT by WALKER,JEFFERSON",1
14:47,"MISS JUMPER by CARIK,MATT(in the paint)",,,,,,,"MISS JUMPER by CARIK,MATT(in the paint)",1
--,"REBOUND OFF by KNOEPFLE,CONNER",,,,,,,"REBOUND OFF by KNOEPFLE,CONNER",1
14:42,"MISS 3PTR by SCHMIDT,WILL",,,,,,,"MISS 3PTR by SCHMIDT,WILL",1
--,,,,,"REBOUND DEF by WILLIAMS,JAYSON",,,"REBOUND DEF by WILLIAMS,JAYSON",1
14:35,,,,,"FOUL  by WILEY,KOKI",,,"FOUL  by WILEY,KOKI",1
14:35,,,,,"TURNOVER  by WILEY,KOKI",,,"TURNOVER  by WILEY,KOKI",1
14:35,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
14:35,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",1
14:17,"GOOD JUMPER by PALMER,JOE(in the paint)",11 (+5),,6,,AUG 11-6 (-5),,"GOOD JUMPER by PALMER,JOE(in the paint)",1
13:55,,,,,"MISS LAYUP by ESSICK,JALEN(in the paint)",,,"MISS LAYUP by ESSICK,JALEN(in the paint)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
13:42,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",1
13:42,"STEAL  by CARIK,MATT",,,,,,,"STEAL  by CARIK,MATT",1
13:41,,,,,"FOUL  by JAMES,MAC",,,"FOUL  by JAMES,MAC",1
13:21,"FOUL  by SCHMIDT,WILL",,,,,,,"FOUL  by SCHMIDT,WILL",1
13:21,"TURNOVER  by SCHMIDT,WILL",,,,,,,"TURNOVER  by SCHMIDT,WILL",1
13:21,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",1
13:21,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",1
13:21,"SUB OUT by CARIK,MATT",,,,,,,"SUB OUT by CARIK,MATT",1
13:21,"SUB IN by MEADE,COLIN",,,,,,,"SUB IN by MEADE,COLIN",1
12:57,,13 (+7),,6,"GOOD JUMPER by ESSICK,JALEN(in the paint)",Rhodes 13-6 (-7),,"GOOD JUMPER by ESSICK,JALEN(in the paint)",1
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",1
12:43,"GOOD LAYUP by PALMER,JOE(in the paint)",13 (+5),,8,,AUG 13-8 (-5),,"GOOD LAYUP by PALMER,JOE(in the paint)",1
12:43,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",1
12:43,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
12:43,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
12:43,,,,,"SUB IN by COOK,JEREMIAH",,,"SUB IN by COOK,JEREMIAH",1
12:43,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",1
12:43,"GOOD FT by PALMER,JOE",13 (+4),,9,,AUG 13-9 (-4),,"GOOD FT by PALMER,JOE",1
12:11,,,,,"MISS LAYUP by CLAYTON,TJ(in the paint)",,,"MISS LAYUP by CLAYTON,TJ(in the paint)",1
12:11,"BLOCK  by MEADE,COLIN",,,,,,,"BLOCK  by MEADE,COLIN",1
--,,,,,"REBOUND OFF by COOK,JEREMIAH",,,"REBOUND OFF by COOK,JEREMIAH",1
12:06,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
12:02,"TURNOVER  by KNOEPFLE,CONNER",,,,,,,"TURNOVER  by KNOEPFLE,CONNER",1
12:02,,,,,"STEAL  by COOK,JEREMIAH",,,"STEAL  by COOK,JEREMIAH",1
11:56,,,,,"MISS LAYUP by COOK,JEREMIAH(in the paint)",,,"MISS LAYUP by COOK,JEREMIAH(in the paint)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:45,"MISS LAYUP by SCHMIDT,WILL(in the paint)",,,,,,,"MISS LAYUP by SCHMIDT,WILL(in the paint)",1
--,,,,,"REBOUND DEF by SHEN,KEVIN",,,"REBOUND DEF by SHEN,KEVIN",1
11:31,,,,,"MISS JUMPER by CLAYTON,TJ",,,"MISS JUMPER by CLAYTON,TJ",1
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",1
11:21,"MISS JUMPER by PALMER,JOE",,,,,,,"MISS JUMPER by PALMER,JOE",1
--,,,,,"REBOUND DEF by COOK,JEREMIAH",,,"REBOUND DEF by COOK,JEREMIAH",1
11:14,,,,,"MISS 3PTR by COOK,JEREMIAH",,,"MISS 3PTR by COOK,JEREMIAH",1
--,,,,,"REBOUND OFF by SHEN,KEVIN",,,"REBOUND OFF by SHEN,KEVIN",1
11:05,,,,,"TURNOVER  by COOK,JEREMIAH",,,"TURNOVER  by COOK,JEREMIAH",1
11:05,"STEAL  by KNOEPFLE,CONNER",,,,,,,"STEAL  by KNOEPFLE,CONNER",1
11:00,"MISS LAYUP by KNOEPFLE,CONNER(in the paint)",,,,,,,"MISS LAYUP by KNOEPFLE,CONNER(in the paint)",1
--,,,,,"REBOUND DEF by CLAYTON,TJ",,,"REBOUND DEF by CLAYTON,TJ",1
10:55,,16 (+7),,9,"GOOD 3PTR by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 16-9 (-7),,"GOOD 3PTR by WILLIAMS,ZAVIEN(fastbreak)",1
--,,,,,"ASSIST  by WILLIAMS,JAYSON",,,"ASSIST  by WILLIAMS,JAYSON",1
10:46,,,,,"FOUL  by COOK,JEREMIAH",,,"FOUL  by COOK,JEREMIAH",1
10:46,"SUB OUT by KNOEPFLE,CONNER",,,,,,,"SUB OUT by KNOEPFLE,CONNER",1
10:46,"SUB OUT by SORENSON,JACK",,,,,,,"SUB OUT by SORENSON,JACK",1
10:46,"SUB IN by CARIK,MATT",,,,,,,"SUB IN by CARIK,MATT",1
10:46,"SUB IN by BLASCZIEK,WILL",,,,,,,"SUB IN by BLASCZIEK,WILL",1
10:46,,,,,"SUB OUT by COOK,JEREMIAH",,,"SUB OUT by COOK,JEREMIAH",1
10:46,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",1
10:46,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",1
10:46,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",1
10:46,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",1
10:46,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",1
10:41,"GOOD 3PTR by PALMER,JOE",16 (+4),,12,,AUG 16-12 (-4),,"GOOD 3PTR by PALMER,JOE",1
10:11,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",1
09:55,"GOOD JUMPER by CARIK,MATT",16 (+2),,14,,AUG 16-14 (-2),,"GOOD JUMPER by CARIK,MATT",1
09:35,,,,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",,,"MISS LAYUP by WALKER,JEFFERSON(in the paint)",1
09:35,"BLOCK  by MEADE,COLIN",,,,,,,"BLOCK  by MEADE,COLIN",1
--,,,,,"REBOUND OFF by WALKER,JEFFERSON",,,"REBOUND OFF by WALKER,JEFFERSON",1
09:26,,,,,"MISS JUMPER by JAMES,MAC(in the paint)",,,"MISS JUMPER by JAMES,MAC(in the paint)",1
09:26,"BLOCK  by CARIK,MATT",,,,,,,"BLOCK  by CARIK,MATT",1
--,,,,,"REBOUND OFF by JAMES,MAC",,,"REBOUND OFF by JAMES,MAC",1
09:16,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
09:16,,,,,"SUB OUT by WALKER,JEFFERSON",,,"SUB OUT by WALKER,JEFFERSON",1
09:16,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",1
09:16,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
09:16,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",1
08:58,"MISS 3PTR by SCHMIDT,WILL",,,,,,,"MISS 3PTR by SCHMIDT,WILL",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
08:50,"FOUL  by SCHMIDT,WILL",,,,,,,"FOUL  by SCHMIDT,WILL",1
08:50,,17 (+3),,14,"GOOD FT by WILEY,KOKI",Rhodes 17-14 (-3),,"GOOD FT by WILEY,KOKI",1
08:50,,18 (+4),,14,"GOOD FT by WILEY,KOKI",Rhodes 18-14 (-4),,"GOOD FT by WILEY,KOKI",1
08:50,,19 (+5),,14,"GOOD FT by WILEY,KOKI",Rhodes 19-14 (-5),,"GOOD FT by WILEY,KOKI",1
08:41,"MISS 3PTR by BLASCZIEK,WILL",,,,,,,"MISS 3PTR by BLASCZIEK,WILL",1
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
08:21,,,,,"MISS JUMPER by ESSICK,JALEN",,,"MISS JUMPER by ESSICK,JALEN",1
08:21,,22 (+8),,14,"GOOD 3PTR by WALKER,JEFFERSON",Rhodes 22-14 (-8),,"GOOD 3PTR by WALKER,JEFFERSON",1
08:21,"TURNOVER  by MEADE,COLIN",,,,,,,"TURNOVER  by MEADE,COLIN",1
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",1
08:13,"GOOD 3PTR by PALMER,JOE",22 (+5),,17,,AUG 22-17 (-5),,"GOOD 3PTR by PALMER,JOE",1
--,"ASSIST  by BLASCZIEK,WILL",,,,,,,"ASSIST  by BLASCZIEK,WILL",1
07:51,,24 (+7),,17,"GOOD JUMPER by WILEY,KOKI",Rhodes 24-17 (-7),,"GOOD JUMPER by WILEY,KOKI",1
07:37,"MISS 3PTR by CARIK,MATT",,,,,,,"MISS 3PTR by CARIK,MATT",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
07:27,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS",,,"MISS JUMPER by GEORGETOWN II,ARNESS",1
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",1
07:19,"MISS 3PTR by PALMER,JOE",,,,,,,"MISS 3PTR by PALMER,JOE",1
--,,,,,"REBOUND DEF by JAMES,MAC",,,"REBOUND DEF by JAMES,MAC",1
07:11,,,,,"FOUL  by GEORGETOWN II,ARNESS",,,"FOUL  by GEORGETOWN II,ARNESS",1
07:11,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",,,"TURNOVER  by GEORGETOWN II,ARNESS",1
07:11,"SUB OUT by BLASCZIEK,WILL",,,,,,,"SUB OUT by BLASCZIEK,WILL",1
07:11,"SUB OUT by MEADE,COLIN",,,,,,,"SUB OUT by MEADE,COLIN",1
07:11,"SUB OUT by SCHMIDT,WILL",,,,,,,"SUB OUT by SCHMIDT,WILL",1
07:11,"SUB IN by KUBISTA,DALTON",,,,,,,"SUB IN by KUBISTA,DALTON",1
07:11,"SUB IN by SORENSON,JACK",,,,,,,"SUB IN by SORENSON,JACK",1
07:11,"SUB IN by WINTER,BRADLEY",,,,,,,"SUB IN by WINTER,BRADLEY",1
07:00,,,,,"FOUL  by SHEN,KEVIN",,,"FOUL  by SHEN,KEVIN",1
07:00,"MISS FT by WINTER,BRADLEY",,,,,,,"MISS FT by WINTER,BRADLEY",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:00,"MISS FT by WINTER,BRADLEY",,,,,,,"MISS FT by WINTER,BRADLEY",1
--,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
06:37,,,,,"TURNOVER  by JAMES,MAC",,,"TURNOVER  by JAMES,MAC",1
06:21,"GOOD LAYUP by WINTER,BRADLEY(in the paint)",24 (+5),,19,,AUG 24-19 (-5),,"GOOD LAYUP by WINTER,BRADLEY(in the paint)",1
--,"ASSIST  by SORENSON,JACK",,,,,,,"ASSIST  by SORENSON,JACK",1
06:21,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",1
06:21,"GOOD FT by WINTER,BRADLEY",24 (+4),,20,,AUG 24-20 (-4),,"GOOD FT by WINTER,BRADLEY",1
05:46,,,,,"MISS JUMPER by WILEY,KOKI",,,"MISS JUMPER by WILEY,KOKI",1
--,,,,,"REBOUND OFF by SHEN,KEVIN",,,"REBOUND OFF by SHEN,KEVIN",1
05:30,"FOUL  by WINTER,BRADLEY",,,,,,,"FOUL  by WINTER,BRADLEY",1
05:30,,25 (+5),,20,"GOOD FT by WILEY,KOKI",Rhodes 25-20 (-5),,"GOOD FT by WILEY,KOKI",1
05:30,"SUB OUT by WINTER,BRADLEY",,,,,,,"SUB OUT by WINTER,BRADLEY",1
05:30,"SUB IN by MEADE,COLIN",,,,,,,"SUB IN by MEADE,COLIN",1
05:30,,,,,"SUB OUT by SHEN,KEVIN",,,"SUB OUT by SHEN,KEVIN",1
05:30,,,,,"SUB OUT by GEORGETOWN II,ARNESS",,,"SUB OUT by GEORGETOWN II,ARNESS",1
05:30,,,,,"SUB IN by WALKER,JEFFERSON",,,"SUB IN by WALKER,JEFFERSON",1
05:30,,,,,"SUB IN by WILLIAMS,JAYSON",,,"SUB IN by WILLIAMS,JAYSON",1
05:30,,26 (+6),,20,"GOOD FT by WILEY,KOKI",Rhodes 26-20 (-6),,"GOOD FT by WILEY,KOKI",1
05:30,,,,,"SUB OUT by WILEY,KOKI",,,"SUB OUT by WILEY,KOKI",1
05:30,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",1
05:22,,,,,"FOUL  by WILLIAMS,JAYSON",,,"FOUL  by WILLIAMS,JAYSON",1
05:22,"MISS FT by MEADE,COLIN(fastbreak)",,,,,,,"MISS FT by MEADE,COLIN(fastbreak)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
05:22,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",1
05:22,,,,,"SUB IN by WILEY,KOKI",,,"SUB IN by WILEY,KOKI",1
05:22,"GOOD FT by MEADE,COLIN(fastbreak)",26 (+5),,21,,AUG 26-21 (-5),,"GOOD FT by MEADE,COLIN(fastbreak)",1
05:22,"SUB OUT by MEADE,COLIN",,,,,,,"SUB OUT by MEADE,COLIN",1
05:22,"SUB IN by WINTER,BRADLEY",,,,,,,"SUB IN by WINTER,BRADLEY",1
05:04,"FOUL  by PALMER,JOE",,,,,,,"FOUL  by PALMER,JOE",1
05:04,,27 (+6),,21,"GOOD FT by WILLIAMS,JAYSON",Rhodes 27-21 (-6),,"GOOD FT by WILLIAMS,JAYSON",1
05:04,,,,,"MISS FT by WILLIAMS,JAYSON",,,"MISS FT by WILLIAMS,JAYSON",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
04:48,,,,,"TURNOVER  by ESSICK,JALEN",,,"TURNOVER  by ESSICK,JALEN",1
04:32,"GOOD JUMPER by KUBISTA,DALTON(in the paint)",27 (+4),,23,,AUG 27-23 (-4),,"GOOD JUMPER by KUBISTA,DALTON(in the paint)",1
04:16,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:58,"MISS JUMPER by SORENSON,JACK(in the paint)",,,,,,,"MISS JUMPER by SORENSON,JACK(in the paint)",1
--,,,,,"REBOUND DEF by ESSICK,JALEN",,,"REBOUND DEF by ESSICK,JALEN",1
03:38,,,,,"MISS JUMPER by WILLIAMS,ZAVIEN(in the paint)",,,"MISS JUMPER by WILLIAMS,ZAVIEN(in the paint)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:35,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",1
03:35,,,,,"SUB IN by CLAYTON,TJ",,,"SUB IN by CLAYTON,TJ",1
03:20,"GOOD JUMPER by CARIK,MATT(in the paint)",27 (+2),,25,,AUG 27-25 (-2),,"GOOD JUMPER by CARIK,MATT(in the paint)",1
03:01,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",,,"MISS 3PTR by WILLIAMS,ZAVIEN",1
--,"REBOUND DEF by WINTER,BRADLEY",,,,,,,"REBOUND DEF by WINTER,BRADLEY",1
03:01,,,,,"FOUL  by WILLIAMS,ZAVIEN",,,"FOUL  by WILLIAMS,ZAVIEN",1
03:01,"MISS FT by WINTER,BRADLEY(fastbreak)",,,,,,,"MISS FT by WINTER,BRADLEY(fastbreak)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
03:01,"MISS FT by WINTER,BRADLEY(fastbreak)",,,,,,,"MISS FT by WINTER,BRADLEY(fastbreak)",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
03:01,,,,,"MISS 3PTR by WILLIAMS,JAYSON",,,"MISS 3PTR by WILLIAMS,JAYSON",1
--,"REBOUND DEF by SORENSON,JACK",,,,,,,"REBOUND DEF by SORENSON,JACK",1
02:51,"MISS 3PTR by SORENSON,JACK",,,,,,,"MISS 3PTR by SORENSON,JACK",1
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",1
02:39,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",1
02:39,"STEAL  by SORENSON,JACK",,,,,,,"STEAL  by SORENSON,JACK",1
02:32,"GOOD LAYUP by SORENSON,JACK(in the paint)",27,,27,,AUG 27-27 (0),,"GOOD LAYUP by SORENSON,JACK(in the paint)",1
01:57,,,,,"MISS 3PTR by WILEY,KOKI",,,"MISS 3PTR by WILEY,KOKI",1
--,"REBOUND DEF by PALMER,JOE",,,,,,,"REBOUND DEF by PALMER,JOE",1
01:54,"GOOD 3PTR by SORENSON,JACK",27,,30 (+3),,AUG 27-30 (+3),,"GOOD 3PTR by SORENSON,JACK",1
--,"ASSIST  by WINTER,BRADLEY",,,,,,,"ASSIST  by WINTER,BRADLEY",1
01:40,,29,,30 (+1),"GOOD LAYUP by WILLIAMS,JAYSON(in the paint)",Rhodes 29-30 (+1),,"GOOD LAYUP by WILLIAMS,JAYSON(in the paint)",1
01:33,"GOOD LAYUP by WINTER,BRADLEY(in the paint)",29,,32 (+3),,AUG 29-32 (+3),,"GOOD LAYUP by WINTER,BRADLEY(in the paint)",1
01:11,,31,,32 (+1),"GOOD JUMPER by SHEN,KEVIN",Rhodes 31-32 (+1),,"GOOD JUMPER by SHEN,KEVIN",1
--,,,,,"ASSIST  by WILLIAMS,JAYSON",,,"ASSIST  by WILLIAMS,JAYSON",1
00:58,"MISS 3PTR by SORENSON,JACK",,,,,,,"MISS 3PTR by SORENSON,JACK",1
--,"REBOUND OFF by WINTER,BRADLEY",,,,,,,"REBOUND OFF by WINTER,BRADLEY",1
00:50,,,,,"FOUL  by WALKER,JEFFERSON",,,"FOUL  by WALKER,JEFFERSON",1
00:50,"GOOD FT by WINTER,BRADLEY",31,,33 (+2),,AUG 31-33 (+2),,"GOOD FT by WINTER,BRADLEY",1
00:50,"GOOD FT by WINTER,BRADLEY",31,,34 (+3),,AUG 31-34 (+3),,"GOOD FT by WINTER,BRADLEY",1
00:39,,,,,"TURNOVER  by CLAYTON,TJ",,,"TURNOVER  by CLAYTON,TJ",1
00:24,"GOOD LAYUP by WINTER,BRADLEY(in the paint)",31,,36 (+5),,AUG 31-36 (+5),,"GOOD LAYUP by WINTER,BRADLEY(in the paint)",1
20:00,"SUB OUT by KUBISTA,DALTON",,,,,,,"SUB OUT by KUBISTA,DALTON",2
20:00,"SUB IN by KNOEPFLE,CONNER",,,,,,,"SUB IN by KNOEPFLE,CONNER",2
20:00,,,,,"SUB OUT by WILLIAMS,JAYSON",,,"SUB OUT by WILLIAMS,JAYSON",2
20:00,,,,,"SUB OUT by CLAYTON,TJ",,,"SUB OUT by CLAYTON,TJ",2
20:00,,,,,"SUB OUT by WILLIAMS,ZAVIEN",,,"SUB OUT by WILLIAMS,ZAVIEN",2
20:00,,,,,"SUB IN by JAMES,MAC",,,"SUB IN by JAMES,MAC",2
20:00,,,,,"SUB IN by ESSICK,JALEN",,,"SUB IN by ESSICK,JALEN",2
20:00,,,,,"SUB IN by GEORGETOWN II,ARNESS",,,"SUB IN by GEORGETOWN II,ARNESS",2
19:43,"GOOD 3PTR by WINTER,BRADLEY",31,,39 (+8),,AUG 31-39 (+8),,"GOOD 3PTR by WINTER,BRADLEY",2
--,"ASSIST  by KNOEPFLE,CONNER",,,,,,,"ASSIST  by KNOEPFLE,CONNER",2
19:23,,34,,39 (+5),"GOOD 3PTR by WILEY,KOKI",Rhodes 34-39 (+5),,"GOOD 3PTR by WILEY,KOKI",2
--,,,,,"ASSIST  by JAMES,MAC",,,"ASSIST  by JAMES,MAC",2
19:02,,,,,"FOUL  by ESSICK,JALEN",,,"FOUL  by ESSICK,JALEN",2
19:02,,,,,"SUB OUT by ESSICK,JALEN",,,"SUB OUT by ESSICK,JALEN",2
19:02,,,,,"SUB IN by WILLIAMS,ZAVIEN",,,"SUB IN by WILLIAMS,ZAVIEN",2
19:01,"MISS JUMPER by SORENSON,JACK",,,,,,,"MISS JUMPER by SORENSON,JACK",2
--,,,,,"REBOUND DEF by WILEY,KOKI",,,"REBOUND DEF by WILEY,KOKI",2
18:54,"FOUL  by WINTER,BRADLEY",,,,,,,"FOUL  by WINTER,BRADLEY",2
18:54,,35,,39 (+4),"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",Rhodes 35-39 (+4),,"GOOD FT by WILLIAMS,ZAVIEN(fastbreak)",2
18:54,,,,,"MISS FT by WILLIAMS,ZAVIEN(fastbreak)",,,"MISS FT by WILLIAMS,ZAVIEN(fastbreak)",2
