Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,BU,Game Score,Team Indicator,Play,Period
15:26,"MISS JUMPER by CLAYTON,TJ(in the paint)",,,,,,,"MISS JUMPER by CLAYTON,TJ(in the paint)",1
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",1
15:26,"GOOD LAYUP by WILEY,KOKI(in the paint)",11,,14 (+3),,Rhodes 11-14 (-3),,"GOOD LAYUP by WILEY,KOKI(in the paint)",1
15:26,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
15:26,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",1
15:26,"FOUL  by WHITE,ELIJAH",,,,,,,"FOUL  by WHITE,ELIJAH",1
15:26,,,,,"TURNOVER  by MCMILLAN,MATTHEW",,,"TURNOVER  by MCMILLAN,MATTHEW",1
15:26,,11,,15 (+4),"GOOD FT by SHIELDS,RIAN",BU 11-15 (-4),,"GOOD FT by SHIELDS,RIAN",1
15:26,,11,,16 (+5),"GOOD FT by SHIELDS,RIAN",BU 11-16 (-5),,"GOOD FT by SHIELDS,RIAN",1
15:18,"MISS LAYUP by WILEY,KOKI(in the paint)",,,,,,,"MISS LAYUP by WILEY,KOKI(in the paint)",1
15:16,,,,,"TURNOVER  by SHIELDS,RIAN",,,"TURNOVER  by SHIELDS,RIAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
15:01,"TURNOVER  by WILEY,KOKI",,,,,,,"TURNOVER  by WILEY,KOKI",1
15:01,,11,,19 (+8),"GOOD 3PTR by MCMILLAN,MATTHEW",BU 11-19 (-8),,"GOOD 3PTR by MCMILLAN,MATTHEW",1
--,,,,,"ASSIST  by COUCH,LUKE",,,"ASSIST  by COUCH,LUKE",1
14:58,"GOOD JUMPER by JAMES,MAC",13,,19 (+6),,Rhodes 13-19 (-6),,"GOOD JUMPER by JAMES,MAC",1
14:51,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",,,"MISS 3PTR by MCMILLAN,MATTHEW",1
14:48,,,,,"FOUL  by SHIELDS,RIAN",,,"FOUL  by SHIELDS,RIAN",1
--,,,,,"REBOUND OFF by SHIELDS,RIAN",,,"REBOUND OFF by SHIELDS,RIAN",1
14:40,,13,,21 (+8),"GOOD LAYUP by SHIELDS,RIAN(in the paint)",BU 13-21 (-8),,"GOOD LAYUP by SHIELDS,RIAN(in the paint)",1
14:40,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",1
14:13,,,,,"SUB OUT by MCMILLAN,MATTHEW",,,"SUB OUT by MCMILLAN,MATTHEW",1
14:13,,,,,"SUB OUT by COUCH,LUKE",,,"SUB OUT by COUCH,LUKE",1
14:13,,,,,"SUB IN by WOMACK,NEHEMIAH",,,"SUB IN by WOMACK,NEHEMIAH",1
14:13,,,,,"SUB IN by MCWILLAMS,MARTAVIAN",,,"SUB IN by MCWILLAMS,MARTAVIAN",1
14:13,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",1
14:13,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
13:54,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS JUMPER by GEORGETOWN II,ARNESS(in the paint)",1
--,,,,,"REBOUND DEF by WOMACK,NEHEMIAH",,,"REBOUND DEF by WOMACK,NEHEMIAH",1
13:54,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",1
13:54,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
13:54,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
13:54,,,,,"MISS JUMPER by MCWILLAMS,MARTAVIAN",,,"MISS JUMPER by MCWILLAMS,MARTAVIAN",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
13:54,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,1
13:40,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",1
--,,,,,"REBOUND DEF by BRANTLEY,JAY",,,"REBOUND DEF by BRANTLEY,JAY",1
13:29,,13,,23 (+10),"GOOD LAYUP by MCWILLAMS,MARTAVIAN(in the paint)",BU 13-23 (-10),,"GOOD LAYUP by MCWILLAMS,MARTAVIAN(in the paint)",1
--,,,,,"ASSIST  by SHIELDS,RIAN",,,"ASSIST  by SHIELDS,RIAN",1
13:12,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",,,,,,,"MISS LAYUP by GEORGETOWN II,ARNESS(in the paint)",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
13:02,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",1
13:02,"SUB IN by CLAYTON,TJ",,,,,,,"SUB IN by CLAYTON,TJ",1
12:52,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",1
12:52,,,,,"SUB OUT by SHIELDS,RIAN",,,"SUB OUT by SHIELDS,RIAN",1
12:52,,,,,"SUB OUT by BRANTLEY,JAY",,,"SUB OUT by BRANTLEY,JAY",1
12:52,,,,,"SUB IN by COUCH,LUKE",,,"SUB IN by COUCH,LUKE",1
12:52,,,,,"SUB IN by GIVENS,DONOVAN",,,"SUB IN by GIVENS,DONOVAN",1
12:52,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
12:52,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
12:52,,13,,25 (+12),"GOOD LAYUP by MCWILLAMS,MARTAVIAN(in the paint)",BU 13-25 (-12),,"GOOD LAYUP by MCWILLAMS,MARTAVIAN(in the paint)",1
--,,,,,"ASSIST  by COUCH,LUKE",,,"ASSIST  by COUCH,LUKE",1
12:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
12:25,,,,,"SUB OUT by RATLIFF,AROTHER",,,"SUB OUT by RATLIFF,AROTHER",1
12:25,,,,,"SUB IN by CARTER,LEVONDRE",,,"SUB IN by CARTER,LEVONDRE",1
12:19,,,,,"FOUL  by CARTER,LEVONDRE",,,"FOUL  by CARTER,LEVONDRE",1
11:46,"GOOD FT by SHEN,KEVIN",14,,25 (+11),,Rhodes 14-25 (-11),,"GOOD FT by SHEN,KEVIN",1
11:45,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",1
--,,,,,"REBOUND DEF by CARTER,LEVONDRE",,,"REBOUND DEF by CARTER,LEVONDRE",1
11:37,,,,,"TURNOVER  by COUCH,LUKE",,,"TURNOVER  by COUCH,LUKE",1
11:26,"MISS 3PTR by CLAYTON,TJ",,,,,,,"MISS 3PTR by CLAYTON,TJ",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:26,,,,,"FOUL  by COUCH,LUKE",,,"FOUL  by COUCH,LUKE",1
11:26,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
11:26,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
11:26,"GOOD LAYUP by JAMES,MAC(in the paint)",16,,25 (+9),,Rhodes 16-25 (-9),,"GOOD LAYUP by JAMES,MAC(in the paint)",1
11:18,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",1
11:16,,,,,"SUB OUT by CARTER,LEVONDRE",,,"SUB OUT by CARTER,LEVONDRE",1
11:16,,,,,"SUB IN by ANDERSON, JR.,TERRAN",,,"SUB IN by ANDERSON, JR.,TERRAN",1
11:03,,16,,28 (+12),"GOOD 3PTR by WOMACK,NEHEMIAH",BU 16-28 (-12),,"GOOD 3PTR by WOMACK,NEHEMIAH",1
--,,,,,"ASSIST  by ANDERSON, JR.,TERRAN",,,"ASSIST  by ANDERSON, JR.,TERRAN",1
10:51,,,,,"FOUL  by WOMACK,NEHEMIAH",,,"FOUL  by WOMACK,NEHEMIAH",1
10:28,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
10:28,"MISS FT by SHEN,KEVIN",,,,,,,"MISS FT by SHEN,KEVIN",1
--,,,,,"REBOUND DEF by ANDERSON, JR.,TERRAN",,,"REBOUND DEF by ANDERSON, JR.,TERRAN",1
10:28,,,,,"SUB OUT by WOMACK,NEHEMIAH",,,"SUB OUT by WOMACK,NEHEMIAH",1
10:28,,,,,"SUB OUT by MCWILLAMS,MARTAVIAN",,,"SUB OUT by MCWILLAMS,MARTAVIAN",1
10:28,,,,,"SUB IN by PETTIS,AMARION",,,"SUB IN by PETTIS,AMARION",1
10:28,,,,,"SUB IN by BRANTLEY,JAY",,,"SUB IN by BRANTLEY,JAY",1
10:28,,16,,30 (+14),"GOOD LAYUP by COUCH,LUKE(in the paint)",BU 16-30 (-14),,"GOOD LAYUP by COUCH,LUKE(in the paint)",1
10:28,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",1
10:28,,16,,31 (+15),"GOOD FT by COUCH,LUKE",BU 16-31 (-15),,"GOOD FT by COUCH,LUKE",1
10:28,,,,,"SUB OUT by COUCH,LUKE",,,"SUB OUT by COUCH,LUKE",1
10:28,,,,,"SUB IN by SHIELDS,RIAN",,,"SUB IN by SHIELDS,RIAN",1
10:28,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
10:28,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",1
10:28,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
10:28,"SUB IN by WHITE,ELIJAH",,,,,,,"SUB IN by WHITE,ELIJAH",1
10:28,"TURNOVER  by WHITE,ELIJAH",,,,,,,"TURNOVER  by WHITE,ELIJAH",1
10:28,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",1
10:28,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
10:22,,16,,34 (+18),"GOOD 3PTR by GIVENS,DONOVAN",BU 16-34 (-18),,"GOOD 3PTR by GIVENS,DONOVAN",1
--,,,,,"ASSIST  by PETTIS,AMARION",,,"ASSIST  by PETTIS,AMARION",1
10:07,,,,,"FOUL  by ANDERSON, JR.,TERRAN",,,"FOUL  by ANDERSON, JR.,TERRAN",1
09:38,"GOOD 3PTR by WILEY,KOKI",19,,34 (+15),,Rhodes 19-34 (-15),,"GOOD 3PTR by WILEY,KOKI",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
09:26,,19,,37 (+18),"GOOD 3PTR by PETTIS,AMARION",BU 19-37 (-18),,"GOOD 3PTR by PETTIS,AMARION",1
--,,,,,"ASSIST  by SHIELDS,RIAN",,,"ASSIST  by SHIELDS,RIAN",1
09:13,"GOOD LAYUP by WILEY,KOKI(in the paint)",21,,37 (+16),,Rhodes 21-37 (-16),,"GOOD LAYUP by WILEY,KOKI(in the paint)",1
--,"ASSIST  by CLAYTON,TJ",,,,,,,"ASSIST  by CLAYTON,TJ",1
08:53,,,,,"SUB OUT by GIVENS,DONOVAN",,,"SUB OUT by GIVENS,DONOVAN",1
08:53,,,,,"SUB IN by MCMILLAN,MATTHEW",,,"SUB IN by MCMILLAN,MATTHEW",1
08:50,,21,,40 (+19),"GOOD 3PTR by MCMILLAN,MATTHEW",BU 21-40 (-19),,"GOOD 3PTR by MCMILLAN,MATTHEW",1
--,,,,,"ASSIST  by ANDERSON, JR.,TERRAN",,,"ASSIST  by ANDERSON, JR.,TERRAN",1
08:39,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
08:39,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
08:28,,,,,"FOUL  by SHIELDS,RIAN",,,"FOUL  by SHIELDS,RIAN",1
08:12,"GOOD FT by WALKER,JEFFERSON",22,,40 (+18),,Rhodes 22-40 (-18),,"GOOD FT by WALKER,JEFFERSON",1
08:12,"GOOD FT by WALKER,JEFFERSON",23,,40 (+17),,Rhodes 23-40 (-17),,"GOOD FT by WALKER,JEFFERSON",1
08:12,,,,,"SUB OUT by SHIELDS,RIAN",,,"SUB OUT by SHIELDS,RIAN",1
08:12,,,,,"SUB OUT by MCMILLAN,MATTHEW",,,"SUB OUT by MCMILLAN,MATTHEW",1
08:12,,,,,"SUB IN by RATLIFF,AROTHER",,,"SUB IN by RATLIFF,AROTHER",1
08:12,,,,,"SUB IN by COUCH,LUKE",,,"SUB IN by COUCH,LUKE",1
08:12,,,,,"SUB OUT by ANDERSON, JR.,TERRAN",,,"SUB OUT by ANDERSON, JR.,TERRAN",1
08:12,,,,,"SUB IN by MCMILLAN,MATTHEW",,,"SUB IN by MCMILLAN,MATTHEW",1
08:12,"GOOD LAYUP by WILEY,KOKI(in the paint)",25,,40 (+15),,Rhodes 25-40 (-15),,"GOOD LAYUP by WILEY,KOKI(in the paint)",1
08:12,,,,,"MISS 3PTR by BRANTLEY,JAY",,,"MISS 3PTR by BRANTLEY,JAY",1
--,"REBOUND DEF by WALKER,JEFFERSON",,,,,,,"REBOUND DEF by WALKER,JEFFERSON",1
08:12,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",,,"MISS 3PTR by MCMILLAN,MATTHEW",1
--,"REBOUND DEF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND DEF by GEORGETOWN II,ARNESS",1
08:04,"MISS JUMPER by WILEY,KOKI",,,,,,,"MISS JUMPER by WILEY,KOKI",1
--,,,,,"REBOUND DEF by RATLIFF,AROTHER",,,"REBOUND DEF by RATLIFF,AROTHER",1
07:58,"FOUL  by WALKER,JEFFERSON",,,,,,,"FOUL  by WALKER,JEFFERSON",1
07:58,,25,,41 (+16),"GOOD FT by RATLIFF,AROTHER",BU 25-41 (-16),,"GOOD FT by RATLIFF,AROTHER",1
07:58,,,,,"MISS FT by RATLIFF,AROTHER",,,"MISS FT by RATLIFF,AROTHER",1
--,"REBOUND DEF by WILLIAMS,ZAVIEN",,,,,,,"REBOUND DEF by WILLIAMS,ZAVIEN",1
07:58,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",1
07:58,"SUB IN by WILLIAMS,ZAVIEN",,,,,,,"SUB IN by WILLIAMS,ZAVIEN",1
07:53,"MISS 3PTR by WILLIAMS,ZAVIEN",,,,,,,"MISS 3PTR by WILLIAMS,ZAVIEN",1
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",1
07:53,,,,,"SUB OUT by BRANTLEY,JAY",,,"SUB OUT by BRANTLEY,JAY",1
07:53,,,,,"SUB IN by GIVENS,DONOVAN",,,"SUB IN by GIVENS,DONOVAN",1
07:37,"GOOD 3PTR by WHITE,ELIJAH",28,,41 (+13),,Rhodes 28-41 (-13),,"GOOD 3PTR by WHITE,ELIJAH",1
07:17,,,,,"TURNOVER  by RATLIFF,AROTHER",,,"TURNOVER  by RATLIFF,AROTHER",1
06:56,"TURNOVER  by GEORGETOWN II,ARNESS",,,,,,,"TURNOVER  by GEORGETOWN II,ARNESS",1
05:55,,28,,43 (+15),"GOOD LAYUP by COUCH,LUKE(in the paint)",BU 28-43 (-15),,"GOOD LAYUP by COUCH,LUKE(in the paint)",1
05:43,"TURNOVER  by WHITE,ELIJAH",,,,,,,"TURNOVER  by WHITE,ELIJAH",1
05:37,,,,,"SUB OUT by RATLIFF,AROTHER",,,"SUB OUT by RATLIFF,AROTHER",1
05:37,,,,,"SUB IN by CARTER,LEVONDRE",,,"SUB IN by CARTER,LEVONDRE",1
05:37,"SUB OUT by WALKER,JEFFERSON",,,,,,,"SUB OUT by WALKER,JEFFERSON",1
05:37,"SUB OUT by WHITE,ELIJAH",,,,,,,"SUB OUT by WHITE,ELIJAH",1
05:37,"SUB OUT by CLAYTON,TJ",,,,,,,"SUB OUT by CLAYTON,TJ",1
05:37,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
05:37,"SUB OUT by WILLIAMS,ZAVIEN",,,,,,,"SUB OUT by WILLIAMS,ZAVIEN",1
05:37,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
05:37,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",1
05:37,"SUB IN by O'BRIEN,KRIS",,,,,,,"SUB IN by O'BRIEN,KRIS",1
05:37,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",1
05:37,"SUB IN by WILEY,KOKI",,,,,,,"SUB IN by WILEY,KOKI",1
05:37,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",,,"MISS 3PTR by MCMILLAN,MATTHEW",1
--,"REBOUND DEF by WILEY,KOKI",,,,,,,"REBOUND DEF by WILEY,KOKI",1
05:37,"GOOD 3PTR by WILEY,KOKI",31,,43 (+12),,Rhodes 31-43 (-12),,"GOOD 3PTR by WILEY,KOKI",1
--,"ASSIST  by WILLIAMS,JAYSON",,,,,,,"ASSIST  by WILLIAMS,JAYSON",1
05:37,,,,,"TURNOVER  by CARTER,LEVONDRE",,,"TURNOVER  by CARTER,LEVONDRE",1
05:37,"STEAL  by WILLIAMS,JAYSON",,,,,,,"STEAL  by WILLIAMS,JAYSON",1
05:30,,,,,"SUB OUT by COUCH,LUKE",,,"SUB OUT by COUCH,LUKE",1
05:30,,,,,"SUB OUT by PETTIS,AMARION",,,"SUB OUT by PETTIS,AMARION",1
05:30,,,,,"SUB IN by MCWILLAMS,MARTAVIAN",,,"SUB IN by MCWILLAMS,MARTAVIAN",1
05:30,,,,,"SUB IN by BRANTLEY,JAY",,,"SUB IN by BRANTLEY,JAY",1
05:30,"MISS 3PTR by WILEY,KOKI",,,,,,,"MISS 3PTR by WILEY,KOKI",1
--,,,,,"REBOUND DEF by BRANTLEY,JAY",,,"REBOUND DEF by BRANTLEY,JAY",1
05:28,,31,,45 (+14),"GOOD JUMPER by GIVENS,DONOVAN(in the paint)",BU 31-45 (-14),,"GOOD JUMPER by GIVENS,DONOVAN(in the paint)",1
--,,,,,"ASSIST  by CARTER,LEVONDRE",,,"ASSIST  by CARTER,LEVONDRE",1
05:10,,,,,"FOUL  by CARTER,LEVONDRE",,,"FOUL  by CARTER,LEVONDRE",1
04:53,,,,,"SUB OUT by CARTER,LEVONDRE",,,"SUB OUT by CARTER,LEVONDRE",1
04:53,,,,,"SUB IN by RATLIFF,AROTHER",,,"SUB IN by RATLIFF,AROTHER",1
04:53,"SUB OUT by O'BRIEN,KRIS",,,,,,,"SUB OUT by O'BRIEN,KRIS",1
04:53,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",1
04:37,"GOOD FT by WILLIAMS,JAYSON",32,,45 (+13),,Rhodes 32-45 (-13),,"GOOD FT by WILLIAMS,JAYSON",1
04:02,"MISS FT by WILLIAMS,JAYSON",,,,,,,"MISS FT by WILLIAMS,JAYSON",1
--,"REBOUND OFF by WILEY,KOKI",,,,,,,"REBOUND OFF by WILEY,KOKI",1
04:01,"GOOD 3PTR by WILEY,KOKI",35,,45 (+10),,Rhodes 35-45 (-10),,"GOOD 3PTR by WILEY,KOKI",1
--,"ASSIST  by WALKER,JEFFERSON",,,,,,,"ASSIST  by WALKER,JEFFERSON",1
03:51,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
03:42,,35,,47 (+12),"GOOD LAYUP by MCWILLAMS,MARTAVIAN(in the paint)",BU 35-47 (-12),,"GOOD LAYUP by MCWILLAMS,MARTAVIAN(in the paint)",1
03:27,"TURNOVER  by WILLIAMS,JAYSON",,,,,,,"TURNOVER  by WILLIAMS,JAYSON",1
03:16,,35,,49 (+14),"GOOD LAYUP by RATLIFF,AROTHER(in the paint)",BU 35-49 (-14),,"GOOD LAYUP by RATLIFF,AROTHER(in the paint)",1
--,,,,,"ASSIST  by MCWILLAMS,MARTAVIAN",,,"ASSIST  by MCWILLAMS,MARTAVIAN",1
03:02,"TURNOVER  by WALKER,JEFFERSON",,,,,,,"TURNOVER  by WALKER,JEFFERSON",1
03:02,,,,,"STEAL  by MCWILLAMS,MARTAVIAN",,,"STEAL  by MCWILLAMS,MARTAVIAN",1
02:48,,,,,"FOUL  by MCWILLAMS,MARTAVIAN",,,"FOUL  by MCWILLAMS,MARTAVIAN",1
02:48,,,,,"TURNOVER  by MCWILLAMS,MARTAVIAN",,,"TURNOVER  by MCWILLAMS,MARTAVIAN",1
02:37,"SUB OUT by WILLIAMS,JAYSON",,,,,,,"SUB OUT by WILLIAMS,JAYSON",1
02:37,"SUB IN by GEORGETOWN II,ARNESS",,,,,,,"SUB IN by GEORGETOWN II,ARNESS",1
02:25,"MISS 3PTR by WALKER,JEFFERSON",,,,,,,"MISS 3PTR by WALKER,JEFFERSON",1
--,,,,,"REBOUND DEF by RATLIFF,AROTHER",,,"REBOUND DEF by RATLIFF,AROTHER",1
02:18,,35,,52 (+17),"GOOD 3PTR by RATLIFF,AROTHER",BU 35-52 (-17),,"GOOD 3PTR by RATLIFF,AROTHER",1
02:16,,,,,"FOUL  by MCWILLAMS,MARTAVIAN",,,"FOUL  by MCWILLAMS,MARTAVIAN",1
02:16,,,,,"SUB OUT by MCWILLAMS,MARTAVIAN",,,"SUB OUT by MCWILLAMS,MARTAVIAN",1
02:16,,,,,"SUB IN by COUCH,LUKE",,,"SUB IN by COUCH,LUKE",1
02:16,"SUB OUT by GEORGETOWN II,ARNESS",,,,,,,"SUB OUT by GEORGETOWN II,ARNESS",1
02:16,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",1
02:16,"GOOD FT by JAMES,MAC",36,,52 (+16),,Rhodes 36-52 (-16),,"GOOD FT by JAMES,MAC",1
02:16,"GOOD FT by JAMES,MAC",37,,52 (+15),,Rhodes 37-52 (-15),,"GOOD FT by JAMES,MAC",1
01:53,,37,,54 (+17),"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",BU 37-54 (-17),,"GOOD LAYUP by GIVENS,DONOVAN(in the paint)",1
--,,,,,"ASSIST  by RATLIFF,AROTHER",,,"ASSIST  by RATLIFF,AROTHER",1
01:41,"GOOD 3PTR by JAMES,MAC",40,,54 (+14),,Rhodes 40-54 (-14),,"GOOD 3PTR by JAMES,MAC",1
--,"ASSIST  by WILEY,KOKI",,,,,,,"ASSIST  by WILEY,KOKI",1
01:32,,,,,"MISS 3PTR by MCMILLAN,MATTHEW",,,"MISS 3PTR by MCMILLAN,MATTHEW",1
