Time Remaining,Rhodes,Away Team Score,Play Team Indicator,Home Team Score,SU,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by GEORGETOWN II,ARNESS",,,,,,,"REBOUND OFF by GEORGETOWN II,ARNESS",2
00:41,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",67 (+6),,61,,Rhodes 67-61 (+6),,"GOOD LAYUP by GEORGETOWN II,ARNESS(in the paint)",2
00:28,,67 (+4),,63,"GOOD LAYUP by MANN,TYLAN(in the paint)",SU 67-63 (+4),,"GOOD LAYUP by MANN,TYLAN(in the paint)",2
00:22,,,,,"FOUL  by CAMPBELL,MAXTON",,,"FOUL  by CAMPBELL,MAXTON",2
00:22,"GOOD FT by WILEY,KOKI(fastbreak)",68 (+5),,63,,Rhodes 68-63 (+5),,"GOOD FT by WILEY,KOKI(fastbreak)",2
00:22,"GOOD FT by WILEY,KOKI(fastbreak)",69 (+6),,63,,Rhodes 69-63 (+6),,"GOOD FT by WILEY,KOKI(fastbreak)",2
00:13,,69 (+4),,65,"GOOD LAYUP by CAMPBELL,MAXTON(in the paint)",SU 69-65 (+4),,"GOOD LAYUP by CAMPBELL,MAXTON(in the paint)",2
--,,,,,"ASSIST  by MANN,TYLAN",,,"ASSIST  by MANN,TYLAN",2
00:09,,,,,"FOUL  by JOHNSON,JACOBY",,,"FOUL  by JOHNSON,JACOBY",2
00:09,,,,,"SUB OUT by JOHNSON,JACOBY",,,"SUB OUT by JOHNSON,JACOBY",2
00:09,,,,,"SUB IN by OBIDIKE,BRANDIN",,,"SUB IN by OBIDIKE,BRANDIN",2
00:09,"MISS FT by WILEY,KOKI(fastbreak)",,,,,,,"MISS FT by WILEY,KOKI(fastbreak)",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:09,"MISS FT by WILEY,KOKI(fastbreak)",,,,,,,"MISS FT by WILEY,KOKI(fastbreak)",2
--,,,,,"REBOUND DEF by STEWART,CHRISTIAN",,,"REBOUND DEF by STEWART,CHRISTIAN",2
00:05,,69 (+2),,67,"GOOD LAYUP by OBIDIKE,BRANDIN(fastbreak)(in the paint)",SU 69-67 (+2),,"GOOD LAYUP by OBIDIKE,BRANDIN(fastbreak)(in the paint)",2
00:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:05,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:04,,,,,"FOUL  by HENSON,JONATHAN",,,"FOUL  by HENSON,JONATHAN",2
00:04,"GOOD FT by SHEN,KEVIN(fastbreak)",70 (+3),,67,,Rhodes 70-67 (+3),,"GOOD FT by SHEN,KEVIN(fastbreak)",2
00:04,"GOOD FT by SHEN,KEVIN(fastbreak)",71 (+4),,67,,Rhodes 71-67 (+4),,"GOOD FT by SHEN,KEVIN(fastbreak)",2
00:04,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:04,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
00:04,"SUB OUT by WILEY,KOKI",,,,,,,"SUB OUT by WILEY,KOKI",2
00:04,"SUB IN by WALKER,JEFFERSON",,,,,,,"SUB IN by WALKER,JEFFERSON",2
00:04,"SUB IN by WILLIAMS,JAYSON",,,,,,,"SUB IN by WILLIAMS,JAYSON",2
