Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,WPU,Game Score,Team Indicator,Play,Period
12:14,,,,,"SUB OUT by ROUSE,RASHOD",,,"SUB OUT by ROUSE,RASHOD",1
12:14,,,,,"SUB IN by BUTLER,DILLON",,,"SUB IN by BUTLER,DILLON",1
12:07,,11,,11,"GOOD JUMPER by BUTLER,DILLON",WPU 11-11 (0),,"GOOD JUMPER by BUTLER,DILLON",1
--,,,,,"ASSIST  by BRYANT,BEAU",,,"ASSIST  by BRYANT,BEAU",1
11:56,"GOOD LAYUP by MOORE,CHEZ(in the paint)",13 (+2),,11,,Centre 13-11 (+2),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1
--,"ASSIST  by GERALD,DUSTIN",,,,,,,"ASSIST  by GERALD,DUSTIN",1
11:44,,,,,"MISS 3PTR by ATWOOD,COLE",,,"MISS 3PTR by ATWOOD,COLE",1
--,,,,,"REBOUND OFF by PARTON,TYLER",,,"REBOUND OFF by PARTON,TYLER",1
11:32,,,,,"MISS 3PTR by PHILLIPS,GARRETT",,,"MISS 3PTR by PHILLIPS,GARRETT",1
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",1
11:18,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",15 (+4),,11,,Centre 15-11 (+4),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",1
11:07,,,,,"MISS 3PTR by BRYANT,BEAU",,,"MISS 3PTR by BRYANT,BEAU",1
--,"REBOUND DEF by WILSON,DREW",,,,,,,"REBOUND DEF by WILSON,DREW",1
11:00,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",1
11:00,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",1
10:49,"MISS JUMPER by GERALD,DUSTIN",,,,,,,"MISS JUMPER by GERALD,DUSTIN",1
--,,,,,"REBOUND DEF by BRYANT,BEAU",,,"REBOUND DEF by BRYANT,BEAU",1
10:19,,,,,"MISS LAYUP by BUTLER,DILLON(in the paint)",,,"MISS LAYUP by BUTLER,DILLON(in the paint)",1
--,"REBOUND DEF by RING,NOAH",,,,,,,"REBOUND DEF by RING,NOAH",1
10:06,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",1
10:06,,,,,"SUB OUT by PHILLIPS,GARRETT",,,"SUB OUT by PHILLIPS,GARRETT",1
10:06,,,,,"SUB OUT by BRYANT,BEAU",,,"SUB OUT by BRYANT,BEAU",1
10:06,,,,,"SUB OUT by ATWOOD,COLE",,,"SUB OUT by ATWOOD,COLE",1
10:06,,,,,"SUB IN by ROUSE,RASHOD",,,"SUB IN by ROUSE,RASHOD",1
10:06,,,,,"SUB IN by DULIN,MICHAEL",,,"SUB IN by DULIN,MICHAEL",1
10:06,,,,,"SUB IN by BORDERS,MALACHI",,,"SUB IN by BORDERS,MALACHI",1
10:06,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
10:06,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
10:06,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
10:06,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
10:06,"SUB IN by BAUGHMAN,CARTER",,,,,,,"SUB IN by BAUGHMAN,CARTER",1
10:06,"SUB IN by BANKS,JAXSON",,,,,,,"SUB IN by BANKS,JAXSON",1
09:16,,,,,"TURNOVER  by PARTON,TYLER",,,"TURNOVER  by PARTON,TYLER",1
09:01,"GOOD JUMPER by SMITH,RJ",17 (+6),,11,,Centre 17-11 (+6),,"GOOD JUMPER by SMITH,RJ",1
08:43,,17 (+4),,13,"GOOD LAYUP by PARTON,TYLER(in the paint)",WPU 17-13 (+4),,"GOOD LAYUP by PARTON,TYLER(in the paint)",1
--,,,,,"ASSIST  by BUTLER,DILLON",,,"ASSIST  by BUTLER,DILLON",1
08:31,,,,,"FOUL  by ROUSE,RASHOD",,,"FOUL  by ROUSE,RASHOD",1
08:31,,,,,"SUB OUT by BUTLER,DILLON",,,"SUB OUT by BUTLER,DILLON",1
08:31,,,,,"SUB IN by BRYANT,BEAU",,,"SUB IN by BRYANT,BEAU",1
08:31,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
08:31,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
08:20,"MISS JUMPER by WILLIAMS,JALEN",,,,,,,"MISS JUMPER by WILLIAMS,JALEN",1
--,,,,,"REBOUND DEF by DULIN,MICHAEL",,,"REBOUND DEF by DULIN,MICHAEL",1
08:09,,,,,"MISS JUMPER by BRYANT,BEAU(in the paint)",,,"MISS JUMPER by BRYANT,BEAU(in the paint)",1
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",1
07:55,"TURNOVER  by RING,NOAH",,,,,,,"TURNOVER  by RING,NOAH",1
07:55,,,,,"SUB OUT by PARTON,TYLER",,,"SUB OUT by PARTON,TYLER",1
07:55,,,,,"SUB IN by OWENS,JALEN",,,"SUB IN by OWENS,JALEN",1
07:55,"SUB OUT by RING,NOAH",,,,,,,"SUB OUT by RING,NOAH",1
07:55,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
07:55,,17 (+1),,16,"GOOD 3PTR by BRYANT,BEAU",WPU 17-16 (+1),,"GOOD 3PTR by BRYANT,BEAU",1
--,,,,,"ASSIST  by BORDERS,MALACHI",,,"ASSIST  by BORDERS,MALACHI",1
07:34,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",1
07:34,"SUB OUT by BANKS,JAXSON",,,,,,,"SUB OUT by BANKS,JAXSON",1
07:34,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",1
07:03,,17,,18 (+1),"GOOD JUMPER by ROUSE,RASHOD",WPU 17-18 (-1),,"GOOD JUMPER by ROUSE,RASHOD",1
--,,,,,"ASSIST  by DULIN,MICHAEL",,,"ASSIST  by DULIN,MICHAEL",1
07:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
07:01,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
06:55,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",1
06:55,,,,,"STEAL  by OWENS,JALEN",,,"STEAL  by OWENS,JALEN",1
06:50,,17,,20 (+3),"GOOD LAYUP by OWENS,JALEN(in the paint)",WPU 17-20 (-3),,"GOOD LAYUP by OWENS,JALEN(in the paint)",1
--,,,,,"ASSIST  by BRYANT,BEAU",,,"ASSIST  by BRYANT,BEAU",1
06:33,,,,,"FOUL  by ROUSE,RASHOD",,,"FOUL  by ROUSE,RASHOD",1
06:33,,,,,"SUB OUT by ROUSE,RASHOD",,,"SUB OUT by ROUSE,RASHOD",1
06:33,,,,,"SUB IN by ATWOOD,COLE",,,"SUB IN by ATWOOD,COLE",1
06:33,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
06:33,"SUB IN by WOOLDRIDGE,CARSON",,,,,,,"SUB IN by WOOLDRIDGE,CARSON",1
06:23,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",19,,20 (+1),,Centre 19-20 (-1),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",1
06:03,,,,,"MISS LAYUP by OWENS,JALEN(in the paint)",,,"MISS LAYUP by OWENS,JALEN(in the paint)",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
05:46,,,,,"TURNOVER  by OWENS,JALEN",,,"TURNOVER  by OWENS,JALEN",1
05:46,,,,,"SUB OUT by BORDERS,MALACHI",,,"SUB OUT by BORDERS,MALACHI",1
05:46,,,,,"SUB IN by PARTON,TYLER",,,"SUB IN by PARTON,TYLER",1
05:27,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",21 (+1),,20,,Centre 21-20 (+1),,"GOOD LAYUP by GERALD,DUSTIN(in the paint)",1
--,"ASSIST  by WOOLDRIDGE,CARSON",,,,,,,"ASSIST  by WOOLDRIDGE,CARSON",1
05:27,,,,,"FOUL  by DULIN,MICHAEL",,,"FOUL  by DULIN,MICHAEL",1
05:27,"GOOD FT by GERALD,DUSTIN",22 (+2),,20,,Centre 22-20 (+2),,"GOOD FT by GERALD,DUSTIN",1
05:27,,,,,"SUB OUT by DULIN,MICHAEL",,,"SUB OUT by DULIN,MICHAEL",1
05:27,,,,,"SUB IN by PHILLIPS,GARRETT",,,"SUB IN by PHILLIPS,GARRETT",1
05:14,,,,,"TURNOVER  by BRYANT,BEAU",,,"TURNOVER  by BRYANT,BEAU",1
05:14,,,,,"SUB OUT by ATWOOD,COLE",,,"SUB OUT by ATWOOD,COLE",1
05:14,,,,,"SUB IN by ROUSE,RASHOD",,,"SUB IN by ROUSE,RASHOD",1
05:14,"SUB OUT by WILLIAMS,JALEN",,,,,,,"SUB OUT by WILLIAMS,JALEN",1
05:14,"SUB IN by WILSON,DREW",,,,,,,"SUB IN by WILSON,DREW",1
04:58,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",24 (+4),,20,,Centre 24-20 (+4),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",1
--,"ASSIST  by WOOLDRIDGE,CARSON",,,,,,,"ASSIST  by WOOLDRIDGE,CARSON",1
04:50,"FOUL  by WOOLDRIDGE,CARSON",,,,,,,"FOUL  by WOOLDRIDGE,CARSON",1
04:49,,24 (+3),,21,"GOOD FT by OWENS,JALEN(fastbreak)",WPU 24-21 (+3),,"GOOD FT by OWENS,JALEN(fastbreak)",1
04:49,,24 (+2),,22,"GOOD FT by OWENS,JALEN(fastbreak)",WPU 24-22 (+2),,"GOOD FT by OWENS,JALEN(fastbreak)",1
04:49,"SUB OUT by WOOLDRIDGE,CARSON",,,,,,,"SUB OUT by WOOLDRIDGE,CARSON",1
04:49,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
04:49,,24 (+1),,23,"GOOD FT by OWENS,JALEN(fastbreak)",WPU 24-23 (+1),,"GOOD FT by OWENS,JALEN(fastbreak)",1
04:23,"GOOD LAYUP by SMITH,RJ(in the paint)",26 (+3),,23,,Centre 26-23 (+3),,"GOOD LAYUP by SMITH,RJ(in the paint)",1
--,"ASSIST  by BAUGHMAN,CARTER",,,,,,,"ASSIST  by BAUGHMAN,CARTER",1
04:11,,,,,"MISS 3PTR by PARTON,TYLER",,,"MISS 3PTR by PARTON,TYLER",1
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",1
03:58,"MISS 3PTR by BAUGHMAN,CARTER",,,,,,,"MISS 3PTR by BAUGHMAN,CARTER",1
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",1
03:53,"GOOD LAYUP by MOORE,CHEZ(in the paint)",28 (+5),,23,,Centre 28-23 (+5),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1
03:42,,,,,"MISS LAYUP by ROUSE,RASHOD(in the paint)",,,"MISS LAYUP by ROUSE,RASHOD(in the paint)",1
--,,,,,"REBOUND OFF by ROUSE,RASHOD",,,"REBOUND OFF by ROUSE,RASHOD",1
03:35,,28 (+3),,25,"GOOD LAYUP by ROUSE,RASHOD(in the paint)",WPU 28-25 (+3),,"GOOD LAYUP by ROUSE,RASHOD(in the paint)",1
03:22,"TURNOVER  by MOORE,CHEZ",,,,,,,"TURNOVER  by MOORE,CHEZ",1
03:22,,,,,"STEAL  by ROUSE,RASHOD",,,"STEAL  by ROUSE,RASHOD",1
03:16,,,,,"MISS JUMPER by ROUSE,RASHOD",,,"MISS JUMPER by ROUSE,RASHOD",1
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",1
03:03,,,,,"FOUL  by OWENS,JALEN",,,"FOUL  by OWENS,JALEN",1
03:03,"GOOD FT by GERALD,DUSTIN",29 (+4),,25,,Centre 29-25 (+4),,"GOOD FT by GERALD,DUSTIN",1
03:03,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",1
03:03,"SUB IN by WILLIAMS,JALEN",,,,,,,"SUB IN by WILLIAMS,JALEN",1
03:03,"MISS FT by GERALD,DUSTIN",,,,,,,"MISS FT by GERALD,DUSTIN",1
--,,,,,"REBOUND DEF by BRYANT,BEAU",,,"REBOUND DEF by BRYANT,BEAU",1
02:48,,29 (+1),,28,"GOOD 3PTR by PHILLIPS,GARRETT",WPU 29-28 (+1),,"GOOD 3PTR by PHILLIPS,GARRETT",1
--,,,,,"ASSIST  by PARTON,TYLER",,,"ASSIST  by PARTON,TYLER",1
02:26,"TURNOVER  by WILLIAMS,JALEN",,,,,,,"TURNOVER  by WILLIAMS,JALEN",1
02:26,,,,,"STEAL  by PARTON,TYLER",,,"STEAL  by PARTON,TYLER",1
02:21,,29,,30 (+1),"GOOD LAYUP by PARTON,TYLER(fastbreak)(in the paint)",WPU 29-30 (-1),,"GOOD LAYUP by PARTON,TYLER(fastbreak)(in the paint)",1
01:59,,,,,"FOUL  by BRYANT,BEAU",,,"FOUL  by BRYANT,BEAU",1
01:59,"GOOD FT by GERALD,DUSTIN",30,,30,,Centre 30-30 (0),,"GOOD FT by GERALD,DUSTIN",1
01:59,,,,,"SUB OUT by OWENS,JALEN",,,"SUB OUT by OWENS,JALEN",1
01:59,,,,,"SUB IN by BORDERS,MALACHI",,,"SUB IN by BORDERS,MALACHI",1
01:59,"SUB OUT by SMITH,RJ",,,,,,,"SUB OUT by SMITH,RJ",1
01:59,"SUB OUT by WILSON,DREW",,,,,,,"SUB OUT by WILSON,DREW",1
01:59,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",1
01:59,"SUB IN by KNOCHELMANN,PETE",,,,,,,"SUB IN by KNOCHELMANN,PETE",1
01:59,"MISS FT by GERALD,DUSTIN",,,,,,,"MISS FT by GERALD,DUSTIN",1
--,,,,,"REBOUND DEF by ROUSE,RASHOD",,,"REBOUND DEF by ROUSE,RASHOD",1
01:59,,,,,"MISS 3PTR by ROUSE,RASHOD",,,"MISS 3PTR by ROUSE,RASHOD",1
--,"REBOUND DEF by GERALD,DUSTIN",,,,,,,"REBOUND DEF by GERALD,DUSTIN",1
01:51,"MISS JUMPER by BAUGHMAN,CARTER",,,,,,,"MISS JUMPER by BAUGHMAN,CARTER",1
--,,,,,"REBOUND DEF by ROUSE,RASHOD",,,"REBOUND DEF by ROUSE,RASHOD",1
01:07,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",1
01:07,,,,,"MISS FT by ROUSE,RASHOD",,,"MISS FT by ROUSE,RASHOD",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
01:07,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",1
01:07,"SUB IN by SMITH,RJ",,,,,,,"SUB IN by SMITH,RJ",1
01:07,,30,,31 (+1),"GOOD FT by ROUSE,RASHOD",WPU 30-31 (-1),,"GOOD FT by ROUSE,RASHOD",1
01:07,,,,,"SUB OUT by ROUSE,RASHOD",,,"SUB OUT by ROUSE,RASHOD",1
01:07,,,,,"SUB IN by ATWOOD,COLE",,,"SUB IN by ATWOOD,COLE",1
00:52,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",,,,,,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
00:39,"GOOD LAYUP by MOORE,CHEZ(in the paint)",32 (+1),,31,,Centre 32-31 (+1),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",1
00:12,,32,,34 (+2),"GOOD 3PTR by ATWOOD,COLE",WPU 32-34 (-2),,"GOOD 3PTR by ATWOOD,COLE",1
--,,,,,"ASSIST  by BRYANT,BEAU",,,"ASSIST  by BRYANT,BEAU",1
00:00,"GOOD 3PTR by BAUGHMAN,CARTER",35 (+1),,34,,Centre 35-34 (+1),,"GOOD 3PTR by BAUGHMAN,CARTER",1
20:00,"SUB OUT by KNOCHELMANN,PETE",,,,,,,"SUB OUT by KNOCHELMANN,PETE",2
20:00,"SUB IN by GERALD,DUSTIN",,,,,,,"SUB IN by GERALD,DUSTIN",2
19:42,,35,,37 (+2),"GOOD 3PTR by PHILLIPS,GARRETT",WPU 35-37 (-2),,"GOOD 3PTR by PHILLIPS,GARRETT",2
--,,,,,"ASSIST  by BORDERS,MALACHI",,,"ASSIST  by BORDERS,MALACHI",2
19:17,,,,,"FOUL  by ATWOOD,COLE",,,"FOUL  by ATWOOD,COLE",2
19:06,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",37,,37,,Centre 37-37 (0),,"GOOD JUMPER by GERALD,DUSTIN(in the paint)",2
--,"ASSIST  by MOORE,CHEZ",,,,,,,"ASSIST  by MOORE,CHEZ",2
18:45,,37,,40 (+3),"GOOD 3PTR by ATWOOD,COLE",WPU 37-40 (-3),,"GOOD 3PTR by ATWOOD,COLE",2
--,,,,,"ASSIST  by BORDERS,MALACHI",,,"ASSIST  by BORDERS,MALACHI",2
18:24,"MISS JUMPER by WILLIAMS,JALEN",,,,,,,"MISS JUMPER by WILLIAMS,JALEN",2
--,"REBOUND OFF by WILLIAMS,JALEN",,,,,,,"REBOUND OFF by WILLIAMS,JALEN",2
18:13,"FOUL  by GERALD,DUSTIN",,,,,,,"FOUL  by GERALD,DUSTIN",2
18:13,"SUB OUT by GERALD,DUSTIN",,,,,,,"SUB OUT by GERALD,DUSTIN",2
18:13,"SUB IN by RING,NOAH",,,,,,,"SUB IN by RING,NOAH",2
18:00,,,,,"MISS 3PTR by ATWOOD,COLE",,,"MISS 3PTR by ATWOOD,COLE",2
--,"REBOUND DEF by MOORE,CHEZ",,,,,,,"REBOUND DEF by MOORE,CHEZ",2
17:51,"MISS JUMPER by WILLIAMS,JALEN",,,,,,,"MISS JUMPER by WILLIAMS,JALEN",2
--,,,,,"REBOUND DEF by BORDERS,MALACHI",,,"REBOUND DEF by BORDERS,MALACHI",2
17:40,,,,,"MISS 3PTR by PHILLIPS,GARRETT",,,"MISS 3PTR by PHILLIPS,GARRETT",2
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",2
17:32,"TURNOVER  by SMITH,RJ",,,,,,,"TURNOVER  by SMITH,RJ",2
17:32,,,,,"STEAL  by BRYANT,BEAU",,,"STEAL  by BRYANT,BEAU",2
17:27,,37,,43 (+6),"GOOD 3PTR by PHILLIPS,GARRETT",WPU 37-43 (-6),,"GOOD 3PTR by PHILLIPS,GARRETT",2
--,,,,,"ASSIST  by BRYANT,BEAU",,,"ASSIST  by BRYANT,BEAU",2
17:27,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
17:27,,,,,"SUB OUT by ATWOOD,COLE",,,"SUB OUT by ATWOOD,COLE",2
17:27,,,,,"SUB IN by ROUSE,RASHOD",,,"SUB IN by ROUSE,RASHOD",2
17:15,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",,,,,,,"MISS LAYUP by BAUGHMAN,CARTER(in the paint)",2
--,"REBOUND OFF by MOORE,CHEZ",,,,,,,"REBOUND OFF by MOORE,CHEZ",2
