Time Remaining,Centre,Away Team Score,Play Team Indicator,Home Team Score,WPU,Game Score,Team Indicator,Play,Period
02:07,,,,,"SUB IN by BORDERS,MALACHI",,,"SUB IN by BORDERS,MALACHI",3
02:07,,,,,"SUB IN by ATWOOD,COLE",,,"SUB IN by ATWOOD,COLE",3
02:07,"GOOD FT by SMITH,RJ",76 (+6),,70,,Centre 76-70 (+6),,"GOOD FT by SMITH,RJ",3
01:54,,,,,"TURNOVER  by BRYANT,BEAU",,,"TURNOVER  by BRYANT,BEAU",3
01:54,"STEAL  by BAUGHMAN,CARTER",,,,,,,"STEAL  by BAUGHMAN,CARTER",3
01:34,"MISS LAYUP by SMITH,RJ(in the paint)",,,,,,,"MISS LAYUP by SMITH,RJ(in the paint)",3
--,,,,,"REBOUND DEF by ATWOOD,COLE",,,"REBOUND DEF by ATWOOD,COLE",3
01:26,"FOUL  by SMITH,RJ",,,,,,,"FOUL  by SMITH,RJ",3
01:26,,76 (+5),,71,"GOOD FT by BORDERS,MALACHI(fastbreak)",WPU 76-71 (+5),,"GOOD FT by BORDERS,MALACHI(fastbreak)",3
01:26,,,,,"SUB OUT by ATWOOD,COLE",,,"SUB OUT by ATWOOD,COLE",3
01:26,,,,,"SUB IN by BUTLER,DILLON",,,"SUB IN by BUTLER,DILLON",3
01:26,,,,,"MISS FT by BORDERS,MALACHI(fastbreak)",,,"MISS FT by BORDERS,MALACHI(fastbreak)",3
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",3
01:13,"GOOD LAYUP by MOORE,CHEZ(in the paint)",78 (+7),,71,,Centre 78-71 (+7),,"GOOD LAYUP by MOORE,CHEZ(in the paint)",3
01:13,,,,,"FOUL  by BRYANT,BEAU",,,"FOUL  by BRYANT,BEAU",3
01:13,,,,,"SUB OUT by BUTLER,DILLON",,,"SUB OUT by BUTLER,DILLON",3
01:13,,,,,"SUB IN by ATWOOD,COLE",,,"SUB IN by ATWOOD,COLE",3
01:13,"GOOD FT by MOORE,CHEZ",79 (+8),,71,,Centre 79-71 (+8),,"GOOD FT by MOORE,CHEZ",3
01:13,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,3
01:05,,,,,"MISS LAYUP by BRYANT,BEAU(in the paint)",,,"MISS LAYUP by BRYANT,BEAU(in the paint)",3
01:05,"BLOCK  by SMITH,RJ",,,,,,,"BLOCK  by SMITH,RJ",3
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",3
00:48,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,3
00:42,,,,,"MISS LAYUP by BRYANT,BEAU(in the paint)",,,"MISS LAYUP by BRYANT,BEAU(in the paint)",3
--,"REBOUND DEF by WILLIAMS,JALEN",,,,,,,"REBOUND DEF by WILLIAMS,JALEN",3
00:38,,,,,"FOUL  by PARTON,TYLER",,,"FOUL  by PARTON,TYLER",3
00:38,"SUB OUT by MOORE,CHEZ",,,,,,,"SUB OUT by MOORE,CHEZ",3
00:38,"SUB IN by TAYLOR,MARSHALL",,,,,,,"SUB IN by TAYLOR,MARSHALL",3
00:38,"GOOD FT by SMITH,RJ(fastbreak)",80 (+9),,71,,Centre 80-71 (+9),,"GOOD FT by SMITH,RJ(fastbreak)",3
00:38,"GOOD FT by SMITH,RJ(fastbreak)",81 (+10),,71,,Centre 81-71 (+10),,"GOOD FT by SMITH,RJ(fastbreak)",3
00:33,,81 (+8),,73,"GOOD LAYUP by PARTON,TYLER(in the paint)",WPU 81-73 (+8),,"GOOD LAYUP by PARTON,TYLER(in the paint)",3
00:33,"FOUL  by BAUGHMAN,CARTER",,,,,,,"FOUL  by BAUGHMAN,CARTER",3
00:33,,81 (+7),,74,"GOOD FT by PARTON,TYLER",WPU 81-74 (+7),,"GOOD FT by PARTON,TYLER",3
00:33,,,,,"SUB OUT by ATWOOD,COLE",,,"SUB OUT by ATWOOD,COLE",3
00:33,,,,,"SUB IN by BUTLER,DILLON",,,"SUB IN by BUTLER,DILLON",3
00:31,,,,,"FOUL  by BRYANT,BEAU",,,"FOUL  by BRYANT,BEAU",3
00:31,"MISS FT by SMITH,RJ",,,,,,,"MISS FT by SMITH,RJ",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:31,,,,,"SUB OUT by BUTLER,DILLON",,,"SUB OUT by BUTLER,DILLON",3
00:31,,,,,"SUB IN by ATWOOD,COLE",,,"SUB IN by ATWOOD,COLE",3
00:31,"SUB OUT by TAYLOR,MARSHALL",,,,,,,"SUB OUT by TAYLOR,MARSHALL",3
00:31,"SUB IN by MOORE,CHEZ",,,,,,,"SUB IN by MOORE,CHEZ",3
00:31,"GOOD FT by SMITH,RJ",82 (+8),,74,,Centre 82-74 (+8),,"GOOD FT by SMITH,RJ",3
00:24,,,,,"MISS 3PTR by PHILLIPS,GARRETT",,,"MISS 3PTR by PHILLIPS,GARRETT",3
--,,,,,"REBOUND OFF by BORDERS,MALACHI",,,"REBOUND OFF by BORDERS,MALACHI",3
00:18,,,,,"MISS 3PTR by ATWOOD,COLE",,,"MISS 3PTR by ATWOOD,COLE",3
--,"REBOUND DEF by SMITH,RJ",,,,,,,"REBOUND DEF by SMITH,RJ",3
00:17,,,,,"FOUL  by PARTON,TYLER",,,"FOUL  by PARTON,TYLER",3
00:17,"MISS FT by SMITH,RJ(fastbreak)",,,,,,,"MISS FT by SMITH,RJ(fastbreak)",3
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,3
00:17,"GOOD FT by SMITH,RJ(fastbreak)",83 (+9),,74,,Centre 83-74 (+9),,"GOOD FT by SMITH,RJ(fastbreak)",3
00:12,,,,,"TURNOVER  by ATWOOD,COLE",,,"TURNOVER  by ATWOOD,COLE",3
00:12,"STEAL  by SMITH,RJ",,,,,,,"STEAL  by SMITH,RJ",3
