Time Remaining,MIL,Away Team Score,Play Team Indicator,Home Team Score,MC,Game Score,Team Indicator,Play,Period
--,"REBOUND OFF by BROWN,JEFF",,,,,,,"REBOUND OFF by BROWN,JEFF",1
00:15,,,,,"SUB IN by PULLIAM,GREG",,,"SUB IN by PULLIAM,GREG",1
00:15,,,,,"SUB IN by BLAKE,BRANDON",,,"SUB IN by BLAKE,BRANDON",1
00:15,,,,,"SUB OUT by DAVIS,REGGIE",,,"SUB OUT by DAVIS,REGGIE",1
00:15,,,,,"SUB OUT by JONES,CHAD",,,"SUB OUT by JONES,CHAD",1
00:06,"TURNOVER  by MEADES,TAYLOR",,,,,,,"TURNOVER  by MEADES,TAYLOR",1
00:06,,,,,"STEAL  by ESTER,MARLON",,,"STEAL  by ESTER,MARLON",1
00:06,"FOUL  by MERKEL,BRIAN",,,,,,,"FOUL  by MERKEL,BRIAN",1
00:06,,21,,23 (+2),"GOOD FT by PULLIAM,GREG",MC 21-23 (-2),,"GOOD FT by PULLIAM,GREG",1
00:06,,21,,24 (+3),"GOOD FT by PULLIAM,GREG",MC 21-24 (-3),,"GOOD FT by PULLIAM,GREG",1
00:06,"SUB IN by WHITE,TIM",,,,,,,"SUB IN by WHITE,TIM",1
00:06,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",1
00:06,"SUB OUT by BROWN,JEFF",,,,,,,"SUB OUT by BROWN,JEFF",1
00:06,"SUB OUT by KINNEAR,KYLE",,,,,,,"SUB OUT by KINNEAR,KYLE",1
00:01,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
19:41,,21,,26 (+5),"GOOD JUMPER by ESTER,MARLON",MC 21-26 (-5),,"GOOD JUMPER by ESTER,MARLON",2
--,,,,,"ASSIST  by PULLIAM,GREG",,,"ASSIST  by PULLIAM,GREG",2
19:16,,,,,"FOUL  by ESTER,MARLON",,,"FOUL  by ESTER,MARLON",2
19:14,"TURNOVER  by MERKEL,BRIAN",,,,,,,"TURNOVER  by MERKEL,BRIAN",2
19:13,,,,,"STEAL  by PULLIAM,GREG",,,"STEAL  by PULLIAM,GREG",2
19:12,,21,,28 (+7),"GOOD LAYUP by PULLIAM,GREG(fastbreak)(in the paint)",MC 21-28 (-7),,"GOOD LAYUP by PULLIAM,GREG(fastbreak)(in the paint)",2
19:12,"FOUL  by THOMAS,STERLING",,,,,,,"FOUL  by THOMAS,STERLING",2
19:12,,,,,"MISS FT by PULLIAM,GREG",,,"MISS FT by PULLIAM,GREG",2
--,"REBOUND DEF by KINNEAR,KYLE",,,,,,,"REBOUND DEF by KINNEAR,KYLE",2
19:07,"TURNOVER  by BROWN,JEFF",,,,,,,"TURNOVER  by BROWN,JEFF",2
18:57,,,,,"MISS JUMPER by PULLIAM,GREG",,,"MISS JUMPER by PULLIAM,GREG",2
--,"REBOUND DEF by BROWN,JEFF",,,,,,,"REBOUND DEF by BROWN,JEFF",2
18:47,"MISS JUMPER by CORTESE,NICK",,,,,,,"MISS JUMPER by CORTESE,NICK",2
--,"REBOUND OFF by THOMAS,STERLING",,,,,,,"REBOUND OFF by THOMAS,STERLING",2
18:43,"GOOD LAYUP by THOMAS,STERLING(in the paint)",23,,28 (+5),,MIL 23-28 (-5),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
18:14,,,,,"TURNOVER  by JONES,CHAD",,,"TURNOVER  by JONES,CHAD",2
18:12,"STEAL  by MERKEL,BRIAN",,,,,,,"STEAL  by MERKEL,BRIAN",2
18:03,"MISS 3PTR by BROWN,JEFF",,,,,,,"MISS 3PTR by BROWN,JEFF",2
--,,,,,"REBOUND DEF by PULLIAM,GREG",,,"REBOUND DEF by PULLIAM,GREG",2
17:55,,,,,"MISS 3PTR by ESTER,MARLON",,,"MISS 3PTR by ESTER,MARLON",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
17:41,"GOOD LAYUP by MERKEL,BRIAN(in the paint)",25,,28 (+3),,MIL 25-28 (-3),,"GOOD LAYUP by MERKEL,BRIAN(in the paint)",2
17:26,,,,,"MISS 3PTR by PULLIAM,GREG",,,"MISS 3PTR by PULLIAM,GREG",2
--,"REBOUND DEF by MERKEL,BRIAN",,,,,,,"REBOUND DEF by MERKEL,BRIAN",2
17:23,,,,,"FOUL  by MALONE,TREVON",,,"FOUL  by MALONE,TREVON",2
17:23,,,,,"SUB IN by SMITH,ADAM",,,"SUB IN by SMITH,ADAM",2
17:23,,,,,"SUB OUT by MALONE,TREVON",,,"SUB OUT by MALONE,TREVON",2
17:13,,,,,"FOUL  by JONES,CHAD",,,"FOUL  by JONES,CHAD",2
17:11,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND OFF by KINNEAR,KYLE",,,,,,,"REBOUND OFF by KINNEAR,KYLE",2
16:50,"GOOD 3PTR by CORTESE,NICK",28,,28,,MIL 28-28 (0),,"GOOD 3PTR by CORTESE,NICK",2
--,"ASSIST  by THOMAS,STERLING",,,,,,,"ASSIST  by THOMAS,STERLING",2
16:28,"FOUL  by KINNEAR,KYLE",,,,,,,"FOUL  by KINNEAR,KYLE",2
16:21,,28,,30 (+2),"GOOD JUMPER by PULLIAM,GREG",MC 28-30 (-2),,"GOOD JUMPER by PULLIAM,GREG",2
--,,,,,"ASSIST  by ESTER,MARLON",,,"ASSIST  by ESTER,MARLON",2
16:09,"TURNOVER  by MERKEL,BRIAN",,,,,,,"TURNOVER  by MERKEL,BRIAN",2
16:08,,,,,"STEAL  by ESTER,MARLON",,,"STEAL  by ESTER,MARLON",2
16:06,"FOUL  by MERKEL,BRIAN",,,,,,,"FOUL  by MERKEL,BRIAN",2
16:06,,,,,"MISS FT by ESTER,MARLON",,,"MISS FT by ESTER,MARLON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:06,,28,,31 (+3),"GOOD FT by ESTER,MARLON",MC 28-31 (-3),,"GOOD FT by ESTER,MARLON",2
16:06,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
16:06,"SUB IN by WHITE,TIM",,,,,,,"SUB IN by WHITE,TIM",2
16:06,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
16:06,"SUB IN by MEADES,TAYLOR",,,,,,,"SUB IN by MEADES,TAYLOR",2
16:06,"SUB OUT by KINNEAR,KYLE",,,,,,,"SUB OUT by KINNEAR,KYLE",2
16:06,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",2
16:06,"SUB OUT by MERKEL,BRIAN",,,,,,,"SUB OUT by MERKEL,BRIAN",2
16:06,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
15:55,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",30,,31 (+1),,MIL 30-31 (-1),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
15:44,,30,,33 (+3),"GOOD LAYUP by SMITH,ADAM(in the paint)",MC 30-33 (-3),,"GOOD LAYUP by SMITH,ADAM(in the paint)",2
--,,,,,"ASSIST  by PULLIAM,GREG",,,"ASSIST  by PULLIAM,GREG",2
15:29,"GOOD LAYUP by MEADES,TAYLOR(in the paint)",32,,33 (+1),,MIL 32-33 (-1),,"GOOD LAYUP by MEADES,TAYLOR(in the paint)",2
15:29,,,,,"FOUL  by TAYLOR,JESSE",,,"FOUL  by TAYLOR,JESSE",2
15:29,"MISS FT by MEADES,TAYLOR",,,,,,,"MISS FT by MEADES,TAYLOR",2
--,,,,,"REBOUND DEF by JONES,CHAD",,,"REBOUND DEF by JONES,CHAD",2
15:21,,,,,"MISS JUMPER by PULLIAM,GREG",,,"MISS JUMPER by PULLIAM,GREG",2
--,"REBOUND DEF by MEADES,TAYLOR",,,,,,,"REBOUND DEF by MEADES,TAYLOR",2
14:54,,,,,"FOUL  by SMITH,ADAM",,,"FOUL  by SMITH,ADAM",2
14:54,"GOOD FT by BERGER,RYAN",33,,33,,MIL 33-33 (0),,"GOOD FT by BERGER,RYAN",2
14:54,"MISS FT by BERGER,RYAN",,,,,,,"MISS FT by BERGER,RYAN",2
--,,,,,"REBOUND DEF by JONES,CHAD",,,"REBOUND DEF by JONES,CHAD",2
14:47,,33,,35 (+2),"GOOD LAYUP by SMITH,ADAM(in the paint)",MC 33-35 (-2),,"GOOD LAYUP by SMITH,ADAM(in the paint)",2
--,,,,,"ASSIST  by ESTER,MARLON",,,"ASSIST  by ESTER,MARLON",2
14:23,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",35,,35,,MIL 35-35 (0),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
14:23,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by TAYLOR,JESSE",,,"REBOUND DEF by TAYLOR,JESSE",2
14:23,"SUB IN by MONTGOMERY,JAYSON",,,,,,,"SUB IN by MONTGOMERY,JAYSON",2
14:23,"SUB OUT by BROWN,JEFF",,,,,,,"SUB OUT by BROWN,JEFF",2
14:23,,,,,"SUB IN by MALONE,TREVON",,,"SUB IN by MALONE,TREVON",2
14:23,,,,,"SUB OUT by JONES,CHAD",,,"SUB OUT by JONES,CHAD",2
14:10,,35,,37 (+2),"GOOD LAYUP by PULLIAM,GREG(in the paint)",MC 35-37 (-2),,"GOOD LAYUP by PULLIAM,GREG(in the paint)",2
--,,,,,"ASSIST  by TAYLOR,JESSE",,,"ASSIST  by TAYLOR,JESSE",2
14:09,,,,,"FOUL  by JONES,CHAD",,,"FOUL  by JONES,CHAD",2
14:09,"SUB IN by GRIFFON,JACKSON",,,,,,,"SUB IN by GRIFFON,JACKSON",2
14:09,"SUB OUT by WHITE,TIM",,,,,,,"SUB OUT by WHITE,TIM",2
14:06,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
14:05,,,,,"STEAL  by ESTER,MARLON",,,"STEAL  by ESTER,MARLON",2
14:03,,35,,39 (+4),"GOOD LAYUP by ESTER,MARLON(fastbreak)(in the paint)",MC 35-39 (-4),,"GOOD LAYUP by ESTER,MARLON(fastbreak)(in the paint)",2
14:01,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
13:41,"MISS 3PTR by MEADES,TAYLOR",,,,,,,"MISS 3PTR by MEADES,TAYLOR",2
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",2
13:36,"MISS LAYUP by BERGER,RYAN",,,,,,,"MISS LAYUP by BERGER,RYAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
13:26,"MISS 3PTR by GRIFFON,JACKSON",,,,,,,"MISS 3PTR by GRIFFON,JACKSON",2
--,"REBOUND OFF by BERGER,RYAN",,,,,,,"REBOUND OFF by BERGER,RYAN",2
13:10,"TURNOVER  by BERGER,RYAN",,,,,,,"TURNOVER  by BERGER,RYAN",2
13:09,,,,,"STEAL  by SMITH,ADAM",,,"STEAL  by SMITH,ADAM",2
13:00,,35,,41 (+6),"GOOD LAYUP by SMITH,ADAM(in the paint)",MC 35-41 (-6),,"GOOD LAYUP by SMITH,ADAM(in the paint)",2
--,,,,,"ASSIST  by MALONE,TREVON",,,"ASSIST  by MALONE,TREVON",2
12:42,"TURNOVER  by MEADES,TAYLOR",,,,,,,"TURNOVER  by MEADES,TAYLOR",2
12:41,,,,,"STEAL  by SMITH,ADAM",,,"STEAL  by SMITH,ADAM",2
12:38,,35,,43 (+8),"GOOD LAYUP by SMITH,ADAM(fastbreak)(in the paint)",MC 35-43 (-8),,"GOOD LAYUP by SMITH,ADAM(fastbreak)(in the paint)",2
12:36,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
12:36,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
12:36,"SUB IN by BROWN,JEFF",,,,,,,"SUB IN by BROWN,JEFF",2
12:36,"SUB IN by MERKEL,BRIAN",,,,,,,"SUB IN by MERKEL,BRIAN",2
12:36,"SUB IN by KINNEAR,KYLE",,,,,,,"SUB IN by KINNEAR,KYLE",2
12:36,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
12:36,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
12:36,"SUB OUT by MEADES,TAYLOR",,,,,,,"SUB OUT by MEADES,TAYLOR",2
12:36,"SUB OUT by MONTGOMERY,JAYSON",,,,,,,"SUB OUT by MONTGOMERY,JAYSON",2
12:21,"TURNOVER  by MERKEL,BRIAN",,,,,,,"TURNOVER  by MERKEL,BRIAN",2
12:20,,,,,"STEAL  by TAYLOR,JESSE",,,"STEAL  by TAYLOR,JESSE",2
11:49,"FOUL  by KINNEAR,KYLE",,,,,,,"FOUL  by KINNEAR,KYLE",2
11:49,,,,,"TURNOVER  by MALONE,TREVON",,,"TURNOVER  by MALONE,TREVON",2
11:47,"STEAL  by CORTESE,NICK",,,,,,,"STEAL  by CORTESE,NICK",2
11:42,"GOOD LAYUP by KINNEAR,KYLE(in the paint)",37,,43 (+6),,MIL 37-43 (-6),,"GOOD LAYUP by KINNEAR,KYLE(in the paint)",2
11:30,,37,,45 (+8),"GOOD JUMPER by PULLIAM,GREG",MC 37-45 (-8),,"GOOD JUMPER by PULLIAM,GREG",2
11:19,,,,,"FOUL  by SMITH,ADAM",,,"FOUL  by SMITH,ADAM",2
11:19,"GOOD FT by KINNEAR,KYLE",38,,45 (+7),,MIL 38-45 (-7),,"GOOD FT by KINNEAR,KYLE",2
11:19,"GOOD FT by KINNEAR,KYLE",39,,45 (+6),,MIL 39-45 (-6),,"GOOD FT by KINNEAR,KYLE",2
11:19,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",2
11:19,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
11:19,"SUB OUT by GRIFFON,JACKSON",,,,,,,"SUB OUT by GRIFFON,JACKSON",2
11:19,"SUB OUT by MERKEL,BRIAN",,,,,,,"SUB OUT by MERKEL,BRIAN",2
11:19,,,,,"SUB IN by CLARK,BLAKE",,,"SUB IN by CLARK,BLAKE",2
11:19,,,,,"SUB OUT by TAYLOR,JESSE",,,"SUB OUT by TAYLOR,JESSE",2
11:05,"FOUL  by KINNEAR,KYLE",,,,,,,"FOUL  by KINNEAR,KYLE",2
11:05,,,,,"MISS FT by MALONE,TREVON",,,"MISS FT by MALONE,TREVON",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
11:05,,39,,46 (+7),"GOOD FT by MALONE,TREVON",MC 39-46 (-7),,"GOOD FT by MALONE,TREVON",2
11:05,"SUB IN by MONTGOMERY,JAYSON",,,,,,,"SUB IN by MONTGOMERY,JAYSON",2
11:05,"SUB OUT by KINNEAR,KYLE",,,,,,,"SUB OUT by KINNEAR,KYLE",2
10:46,,,,,"FOUL  by CLARK,BLAKE",,,"FOUL  by CLARK,BLAKE",2
10:46,"GOOD FT by CORTESE,NICK",40,,46 (+6),,MIL 40-46 (-6),,"GOOD FT by CORTESE,NICK",2
10:46,"GOOD FT by CORTESE,NICK",41,,46 (+5),,MIL 41-46 (-5),,"GOOD FT by CORTESE,NICK",2
10:40,"FOUL  by MONTGOMERY,JAYSON",,,,,,,"FOUL  by MONTGOMERY,JAYSON",2
10:40,,41,,47 (+6),"GOOD FT by PULLIAM,GREG",MC 41-47 (-6),,"GOOD FT by PULLIAM,GREG",2
10:40,,,,,"MISS FT by PULLIAM,GREG",,,"MISS FT by PULLIAM,GREG",2
--,"REBOUND DEF by MONTGOMERY,JAYSON",,,,,,,"REBOUND DEF by MONTGOMERY,JAYSON",2
10:40,"SUB IN by WHITE,TIM",,,,,,,"SUB IN by WHITE,TIM",2
10:40,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",2
10:26,,,,,"FOUL  by ESTER,MARLON",,,"FOUL  by ESTER,MARLON",2
10:26,"GOOD FT by GILLIGAN,TULLY",42,,47 (+5),,MIL 42-47 (-5),,"GOOD FT by GILLIGAN,TULLY",2
10:26,"MISS FT by GILLIGAN,TULLY",,,,,,,"MISS FT by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by SMITH,ADAM",,,"REBOUND DEF by SMITH,ADAM",2
10:19,,,,,"TURNOVER  by ESTER,MARLON",,,"TURNOVER  by ESTER,MARLON",2
10:04,"GOOD 3PTR by CORTESE,NICK",45,,47 (+2),,MIL 45-47 (-2),,"GOOD 3PTR by CORTESE,NICK",2
--,"ASSIST  by BROWN,JEFF",,,,,,,"ASSIST  by BROWN,JEFF",2
09:42,,,,,"TURNOVER  by SMITH,ADAM",,,"TURNOVER  by SMITH,ADAM",2
09:42,"SUB IN by MEADES,TAYLOR",,,,,,,"SUB IN by MEADES,TAYLOR",2
09:42,"SUB OUT by WHITE,TIM",,,,,,,"SUB OUT by WHITE,TIM",2
09:28,,,,,"FOUL  by PULLIAM,GREG",,,"FOUL  by PULLIAM,GREG",2
09:28,"MISS FT by MEADES,TAYLOR",,,,,,,"MISS FT by MEADES,TAYLOR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:28,"GOOD FT by MEADES,TAYLOR",46,,47 (+1),,MIL 46-47 (-1),,"GOOD FT by MEADES,TAYLOR",2
09:28,"SUB IN by WHITE,TIM",,,,,,,"SUB IN by WHITE,TIM",2
09:28,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
09:28,,,,,"SUB IN by DAVIS,REGGIE",,,"SUB IN by DAVIS,REGGIE",2
09:28,,,,,"SUB IN by TAYLOR,JESSE",,,"SUB IN by TAYLOR,JESSE",2
09:28,,,,,"SUB OUT by CLARK,BLAKE",,,"SUB OUT by CLARK,BLAKE",2
09:28,,,,,"SUB OUT by ESTER,MARLON",,,"SUB OUT by ESTER,MARLON",2
09:10,,,,,"TURNOVER  by PULLIAM,GREG",,,"TURNOVER  by PULLIAM,GREG",2
09:09,"STEAL  by BROWN,JEFF",,,,,,,"STEAL  by BROWN,JEFF",2
09:05,"MISS LAYUP by MEADES,TAYLOR",,,,,,,"MISS LAYUP by MEADES,TAYLOR",2
--,"REBOUND OFF by BROWN,JEFF",,,,,,,"REBOUND OFF by BROWN,JEFF",2
09:00,"GOOD LAYUP by BROWN,JEFF(in the paint)",48 (+1),,47,,MIL 48-47 (+1),,"GOOD LAYUP by BROWN,JEFF(in the paint)",2
08:58,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
08:23,,,,,"MISS JUMPER by PULLIAM,GREG",,,"MISS JUMPER by PULLIAM,GREG",2
--,,,,,"REBOUND OFF by MALONE,TREVON",,,"REBOUND OFF by MALONE,TREVON",2
08:19,,48,,49 (+1),"GOOD LAYUP by MALONE,TREVON(in the paint)",MC 48-49 (-1),,"GOOD LAYUP by MALONE,TREVON(in the paint)",2
07:52,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
07:52,"SUB IN by MERKEL,BRIAN",,,,,,,"SUB IN by MERKEL,BRIAN",2
07:52,"SUB OUT by BROWN,JEFF",,,,,,,"SUB OUT by BROWN,JEFF",2
07:52,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
07:41,,,,,"FOUL  by SMITH,ADAM",,,"FOUL  by SMITH,ADAM",2
07:41,"GOOD FT by MEADES,TAYLOR",49,,49,,MIL 49-49 (0),,"GOOD FT by MEADES,TAYLOR",2
07:41,"GOOD FT by MEADES,TAYLOR",50 (+1),,49,,MIL 50-49 (+1),,"GOOD FT by MEADES,TAYLOR",2
07:41,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
07:41,"SUB OUT by MEADES,TAYLOR",,,,,,,"SUB OUT by MEADES,TAYLOR",2
07:41,,,,,"SUB IN by JONES,CHAD",,,"SUB IN by JONES,CHAD",2
07:41,,,,,"SUB OUT by SMITH,ADAM",,,"SUB OUT by SMITH,ADAM",2
07:10,,50,,51 (+1),"GOOD LAYUP by JONES,CHAD(in the paint)",MC 50-51 (-1),,"GOOD LAYUP by JONES,CHAD(in the paint)",2
--,,,,,"ASSIST  by PULLIAM,GREG",,,"ASSIST  by PULLIAM,GREG",2
06:58,,,,,"FOUL  by DAVIS,REGGIE",,,"FOUL  by DAVIS,REGGIE",2
06:58,"MISS FT by MERKEL,BRIAN",,,,,,,"MISS FT by MERKEL,BRIAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
06:58,"GOOD FT by MERKEL,BRIAN",51,,51,,MIL 51-51 (0),,"GOOD FT by MERKEL,BRIAN",2
06:37,,,,,"TURNOVER  by TAYLOR,JESSE",,,"TURNOVER  by TAYLOR,JESSE",2
06:37,,,,,"SUB IN by ESTER,MARLON",,,"SUB IN by ESTER,MARLON",2
06:37,,,,,"SUB OUT by DAVIS,REGGIE",,,"SUB OUT by DAVIS,REGGIE",2
06:18,"TURNOVER  by CORTESE,NICK",,,,,,,"TURNOVER  by CORTESE,NICK",2
06:09,,,,,"MISS LAYUP by JONES,CHAD",,,"MISS LAYUP by JONES,CHAD",2
--,"REBOUND DEF by MONTGOMERY,JAYSON",,,,,,,"REBOUND DEF by MONTGOMERY,JAYSON",2
06:03,"TURNOVER  by CORTESE,NICK",,,,,,,"TURNOVER  by CORTESE,NICK",2
05:41,,,,,"MISS LAYUP by MALONE,TREVON",,,"MISS LAYUP by MALONE,TREVON",2
05:41,"BLOCK  by BERGER,RYAN",,,,,,,"BLOCK  by BERGER,RYAN",2
--,,,,,"REBOUND OFF by MALONE,TREVON",,,"REBOUND OFF by MALONE,TREVON",2
05:36,,51,,53 (+2),"GOOD LAYUP by MALONE,TREVON(in the paint)",MC 51-53 (-2),,"GOOD LAYUP by MALONE,TREVON(in the paint)",2
05:18,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND DEF by PULLIAM,GREG",,,"REBOUND DEF by PULLIAM,GREG",2
05:05,,51,,55 (+4),"GOOD LAYUP by PULLIAM,GREG(in the paint)",MC 51-55 (-4),,"GOOD LAYUP by PULLIAM,GREG(in the paint)",2
--,,,,,"ASSIST  by ESTER,MARLON",,,"ASSIST  by ESTER,MARLON",2
05:05,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
05:05,,51,,56 (+5),"GOOD FT by PULLIAM,GREG",MC 51-56 (-5),,"GOOD FT by PULLIAM,GREG",2
05:05,"SUB IN by KINNEAR,KYLE",,,,,,,"SUB IN by KINNEAR,KYLE",2
05:05,"SUB IN by BROWN,JEFF",,,,,,,"SUB IN by BROWN,JEFF",2
05:05,"SUB IN by MEADES,TAYLOR",,,,,,,"SUB IN by MEADES,TAYLOR",2
05:05,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
05:05,"SUB OUT by MONTGOMERY,JAYSON",,,,,,,"SUB OUT by MONTGOMERY,JAYSON",2
05:05,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
05:05,"SUB OUT by MERKEL,BRIAN",,,,,,,"SUB OUT by MERKEL,BRIAN",2
05:05,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
04:46,"MISS 3PTR by WHITE,TIM",,,,,,,"MISS 3PTR by WHITE,TIM",2
--,,,,,"REBOUND DEF by JONES,CHAD",,,"REBOUND DEF by JONES,CHAD",2
04:31,,,,,"TURNOVER  by ESTER,MARLON",,,"TURNOVER  by ESTER,MARLON",2
04:29,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
04:06,"SUB IN by MERKEL,BRIAN",,,,,,,"SUB IN by MERKEL,BRIAN",2
04:06,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
04:06,"SUB OUT by WHITE,TIM",,,,,,,"SUB OUT by WHITE,TIM",2
04:06,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
03:58,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND DEF by PULLIAM,GREG",,,"REBOUND DEF by PULLIAM,GREG",2
03:29,,51,,59 (+8),"GOOD 3PTR by TAYLOR,JESSE",MC 51-59 (-8),,"GOOD 3PTR by TAYLOR,JESSE",2
--,,,,,"ASSIST  by MALONE,TREVON",,,"ASSIST  by MALONE,TREVON",2
03:17,"MISS LAYUP by KINNEAR,KYLE",,,,,,,"MISS LAYUP by KINNEAR,KYLE",2
03:17,,,,,"BLOCK  by MALONE,TREVON",,,"BLOCK  by MALONE,TREVON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:14,"GOOD LAYUP by BROWN,JEFF(in the paint)",53,,59 (+6),,MIL 53-59 (-6),,"GOOD LAYUP by BROWN,JEFF(in the paint)",2
--,"ASSIST  by MERKEL,BRIAN",,,,,,,"ASSIST  by MERKEL,BRIAN",2
02:57,,53,,61 (+8),"GOOD LAYUP by MALONE,TREVON(in the paint)",MC 53-61 (-8),,"GOOD LAYUP by MALONE,TREVON(in the paint)",2
--,,,,,"ASSIST  by PULLIAM,GREG",,,"ASSIST  by PULLIAM,GREG",2
02:57,"FOUL  by BROWN,JEFF",,,,,,,"FOUL  by BROWN,JEFF",2
02:57,,53,,62 (+9),"GOOD FT by MALONE,TREVON",MC 53-62 (-9),,"GOOD FT by MALONE,TREVON",2
02:40,,,,,"FOUL  by TAYLOR,JESSE",,,"FOUL  by TAYLOR,JESSE",2
02:40,"MISS FT by MEADES,TAYLOR",,,,,,,"MISS FT by MEADES,TAYLOR",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:40,"MISS FT by MEADES,TAYLOR",,,,,,,"MISS FT by MEADES,TAYLOR",2
--,,,,,"REBOUND DEF by JONES,CHAD",,,"REBOUND DEF by JONES,CHAD",2
02:40,"SUB IN by THOMAS,STERLING",,,,,,,"SUB IN by THOMAS,STERLING",2
02:40,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
02:08,,,,,"MISS JUMPER by PULLIAM,GREG",,,"MISS JUMPER by PULLIAM,GREG",2
--,,,,,"REBOUND OFF by MALONE,TREVON",,,"REBOUND OFF by MALONE,TREVON",2
02:06,"FOUL  by KINNEAR,KYLE",,,,,,,"FOUL  by KINNEAR,KYLE",2
02:06,,53,,63 (+10),"GOOD FT by MALONE,TREVON",MC 53-63 (-10),,"GOOD FT by MALONE,TREVON",2
02:06,,53,,64 (+11),"GOOD FT by MALONE,TREVON",MC 53-64 (-11),,"GOOD FT by MALONE,TREVON",2
02:06,"SUB IN by WHITE,TIM",,,,,,,"SUB IN by WHITE,TIM",2
02:06,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
02:06,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
02:06,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
02:06,"SUB OUT by THOMAS,STERLING",,,,,,,"SUB OUT by THOMAS,STERLING",2
02:06,"SUB OUT by MERKEL,BRIAN",,,,,,,"SUB OUT by MERKEL,BRIAN",2
