Time Remaining,HCM,Away Team Score,Play Team Indicator,Home Team Score,MSPS,Game Score,Team Indicator,Play,Period
19:01,"MISS LAYUP by THOMAS,JEREMIAH",,,,,,,"MISS LAYUP by THOMAS,JEREMIAH",2
--,"REBOUND OFF by VARNEY,JASON",,,,,,,"REBOUND OFF by VARNEY,JASON",2
18:48,,,,,"FOUL  by KINNEAR,KYLE",,,"FOUL  by KINNEAR,KYLE",2
18:48,"MISS FT by THOMAS,JEREMIAH",,,,,,,"MISS FT by THOMAS,JEREMIAH",2
18:48,"MISS FT by THOMAS,JEREMIAH",,,,,,,"MISS FT by THOMAS,JEREMIAH",2
--,,,,,"REBOUND DEF by KINNEAR,KYLE",,,"REBOUND DEF by KINNEAR,KYLE",2
18:48,,,,,"TURNOVER  by KINNEAR,KYLE",,,"TURNOVER  by KINNEAR,KYLE",2
18:30,"GOOD LAYUP by VARNEY,JASON(in the paint)",28,,44 (+16),,HCM 28-44 (+16),,"GOOD LAYUP by VARNEY,JASON(in the paint)",2
18:11,,,,,"MISS 3PTR by WHITE,TIM",,,"MISS 3PTR by WHITE,TIM",2
--,,,,,"REBOUND OFF by KINNEAR,KYLE",,,"REBOUND OFF by KINNEAR,KYLE",2
18:05,"FOUL  by ROBERSON,D'ANGELO",,,,,,,"FOUL  by ROBERSON,D'ANGELO",2
18:05,,,,,"MISS FT by WHITE,TIM",,,"MISS FT by WHITE,TIM",2
18:05,,28,,45 (+17),"GOOD FT by WHITE,TIM",MSPS 28-45 (+17),,"GOOD FT by WHITE,TIM",2
18:05,"SUB IN by BLACKMON,KANDEN",,,,,,,"SUB IN by BLACKMON,KANDEN",2
18:05,"SUB OUT by ROBERSON,D'ANGELO",,,,,,,"SUB OUT by ROBERSON,D'ANGELO",2
17:53,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",30,,45 (+15),,HCM 30-45 (+15),,"GOOD LAYUP by THOMAS,JEREMIAH(in the paint)",2
--,"ASSIST  by LEE,JERROD",,,,,,,"ASSIST  by LEE,JERROD",2
17:34,,30,,47 (+17),"GOOD JUMPER by KINNEAR,KYLE",MSPS 30-47 (+17),,"GOOD JUMPER by KINNEAR,KYLE",2
--,,,,,"ASSIST  by MEADES,TAYLOR",,,"ASSIST  by MEADES,TAYLOR",2
17:19,"GOOD 3PTR by VARNEY,JASON",33,,47 (+14),,HCM 33-47 (+14),,"GOOD 3PTR by VARNEY,JASON",2
--,"ASSIST  by LEE,JERROD",,,,,,,"ASSIST  by LEE,JERROD",2
17:08,,,,,"TURNOVER  by MEADES,TAYLOR",,,"TURNOVER  by MEADES,TAYLOR",2
17:06,"STEAL  by VARNEY,JASON",,,,,,,"STEAL  by VARNEY,JASON",2
17:00,"TURNOVER  by PETTY,RYAN",,,,,,,"TURNOVER  by PETTY,RYAN",2
16:59,,,,,"STEAL  by MERKEL,BRIAN",,,"STEAL  by MERKEL,BRIAN",2
16:57,"FOUL  by PETTY,RYAN",,,,,,,"FOUL  by PETTY,RYAN",2
16:57,,33,,48 (+15),"GOOD FT by WHITE,TIM",MSPS 33-48 (+15),,"GOOD FT by WHITE,TIM",2
16:57,,33,,49 (+16),"GOOD FT by WHITE,TIM",MSPS 33-49 (+16),,"GOOD FT by WHITE,TIM",2
16:57,,,,,"SUB IN by MONTGOMERY,JAYSON",,,"SUB IN by MONTGOMERY,JAYSON",2
16:57,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
16:57,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
16:57,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
16:57,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
16:57,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
16:57,,,,,"SUB OUT by BROWN,JEFF",,,"SUB OUT by BROWN,JEFF",2
16:57,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
16:57,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
16:57,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
16:40,"TURNOVER  by BLACKMON,KANDEN",,,,,,,"TURNOVER  by BLACKMON,KANDEN",2
16:39,,,,,"STEAL  by CORTESE,NICK",,,"STEAL  by CORTESE,NICK",2
16:34,,,,,"TURNOVER  by CORTESE,NICK",,,"TURNOVER  by CORTESE,NICK",2
16:33,"STEAL  by THOMAS,JEREMIAH",,,,,,,"STEAL  by THOMAS,JEREMIAH",2
16:29,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
16:28,,,,,"FOUL  by CORTESE,NICK",,,"FOUL  by CORTESE,NICK",2
16:11,"MISS JUMPER by BLACKMON,KANDEN",,,,,,,"MISS JUMPER by BLACKMON,KANDEN",2
16:11,,,,,"BLOCK  by BERGER,RYAN",,,"BLOCK  by BERGER,RYAN",2
--,"REBOUND OFF by BLACKMON,KANDEN",,,,,,,"REBOUND OFF by BLACKMON,KANDEN",2
16:11,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
16:11,"GOOD FT by BLACKMON,KANDEN",34,,49 (+15),,HCM 34-49 (+15),,"GOOD FT by BLACKMON,KANDEN",2
16:11,"GOOD FT by BLACKMON,KANDEN",35,,49 (+14),,HCM 35-49 (+14),,"GOOD FT by BLACKMON,KANDEN",2
15:48,,,,,"MISS LAYUP by CORTESE,NICK",,,"MISS LAYUP by CORTESE,NICK",2
--,"REBOUND DEF by BLACKMON,KANDEN",,,,,,,"REBOUND DEF by BLACKMON,KANDEN",2
15:40,,,,,"FOUL  by GILLIGAN,TULLY",,,"FOUL  by GILLIGAN,TULLY",2
15:40,"GOOD FT by PETTY,RYAN",36,,49 (+13),,HCM 36-49 (+13),,"GOOD FT by PETTY,RYAN",2
15:40,"GOOD FT by PETTY,RYAN",37,,49 (+12),,HCM 37-49 (+12),,"GOOD FT by PETTY,RYAN",2
15:40,"SUB IN by TURNIPSEED,D'AWVALO",,,,,,,"SUB IN by TURNIPSEED,D'AWVALO",2
15:40,"SUB IN by MCDOWELL,WILLIE",,,,,,,"SUB IN by MCDOWELL,WILLIE",2
15:40,"SUB OUT by LEE,JERROD",,,,,,,"SUB OUT by LEE,JERROD",2
15:40,"SUB OUT by THOMAS,JEREMIAH",,,,,,,"SUB OUT by THOMAS,JEREMIAH",2
15:27,,,,,"MISS JUMPER by CORTESE,NICK",,,"MISS JUMPER by CORTESE,NICK",2
--,,,,,"REBOUND OFF by MONTGOMERY,JAYSON",,,"REBOUND OFF by MONTGOMERY,JAYSON",2
15:18,,37,,51 (+14),"GOOD JUMPER by CORTESE,NICK",MSPS 37-51 (+14),,"GOOD JUMPER by CORTESE,NICK",2
14:56,"MISS JUMPER by PETTY,RYAN",,,,,,,"MISS JUMPER by PETTY,RYAN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:52,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
14:52,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
14:39,,37,,54 (+17),"GOOD 3PTR by CORTESE,NICK",MSPS 37-54 (+17),,"GOOD 3PTR by CORTESE,NICK",2
--,,,,,"ASSIST  by THOMAS,STERLING",,,"ASSIST  by THOMAS,STERLING",2
14:28,"MISS LAYUP by VARNEY,JASON",,,,,,,"MISS LAYUP by VARNEY,JASON",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
14:28,,,,,"FOUL  by MONTGOMERY,JAYSON",,,"FOUL  by MONTGOMERY,JAYSON",2
14:28,"GOOD FT by MCDOWELL,WILLIE",38,,54 (+16),,HCM 38-54 (+16),,"GOOD FT by MCDOWELL,WILLIE",2
14:28,"GOOD FT by MCDOWELL,WILLIE",39,,54 (+15),,HCM 39-54 (+15),,"GOOD FT by MCDOWELL,WILLIE",2
14:28,"SUB IN by KILPATRICK,MIKE",,,,,,,"SUB IN by KILPATRICK,MIKE",2
14:28,"SUB IN by LEE,JERROD",,,,,,,"SUB IN by LEE,JERROD",2
14:28,"SUB OUT by PETTY,RYAN",,,,,,,"SUB OUT by PETTY,RYAN",2
14:28,"SUB OUT by TURNIPSEED,D'AWVALO",,,,,,,"SUB OUT by TURNIPSEED,D'AWVALO",2
14:28,,,,,"SUB IN by MEADES,TAYLOR",,,"SUB IN by MEADES,TAYLOR",2
14:28,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
14:05,,39,,56 (+17),"GOOD LAYUP by MERKEL,BRIAN(in the paint)",MSPS 39-56 (+17),,"GOOD LAYUP by MERKEL,BRIAN(in the paint)",2
14:02,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:02,"SUB IN by NORRIS,DEANGELO",,,,,,,"SUB IN by NORRIS,DEANGELO",2
14:02,"SUB OUT by KILPATRICK,MIKE",,,,,,,"SUB OUT by KILPATRICK,MIKE",2
13:51,"TURNOVER  by VARNEY,JASON",,,,,,,"TURNOVER  by VARNEY,JASON",2
13:24,,,,,"TURNOVER  by THOMAS,STERLING",,,"TURNOVER  by THOMAS,STERLING",2
13:22,"STEAL  by BLACKMON,KANDEN",,,,,,,"STEAL  by BLACKMON,KANDEN",2
13:09,"TURNOVER  by NORRIS,DEANGELO",,,,,,,"TURNOVER  by NORRIS,DEANGELO",2
13:07,,,,,"STEAL  by BERGER,RYAN",,,"STEAL  by BERGER,RYAN",2
13:02,,39,,58 (+19),"GOOD LAYUP by THOMAS,STERLING(in the paint)",MSPS 39-58 (+19),,"GOOD LAYUP by THOMAS,STERLING(in the paint)",2
--,,,,,"ASSIST  by MERKEL,BRIAN",,,"ASSIST  by MERKEL,BRIAN",2
12:45,"GOOD LAYUP by VARNEY,JASON(in the paint)",41,,58 (+17),,HCM 41-58 (+17),,"GOOD LAYUP by VARNEY,JASON(in the paint)",2
12:23,,,,,"MISS 3PTR by BERGER,RYAN",,,"MISS 3PTR by BERGER,RYAN",2
--,"REBOUND DEF by BLACKMON,KANDEN",,,,,,,"REBOUND DEF by BLACKMON,KANDEN",2
12:09,,,,,"FOUL  by MONTGOMERY,JAYSON",,,"FOUL  by MONTGOMERY,JAYSON",2
12:09,"MISS FT by LEE,JERROD",,,,,,,"MISS FT by LEE,JERROD",2
12:09,"MISS FT by LEE,JERROD",,,,,,,"MISS FT by LEE,JERROD",2
--,,,,,"REBOUND DEF by KINNEAR,KYLE",,,"REBOUND DEF by KINNEAR,KYLE",2
12:09,"SUB IN by THOMAS,JEREMIAH",,,,,,,"SUB IN by THOMAS,JEREMIAH",2
12:09,"SUB IN by PETTY,RYAN",,,,,,,"SUB IN by PETTY,RYAN",2
12:09,"SUB IN by ROBERSON,D'ANGELO",,,,,,,"SUB IN by ROBERSON,D'ANGELO",2
12:09,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",2
12:09,"SUB OUT by MCDOWELL,WILLIE",,,,,,,"SUB OUT by MCDOWELL,WILLIE",2
12:09,"SUB OUT by BLACKMON,KANDEN",,,,,,,"SUB OUT by BLACKMON,KANDEN",2
12:09,,,,,"SUB IN by BROWN,JEFF",,,"SUB IN by BROWN,JEFF",2
12:09,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
12:09,,,,,"SUB IN by KINNEAR,KYLE",,,"SUB IN by KINNEAR,KYLE",2
12:09,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
12:09,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
12:09,,,,,"SUB OUT by MONTGOMERY,JAYSON",,,"SUB OUT by MONTGOMERY,JAYSON",2
12:09,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
12:09,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
12:09,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
12:09,,,,,"SUB OUT by THOMAS,STERLING",,,"SUB OUT by THOMAS,STERLING",2
12:04,,,,,"FOUL  by BROWN,JEFF",,,"FOUL  by BROWN,JEFF",2
11:30,"TURNOVER  by NORRIS,DEANGELO",,,,,,,"TURNOVER  by NORRIS,DEANGELO",2
11:30,"SUB IN by DOOLEY,JUSTIN",,,,,,,"SUB IN by DOOLEY,JUSTIN",2
11:30,"SUB OUT by NORRIS,DEANGELO",,,,,,,"SUB OUT by NORRIS,DEANGELO",2
11:10,,,,,"TURNOVER  by WHITE,TIM",,,"TURNOVER  by WHITE,TIM",2
10:59,"TURNOVER  by THOMAS,JEREMIAH",,,,,,,"TURNOVER  by THOMAS,JEREMIAH",2
10:46,,,,,"MISS 3PTR by WHITE,TIM",,,"MISS 3PTR by WHITE,TIM",2
--,,,,,"REBOUND OFF by KINNEAR,KYLE",,,"REBOUND OFF by KINNEAR,KYLE",2
10:38,,,,,"MISS LAYUP by KINNEAR,KYLE",,,"MISS LAYUP by KINNEAR,KYLE",2
--,"REBOUND DEF by LEE,JERROD",,,,,,,"REBOUND DEF by LEE,JERROD",2
10:20,"GOOD 3PTR by PETTY,RYAN",44,,58 (+14),,HCM 44-58 (+14),,"GOOD 3PTR by PETTY,RYAN",2
--,"ASSIST  by DOOLEY,JUSTIN",,,,,,,"ASSIST  by DOOLEY,JUSTIN",2
10:14,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:14,"SUB IN by BLACKMON,KANDEN",,,,,,,"SUB IN by BLACKMON,KANDEN",2
10:14,"SUB OUT by ROBERSON,D'ANGELO",,,,,,,"SUB OUT by ROBERSON,D'ANGELO",2
10:14,,,,,"SUB IN by MEADES,TAYLOR",,,"SUB IN by MEADES,TAYLOR",2
10:14,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
10:05,,44,,60 (+16),"GOOD LAYUP by MEADES,TAYLOR(in the paint)",MSPS 44-60 (+16),,"GOOD LAYUP by MEADES,TAYLOR(in the paint)",2
09:57,"MISS JUMPER by PETTY,RYAN",,,,,,,"MISS JUMPER by PETTY,RYAN",2
--,"REBOUND OFF by THOMAS,JEREMIAH",,,,,,,"REBOUND OFF by THOMAS,JEREMIAH",2
09:51,"TURNOVER  by DOOLEY,JUSTIN",,,,,,,"TURNOVER  by DOOLEY,JUSTIN",2
09:51,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",2
09:51,"SUB OUT by THOMAS,JEREMIAH",,,,,,,"SUB OUT by THOMAS,JEREMIAH",2
09:49,"SUB IN by TURNIPSEED,D'AWVALO",,,,,,,"SUB IN by TURNIPSEED,D'AWVALO",2
09:49,"SUB OUT by DOOLEY,JUSTIN",,,,,,,"SUB OUT by DOOLEY,JUSTIN",2
09:29,,44,,62 (+18),"GOOD JUMPER by KINNEAR,KYLE",MSPS 44-62 (+18),,"GOOD JUMPER by KINNEAR,KYLE",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
08:56,"MISS LAYUP by LEE,JERROD",,,,,,,"MISS LAYUP by LEE,JERROD",2
--,,,,,"REBOUND DEF by KINNEAR,KYLE",,,"REBOUND DEF by KINNEAR,KYLE",2
08:51,,44,,65 (+21),"GOOD 3PTR by CORTESE,NICK",MSPS 44-65 (+21),,"GOOD 3PTR by CORTESE,NICK",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
08:36,"GOOD 3PTR by TURNIPSEED,D'AWVALO",47,,65 (+18),,HCM 47-65 (+18),,"GOOD 3PTR by TURNIPSEED,D'AWVALO",2
--,"ASSIST  by PETTY,RYAN",,,,,,,"ASSIST  by PETTY,RYAN",2
08:01,,47,,67 (+20),"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",MSPS 47-67 (+20),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
--,,,,,"ASSIST  by KINNEAR,KYLE",,,"ASSIST  by KINNEAR,KYLE",2
07:57,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
07:57,"SUB IN by EDGAR,COURTNEE",,,,,,,"SUB IN by EDGAR,COURTNEE",2
07:57,"SUB OUT by LEE,JERROD",,,,,,,"SUB OUT by LEE,JERROD",2
07:57,,,,,"SUB IN by BERGER,RYAN",,,"SUB IN by BERGER,RYAN",2
07:57,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
07:57,,,,,"SUB OUT by KINNEAR,KYLE",,,"SUB OUT by KINNEAR,KYLE",2
07:57,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
07:44,"MISS LAYUP by VARNEY,JASON",,,,,,,"MISS LAYUP by VARNEY,JASON",2
07:44,,,,,"BLOCK  by BERGER,RYAN",,,"BLOCK  by BERGER,RYAN",2
--,"REBOUND OFF by PETTY,RYAN",,,,,,,"REBOUND OFF by PETTY,RYAN",2
07:37,"MISS JUMPER by PETTY,RYAN",,,,,,,"MISS JUMPER by PETTY,RYAN",2
--,,,,,"REBOUND DEF by BROWN,JEFF",,,"REBOUND DEF by BROWN,JEFF",2
07:34,"FOUL  by EDGAR,COURTNEE",,,,,,,"FOUL  by EDGAR,COURTNEE",2
07:34,,47,,68 (+21),"GOOD FT by MEADES,TAYLOR",MSPS 47-68 (+21),,"GOOD FT by MEADES,TAYLOR",2
07:34,,,,,"MISS FT by MEADES,TAYLOR",,,"MISS FT by MEADES,TAYLOR",2
--,"REBOUND DEF by VARNEY,JASON",,,,,,,"REBOUND DEF by VARNEY,JASON",2
07:34,"MISS JUMPER by PETTY,RYAN",,,,,,,"MISS JUMPER by PETTY,RYAN",2
--,,,,,"REBOUND DEF by BROWN,JEFF",,,"REBOUND DEF by BROWN,JEFF",2
07:27,"FOUL  by BLACKMON,KANDEN",,,,,,,"FOUL  by BLACKMON,KANDEN",2
06:57,,47,,70 (+23),"GOOD LAYUP by MEADES,TAYLOR(in the paint)",MSPS 47-70 (+23),,"GOOD LAYUP by MEADES,TAYLOR(in the paint)",2
06:41,"MISS JUMPER by PETTY,RYAN",,,,,,,"MISS JUMPER by PETTY,RYAN",2
--,"REBOUND OFF by BLACKMON,KANDEN",,,,,,,"REBOUND OFF by BLACKMON,KANDEN",2
06:37,"GOOD LAYUP by BLACKMON,KANDEN(in the paint)",49,,70 (+21),,HCM 49-70 (+21),,"GOOD LAYUP by BLACKMON,KANDEN(in the paint)",2
06:03,,,,,"MISS 3PTR by BROWN,JEFF",,,"MISS 3PTR by BROWN,JEFF",2
--,"REBOUND DEF by VARNEY,JASON",,,,,,,"REBOUND DEF by VARNEY,JASON",2
05:49,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
05:49,"GOOD FT by VARNEY,JASON",50,,70 (+20),,HCM 50-70 (+20),,"GOOD FT by VARNEY,JASON",2
05:49,"GOOD FT by VARNEY,JASON",51,,70 (+19),,HCM 51-70 (+19),,"GOOD FT by VARNEY,JASON",2
05:49,"SUB IN by BALKCUM,SCOTT",,,,,,,"SUB IN by BALKCUM,SCOTT",2
05:49,"SUB IN by MCDOWELL,WILLIE",,,,,,,"SUB IN by MCDOWELL,WILLIE",2
05:49,"SUB OUT by BLACKMON,KANDEN",,,,,,,"SUB OUT by BLACKMON,KANDEN",2
05:49,"SUB OUT by VARNEY,JASON",,,,,,,"SUB OUT by VARNEY,JASON",2
05:49,,,,,"SUB IN by MONTGOMERY,JAYSON",,,"SUB IN by MONTGOMERY,JAYSON",2
05:49,,,,,"SUB OUT by BROWN,JEFF",,,"SUB OUT by BROWN,JEFF",2
05:30,,,,,"MISS LAYUP by MERKEL,BRIAN",,,"MISS LAYUP by MERKEL,BRIAN",2
--,,,,,"REBOUND OFF by BERGER,RYAN",,,"REBOUND OFF by BERGER,RYAN",2
05:25,,51,,72 (+21),"GOOD LAYUP by BERGER,RYAN(in the paint)",MSPS 51-72 (+21),,"GOOD LAYUP by BERGER,RYAN(in the paint)",2
05:13,"MISS JUMPER by EDGAR,COURTNEE",,,,,,,"MISS JUMPER by EDGAR,COURTNEE",2
--,"REBOUND OFF by TURNIPSEED,D'AWVALO",,,,,,,"REBOUND OFF by TURNIPSEED,D'AWVALO",2
05:09,"MISS 3PTR by TURNIPSEED,D'AWVALO",,,,,,,"MISS 3PTR by TURNIPSEED,D'AWVALO",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
05:04,"SUB IN by LEE,JERROD",,,,,,,"SUB IN by LEE,JERROD",2
05:04,"SUB OUT by TURNIPSEED,D'AWVALO",,,,,,,"SUB OUT by TURNIPSEED,D'AWVALO",2
05:04,,,,,"SUB IN by WHITE,TIM",,,"SUB IN by WHITE,TIM",2
05:04,,,,,"SUB OUT by CORTESE,NICK",,,"SUB OUT by CORTESE,NICK",2
04:50,,,,,"MISS JUMPER by MERKEL,BRIAN",,,"MISS JUMPER by MERKEL,BRIAN",2
--,"REBOUND DEF by PETTY,RYAN",,,,,,,"REBOUND DEF by PETTY,RYAN",2
04:36,,,,,"FOUL  by MONTGOMERY,JAYSON",,,"FOUL  by MONTGOMERY,JAYSON",2
04:36,"GOOD FT by LEE,JERROD",52,,72 (+20),,HCM 52-72 (+20),,"GOOD FT by LEE,JERROD",2
04:36,"GOOD FT by LEE,JERROD",53,,72 (+19),,HCM 53-72 (+19),,"GOOD FT by LEE,JERROD",2
04:36,"SUB IN by BRYSON,ERIC",,,,,,,"SUB IN by BRYSON,ERIC",2
04:36,"SUB IN by VARNEY,JASON",,,,,,,"SUB IN by VARNEY,JASON",2
04:36,"SUB OUT by LEE,JERROD",,,,,,,"SUB OUT by LEE,JERROD",2
04:36,"SUB OUT by PETTY,RYAN",,,,,,,"SUB OUT by PETTY,RYAN",2
04:16,"FOUL  by MCDOWELL,WILLIE",,,,,,,"FOUL  by MCDOWELL,WILLIE",2
04:16,,,,,"SUB IN by GILLIGAN,TULLY",,,"SUB IN by GILLIGAN,TULLY",2
04:16,,,,,"SUB OUT by MERKEL,BRIAN",,,"SUB OUT by MERKEL,BRIAN",2
04:02,,,,,"MISS JUMPER by MEADES,TAYLOR",,,"MISS JUMPER by MEADES,TAYLOR",2
--,"REBOUND DEF by EDGAR,COURTNEE",,,,,,,"REBOUND DEF by EDGAR,COURTNEE",2
03:53,"MISS 3PTR by EDGAR,COURTNEE",,,,,,,"MISS 3PTR by EDGAR,COURTNEE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:40,,,,,"MISS JUMPER by GILLIGAN,TULLY",,,"MISS JUMPER by GILLIGAN,TULLY",2
--,"REBOUND DEF by EDGAR,COURTNEE",,,,,,,"REBOUND DEF by EDGAR,COURTNEE",2
03:29,"MISS LAYUP by DOOLEY,JUSTIN",,,,,,,"MISS LAYUP by DOOLEY,JUSTIN",2
--,"REBOUND OFF by MCDOWELL,WILLIE",,,,,,,"REBOUND OFF by MCDOWELL,WILLIE",2
03:29,"GOOD LAYUP by MCDOWELL,WILLIE(in the paint)",55,,72 (+17),,HCM 55-72 (+17),,"GOOD LAYUP by MCDOWELL,WILLIE(in the paint)",2
03:29,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
03:29,"MISS FT by MCDOWELL,WILLIE",,,,,,,"MISS FT by MCDOWELL,WILLIE",2
--,,,,,"REBOUND DEF by MONTGOMERY,JAYSON",,,"REBOUND DEF by MONTGOMERY,JAYSON",2
03:29,"SUB IN by DOOLEY,JUSTIN",,,,,,,"SUB IN by DOOLEY,JUSTIN",2
03:29,"SUB OUT by BRYSON,ERIC",,,,,,,"SUB OUT by BRYSON,ERIC",2
03:00,,55,,74 (+19),"GOOD LAYUP by MEADES,TAYLOR(in the paint)",MSPS 55-74 (+19),,"GOOD LAYUP by MEADES,TAYLOR(in the paint)",2
--,,,,,"ASSIST  by GILLIGAN,TULLY",,,"ASSIST  by GILLIGAN,TULLY",2
02:48,"MISS 3PTR by EDGAR,COURTNEE",,,,,,,"MISS 3PTR by EDGAR,COURTNEE",2
--,,,,,"REBOUND DEF by BERGER,RYAN",,,"REBOUND DEF by BERGER,RYAN",2
02:37,,,,,"MISS LAYUP by WHITE,TIM",,,"MISS LAYUP by WHITE,TIM",2
02:37,"BLOCK  by MCDOWELL,WILLIE",,,,,,,"BLOCK  by MCDOWELL,WILLIE",2
--,"REBOUND DEF by MCDOWELL,WILLIE",,,,,,,"REBOUND DEF by MCDOWELL,WILLIE",2
02:30,"MISS JUMPER by MCDOWELL,WILLIE",,,,,,,"MISS JUMPER by MCDOWELL,WILLIE",2
--,"REBOUND OFF by VARNEY,JASON",,,,,,,"REBOUND OFF by VARNEY,JASON",2
02:26,"MISS LAYUP by VARNEY,JASON",,,,,,,"MISS LAYUP by VARNEY,JASON",2
--,"REBOUND OFF by VARNEY,JASON",,,,,,,"REBOUND OFF by VARNEY,JASON",2
02:22,,,,,"FOUL  by BERGER,RYAN",,,"FOUL  by BERGER,RYAN",2
02:22,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
02:22,"MISS FT by VARNEY,JASON",,,,,,,"MISS FT by VARNEY,JASON",2
02:22,"GOOD FT by VARNEY,JASON",56,,74 (+18),,HCM 56-74 (+18),,"GOOD FT by VARNEY,JASON",2
02:22,"SUB IN by LEE,JERROD",,,,,,,"SUB IN by LEE,JERROD",2
02:22,"SUB IN by KARN,GRANTLAND",,,,,,,"SUB IN by KARN,GRANTLAND",2
02:22,"SUB OUT by BALKCUM,SCOTT",,,,,,,"SUB OUT by BALKCUM,SCOTT",2
02:22,"SUB OUT by EDGAR,COURTNEE",,,,,,,"SUB OUT by EDGAR,COURTNEE",2
02:22,,,,,"SUB IN by MERKEL,BRIAN",,,"SUB IN by MERKEL,BRIAN",2
02:22,,,,,"SUB IN by THOMAS,STERLING",,,"SUB IN by THOMAS,STERLING",2
02:22,,,,,"SUB IN by CORTESE,NICK",,,"SUB IN by CORTESE,NICK",2
02:22,,,,,"SUB IN by WILSON,KEVIN",,,"SUB IN by WILSON,KEVIN",2
02:22,,,,,"SUB OUT by MEADES,TAYLOR",,,"SUB OUT by MEADES,TAYLOR",2
02:22,,,,,"SUB OUT by BERGER,RYAN",,,"SUB OUT by BERGER,RYAN",2
02:22,,,,,"SUB OUT by WHITE,TIM",,,"SUB OUT by WHITE,TIM",2
02:22,,,,,"SUB OUT by GILLIGAN,TULLY",,,"SUB OUT by GILLIGAN,TULLY",2
01:57,,,,,"MISS LAYUP by THOMAS,STERLING",,,"MISS LAYUP by THOMAS,STERLING",2
01:57,"BLOCK  by MCDOWELL,WILLIE",,,,,,,"BLOCK  by MCDOWELL,WILLIE",2
--,"REBOUND DEF by LEE,JERROD",,,,,,,"REBOUND DEF by LEE,JERROD",2
01:40,"GOOD 3PTR by VARNEY,JASON",59,,74 (+15),,HCM 59-74 (+15),,"GOOD 3PTR by VARNEY,JASON",2
--,"ASSIST  by DOOLEY,JUSTIN",,,,,,,"ASSIST  by DOOLEY,JUSTIN",2
01:03,,,,,"MISS 3PTR by CORTESE,NICK",,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND DEF by KARN,GRANTLAND",,,,,,,"REBOUND DEF by KARN,GRANTLAND",2
00:53,"MISS JUMPER by VARNEY,JASON",,,,,,,"MISS JUMPER by VARNEY,JASON",2
