Time Remaining,MSPS,Away Team Score,Play Team Indicator,Home Team Score,SUM,Game Score,Team Indicator,Play,Period
--,,,,,"ASSIST  by CANTU,MICHAEL",,,"ASSIST  by CANTU,MICHAEL",2
17:47,"TURNOVER  by MERKEL,BRIAN",,,,,,,"TURNOVER  by MERKEL,BRIAN",2
17:46,,,,,"STEAL  by HURLEY,LOGAN",,,"STEAL  by HURLEY,LOGAN",2
17:21,,,,,"MISS 3PTR by KURTZ,TRAVIS",,,"MISS 3PTR by KURTZ,TRAVIS",2
--,"REBOUND DEF by MERKEL,BRIAN",,,,,,,"REBOUND DEF by MERKEL,BRIAN",2
17:14,"MISS 3PTR by MEADES,TAYLOR",,,,,,,"MISS 3PTR by MEADES,TAYLOR",2
--,,,,,"REBOUND DEF by SPEARMAN,DEMETRICE",,,"REBOUND DEF by SPEARMAN,DEMETRICE",2
17:05,,34,,35 (+1),"GOOD 3PTR by HURLEY,LOGAN(fastbreak)",SUM 34-35 (-1),,"GOOD 3PTR by HURLEY,LOGAN(fastbreak)",2
--,,,,,"ASSIST  by SPEARMAN,DEMETRICE",,,"ASSIST  by SPEARMAN,DEMETRICE",2
16:45,"TURNOVER  by MERKEL,BRIAN",,,,,,,"TURNOVER  by MERKEL,BRIAN",2
16:45,"SUB IN by BROWN,JEFF",,,,,,,"SUB IN by BROWN,JEFF",2
16:45,"SUB OUT by KINNEAR,KYLE",,,,,,,"SUB OUT by KINNEAR,KYLE",2
16:25,,,,,"MISS LAYUP by DAVENPORT,JAMES",,,"MISS LAYUP by DAVENPORT,JAMES",2
--,,,,,"REBOUND OFF by DAVENPORT,JAMES",,,"REBOUND OFF by DAVENPORT,JAMES",2
16:21,,,,,"MISS LAYUP by KURTZ,TRAVIS",,,"MISS LAYUP by KURTZ,TRAVIS",2
16:21,"BLOCK  by CORTESE,NICK",,,,,,,"BLOCK  by CORTESE,NICK",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:19,,,,,"SUB IN by MATAYA,DANIEL",,,"SUB IN by MATAYA,DANIEL",2
16:19,,,,,"SUB IN by ATIEE,NICK",,,"SUB IN by ATIEE,NICK",2
16:19,,,,,"SUB IN by KOCHER,CHASE",,,"SUB IN by KOCHER,CHASE",2
16:19,,,,,"SUB IN by BROOKS,KENNETH",,,"SUB IN by BROOKS,KENNETH",2
16:19,,,,,"SUB IN by MYERS,SEAN",,,"SUB IN by MYERS,SEAN",2
16:19,,,,,"SUB OUT by DAVENPORT,JAMES",,,"SUB OUT by DAVENPORT,JAMES",2
16:19,,,,,"SUB OUT by SPEARMAN,DEMETRICE",,,"SUB OUT by SPEARMAN,DEMETRICE",2
16:19,,,,,"SUB OUT by KURTZ,TRAVIS",,,"SUB OUT by KURTZ,TRAVIS",2
16:19,,,,,"SUB OUT by CANTU,MICHAEL",,,"SUB OUT by CANTU,MICHAEL",2
16:19,,,,,"SUB OUT by HURLEY,LOGAN",,,"SUB OUT by HURLEY,LOGAN",2
16:09,"GOOD 3PTR by MEADES,TAYLOR",37 (+2),,35,,MSPS 37-35 (+2),,"GOOD 3PTR by MEADES,TAYLOR",2
--,"ASSIST  by BERGER,RYAN",,,,,,,"ASSIST  by BERGER,RYAN",2
15:50,,37,,37,"GOOD LAYUP by MYERS,SEAN(in the paint)",SUM 37-37 (0),,"GOOD LAYUP by MYERS,SEAN(in the paint)",2
--,,,,,"ASSIST  by KOCHER,CHASE",,,"ASSIST  by KOCHER,CHASE",2
15:35,"TURNOVER  by BERGER,RYAN",,,,,,,"TURNOVER  by BERGER,RYAN",2
15:35,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
15:35,"SUB OUT by CORTESE,NICK",,,,,,,"SUB OUT by CORTESE,NICK",2
15:19,,37,,39 (+2),"GOOD JUMPER by ATIEE,NICK(in the paint)",SUM 37-39 (-2),,"GOOD JUMPER by ATIEE,NICK(in the paint)",2
15:05,"GOOD 3PTR by MEADES,TAYLOR",40 (+1),,39,,MSPS 40-39 (+1),,"GOOD 3PTR by MEADES,TAYLOR",2
--,"ASSIST  by MERKEL,BRIAN",,,,,,,"ASSIST  by MERKEL,BRIAN",2
14:32,,40,,41 (+1),"GOOD LAYUP by MYERS,SEAN(in the paint)",SUM 40-41 (-1),,"GOOD LAYUP by MYERS,SEAN(in the paint)",2
--,,,,,"ASSIST  by KOCHER,CHASE",,,"ASSIST  by KOCHER,CHASE",2
14:19,"MISS 3PTR by MEADES,TAYLOR",,,,,,,"MISS 3PTR by MEADES,TAYLOR",2
--,,,,,"REBOUND DEF by MATAYA,DANIEL",,,"REBOUND DEF by MATAYA,DANIEL",2
14:05,,40,,43 (+3),"GOOD LAYUP by MYERS,SEAN(in the paint)",SUM 40-43 (-3),,"GOOD LAYUP by MYERS,SEAN(in the paint)",2
14:00,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
14:00,"SUB IN by KASTNER,MURRAY",,,,,,,"SUB IN by KASTNER,MURRAY",2
14:00,"SUB OUT by BROWN,JEFF",,,,,,,"SUB OUT by BROWN,JEFF",2
14:00,,,,,"SUB IN by HURLEY,LOGAN",,,"SUB IN by HURLEY,LOGAN",2
14:00,,,,,"SUB IN by SPEARMAN,DEMETRICE",,,"SUB IN by SPEARMAN,DEMETRICE",2
14:00,,,,,"SUB IN by KURTZ,TRAVIS",,,"SUB IN by KURTZ,TRAVIS",2
14:00,,,,,"SUB IN by DAVENPORT,JAMES",,,"SUB IN by DAVENPORT,JAMES",2
14:00,,,,,"SUB IN by CANTU,MICHAEL",,,"SUB IN by CANTU,MICHAEL",2
14:00,,,,,"SUB OUT by MATAYA,DANIEL",,,"SUB OUT by MATAYA,DANIEL",2
14:00,,,,,"SUB OUT by ATIEE,NICK",,,"SUB OUT by ATIEE,NICK",2
14:00,,,,,"SUB OUT by KOCHER,CHASE",,,"SUB OUT by KOCHER,CHASE",2
14:00,,,,,"SUB OUT by BROOKS,KENNETH",,,"SUB OUT by BROOKS,KENNETH",2
14:00,,,,,"SUB OUT by MYERS,SEAN",,,"SUB OUT by MYERS,SEAN",2
13:55,"GOOD JUMPER by MERKEL,BRIAN",42,,43 (+1),,MSPS 42-43 (-1),,"GOOD JUMPER by MERKEL,BRIAN",2
13:37,,42,,45 (+3),"GOOD LAYUP by DAVENPORT,JAMES(in the paint)",SUM 42-45 (-3),,"GOOD LAYUP by DAVENPORT,JAMES(in the paint)",2
12:52,,,,,"FOUL  by DAVENPORT,JAMES",,,"FOUL  by DAVENPORT,JAMES",2
12:52,"GOOD FT by BROWN,JEFF",43,,45 (+2),,MSPS 43-45 (-2),,"GOOD FT by BROWN,JEFF",2
12:52,"GOOD FT by BROWN,JEFF",44,,45 (+1),,MSPS 44-45 (-1),,"GOOD FT by BROWN,JEFF",2
12:26,"FOUL  by MERKEL,BRIAN",,,,,,,"FOUL  by MERKEL,BRIAN",2
12:26,,,,,"MISS FT by HURLEY,LOGAN",,,"MISS FT by HURLEY,LOGAN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
12:26,,44,,46 (+2),"GOOD FT by HURLEY,LOGAN",SUM 44-46 (-2),,"GOOD FT by HURLEY,LOGAN",2
12:26,"SUB IN by CORTESE,NICK",,,,,,,"SUB IN by CORTESE,NICK",2
12:26,"SUB OUT by MERKEL,BRIAN",,,,,,,"SUB OUT by MERKEL,BRIAN",2
12:13,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,"REBOUND OFF by MEADES,TAYLOR",,,,,,,"REBOUND OFF by MEADES,TAYLOR",2
12:04,"TURNOVER  by MEADES,TAYLOR",,,,,,,"TURNOVER  by MEADES,TAYLOR",2
12:01,,,,,"STEAL  by HURLEY,LOGAN",,,"STEAL  by HURLEY,LOGAN",2
11:48,,44,,48 (+4),"GOOD LAYUP by SPEARMAN,DEMETRICE(in the paint)",SUM 44-48 (-4),,"GOOD LAYUP by SPEARMAN,DEMETRICE(in the paint)",2
11:30,"GOOD 3PTR by MEADES,TAYLOR",47,,48 (+1),,MSPS 47-48 (-1),,"GOOD 3PTR by MEADES,TAYLOR",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
11:11,,47,,50 (+3),"GOOD LAYUP by HURLEY,LOGAN(in the paint)",SUM 47-50 (-3),,"GOOD LAYUP by HURLEY,LOGAN(in the paint)",2
10:59,"MISS 3PTR by MEADES,TAYLOR",,,,,,,"MISS 3PTR by MEADES,TAYLOR",2
--,,,,,"REBOUND DEF by HURLEY,LOGAN",,,"REBOUND DEF by HURLEY,LOGAN",2
10:39,,47,,52 (+5),"GOOD LAYUP by CANTU,MICHAEL(in the paint)",SUM 47-52 (-5),,"GOOD LAYUP by CANTU,MICHAEL(in the paint)",2
--,,,,,"ASSIST  by HURLEY,LOGAN",,,"ASSIST  by HURLEY,LOGAN",2
10:35,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
10:35,,,,,"SUB IN by MATAYA,DANIEL",,,"SUB IN by MATAYA,DANIEL",2
10:35,,,,,"SUB IN by ATIEE,NICK",,,"SUB IN by ATIEE,NICK",2
10:35,,,,,"SUB IN by KOCHER,CHASE",,,"SUB IN by KOCHER,CHASE",2
10:35,,,,,"SUB IN by JOHNSON,ADRIAN",,,"SUB IN by JOHNSON,ADRIAN",2
10:35,,,,,"SUB IN by MYERS,SEAN",,,"SUB IN by MYERS,SEAN",2
10:35,,,,,"SUB OUT by HURLEY,LOGAN",,,"SUB OUT by HURLEY,LOGAN",2
10:35,,,,,"SUB OUT by SPEARMAN,DEMETRICE",,,"SUB OUT by SPEARMAN,DEMETRICE",2
10:35,,,,,"SUB OUT by KURTZ,TRAVIS",,,"SUB OUT by KURTZ,TRAVIS",2
10:35,,,,,"SUB OUT by DAVENPORT,JAMES",,,"SUB OUT by DAVENPORT,JAMES",2
10:35,,,,,"SUB OUT by CANTU,MICHAEL",,,"SUB OUT by CANTU,MICHAEL",2
10:19,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by KOCHER,CHASE",,,"REBOUND DEF by KOCHER,CHASE",2
09:55,,,,,"TURNOVER  by KOCHER,CHASE",,,"TURNOVER  by KOCHER,CHASE",2
09:55,"SUB IN by MERKEL,BRIAN",,,,,,,"SUB IN by MERKEL,BRIAN",2
09:55,"SUB IN by WHITE,TIM",,,,,,,"SUB IN by WHITE,TIM",2
09:55,"SUB IN by KINNEAR,KYLE",,,,,,,"SUB IN by KINNEAR,KYLE",2
09:55,"SUB OUT by MEADES,TAYLOR",,,,,,,"SUB OUT by MEADES,TAYLOR",2
09:55,"SUB OUT by KASTNER,MURRAY",,,,,,,"SUB OUT by KASTNER,MURRAY",2
09:55,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
09:31,,,,,"SUB IN by BROOKS,KENNETH",,,"SUB IN by BROOKS,KENNETH",2
09:31,,,,,"SUB OUT by KOCHER,CHASE",,,"SUB OUT by KOCHER,CHASE",2
09:29,"TURNOVER  by GILLIGAN,TULLY",,,,,,,"TURNOVER  by GILLIGAN,TULLY",2
09:28,,,,,"STEAL  by MYERS,SEAN",,,"STEAL  by MYERS,SEAN",2
09:25,,,,,"MISS 3PTR by JOHNSON,ADRIAN",,,"MISS 3PTR by JOHNSON,ADRIAN",2
--,,,,,"REBOUND OFF by ATIEE,NICK",,,"REBOUND OFF by ATIEE,NICK",2
09:19,,,,,"TURNOVER  by JOHNSON,ADRIAN",,,"TURNOVER  by JOHNSON,ADRIAN",2
09:17,,,,,"FOUL  by MATAYA,DANIEL",,,"FOUL  by MATAYA,DANIEL",2
09:03,"GOOD LAYUP by CORTESE,NICK(in the paint)",49,,52 (+3),,MSPS 49-52 (-3),,"GOOD LAYUP by CORTESE,NICK(in the paint)",2
--,"ASSIST  by KINNEAR,KYLE",,,,,,,"ASSIST  by KINNEAR,KYLE",2
09:03,,,,,"FOUL  by BROOKS,KENNETH",,,"FOUL  by BROOKS,KENNETH",2
09:03,"GOOD FT by CORTESE,NICK",50,,52 (+2),,MSPS 50-52 (-2),,"GOOD FT by CORTESE,NICK",2
09:03,,,,,"SUB IN by DAVENPORT,JAMES",,,"SUB IN by DAVENPORT,JAMES",2
09:03,,,,,"SUB IN by HURLEY,LOGAN",,,"SUB IN by HURLEY,LOGAN",2
09:03,,,,,"SUB IN by CANTU,MICHAEL",,,"SUB IN by CANTU,MICHAEL",2
09:03,,,,,"SUB IN by KURTZ,TRAVIS",,,"SUB IN by KURTZ,TRAVIS",2
09:03,,,,,"SUB IN by SPEARMAN,DEMETRICE",,,"SUB IN by SPEARMAN,DEMETRICE",2
09:03,,,,,"SUB OUT by MATAYA,DANIEL",,,"SUB OUT by MATAYA,DANIEL",2
09:03,,,,,"SUB OUT by ATIEE,NICK",,,"SUB OUT by ATIEE,NICK",2
09:03,,,,,"SUB OUT by JOHNSON,ADRIAN",,,"SUB OUT by JOHNSON,ADRIAN",2
09:03,,,,,"SUB OUT by BROOKS,KENNETH",,,"SUB OUT by BROOKS,KENNETH",2
09:03,,,,,"SUB OUT by MYERS,SEAN",,,"SUB OUT by MYERS,SEAN",2
08:47,,50,,54 (+4),"GOOD LAYUP by HURLEY,LOGAN(in the paint)",SUM 50-54 (-4),,"GOOD LAYUP by HURLEY,LOGAN(in the paint)",2
08:22,"TURNOVER  by MERKEL,BRIAN",,,,,,,"TURNOVER  by MERKEL,BRIAN",2
08:20,,,,,"STEAL  by CANTU,MICHAEL",,,"STEAL  by CANTU,MICHAEL",2
08:07,,,,,"MISS 3PTR by SPEARMAN,DEMETRICE",,,"MISS 3PTR by SPEARMAN,DEMETRICE",2
--,"REBOUND DEF by WHITE,TIM",,,,,,,"REBOUND DEF by WHITE,TIM",2
07:40,"MISS 3PTR by WHITE,TIM",,,,,,,"MISS 3PTR by WHITE,TIM",2
--,"REBOUND OFF by GILLIGAN,TULLY",,,,,,,"REBOUND OFF by GILLIGAN,TULLY",2
07:34,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",52,,54 (+2),,MSPS 52-54 (-2),,"GOOD LAYUP by GILLIGAN,TULLY(in the paint)",2
07:34,,,,,"FOUL  by KURTZ,TRAVIS",,,"FOUL  by KURTZ,TRAVIS",2
07:34,"GOOD FT by GILLIGAN,TULLY",53,,54 (+1),,MSPS 53-54 (-1),,"GOOD FT by GILLIGAN,TULLY",2
07:34,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
07:34,"SUB OUT by GILLIGAN,TULLY",,,,,,,"SUB OUT by GILLIGAN,TULLY",2
07:21,,53,,56 (+3),"GOOD JUMPER by HURLEY,LOGAN",SUM 53-56 (-3),,"GOOD JUMPER by HURLEY,LOGAN",2
--,,,,,"ASSIST  by CANTU,MICHAEL",,,"ASSIST  by CANTU,MICHAEL",2
07:03,"MISS JUMPER by KINNEAR,KYLE",,,,,,,"MISS JUMPER by KINNEAR,KYLE",2
--,,,,,"REBOUND DEF by CANTU,MICHAEL",,,"REBOUND DEF by CANTU,MICHAEL",2
06:43,,,,,"MISS 3PTR by KURTZ,TRAVIS",,,"MISS 3PTR by KURTZ,TRAVIS",2
--,,,,,"REBOUND OFF by HURLEY,LOGAN",,,"REBOUND OFF by HURLEY,LOGAN",2
06:20,,,,,"MISS JUMPER by CANTU,MICHAEL",,,"MISS JUMPER by CANTU,MICHAEL",2
--,"REBOUND DEF by MERKEL,BRIAN",,,,,,,"REBOUND DEF by MERKEL,BRIAN",2
06:06,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND DEF by CANTU,MICHAEL",,,"REBOUND DEF by CANTU,MICHAEL",2
05:50,,53,,58 (+5),"GOOD LAYUP by CANTU,MICHAEL(in the paint)",SUM 53-58 (-5),,"GOOD LAYUP by CANTU,MICHAEL(in the paint)",2
05:43,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
05:43,"SUB IN by MEADES,TAYLOR",,,,,,,"SUB IN by MEADES,TAYLOR",2
05:43,"SUB OUT by WHITE,TIM",,,,,,,"SUB OUT by WHITE,TIM",2
05:24,,,,,"FOUL  by HURLEY,LOGAN",,,"FOUL  by HURLEY,LOGAN",2
05:24,"GOOD FT by CORTESE,NICK",54,,58 (+4),,MSPS 54-58 (-4),,"GOOD FT by CORTESE,NICK",2
05:24,"GOOD FT by CORTESE,NICK",55,,58 (+3),,MSPS 55-58 (-3),,"GOOD FT by CORTESE,NICK",2
05:06,,,,,"TURNOVER  by SPEARMAN,DEMETRICE",,,"TURNOVER  by SPEARMAN,DEMETRICE",2
05:05,"STEAL  by KINNEAR,KYLE",,,,,,,"STEAL  by KINNEAR,KYLE",2
04:44,"TURNOVER  by BERGER,RYAN",,,,,,,"TURNOVER  by BERGER,RYAN",2
04:43,,,,,"STEAL  by HURLEY,LOGAN",,,"STEAL  by HURLEY,LOGAN",2
04:20,,,,,"MISS 3PTR by KURTZ,TRAVIS",,,"MISS 3PTR by KURTZ,TRAVIS",2
--,,,,,"REBOUND OFF by HURLEY,LOGAN",,,"REBOUND OFF by HURLEY,LOGAN",2
04:18,"FOUL  by CORTESE,NICK",,,,,,,"FOUL  by CORTESE,NICK",2
04:10,,55,,60 (+5),"GOOD JUMPER by SPEARMAN,DEMETRICE",SUM 55-60 (-5),,"GOOD JUMPER by SPEARMAN,DEMETRICE",2
03:47,"GOOD 3PTR by MEADES,TAYLOR",58,,60 (+2),,MSPS 58-60 (-2),,"GOOD 3PTR by MEADES,TAYLOR",2
--,"ASSIST  by CORTESE,NICK",,,,,,,"ASSIST  by CORTESE,NICK",2
03:23,,,,,"FOUL  by HURLEY,LOGAN",,,"FOUL  by HURLEY,LOGAN",2
03:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:23,"SUB IN by GILLIGAN,TULLY",,,,,,,"SUB IN by GILLIGAN,TULLY",2
03:23,"SUB OUT by BERGER,RYAN",,,,,,,"SUB OUT by BERGER,RYAN",2
03:02,"MISS 3PTR by CORTESE,NICK",,,,,,,"MISS 3PTR by CORTESE,NICK",2
--,,,,,"REBOUND DEF by DAVENPORT,JAMES",,,"REBOUND DEF by DAVENPORT,JAMES",2
02:30,,,,,"MISS JUMPER by HURLEY,LOGAN",,,"MISS JUMPER by HURLEY,LOGAN",2
--,,,,,"REBOUND OFF by DAVENPORT,JAMES",,,"REBOUND OFF by DAVENPORT,JAMES",2
02:04,"FOUL  by GILLIGAN,TULLY",,,,,,,"FOUL  by GILLIGAN,TULLY",2
02:04,,58,,61 (+3),"GOOD FT by KURTZ,TRAVIS",SUM 58-61 (-3),,"GOOD FT by KURTZ,TRAVIS",2
02:04,,58,,62 (+4),"GOOD FT by KURTZ,TRAVIS",SUM 58-62 (-4),,"GOOD FT by KURTZ,TRAVIS",2
01:51,"TURNOVER  by MEADES,TAYLOR",,,,,,,"TURNOVER  by MEADES,TAYLOR",2
01:49,,,,,"STEAL  by SPEARMAN,DEMETRICE",,,"STEAL  by SPEARMAN,DEMETRICE",2
01:33,,,,,"TURNOVER  by DAVENPORT,JAMES",,,"TURNOVER  by DAVENPORT,JAMES",2
01:32,"STEAL  by GILLIGAN,TULLY",,,,,,,"STEAL  by GILLIGAN,TULLY",2
01:26,,,,,"FOUL  by KURTZ,TRAVIS",,,"FOUL  by KURTZ,TRAVIS",2
01:26,"GOOD FT by MERKEL,BRIAN",59,,62 (+3),,MSPS 59-62 (-3),,"GOOD FT by MERKEL,BRIAN",2
01:26,"GOOD FT by MERKEL,BRIAN",60,,62 (+2),,MSPS 60-62 (-2),,"GOOD FT by MERKEL,BRIAN",2
00:54,,,,,"MISS 3PTR by SPEARMAN,DEMETRICE",,,"MISS 3PTR by SPEARMAN,DEMETRICE",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
00:50,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:50,"FOUL  by MEADES,TAYLOR",,,,,,,"FOUL  by MEADES,TAYLOR",2
00:47,"FOUL  by MERKEL,BRIAN",,,,,,,"FOUL  by MERKEL,BRIAN",2
00:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:47,"SUB IN by BERGER,RYAN",,,,,,,"SUB IN by BERGER,RYAN",2
00:47,"SUB OUT by KINNEAR,KYLE",,,,,,,"SUB OUT by KINNEAR,KYLE",2
00:42,,60,,64 (+4),"GOOD LAYUP by HURLEY,LOGAN(in the paint)",SUM 60-64 (-4),,"GOOD LAYUP by HURLEY,LOGAN(in the paint)",2
00:41,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:41,,,,,"SUB IN by ATIEE,NICK",,,"SUB IN by ATIEE,NICK",2
00:41,,,,,"SUB IN by MATAYA,DANIEL",,,"SUB IN by MATAYA,DANIEL",2
00:41,,,,,"SUB OUT by CANTU,MICHAEL",,,"SUB OUT by CANTU,MICHAEL",2
00:41,,,,,"SUB OUT by KURTZ,TRAVIS",,,"SUB OUT by KURTZ,TRAVIS",2
00:34,"GOOD JUMPER by GILLIGAN,TULLY",62,,64 (+2),,MSPS 62-64 (-2),,"GOOD JUMPER by GILLIGAN,TULLY",2
00:33,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:33,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:33,,,,,"TURNOVER  by MATAYA,DANIEL",,,"TURNOVER  by MATAYA,DANIEL",2
00:14,"MISS JUMPER by GILLIGAN,TULLY",,,,,,,"MISS JUMPER by GILLIGAN,TULLY",2
--,,,,,"REBOUND DEF by CANTU,MICHAEL",,,"REBOUND DEF by CANTU,MICHAEL",2
00:11,"FOUL  by BERGER,RYAN",,,,,,,"FOUL  by BERGER,RYAN",2
00:11,,,,,"MISS FT by CANTU,MICHAEL",,,"MISS FT by CANTU,MICHAEL",2
--,"REBOUND DEF by BERGER,RYAN",,,,,,,"REBOUND DEF by BERGER,RYAN",2
00:05,"GOOD 3PTR by MEADES,TAYLOR",65 (+1),,64,,MSPS 65-64 (+1),,"GOOD 3PTR by MEADES,TAYLOR",2
--,"ASSIST  by MERKEL,BRIAN",,,,,,,"ASSIST  by MERKEL,BRIAN",2
