Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,ACM,Game Score,Team Indicator,Play,Period
17:17,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",1
17:17,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",1
17:17,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",1
17:17,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",1
17:17,,,,,"SUB IN by SWISHER,JEREMY",,,"SUB IN by SWISHER,JEREMY",1
17:17,,,,,"SUB OUT by SULLIVAN,ALAN",,,"SUB OUT by SULLIVAN,ALAN",1
17:05,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",1
16:54,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",1
16:46,,,,,"TURNOVER  by BAEHL,BRIAN",,,"TURNOVER  by BAEHL,BRIAN",1
16:34,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",1
--,"REBOUND OFF by NIKOLOVSKI,DREW",,,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",1
16:30,,,,,"FOUL  by FREET,AUSTIN",,,"FOUL  by FREET,AUSTIN",1
16:30,"MISS FT by NIKOLOVSKI,DREW",,,,,,,"MISS FT by NIKOLOVSKI,DREW",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
16:30,"GOOD FT by NIKOLOVSKI,DREW",1,,4 (+3),,HC 1-4 (-3),,"GOOD FT by NIKOLOVSKI,DREW",1
16:30,,,,,"SUB IN by WADE,JUSTIN",,,"SUB IN by WADE,JUSTIN",1
16:30,,,,,"SUB OUT by IGBINOSA,STEPHEN",,,"SUB OUT by IGBINOSA,STEPHEN",1
16:15,,,,,"MISS JUMPER by BAEHL,BRIAN",,,"MISS JUMPER by BAEHL,BRIAN",1
--,,,,,"REBOUND OFF by BAEHL,BRIAN",,,"REBOUND OFF by BAEHL,BRIAN",1
16:12,,,,,"MISS JUMPER by BAEHL,BRIAN",,,"MISS JUMPER by BAEHL,BRIAN",1
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
16:09,,,,,"FOUL  by WADE,JUSTIN",,,"FOUL  by WADE,JUSTIN",1
15:50,,,,,"FOUL  by WADE,JUSTIN",,,"FOUL  by WADE,JUSTIN",1
15:33,"MISS LAYUP by BATCHELOR,BRYCE",,,,,,,"MISS LAYUP by BATCHELOR,BRYCE",1
15:33,,,,,"BLOCK  by FREET,AUSTIN",,,"BLOCK  by FREET,AUSTIN",1
--,,,,,"REBOUND DEF by FREET,AUSTIN",,,"REBOUND DEF by FREET,AUSTIN",1
15:28,,,,,"MISS LAYUP by FREET,AUSTIN",,,"MISS LAYUP by FREET,AUSTIN",1
--,,,,,"REBOUND OFF by WADE,JUSTIN",,,"REBOUND OFF by WADE,JUSTIN",1
15:25,,,,,"MISS LAYUP by WADE,JUSTIN",,,"MISS LAYUP by WADE,JUSTIN",1
15:25,"BLOCK  by NOTLEY,CHANDLER",,,,,,,"BLOCK  by NOTLEY,CHANDLER",1
--,"REBOUND DEF by BARRETT,JORDAN",,,,,,,"REBOUND DEF by BARRETT,JORDAN",1
15:17,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,,,,,"REBOUND DEF by FREET,AUSTIN",,,"REBOUND DEF by FREET,AUSTIN",1
15:10,,,,,"MISS JUMPER by HUDSON,CEDRIC",,,"MISS JUMPER by HUDSON,CEDRIC",1
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",1
14:56,"SUB IN by MURPHEY,LUKE",,,,,,,"SUB IN by MURPHEY,LUKE",1
14:56,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",1
14:56,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",1
14:56,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",1
14:56,,,,,"SUB IN by RIVERA,ANDRES",,,"SUB IN by RIVERA,ANDRES",1
14:56,,,,,"SUB OUT by FREET,AUSTIN",,,"SUB OUT by FREET,AUSTIN",1
14:40,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by HUDSON,CEDRIC",,,"REBOUND DEF by HUDSON,CEDRIC",1
14:29,"FOUL  by NOTLEY,CHANDLER",,,,,,,"FOUL  by NOTLEY,CHANDLER",1
14:29,,,,,"MISS FT by HUDSON,CEDRIC",,,"MISS FT by HUDSON,CEDRIC",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
14:29,,,,,"MISS FT by HUDSON,CEDRIC",,,"MISS FT by HUDSON,CEDRIC",1
--,"REBOUND DEF by BARRETT,JORDAN",,,,,,,"REBOUND DEF by BARRETT,JORDAN",1
14:14,"GOOD LAYUP by MURPHEY,LUKE(in the paint)",3,,4 (+1),,HC 3-4 (-1),,"GOOD LAYUP by MURPHEY,LUKE(in the paint)",1
--,"ASSIST ASSIST by GARRETT,TRAVIS",,,,,,,"ASSIST ASSIST by GARRETT,TRAVIS",1
13:53,,,,,"MISS 3PTR by SWISHER,JEREMY",,,"MISS 3PTR by SWISHER,JEREMY",1
--,"REBOUND DEF by NOTLEY,CHANDLER",,,,,,,"REBOUND DEF by NOTLEY,CHANDLER",1
13:31,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,"REBOUND DEF by WADE,JUSTIN",,,"REBOUND DEF by WADE,JUSTIN",1
13:26,,,,,"SUB IN by IGBINOSA,STEPHEN",,,"SUB IN by IGBINOSA,STEPHEN",1
13:26,,,,,"SUB IN by FREET,AUSTIN",,,"SUB IN by FREET,AUSTIN",1
13:26,,,,,"SUB IN by DICKERMAN,JOSH",,,"SUB IN by DICKERMAN,JOSH",1
13:26,,,,,"SUB OUT by BAEHL,BRIAN",,,"SUB OUT by BAEHL,BRIAN",1
13:26,,,,,"SUB OUT by HUDSON,CEDRIC",,,"SUB OUT by HUDSON,CEDRIC",1
13:26,,,,,"SUB OUT by WADE,JUSTIN",,,"SUB OUT by WADE,JUSTIN",1
13:14,,,,,"MISS 3PTR by RIVERA,ANDRES",,,"MISS 3PTR by RIVERA,ANDRES",1
--,"REBOUND DEF by NOTLEY,CHANDLER",,,,,,,"REBOUND DEF by NOTLEY,CHANDLER",1
13:00,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by DICKERMAN,JOSH",,,"REBOUND DEF by DICKERMAN,JOSH",1
12:50,,3,,7 (+4),"GOOD 3PTR by RIVERA,ANDRES",ACM 3-7 (-4),,"GOOD 3PTR by RIVERA,ANDRES",1
--,,,,,"ASSIST ASSIST by SWISHER,JEREMY",,,"ASSIST ASSIST by SWISHER,JEREMY",1
12:26,,,,,"FOUL  by IGBINOSA,STEPHEN",,,"FOUL  by IGBINOSA,STEPHEN",1
12:26,"MISS FT by NOTLEY,CHANDLER",,,,,,,"MISS FT by NOTLEY,CHANDLER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
12:26,"MISS FT by NOTLEY,CHANDLER",,,,,,,"MISS FT by NOTLEY,CHANDLER",1
--,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",,,"REBOUND DEF by IGBINOSA,STEPHEN",1
12:26,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",1
12:26,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",1
12:26,,,,,"SUB IN by SULLIVAN,ALAN",,,"SUB IN by SULLIVAN,ALAN",1
12:26,,,,,"SUB OUT by SWISHER,JEREMY",,,"SUB OUT by SWISHER,JEREMY",1
12:09,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",,,"MISS JUMPER by IGBINOSA,STEPHEN",1
12:09,"BLOCK  by NOTLEY,CHANDLER",,,,,,,"BLOCK  by NOTLEY,CHANDLER",1
--,,,,,"REBOUND OFF by IGBINOSA,STEPHEN",,,"REBOUND OFF by IGBINOSA,STEPHEN",1
12:04,,3,,9 (+6),"GOOD JUMPER by IGBINOSA,STEPHEN",ACM 3-9 (-6),,"GOOD JUMPER by IGBINOSA,STEPHEN",1
11:40,"MISS JUMPER by SMITH,PRESTON",,,,,,,"MISS JUMPER by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by FREET,AUSTIN",,,"REBOUND DEF by FREET,AUSTIN",1
11:29,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",,,"MISS JUMPER by IGBINOSA,STEPHEN",1
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",1
11:20,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",1
--,"REBOUND OFF by NOTLEY,CHANDLER",,,,,,,"REBOUND OFF by NOTLEY,CHANDLER",1
11:16,,,,,"FOUL  by DICKERMAN,JOSH",,,"FOUL  by DICKERMAN,JOSH",1
11:16,"MISS FT by NOTLEY,CHANDLER",,,,,,,"MISS FT by NOTLEY,CHANDLER",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
11:16,"MISS FT by NOTLEY,CHANDLER",,,,,,,"MISS FT by NOTLEY,CHANDLER",1
--,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",,,"REBOUND DEF by IGBINOSA,STEPHEN",1
11:16,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",1
11:16,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",1
11:16,,,,,"SUB IN by BAEHL,BRIAN",,,"SUB IN by BAEHL,BRIAN",1
11:16,,,,,"SUB OUT by RIVERA,ANDRES",,,"SUB OUT by RIVERA,ANDRES",1
10:52,,3,,11 (+8),"GOOD JUMPER by BAEHL,BRIAN(in the paint)",ACM 3-11 (-8),,"GOOD JUMPER by BAEHL,BRIAN(in the paint)",1
10:37,,,,,"FOUL  by DICKERMAN,JOSH",,,"FOUL  by DICKERMAN,JOSH",1
10:37,"MISS FT by PARKER,BRYCE",,,,,,,"MISS FT by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by SULLIVAN,ALAN",,,"REBOUND DEF by SULLIVAN,ALAN",1
10:37,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",1
10:37,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",1
10:25,,,,,"MISS JUMPER by BAEHL,BRIAN",,,"MISS JUMPER by BAEHL,BRIAN",1
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",1
10:23,,,,,"FOUL  by SULLIVAN,ALAN",,,"FOUL  by SULLIVAN,ALAN",1
10:23,"GOOD FT by GARRETT,TRAVIS",4,,11 (+7),,HC 4-11 (-7),,"GOOD FT by GARRETT,TRAVIS",1
10:23,"GOOD FT by GARRETT,TRAVIS",5,,11 (+6),,HC 5-11 (-6),,"GOOD FT by GARRETT,TRAVIS",1
10:23,,,,,"SUB IN by PASS,JOHN",,,"SUB IN by PASS,JOHN",1
10:23,,,,,"SUB OUT by SULLIVAN,ALAN",,,"SUB OUT by SULLIVAN,ALAN",1
10:11,,,,,"MISS JUMPER by PASS,JOHN",,,"MISS JUMPER by PASS,JOHN",1
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",1
09:56,,,,,"FOUL  by DICKERMAN,JOSH",,,"FOUL  by DICKERMAN,JOSH",1
09:56,"GOOD FT by PARKER,BRYCE",6,,11 (+5),,HC 6-11 (-5),,"GOOD FT by PARKER,BRYCE",1
09:56,"MISS FT by PARKER,BRYCE",,,,,,,"MISS FT by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by HUDSON,CEDRIC",,,"REBOUND DEF by HUDSON,CEDRIC",1
09:56,,,,,"SUB IN by HUDSON,CEDRIC",,,"SUB IN by HUDSON,CEDRIC",1
09:56,,,,,"SUB OUT by DICKERMAN,JOSH",,,"SUB OUT by DICKERMAN,JOSH",1
09:39,,6,,13 (+7),"GOOD JUMPER by HUDSON,CEDRIC(in the paint)",ACM 6-13 (-7),,"GOOD JUMPER by HUDSON,CEDRIC(in the paint)",1
09:29,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,"REBOUND OFF by BATCHELOR,BRYCE",,,,,,,"REBOUND OFF by BATCHELOR,BRYCE",1
09:25,"MISS LAYUP by BATCHELOR,BRYCE",,,,,,,"MISS LAYUP by BATCHELOR,BRYCE",1
--,,,,,"REBOUND DEF by PASS,JOHN",,,"REBOUND DEF by PASS,JOHN",1
09:14,,,,,"MISS 3PTR by FREET,AUSTIN",,,"MISS 3PTR by FREET,AUSTIN",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
09:02,,6,,15 (+9),"GOOD JUMPER by BAEHL,BRIAN",ACM 6-15 (-9),,"GOOD JUMPER by BAEHL,BRIAN",1
08:48,"GOOD 3PTR by PARKER,BRYCE",9,,15 (+6),,HC 9-15 (-6),,"GOOD 3PTR by PARKER,BRYCE",1
--,"ASSIST ASSIST by GARRETT,TRAVIS",,,,,,,"ASSIST ASSIST by GARRETT,TRAVIS",1
08:39,"FOUL  by STEELE,AARON",,,,,,,"FOUL  by STEELE,AARON",1
08:39,,,,,"MISS FT by BAEHL,BRIAN",,,"MISS FT by BAEHL,BRIAN",1
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",1
08:39,"SUB IN by BARRETT,JORDAN",,,,,,,"SUB IN by BARRETT,JORDAN",1
08:39,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",1
08:39,,,,,"SUB IN by MEYERS,CODY",,,"SUB IN by MEYERS,CODY",1
08:39,,,,,"SUB IN by WADE,JUSTIN",,,"SUB IN by WADE,JUSTIN",1
08:39,,,,,"SUB OUT by IGBINOSA,STEPHEN",,,"SUB OUT by IGBINOSA,STEPHEN",1
08:39,,,,,"SUB OUT by PASS,JOHN",,,"SUB OUT by PASS,JOHN",1
08:26,"MISS 3PTR by MURPHEY,LUKE",,,,,,,"MISS 3PTR by MURPHEY,LUKE",1
--,,,,,"REBOUND DEF by BAEHL,BRIAN",,,"REBOUND DEF by BAEHL,BRIAN",1
08:19,,,,,"MISS 3PTR by MEYERS,CODY",,,"MISS 3PTR by MEYERS,CODY",1
--,,,,,"REBOUND OFF by BAEHL,BRIAN",,,"REBOUND OFF by BAEHL,BRIAN",1
08:14,,,,,"MISS LAYUP by BAEHL,BRIAN",,,"MISS LAYUP by BAEHL,BRIAN",1
--,,,,,"REBOUND OFF by HUDSON,CEDRIC",,,"REBOUND OFF by HUDSON,CEDRIC",1
08:10,,9,,17 (+8),"GOOD JUMPER by HUDSON,CEDRIC(in the paint)",ACM 9-17 (-8),,"GOOD JUMPER by HUDSON,CEDRIC(in the paint)",1
07:57,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,"REBOUND DEF by MEYERS,CODY",,,"REBOUND DEF by MEYERS,CODY",1
07:35,,,,,"TURNOVER  by HUDSON,CEDRIC",,,"TURNOVER  by HUDSON,CEDRIC",1
07:35,,,,,"FOUL  by HUDSON,CEDRIC",,,"FOUL  by HUDSON,CEDRIC",1
07:35,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",1
07:35,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",1
07:35,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",1
07:35,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",1
07:09,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",1
07:09,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",1
07:09,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",1
07:09,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",1
07:09,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",1
07:09,"SUB OUT by MURPHEY,LUKE",,,,,,,"SUB OUT by MURPHEY,LUKE",1
06:55,"FOUL  by BARRETT,JORDAN",,,,,,,"FOUL  by BARRETT,JORDAN",1
06:55,,,,,"MISS FT by BAEHL,BRIAN",,,"MISS FT by BAEHL,BRIAN",1
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",1
06:55,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",1
06:55,"SUB OUT by BARRETT,JORDAN",,,,,,,"SUB OUT by BARRETT,JORDAN",1
06:44,"GOOD LAYUP by NOTLEY,CHANDLER(in the paint)",11,,17 (+6),,HC 11-17 (-6),,"GOOD LAYUP by NOTLEY,CHANDLER(in the paint)",1
--,"ASSIST ASSIST by NIKOLOVSKI,DREW",,,,,,,"ASSIST ASSIST by NIKOLOVSKI,DREW",1
06:32,,,,,"MISS 3PTR by FREET,AUSTIN",,,"MISS 3PTR by FREET,AUSTIN",1
--,,,,,"REBOUND OFF by WADE,JUSTIN",,,"REBOUND OFF by WADE,JUSTIN",1
06:28,,,,,"MISS LAYUP by WADE,JUSTIN",,,"MISS LAYUP by WADE,JUSTIN",1
--,,,,,"REBOUND OFF by WADE,JUSTIN",,,"REBOUND OFF by WADE,JUSTIN",1
06:27,,11,,19 (+8),"GOOD LAYUP by WADE,JUSTIN(in the paint)",ACM 11-19 (-8),,"GOOD LAYUP by WADE,JUSTIN(in the paint)",1
06:17,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,1
06:08,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",1
--,,,,,"REBOUND DEF by FREET,AUSTIN",,,"REBOUND DEF by FREET,AUSTIN",1
06:00,,,,,"TURNOVER  by MEYERS,CODY",,,"TURNOVER  by MEYERS,CODY",1
05:48,"MISS JUMPER by STEELE,AARON",,,,,,,"MISS JUMPER by STEELE,AARON",1
--,,,,,"REBOUND DEF by BAEHL,BRIAN",,,"REBOUND DEF by BAEHL,BRIAN",1
05:21,,11,,21 (+10),"GOOD JUMPER by BAEHL,BRIAN",ACM 11-21 (-10),,"GOOD JUMPER by BAEHL,BRIAN",1
05:03,"TURNOVER  by NOTLEY,CHANDLER",,,,,,,"TURNOVER  by NOTLEY,CHANDLER",1
05:03,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",1
05:03,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",1
05:03,,,,,"SUB IN by SWISHER,JEREMY",,,"SUB IN by SWISHER,JEREMY",1
05:03,,,,,"SUB IN by CHILES,CHRISTIAN",,,"SUB IN by CHILES,CHRISTIAN",1
05:03,,,,,"SUB OUT by MEYERS,CODY",,,"SUB OUT by MEYERS,CODY",1
05:03,,,,,"SUB OUT by FREET,AUSTIN",,,"SUB OUT by FREET,AUSTIN",1
04:52,,11,,23 (+12),"GOOD LAYUP by SWISHER,JEREMY(in the paint)",ACM 11-23 (-12),,"GOOD LAYUP by SWISHER,JEREMY(in the paint)",1
04:30,,,,,"FOUL  by WADE,JUSTIN",,,"FOUL  by WADE,JUSTIN",1
04:30,"GOOD FT by NOTLEY,CHANDLER",12,,23 (+11),,HC 12-23 (-11),,"GOOD FT by NOTLEY,CHANDLER",1
04:30,"MISS FT by NOTLEY,CHANDLER",,,,,,,"MISS FT by NOTLEY,CHANDLER",1
--,,,,,"REBOUND DEF by HUDSON,CEDRIC",,,"REBOUND DEF by HUDSON,CEDRIC",1
04:30,,,,,"SUB IN by IGBINOSA,STEPHEN",,,"SUB IN by IGBINOSA,STEPHEN",1
04:30,,,,,"SUB OUT by WADE,JUSTIN",,,"SUB OUT by WADE,JUSTIN",1
04:07,,,,,"MISS JUMPER by BAEHL,BRIAN",,,"MISS JUMPER by BAEHL,BRIAN",1
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",1
03:55,"MISS 3PTR by NOTLEY,CHANDLER",,,,,,,"MISS 3PTR by NOTLEY,CHANDLER",1
--,"REBOUND OFF by NIKOLOVSKI,DREW",,,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",1
03:49,"GOOD 3PTR by PARKER,BRYCE",15,,23 (+8),,HC 15-23 (-8),,"GOOD 3PTR by PARKER,BRYCE",1
--,"ASSIST ASSIST by NIKOLOVSKI,DREW",,,,,,,"ASSIST ASSIST by NIKOLOVSKI,DREW",1
03:27,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",,,"MISS JUMPER by IGBINOSA,STEPHEN",1
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",1
03:19,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",1
--,"REBOUND OFF by BATCHELOR,BRYCE",,,,,,,"REBOUND OFF by BATCHELOR,BRYCE",1
03:16,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",17,,23 (+6),,HC 17-23 (-6),,"GOOD LAYUP by BATCHELOR,BRYCE(in the paint)",1
03:01,,,,,"MISS 3PTR by BAEHL,BRIAN",,,"MISS 3PTR by BAEHL,BRIAN",1
--,"REBOUND DEF by NOTLEY,CHANDLER",,,,,,,"REBOUND DEF by NOTLEY,CHANDLER",1
02:40,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",,,"REBOUND DEF by IGBINOSA,STEPHEN",1
02:26,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",1
02:26,,,,,"MISS FT by HUDSON,CEDRIC",,,"MISS FT by HUDSON,CEDRIC",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
02:26,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,1
02:26,,17,,24 (+7),"GOOD FT by HUDSON,CEDRIC",ACM 17-24 (-7),,"GOOD FT by HUDSON,CEDRIC",1
02:26,"SUB IN by MURPHEY,LUKE",,,,,,,"SUB IN by MURPHEY,LUKE",1
02:26,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",1
02:26,,,,,"SUB IN by FREET,AUSTIN",,,"SUB IN by FREET,AUSTIN",1
02:26,,,,,"SUB IN by RIVERA,ANDRES",,,"SUB IN by RIVERA,ANDRES",1
02:26,,,,,"SUB OUT by BAEHL,BRIAN",,,"SUB OUT by BAEHL,BRIAN",1
02:26,,,,,"SUB OUT by CHILES,CHRISTIAN",,,"SUB OUT by CHILES,CHRISTIAN",1
02:13,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by FREET,AUSTIN",,,"REBOUND DEF by FREET,AUSTIN",1
01:58,,,,,"MISS JUMPER by BAEHL,BRIAN",,,"MISS JUMPER by BAEHL,BRIAN",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
01:41,"TURNOVER  by BATCHELOR,BRYCE",,,,,,,"TURNOVER  by BATCHELOR,BRYCE",1
01:41,"FOUL  by BATCHELOR,BRYCE",,,,,,,"FOUL  by BATCHELOR,BRYCE",1
01:41,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",1
01:41,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",1
01:27,,17,,27 (+10),"GOOD 3PTR by RIVERA,ANDRES",ACM 17-27 (-10),,"GOOD 3PTR by RIVERA,ANDRES",1
--,,,,,"ASSIST ASSIST by BAEHL,BRIAN",,,"ASSIST ASSIST by BAEHL,BRIAN",1
01:10,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by HUDSON,CEDRIC",,,"REBOUND DEF by HUDSON,CEDRIC",1
00:58,,,,,"MISS LAYUP by HUDSON,CEDRIC",,,"MISS LAYUP by HUDSON,CEDRIC",1
