Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,TUM,Game Score,Team Indicator,Play,Period
16:45,"FOUL  by GARRETT,TRAVIS",,,,,,,"FOUL  by GARRETT,TRAVIS",1
16:45,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",1
16:45,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",1
16:45,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",1
16:45,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",1
16:32,,,,,"MISS JUMPER by COLLIFLOWER,MATTHEW",,,"MISS JUMPER by COLLIFLOWER,MATTHEW",1
--,,,,,"REBOUND OFF by OAKES,NIK",,,"REBOUND OFF by OAKES,NIK",1
16:27,,,,,"MISS LAYUP by OAKES,NIK",,,"MISS LAYUP by OAKES,NIK",1
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
16:25,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
16:25,,,,,"SUB IN by PULLIAM,AJ",,,"SUB IN by PULLIAM,AJ",1
16:25,,,,,"SUB IN by SPECKS,ISAIAH",,,"SUB IN by SPECKS,ISAIAH",1
16:25,,,,,"SUB OUT by OAKES,NIK",,,"SUB OUT by OAKES,NIK",1
16:25,,,,,"SUB OUT by BEATIE,BEN",,,"SUB OUT by BEATIE,BEN",1
16:21,,4,,6 (+2),"GOOD LAYUP by PULLIAM,AJ(in the paint)",TUM 4-6 (-2),,"GOOD LAYUP by PULLIAM,AJ(in the paint)",1
--,,,,,"ASSIST  by COLLIFLOWER,MATTHEW",,,"ASSIST  by COLLIFLOWER,MATTHEW",1
16:08,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",1
16:08,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",1
16:01,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",1
15:58,,,,,"MISS LAYUP by CLARK,JIMMY",,,"MISS LAYUP by CLARK,JIMMY",1
--,,,,,"REBOUND OFF by CLARK,JIMMY",,,"REBOUND OFF by CLARK,JIMMY",1
15:56,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",1
15:56,,,,,"MISS FT by CLARK,JIMMY",,,"MISS FT by CLARK,JIMMY",1
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,1
15:56,,,,,"MISS FT by CLARK,JIMMY",,,"MISS FT by CLARK,JIMMY",1
--,"REBOUND DEF by LITTLEFIELD,GEAREN",,,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",1
15:33,,,,,"FOUL  by PULLIAM,AJ",,,"FOUL  by PULLIAM,AJ",1
15:33,,,,,"SUB IN by BLUM,BRIAN",,,"SUB IN by BLUM,BRIAN",1
15:33,,,,,"SUB OUT by CLARK,JIMMY",,,"SUB OUT by CLARK,JIMMY",1
15:28,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",1
--,,,,,"REBOUND DEF by JONES,MATT",,,"REBOUND DEF by JONES,MATT",1
15:19,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",1
15:19,,4,,7 (+3),"GOOD FT by JONES,MATT",TUM 4-7 (-3),,"GOOD FT by JONES,MATT",1
15:19,,4,,8 (+4),"GOOD FT by JONES,MATT",TUM 4-8 (-4),,"GOOD FT by JONES,MATT",1
15:19,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",1
15:19,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",1
15:19,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",1
15:19,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",1
15:19,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",1
15:19,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",1
15:19,,,,,"SUB IN by OAKES,NIK",,,"SUB IN by OAKES,NIK",1
15:19,,,,,"SUB OUT by JONES,MATT",,,"SUB OUT by JONES,MATT",1
15:06,"TURNOVER  by STEELE,AARON",,,,,,,"TURNOVER  by STEELE,AARON",1
14:57,,,,,"TURNOVER  by PULLIAM,AJ",,,"TURNOVER  by PULLIAM,AJ",1
14:44,"TURNOVER  by STEELE,AARON",,,,,,,"TURNOVER  by STEELE,AARON",1
14:42,,,,,"STEAL  by SPECKS,ISAIAH",,,"STEAL  by SPECKS,ISAIAH",1
14:41,,4,,10 (+6),"GOOD DUNK by SPECKS,ISAIAH(fastbreak)(in the paint)",TUM 4-10 (-6),,"GOOD DUNK by SPECKS,ISAIAH(fastbreak)(in the paint)",1
14:24,"TURNOVER  by PARKER,BRYCE",,,,,,,"TURNOVER  by PARKER,BRYCE",1
14:23,,,,,"STEAL  by PULLIAM,AJ",,,"STEAL  by PULLIAM,AJ",1
13:59,,,,,"MISS 3PTR by SPECKS,ISAIAH",,,"MISS 3PTR by SPECKS,ISAIAH",1
--,,,,,"REBOUND OFF by COLLIFLOWER,MATTHEW",,,"REBOUND OFF by COLLIFLOWER,MATTHEW",1
13:42,,,,,"MISS 3PTR by PULLIAM,AJ",,,"MISS 3PTR by PULLIAM,AJ",1
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",1
13:23,"MISS 3PTR by BATCHELOR,BRYCE",,,,,,,"MISS 3PTR by BATCHELOR,BRYCE",1
--,,,,,"REBOUND DEF by PULLIAM,AJ",,,"REBOUND DEF by PULLIAM,AJ",1
13:05,,,,,"TURNOVER  by OAKES,NIK",,,"TURNOVER  by OAKES,NIK",1
13:05,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",1
13:05,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",1
13:05,,,,,"SUB IN by BEATIE,BEN",,,"SUB IN by BEATIE,BEN",1
13:05,,,,,"SUB IN by INGRAM,JOSH",,,"SUB IN by INGRAM,JOSH",1
13:05,,,,,"SUB OUT by PULLIAM,AJ",,,"SUB OUT by PULLIAM,AJ",1
13:05,,,,,"SUB OUT by COLLIFLOWER,MATTHEW",,,"SUB OUT by COLLIFLOWER,MATTHEW",1
12:52,"MISS LAYUP by PARKER,BRYCE",,,,,,,"MISS LAYUP by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by BLUM,BRIAN",,,"REBOUND DEF by BLUM,BRIAN",1
12:39,,4,,13 (+9),"GOOD 3PTR by BEATIE,BEN",TUM 4-13 (-9),,"GOOD 3PTR by BEATIE,BEN",1
--,,,,,"ASSIST  by OAKES,NIK",,,"ASSIST  by OAKES,NIK",1
12:29,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,1
12:29,,,,,"SUB IN by JONES,MATT",,,"SUB IN by JONES,MATT",1
12:29,,,,,"SUB OUT by OAKES,NIK",,,"SUB OUT by OAKES,NIK",1
12:15,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,"REBOUND DEF by BEATIE,BEN",,,"REBOUND DEF by BEATIE,BEN",1
11:46,,4,,15 (+11),"GOOD JUMPER by BEATIE,BEN(in the paint)",TUM 4-15 (-11),,"GOOD JUMPER by BEATIE,BEN(in the paint)",1
--,,,,,"ASSIST  by INGRAM,JOSH",,,"ASSIST  by INGRAM,JOSH",1
11:34,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by BEATIE,BEN",,,"REBOUND DEF by BEATIE,BEN",1
11:26,,,,,"MISS JUMPER by JONES,MATT",,,"MISS JUMPER by JONES,MATT",1
--,"REBOUND DEF by NOTLEY,CHANDLER",,,,,,,"REBOUND DEF by NOTLEY,CHANDLER",1
11:07,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by JONES,MATT",,,"REBOUND DEF by JONES,MATT",1
10:57,,4,,17 (+13),"GOOD LAYUP by BEATIE,BEN(fastbreak)(in the paint)",TUM 4-17 (-13),,"GOOD LAYUP by BEATIE,BEN(fastbreak)(in the paint)",1
--,,,,,"ASSIST  by JONES,MATT",,,"ASSIST  by JONES,MATT",1
10:26,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by INGRAM,JOSH",,,"REBOUND DEF by INGRAM,JOSH",1
10:11,,,,,"MISS JUMPER by BEATIE,BEN",,,"MISS JUMPER by BEATIE,BEN",1
--,,,,,"REBOUND OFF by SPECKS,ISAIAH",,,"REBOUND OFF by SPECKS,ISAIAH",1
10:09,,4,,19 (+15),"GOOD TIPIN by SPECKS,ISAIAH(in the paint)",TUM 4-19 (-15),,"GOOD TIPIN by SPECKS,ISAIAH(in the paint)",1
09:59,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,1
09:59,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",1
09:59,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",1
09:59,"SUB IN by BAKER,BRUCE",,,,,,,"SUB IN by BAKER,BRUCE",1
09:59,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",1
09:59,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",1
09:59,"SUB OUT by NOTLEY,CHANDLER",,,,,,,"SUB OUT by NOTLEY,CHANDLER",1
09:59,,,,,"SUB IN by HOLDEN,JAYDEN",,,"SUB IN by HOLDEN,JAYDEN",1
09:59,,,,,"SUB IN by CLARK,JIMMY",,,"SUB IN by CLARK,JIMMY",1
09:59,,,,,"SUB OUT by BLUM,BRIAN",,,"SUB OUT by BLUM,BRIAN",1
09:59,,,,,"SUB OUT by SPECKS,ISAIAH",,,"SUB OUT by SPECKS,ISAIAH",1
09:36,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,1
09:23,,,,,"TURNOVER  by INGRAM,JOSH",,,"TURNOVER  by INGRAM,JOSH",1
09:22,"STEAL  by OGLE,JOHN",,,,,,,"STEAL  by OGLE,JOHN",1
09:16,"TURNOVER  by OGLE,JOHN",,,,,,,"TURNOVER  by OGLE,JOHN",1
09:15,,,,,"STEAL  by JONES,MATT",,,"STEAL  by JONES,MATT",1
09:12,,4,,21 (+17),"GOOD LAYUP by JONES,MATT(fastbreak)(in the paint)",TUM 4-21 (-17),,"GOOD LAYUP by JONES,MATT(fastbreak)(in the paint)",1
09:12,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",1
09:12,,4,,22 (+18),"GOOD FT by JONES,MATT",TUM 4-22 (-18),,"GOOD FT by JONES,MATT",1
09:12,,,,,"SUB IN by PULLIAM,AJ",,,"SUB IN by PULLIAM,AJ",1
09:12,,,,,"SUB IN by COLLIFLOWER,MATTHEW",,,"SUB IN by COLLIFLOWER,MATTHEW",1
09:12,,,,,"SUB OUT by BEATIE,BEN",,,"SUB OUT by BEATIE,BEN",1
09:12,,,,,"SUB OUT by INGRAM,JOSH",,,"SUB OUT by INGRAM,JOSH",1
08:59,"FOUL  by BAKER,BRUCE",,,,,,,"FOUL  by BAKER,BRUCE",1
08:59,"TURNOVER  by BAKER,BRUCE",,,,,,,"TURNOVER  by BAKER,BRUCE",1
08:46,,,,,"FOUL  by PULLIAM,AJ",,,"FOUL  by PULLIAM,AJ",1
08:46,,,,,"TURNOVER  by PULLIAM,AJ",,,"TURNOVER  by PULLIAM,AJ",1
08:38,,,,,"FOUL  by HOLDEN,JAYDEN",,,"FOUL  by HOLDEN,JAYDEN",1
08:38,,,,,"SUB IN by BEATIE,BEN",,,"SUB IN by BEATIE,BEN",1
08:38,,,,,"SUB OUT by PULLIAM,AJ",,,"SUB OUT by PULLIAM,AJ",1
08:35,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",1
--,,,,,"REBOUND DEF by BEATIE,BEN",,,"REBOUND DEF by BEATIE,BEN",1
08:18,,4,,25 (+21),"GOOD 3PTR by HOLDEN,JAYDEN",TUM 4-25 (-21),,"GOOD 3PTR by HOLDEN,JAYDEN",1
--,,,,,"ASSIST  by COLLIFLOWER,MATTHEW",,,"ASSIST  by COLLIFLOWER,MATTHEW",1
07:53,,,,,"FOUL  by BEATIE,BEN",,,"FOUL  by BEATIE,BEN",1
07:53,"MISS FT by OGLE,JOHN",,,,,,,"MISS FT by OGLE,JOHN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
07:53,"GOOD FT by OGLE,JOHN",5,,25 (+20),,HC 5-25 (-20),,"GOOD FT by OGLE,JOHN",1
07:53,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",1
07:53,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",1
07:53,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",1
07:53,"SUB OUT by BAKER,BRUCE",,,,,,,"SUB OUT by BAKER,BRUCE",1
07:53,,,,,"SUB IN by OAKES,NIK",,,"SUB IN by OAKES,NIK",1
07:53,,,,,"SUB OUT by JONES,MATT",,,"SUB OUT by JONES,MATT",1
07:31,,,,,"TURNOVER  by BEATIE,BEN",,,"TURNOVER  by BEATIE,BEN",1
07:06,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",1
--,,,,,"REBOUND DEF by CLARK,JIMMY",,,"REBOUND DEF by CLARK,JIMMY",1
06:55,,,,,"MISS JUMPER by HOLDEN,JAYDEN",,,"MISS JUMPER by HOLDEN,JAYDEN",1
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",1
06:43,,,,,"FOUL  by BEATIE,BEN",,,"FOUL  by BEATIE,BEN",1
06:43,"GOOD FT by LITTLEFIELD,GEAREN",6,,25 (+19),,HC 6-25 (-19),,"GOOD FT by LITTLEFIELD,GEAREN",1
06:43,"GOOD FT by LITTLEFIELD,GEAREN",7,,25 (+18),,HC 7-25 (-18),,"GOOD FT by LITTLEFIELD,GEAREN",1
06:43,,,,,"SUB IN by BLUM,BRIAN",,,"SUB IN by BLUM,BRIAN",1
06:43,,,,,"SUB IN by INGRAM,JOSH",,,"SUB IN by INGRAM,JOSH",1
06:43,,,,,"SUB OUT by HOLDEN,JAYDEN",,,"SUB OUT by HOLDEN,JAYDEN",1
06:43,,,,,"SUB OUT by BEATIE,BEN",,,"SUB OUT by BEATIE,BEN",1
06:29,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,1
06:20,,7,,28 (+21),"GOOD 3PTR by INGRAM,JOSH",TUM 7-28 (-21),,"GOOD 3PTR by INGRAM,JOSH",1
--,,,,,"ASSIST  by OAKES,NIK",,,"ASSIST  by OAKES,NIK",1
06:09,,,,,"FOUL  by CLARK,JIMMY",,,"FOUL  by CLARK,JIMMY",1
06:00,"MISS LAYUP by LITTLEFIELD,GEAREN",,,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",1
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,1
05:54,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,"REBOUND DEF by COLLIFLOWER,MATTHEW",,,"REBOUND DEF by COLLIFLOWER,MATTHEW",1
05:39,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",1
05:39,,,,,"MISS FT by BLUM,BRIAN",,,"MISS FT by BLUM,BRIAN",1
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",1
05:39,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",1
05:39,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",1
05:39,,,,,"SUB IN by SPECKS,ISAIAH",,,"SUB IN by SPECKS,ISAIAH",1
05:39,,,,,"SUB OUT by CLARK,JIMMY",,,"SUB OUT by CLARK,JIMMY",1
05:16,"GOOD 3PTR by STEELE,AARON",10,,28 (+18),,HC 10-28 (-18),,"GOOD 3PTR by STEELE,AARON",1
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",1
05:04,,,,,"MISS 3PTR by BLUM,BRIAN",,,"MISS 3PTR by BLUM,BRIAN",1
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",1
05:01,,,,,"FOUL  by SPECKS,ISAIAH",,,"FOUL  by SPECKS,ISAIAH",1
05:01,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",1
--,,,,,"REBOUND DEF by INGRAM,JOSH",,,"REBOUND DEF by INGRAM,JOSH",1
05:01,,,,,"SUB IN by JONES,MATT",,,"SUB IN by JONES,MATT",1
05:01,,,,,"SUB OUT by OAKES,NIK",,,"SUB OUT by OAKES,NIK",1
04:45,,10,,31 (+21),"GOOD 3PTR by BLUM,BRIAN",TUM 10-31 (-21),,"GOOD 3PTR by BLUM,BRIAN",1
--,,,,,"ASSIST  by JONES,MATT",,,"ASSIST  by JONES,MATT",1
04:31,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",1
--,,,,,"REBOUND DEF by INGRAM,JOSH",,,"REBOUND DEF by INGRAM,JOSH",1
04:11,,,,,"MISS LAYUP by COLLIFLOWER,MATTHEW",,,"MISS LAYUP by COLLIFLOWER,MATTHEW",1
--,"REBOUND DEF by BATCHELOR,BRYCE",,,,,,,"REBOUND DEF by BATCHELOR,BRYCE",1
04:05,,,,,"FOUL  by SPECKS,ISAIAH",,,"FOUL  by SPECKS,ISAIAH",1
04:05,"GOOD FT by GARRETT,TRAVIS",11,,31 (+20),,HC 11-31 (-20),,"GOOD FT by GARRETT,TRAVIS",1
04:05,"GOOD FT by GARRETT,TRAVIS",12,,31 (+19),,HC 12-31 (-19),,"GOOD FT by GARRETT,TRAVIS",1
03:54,,12,,33 (+21),"GOOD LAYUP by COLLIFLOWER,MATTHEW(in the paint)",TUM 12-33 (-21),,"GOOD LAYUP by COLLIFLOWER,MATTHEW(in the paint)",1
--,,,,,"ASSIST  by JONES,MATT",,,"ASSIST  by JONES,MATT",1
03:44,,,,,"FOUL  by BLUM,BRIAN",,,"FOUL  by BLUM,BRIAN",1
03:44,"MISS FT by STEELE,AARON",,,,,,,"MISS FT by STEELE,AARON",1
--,,,,,"REBOUND DEF by BLUM,BRIAN",,,"REBOUND DEF by BLUM,BRIAN",1
03:36,,,,,"MISS JUMPER by JONES,MATT",,,"MISS JUMPER by JONES,MATT",1
--,,,,,"REBOUND OFF by COLLIFLOWER,MATTHEW",,,"REBOUND OFF by COLLIFLOWER,MATTHEW",1
03:29,,12,,35 (+23),"GOOD JUMPER by INGRAM,JOSH",TUM 12-35 (-23),,"GOOD JUMPER by INGRAM,JOSH",1
--,,,,,"ASSIST  by JONES,MATT",,,"ASSIST  by JONES,MATT",1
03:07,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",1
--,,,,,"REBOUND DEF by SPECKS,ISAIAH",,,"REBOUND DEF by SPECKS,ISAIAH",1
02:58,,,,,"MISS JUMPER by BLUM,BRIAN",,,"MISS JUMPER by BLUM,BRIAN",1
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",1
02:39,"TURNOVER  by NIKOLOVSKI,DREW",,,,,,,"TURNOVER  by NIKOLOVSKI,DREW",1
02:37,,,,,"STEAL  by SPECKS,ISAIAH",,,"STEAL  by SPECKS,ISAIAH",1
02:28,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",1
02:28,,,,,"MISS FT by SPECKS,ISAIAH",,,"MISS FT by SPECKS,ISAIAH",1
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",1
02:28,"SUB IN by NOTLEY,CHANDLER",,,,,,,"SUB IN by NOTLEY,CHANDLER",1
02:28,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",1
02:28,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",1
02:28,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",1
02:28,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",1
02:28,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",1
02:28,,,,,"SUB IN by PULLIAM,AJ",,,"SUB IN by PULLIAM,AJ",1
02:28,,,,,"SUB OUT by COLLIFLOWER,MATTHEW",,,"SUB OUT by COLLIFLOWER,MATTHEW",1
02:19,"GOOD LAYUP by NOTLEY,CHANDLER(in the paint)",14,,35 (+21),,HC 14-35 (-21),,"GOOD LAYUP by NOTLEY,CHANDLER(in the paint)",1
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",1
02:05,,14,,37 (+23),"GOOD JUMPER by BLUM,BRIAN(in the paint)",TUM 14-37 (-23),,"GOOD JUMPER by BLUM,BRIAN(in the paint)",1
01:55,"GOOD 3PTR by PARKER,BRYCE",17,,37 (+20),,HC 17-37 (-20),,"GOOD 3PTR by PARKER,BRYCE",1
--,"ASSIST  by NOTLEY,CHANDLER",,,,,,,"ASSIST  by NOTLEY,CHANDLER",1
01:47,,17,,40 (+23),"GOOD 3PTR by BLUM,BRIAN(fastbreak)",TUM 17-40 (-23),,"GOOD 3PTR by BLUM,BRIAN(fastbreak)",1
--,,,,,"ASSIST  by JONES,MATT",,,"ASSIST  by JONES,MATT",1
01:29,"GOOD 3PTR by GARRETT,TRAVIS",20,,40 (+20),,HC 20-40 (-20),,"GOOD 3PTR by GARRETT,TRAVIS",1
01:21,,,,,"TURNOVER  by SPECKS,ISAIAH",,,"TURNOVER  by SPECKS,ISAIAH",1
01:21,"SUB IN by MURPHEY,LUKE",,,,,,,"SUB IN by MURPHEY,LUKE",1
01:21,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",1
01:21,,,,,"SUB IN by CLARK,JIMMY",,,"SUB IN by CLARK,JIMMY",1
01:21,,,,,"SUB IN by OAKES,NIK",,,"SUB IN by OAKES,NIK",1
01:21,,,,,"SUB OUT by BLUM,BRIAN",,,"SUB OUT by BLUM,BRIAN",1
01:21,,,,,"SUB OUT by JONES,MATT",,,"SUB OUT by JONES,MATT",1
01:07,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",1
--,,,,,"REBOUND DEF by PULLIAM,AJ",,,"REBOUND DEF by PULLIAM,AJ",1
00:52,,,,,"MISS 3PTR by PULLIAM,AJ",,,"MISS 3PTR by PULLIAM,AJ",1
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",1
00:44,"MISS 3PTR by MURPHEY,LUKE",,,,,,,"MISS 3PTR by MURPHEY,LUKE",1
--,,,,,"REBOUND DEF by SPECKS,ISAIAH",,,"REBOUND DEF by SPECKS,ISAIAH",1
00:35,,,,,"FOUL  by INGRAM,JOSH",,,"FOUL  by INGRAM,JOSH",1
00:35,,,,,"TURNOVER  by INGRAM,JOSH",,,"TURNOVER  by INGRAM,JOSH",1
00:21,"TURNOVER  by SMITH,PRESTON",,,,,,,"TURNOVER  by SMITH,PRESTON",1
00:20,,,,,"STEAL  by CLARK,JIMMY",,,"STEAL  by CLARK,JIMMY",1
00:18,,,,,"TURNOVER  by CLARK,JIMMY",,,"TURNOVER  by CLARK,JIMMY",1
00:17,"STEAL  by GARRETT,TRAVIS",,,,,,,"STEAL  by GARRETT,TRAVIS",1
00:03,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",1
--,"REBOUND OFF by NOTLEY,CHANDLER",,,,,,,"REBOUND OFF by NOTLEY,CHANDLER",1
