Time Remaining,SUMBB,Away Team Score,Play Team Indicator,Home Team Score,HC,Game Score,Team Indicator,Play,Period
18:06,"FOUL  by AKABOGU,NNAMDI",,,,,,,"FOUL  by AKABOGU,NNAMDI",2
17:53,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",2
--,"REBOUND DEF by AKABOGU,NNAMDI",,,,,,,"REBOUND DEF by AKABOGU,NNAMDI",2
17:46,"MISS 3PTR by KIM,CONNOR",,,,,,,"MISS 3PTR by KIM,CONNOR",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
17:30,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND OFF by OGLE,JOHN",,,"REBOUND OFF by OGLE,JOHN",2
17:24,,,,,"TURNOVER  by OGLE,JOHN",,,"TURNOVER  by OGLE,JOHN",2
17:09,"GOOD LAYUP by AKABOGU,NNAMDI(in the paint)",47 (+8),,39,,SUMBB 47-39 (-8),,"GOOD LAYUP by AKABOGU,NNAMDI(in the paint)",2
16:57,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:51,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
16:51,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
16:44,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
16:44,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
16:44,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
16:30,"GOOD JUMPER by STIVER,BENJAMIN",49 (+10),,39,,SUMBB 49-39 (-10),,"GOOD JUMPER by STIVER,BENJAMIN",2
--,"ASSIST  by AKABOGU,NNAMDI",,,,,,,"ASSIST  by AKABOGU,NNAMDI",2
16:06,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
16:06,"BLOCK  by OGDEN,RYAN",,,,,,,"BLOCK  by OGDEN,RYAN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:03,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",,,"TURNOVER  by LITTLEFIELD,GEAREN",2
16:01,"STEAL  by MOLINA,CHRIS",,,,,,,"STEAL  by MOLINA,CHRIS",2
15:58,"TURNOVER  by KIM,CONNOR",,,,,,,"TURNOVER  by KIM,CONNOR",2
15:57,,,,,"STEAL  by SMITH,PRESTON",,,"STEAL  by SMITH,PRESTON",2
15:52,,,,,"MISS LAYUP by OGLE,JOHN",,,"MISS LAYUP by OGLE,JOHN",2
--,,,,,"REBOUND OFF by PARKER,BRYCE",,,"REBOUND OFF by PARKER,BRYCE",2
15:47,,49 (+8),,41,"GOOD LAYUP by PARKER,BRYCE(in the paint)",HC 49-41 (-8),,"GOOD LAYUP by PARKER,BRYCE(in the paint)",2
15:38,"MISS 3PTR by MOLINA,CHRIS",,,,,,,"MISS 3PTR by MOLINA,CHRIS",2
--,"REBOUND OFF by STIVER,BENJAMIN",,,,,,,"REBOUND OFF by STIVER,BENJAMIN",2
15:35,,,,,"FOUL  by NIKOLOVSKI,DREW",,,"FOUL  by NIKOLOVSKI,DREW",2
15:35,,,,,"SUB IN by BATCHELOR,BRYCE",,,"SUB IN by BATCHELOR,BRYCE",2
15:35,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
15:32,"TURNOVER  by STIVER,BENJAMIN",,,,,,,"TURNOVER  by STIVER,BENJAMIN",2
15:25,"FOUL  by AKABOGU,NNAMDI",,,,,,,"FOUL  by AKABOGU,NNAMDI",2
15:25,"SUB IN by CHRISTIE,DIMITRI",,,,,,,"SUB IN by CHRISTIE,DIMITRI",2
15:25,"SUB OUT by AKABOGU,NNAMDI",,,,,,,"SUB OUT by AKABOGU,NNAMDI",2
15:21,,,,,"TURNOVER  by NIKOLOVSKI,DREW",,,"TURNOVER  by NIKOLOVSKI,DREW",2
15:20,"STEAL  by STIVER,BENJAMIN",,,,,,,"STEAL  by STIVER,BENJAMIN",2
15:11,"MISS JUMPER by OGDEN,RYAN",,,,,,,"MISS JUMPER by OGDEN,RYAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
15:11,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
15:08,"MISS JUMPER by MOLINA,CHRIS",,,,,,,"MISS JUMPER by MOLINA,CHRIS",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
14:56,,49 (+5),,44,"GOOD 3PTR by PARKER,BRYCE",HC 49-44 (-5),,"GOOD 3PTR by PARKER,BRYCE",2
--,,,,,"ASSIST  by BATCHELOR,BRYCE",,,"ASSIST  by BATCHELOR,BRYCE",2
14:41,"GOOD JUMPER by KIM,CONNOR",51 (+7),,44,,SUMBB 51-44 (-7),,"GOOD JUMPER by KIM,CONNOR",2
14:23,,,,,"MISS LAYUP by SMITH,PRESTON",,,"MISS LAYUP by SMITH,PRESTON",2
14:23,"BLOCK  by CHRISTIE,DIMITRI",,,,,,,"BLOCK  by CHRISTIE,DIMITRI",2
--,"REBOUND DEF by KIM,CONNOR",,,,,,,"REBOUND DEF by KIM,CONNOR",2
14:18,"MISS 3PTR by MOLINA,CHRIS",,,,,,,"MISS 3PTR by MOLINA,CHRIS",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
14:11,,51 (+5),,46,"GOOD LAYUP by OGLE,JOHN(fastbreak)(in the paint)",HC 51-46 (-5),,"GOOD LAYUP by OGLE,JOHN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
14:11,"FOUL  by MOLINA,CHRIS",,,,,,,"FOUL  by MOLINA,CHRIS",2
14:11,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
14:11,,,,,"MISS FT by OGLE,JOHN",,,"MISS FT by OGLE,JOHN",2
--,"REBOUND DEF by OGDEN,RYAN",,,,,,,"REBOUND DEF by OGDEN,RYAN",2
13:58,"GOOD LAYUP by CHRISTIE,DIMITRI(in the paint)",53 (+7),,46,,SUMBB 53-46 (-7),,"GOOD LAYUP by CHRISTIE,DIMITRI(in the paint)",2
--,"ASSIST  by STIVER,BENJAMIN",,,,,,,"ASSIST  by STIVER,BENJAMIN",2
13:43,,53 (+5),,48,"GOOD JUMPER by SMITH,PRESTON",HC 53-48 (-5),,"GOOD JUMPER by SMITH,PRESTON",2
13:25,"GOOD JUMPER by KIM,CONNOR",55 (+7),,48,,SUMBB 55-48 (-7),,"GOOD JUMPER by KIM,CONNOR",2
13:08,,,,,"MISS 3PTR by PARKER,BRYCE",,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND DEF by CHRISTIE,DIMITRI",,,,,,,"REBOUND DEF by CHRISTIE,DIMITRI",2
13:00,"MISS 3PTR by OGDEN,RYAN",,,,,,,"MISS 3PTR by OGDEN,RYAN",2
--,"REBOUND OFF by STIVER,BENJAMIN",,,,,,,"REBOUND OFF by STIVER,BENJAMIN",2
12:55,"TURNOVER  by OGDEN,RYAN",,,,,,,"TURNOVER  by OGDEN,RYAN",2
12:54,,,,,"STEAL  by PARKER,BRYCE",,,"STEAL  by PARKER,BRYCE",2
12:44,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
12:44,"SUB IN by SANDERS,KARREY",,,,,,,"SUB IN by SANDERS,KARREY",2
12:44,"SUB IN by LEE,CHRIS",,,,,,,"SUB IN by LEE,CHRIS",2
12:44,"SUB OUT by KIM,CONNOR",,,,,,,"SUB OUT by KIM,CONNOR",2
12:44,"SUB OUT by MOLINA,CHRIS",,,,,,,"SUB OUT by MOLINA,CHRIS",2
12:44,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
12:44,,,,,"SUB IN by NOTLEY,CHANDLER",,,"SUB IN by NOTLEY,CHANDLER",2
12:44,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
12:44,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
12:29,,55 (+4),,51,"GOOD 3PTR by PARKER,BRYCE",HC 55-51 (-4),,"GOOD 3PTR by PARKER,BRYCE",2
--,,,,,"ASSIST  by NIKOLOVSKI,DREW",,,"ASSIST  by NIKOLOVSKI,DREW",2
12:10,"MISS JUMPER by LEE,CHRIS",,,,,,,"MISS JUMPER by LEE,CHRIS",2
--,"REBOUND OFF by OGDEN,RYAN",,,,,,,"REBOUND OFF by OGDEN,RYAN",2
12:06,"TURNOVER  by OGDEN,RYAN",,,,,,,"TURNOVER  by OGDEN,RYAN",2
12:06,,,,,"STEAL  by BATCHELOR,BRYCE",,,"STEAL  by BATCHELOR,BRYCE",2
11:54,,,,,"MISS 3PTR by STEELE,AARON",,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",,,"REBOUND OFF by NIKOLOVSKI,DREW",2
11:46,,,,,"TURNOVER  by BATCHELOR,BRYCE",,,"TURNOVER  by BATCHELOR,BRYCE",2
11:41,"STEAL  by CHRISTIE,DIMITRI",,,,,,,"STEAL  by CHRISTIE,DIMITRI",2
11:41,,,,,"FOUL  by STEELE,AARON",,,"FOUL  by STEELE,AARON",2
11:41,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
11:41,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
11:26,"MISS JUMPER by CHRISTIE,DIMITRI",,,,,,,"MISS JUMPER by CHRISTIE,DIMITRI",2
--,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",,,"REBOUND DEF by NIKOLOVSKI,DREW",2
10:58,,,,,"MISS JUMPER by SMITH,PRESTON",,,"MISS JUMPER by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by PARKER,BRYCE",,,"REBOUND OFF by PARKER,BRYCE",2
10:47,"FOUL  by OGDEN,RYAN",,,,,,,"FOUL  by OGDEN,RYAN",2
10:47,"SUB IN by AKABOGU,NNAMDI",,,,,,,"SUB IN by AKABOGU,NNAMDI",2
10:47,"SUB IN by KIM,CONNOR",,,,,,,"SUB IN by KIM,CONNOR",2
10:47,"SUB OUT by OGDEN,RYAN",,,,,,,"SUB OUT by OGDEN,RYAN",2
10:47,"SUB OUT by STIVER,BENJAMIN",,,,,,,"SUB OUT by STIVER,BENJAMIN",2
10:46,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by CHRISTIE,DIMITRI",,,,,,,"REBOUND DEF by CHRISTIE,DIMITRI",2
10:31,,,,,"FOUL  by SMITH,PRESTON",,,"FOUL  by SMITH,PRESTON",2
10:31,"MISS FT by SANDERS,KARREY",,,,,,,"MISS FT by SANDERS,KARREY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
10:31,"GOOD FT by SANDERS,KARREY",56 (+5),,51,,SUMBB 56-51 (-5),,"GOOD FT by SANDERS,KARREY",2
10:31,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
10:31,,,,,"SUB IN by OGLE,JOHN",,,"SUB IN by OGLE,JOHN",2
10:31,,,,,"SUB OUT by NIKOLOVSKI,DREW",,,"SUB OUT by NIKOLOVSKI,DREW",2
10:31,,,,,"SUB OUT by BATCHELOR,BRYCE",,,"SUB OUT by BATCHELOR,BRYCE",2
10:09,,56 (+2),,54,"GOOD 3PTR by OGLE,JOHN",HC 56-54 (-2),,"GOOD 3PTR by OGLE,JOHN",2
--,,,,,"ASSIST  by NOTLEY,CHANDLER",,,"ASSIST  by NOTLEY,CHANDLER",2
09:47,"GOOD JUMPER by LEE,CHRIS",58 (+4),,54,,SUMBB 58-54 (-4),,"GOOD JUMPER by LEE,CHRIS",2
09:25,"FOUL  by AKABOGU,NNAMDI",,,,,,,"FOUL  by AKABOGU,NNAMDI",2
09:25,,58 (+3),,55,"GOOD FT by OGLE,JOHN",HC 58-55 (-3),,"GOOD FT by OGLE,JOHN",2
09:25,,58 (+2),,56,"GOOD FT by OGLE,JOHN",HC 58-56 (-2),,"GOOD FT by OGLE,JOHN",2
09:25,"SUB IN by OGDEN,RYAN",,,,,,,"SUB IN by OGDEN,RYAN",2
09:25,"SUB OUT by AKABOGU,NNAMDI",,,,,,,"SUB OUT by AKABOGU,NNAMDI",2
09:18,"GOOD JUMPER by CHRISTIE,DIMITRI",60 (+4),,56,,SUMBB 60-56 (-4),,"GOOD JUMPER by CHRISTIE,DIMITRI",2
08:56,,,,,"MISS 3PTR by OGLE,JOHN",,,"MISS 3PTR by OGLE,JOHN",2
--,"REBOUND DEF by CHRISTIE,DIMITRI",,,,,,,"REBOUND DEF by CHRISTIE,DIMITRI",2
08:47,"MISS JUMPER by KIM,CONNOR",,,,,,,"MISS JUMPER by KIM,CONNOR",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
08:30,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND DEF by KIM,CONNOR",,,,,,,"REBOUND DEF by KIM,CONNOR",2
08:23,"MISS JUMPER by KIM,CONNOR",,,,,,,"MISS JUMPER by KIM,CONNOR",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
08:15,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
08:15,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
08:15,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
08:15,,,,,"SUB IN by LITTLEFIELD,GEAREN",,,"SUB IN by LITTLEFIELD,GEAREN",2
08:15,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
08:15,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
08:15,,,,,"SUB OUT by NOTLEY,CHANDLER",,,"SUB OUT by NOTLEY,CHANDLER",2
08:05,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
08:05,"MISS FT by OGDEN,RYAN",,,,,,,"MISS FT by OGDEN,RYAN",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
07:49,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
07:31,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",2
07:31,"BLOCK  by CHRISTIE,DIMITRI",,,,,,,"BLOCK  by CHRISTIE,DIMITRI",2
--,"REBOUND DEF by OGDEN,RYAN",,,,,,,"REBOUND DEF by OGDEN,RYAN",2
07:18,"GOOD JUMPER by KIM,CONNOR",62 (+6),,56,,SUMBB 62-56 (-6),,"GOOD JUMPER by KIM,CONNOR",2
07:01,,,,,"TURNOVER  by OGLE,JOHN",,,"TURNOVER  by OGLE,JOHN",2
07:00,"STEAL  by LEE,CHRIS",,,,,,,"STEAL  by LEE,CHRIS",2
06:56,"MISS LAYUP by LEE,CHRIS",,,,,,,"MISS LAYUP by LEE,CHRIS",2
--,"REBOUND OFF by OGDEN,RYAN",,,,,,,"REBOUND OFF by OGDEN,RYAN",2
06:50,"GOOD TIPIN by OGDEN,RYAN(fastbreak)(in the paint)",64 (+8),,56,,SUMBB 64-56 (-8),,"GOOD TIPIN by OGDEN,RYAN(fastbreak)(in the paint)",2
06:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
06:36,"FOUL  by SANDERS,KARREY",,,,,,,"FOUL  by SANDERS,KARREY",2
06:36,,64 (+7),,57,"GOOD FT by GARRETT,TRAVIS",HC 64-57 (-7),,"GOOD FT by GARRETT,TRAVIS",2
06:36,,64 (+6),,58,"GOOD FT by GARRETT,TRAVIS",HC 64-58 (-6),,"GOOD FT by GARRETT,TRAVIS",2
06:22,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
06:22,"GOOD FT by SANDERS,KARREY",65 (+7),,58,,SUMBB 65-58 (-7),,"GOOD FT by SANDERS,KARREY",2
06:22,"GOOD FT by SANDERS,KARREY",66 (+8),,58,,SUMBB 66-58 (-8),,"GOOD FT by SANDERS,KARREY",2
06:12,,,,,"MISS JUMPER by STEELE,AARON",,,"MISS JUMPER by STEELE,AARON",2
06:12,"BLOCK  by CHRISTIE,DIMITRI",,,,,,,"BLOCK  by CHRISTIE,DIMITRI",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:10,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
06:10,,,,,"SUB OUT by STEELE,AARON",,,"SUB OUT by STEELE,AARON",2
05:48,,,,,"TURNOVER  by PARKER,BRYCE",,,"TURNOVER  by PARKER,BRYCE",2
05:47,"STEAL  by SANDERS,KARREY",,,,,,,"STEAL  by SANDERS,KARREY",2
05:37,"MISS 3PTR by CHRISTIE,DIMITRI",,,,,,,"MISS 3PTR by CHRISTIE,DIMITRI",2
--,,,,,"REBOUND DEF by LITTLEFIELD,GEAREN",,,"REBOUND DEF by LITTLEFIELD,GEAREN",2
05:18,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
05:06,"FOUL  by OGDEN,RYAN",,,,,,,"FOUL  by OGDEN,RYAN",2
05:06,,66 (+7),,59,"GOOD FT by SMITH,PRESTON",HC 66-59 (-7),,"GOOD FT by SMITH,PRESTON",2
05:06,,66 (+6),,60,"GOOD FT by SMITH,PRESTON",HC 66-60 (-6),,"GOOD FT by SMITH,PRESTON",2
05:06,"SUB IN by AKABOGU,NNAMDI",,,,,,,"SUB IN by AKABOGU,NNAMDI",2
05:06,"SUB IN by STIVER,BENJAMIN",,,,,,,"SUB IN by STIVER,BENJAMIN",2
05:06,"SUB OUT by OGDEN,RYAN",,,,,,,"SUB OUT by OGDEN,RYAN",2
05:06,"SUB OUT by CHRISTIE,DIMITRI",,,,,,,"SUB OUT by CHRISTIE,DIMITRI",2
05:06,,,,,"SUB IN by NIKOLOVSKI,DREW",,,"SUB IN by NIKOLOVSKI,DREW",2
05:06,,,,,"SUB OUT by PARKER,BRYCE",,,"SUB OUT by PARKER,BRYCE",2
04:57,"GOOD 3PTR by KIM,CONNOR",69 (+9),,60,,SUMBB 69-60 (-9),,"GOOD 3PTR by KIM,CONNOR",2
--,"ASSIST  by SANDERS,KARREY",,,,,,,"ASSIST  by SANDERS,KARREY",2
04:32,,69 (+7),,62,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",HC 69-62 (-7),,"GOOD LAYUP by LITTLEFIELD,GEAREN(in the paint)",2
04:16,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
04:16,"GOOD FT by SANDERS,KARREY",70 (+8),,62,,SUMBB 70-62 (-8),,"GOOD FT by SANDERS,KARREY",2
04:16,"GOOD FT by SANDERS,KARREY",71 (+9),,62,,SUMBB 71-62 (-9),,"GOOD FT by SANDERS,KARREY",2
04:16,"SUB IN by MOLINA,CHRIS",,,,,,,"SUB IN by MOLINA,CHRIS",2
04:16,"SUB OUT by LEE,CHRIS",,,,,,,"SUB OUT by LEE,CHRIS",2
04:16,,,,,"SUB IN by PARKER,BRYCE",,,"SUB IN by PARKER,BRYCE",2
04:16,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
04:02,,71 (+7),,64,"GOOD LAYUP by OGLE,JOHN(in the paint)",HC 71-64 (-7),,"GOOD LAYUP by OGLE,JOHN(in the paint)",2
--,,,,,"ASSIST  by PARKER,BRYCE",,,"ASSIST  by PARKER,BRYCE",2
03:49,"TURNOVER  by AKABOGU,NNAMDI",,,,,,,"TURNOVER  by AKABOGU,NNAMDI",2
03:48,,,,,"STEAL  by NIKOLOVSKI,DREW",,,"STEAL  by NIKOLOVSKI,DREW",2
03:43,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND DEF by STIVER,BENJAMIN",,,,,,,"REBOUND DEF by STIVER,BENJAMIN",2
03:15,"MISS LAYUP by MOLINA,CHRIS",,,,,,,"MISS LAYUP by MOLINA,CHRIS",2
03:15,,,,,"BLOCK  by LITTLEFIELD,GEAREN",,,"BLOCK  by LITTLEFIELD,GEAREN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
03:13,"TURNOVER  by AKABOGU,NNAMDI",,,,,,,"TURNOVER  by AKABOGU,NNAMDI",2
02:53,"FOUL  by STIVER,BENJAMIN",,,,,,,"FOUL  by STIVER,BENJAMIN",2
02:53,,,,,"MISS FT by PARKER,BRYCE",,,"MISS FT by PARKER,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:53,,,,,"MISS FT by PARKER,BRYCE",,,"MISS FT by PARKER,BRYCE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
02:53,,71 (+6),,65,"GOOD FT by PARKER,BRYCE",HC 71-65 (-6),,"GOOD FT by PARKER,BRYCE",2
02:34,"MISS 3PTR by STIVER,BENJAMIN",,,,,,,"MISS 3PTR by STIVER,BENJAMIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
02:26,"SUB IN by OGDEN,RYAN",,,,,,,"SUB IN by OGDEN,RYAN",2
02:26,"SUB OUT by STIVER,BENJAMIN",,,,,,,"SUB OUT by STIVER,BENJAMIN",2
02:13,,,,,"TURNOVER  by GARRETT,TRAVIS",,,"TURNOVER  by GARRETT,TRAVIS",2
02:12,"STEAL  by SANDERS,KARREY",,,,,,,"STEAL  by SANDERS,KARREY",2
01:58,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
01:58,"MISS FT by AKABOGU,NNAMDI",,,,,,,"MISS FT by AKABOGU,NNAMDI",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:58,"MISS FT by AKABOGU,NNAMDI",,,,,,,"MISS FT by AKABOGU,NNAMDI",2
--,,,,,"REBOUND DEF by OGLE,JOHN",,,"REBOUND DEF by OGLE,JOHN",2
01:58,,,,,"SUB IN by STEELE,AARON",,,"SUB IN by STEELE,AARON",2
01:58,,,,,"SUB OUT by GARRETT,TRAVIS",,,"SUB OUT by GARRETT,TRAVIS",2
01:41,,,,,"MISS JUMPER by OGLE,JOHN",,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,"REBOUND OFF by LITTLEFIELD,GEAREN",,,"REBOUND OFF by LITTLEFIELD,GEAREN",2
01:35,,,,,"MISS LAYUP by LITTLEFIELD,GEAREN",,,"MISS LAYUP by LITTLEFIELD,GEAREN",2
--,"REBOUND DEF by SANDERS,KARREY",,,,,,,"REBOUND DEF by SANDERS,KARREY",2
01:30,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:24,,,,,"FOUL  by OGLE,JOHN",,,"FOUL  by OGLE,JOHN",2
01:24,"MISS FT by SANDERS,KARREY",,,,,,,"MISS FT by SANDERS,KARREY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:24,"MISS FT by SANDERS,KARREY",,,,,,,"MISS FT by SANDERS,KARREY",2
--,"REBOUND OFF by STIVER,BENJAMIN",,,,,,,"REBOUND OFF by STIVER,BENJAMIN",2
01:24,,,,,"SUB IN by GARRETT,TRAVIS",,,"SUB IN by GARRETT,TRAVIS",2
01:24,,,,,"SUB OUT by OGLE,JOHN",,,"SUB OUT by OGLE,JOHN",2
01:23,"GOOD LAYUP by STIVER,BENJAMIN(in the paint)",73 (+8),,65,,SUMBB 73-65 (-8),,"GOOD LAYUP by STIVER,BENJAMIN(in the paint)",2
01:12,,,,,"MISS 3PTR by GARRETT,TRAVIS",,,"MISS 3PTR by GARRETT,TRAVIS",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
01:09,"SUB IN by LEE,CHRIS",,,,,,,"SUB IN by LEE,CHRIS",2
01:09,"SUB OUT by SANDERS,KARREY",,,,,,,"SUB OUT by SANDERS,KARREY",2
01:06,,,,,"FOUL  by GARRETT,TRAVIS",,,"FOUL  by GARRETT,TRAVIS",2
01:06,"GOOD FT by MOLINA,CHRIS",74 (+9),,65,,SUMBB 74-65 (-9),,"GOOD FT by MOLINA,CHRIS",2
01:06,"GOOD FT by MOLINA,CHRIS",75 (+10),,65,,SUMBB 75-65 (-10),,"GOOD FT by MOLINA,CHRIS",2
01:06,"SUB IN by SANDERS,KARREY",,,,,,,"SUB IN by SANDERS,KARREY",2
01:06,"SUB IN by STIVER,BENJAMIN",,,,,,,"SUB IN by STIVER,BENJAMIN",2
01:06,"SUB OUT by MOLINA,CHRIS",,,,,,,"SUB OUT by MOLINA,CHRIS",2
01:06,"SUB OUT by KIM,CONNOR",,,,,,,"SUB OUT by KIM,CONNOR",2
01:01,,75 (+8),,67,"GOOD JUMPER by STEELE,AARON(in the paint)",HC 75-67 (-8),,"GOOD JUMPER by STEELE,AARON(in the paint)",2
01:00,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
01:00,"SUB IN by MOLINA,CHRIS",,,,,,,"SUB IN by MOLINA,CHRIS",2
01:00,"SUB IN by KIM,CONNOR",,,,,,,"SUB IN by KIM,CONNOR",2
01:00,"SUB OUT by SANDERS,KARREY",,,,,,,"SUB OUT by SANDERS,KARREY",2
01:00,"SUB OUT by AKABOGU,NNAMDI",,,,,,,"SUB OUT by AKABOGU,NNAMDI",2
00:58,,,,,"FOUL  by LITTLEFIELD,GEAREN",,,"FOUL  by LITTLEFIELD,GEAREN",2
00:58,"GOOD FT by LEE,CHRIS",76 (+9),,67,,SUMBB 76-67 (-9),,"GOOD FT by LEE,CHRIS",2
00:58,"GOOD FT by LEE,CHRIS",77 (+10),,67,,SUMBB 77-67 (-10),,"GOOD FT by LEE,CHRIS",2
00:58,"SUB IN by AKABOGU,NNAMDI",,,,,,,"SUB IN by AKABOGU,NNAMDI",2
00:58,"SUB IN by SANDERS,KARREY",,,,,,,"SUB IN by SANDERS,KARREY",2
00:58,"SUB OUT by MOLINA,CHRIS",,,,,,,"SUB OUT by MOLINA,CHRIS",2
00:58,"SUB OUT by KIM,CONNOR",,,,,,,"SUB OUT by KIM,CONNOR",2
00:58,,,,,"SUB IN by MURPHEY,LUKE",,,"SUB IN by MURPHEY,LUKE",2
00:58,,,,,"SUB OUT by LITTLEFIELD,GEAREN",,,"SUB OUT by LITTLEFIELD,GEAREN",2
