Time Remaining,HC,Away Team Score,Play Team Indicator,Home Team Score,OUM,Game Score,Team Indicator,Play,Period
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
17:54,,,,,"MISS LAYUP by LAWRENCE,CHRIS",,,"MISS LAYUP by LAWRENCE,CHRIS",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
17:47,"GOOD 3PTR by SMITH,PRESTON(fastbreak)",36 (+1),,35,,HC 36-35 (+1),,"GOOD 3PTR by SMITH,PRESTON(fastbreak)",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
17:27,,36,,37 (+1),"GOOD LAYUP by SMITH,CONNOR(in the paint)",OUM 36-37 (-1),,"GOOD LAYUP by SMITH,CONNOR(in the paint)",2
17:15,"MISS 3PTR by OGLE,JOHN",,,,,,,"MISS 3PTR by OGLE,JOHN",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
16:59,,36,,39 (+3),"GOOD LAYUP by SMITH,CONNOR(in the paint)",OUM 36-39 (-3),,"GOOD LAYUP by SMITH,CONNOR(in the paint)",2
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",2
16:59,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
16:59,,36,,40 (+4),"GOOD FT by SMITH,CONNOR",OUM 36-40 (-4),,"GOOD FT by SMITH,CONNOR",2
16:44,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
16:44,"TURNOVER  by LITTLEFIELD,GEAREN",,,,,,,"TURNOVER  by LITTLEFIELD,GEAREN",2
16:44,"SUB IN by BATCHELOR,BRYCE",,,,,,,"SUB IN by BATCHELOR,BRYCE",2
16:44,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
16:29,,,,,"MISS JUMPER by LAWRENCE,CHRIS",,,"MISS JUMPER by LAWRENCE,CHRIS",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
16:15,"TURNOVER  by GARRETT,TRAVIS",,,,,,,"TURNOVER  by GARRETT,TRAVIS",2
16:14,,,,,"STEAL  by ANDINO,GEORGE",,,"STEAL  by ANDINO,GEORGE",2
16:11,,36,,42 (+6),"GOOD LAYUP by ROMAGUERA,COLE(fastbreak)(in the paint)",OUM 36-42 (-6),,"GOOD LAYUP by ROMAGUERA,COLE(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ANDINO,GEORGE",,,"ASSIST  by ANDINO,GEORGE",2
15:56,,,,,"FOUL  by ROMAGUERA,COLE",,,"FOUL  by ROMAGUERA,COLE",2
15:56,"MISS FT by NIKOLOVSKI,DREW",,,,,,,"MISS FT by NIKOLOVSKI,DREW",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
15:56,"GOOD FT by NIKOLOVSKI,DREW",37,,42 (+5),,HC 37-42 (-5),,"GOOD FT by NIKOLOVSKI,DREW",2
15:56,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
15:56,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
15:56,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
15:56,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
15:56,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",2
15:56,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
15:56,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",2
15:56,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
15:56,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
15:56,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",2
15:38,,,,,"TURNOVER  by HUFFMAN,DEVIN",,,"TURNOVER  by HUFFMAN,DEVIN",2
15:37,"STEAL  by STEELE,AARON",,,,,,,"STEAL  by STEELE,AARON",2
15:21,"MISS LAYUP by NIKOLOVSKI,DREW",,,,,,,"MISS LAYUP by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by SMITH,CONNOR",,,"REBOUND DEF by SMITH,CONNOR",2
15:11,,,,,"TURNOVER  by SMITH,CONNOR",,,"TURNOVER  by SMITH,CONNOR",2
15:11,,,,,"SUB IN by LAWRENCE,CHRIS",,,"SUB IN by LAWRENCE,CHRIS",2
15:11,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
15:00,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by SIGRIST,CONNOR",,,"REBOUND DEF by SIGRIST,CONNOR",2
14:41,,,,,"MISS LAYUP by SIGRIST,CONNOR",,,"MISS LAYUP by SIGRIST,CONNOR",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
14:33,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND DEF by MCGRATH,JOSH",,,"REBOUND DEF by MCGRATH,JOSH",2
14:18,,,,,"FOUL  by HUFFMAN,DEVIN",,,"FOUL  by HUFFMAN,DEVIN",2
14:18,,,,,"TURNOVER  by HUFFMAN,DEVIN",,,"TURNOVER  by HUFFMAN,DEVIN",2
14:18,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
14:18,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",2
14:18,,,,,"SUB OUT by MCGRATH,JOSH",,,"SUB OUT by MCGRATH,JOSH",2
14:18,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",2
14:08,"GOOD JUMPER by STEELE,AARON",39,,42 (+3),,HC 39-42 (-3),,"GOOD JUMPER by STEELE,AARON",2
14:04,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
14:04,"SUB OUT by NIKOLOVSKI,DREW",,,,,,,"SUB OUT by NIKOLOVSKI,DREW",2
13:38,,39,,45 (+6),"GOOD 3PTR by LAWRENCE,CHRIS",OUM 39-45 (-6),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by ROMAGUERA,COLE",,,"ASSIST  by ROMAGUERA,COLE",2
13:12,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",2
12:42,,,,,"MISS 3PTR by SIGRIST,CONNOR",,,"MISS 3PTR by SIGRIST,CONNOR",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
12:27,"MISS 3PTR by SMITH,PRESTON",,,,,,,"MISS 3PTR by SMITH,PRESTON",2
--,"REBOUND OFF by BATCHELOR,BRYCE",,,,,,,"REBOUND OFF by BATCHELOR,BRYCE",2
12:20,"GOOD JUMPER by OGLE,JOHN(in the paint)",41,,45 (+4),,HC 41-45 (-4),,"GOOD JUMPER by OGLE,JOHN(in the paint)",2
12:18,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
11:58,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by SMITH,PRESTON",,,,,,,"REBOUND DEF by SMITH,PRESTON",2
11:30,"MISS 3PTR by STEELE,AARON",,,,,,,"MISS 3PTR by STEELE,AARON",2
--,,,,,"REBOUND DEF by BRITVAR,STEFAN",,,"REBOUND DEF by BRITVAR,STEFAN",2
11:15,,41,,47 (+6),"GOOD LAYUP by ROMAGUERA,COLE(in the paint)",OUM 41-47 (-6),,"GOOD LAYUP by ROMAGUERA,COLE(in the paint)",2
11:08,,,,,"FOUL  by BRITVAR,STEFAN",,,"FOUL  by BRITVAR,STEFAN",2
11:08,"MISS FT by PARKER,BRYCE",,,,,,,"MISS FT by PARKER,BRYCE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
11:08,"GOOD FT by PARKER,BRYCE",42,,47 (+5),,HC 42-47 (-5),,"GOOD FT by PARKER,BRYCE",2
11:08,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
11:08,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
11:08,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
11:08,"SUB OUT by BATCHELOR,BRYCE",,,,,,,"SUB OUT by BATCHELOR,BRYCE",2
11:08,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",2
11:08,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
10:54,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
10:54,"SUB IN by MURPHEY,LUKE",,,,,,,"SUB IN by MURPHEY,LUKE",2
10:54,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
10:36,,42,,49 (+7),"GOOD LAYUP by ANDINO,GEORGE(in the paint)",OUM 42-49 (-7),,"GOOD LAYUP by ANDINO,GEORGE(in the paint)",2
10:07,"GOOD LAYUP by MURPHEY,LUKE(in the paint)",44,,49 (+5),,HC 44-49 (-5),,"GOOD LAYUP by MURPHEY,LUKE(in the paint)",2
--,"ASSIST  by PARKER,BRYCE",,,,,,,"ASSIST  by PARKER,BRYCE",2
09:46,"FOUL  by MURPHEY,LUKE",,,,,,,"FOUL  by MURPHEY,LUKE",2
09:46,,44,,50 (+6),"GOOD FT by LAWRENCE,CHRIS",OUM 44-50 (-6),,"GOOD FT by LAWRENCE,CHRIS",2
09:46,,44,,51 (+7),"GOOD FT by LAWRENCE,CHRIS",OUM 44-51 (-7),,"GOOD FT by LAWRENCE,CHRIS",2
09:46,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
09:46,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",2
09:46,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",2
09:37,"MISS LAYUP by SMITH,PRESTON",,,,,,,"MISS LAYUP by SMITH,PRESTON",2
09:37,,,,,"BLOCK  by HUFFMAN,DEVIN",,,"BLOCK  by HUFFMAN,DEVIN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
09:22,"GOOD 3PTR by PARKER,BRYCE",47,,51 (+4),,HC 47-51 (-4),,"GOOD 3PTR by PARKER,BRYCE",2
--,"ASSIST  by STEELE,AARON",,,,,,,"ASSIST  by STEELE,AARON",2
09:05,,,,,"FOUL  by HUFFMAN,DEVIN",,,"FOUL  by HUFFMAN,DEVIN",2
09:05,,,,,"TURNOVER  by HUFFMAN,DEVIN",,,"TURNOVER  by HUFFMAN,DEVIN",2
09:05,"SUB IN by BRADY,RYAN",,,,,,,"SUB IN by BRADY,RYAN",2
09:05,"SUB IN by NIKOLOVSKI,DREW",,,,,,,"SUB IN by NIKOLOVSKI,DREW",2
09:05,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
09:05,"SUB OUT by STEELE,AARON",,,,,,,"SUB OUT by STEELE,AARON",2
08:57,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,,,,,"REBOUND DEF by HUFFMAN,DEVIN",,,"REBOUND DEF by HUFFMAN,DEVIN",2
08:39,,47,,53 (+6),"GOOD LAYUP by BRITVAR,STEFAN(in the paint)",OUM 47-53 (-6),,"GOOD LAYUP by BRITVAR,STEFAN(in the paint)",2
--,,,,,"ASSIST  by HUFFMAN,DEVIN",,,"ASSIST  by HUFFMAN,DEVIN",2
08:39,"FOUL  by MURPHEY,LUKE",,,,,,,"FOUL  by MURPHEY,LUKE",2
08:39,,,,,"MISS FT by BRITVAR,STEFAN",,,"MISS FT by BRITVAR,STEFAN",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
08:39,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
08:39,"SUB OUT by MURPHEY,LUKE",,,,,,,"SUB OUT by MURPHEY,LUKE",2
08:39,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",2
08:39,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
08:24,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
08:07,,,,,"FOUL  by HUFFMAN,DEVIN",,,"FOUL  by HUFFMAN,DEVIN",2
08:07,"GOOD FT by GARRETT,TRAVIS",48,,53 (+5),,HC 48-53 (-5),,"GOOD FT by GARRETT,TRAVIS",2
08:07,"MISS FT by GARRETT,TRAVIS",,,,,,,"MISS FT by GARRETT,TRAVIS",2
--,,,,,"REBOUND DEF by INUNGU,TOM",,,"REBOUND DEF by INUNGU,TOM",2
08:07,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
08:07,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
08:07,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",2
08:07,,,,,"SUB OUT by BRITVAR,STEFAN",,,"SUB OUT by BRITVAR,STEFAN",2
07:50,,,,,"MISS LAYUP by SMITH,CONNOR",,,"MISS LAYUP by SMITH,CONNOR",2
--,,,,,"REBOUND OFF by INUNGU,TOM",,,"REBOUND OFF by INUNGU,TOM",2
07:48,,,,,"MISS LAYUP by INUNGU,TOM",,,"MISS LAYUP by INUNGU,TOM",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
07:30,,,,,"FOUL  by INUNGU,TOM",,,"FOUL  by INUNGU,TOM",2
07:30,"GOOD FT by OGLE,JOHN",49,,53 (+4),,HC 49-53 (-4),,"GOOD FT by OGLE,JOHN",2
07:30,"GOOD FT by OGLE,JOHN",50,,53 (+3),,HC 50-53 (-3),,"GOOD FT by OGLE,JOHN",2
07:15,,50,,55 (+5),"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",OUM 50-55 (-5),,"GOOD LAYUP by LAWRENCE,CHRIS(in the paint)",2
07:03,"MISS JUMPER by OGLE,JOHN",,,,,,,"MISS JUMPER by OGLE,JOHN",2
--,,,,,"REBOUND DEF by ANDINO,GEORGE",,,"REBOUND DEF by ANDINO,GEORGE",2
06:52,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
06:41,"TURNOVER  by BRADY,RYAN",,,,,,,"TURNOVER  by BRADY,RYAN",2
06:26,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND OFF by LAWRENCE,CHRIS",,,"REBOUND OFF by LAWRENCE,CHRIS",2
06:20,,50,,58 (+8),"GOOD 3PTR by ANDINO,GEORGE",OUM 50-58 (-8),,"GOOD 3PTR by ANDINO,GEORGE",2
--,,,,,"ASSIST  by LAWRENCE,CHRIS",,,"ASSIST  by LAWRENCE,CHRIS",2
06:13,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:00,"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",52,,58 (+6),,HC 52-58 (-6),,"GOOD LAYUP by NIKOLOVSKI,DREW(in the paint)",2
05:37,"FOUL  by OGLE,JOHN",,,,,,,"FOUL  by OGLE,JOHN",2
05:37,,52,,59 (+7),"GOOD FT by INUNGU,TOM",OUM 52-59 (-7),,"GOOD FT by INUNGU,TOM",2
05:37,,,,,"MISS FT by INUNGU,TOM",,,"MISS FT by INUNGU,TOM",2
--,"REBOUND DEF by PARKER,BRYCE",,,,,,,"REBOUND DEF by PARKER,BRYCE",2
05:28,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,"REBOUND OFF by GARRETT,TRAVIS",,,,,,,"REBOUND OFF by GARRETT,TRAVIS",2
05:20,"GOOD 3PTR by PARKER,BRYCE",55,,59 (+4),,HC 55-59 (-4),,"GOOD 3PTR by PARKER,BRYCE",2
--,"ASSIST  by GARRETT,TRAVIS",,,,,,,"ASSIST  by GARRETT,TRAVIS",2
04:52,,,,,"MISS 3PTR by ANDINO,GEORGE",,,"MISS 3PTR by ANDINO,GEORGE",2
--,,,,,"REBOUND OFF by SMITH,CONNOR",,,"REBOUND OFF by SMITH,CONNOR",2
04:48,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
04:48,,55,,60 (+5),"GOOD FT by SMITH,CONNOR",OUM 55-60 (-5),,"GOOD FT by SMITH,CONNOR",2
04:48,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
04:38,"MISS 3PTR by GARRETT,TRAVIS",,,,,,,"MISS 3PTR by GARRETT,TRAVIS",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
04:27,"MISS JUMPER by NIKOLOVSKI,DREW",,,,,,,"MISS JUMPER by NIKOLOVSKI,DREW",2
04:27,,,,,"BLOCK  by INUNGU,TOM",,,"BLOCK  by INUNGU,TOM",2
--,"REBOUND OFF by NIKOLOVSKI,DREW",,,,,,,"REBOUND OFF by NIKOLOVSKI,DREW",2
04:18,"MISS LAYUP by PARKER,BRYCE",,,,,,,"MISS LAYUP by PARKER,BRYCE",2
04:18,,,,,"BLOCK  by LAWRENCE,CHRIS",,,"BLOCK  by LAWRENCE,CHRIS",2
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",2
04:10,,,,,"MISS 3PTR by SMITH,CONNOR",,,"MISS 3PTR by SMITH,CONNOR",2
--,"REBOUND DEF by OGLE,JOHN",,,,,,,"REBOUND DEF by OGLE,JOHN",2
03:59,,,,,"FOUL  by LAWRENCE,CHRIS",,,"FOUL  by LAWRENCE,CHRIS",2
03:59,"GOOD FT by GARRETT,TRAVIS",56,,60 (+4),,HC 56-60 (-4),,"GOOD FT by GARRETT,TRAVIS",2
03:59,"GOOD FT by GARRETT,TRAVIS",57,,60 (+3),,HC 57-60 (-3),,"GOOD FT by GARRETT,TRAVIS",2
03:59,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
03:59,"SUB IN by LITTLEFIELD,GEAREN",,,,,,,"SUB IN by LITTLEFIELD,GEAREN",2
03:59,"SUB IN by STEELE,AARON",,,,,,,"SUB IN by STEELE,AARON",2
03:59,"SUB OUT by OGLE,JOHN",,,,,,,"SUB OUT by OGLE,JOHN",2
03:59,"SUB OUT by GARRETT,TRAVIS",,,,,,,"SUB OUT by GARRETT,TRAVIS",2
03:59,"SUB OUT by PARKER,BRYCE",,,,,,,"SUB OUT by PARKER,BRYCE",2
03:53,,57,,62 (+5),"GOOD LAYUP by SMITH,CONNOR(in the paint)",OUM 57-62 (-5),,"GOOD LAYUP by SMITH,CONNOR(in the paint)",2
03:53,"FOUL  by SMITH,PRESTON",,,,,,,"FOUL  by SMITH,PRESTON",2
03:53,,,,,"MISS FT by SMITH,CONNOR",,,"MISS FT by SMITH,CONNOR",2
--,"REBOUND DEF by STEELE,AARON",,,,,,,"REBOUND DEF by STEELE,AARON",2
03:53,"SUB IN by PARKER,BRYCE",,,,,,,"SUB IN by PARKER,BRYCE",2
03:53,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
03:53,,,,,"SUB IN by SIGRIST,CONNOR",,,"SUB IN by SIGRIST,CONNOR",2
03:53,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
03:44,"GOOD JUMPER by STEELE,AARON(in the paint)",59,,62 (+3),,HC 59-62 (-3),,"GOOD JUMPER by STEELE,AARON(in the paint)",2
03:11,"FOUL  by BRADY,RYAN",,,,,,,"FOUL  by BRADY,RYAN",2
03:11,,59,,63 (+4),"GOOD FT by ROMAGUERA,COLE",OUM 59-63 (-4),,"GOOD FT by ROMAGUERA,COLE",2
03:11,,59,,64 (+5),"GOOD FT by ROMAGUERA,COLE",OUM 59-64 (-5),,"GOOD FT by ROMAGUERA,COLE",2
03:11,"SUB IN by SMITH,PRESTON",,,,,,,"SUB IN by SMITH,PRESTON",2
03:11,"SUB OUT by BRADY,RYAN",,,,,,,"SUB OUT by BRADY,RYAN",2
02:50,,,,,"FOUL  by SIGRIST,CONNOR",,,"FOUL  by SIGRIST,CONNOR",2
02:50,"GOOD FT by LITTLEFIELD,GEAREN",60,,64 (+4),,HC 60-64 (-4),,"GOOD FT by LITTLEFIELD,GEAREN",2
02:50,"GOOD FT by LITTLEFIELD,GEAREN",61,,64 (+3),,HC 61-64 (-3),,"GOOD FT by LITTLEFIELD,GEAREN",2
02:50,"SUB IN by OGLE,JOHN",,,,,,,"SUB IN by OGLE,JOHN",2
02:50,"SUB OUT by SMITH,PRESTON",,,,,,,"SUB OUT by SMITH,PRESTON",2
02:34,,61,,67 (+6),"GOOD 3PTR by LAWRENCE,CHRIS",OUM 61-67 (-6),,"GOOD 3PTR by LAWRENCE,CHRIS",2
--,,,,,"ASSIST  by SMITH,CONNOR",,,"ASSIST  by SMITH,CONNOR",2
02:32,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
02:19,"MISS JUMPER by LITTLEFIELD,GEAREN",,,,,,,"MISS JUMPER by LITTLEFIELD,GEAREN",2
02:19,,,,,"BLOCK  by SIGRIST,CONNOR",,,"BLOCK  by SIGRIST,CONNOR",2
--,,,,,"REBOUND DEF by LAWRENCE,CHRIS",,,"REBOUND DEF by LAWRENCE,CHRIS",2
02:07,"FOUL  by LITTLEFIELD,GEAREN",,,,,,,"FOUL  by LITTLEFIELD,GEAREN",2
02:07,,61,,68 (+7),"GOOD FT by SIGRIST,CONNOR",OUM 61-68 (-7),,"GOOD FT by SIGRIST,CONNOR",2
02:07,,,,,"MISS FT by SIGRIST,CONNOR",,,"MISS FT by SIGRIST,CONNOR",2
--,"REBOUND DEF by GARRETT,TRAVIS",,,,,,,"REBOUND DEF by GARRETT,TRAVIS",2
02:07,"SUB IN by GARRETT,TRAVIS",,,,,,,"SUB IN by GARRETT,TRAVIS",2
02:07,"SUB OUT by LITTLEFIELD,GEAREN",,,,,,,"SUB OUT by LITTLEFIELD,GEAREN",2
01:58,"GOOD LAYUP by STEELE,AARON(in the paint)",63,,68 (+5),,HC 63-68 (-5),,"GOOD LAYUP by STEELE,AARON(in the paint)",2
01:52,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:28,,,,,"MISS LAYUP by LAWRENCE,CHRIS",,,"MISS LAYUP by LAWRENCE,CHRIS",2
--,"REBOUND DEF by NIKOLOVSKI,DREW",,,,,,,"REBOUND DEF by NIKOLOVSKI,DREW",2
01:17,"MISS 3PTR by NIKOLOVSKI,DREW",,,,,,,"MISS 3PTR by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by ANDINO,GEORGE",,,"REBOUND DEF by ANDINO,GEORGE",2
01:13,"FOUL  by NIKOLOVSKI,DREW",,,,,,,"FOUL  by NIKOLOVSKI,DREW",2
01:13,,,,,"MISS FT by ANDINO,GEORGE",,,"MISS FT by ANDINO,GEORGE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
01:13,,63,,69 (+6),"GOOD FT by ANDINO,GEORGE",OUM 63-69 (-6),,"GOOD FT by ANDINO,GEORGE",2
01:13,,,,,"SUB IN by BRITVAR,STEFAN",,,"SUB IN by BRITVAR,STEFAN",2
01:13,,,,,"SUB IN by MCGRATH,JOSH",,,"SUB IN by MCGRATH,JOSH",2
01:13,,,,,"SUB IN by INUNGU,TOM",,,"SUB IN by INUNGU,TOM",2
01:13,,,,,"SUB IN by HUFFMAN,DEVIN",,,"SUB IN by HUFFMAN,DEVIN",2
01:13,,,,,"SUB OUT by ANDINO,GEORGE",,,"SUB OUT by ANDINO,GEORGE",2
01:13,,,,,"SUB OUT by LAWRENCE,CHRIS",,,"SUB OUT by LAWRENCE,CHRIS",2
01:13,,,,,"SUB OUT by SIGRIST,CONNOR",,,"SUB OUT by SIGRIST,CONNOR",2
01:13,,,,,"SUB OUT by ROMAGUERA,COLE",,,"SUB OUT by ROMAGUERA,COLE",2
01:09,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
00:54,"MISS LAYUP by NIKOLOVSKI,DREW",,,,,,,"MISS LAYUP by NIKOLOVSKI,DREW",2
--,,,,,"REBOUND DEF by HUFFMAN,DEVIN",,,"REBOUND DEF by HUFFMAN,DEVIN",2
00:49,"FOUL  by PARKER,BRYCE",,,,,,,"FOUL  by PARKER,BRYCE",2
00:49,,,,,"MISS FT by HUFFMAN,DEVIN",,,"MISS FT by HUFFMAN,DEVIN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:49,,63,,70 (+7),"GOOD FT by HUFFMAN,DEVIN",OUM 63-70 (-7),,"GOOD FT by HUFFMAN,DEVIN",2
00:41,"MISS 3PTR by PARKER,BRYCE",,,,,,,"MISS 3PTR by PARKER,BRYCE",2
--,"REBOUND OFF by STEELE,AARON",,,,,,,"REBOUND OFF by STEELE,AARON",2
00:36,,,,,"FOUL  by HUFFMAN,DEVIN",,,"FOUL  by HUFFMAN,DEVIN",2
00:36,"MISS FT by STEELE,AARON",,,,,,,"MISS FT by STEELE,AARON",2
00:36,"GOOD FT by STEELE,AARON",64,,70 (+6),,HC 64-70 (-6),,"GOOD FT by STEELE,AARON",2
00:36,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
00:36,,,,,"SUB IN by BOURDAGE,TAYLOR",,,"SUB IN by BOURDAGE,TAYLOR",2
00:36,,,,,"SUB IN by ROMAGUERA,COLE",,,"SUB IN by ROMAGUERA,COLE",2
00:36,,,,,"SUB IN by ANDINO,GEORGE",,,"SUB IN by ANDINO,GEORGE",2
00:36,,,,,"SUB OUT by MCGRATH,JOSH",,,"SUB OUT by MCGRATH,JOSH",2
00:36,,,,,"SUB OUT by INUNGU,TOM",,,"SUB OUT by INUNGU,TOM",2
00:36,,,,,"SUB OUT by HUFFMAN,DEVIN",,,"SUB OUT by HUFFMAN,DEVIN",2
