Time Remaining,AUSTIN,Away Team Score,Play Team Indicator,Home Team Score,RHODES,Game Score,Team Indicator,Play,Period
04:45,,51,,86 (+35),"GOOD 3PTR by NESTLEHUTT,JAKE",RHODES 51-86 (+35),,"GOOD 3PTR by NESTLEHUTT,JAKE",2
04:34,"SUB IN by HOGAN,KAM",,,,,,,"SUB IN by HOGAN,KAM",2
04:34,"SUB OUT by MERCADEL,JUSTICE",,,,,,,"SUB OUT by MERCADEL,JUSTICE",2
04:34,,,,,"SUB IN by SHEN,KEVIN",,,"SUB IN by SHEN,KEVIN",2
04:34,,,,,"SUB OUT by JAMES,MAC",,,"SUB OUT by JAMES,MAC",2
04:18,"TURNOVER  by HOGAN,KAM",,,,,,,"TURNOVER  by HOGAN,KAM",2
04:18,,,,,"STEAL  by DIXON,TADDEUS",,,"STEAL  by DIXON,TADDEUS",2
04:02,"FOUL  by GOODMAN,CHANSTON",,,,,,,"FOUL  by GOODMAN,CHANSTON",2
04:02,,,,,"MISS FT by DIXON,TADDEUS",,,"MISS FT by DIXON,TADDEUS",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
04:02,,51,,87 (+36),"GOOD FT by DIXON,TADDEUS",RHODES 51-87 (+36),,"GOOD FT by DIXON,TADDEUS",2
03:56,"TURNOVER  by GOODMAN,CHANSTON",,,,,,,"TURNOVER  by GOODMAN,CHANSTON",2
03:56,,,,,"STEAL  by SAMSON,VAUGHN",,,"STEAL  by SAMSON,VAUGHN",2
--,,,,,"REBOUND OFF by DIXON,TADDEUS",,,"REBOUND OFF by DIXON,TADDEUS",2
03:42,"FOUL  by BERRYMAN,JACE",,,,,,,"FOUL  by BERRYMAN,JACE",2
03:42,TIMEOUT 20SEC by TEAM,,,,,,,TIMEOUT 20SEC by TEAM,2
03:42,,51,,88 (+37),"GOOD FT by DIXON,TADDEUS",RHODES 51-88 (+37),,"GOOD FT by DIXON,TADDEUS",2
03:42,,51,,89 (+38),"GOOD FT by DIXON,TADDEUS",RHODES 51-89 (+38),,"GOOD FT by DIXON,TADDEUS",2
03:37,"MISS 3PTR by CLEAMONS,JAYLYN",,,,,,,"MISS 3PTR by CLEAMONS,JAYLYN",2
--,"REBOUND OFF by BERRYMAN,JACE",,,,,,,"REBOUND OFF by BERRYMAN,JACE",2
03:32,"GOOD LAYUP by BERRYMAN,JACE(in the paint)",53,,89 (+36),,AUSTIN 53-89 (+36),,"GOOD LAYUP by BERRYMAN,JACE(in the paint)",2
03:26,,,,,"TURNOVER  by SHEN,KEVIN",,,"TURNOVER  by SHEN,KEVIN",2
03:11,,,,,"FOUL  by NESTLEHUTT,JAKE",,,"FOUL  by NESTLEHUTT,JAKE",2
03:11,"MISS FT by LOCKMAN,DEREK",,,,,,,"MISS FT by LOCKMAN,DEREK",2
03:11,"GOOD FT by LOCKMAN,DEREK",54,,89 (+35),,AUSTIN 54-89 (+35),,"GOOD FT by LOCKMAN,DEREK",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:11,"GOOD FT by LOCKMAN,DEREK",55,,89 (+34),,AUSTIN 55-89 (+34),,"GOOD FT by LOCKMAN,DEREK",2
03:11,,,,,"SUB IN by LOVE,KERRY",,,"SUB IN by LOVE,KERRY",2
03:11,,,,,"SUB OUT by SAMSON,VAUGHN",,,"SUB OUT by SAMSON,VAUGHN",2
03:02,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,,,,,"REBOUND OFF by DIXON,TADDEUS",,,"REBOUND OFF by DIXON,TADDEUS",2
02:57,,,,,"MISS LAYUP by DIXON,TADDEUS",,,"MISS LAYUP by DIXON,TADDEUS",2
02:57,"BLOCK  by CLEAMONS,JAYLYN",,,,,,,"BLOCK  by CLEAMONS,JAYLYN",2
--,,,,,"REBOUND OFF by LOVE,KERRY",,,"REBOUND OFF by LOVE,KERRY",2
02:48,,,,,"TURNOVER  by LOVE,KERRY",,,"TURNOVER  by LOVE,KERRY",2
02:48,"SUB IN by KOBOS,JACOB",,,,,,,"SUB IN by KOBOS,JACOB",2
02:48,"SUB OUT by BERRYMAN,JACE",,,,,,,"SUB OUT by BERRYMAN,JACE",2
02:35,"MISS LAYUP by KOBOS,JACOB",,,,,,,"MISS LAYUP by KOBOS,JACOB",2
--,,,,,"REBOUND DEF by GRUBBS,COBY",,,"REBOUND DEF by GRUBBS,COBY",2
02:25,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
02:25,,55,,90 (+35),"GOOD FT by GRUBBS,COBY",RHODES 55-90 (+35),,"GOOD FT by GRUBBS,COBY",2
02:25,,55,,91 (+36),"GOOD FT by GRUBBS,COBY",RHODES 55-91 (+36),,"GOOD FT by GRUBBS,COBY",2
02:25,"SUB IN by ROLAND,DEVIN",,,,,,,"SUB IN by ROLAND,DEVIN",2
02:25,"SUB IN by MCKENZIE,NATHAN",,,,,,,"SUB IN by MCKENZIE,NATHAN",2
02:25,"SUB OUT by GOODMAN,CHANSTON",,,,,,,"SUB OUT by GOODMAN,CHANSTON",2
02:25,"SUB OUT by CLEAMONS,JAYLYN",,,,,,,"SUB OUT by CLEAMONS,JAYLYN",2
02:18,"MISS JUMPER by HOGAN,KAM",,,,,,,"MISS JUMPER by HOGAN,KAM",2
--,"REBOUND OFF by MCKENZIE,NATHAN",,,,,,,"REBOUND OFF by MCKENZIE,NATHAN",2
02:07,"MISS 3PTR by HOGAN,KAM",,,,,,,"MISS 3PTR by HOGAN,KAM",2
--,"REBOUND OFF by KOBOS,JACOB",,,,,,,"REBOUND OFF by KOBOS,JACOB",2
02:02,"MISS LAYUP by KOBOS,JACOB",,,,,,,"MISS LAYUP by KOBOS,JACOB",2
--,,,,,"REBOUND DEF by LOVE,KERRY",,,"REBOUND DEF by LOVE,KERRY",2
01:52,,,,,"MISS 3PTR by SHEN,KEVIN",,,"MISS 3PTR by SHEN,KEVIN",2
--,"REBOUND DEF by HOGAN,KAM",,,,,,,"REBOUND DEF by HOGAN,KAM",2
01:44,"MISS 3PTR by KOBOS,JACOB",,,,,,,"MISS 3PTR by KOBOS,JACOB",2
--,"REBOUND OFF by KOBOS,JACOB",,,,,,,"REBOUND OFF by KOBOS,JACOB",2
01:40,,,,,"FOUL  by DIXON,TADDEUS",,,"FOUL  by DIXON,TADDEUS",2
01:40,"MISS FT by KOBOS,JACOB",,,,,,,"MISS FT by KOBOS,JACOB",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:40,"MISS FT by KOBOS,JACOB",,,,,,,"MISS FT by KOBOS,JACOB",2
--,,,,,"REBOUND DEF by GRUBBS,COBY",,,"REBOUND DEF by GRUBBS,COBY",2
01:25,,55,,93 (+38),"GOOD LAYUP by SHEN,KEVIN(in the paint)",RHODES 55-93 (+38),,"GOOD LAYUP by SHEN,KEVIN(in the paint)",2
--,,,,,"ASSIST  by DIXON,TADDEUS",,,"ASSIST  by DIXON,TADDEUS",2
01:18,,,,,"FOUL  by GRUBBS,COBY",,,"FOUL  by GRUBBS,COBY",2
01:18,"GOOD FT by HOGAN,KAM",56,,93 (+37),,AUSTIN 56-93 (+37),,"GOOD FT by HOGAN,KAM",2
01:18,"GOOD FT by HOGAN,KAM",57,,93 (+36),,AUSTIN 57-93 (+36),,"GOOD FT by HOGAN,KAM",2
01:11,"FOUL  by MCKENZIE,NATHAN",,,,,,,"FOUL  by MCKENZIE,NATHAN",2
01:11,,57,,94 (+37),"GOOD FT by LOVE,KERRY",RHODES 57-94 (+37),,"GOOD FT by LOVE,KERRY",2
01:11,,57,,95 (+38),"GOOD FT by LOVE,KERRY",RHODES 57-95 (+38),,"GOOD FT by LOVE,KERRY",2
01:02,,,,,"FOUL  by GRUBBS,COBY",,,"FOUL  by GRUBBS,COBY",2
01:02,"MISS FT by MCKENZIE,NATHAN",,,,,,,"MISS FT by MCKENZIE,NATHAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:02,"GOOD FT by MCKENZIE,NATHAN",58,,95 (+37),,AUSTIN 58-95 (+37),,"GOOD FT by MCKENZIE,NATHAN",2
00:45,,,,,"TURNOVER  by GRUBBS,COBY",,,"TURNOVER  by GRUBBS,COBY",2
00:21,"MISS 3PTR by HOGAN,KAM",,,,,,,"MISS 3PTR by HOGAN,KAM",2
--,"REBOUND OFF by MCKENZIE,NATHAN",,,,,,,"REBOUND OFF by MCKENZIE,NATHAN",2
00:16,"GOOD LAYUP by MCKENZIE,NATHAN(in the paint)",60,,95 (+35),,AUSTIN 60-95 (+35),,"GOOD LAYUP by MCKENZIE,NATHAN(in the paint)",2
00:09,"FOUL  by HOGAN,KAM",,,,,,,"FOUL  by HOGAN,KAM",2
00:09,,60,,96 (+36),"GOOD FT by LOVE,KERRY",RHODES 60-96 (+36),,"GOOD FT by LOVE,KERRY",2
00:09,,60,,97 (+37),"GOOD FT by LOVE,KERRY",RHODES 60-97 (+37),,"GOOD FT by LOVE,KERRY",2
00:09,"SUB IN by MATTICH,BLAKE",,,,,,,"SUB IN by MATTICH,BLAKE",2
00:09,"SUB IN by TABOR,QUINTEN",,,,,,,"SUB IN by TABOR,QUINTEN",2
00:09,"SUB OUT by ROLAND,DEVIN",,,,,,,"SUB OUT by ROLAND,DEVIN",2
00:09,"SUB OUT by HOGAN,KAM",,,,,,,"SUB OUT by HOGAN,KAM",2
