Time Remaining,RHODES,Away Team Score,Play Team Indicator,Home Team Score,HENDRIXM,Game Score,Team Indicator,Play,Period
16:29,,41,,53 (+12),"GOOD 3PTR by CALAMESE,MICHAEL",HENDRIXM 41-53 (-12),,"GOOD 3PTR by CALAMESE,MICHAEL",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
16:14,"MISS 3PTR by BERRY,BRYCE",,,,,,,"MISS 3PTR by BERRY,BRYCE",2
--,,,,,"REBOUND DEF by FITCH,CARL",,,"REBOUND DEF by FITCH,CARL",2
16:05,"FOUL  by WEATHERFORD,MITCH",,,,,,,"FOUL  by WEATHERFORD,MITCH",2
16:05,,,,,"MISS FT by CALAMESE,MICHAEL",,,"MISS FT by CALAMESE,MICHAEL",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
16:05,,,,,"MISS FT by CALAMESE,MICHAEL",,,"MISS FT by CALAMESE,MICHAEL",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
16:05,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
16:05,"SUB IN by MCNAMARA,BRENDEN",,,,,,,"SUB IN by MCNAMARA,BRENDEN",2
16:05,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
16:05,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
16:05,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
16:05,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
16:05,,,,,"SUB IN by CONRAD,ALEX",,,"SUB IN by CONRAD,ALEX",2
16:05,,,,,"SUB IN by EATON,JACK",,,"SUB IN by EATON,JACK",2
16:05,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
16:05,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
16:00,"MISS 3PTR by NESTLEHUTT,JAKE",,,,,,,"MISS 3PTR by NESTLEHUTT,JAKE",2
--,"REBOUND OFF by DARST,DANIEL",,,,,,,"REBOUND OFF by DARST,DANIEL",2
15:37,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
15:37,,,,,"SUB IN by BRASFIELD,KAM",,,"SUB IN by BRASFIELD,KAM",2
15:37,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
15:36,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:36,,,,,"FOUL  by CONRAD,ALEX",,,"FOUL  by CONRAD,ALEX",2
15:36,"MISS JUMPER by WEATHERFORD,MITCH",,,,,,,"MISS JUMPER by WEATHERFORD,MITCH",2
--,"REBOUND OFF by WEATHERFORD,MITCH",,,,,,,"REBOUND OFF by WEATHERFORD,MITCH",2
15:36,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
15:36,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
15:28,"MISS LAYUP by MCNAMARA,BRENDEN",,,,,,,"MISS LAYUP by MCNAMARA,BRENDEN",2
--,"REBOUND OFF by MCNAMARA,BRENDEN",,,,,,,"REBOUND OFF by MCNAMARA,BRENDEN",2
15:22,,,,,"FOUL  by EATON,JACK",,,"FOUL  by EATON,JACK",2
15:22,"GOOD FT by MCNAMARA,BRENDEN",42,,53 (+11),,RHODES 42-53 (-11),,"GOOD FT by MCNAMARA,BRENDEN",2
15:22,"GOOD FT by MCNAMARA,BRENDEN",43,,53 (+10),,RHODES 43-53 (-10),,"GOOD FT by MCNAMARA,BRENDEN",2
15:05,,43,,56 (+13),"GOOD 3PTR by SMITH,PRESTON",HENDRIXM 43-56 (-13),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by STANLEY,SETH",,,"ASSIST  by STANLEY,SETH",2
14:53,"TURNOVER  by SAMSON,VAUGHN",,,,,,,"TURNOVER  by SAMSON,VAUGHN",2
14:50,,43,,58 (+15),"GOOD JUMPER by COMAN,SEAN(in the paint)",HENDRIXM 43-58 (-15),,"GOOD JUMPER by COMAN,SEAN(in the paint)",2
14:50,,,,,"SUB IN by COMAN,SEAN",,,"SUB IN by COMAN,SEAN",2
14:50,,,,,"SUB IN by RIDING,JAKE",,,"SUB IN by RIDING,JAKE",2
14:50,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
14:50,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
14:35,"MISS JUMPER by NESTLEHUTT,JAKE",,,,,,,"MISS JUMPER by NESTLEHUTT,JAKE",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:21,"FOUL  by MCNAMARA,BRENDEN",,,,,,,"FOUL  by MCNAMARA,BRENDEN",2
14:21,,43,,59 (+16),"GOOD FT by CONRAD,ALEX",HENDRIXM 43-59 (-16),,"GOOD FT by CONRAD,ALEX",2
14:21,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
14:21,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
14:21,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
14:21,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
14:10,,43,,60 (+17),"GOOD FT by CONRAD,ALEX",HENDRIXM 43-60 (-17),,"GOOD FT by CONRAD,ALEX",2
13:57,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
13:45,,,,,"MISS 3PTR by EATON,JACK",,,"MISS 3PTR by EATON,JACK",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
13:35,"GOOD JUMPER by JAMES,MAC",45,,60 (+15),,RHODES 45-60 (-15),,"GOOD JUMPER by JAMES,MAC",2
13:16,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
13:16,"SUB OUT by MCNAMARA,BRENDEN",,,,,,,"SUB OUT by MCNAMARA,BRENDEN",2
13:15,,,,,"MISS LAYUP by BRASFIELD,KAM",,,"MISS LAYUP by BRASFIELD,KAM",2
--,"REBOUND DEF by SAMSON,VAUGHN",,,,,,,"REBOUND DEF by SAMSON,VAUGHN",2
13:13,"GOOD JUMPER by JAMES,MAC(in the paint)",47,,60 (+13),,RHODES 47-60 (-13),,"GOOD JUMPER by JAMES,MAC(in the paint)",2
12:52,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,"REBOUND DEF by SHEN,KEVIN",,,,,,,"REBOUND DEF by SHEN,KEVIN",2
12:42,"MISS 3PTR by JAMES,MAC",,,,,,,"MISS 3PTR by JAMES,MAC",2
--,,,,,"REBOUND DEF by CONRAD,ALEX",,,"REBOUND DEF by CONRAD,ALEX",2
12:21,,,,,"MISS 3PTR by COMAN,SEAN",,,"MISS 3PTR by COMAN,SEAN",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:11,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",2
12:11,,,,,"SUB OUT by BRASFIELD,KAM",,,"SUB OUT by BRASFIELD,KAM",2
11:59,"TURNOVER  by GIROUX,PRESTON",,,,,,,"TURNOVER  by GIROUX,PRESTON",2
11:57,,,,,"STEAL  by RIDING,JAKE",,,"STEAL  by RIDING,JAKE",2
11:53,,47,,63 (+16),"GOOD 3PTR by ROUSE,TREY",HENDRIXM 47-63 (-16),,"GOOD 3PTR by ROUSE,TREY",2
--,,,,,"ASSIST  by RIDING,JAKE",,,"ASSIST  by RIDING,JAKE",2
11:40,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",49,,63 (+14),,RHODES 49-63 (-14),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
--,"ASSIST  by JAMES,MAC",,,,,,,"ASSIST  by JAMES,MAC",2
11:19,"FOUL  by SHEN,KEVIN",,,,,,,"FOUL  by SHEN,KEVIN",2
11:19,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
11:19,"SUB IN by DARST,DANIEL",,,,,,,"SUB IN by DARST,DANIEL",2
11:19,"SUB IN by WEATHERFORD,MITCH",,,,,,,"SUB IN by WEATHERFORD,MITCH",2
11:19,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
11:19,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
11:19,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
11:19,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
10:58,,,,,"MISS JUMPER by FITCH,CARL",,,"MISS JUMPER by FITCH,CARL",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
10:34,"TURNOVER  by BERRY,BRYCE",,,,,,,"TURNOVER  by BERRY,BRYCE",2
10:31,"FOUL  by JAMES,MAC",,,,,,,"FOUL  by JAMES,MAC",2
10:31,,49,,66 (+17),"GOOD 3PTR by ROUSE,TREY",HENDRIXM 49-66 (-17),,"GOOD 3PTR by ROUSE,TREY",2
--,,,,,"ASSIST  by SMITH,PRESTON",,,"ASSIST  by SMITH,PRESTON",2
10:31,,,,,"SUB IN by FITCH,CARL",,,"SUB IN by FITCH,CARL",2
10:31,,,,,"SUB IN by SMITH,PRESTON",,,"SUB IN by SMITH,PRESTON",2
10:31,,,,,"SUB IN by LINK,JACOB",,,"SUB IN by LINK,JACOB",2
10:31,,,,,"SUB OUT by COMAN,SEAN",,,"SUB OUT by COMAN,SEAN",2
10:31,,,,,"SUB OUT by CONRAD,ALEX",,,"SUB OUT by CONRAD,ALEX",2
10:31,,,,,"SUB OUT by EATON,JACK",,,"SUB OUT by EATON,JACK",2
10:20,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",51,,66 (+15),,RHODES 51-66 (-15),,"GOOD LAYUP by GIROUX,PRESTON(in the paint)",2
10:09,,,,,"MISS 3PTR by ROUSE,TREY",,,"MISS 3PTR by ROUSE,TREY",2
--,"REBOUND DEF by GIROUX,PRESTON",,,,,,,"REBOUND DEF by GIROUX,PRESTON",2
09:47,"TURNOVER  by JAMES,MAC",,,,,,,"TURNOVER  by JAMES,MAC",2
09:38,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
09:38,,51,,69 (+18),"GOOD 3PTR by SMITH,PRESTON",HENDRIXM 51-69 (-18),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by LINK,JACOB",,,"ASSIST  by LINK,JACOB",2
09:31,"GOOD JUMPER by BERRY,BRYCE(in the paint)",53,,69 (+16),,RHODES 53-69 (-16),,"GOOD JUMPER by BERRY,BRYCE(in the paint)",2
09:04,,53,,72 (+19),"GOOD 3PTR by ROUSE,TREY",HENDRIXM 53-72 (-19),,"GOOD 3PTR by ROUSE,TREY",2
--,,,,,"ASSIST  by FITCH,CARL",,,"ASSIST  by FITCH,CARL",2
08:43,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
08:39,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
08:39,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
08:39,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
08:39,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",2
08:34,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
08:21,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
08:20,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",2
08:17,,53,,74 (+21),"GOOD LAYUP by CALAMESE,MICHAEL(fastbreak)(in the paint)",HENDRIXM 53-74 (-21),,"GOOD LAYUP by CALAMESE,MICHAEL(fastbreak)(in the paint)",2
08:04,"GOOD JUMPER by BERRY,BRYCE",55,,74 (+19),,RHODES 55-74 (-19),,"GOOD JUMPER by BERRY,BRYCE",2
07:56,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,"REBOUND DEF by MCNAMARA,BRENDEN",,,,,,,"REBOUND DEF by MCNAMARA,BRENDEN",2
07:44,"GOOD 3PTR by WEATHERFORD,MITCH",58,,74 (+16),,RHODES 58-74 (-16),,"GOOD 3PTR by WEATHERFORD,MITCH",2
07:28,,,,,"MISS 3PTR by SMITH,PRESTON",,,"MISS 3PTR by SMITH,PRESTON",2
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",2
07:23,"FOUL  by DARST,DANIEL",,,,,,,"FOUL  by DARST,DANIEL",2
07:23,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
07:23,,58,,77 (+19),"GOOD 3PTR by SMITH,PRESTON",HENDRIXM 58-77 (-19),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
07:23,"SUB IN by MCNAMARA,BRENDEN",,,,,,,"SUB IN by MCNAMARA,BRENDEN",2
07:23,"SUB IN by NESTLEHUTT,JAKE",,,,,,,"SUB IN by NESTLEHUTT,JAKE",2
07:23,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
07:23,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
07:23,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
07:23,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
07:23,,,,,"SUB IN by STANLEY,SETH",,,"SUB IN by STANLEY,SETH",2
07:23,,,,,"SUB OUT by RIDING,JAKE",,,"SUB OUT by RIDING,JAKE",2
07:16,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",60,,77 (+17),,RHODES 60-77 (-17),,"GOOD JUMPER by WEATHERFORD,MITCH(in the paint)",2
07:01,,,,,"MISS 3PTR by STANLEY,SETH",,,"MISS 3PTR by STANLEY,SETH",2
--,,,,,"REBOUND OFF by LINK,JACOB",,,"REBOUND OFF by LINK,JACOB",2
06:57,,60,,80 (+20),"GOOD 3PTR by SMITH,PRESTON",HENDRIXM 60-80 (-20),,"GOOD 3PTR by SMITH,PRESTON",2
--,,,,,"ASSIST  by CALAMESE,MICHAEL",,,"ASSIST  by CALAMESE,MICHAEL",2
06:35,,,,,"FOUL  by LINK,JACOB",,,"FOUL  by LINK,JACOB",2
06:35,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
06:35,,,,,"STEAL  by CALAMESE,MICHAEL",,,"STEAL  by CALAMESE,MICHAEL",2
06:35,,60,,82 (+22),"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",HENDRIXM 60-82 (-22),,"GOOD LAYUP by SMITH,PRESTON(fastbreak)(in the paint)",2
06:35,"SUB IN by BERRY,BRYCE",,,,,,,"SUB IN by BERRY,BRYCE",2
06:35,"SUB IN by JAMES,MAC",,,,,,,"SUB IN by JAMES,MAC",2
06:35,"SUB OUT by DARST,DANIEL",,,,,,,"SUB OUT by DARST,DANIEL",2
06:35,"SUB OUT by MCNAMARA,BRENDEN",,,,,,,"SUB OUT by MCNAMARA,BRENDEN",2
06:24,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",62,,82 (+20),,RHODES 62-82 (-20),,"GOOD LAYUP by WEATHERFORD,MITCH(in the paint)",2
06:15,,,,,"FOUL  by STANLEY,SETH",,,"FOUL  by STANLEY,SETH",2
06:11,,,,,"MISS LAYUP by CALAMESE,MICHAEL",,,"MISS LAYUP by CALAMESE,MICHAEL",2
--,,,,,"REBOUND OFF by CALAMESE,MICHAEL",,,"REBOUND OFF by CALAMESE,MICHAEL",2
05:27,,,,,"MISS JUMPER by CALAMESE,MICHAEL",,,"MISS JUMPER by CALAMESE,MICHAEL",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
05:19,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,"REBOUND OFF by MCNAMARA,BRENDEN",,,,,,,"REBOUND OFF by MCNAMARA,BRENDEN",2
05:18,"TURNOVER  by WEATHERFORD,MITCH",,,,,,,"TURNOVER  by WEATHERFORD,MITCH",2
05:18,,,,,"STEAL  by LINK,JACOB",,,"STEAL  by LINK,JACOB",2
05:18,,,,,"TURNOVER  by FITCH,CARL",,,"TURNOVER  by FITCH,CARL",2
05:18,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
05:18,,,,,"FOUL  by CALAMESE,MICHAEL",,,"FOUL  by CALAMESE,MICHAEL",2
05:18,"GOOD FT by JAMES,MAC",63,,82 (+19),,RHODES 63-82 (-19),,"GOOD FT by JAMES,MAC",2
05:18,"MISS FT by JAMES,MAC",,,,,,,"MISS FT by JAMES,MAC",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
05:18,,,,,"MISS LAYUP by FITCH,CARL",,,"MISS LAYUP by FITCH,CARL",2
--,,,,,"REBOUND OFF by FITCH,CARL",,,"REBOUND OFF by FITCH,CARL",2
05:18,"FOUL  by GIROUX,PRESTON",,,,,,,"FOUL  by GIROUX,PRESTON",2
05:18,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
05:18,"SUB IN by SAMSON,VAUGHN",,,,,,,"SUB IN by SAMSON,VAUGHN",2
05:18,"SUB IN by GIROUX,PRESTON",,,,,,,"SUB IN by GIROUX,PRESTON",2
05:18,"SUB OUT by NESTLEHUTT,JAKE",,,,,,,"SUB OUT by NESTLEHUTT,JAKE",2
05:18,"SUB OUT by SHEN,KEVIN",,,,,,,"SUB OUT by SHEN,KEVIN",2
05:18,,,,,"SUB IN by ROUSE,TREY",,,"SUB IN by ROUSE,TREY",2
05:18,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
04:52,,63,,83 (+20),"GOOD FT by FITCH,CARL",HENDRIXM 63-83 (-20),,"GOOD FT by FITCH,CARL",2
04:51,,63,,84 (+21),"GOOD FT by FITCH,CARL",HENDRIXM 63-84 (-21),,"GOOD FT by FITCH,CARL",2
04:27,,,,,"FOUL  by ROUSE,TREY",,,"FOUL  by ROUSE,TREY",2
04:21,"GOOD FT by GIROUX,PRESTON",64,,84 (+20),,RHODES 64-84 (-20),,"GOOD FT by GIROUX,PRESTON",2
04:14,"MISS FT by GIROUX,PRESTON",,,,,,,"MISS FT by GIROUX,PRESTON",2
--,,,,,"REBOUND DEF by STANLEY,SETH",,,"REBOUND DEF by STANLEY,SETH",2
04:14,"SUB IN by SHEN,KEVIN",,,,,,,"SUB IN by SHEN,KEVIN",2
04:14,"SUB OUT by SAMSON,VAUGHN",,,,,,,"SUB OUT by SAMSON,VAUGHN",2
04:10,,,,,"TURNOVER  by STANLEY,SETH",,,"TURNOVER  by STANLEY,SETH",2
04:09,"STEAL  by JAMES,MAC",,,,,,,"STEAL  by JAMES,MAC",2
04:06,"MISS LAYUP by WEATHERFORD,MITCH",,,,,,,"MISS LAYUP by WEATHERFORD,MITCH",2
--,"REBOUND OFF by GIROUX,PRESTON",,,,,,,"REBOUND OFF by GIROUX,PRESTON",2
04:02,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",66,,84 (+18),,RHODES 66-84 (-18),,"GOOD JUMPER by GIROUX,PRESTON(in the paint)",2
03:47,,,,,"MISS LAYUP by STANLEY,SETH",,,"MISS LAYUP by STANLEY,SETH",2
--,"REBOUND DEF by BERRY,BRYCE",,,,,,,"REBOUND DEF by BERRY,BRYCE",2
03:37,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
03:22,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
03:18,,66,,86 (+20),"GOOD JUMPER by STANLEY,SETH(in the paint)",HENDRIXM 66-86 (-20),,"GOOD JUMPER by STANLEY,SETH(in the paint)",2
03:06,"MISS JUMPER by JAMES,MAC",,,,,,,"MISS JUMPER by JAMES,MAC",2
--,,,,,"REBOUND DEF by SMITH,PRESTON",,,"REBOUND DEF by SMITH,PRESTON",2
02:44,"FOUL  by BERRY,BRYCE",,,,,,,"FOUL  by BERRY,BRYCE",2
02:25,,66,,87 (+21),"GOOD FT by SMITH,PRESTON",HENDRIXM 66-87 (-21),,"GOOD FT by SMITH,PRESTON",2
02:25,,66,,88 (+22),"GOOD FT by SMITH,PRESTON",HENDRIXM 66-88 (-22),,"GOOD FT by SMITH,PRESTON",2
02:25,"SUB IN by DIXON,TADDEUS",,,,,,,"SUB IN by DIXON,TADDEUS",2
02:25,"SUB IN by LOVE,KERRY",,,,,,,"SUB IN by LOVE,KERRY",2
02:25,"SUB IN by GRUBBS,COBY",,,,,,,"SUB IN by GRUBBS,COBY",2
02:25,"SUB IN by FERIA,NICK DE",,,,,,,"SUB IN by FERIA,NICK DE",2
02:25,"SUB OUT by BERRY,BRYCE",,,,,,,"SUB OUT by BERRY,BRYCE",2
02:25,"SUB OUT by WEATHERFORD,MITCH",,,,,,,"SUB OUT by WEATHERFORD,MITCH",2
02:25,"SUB OUT by JAMES,MAC",,,,,,,"SUB OUT by JAMES,MAC",2
02:25,"SUB OUT by GIROUX,PRESTON",,,,,,,"SUB OUT by GIROUX,PRESTON",2
02:25,,,,,"SUB IN by CALAMESE,MICHAEL",,,"SUB IN by CALAMESE,MICHAEL",2
02:25,,,,,"SUB OUT by ROUSE,TREY",,,"SUB OUT by ROUSE,TREY",2
02:17,"TURNOVER  by DIXON,TADDEUS",,,,,,,"TURNOVER  by DIXON,TADDEUS",2
02:10,,,,,"SUB IN by CRAWFORD,TRACE",,,"SUB IN by CRAWFORD,TRACE",2
02:10,,,,,"SUB OUT by SMITH,PRESTON",,,"SUB OUT by SMITH,PRESTON",2
01:49,"FOUL  by GRUBBS,COBY",,,,,,,"FOUL  by GRUBBS,COBY",2
01:44,,66,,89 (+23),"GOOD FT by FITCH,CARL",HENDRIXM 66-89 (-23),,"GOOD FT by FITCH,CARL",2
01:44,,,,,"MISS FT by FITCH,CARL",,,"MISS FT by FITCH,CARL",2
--,"REBOUND DEF by DIXON,TADDEUS",,,,,,,"REBOUND DEF by DIXON,TADDEUS",2
01:44,"GOOD 3PTR by SHEN,KEVIN",69,,89 (+20),,RHODES 69-89 (-20),,"GOOD 3PTR by SHEN,KEVIN",2
01:44,,,,,"SUB IN by PHILLIP,ADAM",,,"SUB IN by PHILLIP,ADAM",2
01:44,,,,,"SUB IN by WEAKLEY,CARTER",,,"SUB IN by WEAKLEY,CARTER",2
01:44,,,,,"SUB IN by JOHNSON,DAMECKO",,,"SUB IN by JOHNSON,DAMECKO",2
01:44,,,,,"SUB IN by II,ROD CUMMINGS",,,"SUB IN by II,ROD CUMMINGS",2
01:44,,,,,"SUB OUT by CALAMESE,MICHAEL",,,"SUB OUT by CALAMESE,MICHAEL",2
01:44,,,,,"SUB OUT by FITCH,CARL",,,"SUB OUT by FITCH,CARL",2
01:44,,,,,"SUB OUT by STANLEY,SETH",,,"SUB OUT by STANLEY,SETH",2
01:44,,,,,"SUB OUT by LINK,JACOB",,,"SUB OUT by LINK,JACOB",2
01:40,,69,,91 (+22),"GOOD LAYUP by JOHNSON,DAMECKO(in the paint)",HENDRIXM 69-91 (-22),,"GOOD LAYUP by JOHNSON,DAMECKO(in the paint)",2
01:26,,,,,"FOUL  by WEAKLEY,CARTER",,,"FOUL  by WEAKLEY,CARTER",2
01:19,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
01:19,"MISS FT by LOVE,KERRY",,,,,,,"MISS FT by LOVE,KERRY",2
--,"REBOUND OFF by LOVE,KERRY",,,,,,,"REBOUND OFF by LOVE,KERRY",2
01:19,"FOUL  by LOVE,KERRY",,,,,,,"FOUL  by LOVE,KERRY",2
01:19,,,,,"SUB IN by MAXWELL,PEYTON",,,"SUB IN by MAXWELL,PEYTON",2
01:19,,,,,"SUB OUT by CRAWFORD,TRACE",,,"SUB OUT by CRAWFORD,TRACE",2
01:10,,69,,92 (+23),"GOOD FT by II,ROD CUMMINGS",HENDRIXM 69-92 (-23),,"GOOD FT by II,ROD CUMMINGS",2
01:10,,69,,93 (+24),"GOOD FT by II,ROD CUMMINGS",HENDRIXM 69-93 (-24),,"GOOD FT by II,ROD CUMMINGS",2
01:10,"MISS 3PTR by SHEN,KEVIN",,,,,,,"MISS 3PTR by SHEN,KEVIN",2
--,,,,,"REBOUND DEF by MAXWELL,PEYTON",,,"REBOUND DEF by MAXWELL,PEYTON",2
00:53,,69,,96 (+27),"GOOD 3PTR by II,ROD CUMMINGS",HENDRIXM 69-96 (-27),,"GOOD 3PTR by II,ROD CUMMINGS",2
--,,,,,"ASSIST  by MAXWELL,PEYTON",,,"ASSIST  by MAXWELL,PEYTON",2
00:45,"MISS 3PTR by FERIA,NICK DE",,,,,,,"MISS 3PTR by FERIA,NICK DE",2
--,"REBOUND OFF by GRUBBS,COBY",,,,,,,"REBOUND OFF by GRUBBS,COBY",2
00:40,"MISS JUMPER by GRUBBS,COBY",,,,,,,"MISS JUMPER by GRUBBS,COBY",2
--,"REBOUND OFF by LOVE,KERRY",,,,,,,"REBOUND OFF by LOVE,KERRY",2
00:34,"MISS 3PTR by LOVE,KERRY",,,,,,,"MISS 3PTR by LOVE,KERRY",2
--,,,,,"REBOUND DEF by MAXWELL,PEYTON",,,"REBOUND DEF by MAXWELL,PEYTON",2
