Time Remaining,MILLMBB,Away Team Score,Play Team Indicator,Home Team Score,CCM,Game Score,Team Indicator,Play,Period
00:46,,26,,34 (+8),"GOOD LAYUP by SEARS,CONNOR(in the paint)",CCM 26-34 (-8),,"GOOD LAYUP by SEARS,CONNOR(in the paint)",1
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",1
00:34,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",1
--,"REBOUND OFF by MARKWITH,TRENT",,,,,,,"REBOUND OFF by MARKWITH,TRENT",1
00:23,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",1
00:22,,,,,"STEAL  by TWAGIRAYEZU,PATJO",,,"STEAL  by TWAGIRAYEZU,PATJO",1
00:04,,,,,"MISS 3PTR by ARIMA,Z",,,"MISS 3PTR by ARIMA,Z",1
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",1
00:02,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",1
00:02,,,,,"STEAL  by DRYDEN,BERTO",,,"STEAL  by DRYDEN,BERTO",1
00:01,,,,,"MISS 3PTR by DRYDEN,BERTO",,,"MISS 3PTR by DRYDEN,BERTO",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:48,"GOOD JUMPER by ROBERTSON,MARC",28,,34 (+6),,MILLMBB 28-34 (-6),,"GOOD JUMPER by ROBERTSON,MARC",2
19:33,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
19:23,"GOOD 3PTR by ATKINSON,QUINN",31,,34 (+3),,MILLMBB 31-34 (-3),,"GOOD 3PTR by ATKINSON,QUINN",2
--,"ASSIST  by ROBERTSON,MARC",,,,,,,"ASSIST  by ROBERTSON,MARC",2
19:12,,31,,36 (+5),"GOOD JUMPER by BOYD,CHRIS",CCM 31-36 (-5),,"GOOD JUMPER by BOYD,CHRIS",2
--,,,,,"ASSIST  by TWAGIRAYEZU,PATJO",,,"ASSIST  by TWAGIRAYEZU,PATJO",2
18:54,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND OFF by SPENCE,JACOB",,,,,,,"REBOUND OFF by SPENCE,JACOB",2
18:51,"GOOD LAYUP by SPENCE,JACOB(in the paint)",33,,36 (+3),,MILLMBB 33-36 (-3),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",2
18:37,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,"MISS JUMPER by TWAGIRAYEZU,PATJO",2
--,,,,,"REBOUND OFF by COX,TJ",,,"REBOUND OFF by COX,TJ",2
18:28,,33,,38 (+5),"GOOD JUMPER by COX,TJ(in the paint)",CCM 33-38 (-5),,"GOOD JUMPER by COX,TJ(in the paint)",2
18:06,"GOOD 3PTR by JONES,BLAKE",36,,38 (+2),,MILLMBB 36-38 (-2),,"GOOD 3PTR by JONES,BLAKE",2
--,"ASSIST  by ATKINSON,QUINN",,,,,,,"ASSIST  by ATKINSON,QUINN",2
17:54,,,,,"MISS JUMPER by COX,TJ",,,"MISS JUMPER by COX,TJ",2
--,,,,,"REBOUND OFF by DRYDEN,BERTO",,,"REBOUND OFF by DRYDEN,BERTO",2
17:48,,,,,"MISS 3PTR by TWAGIRAYEZU,PATJO",,,"MISS 3PTR by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
17:37,"GOOD 3PTR by ROBERTSON,MARC",39 (+1),,38,,MILLMBB 39-38 (+1),,"GOOD 3PTR by ROBERTSON,MARC",2
17:15,,39,,40 (+1),"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",CCM 39-40 (-1),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
17:14,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
17:14,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
17:14,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
17:14,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
17:14,"SUB OUT by SPENCE,JACOB",,,,,,,"SUB OUT by SPENCE,JACOB",2
17:14,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
17:14,,,,,"SUB IN by GARRETT,DANIEL",,,"SUB IN by GARRETT,DANIEL",2
17:14,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",2
16:56,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
16:47,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,"REBOUND DEF by MCSWAIN,JOSHUA",,,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",2
16:35,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
16:34,,,,,"STEAL  by BOYD,CHRIS",,,"STEAL  by BOYD,CHRIS",2
16:29,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,,,,,"REBOUND OFF by GARRETT,DANIEL",,,"REBOUND OFF by GARRETT,DANIEL",2
16:26,"FOUL  by MCSWAIN,JOSHUA",,,,,,,"FOUL  by MCSWAIN,JOSHUA",2
16:10,,39,,43 (+4),"GOOD 3PTR by GARRETT,DANIEL",CCM 39-43 (-4),,"GOOD 3PTR by GARRETT,DANIEL",2
--,,,,,"ASSIST  by BOYD,CHRIS",,,"ASSIST  by BOYD,CHRIS",2
15:51,"MISS 3PTR by JONES,BLAKE",,,,,,,"MISS 3PTR by JONES,BLAKE",2
--,,,,,"REBOUND DEF by DRYDEN,BERTO",,,"REBOUND DEF by DRYDEN,BERTO",2
15:34,"FOUL  by ATKINSON,QUINN",,,,,,,"FOUL  by ATKINSON,QUINN",2
15:33,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
15:33,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
15:33,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
15:33,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
15:33,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
15:33,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",2
15:33,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",2
15:28,,,,,"MISS 3PTR by SPRAGG,BAILEY",,,"MISS 3PTR by SPRAGG,BAILEY",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
15:12,"FOUL  by MCSWAIN,JOSHUA",,,,,,,"FOUL  by MCSWAIN,JOSHUA",2
15:12,"TURNOVER  by MCSWAIN,JOSHUA",,,,,,,"TURNOVER  by MCSWAIN,JOSHUA",2
14:55,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
14:30,"MISS JUMPER by MCSWAIN,JOSHUA",,,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",2
--,,,,,"REBOUND DEF by COX,TJ",,,"REBOUND DEF by COX,TJ",2
14:22,,,,,"TURNOVER  by GARRETT,DANIEL",,,"TURNOVER  by GARRETT,DANIEL",2
14:22,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
14:22,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
14:22,,,,,"SUB IN by PHELPS,BEN",,,"SUB IN by PHELPS,BEN",2
14:22,,,,,"SUB OUT by SPRAGG,BAILEY",,,"SUB OUT by SPRAGG,BAILEY",2
14:05,,,,,"FOUL  by GARRETT,DANIEL",,,"FOUL  by GARRETT,DANIEL",2
14:05,"GOOD FT by GERCHOW,ALEX",40,,43 (+3),,MILLMBB 40-43 (-3),,"GOOD FT by GERCHOW,ALEX",2
14:05,"MISS FT by GERCHOW,ALEX",,,,,,,"MISS FT by GERCHOW,ALEX",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
14:05,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",2
14:05,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
14:01,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",2
14:01,,,,,"SUB OUT by GARRETT,DANIEL",,,"SUB OUT by GARRETT,DANIEL",2
13:40,,,,,"MISS JUMPER by SEARS,CONNOR",,,"MISS JUMPER by SEARS,CONNOR",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
13:23,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",42,,43 (+1),,MILLMBB 42-43 (-1),,"GOOD JUMPER by MANCUSO,LOGAN(in the paint)",2
12:59,,,,,"MISS JUMPER by ARIMA,Z",,,"MISS JUMPER by ARIMA,Z",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
12:55,"SUB IN by SPENCE,JACOB",,,,,,,"SUB IN by SPENCE,JACOB",2
12:55,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
12:44,"MISS JUMPER by GERCHOW,ALEX",,,,,,,"MISS JUMPER by GERCHOW,ALEX",2
--,"REBOUND OFF by MARKWITH,TRENT",,,,,,,"REBOUND OFF by MARKWITH,TRENT",2
12:25,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",44 (+1),,43,,MILLMBB 44-43 (+1),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",2
12:13,,,,,"TURNOVER  by PHELPS,BEN",,,"TURNOVER  by PHELPS,BEN",2
12:11,"STEAL  by MARKWITH,TRENT",,,,,,,"STEAL  by MARKWITH,TRENT",2
12:11,,,,,"FOUL  by ARIMA,Z",,,"FOUL  by ARIMA,Z",2
12:11,,,,,"SUB IN by SPRAGG,BAILEY",,,"SUB IN by SPRAGG,BAILEY",2
12:11,,,,,"SUB IN by DRYDEN,BERTO",,,"SUB IN by DRYDEN,BERTO",2
12:11,,,,,"SUB OUT by PHELPS,BEN",,,"SUB OUT by PHELPS,BEN",2
12:11,,,,,"SUB OUT by ARIMA,Z",,,"SUB OUT by ARIMA,Z",2
12:08,"TURNOVER  by GERCHOW,ALEX",,,,,,,"TURNOVER  by GERCHOW,ALEX",2
11:57,,,,,"FOUL  by SPRAGG,BAILEY",,,"FOUL  by SPRAGG,BAILEY",2
11:57,,,,,"TURNOVER  by SPRAGG,BAILEY",,,"TURNOVER  by SPRAGG,BAILEY",2
11:57,TIMEOUT MEDIA by TEAM,,,,,,,TIMEOUT MEDIA by TEAM,2
11:47,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
11:22,,44,,46 (+2),"GOOD 3PTR by TWAGIRAYEZU,PATJO",CCM 44-46 (-2),,"GOOD 3PTR by TWAGIRAYEZU,PATJO",2
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",2
11:07,,,,,"FOUL  by COX,TJ",,,"FOUL  by COX,TJ",2
11:07,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
11:07,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
10:41,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
10:40,"FOUL  by SPENCE,JACOB",,,,,,,"FOUL  by SPENCE,JACOB",2
10:27,,,,,"MISS 3PTR by DRYDEN,BERTO",,,"MISS 3PTR by DRYDEN,BERTO",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
10:18,"FOUL  by JONES,BLAKE",,,,,,,"FOUL  by JONES,BLAKE",2
10:18,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",2
10:18,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",2
10:18,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",2
10:03,,44,,49 (+5),"GOOD 3PTR by COX,TJ",CCM 44-49 (-5),,"GOOD 3PTR by COX,TJ",2
--,,,,,"ASSIST  by TWAGIRAYEZU,PATJO",,,"ASSIST  by TWAGIRAYEZU,PATJO",2
09:45,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
09:45,"MISS FT by MARKWITH,TRENT",,,,,,,"MISS FT by MARKWITH,TRENT",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
09:45,"MISS FT by MARKWITH,TRENT",,,,,,,"MISS FT by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by COX,TJ",,,"REBOUND DEF by COX,TJ",2
09:45,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
09:45,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
09:45,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
09:45,"SUB OUT by SPENCE,JACOB",,,,,,,"SUB OUT by SPENCE,JACOB",2
09:32,,,,,"MISS JUMPER by DRYDEN,BERTO",,,"MISS JUMPER by DRYDEN,BERTO",2
--,,,,,"REBOUND OFF by TWAGIRAYEZU,PATJO",,,"REBOUND OFF by TWAGIRAYEZU,PATJO",2
09:28,,44,,51 (+7),"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",CCM 44-51 (-7),,"GOOD LAYUP by TWAGIRAYEZU,PATJO(in the paint)",2
09:04,"MISS JUMPER by MANCUSO,LOGAN",,,,,,,"MISS JUMPER by MANCUSO,LOGAN",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
09:01,"GOOD DUNK by GERCHOW,ALEX(in the paint)",46,,51 (+5),,MILLMBB 46-51 (-5),,"GOOD DUNK by GERCHOW,ALEX(in the paint)",2
08:36,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,,,,,"REBOUND OFF by COX,TJ",,,"REBOUND OFF by COX,TJ",2
08:31,,,,,"MISS JUMPER by COX,TJ",,,"MISS JUMPER by COX,TJ",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
08:07,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",2
08:07,,,,,"STEAL  by BOYD,CHRIS",,,"STEAL  by BOYD,CHRIS",2
08:03,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
08:03,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
08:03,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
08:03,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
08:03,,,,,"SUB IN by ARIMA,Z",,,"SUB IN by ARIMA,Z",2
08:03,,,,,"SUB IN by GARRETT,DANIEL",,,"SUB IN by GARRETT,DANIEL",2
08:03,,,,,"SUB OUT by TWAGIRAYEZU,PATJO",,,"SUB OUT by TWAGIRAYEZU,PATJO",2
08:03,,,,,"SUB OUT by DRYDEN,BERTO",,,"SUB OUT by DRYDEN,BERTO",2
07:50,"FOUL  by ROBERTSON,MARC",,,,,,,"FOUL  by ROBERTSON,MARC",2
07:50,,,,,TIMEOUT MEDIA by TEAM,,,TIMEOUT MEDIA by TEAM,2
07:50,FOUL TECH by TEAM,,,,,,,FOUL TECH by TEAM,2
07:50,,46,,52 (+6),"GOOD FT by COX,TJ",CCM 46-52 (-6),,"GOOD FT by COX,TJ",2
07:50,"SUB IN by SPENCE,JACOB",,,,,,,"SUB IN by SPENCE,JACOB",2
07:50,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
07:50,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
07:50,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
07:50,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
07:50,,,,,"SUB OUT by BOYD,CHRIS",,,"SUB OUT by BOYD,CHRIS",2
07:50,,,,,"SUB OUT by COX,TJ",,,"SUB OUT by COX,TJ",2
07:50,,,,,"SUB OUT by ARIMA,Z",,,"SUB OUT by ARIMA,Z",2
07:50,,,,,"SUB OUT by GARRETT,DANIEL",,,"SUB OUT by GARRETT,DANIEL",2
07:50,,,,,"SUB OUT by SPRAGG,BAILEY",,,"SUB OUT by SPRAGG,BAILEY",2
07:47,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,,,,,"REBOUND OFF by ARIMA,Z",,,"REBOUND OFF by ARIMA,Z",2
07:32,,,,,"MISS JUMPER by BOYD,CHRIS",,,"MISS JUMPER by BOYD,CHRIS",2
--,,,,,"REBOUND OFF by BOYD,CHRIS",,,"REBOUND OFF by BOYD,CHRIS",2
07:27,,,,,"MISS 3PTR by GARRETT,DANIEL",,,"MISS 3PTR by GARRETT,DANIEL",2
--,"REBOUND DEF by JONES,BLAKE",,,,,,,"REBOUND DEF by JONES,BLAKE",2
07:15,"MISS 3PTR by JONES,BLAKE",,,,,,,"MISS 3PTR by JONES,BLAKE",2
--,,,,,"REBOUND DEF by BOYD,CHRIS",,,"REBOUND DEF by BOYD,CHRIS",2
06:58,,,,,"MISS JUMPER by GARRETT,DANIEL",,,"MISS JUMPER by GARRETT,DANIEL",2
--,"REBOUND DEF by MCSWAIN,JOSHUA",,,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",2
06:57,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
06:57,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
06:44,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
06:44,"TURNOVER  by GERCHOW,ALEX",,,,,,,"TURNOVER  by GERCHOW,ALEX",2
06:38,,,,,"MISS LAYUP by ARIMA,Z",,,"MISS LAYUP by ARIMA,Z",2
06:38,"BLOCK  by GERCHOW,ALEX",,,,,,,"BLOCK  by GERCHOW,ALEX",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
06:17,,,,,"TURNOVER  by COX,TJ",,,"TURNOVER  by COX,TJ",2
06:07,"GOOD LAYUP by SPENCE,JACOB(in the paint)",48,,52 (+4),,MILLMBB 48-52 (-4),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",2
--,"ASSIST  by JONES,BLAKE",,,,,,,"ASSIST  by JONES,BLAKE",2
05:47,,,,,"MISS JUMPER by COX,TJ",,,"MISS JUMPER by COX,TJ",2
--,"REBOUND DEF by SPENCE,JACOB",,,,,,,"REBOUND DEF by SPENCE,JACOB",2
05:44,,,,,"FOUL  by BOYD,CHRIS",,,"FOUL  by BOYD,CHRIS",2
05:44,"GOOD FT by SPENCE,JACOB",49,,52 (+3),,MILLMBB 49-52 (-3),,"GOOD FT by SPENCE,JACOB",2
05:44,"GOOD FT by SPENCE,JACOB",50,,52 (+2),,MILLMBB 50-52 (-2),,"GOOD FT by SPENCE,JACOB",2
05:44,,,,,"SUB IN by SEARS,CONNOR",,,"SUB IN by SEARS,CONNOR",2
05:42,,,,,"TURNOVER  by ARIMA,Z",,,"TURNOVER  by ARIMA,Z",2
05:42,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
05:42,,,,,"SUB IN by DRYDEN,BERTO",,,"SUB IN by DRYDEN,BERTO",2
05:42,,,,,"SUB IN by TWAGIRAYEZU,PATJO",,,"SUB IN by TWAGIRAYEZU,PATJO",2
05:37,"FOUL  by SPENCE,JACOB",,,,,,,"FOUL  by SPENCE,JACOB",2
05:37,"TURNOVER  by SPENCE,JACOB",,,,,,,"TURNOVER  by SPENCE,JACOB",2
05:26,"FOUL  by SPENCE,JACOB",,,,,,,"FOUL  by SPENCE,JACOB",2
05:26,,50,,53 (+3),"GOOD FT by SEARS,CONNOR",CCM 50-53 (-3),,"GOOD FT by SEARS,CONNOR",2
05:26,,50,,54 (+4),"GOOD FT by SEARS,CONNOR",CCM 50-54 (-4),,"GOOD FT by SEARS,CONNOR",2
05:26,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
05:26,"SUB OUT by SPENCE,JACOB",,,,,,,"SUB OUT by SPENCE,JACOB",2
04:56,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
04:47,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",2
--,,,,,"REBOUND DEF by SEARS,CONNOR",,,"REBOUND DEF by SEARS,CONNOR",2
04:25,,,,,"TURNOVER  by DRYDEN,BERTO",,,"TURNOVER  by DRYDEN,BERTO",2
04:23,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
04:15,"MISS JUMPER by JONES,BLAKE",,,,,,,"MISS JUMPER by JONES,BLAKE",2
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",2
04:11,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by SEARS,CONNOR",,,"REBOUND DEF by SEARS,CONNOR",2
03:55,,,,,"MISS 3PTR by DRYDEN,BERTO",,,"MISS 3PTR by DRYDEN,BERTO",2
--,,,,,"REBOUND OFF by TWAGIRAYEZU,PATJO",,,"REBOUND OFF by TWAGIRAYEZU,PATJO",2
03:44,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
03:44,,,,,TIMEOUT media by TEAM,,,TIMEOUT media by TEAM,2
03:44,,50,,55 (+5),"GOOD FT by TWAGIRAYEZU,PATJO",CCM 50-55 (-5),,"GOOD FT by TWAGIRAYEZU,PATJO",2
03:44,,50,,56 (+6),"GOOD FT by TWAGIRAYEZU,PATJO",CCM 50-56 (-6),,"GOOD FT by TWAGIRAYEZU,PATJO",2
03:44,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
03:44,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
03:44,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
03:44,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
03:44,,,,,"SUB IN by SPRAGG,BAILEY",,,"SUB IN by SPRAGG,BAILEY",2
03:26,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by TWAGIRAYEZU,PATJO",,,"REBOUND DEF by TWAGIRAYEZU,PATJO",2
03:06,,,,,"MISS JUMPER by TWAGIRAYEZU,PATJO",,,"MISS JUMPER by TWAGIRAYEZU,PATJO",2
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",2
02:58,"GOOD 3PTR by GAGEN,BRENNAN",53,,56 (+3),,MILLMBB 53-56 (-3),,"GOOD 3PTR by GAGEN,BRENNAN",2
--,"ASSIST  by MARKWITH,TRENT",,,,,,,"ASSIST  by MARKWITH,TRENT",2
02:45,,,,,"MISS 3PTR by COX,TJ",,,"MISS 3PTR by COX,TJ",2
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",2
02:39,"TURNOVER  by MANCUSO,LOGAN",,,,,,,"TURNOVER  by MANCUSO,LOGAN",2
02:39,,,,,"STEAL  by COX,TJ",,,"STEAL  by COX,TJ",2
02:12,,53,,59 (+6),"GOOD 3PTR by TWAGIRAYEZU,PATJO",CCM 53-59 (-6),,"GOOD 3PTR by TWAGIRAYEZU,PATJO",2
--,,,,,"ASSIST  by COX,TJ",,,"ASSIST  by COX,TJ",2
02:06,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
02:06,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
02:06,,,,,"SUB IN by BOYD,CHRIS",,,"SUB IN by BOYD,CHRIS",2
02:06,,,,,"SUB OUT by SEARS,CONNOR",,,"SUB OUT by SEARS,CONNOR",2
01:42,"GOOD 3PTR by ROBERTSON,MARC",56,,59 (+3),,MILLMBB 56-59 (-3),,"GOOD 3PTR by ROBERTSON,MARC",2
--,"ASSIST  by GERCHOW,ALEX",,,,,,,"ASSIST  by GERCHOW,ALEX",2
01:40,TIMEOUT 30SEC by TEAM,,,,,,,TIMEOUT 30SEC by TEAM,2
01:24,,,,,"TURNOVER  by SPRAGG,BAILEY",,,"TURNOVER  by SPRAGG,BAILEY",2
01:23,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",2
01:04,,,,,"FOUL  by TWAGIRAYEZU,PATJO",,,"FOUL  by TWAGIRAYEZU,PATJO",2
01:04,"MISS FT by GERCHOW,ALEX",,,,,,,"MISS FT by GERCHOW,ALEX",2
--,,,,,"REBOUND DEF by SPRAGG,BAILEY",,,"REBOUND DEF by SPRAGG,BAILEY",2
00:45,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
00:45,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
00:45,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
00:45,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
00:45,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
00:40,,56,,61 (+5),"GOOD JUMPER by TWAGIRAYEZU,PATJO",CCM 56-61 (-5),,"GOOD JUMPER by TWAGIRAYEZU,PATJO",2
--,,,,,"ASSIST  by DRYDEN,BERTO",,,"ASSIST  by DRYDEN,BERTO",2
