Time Remaining,MILLMBB,Away Team Score,Play Team Indicator,Home Team Score,BCM,Game Score,Team Indicator,Play,Period
00:43,"SUB IN by SMITH,BAILEY",,,,,,,"SUB IN by SMITH,BAILEY",2
00:43,,,,,"SUB IN by NEWKIRK,KAHLIL",,,"SUB IN by NEWKIRK,KAHLIL",2
00:43,,,,,"SUB OUT by SPALDING,TANNER",,,"SUB OUT by SPALDING,TANNER",2
00:34,"FOUL  by SMITH,BAILEY",,,,,,,"FOUL  by SMITH,BAILEY",2
00:34,,65,,80 (+15),"GOOD FT by SCHERRMAN,BLAKE",BCM 65-80 (-15),,"GOOD FT by SCHERRMAN,BLAKE",2
00:34,,65,,81 (+16),"GOOD FT by SCHERRMAN,BLAKE",BCM 65-81 (-16),,"GOOD FT by SCHERRMAN,BLAKE",2
00:18,"MISS 3PTR by MANNING,JOHNATHAN",,,,,,,"MISS 3PTR by MANNING,JOHNATHAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
00:15,"TURNOVER  by HANSTAD,RAJAN",,,,,,,"TURNOVER  by HANSTAD,RAJAN",2
00:09,,,,,"STEAL  by NEWKIRK,KAHLIL",,,"STEAL  by NEWKIRK,KAHLIL",2
