Time Remaining,ACM,Away Team Score,Play Team Indicator,Home Team Score,MILLSAPS,Game Score,Team Indicator,Play,Period
00:55,,25,,28 (+3),"GOOD FT by MOORE,MYLES",MILLSAPS 25-28 (+3),,"GOOD FT by MOORE,MYLES",1
00:55,,,,,"MISS FT by MOORE,MYLES",,,"MISS FT by MOORE,MYLES",1
--,"REBOUND DEF by IGBINOSA,STEPHEN",,,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",1
00:54,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",1
00:54,"MISS FT by IGBINOSA,STEPHEN",,,,,,,"MISS FT by IGBINOSA,STEPHEN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:54,"MISS FT by IGBINOSA,STEPHEN",,,,,,,"MISS FT by IGBINOSA,STEPHEN",1
00:54,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",1
00:54,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",1
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",1
00:28,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",1
00:28,"BLOCK  by SWISHER,JEREMY",,,,,,,"BLOCK  by SWISHER,JEREMY",1
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",1
00:23,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
00:23,"SUB IN by WADE,JUSTIN",,,,,,,"SUB IN by WADE,JUSTIN",1
00:23,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",1
00:04,,,,,"FOUL  by ATKINSON,QUINN",,,"FOUL  by ATKINSON,QUINN",1
00:04,"MISS FT by BAEHL,BRIAN",,,,,,,"MISS FT by BAEHL,BRIAN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:04,"MISS FT by BAEHL,BRIAN",,,,,,,"MISS FT by BAEHL,BRIAN",1
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",1
00:04,"SUB IN by RIVERA,ANDRES",,,,,,,"SUB IN by RIVERA,ANDRES",1
00:04,"SUB IN by PASS,JOHN",,,,,,,"SUB IN by PASS,JOHN",1
00:04,"SUB OUT by DICKERMAN,JOSH",,,,,,,"SUB OUT by DICKERMAN,JOSH",1
00:04,"SUB OUT by WADE,JUSTIN",,,,,,,"SUB OUT by WADE,JUSTIN",1
00:04,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",1
00:04,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",1
00:00,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
19:40,,25,,30 (+5),"GOOD JUMPER by ATKINSON,QUINN",MILLSAPS 25-30 (+5),,"GOOD JUMPER by ATKINSON,QUINN",2
--,,,,,"ASSIST  by ROBERTSON,MARC",,,"ASSIST  by ROBERTSON,MARC",2
19:26,"MISS LAYUP by SULLIVAN,ALAN",,,,,,,"MISS LAYUP by SULLIVAN,ALAN",2
--,"REBOUND OFF by SULLIVAN,ALAN",,,,,,,"REBOUND OFF by SULLIVAN,ALAN",2
19:23,"MISS LAYUP by SULLIVAN,ALAN",,,,,,,"MISS LAYUP by SULLIVAN,ALAN",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",2
19:16,,,,,"MISS JUMPER by ATKINSON,QUINN",,,"MISS JUMPER by ATKINSON,QUINN",2
--,"REBOUND DEF by HUDSON,CEDRIC",,,,,,,"REBOUND DEF by HUDSON,CEDRIC",2
19:02,"GOOD JUMPER by HUDSON,CEDRIC(in the paint)",27,,30 (+3),,ACM 27-30 (+3),,"GOOD JUMPER by HUDSON,CEDRIC(in the paint)",2
19:02,,,,,"FOUL  by MANCUSO,LOGAN",,,"FOUL  by MANCUSO,LOGAN",2
19:02,"GOOD FT by HUDSON,CEDRIC",28,,30 (+2),,ACM 28-30 (+2),,"GOOD FT by HUDSON,CEDRIC",2
19:02,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
19:02,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
18:50,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",,,"MISS JUMPER by MCSWAIN,JOSHUA",2
--,"REBOUND DEF by SULLIVAN,ALAN",,,,,,,"REBOUND DEF by SULLIVAN,ALAN",2
18:40,"MISS 3PTR by SULLIVAN,ALAN",,,,,,,"MISS 3PTR by SULLIVAN,ALAN",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
18:20,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,"REBOUND DEF by SULLIVAN,ALAN",,,,,,,"REBOUND DEF by SULLIVAN,ALAN",2
18:11,"TURNOVER  by FREET,AUSTIN",,,,,,,"TURNOVER  by FREET,AUSTIN",2
18:11,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
18:11,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
18:11,,,,,"SUB IN by MARKWITH,TRENT",,,"SUB IN by MARKWITH,TRENT",2
18:11,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
18:11,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
18:11,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
17:51,"FOUL  by IGBINOSA,STEPHEN",,,,,,,"FOUL  by IGBINOSA,STEPHEN",2
17:51,,28,,31 (+3),"GOOD FT by GERCHOW,ALEX",MILLSAPS 28-31 (+3),,"GOOD FT by GERCHOW,ALEX",2
17:51,,28,,32 (+4),"GOOD FT by GERCHOW,ALEX",MILLSAPS 28-32 (+4),,"GOOD FT by GERCHOW,ALEX",2
17:46,"MISS LAYUP by HUDSON,CEDRIC",,,,,,,"MISS LAYUP by HUDSON,CEDRIC",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",2
17:41,,,,,"TURNOVER  by MCSWAIN,JOSHUA",,,"TURNOVER  by MCSWAIN,JOSHUA",2
17:41,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",2
17:41,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",2
17:41,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
17:27,"MISS JUMPER by IGBINOSA,STEPHEN",,,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",2
--,"REBOUND OFF by FREET,AUSTIN",,,,,,,"REBOUND OFF by FREET,AUSTIN",2
17:20,"GOOD DUNK by IGBINOSA,STEPHEN(in the paint)",30,,32 (+2),,ACM 30-32 (+2),,"GOOD DUNK by IGBINOSA,STEPHEN(in the paint)",2
--,"ASSIST  by BAEHL,BRIAN",,,,,,,"ASSIST  by BAEHL,BRIAN",2
17:03,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
17:03,"BLOCK  by IGBINOSA,STEPHEN",,,,,,,"BLOCK  by IGBINOSA,STEPHEN",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
16:52,,30,,35 (+5),"GOOD 3PTR by MOORE,MYLES",MILLSAPS 30-35 (+5),,"GOOD 3PTR by MOORE,MYLES",2
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",2
16:39,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",2
16:39,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
16:39,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
16:38,"MISS JUMPER by IGBINOSA,STEPHEN",,,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",2
--,,,,,"REBOUND DEF by MARKWITH,TRENT",,,"REBOUND DEF by MARKWITH,TRENT",2
16:30,,,,,"MISS LAYUP by MARKWITH,TRENT",,,"MISS LAYUP by MARKWITH,TRENT",2
16:30,"BLOCK  by IGBINOSA,STEPHEN",,,,,,,"BLOCK  by IGBINOSA,STEPHEN",2
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,2
16:26,,30,,37 (+7),"GOOD JUMPER by SPENCE,JACOB",MILLSAPS 30-37 (+7),,"GOOD JUMPER by SPENCE,JACOB",2
--,,,,,"ASSIST  by MARKWITH,TRENT",,,"ASSIST  by MARKWITH,TRENT",2
16:11,"MISS JUMPER by IGBINOSA,STEPHEN",,,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",2
--,"REBOUND OFF by HUDSON,CEDRIC",,,,,,,"REBOUND OFF by HUDSON,CEDRIC",2
16:07,"GOOD LAYUP by HUDSON,CEDRIC(in the paint)",32,,37 (+5),,ACM 32-37 (+5),,"GOOD LAYUP by HUDSON,CEDRIC(in the paint)",2
15:55,,,,,"MISS JUMPER by SPENCE,JACOB",,,"MISS JUMPER by SPENCE,JACOB",2
--,,,,,"REBOUND OFF by SPENCE,JACOB",,,"REBOUND OFF by SPENCE,JACOB",2
15:50,,32,,39 (+7),"GOOD LAYUP by SPENCE,JACOB(in the paint)",MILLSAPS 32-39 (+7),,"GOOD LAYUP by SPENCE,JACOB(in the paint)",2
15:40,"GOOD JUMPER by BAEHL,BRIAN",34,,39 (+5),,ACM 34-39 (+5),,"GOOD JUMPER by BAEHL,BRIAN",2
15:32,,,,,"TURNOVER  by MARKWITH,TRENT",,,"TURNOVER  by MARKWITH,TRENT",2
15:30,"STEAL  by FREET,AUSTIN",,,,,,,"STEAL  by FREET,AUSTIN",2
15:27,"MISS LAYUP by HUDSON,CEDRIC",,,,,,,"MISS LAYUP by HUDSON,CEDRIC",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
15:25,"SUB IN by WADE,JUSTIN",,,,,,,"SUB IN by WADE,JUSTIN",2
15:25,"SUB OUT by IGBINOSA,STEPHEN",,,,,,,"SUB OUT by IGBINOSA,STEPHEN",2
15:25,,,,,"SUB IN by ROBERTSON,MARC",,,"SUB IN by ROBERTSON,MARC",2
15:25,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
15:25,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
15:25,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
14:58,,,,,"MISS JUMPER by ROBERTSON,MARC",,,"MISS JUMPER by ROBERTSON,MARC",2
14:58,"BLOCK  by FREET,AUSTIN",,,,,,,"BLOCK  by FREET,AUSTIN",2
--,"REBOUND DEF by FREET,AUSTIN",,,,,,,"REBOUND DEF by FREET,AUSTIN",2
14:48,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
14:48,"GOOD FT by SULLIVAN,ALAN",35,,39 (+4),,ACM 35-39 (+4),,"GOOD FT by SULLIVAN,ALAN",2
14:48,"GOOD FT by SULLIVAN,ALAN",36,,39 (+3),,ACM 36-39 (+3),,"GOOD FT by SULLIVAN,ALAN",2
14:48,,,,,"SUB IN by MCSWAIN,JOSHUA",,,"SUB IN by MCSWAIN,JOSHUA",2
14:48,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
14:31,"FOUL  by BAEHL,BRIAN",,,,,,,"FOUL  by BAEHL,BRIAN",2
14:31,,,,,"MISS FT by JONES,BLAKE",,,"MISS FT by JONES,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
14:31,,,,,"MISS FT by JONES,BLAKE",,,"MISS FT by JONES,BLAKE",2
--,"REBOUND DEF by SULLIVAN,ALAN",,,,,,,"REBOUND DEF by SULLIVAN,ALAN",2
14:11,"MISS 3PTR by SULLIVAN,ALAN",,,,,,,"MISS 3PTR by SULLIVAN,ALAN",2
--,"REBOUND OFF by WADE,JUSTIN",,,,,,,"REBOUND OFF by WADE,JUSTIN",2
14:06,"GOOD LAYUP by WADE,JUSTIN(in the paint)",38,,39 (+1),,ACM 38-39 (+1),,"GOOD LAYUP by WADE,JUSTIN(in the paint)",2
13:39,,38,,41 (+3),"GOOD JUMPER by JONES,BLAKE",MILLSAPS 38-41 (+3),,"GOOD JUMPER by JONES,BLAKE",2
13:23,"GOOD 3PTR by FREET,AUSTIN",41,,41,,ACM 41-41 (0),,"GOOD 3PTR by FREET,AUSTIN",2
--,"ASSIST  by BAEHL,BRIAN",,,,,,,"ASSIST  by BAEHL,BRIAN",2
13:21,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
13:21,"SUB IN by RIVERA,ANDRES",,,,,,,"SUB IN by RIVERA,ANDRES",2
13:21,"SUB OUT by SULLIVAN,ALAN",,,,,,,"SUB OUT by SULLIVAN,ALAN",2
13:00,"FOUL  by RIVERA,ANDRES",,,,,,,"FOUL  by RIVERA,ANDRES",2
13:00,,,,,"MISS FT by JONES,BLAKE",,,"MISS FT by JONES,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
13:00,,41,,42 (+1),"GOOD FT by JONES,BLAKE",MILLSAPS 41-42 (+1),,"GOOD FT by JONES,BLAKE",2
12:52,"MISS 3PTR by RIVERA,ANDRES",,,,,,,"MISS 3PTR by RIVERA,ANDRES",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",2
12:44,,41,,44 (+3),"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",MILLSAPS 41-44 (+3),,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
12:26,"TURNOVER  by SULLIVAN,ALAN",,,,,,,"TURNOVER  by SULLIVAN,ALAN",2
12:26,"FOUL  by SULLIVAN,ALAN",,,,,,,"FOUL  by SULLIVAN,ALAN",2
12:26,"SUB IN by SULLIVAN,ALAN",,,,,,,"SUB IN by SULLIVAN,ALAN",2
12:26,"SUB OUT by RIVERA,ANDRES",,,,,,,"SUB OUT by RIVERA,ANDRES",2
12:23,,41,,46 (+5),"GOOD LAYUP by ATKINSON,QUINN(in the paint)",MILLSAPS 41-46 (+5),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
11:55,"TURNOVER  by HUDSON,CEDRIC",,,,,,,"TURNOVER  by HUDSON,CEDRIC",2
11:53,,,,,"STEAL  by ROBERTSON,MARC",,,"STEAL  by ROBERTSON,MARC",2
11:50,,,,,"TURNOVER  by ROBERTSON,MARC",,,"TURNOVER  by ROBERTSON,MARC",2
11:48,"STEAL  by HUDSON,CEDRIC",,,,,,,"STEAL  by HUDSON,CEDRIC",2
11:44,"GOOD LAYUP by HUDSON,CEDRIC(fastbreak)(in the paint)",43,,46 (+3),,ACM 43-46 (+3),,"GOOD LAYUP by HUDSON,CEDRIC(fastbreak)(in the paint)",2
11:30,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
11:30,"SUB IN by SWISHER,JEREMY",,,,,,,"SUB IN by SWISHER,JEREMY",2
11:30,"SUB OUT by BAEHL,BRIAN",,,,,,,"SUB OUT by BAEHL,BRIAN",2
11:30,"SUB OUT by HUDSON,CEDRIC",,,,,,,"SUB OUT by HUDSON,CEDRIC",2
11:30,"SUB OUT by SULLIVAN,ALAN",,,,,,,"SUB OUT by SULLIVAN,ALAN",2
11:30,"SUB OUT by FREET,AUSTIN",,,,,,,"SUB OUT by FREET,AUSTIN",2
11:30,"SUB OUT by WADE,JUSTIN",,,,,,,"SUB OUT by WADE,JUSTIN",2
11:30,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
11:30,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
11:30,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
11:30,,,,,"SUB OUT by ATKINSON,QUINN",,,"SUB OUT by ATKINSON,QUINN",2
11:30,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
11:30,,,,,"SUB OUT by JONES,BLAKE",,,"SUB OUT by JONES,BLAKE",2
11:30,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",2
11:20,,,,,"MISS JUMPER by JONES,BLAKE",,,"MISS JUMPER by JONES,BLAKE",2
--,"REBOUND DEF by SWISHER,JEREMY",,,,,,,"REBOUND DEF by SWISHER,JEREMY",2
11:08,"GOOD 3PTR by FREET,AUSTIN",46,,46,,ACM 46-46 (0),,"GOOD 3PTR by FREET,AUSTIN",2
--,"ASSIST  by BAEHL,BRIAN",,,,,,,"ASSIST  by BAEHL,BRIAN",2
10:30,,,,,TURNOVER  by TEAM,,,TURNOVER  by TEAM,2
10:02,,,,,"FOUL  by GERCHOW,ALEX",,,"FOUL  by GERCHOW,ALEX",2
10:02,,,,,"SUB IN by MCSWAIN,JOSHUA",,,"SUB IN by MCSWAIN,JOSHUA",2
10:02,,,,,"SUB OUT by GERCHOW,ALEX",,,"SUB OUT by GERCHOW,ALEX",2
09:57,"MISS JUMPER by BAEHL,BRIAN",,,,,,,"MISS JUMPER by BAEHL,BRIAN",2
--,,,,,"REBOUND DEF by MANCUSO,LOGAN",,,"REBOUND DEF by MANCUSO,LOGAN",2
09:49,,46,,49 (+3),"GOOD 3PTR by ROBERTSON,MARC(fastbreak)",MILLSAPS 46-49 (+3),,"GOOD 3PTR by ROBERTSON,MARC(fastbreak)",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
09:33,"TURNOVER  by SWISHER,JEREMY",,,,,,,"TURNOVER  by SWISHER,JEREMY",2
09:33,"FOUL  by SWISHER,JEREMY",,,,,,,"FOUL  by SWISHER,JEREMY",2
09:33,,,,,"SUB IN by MOORE,MYLES",,,"SUB IN by MOORE,MYLES",2
09:10,,,,,"MISS 3PTR by ATKINSON,QUINN",,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
09:06,,46,,51 (+5),"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",MILLSAPS 46-51 (+5),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
08:47,"MISS JUMPER by HUDSON,CEDRIC",,,,,,,"MISS JUMPER by HUDSON,CEDRIC",2
--,"REBOUND OFF by FREET,AUSTIN",,,,,,,"REBOUND OFF by FREET,AUSTIN",2
08:45,,,,,"FOUL  by MOORE,MYLES",,,"FOUL  by MOORE,MYLES",2
08:45,"MISS FT by FREET,AUSTIN",,,,,,,"MISS FT by FREET,AUSTIN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:45,"GOOD FT by FREET,AUSTIN",47,,51 (+4),,ACM 47-51 (+4),,"GOOD FT by FREET,AUSTIN",2
08:45,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
08:45,,,,,"SUB OUT by MOORE,MYLES",,,"SUB OUT by MOORE,MYLES",2
08:17,,,,,"MISS 3PTR by JONES,BLAKE",,,"MISS 3PTR by JONES,BLAKE",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
08:14,,,,,"FOUL  by MCSWAIN,JOSHUA",,,"FOUL  by MCSWAIN,JOSHUA",2
08:14,"GOOD FT by HUDSON,CEDRIC",48,,51 (+3),,ACM 48-51 (+3),,"GOOD FT by HUDSON,CEDRIC",2
08:14,"MISS FT by HUDSON,CEDRIC",,,,,,,"MISS FT by HUDSON,CEDRIC",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
08:14,"SUB IN by SULLIVAN,ALAN",,,,,,,"SUB IN by SULLIVAN,ALAN",2
07:53,,48,,53 (+5),"GOOD JUMPER by MCSWAIN,JOSHUA",MILLSAPS 48-53 (+5),,"GOOD JUMPER by MCSWAIN,JOSHUA",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
07:31,"TURNOVER  by IGBINOSA,STEPHEN",,,,,,,"TURNOVER  by IGBINOSA,STEPHEN",2
07:31,"FOUL  by IGBINOSA,STEPHEN",,,,,,,"FOUL  by IGBINOSA,STEPHEN",2
07:14,,,,,"TURNOVER  by ATKINSON,QUINN",,,"TURNOVER  by ATKINSON,QUINN",2
07:13,"STEAL  by SULLIVAN,ALAN",,,,,,,"STEAL  by SULLIVAN,ALAN",2
07:10,"TURNOVER  by HUDSON,CEDRIC",,,,,,,"TURNOVER  by HUDSON,CEDRIC",2
07:10,,,,,"SUB IN by GAGEN,BRENNAN",,,"SUB IN by GAGEN,BRENNAN",2
07:10,,,,,"SUB IN by SPENCE,JACOB",,,"SUB IN by SPENCE,JACOB",2
07:10,,,,,"SUB OUT by MANCUSO,LOGAN",,,"SUB OUT by MANCUSO,LOGAN",2
06:55,,,,,"TURNOVER  by SPENCE,JACOB",,,"TURNOVER  by SPENCE,JACOB",2
06:55,,,,,"FOUL  by SPENCE,JACOB",,,"FOUL  by SPENCE,JACOB",2
06:34,"GOOD JUMPER by SULLIVAN,ALAN(in the paint)",50,,53 (+3),,ACM 50-53 (+3),,"GOOD JUMPER by SULLIVAN,ALAN(in the paint)",2
06:08,"FOUL  by HUDSON,CEDRIC",,,,,,,"FOUL  by HUDSON,CEDRIC",2
06:08,,,,,"MISS FT by GAGEN,BRENNAN",,,"MISS FT by GAGEN,BRENNAN",2
--,"REBOUND DEF by IGBINOSA,STEPHEN",,,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",2
05:51,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
05:51,"GOOD FT by SULLIVAN,ALAN",51,,53 (+2),,ACM 51-53 (+2),,"GOOD FT by SULLIVAN,ALAN",2
05:51,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
05:51,"GOOD FT by SULLIVAN,ALAN",52,,53 (+1),,ACM 52-53 (+1),,"GOOD FT by SULLIVAN,ALAN",2
05:51,"SUB IN by IGBINOSA,STEPHEN",,,,,,,"SUB IN by IGBINOSA,STEPHEN",2
05:51,"SUB OUT by SWISHER,JEREMY",,,,,,,"SUB OUT by SWISHER,JEREMY",2
05:31,,,,,"MISS 3PTR by ROBERTSON,MARC",,,"MISS 3PTR by ROBERTSON,MARC",2
--,"REBOUND DEF by IGBINOSA,STEPHEN",,,,,,,"REBOUND DEF by IGBINOSA,STEPHEN",2
05:20,"MISS JUMPER by IGBINOSA,STEPHEN",,,,,,,"MISS JUMPER by IGBINOSA,STEPHEN",2
--,"REBOUND OFF by SULLIVAN,ALAN",,,,,,,"REBOUND OFF by SULLIVAN,ALAN",2
05:15,,,,,"FOUL  by GAGEN,BRENNAN",,,"FOUL  by GAGEN,BRENNAN",2
05:15,"GOOD FT by SULLIVAN,ALAN",53,,53,,ACM 53-53 (0),,"GOOD FT by SULLIVAN,ALAN",2
05:15,"GOOD FT by SULLIVAN,ALAN",54 (+1),,53,,ACM 54-53 (-1),,"GOOD FT by SULLIVAN,ALAN",2
05:15,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
05:15,,,,,"SUB IN by MANCUSO,LOGAN",,,"SUB IN by MANCUSO,LOGAN",2
05:15,,,,,"SUB OUT by GAGEN,BRENNAN",,,"SUB OUT by GAGEN,BRENNAN",2
05:15,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",2
04:45,,,,,"MISS JUMPER by MCSWAIN,JOSHUA",,,"MISS JUMPER by MCSWAIN,JOSHUA",2
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",2
04:40,,54,,55 (+1),"GOOD JUMPER by ROBERTSON,MARC(in the paint)",MILLSAPS 54-55 (+1),,"GOOD JUMPER by ROBERTSON,MARC(in the paint)",2
04:25,"MISS JUMPER by SULLIVAN,ALAN",,,,,,,"MISS JUMPER by SULLIVAN,ALAN",2
--,"REBOUND OFF by HUDSON,CEDRIC",,,,,,,"REBOUND OFF by HUDSON,CEDRIC",2
04:18,,,,,"FOUL  by ROBERTSON,MARC",,,"FOUL  by ROBERTSON,MARC",2
04:18,"GOOD FT by HUDSON,CEDRIC",55,,55,,ACM 55-55 (0),,"GOOD FT by HUDSON,CEDRIC",2
04:18,"MISS FT by HUDSON,CEDRIC",,,,,,,"MISS FT by HUDSON,CEDRIC",2
--,"REBOUND OFF by FREET,AUSTIN",,,,,,,"REBOUND OFF by FREET,AUSTIN",2
03:55,"MISS 3PTR by FREET,AUSTIN",,,,,,,"MISS 3PTR by FREET,AUSTIN",2
--,"REBOUND OFF by BAEHL,BRIAN",,,,,,,"REBOUND OFF by BAEHL,BRIAN",2
03:31,"MISS JUMPER by SULLIVAN,ALAN",,,,,,,"MISS JUMPER by SULLIVAN,ALAN",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
03:12,"FOUL  by IGBINOSA,STEPHEN",,,,,,,"FOUL  by IGBINOSA,STEPHEN",2
03:12,,55,,56 (+1),"GOOD FT by ATKINSON,QUINN",MILLSAPS 55-56 (+1),,"GOOD FT by ATKINSON,QUINN",2
03:12,,,,,"MISS FT by ATKINSON,QUINN",,,"MISS FT by ATKINSON,QUINN",2
--,"REBOUND DEF by SULLIVAN,ALAN",,,,,,,"REBOUND DEF by SULLIVAN,ALAN",2
03:04,"TURNOVER  by FREET,AUSTIN",,,,,,,"TURNOVER  by FREET,AUSTIN",2
02:45,,,,,"MISS JUMPER by MANCUSO,LOGAN",,,"MISS JUMPER by MANCUSO,LOGAN",2
--,,,,,"REBOUND OFF by ROBERTSON,MARC",,,"REBOUND OFF by ROBERTSON,MARC",2
02:41,,,,,"MISS LAYUP by ROBERTSON,MARC",,,"MISS LAYUP by ROBERTSON,MARC",2
--,,,,,"REBOUND OFF by MANCUSO,LOGAN",,,"REBOUND OFF by MANCUSO,LOGAN",2
02:37,,,,,"MISS LAYUP by MANCUSO,LOGAN",,,"MISS LAYUP by MANCUSO,LOGAN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
02:37,,,,,"FOUL  by MCSWAIN,JOSHUA",,,"FOUL  by MCSWAIN,JOSHUA",2
02:37,"GOOD FT by FREET,AUSTIN",56,,56,,ACM 56-56 (0),,"GOOD FT by FREET,AUSTIN",2
