Time Remaining,BU,Away Team Score,Play Team Indicator,Home Team Score,MILLMBB,Game Score,Team Indicator,Play,Period
04:04,"SUB IN by GRIFFITHS,JACK",,,,,,,"SUB IN by GRIFFITHS,JACK",2
04:04,"SUB OUT by ANDERSON,DYRON",,,,,,,"SUB OUT by ANDERSON,DYRON",2
03:45,,,,,"FOUL  by MARKWITH,TRENT",,,"FOUL  by MARKWITH,TRENT",2
03:45,"MISS FT by GASKIN,JOSH",,,,,,,"MISS FT by GASKIN,JOSH",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
03:45,"MISS FT by GASKIN,JOSH",,,,,,,"MISS FT by GASKIN,JOSH",2
--,,,,,"REBOUND DEF by ATKINSON,QUINN",,,"REBOUND DEF by ATKINSON,QUINN",2
03:45,,,,,"SUB IN by ATKINSON,QUINN",,,"SUB IN by ATKINSON,QUINN",2
03:45,,,,,"SUB IN by GERCHOW,ALEX",,,"SUB IN by GERCHOW,ALEX",2
03:45,,,,,"SUB OUT by ROBERTSON,MARC",,,"SUB OUT by ROBERTSON,MARC",2
03:45,,,,,"SUB OUT by SPENCE,JACOB",,,"SUB OUT by SPENCE,JACOB",2
03:19,,56,,63 (+7),"GOOD JUMPER by MARKWITH,TRENT",MILLMBB 56-63 (+7),,"GOOD JUMPER by MARKWITH,TRENT",2
03:10,"MISS 3PTR by SIMPSON,DAVID",,,,,,,"MISS 3PTR by SIMPSON,DAVID",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",2
02:44,,,,,"MISS 3PTR by MOORE,MYLES",,,"MISS 3PTR by MOORE,MYLES",2
--,"REBOUND DEF by CARPENTER,JOSH",,,,,,,"REBOUND DEF by CARPENTER,JOSH",2
02:38,"MISS JUMPER by CARPENTER,JOSH",,,,,,,"MISS JUMPER by CARPENTER,JOSH",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
02:35,"FOUL  by MAYERS,DE'LA",,,,,,,"FOUL  by MAYERS,DE'LA",2
02:35,,56,,64 (+8),"GOOD FT by GERCHOW,ALEX",MILLMBB 56-64 (+8),,"GOOD FT by GERCHOW,ALEX",2
02:35,,56,,65 (+9),"GOOD FT by GERCHOW,ALEX",MILLMBB 56-65 (+9),,"GOOD FT by GERCHOW,ALEX",2
02:35,,,,,"SUB IN by JONES,BLAKE",,,"SUB IN by JONES,BLAKE",2
02:35,,,,,"SUB OUT by MARKWITH,TRENT",,,"SUB OUT by MARKWITH,TRENT",2
02:12,"MISS LAYUP by MAYERS,DE'LA",,,,,,,"MISS LAYUP by MAYERS,DE'LA",2
--,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",,,"REBOUND DEF by MCSWAIN,JOSHUA",2
02:02,,,,,"MISS LAYUP by ATKINSON,QUINN",,,"MISS LAYUP by ATKINSON,QUINN",2
02:02,"BLOCK  by GASKIN,JOSH",,,,,,,"BLOCK  by GASKIN,JOSH",2
--,,,,,"REBOUND OFF by GERCHOW,ALEX",,,"REBOUND OFF by GERCHOW,ALEX",2
01:55,,,,,"MISS LAYUP by GERCHOW,ALEX",,,"MISS LAYUP by GERCHOW,ALEX",2
--,"REBOUND DEF by GASKIN,JOSH",,,,,,,"REBOUND DEF by GASKIN,JOSH",2
01:54,"GOOD LAYUP by CARPENTER,JOSH(fastbreak)(in the paint)",58,,65 (+7),,BU 58-65 (+7),,"GOOD LAYUP by CARPENTER,JOSH(fastbreak)(in the paint)",2
01:54,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
01:48,,,,,"TURNOVER  by MOORE,MYLES",,,"TURNOVER  by MOORE,MYLES",2
01:46,"STEAL  by CARPENTER,JOSH",,,,,,,"STEAL  by CARPENTER,JOSH",2
01:44,"TURNOVER  by CARPENTER,JOSH",,,,,,,"TURNOVER  by CARPENTER,JOSH",2
01:37,,58,,67 (+9),"GOOD LAYUP by MCSWAIN,JOSHUA(in the paint)",MILLMBB 58-67 (+9),,"GOOD LAYUP by MCSWAIN,JOSHUA(in the paint)",2
--,,,,,"ASSIST  by JONES,BLAKE",,,"ASSIST  by JONES,BLAKE",2
01:26,"GOOD LAYUP by MAYERS,DE'LA(in the paint)",60,,67 (+7),,BU 60-67 (+7),,"GOOD LAYUP by MAYERS,DE'LA(in the paint)",2
--,"ASSIST  by GRIFFITHS,JACK",,,,,,,"ASSIST  by GRIFFITHS,JACK",2
01:12,,,,,"TURNOVER  by GERCHOW,ALEX",,,"TURNOVER  by GERCHOW,ALEX",2
00:55,"GOOD JUMPER by SIMPSON,DAVID",62,,67 (+5),,BU 62-67 (+5),,"GOOD JUMPER by SIMPSON,DAVID",2
--,"ASSIST  by GRIFFITHS,JACK",,,,,,,"ASSIST  by GRIFFITHS,JACK",2
00:55,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
00:54,"SUB IN by YOUNG,DAJUAN",,,,,,,"SUB IN by YOUNG,DAJUAN",2
00:54,"SUB IN by DOUGLAS,FRED",,,,,,,"SUB IN by DOUGLAS,FRED",2
00:54,"SUB IN by ANDERSON,DYRON",,,,,,,"SUB IN by ANDERSON,DYRON",2
00:54,"SUB OUT by GRIFFITHS,JACK",,,,,,,"SUB OUT by GRIFFITHS,JACK",2
00:54,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",2
00:54,"SUB OUT by SIMPSON,DAVID",,,,,,,"SUB OUT by SIMPSON,DAVID",2
00:51,,62,,69 (+7),"GOOD LAYUP by MOORE,MYLES(fastbreak)(in the paint)",MILLMBB 62-69 (+7),,"GOOD LAYUP by MOORE,MYLES(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by ATKINSON,QUINN",,,"ASSIST  by ATKINSON,QUINN",2
00:42,"GOOD LAYUP by CARPENTER,JOSH(fastbreak)(in the paint)",64,,69 (+5),,BU 64-69 (+5),,"GOOD LAYUP by CARPENTER,JOSH(fastbreak)(in the paint)",2
00:27,"FOUL  by DOUGLAS,FRED",,,,,,,"FOUL  by DOUGLAS,FRED",2
00:27,,,,,"MISS FT by JONES,BLAKE",,,"MISS FT by JONES,BLAKE",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
00:27,,64,,70 (+6),"GOOD FT by JONES,BLAKE",MILLMBB 64-70 (+6),,"GOOD FT by JONES,BLAKE",2
00:27,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,2
00:27,"SUB IN by SIMPSON,DAVID",,,,,,,"SUB IN by SIMPSON,DAVID",2
00:27,"SUB IN by GASKIN,JOSH",,,,,,,"SUB IN by GASKIN,JOSH",2
00:27,"SUB IN by GRIFFITHS,JACK",,,,,,,"SUB IN by GRIFFITHS,JACK",2
00:27,"SUB OUT by YOUNG,DAJUAN",,,,,,,"SUB OUT by YOUNG,DAJUAN",2
00:27,"SUB OUT by DOUGLAS,FRED",,,,,,,"SUB OUT by DOUGLAS,FRED",2
00:27,"SUB OUT by ANDERSON,DYRON",,,,,,,"SUB OUT by ANDERSON,DYRON",2
00:21,"MISS 3PTR by SIMPSON,DAVID",,,,,,,"MISS 3PTR by SIMPSON,DAVID",2
--,,,,,"REBOUND DEF by GERCHOW,ALEX",,,"REBOUND DEF by GERCHOW,ALEX",2
00:17,"FOUL  by GASKIN,JOSH",,,,,,,"FOUL  by GASKIN,JOSH",2
00:17,,64,,71 (+7),"GOOD FT by GERCHOW,ALEX",MILLMBB 64-71 (+7),,"GOOD FT by GERCHOW,ALEX",2
00:17,,64,,72 (+8),"GOOD FT by GERCHOW,ALEX",MILLMBB 64-72 (+8),,"GOOD FT by GERCHOW,ALEX",2
00:17,"SUB IN by YOUNG,DAJUAN",,,,,,,"SUB IN by YOUNG,DAJUAN",2
00:17,"SUB IN by REDDY,JEREMY",,,,,,,"SUB IN by REDDY,JEREMY",2
00:17,"SUB OUT by MAYERS,DE'LA",,,,,,,"SUB OUT by MAYERS,DE'LA",2
00:17,"SUB OUT by GASKIN,JOSH",,,,,,,"SUB OUT by GASKIN,JOSH",2
00:17,,,,,"SUB IN by HANSTAD,RAJAN",,,"SUB IN by HANSTAD,RAJAN",2
00:17,,,,,"SUB OUT by MCSWAIN,JOSHUA",,,"SUB OUT by MCSWAIN,JOSHUA",2
00:13,"MISS JUMPER by GRIFFITHS,JACK",,,,,,,"MISS JUMPER by GRIFFITHS,JACK",2
--,,,,,"REBOUND DEF by JONES,BLAKE",,,"REBOUND DEF by JONES,BLAKE",2
00:07,,,,,"TURNOVER  by JONES,BLAKE",,,"TURNOVER  by JONES,BLAKE",2
00:05,"MISS 3PTR by GRIFFITHS,JACK",,,,,,,"MISS 3PTR by GRIFFITHS,JACK",2
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,2
