Time Remaining,BCM,Away Team Score,Play Team Indicator,Home Team Score,TASMBB,Game Score,Team Indicator,Play,Period
00:33,,,,,"TURNOVER  by HANSTAD,RAJAN",,,"TURNOVER  by HANSTAD,RAJAN",2
00:32,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
00:29,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",58,,86 (+28),,BCM 58-86 (+28),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
--,"ASSIST  by MCCLOUD,ALTON",,,,,,,"ASSIST  by MCCLOUD,ALTON",2
00:19,,,,,"TURNOVER  by COLEMAN,DANIEL",,,"TURNOVER  by COLEMAN,DANIEL",2
00:17,"FOUL  by FENTON,CLINT",,,,,,,"FOUL  by FENTON,CLINT",2
00:13,,,,,"TURNOVER  by HANSTAD,RAJAN",,,"TURNOVER  by HANSTAD,RAJAN",2
00:12,"STEAL  by MCCLOUD,LEE",,,,,,,"STEAL  by MCCLOUD,LEE",2
00:08,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",60,,86 (+26),,BCM 60-86 (+26),,"GOOD LAYUP by SCHERRMAN,BLAKE(in the paint)",2
00:04,,,,,"TURNOVER  by MASON,ROBERT WADE",,,"TURNOVER  by MASON,ROBERT WADE",2
00:04,"STEAL  by FENTON,CLINT",,,,,,,"STEAL  by FENTON,CLINT",2
00:02,"MISS LAYUP by SCHICK,BRANDON",,,,,,,"MISS LAYUP by SCHICK,BRANDON",2
--,"REBOUND OFF by SCHICK,BRANDON",,,,,,,"REBOUND OFF by SCHICK,BRANDON",2
00:00,"GOOD LAYUP by SCHICK,BRANDON(in the paint)",62,,86 (+24),,BCM 62-86 (+24),,"GOOD LAYUP by SCHICK,BRANDON(in the paint)",2
