Time Remaining,MILLSAPS,Away Team Score,Play Team Indicator,Home Team Score,SEWANEE,Game Score,Team Indicator,Play,Period
16:40,,5 (+1),,4,"GOOD JUMPER by MCCULLOUGH,JACOB",SEWANEE 5-4 (+1),,"GOOD JUMPER by MCCULLOUGH,JACOB",1
16:18,"MISS LAYUP by MARKWITH,TRENT",,,,,,,"MISS LAYUP by MARKWITH,TRENT",1
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",1
16:13,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",7 (+3),,4,,MILLSAPS 7-4 (+3),,"GOOD JUMPER by GERCHOW,ALEX(in the paint)",1
15:58,,,,,"MISS JUMPER by CARTER,KESHONN",,,"MISS JUMPER by CARTER,KESHONN",1
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",1
15:55,,,,,"FOUL  by STONE,BRODY",,,"FOUL  by STONE,BRODY",1
15:55,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
15:55,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
15:41,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",9 (+5),,4,,MILLSAPS 9-4 (+5),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",1
--,"ASSIST ASSIST by ATKINSON,QUINN",,,,,,,"ASSIST ASSIST by ATKINSON,QUINN",1
15:22,,9 (+2),,7,"GOOD 3PTR by BORN,CLAY",SEWANEE 9-7 (+2),,"GOOD 3PTR by BORN,CLAY",1
--,,,,,"ASSIST ASSIST by MCCULLOUGH,JACOB",,,"ASSIST ASSIST by MCCULLOUGH,JACOB",1
14:53,"MISS JUMPER by GAGEN,BRENNAN",,,,,,,"MISS JUMPER by GAGEN,BRENNAN",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
14:48,,9,,9,"GOOD LAYUP by BORN,CLAY(fastbreak)(in the paint)",SEWANEE 9-9 (0),,"GOOD LAYUP by BORN,CLAY(fastbreak)(in the paint)",1
14:48,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",1
14:48,,,,,"MISS FT by BORN,CLAY",,,"MISS FT by BORN,CLAY",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
14:46,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
14:46,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",1
14:46,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
14:46,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",1
14:46,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",1
14:46,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
14:46,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",1
14:32,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by JONES,CODY",,,"REBOUND DEF by JONES,CODY",1
14:23,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",1
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",1
14:18,"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",11 (+2),,9,,MILLSAPS 11-9 (+2),,"GOOD LAYUP by ATKINSON,QUINN(fastbreak)(in the paint)",1
--,"ASSIST ASSIST by JONES,BLAKE",,,,,,,"ASSIST ASSIST by JONES,BLAKE",1
13:58,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
13:54,"FOUL  by MASON,ROBERT WADE",,,,,,,"FOUL  by MASON,ROBERT WADE",1
13:54,,11 (+1),,10,"GOOD FT by CARTER,KESHONN",SEWANEE 11-10 (+1),,"GOOD FT by CARTER,KESHONN",1
13:54,,11,,11,"GOOD FT by CARTER,KESHONN",SEWANEE 11-11 (0),,"GOOD FT by CARTER,KESHONN",1
13:54,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
13:54,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
13:54,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
13:54,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
13:54,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
13:54,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
13:08,"MISS JUMPER by MASON,ROBERT WADE",,,,,,,"MISS JUMPER by MASON,ROBERT WADE",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
13:06,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",1
13:05,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",1
12:59,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",13 (+2),,11,,MILLSAPS 13-11 (+2),,"GOOD LAYUP by ROBERTSON,MARC(fastbreak)(in the paint)",1
12:42,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",1
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",1
12:26,"MISS JUMPER by MASON,ROBERT WADE",,,,,,,"MISS JUMPER by MASON,ROBERT WADE",1
--,,,,,"REBOUND DEF by BROWN,SETH",,,"REBOUND DEF by BROWN,SETH",1
12:08,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",1
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",1
11:53,"TURNOVER  by JONES,BLAKE",,,,,,,"TURNOVER  by JONES,BLAKE",1
11:51,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",1
11:49,,13,,13,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",SEWANEE 13-13 (0),,"GOOD LAYUP by BUESCHER,HUNTER(fastbreak)(in the paint)",1
11:44,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,1
11:44,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",1
11:44,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",1
11:44,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
11:44,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
11:44,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
11:44,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
11:44,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
11:44,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
11:30,,,,,"FOUL  by BUESCHER,HUNTER",,,"FOUL  by BUESCHER,HUNTER",1
11:30,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
11:30,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",1
11:30,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",1
11:30,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",1
11:30,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",1
11:24,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
11:05,,,,,"MISS 3PTR by BORN,CLAY",,,"MISS 3PTR by BORN,CLAY",1
--,"REBOUND DEF by MASON,ROBERT WADE",,,,,,,"REBOUND DEF by MASON,ROBERT WADE",1
10:47,"GOOD 3PTR by ATKINSON,QUINN",16 (+3),,13,,MILLSAPS 16-13 (+3),,"GOOD 3PTR by ATKINSON,QUINN",1
10:45,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
10:45,,,,,"SUB OUT by CALDWELL,CAM",,,"SUB OUT by CALDWELL,CAM",1
10:38,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",1
10:11,"GOOD JUMPER by GERCHOW,ALEX",18 (+5),,13,,MILLSAPS 18-13 (+5),,"GOOD JUMPER by GERCHOW,ALEX",1
--,"ASSIST ASSIST by ATKINSON,QUINN",,,,,,,"ASSIST ASSIST by ATKINSON,QUINN",1
09:59,,18 (+2),,16,"GOOD 3PTR by JONES,CODY",SEWANEE 18-16 (+2),,"GOOD 3PTR by JONES,CODY",1
09:46,"GOOD JUMPER by GAGEN,BRENNAN(in the paint)",20 (+4),,16,,MILLSAPS 20-16 (+4),,"GOOD JUMPER by GAGEN,BRENNAN(in the paint)",1
09:24,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",1
--,,,,,"REBOUND OFF by CARTER,KESHONN",,,"REBOUND OFF by CARTER,KESHONN",1
09:18,,,,,"MISS JUMPER by JONES,CODY",,,"MISS JUMPER by JONES,CODY",1
--,,,,,"REBOUND OFF by JONES,CODY",,,"REBOUND OFF by JONES,CODY",1
09:14,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",1
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",1
09:06,,,,,"TURNOVER  by JONES,CODY",,,"TURNOVER  by JONES,CODY",1
09:06,"STEAL  by GAGEN,BRENNAN",,,,,,,"STEAL  by GAGEN,BRENNAN",1
08:48,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",1
08:48,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",1
08:44,,20 (+2),,18,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",SEWANEE 20-18 (+2),,"GOOD LAYUP by CARTER,KESHONN(fastbreak)(in the paint)",1
08:15,"MISS JUMPER by MASON,ROBERT WADE",,,,,,,"MISS JUMPER by MASON,ROBERT WADE",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
08:02,,20,,21 (+1),"GOOD 3PTR by BORN,CLAY",SEWANEE 20-21 (-1),,"GOOD 3PTR by BORN,CLAY",1
07:58,TIMEOUT 30s by TEAM,,,,,,,TIMEOUT 30s by TEAM,1
07:58,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",1
07:58,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",1
07:58,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
07:58,,,,,"SUB IN by BROWN,SETH",,,"SUB IN by BROWN,SETH",1
07:58,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
07:58,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
07:58,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
07:58,,,,,"SUB OUT by STONE,BRODY",,,"SUB OUT by STONE,BRODY",1
07:45,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",1
--,,,,,REBOUND DEF by TEAM,,,REBOUND DEF by TEAM,1
07:22,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",1
07:21,"STEAL  by MARKWITH,TRENT",,,,,,,"STEAL  by MARKWITH,TRENT",1
07:17,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",22 (+1),,21,,MILLSAPS 22-21 (+1),,"GOOD LAYUP by MARKWITH,TRENT(fastbreak)(in the paint)",1
06:52,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",1
--,,,,,"REBOUND OFF by TOME,MATT",,,"REBOUND OFF by TOME,MATT",1
06:47,,,,,"MISS JUMPER by TOME,MATT",,,"MISS JUMPER by TOME,MATT",1
--,,,,,REBOUND OFF by TEAM,,,REBOUND OFF by TEAM,1
06:47,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",1
06:47,"SUB OUT by MASON,ROBERT WADE",,,,,,,"SUB OUT by MASON,ROBERT WADE",1
06:45,,,,,TIMEOUT TEAM by TEAM,,,TIMEOUT TEAM by TEAM,1
06:45,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
06:45,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
06:30,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",1
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",1
06:14,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",1
06:14,,,,,"SUB IN by TURNER,BYRON",,,"SUB IN by TURNER,BYRON",1
06:14,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
05:56,,22,,23 (+1),"GOOD LAYUP by BROWN,SETH(in the paint)",SEWANEE 22-23 (-1),,"GOOD LAYUP by BROWN,SETH(in the paint)",1
05:33,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",1
--,"REBOUND OFF by GERCHOW,ALEX",,,,,,,"REBOUND OFF by GERCHOW,ALEX",1
05:30,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",24 (+1),,23,,MILLSAPS 24-23 (+1),,"GOOD LAYUP by GERCHOW,ALEX(in the paint)",1
05:11,,24,,25 (+1),"GOOD JUMPER by BORN,CLAY",SEWANEE 24-25 (-1),,"GOOD JUMPER by BORN,CLAY",1
04:56,"MISS JUMPER by GERCHOW,ALEX",,,,,,,"MISS JUMPER by GERCHOW,ALEX",1
--,"REBOUND OFF by MARKWITH,TRENT",,,,,,,"REBOUND OFF by MARKWITH,TRENT",1
04:43,"GOOD TIPIN by MARKWITH,TRENT(in the paint)",26 (+1),,25,,MILLSAPS 26-25 (+1),,"GOOD TIPIN by MARKWITH,TRENT(in the paint)",1
04:30,,,,,"MISS JUMPER by BROWN,SETH",,,"MISS JUMPER by BROWN,SETH",1
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",1
04:23,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",1
04:22,,,,,"STEAL  by BROWN,SETH",,,"STEAL  by BROWN,SETH",1
04:13,,26,,27 (+1),"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",SEWANEE 26-27 (-1),,"GOOD LAYUP by MCCULLOUGH,JACOB(in the paint)",1
03:41,"GOOD JUMPER by ROBERTSON,MARC",28 (+1),,27,,MILLSAPS 28-27 (+1),,"GOOD JUMPER by ROBERTSON,MARC",1
03:15,,,,,"MISS 3PTR by MCCULLOUGH,JACOB",,,"MISS 3PTR by MCCULLOUGH,JACOB",1
--,"REBOUND DEF by ROBERTSON,MARC",,,,,,,"REBOUND DEF by ROBERTSON,MARC",1
02:55,"FOUL  by MARKWITH,TRENT",,,,,,,"FOUL  by MARKWITH,TRENT",1
02:55,"TURNOVER  by MARKWITH,TRENT",,,,,,,"TURNOVER  by MARKWITH,TRENT",1
02:51,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",1
02:51,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",1
02:51,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",1
02:51,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",1
02:51,,,,,"SUB IN by CARTER,KESHONN",,,"SUB IN by CARTER,KESHONN",1
02:51,,,,,"SUB IN by STONE,BRODY",,,"SUB IN by STONE,BRODY",1
02:51,,,,,"SUB IN by BUESCHER,HUNTER",,,"SUB IN by BUESCHER,HUNTER",1
02:51,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
02:51,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
02:51,,,,,"SUB OUT by TURNER,BYRON",,,"SUB OUT by TURNER,BYRON",1
02:51,,,,,"SUB OUT by BROWN,SETH",,,"SUB OUT by BROWN,SETH",1
02:51,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
02:45,,,,,"TURNOVER  by TOME,MATT",,,"TURNOVER  by TOME,MATT",1
02:44,"STEAL  by ROBERTSON,MARC",,,,,,,"STEAL  by ROBERTSON,MARC",1
02:39,,,,,"FOUL  by TOME,MATT",,,"FOUL  by TOME,MATT",1
02:39,"MISS FT by ROBERTSON,MARC",,,,,,,"MISS FT by ROBERTSON,MARC",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
02:39,"GOOD FT by ROBERTSON,MARC",29 (+2),,27,,MILLSAPS 29-27 (+2),,"GOOD FT by ROBERTSON,MARC",1
02:19,,,,,"TURNOVER  by MCCULLOUGH,JACOB",,,"TURNOVER  by MCCULLOUGH,JACOB",1
02:18,"STEAL  by MANCUSO,LOGAN",,,,,,,"STEAL  by MANCUSO,LOGAN",1
02:04,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",1
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",1
01:59,,,,,"TURNOVER  by STONE,BRODY",,,"TURNOVER  by STONE,BRODY",1
01:59,"STEAL  by ATKINSON,QUINN",,,,,,,"STEAL  by ATKINSON,QUINN",1
01:50,,,,,"FOUL  by CARTER,KESHONN",,,"FOUL  by CARTER,KESHONN",1
01:50,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
01:50,"GOOD FT by ATKINSON,QUINN",30 (+3),,27,,MILLSAPS 30-27 (+3),,"GOOD FT by ATKINSON,QUINN",1
01:50,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",1
01:50,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",1
01:50,,,,,"SUB IN by CALDWELL,CAM",,,"SUB IN by CALDWELL,CAM",1
01:50,,,,,"SUB OUT by CARTER,KESHONN",,,"SUB OUT by CARTER,KESHONN",1
01:37,,30 (+1),,29,"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 30-29 (+1),,"GOOD LAYUP by STONE,BRODY(in the paint)",1
--,,,,,"ASSIST ASSIST by CALDWELL,CAM",,,"ASSIST ASSIST by CALDWELL,CAM",1
01:37,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",1
01:30,,,,,"MISS FT by STONE,BRODY",,,"MISS FT by STONE,BRODY",1
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",1
01:30,,,,,"SUB IN by JONES,CODY",,,"SUB IN by JONES,CODY",1
01:30,,,,,"SUB IN by BORN,CLAY",,,"SUB IN by BORN,CLAY",1
01:30,,,,,"SUB OUT by TOME,MATT",,,"SUB OUT by TOME,MATT",1
01:30,,,,,"SUB OUT by MCCULLOUGH,JACOB",,,"SUB OUT by MCCULLOUGH,JACOB",1
01:10,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",1
01:10,,,,,"STEAL  by BUESCHER,HUNTER",,,"STEAL  by BUESCHER,HUNTER",1
00:49,,,,,"MISS 3PTR by BUESCHER,HUNTER",,,"MISS 3PTR by BUESCHER,HUNTER",1
--,"REBOUND DEF by MANCUSO,LOGAN",,,,,,,"REBOUND DEF by MANCUSO,LOGAN",1
00:41,"MISS 3PTR by ROBERTSON,MARC",,,,,,,"MISS 3PTR by ROBERTSON,MARC",1
--,,,,,"REBOUND DEF by BUESCHER,HUNTER",,,"REBOUND DEF by BUESCHER,HUNTER",1
00:34,"FOUL  by JONES,BLAKE",,,,,,,"FOUL  by JONES,BLAKE",1
00:34,,,,,"SUB IN by MCCULLOUGH,JACOB",,,"SUB IN by MCCULLOUGH,JACOB",1
00:34,,,,,"SUB OUT by BUESCHER,HUNTER",,,"SUB OUT by BUESCHER,HUNTER",1
00:30,,30,,31 (+1),"GOOD JUMPER by STONE,BRODY",SEWANEE 30-31 (-1),,"GOOD JUMPER by STONE,BRODY",1
00:03,,,,,"FOUL  by BORN,CLAY",,,"FOUL  by BORN,CLAY",1
00:03,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",1
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,1
00:03,"GOOD FT by ATKINSON,QUINN",31,,31,,MILLSAPS 31-31 (0),,"GOOD FT by ATKINSON,QUINN",1
00:03,,,,,"SUB IN by TOME,MATT",,,"SUB IN by TOME,MATT",1
00:03,,,,,"SUB IN by KUELLING,CHRIS",,,"SUB IN by KUELLING,CHRIS",1
00:03,,,,,"SUB OUT by JONES,CODY",,,"SUB OUT by JONES,CODY",1
00:03,,,,,"SUB OUT by BORN,CLAY",,,"SUB OUT by BORN,CLAY",1
00:00,,,,,"MISS 3PTR by TURNER,BYRON",,,"MISS 3PTR by TURNER,BYRON",1
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,1
19:53,,31,,33 (+2),"GOOD LAYUP by STONE,BRODY(in the paint)",SEWANEE 31-33 (-2),,"GOOD LAYUP by STONE,BRODY(in the paint)",2
--,,,,,"ASSIST ASSIST by MCCULLOUGH,JACOB",,,"ASSIST ASSIST by MCCULLOUGH,JACOB",2
19:39,"MISS JUMPER by ATKINSON,QUINN",,,,,,,"MISS JUMPER by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
19:23,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
19:23,,31,,34 (+3),"GOOD FT by CARTER,KESHONN",SEWANEE 31-34 (-3),,"GOOD FT by CARTER,KESHONN",2
19:23,,,,,"MISS FT by CARTER,KESHONN",,,"MISS FT by CARTER,KESHONN",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
19:04,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
19:03,,,,,"STEAL  by CARTER,KESHONN",,,"STEAL  by CARTER,KESHONN",2
18:54,,,,,"MISS 3PTR by JONES,CODY",,,"MISS 3PTR by JONES,CODY",2
--,,,,,"REBOUND OFF by STONE,BRODY",,,"REBOUND OFF by STONE,BRODY",2
18:50,,,,,"MISS JUMPER by MCCULLOUGH,JACOB",,,"MISS JUMPER by MCCULLOUGH,JACOB",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
18:48,"MISS JUMPER by ROBERTSON,MARC",,,,,,,"MISS JUMPER by ROBERTSON,MARC",2
18:48,,,,,"BLOCK  by CARTER,KESHONN",,,"BLOCK  by CARTER,KESHONN",2
--,,,,,"REBOUND DEF by BORN,CLAY",,,"REBOUND DEF by BORN,CLAY",2
18:48,,,,,"MISS JUMPER by BORN,CLAY",,,"MISS JUMPER by BORN,CLAY",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
18:48,"MISS 3PTR by GAGEN,BRENNAN",,,,,,,"MISS 3PTR by GAGEN,BRENNAN",2
--,,,,,"REBOUND DEF by STONE,BRODY",,,"REBOUND DEF by STONE,BRODY",2
18:48,,31,,37 (+6),"GOOD 3PTR by JONES,CODY",SEWANEE 31-37 (-6),,"GOOD 3PTR by JONES,CODY",2
--,,,,,"ASSIST ASSIST by BORN,CLAY",,,"ASSIST ASSIST by BORN,CLAY",2
17:55,TIMEOUT FULL by TEAM,,,,,,,TIMEOUT FULL by TEAM,2
17:37,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
17:37,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
