Time Remaining,MILLMBB,Away Team Score,Play Team Indicator,Home Team Score,LCM,Game Score,Team Indicator,Play,Period
00:33,,,,,"SUB IN by LANGSTON,TYLER",,,"SUB IN by LANGSTON,TYLER",1
00:33,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",1
00:19,,31,,49 (+18),"GOOD JUMPER by OLSON,JUSTYN(in the paint)",LCM 31-49 (-18),,"GOOD JUMPER by OLSON,JUSTYN(in the paint)",1
--,,,,,"ASSIST  by GAETANOS,JACOB",,,"ASSIST  by GAETANOS,JACOB",1
00:06,,,,,"FOUL  by LANGSTON,TYLER",,,"FOUL  by LANGSTON,TYLER",1
00:06,"MISS FT by GAGEN,BRENNAN",,,,,,,"MISS FT by GAGEN,BRENNAN",1
--,,,,,"REBOUND DEF by HENDERSON,JARED",,,"REBOUND DEF by HENDERSON,JARED",1
00:01,,,,,"MISS 3PTR by BONNER,ALEX",,,"MISS 3PTR by BONNER,ALEX",1
--,,,,,"REBOUND OFF by GAETANOS,JACOB",,,"REBOUND OFF by GAETANOS,JACOB",1
20:00,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
20:00,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
20:00,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
20:00,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
20:00,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
20:00,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
20:00,,,,,"SUB IN by PARKER,DUNCAN",,,"SUB IN by PARKER,DUNCAN",2
20:00,,,,,"SUB IN by VANDERBROOK,DREW",,,"SUB IN by VANDERBROOK,DREW",2
20:00,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
20:00,,,,,"SUB IN by WAGNER,MARK",,,"SUB IN by WAGNER,MARK",2
20:00,,,,,"SUB OUT by HENDERSON,JARED",,,"SUB OUT by HENDERSON,JARED",2
20:00,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",2
20:00,,,,,"SUB OUT by GAETANOS,JACOB",,,"SUB OUT by GAETANOS,JACOB",2
20:00,,,,,"SUB OUT by LANGSTON,TYLER",,,"SUB OUT by LANGSTON,TYLER",2
19:38,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",33,,49 (+16),,MILLMBB 33-49 (-16),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
19:29,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
19:29,,,,,"MISS FT by OLSON,JUSTYN",,,"MISS FT by OLSON,JUSTYN",2
--,,,,,REBOUND DEADB by TEAM,,,REBOUND DEADB by TEAM,2
19:29,,33,,50 (+17),"GOOD FT by OLSON,JUSTYN",LCM 33-50 (-17),,"GOOD FT by OLSON,JUSTYN",2
19:29,,,,,"SUB IN by WHITE,MIKE",,,"SUB IN by WHITE,MIKE",2
19:29,,,,,"SUB OUT by PARKER,DUNCAN",,,"SUB OUT by PARKER,DUNCAN",2
19:06,"TURNOVER  by ATKINSON,QUINN",,,,,,,"TURNOVER  by ATKINSON,QUINN",2
19:01,,,,,"STEAL  by OLSON,JUSTYN",,,"STEAL  by OLSON,JUSTYN",2
19:00,,33,,52 (+19),"GOOD LAYUP by OLSON,JUSTYN(in the paint)",LCM 33-52 (-19),,"GOOD LAYUP by OLSON,JUSTYN(in the paint)",2
18:42,"MISS 3PTR by JONES,BLAKE",,,,,,,"MISS 3PTR by JONES,BLAKE",2
--,,,,,"REBOUND DEF by WHITE,MIKE",,,"REBOUND DEF by WHITE,MIKE",2
18:33,,33,,54 (+21),"GOOD LAYUP by OLSON,JUSTYN(fastbreak)(in the paint)",LCM 33-54 (-21),,"GOOD LAYUP by OLSON,JUSTYN(fastbreak)(in the paint)",2
18:07,"TURNOVER  by ROBERTSON,MARC",,,,,,,"TURNOVER  by ROBERTSON,MARC",2
18:02,,33,,56 (+23),"GOOD LAYUP by OLSON,JUSTYN(fastbreak)(in the paint)",LCM 33-56 (-23),,"GOOD LAYUP by OLSON,JUSTYN(fastbreak)(in the paint)",2
--,,,,,"ASSIST  by FORD,BRAXTON",,,"ASSIST  by FORD,BRAXTON",2
18:02,"FOUL  by GERCHOW,ALEX",,,,,,,"FOUL  by GERCHOW,ALEX",2
18:02,,33,,57 (+24),"GOOD FT by OLSON,JUSTYN",LCM 33-57 (-24),,"GOOD FT by OLSON,JUSTYN",2
17:52,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
17:52,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
17:52,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
17:52,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
17:52,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
17:52,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
17:52,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
17:52,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
17:52,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
17:52,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
17:42,"MISS LAYUP by MCSWAIN,JOSHUA",,,,,,,"MISS LAYUP by MCSWAIN,JOSHUA",2
--,,,,,"REBOUND DEF by WHITE,MIKE",,,"REBOUND DEF by WHITE,MIKE",2
17:36,,,,,"MISS 3PTR by VANDERBROOK,DREW",,,"MISS 3PTR by VANDERBROOK,DREW",2
--,,,,,"REBOUND OFF by OLSON,JUSTYN",,,"REBOUND OFF by OLSON,JUSTYN",2
17:26,,,,,"MISS 3PTR by OLSON,JUSTYN",,,"MISS 3PTR by OLSON,JUSTYN",2
--,,,,,"REBOUND OFF by VANDERBROOK,DREW",,,"REBOUND OFF by VANDERBROOK,DREW",2
17:06,,33,,59 (+26),"GOOD LAYUP by WHITE,MIKE(in the paint)",LCM 33-59 (-26),,"GOOD LAYUP by WHITE,MIKE(in the paint)",2
--,,,,,"ASSIST  by OLSON,JUSTYN",,,"ASSIST  by OLSON,JUSTYN",2
16:35,"GOOD JUMPER by MASON,ROBERT WADE(in the paint)",35,,59 (+24),,MILLMBB 35-59 (-24),,"GOOD JUMPER by MASON,ROBERT WADE(in the paint)",2
--,"ASSIST  by MCSWAIN,JOSHUA",,,,,,,"ASSIST  by MCSWAIN,JOSHUA",2
16:19,,,,,"MISS JUMPER by VANDERBROOK,DREW",,,"MISS JUMPER by VANDERBROOK,DREW",2
--,REBOUND DEF by TEAM,,,,,,,REBOUND DEF by TEAM,2
16:16,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
16:16,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
16:16,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",2
16:16,,,,,"SUB IN by ROSETTI,NATE",,,"SUB IN by ROSETTI,NATE",2
16:16,,,,,"SUB OUT by OLSON,JUSTYN",,,"SUB OUT by OLSON,JUSTYN",2
16:16,,,,,"SUB OUT by WAGNER,MARK",,,"SUB OUT by WAGNER,MARK",2
15:52,"MISS JUMPER by MASON,ROBERT WADE",,,,,,,"MISS JUMPER by MASON,ROBERT WADE",2
15:52,,,,,"BLOCK  by VANDERBROOK,DREW",,,"BLOCK  by VANDERBROOK,DREW",2
--,,,,,"REBOUND DEF by WHITE,MIKE",,,"REBOUND DEF by WHITE,MIKE",2
15:42,,,,,"MISS 3PTR by VANDERBROOK,DREW",,,"MISS 3PTR by VANDERBROOK,DREW",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
15:04,TURNOVER  by TEAM,,,,,,,TURNOVER  by TEAM,2
15:04,,,,,"SUB IN by GAETANOS,JACOB",,,"SUB IN by GAETANOS,JACOB",2
15:04,,,,,"SUB OUT by VANDERBROOK,DREW",,,"SUB OUT by VANDERBROOK,DREW",2
14:49,,,,,"MISS 3PTR by WHITE,MIKE",,,"MISS 3PTR by WHITE,MIKE",2
--,,,,,"REBOUND OFF by BONNER,ALEX",,,"REBOUND OFF by BONNER,ALEX",2
14:45,"FOUL  by MASON,ROBERT WADE",,,,,,,"FOUL  by MASON,ROBERT WADE",2
14:25,,35,,61 (+26),"GOOD JUMPER by BONNER,ALEX",LCM 35-61 (-26),,"GOOD JUMPER by BONNER,ALEX",2
13:54,"MISS JUMPER by MARKWITH,TRENT",,,,,,,"MISS JUMPER by MARKWITH,TRENT",2
--,,,,,"REBOUND DEF by BONNER,ALEX",,,"REBOUND DEF by BONNER,ALEX",2
13:48,,,,,"FOUL  by GAETANOS,JACOB",,,"FOUL  by GAETANOS,JACOB",2
13:48,,,,,"TURNOVER  by GAETANOS,JACOB",,,"TURNOVER  by GAETANOS,JACOB",2
13:48,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
13:48,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
13:48,"SUB IN by SMITH,BAILEY",,,,,,,"SUB IN by SMITH,BAILEY",2
13:48,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
13:48,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
13:48,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
13:48,"SUB OUT by MASON,ROBERT WADE",,,,,,,"SUB OUT by MASON,ROBERT WADE",2
13:48,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
13:48,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
13:48,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",2
13:34,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",37,,61 (+24),,MILLMBB 37-61 (-24),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
13:27,,,,,"MISS 3PTR by FORD,BRAXTON",,,"MISS 3PTR by FORD,BRAXTON",2
--,"REBOUND DEF by ATKINSON,QUINN",,,,,,,"REBOUND DEF by ATKINSON,QUINN",2
13:17,,,,,"FOUL  by WHITE,MIKE",,,"FOUL  by WHITE,MIKE",2
13:11,"GOOD FT by GERCHOW,ALEX",38,,61 (+23),,MILLMBB 38-61 (-23),,"GOOD FT by GERCHOW,ALEX",2
13:11,"GOOD FT by GERCHOW,ALEX",39,,61 (+22),,MILLMBB 39-61 (-22),,"GOOD FT by GERCHOW,ALEX",2
13:11,,,,,"SUB IN by PARKER,DUNCAN",,,"SUB IN by PARKER,DUNCAN",2
13:11,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
13:11,,,,,"SUB IN by LANGSTON,TYLER",,,"SUB IN by LANGSTON,TYLER",2
13:11,,,,,"SUB OUT by WHITE,MIKE",,,"SUB OUT by WHITE,MIKE",2
13:11,,,,,"SUB OUT by GAETANOS,JACOB",,,"SUB OUT by GAETANOS,JACOB",2
13:11,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
12:49,,,,,"MISS JUMPER by ROSETTI,NATE",,,"MISS JUMPER by ROSETTI,NATE",2
--,,,,,"REBOUND OFF by BONNER,ALEX",,,"REBOUND OFF by BONNER,ALEX",2
12:43,,39,,63 (+24),"GOOD LAYUP by BONNER,ALEX(in the paint)",LCM 39-63 (-24),,"GOOD LAYUP by BONNER,ALEX(in the paint)",2
12:39,,,,,"FOUL  by BONNER,ALEX",,,"FOUL  by BONNER,ALEX",2
12:13,"GOOD 3PTR by JONES,BLAKE",42,,63 (+21),,MILLMBB 42-63 (-21),,"GOOD 3PTR by JONES,BLAKE",2
--,"ASSIST  by ATKINSON,QUINN",,,,,,,"ASSIST  by ATKINSON,QUINN",2
11:59,,,,,"MISS JUMPER by ADEDOYIN,ELIJAH",,,"MISS JUMPER by ADEDOYIN,ELIJAH",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
11:38,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",44,,63 (+19),,MILLMBB 44-63 (-19),,"GOOD LAYUP by ATKINSON,QUINN(in the paint)",2
11:15,"FOUL  by SMITH,BAILEY",,,,,,,"FOUL  by SMITH,BAILEY",2
11:15,,,,,"SUB IN by WHITE,MIKE",,,"SUB IN by WHITE,MIKE",2
11:15,,,,,"SUB OUT by PARKER,DUNCAN",,,"SUB OUT by PARKER,DUNCAN",2
11:04,,44,,65 (+21),"GOOD DUNK by WHITE,MIKE(in the paint)",LCM 44-65 (-21),,"GOOD DUNK by WHITE,MIKE(in the paint)",2
--,,,,,"ASSIST  by BONNER,ALEX",,,"ASSIST  by BONNER,ALEX",2
10:48,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
10:48,,,,,"FOUL  by WHITE,MIKE",,,"FOUL  by WHITE,MIKE",2
10:48,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
--,,,,,"REBOUND DEF by LANGSTON,TYLER",,,"REBOUND DEF by LANGSTON,TYLER",2
10:48,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
10:48,"SUB OUT by SMITH,BAILEY",,,,,,,"SUB OUT by SMITH,BAILEY",2
10:48,"SUB OUT by ROBERTSON,MARC",,,,,,,"SUB OUT by ROBERTSON,MARC",2
10:48,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
10:48,,,,,"SUB IN by MCCAULEY,MICHAEL",,,"SUB IN by MCCAULEY,MICHAEL",2
10:48,,,,,"SUB IN by RICE,MILES",,,"SUB IN by RICE,MILES",2
10:48,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
10:48,,,,,"SUB OUT by WHITE,MIKE",,,"SUB OUT by WHITE,MIKE",2
10:48,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",2
10:48,,,,,"SUB OUT by ROSETTI,NATE",,,"SUB OUT by ROSETTI,NATE",2
10:48,,,,,"SUB OUT by LANGSTON,TYLER",,,"SUB OUT by LANGSTON,TYLER",2
10:44,,44,,67 (+23),"GOOD LAYUP by ROSETTI,NATE(in the paint)",LCM 44-67 (-23),,"GOOD LAYUP by ROSETTI,NATE(in the paint)",2
--,,,,,"ASSIST  by LANGSTON,TYLER",,,"ASSIST  by LANGSTON,TYLER",2
10:44,,,,,"FOUL  by LANGSTON,TYLER",,,"FOUL  by LANGSTON,TYLER",2
10:44,"GOOD JUMPER by HANSTAD,RAJAN",46,,67 (+21),,MILLMBB 46-67 (-21),,"GOOD JUMPER by HANSTAD,RAJAN",2
10:44,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
10:44,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
10:44,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
10:44,"SUB IN by MARKWITH,TRENT",,,,,,,"SUB IN by MARKWITH,TRENT",2
10:44,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
10:44,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
10:44,,,,,"SUB IN by ADEDOYIN,ELIJAH",,,"SUB IN by ADEDOYIN,ELIJAH",2
10:44,,,,,"SUB IN by WHITE,MIKE",,,"SUB IN by WHITE,MIKE",2
10:44,,,,,"SUB IN by BONNER,ALEX",,,"SUB IN by BONNER,ALEX",2
10:44,,,,,"SUB IN by ROSETTI,NATE",,,"SUB IN by ROSETTI,NATE",2
10:44,,,,,"SUB IN by LANGSTON,TYLER",,,"SUB IN by LANGSTON,TYLER",2
10:44,,,,,"SUB OUT by MCCAULEY,MICHAEL",,,"SUB OUT by MCCAULEY,MICHAEL",2
10:44,,,,,"SUB OUT by RICE,MILES",,,"SUB OUT by RICE,MILES",2
09:37,"FOUL  by MANCUSO,LOGAN",,,,,,,"FOUL  by MANCUSO,LOGAN",2
09:37,,46,,68 (+22),"GOOD FT by WHITE,MIKE",LCM 46-68 (-22),,"GOOD FT by WHITE,MIKE",2
09:37,,46,,69 (+23),"GOOD FT by WHITE,MIKE",LCM 46-69 (-23),,"GOOD FT by WHITE,MIKE",2
09:37,,,,,"SUB IN by MCCAULEY,MICHAEL",,,"SUB IN by MCCAULEY,MICHAEL",2
09:37,,,,,"SUB OUT by ROSETTI,NATE",,,"SUB OUT by ROSETTI,NATE",2
09:11,"MISS JUMPER by MASON,ROBERT WADE",,,,,,,"MISS JUMPER by MASON,ROBERT WADE",2
--,,,,,"REBOUND DEF by WHITE,MIKE",,,"REBOUND DEF by WHITE,MIKE",2
08:57,"FOUL  by MARKWITH,TRENT",,,,,,,"FOUL  by MARKWITH,TRENT",2
08:57,,46,,70 (+24),"GOOD FT by WHITE,MIKE",LCM 46-70 (-24),,"GOOD FT by WHITE,MIKE",2
08:57,,46,,71 (+25),"GOOD FT by WHITE,MIKE",LCM 46-71 (-25),,"GOOD FT by WHITE,MIKE",2
08:57,"SUB IN by MCSWAIN,JOSHUA",,,,,,,"SUB IN by MCSWAIN,JOSHUA",2
08:57,"SUB OUT by MASON,ROBERT WADE",,,,,,,"SUB OUT by MASON,ROBERT WADE",2
08:57,,,,,"SUB IN by HOWELL,RICHARD",,,"SUB IN by HOWELL,RICHARD",2
08:57,,,,,"SUB IN by OLSON,JUSTYN",,,"SUB IN by OLSON,JUSTYN",2
08:57,,,,,"SUB OUT by ADEDOYIN,ELIJAH",,,"SUB OUT by ADEDOYIN,ELIJAH",2
08:57,,,,,"SUB OUT by BONNER,ALEX",,,"SUB OUT by BONNER,ALEX",2
08:30,"GOOD 3PTR by GAGEN,BRENNAN",49,,71 (+22),,MILLMBB 49-71 (-22),,"GOOD 3PTR by GAGEN,BRENNAN",2
--,"ASSIST  by HANSTAD,RAJAN",,,,,,,"ASSIST  by HANSTAD,RAJAN",2
08:12,,,,,"TURNOVER  by OLSON,JUSTYN",,,"TURNOVER  by OLSON,JUSTYN",2
08:10,"STEAL  by GAGEN,BRENNAN",,,,,,,"STEAL  by GAGEN,BRENNAN",2
08:06,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",51,,71 (+20),,MILLMBB 51-71 (-20),,"GOOD LAYUP by MARKWITH,TRENT(in the paint)",2
--,"ASSIST  by GAGEN,BRENNAN",,,,,,,"ASSIST  by GAGEN,BRENNAN",2
07:43,,,,,"MISS JUMPER by HOWELL,RICHARD",,,"MISS JUMPER by HOWELL,RICHARD",2
--,"REBOUND DEF by MCSWAIN,JOSHUA",,,,,,,"REBOUND DEF by MCSWAIN,JOSHUA",2
07:25,"TURNOVER  by MCSWAIN,JOSHUA",,,,,,,"TURNOVER  by MCSWAIN,JOSHUA",2
07:24,,,,,"STEAL  by OLSON,JUSTYN",,,"STEAL  by OLSON,JUSTYN",2
07:21,,,,,"MISS 3PTR by OLSON,JUSTYN",,,"MISS 3PTR by OLSON,JUSTYN",2
--,"REBOUND DEF by GAGEN,BRENNAN",,,,,,,"REBOUND DEF by GAGEN,BRENNAN",2
07:13,"TURNOVER  by GAGEN,BRENNAN",,,,,,,"TURNOVER  by GAGEN,BRENNAN",2
07:12,,,,,"STEAL  by LANGSTON,TYLER",,,"STEAL  by LANGSTON,TYLER",2
06:47,,,,,"MISS JUMPER by HOWELL,RICHARD",,,"MISS JUMPER by HOWELL,RICHARD",2
--,,,,,"REBOUND OFF by MCCAULEY,MICHAEL",,,"REBOUND OFF by MCCAULEY,MICHAEL",2
06:47,TIMEOUT TEAM by TEAM,,,,,,,TIMEOUT TEAM by TEAM,2
06:47,,,,,"SUB IN by HENDERSON,JARED",,,"SUB IN by HENDERSON,JARED",2
06:47,,,,,"SUB OUT by WHITE,MIKE",,,"SUB OUT by WHITE,MIKE",2
06:22,,,,,"MISS 3PTR by LANGSTON,TYLER",,,"MISS 3PTR by LANGSTON,TYLER",2
--,"REBOUND DEF by MARKWITH,TRENT",,,,,,,"REBOUND DEF by MARKWITH,TRENT",2
06:22,,,,,"FOUL  by HOWELL,RICHARD",,,"FOUL  by HOWELL,RICHARD",2
05:57,"MISS JUMPER by MANCUSO,LOGAN",,,,,,,"MISS JUMPER by MANCUSO,LOGAN",2
--,REBOUND OFF by TEAM,,,,,,,REBOUND OFF by TEAM,2
05:52,"SUB IN by GERCHOW,ALEX",,,,,,,"SUB IN by GERCHOW,ALEX",2
05:52,"SUB IN by ATKINSON,QUINN",,,,,,,"SUB IN by ATKINSON,QUINN",2
05:52,"SUB IN by SMITH,BAILEY",,,,,,,"SUB IN by SMITH,BAILEY",2
05:52,"SUB IN by JONES,BLAKE",,,,,,,"SUB IN by JONES,BLAKE",2
05:52,"SUB OUT by MANCUSO,LOGAN",,,,,,,"SUB OUT by MANCUSO,LOGAN",2
05:52,"SUB OUT by MCSWAIN,JOSHUA",,,,,,,"SUB OUT by MCSWAIN,JOSHUA",2
05:52,"SUB OUT by GAGEN,BRENNAN",,,,,,,"SUB OUT by GAGEN,BRENNAN",2
05:52,"SUB OUT by HANSTAD,RAJAN",,,,,,,"SUB OUT by HANSTAD,RAJAN",2
05:52,,,,,"SUB IN by FORD,BRAXTON",,,"SUB IN by FORD,BRAXTON",2
05:52,,,,,"SUB IN by WAGNER,MARK",,,"SUB IN by WAGNER,MARK",2
05:52,,,,,"SUB OUT by LANGSTON,TYLER",,,"SUB OUT by LANGSTON,TYLER",2
05:52,,,,,"SUB OUT by OLSON,JUSTYN",,,"SUB OUT by OLSON,JUSTYN",2
05:45,"TURNOVER  by SMITH,BAILEY",,,,,,,"TURNOVER  by SMITH,BAILEY",2
05:45,,,,,"STEAL  by WAGNER,MARK",,,"STEAL  by WAGNER,MARK",2
05:15,,51,,73 (+22),"GOOD LAYUP by HENDERSON,JARED(in the paint)",LCM 51-73 (-22),,"GOOD LAYUP by HENDERSON,JARED(in the paint)",2
--,,,,,"ASSIST  by WAGNER,MARK",,,"ASSIST  by WAGNER,MARK",2
05:01,"MISS LAYUP by GERCHOW,ALEX",,,,,,,"MISS LAYUP by GERCHOW,ALEX",2
05:01,,,,,"BLOCK  by MCCAULEY,MICHAEL",,,"BLOCK  by MCCAULEY,MICHAEL",2
--,"REBOUND OFF by ATKINSON,QUINN",,,,,,,"REBOUND OFF by ATKINSON,QUINN",2
05:00,,,,,"FOUL  by HOWELL,RICHARD",,,"FOUL  by HOWELL,RICHARD",2
05:00,"MISS FT by ATKINSON,QUINN",,,,,,,"MISS FT by ATKINSON,QUINN",2
--,REBOUND DEADB by TEAM,,,,,,,REBOUND DEADB by TEAM,2
05:00,"GOOD FT by ATKINSON,QUINN",52,,73 (+21),,MILLMBB 52-73 (-21),,"GOOD FT by ATKINSON,QUINN",2
05:00,,,,,"SUB IN by THOMPSON,TRAVIS",,,"SUB IN by THOMPSON,TRAVIS",2
05:00,,,,,"SUB OUT by HENDERSON,JARED",,,"SUB OUT by HENDERSON,JARED",2
04:35,,,,,"MISS JUMPER by HOWELL,RICHARD",,,"MISS JUMPER by HOWELL,RICHARD",2
--,"REBOUND DEF by GERCHOW,ALEX",,,,,,,"REBOUND DEF by GERCHOW,ALEX",2
04:32,,,,,"FOUL  by WAGNER,MARK",,,"FOUL  by WAGNER,MARK",2
04:32,"FOUL  by SMITH,BAILEY",,,,,,,"FOUL  by SMITH,BAILEY",2
04:32,,,,,"SUB IN by ROSETTI,NATE",,,"SUB IN by ROSETTI,NATE",2
04:32,,,,,"SUB OUT by WAGNER,MARK",,,"SUB OUT by WAGNER,MARK",2
04:04,"MISS 3PTR by ATKINSON,QUINN",,,,,,,"MISS 3PTR by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by ROSETTI,NATE",,,"REBOUND DEF by ROSETTI,NATE",2
03:53,,52,,76 (+24),"GOOD 3PTR by HOWELL,RICHARD",LCM 52-76 (-24),,"GOOD 3PTR by HOWELL,RICHARD",2
--,,,,,"ASSIST  by FORD,BRAXTON",,,"ASSIST  by FORD,BRAXTON",2
03:15,"MISS LAYUP by ATKINSON,QUINN",,,,,,,"MISS LAYUP by ATKINSON,QUINN",2
--,,,,,"REBOUND DEF by HOWELL,RICHARD",,,"REBOUND DEF by HOWELL,RICHARD",2
03:10,,,,,TIMEOUT 30SEC by TEAM,,,TIMEOUT 30SEC by TEAM,2
03:10,,,,,"SUB IN by WAGNER,STEPHEN",,,"SUB IN by WAGNER,STEPHEN",2
03:10,,,,,"SUB OUT by FORD,BRAXTON",,,"SUB OUT by FORD,BRAXTON",2
03:09,,,,,"MISS 3PTR by THOMPSON,TRAVIS",,,"MISS 3PTR by THOMPSON,TRAVIS",2
--,"REBOUND DEF by MASON,ROBERT WADE",,,,,,,"REBOUND DEF by MASON,ROBERT WADE",2
02:38,,,,,"FOUL  by MCCAULEY,MICHAEL",,,"FOUL  by MCCAULEY,MICHAEL",2
02:22,"SUB IN by ROBERTSON,MARC",,,,,,,"SUB IN by ROBERTSON,MARC",2
02:22,"SUB IN by HANSTAD,RAJAN",,,,,,,"SUB IN by HANSTAD,RAJAN",2
02:20,"MISS FT by MANCUSO,LOGAN",,,,,,,"MISS FT by MANCUSO,LOGAN",2
--,,,,,"REBOUND DEF by THOMPSON,TRAVIS",,,"REBOUND DEF by THOMPSON,TRAVIS",2
02:16,"SUB IN by MANCUSO,LOGAN",,,,,,,"SUB IN by MANCUSO,LOGAN",2
02:16,"SUB IN by MASON,ROBERT WADE",,,,,,,"SUB IN by MASON,ROBERT WADE",2
02:16,"SUB IN by GAGEN,BRENNAN",,,,,,,"SUB IN by GAGEN,BRENNAN",2
02:16,"SUB OUT by GERCHOW,ALEX",,,,,,,"SUB OUT by GERCHOW,ALEX",2
02:16,"SUB OUT by ATKINSON,QUINN",,,,,,,"SUB OUT by ATKINSON,QUINN",2
02:16,"SUB OUT by SMITH,BAILEY",,,,,,,"SUB OUT by SMITH,BAILEY",2
02:16,"SUB OUT by MARKWITH,TRENT",,,,,,,"SUB OUT by MARKWITH,TRENT",2
02:16,"SUB OUT by JONES,BLAKE",,,,,,,"SUB OUT by JONES,BLAKE",2
02:14,,,,,"MISS JUMPER by THOMPSON,TRAVIS",,,"MISS JUMPER by THOMPSON,TRAVIS",2
--,,,,,"REBOUND OFF by MCCAULEY,MICHAEL",,,"REBOUND OFF by MCCAULEY,MICHAEL",2
02:08,,,,,"TURNOVER  by WAGNER,STEPHEN",,,"TURNOVER  by WAGNER,STEPHEN",2
02:08,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",54,,76 (+22),,MILLMBB 54-76 (-22),,"GOOD LAYUP by MANCUSO,LOGAN(in the paint)",2
--,"ASSIST  by HANSTAD,RAJAN",,,,,,,"ASSIST  by HANSTAD,RAJAN",2
